131.objectid,190.0,131
239.shapeleng,1.31336979544,0.19076544109
1388.rocktype,118,100
3192.aqname,ther rocks,Other rocks
551.shapeleng,111.200919008,0.02431640452
2206.rocktype,472,400
64.shapearea,9.9032086E-4,6.566021E-5
777.aqname,Northern Rocky Mountains Intermontane Basins aquifer systme,Northern Rocky Mountains Intermontane Basins aquifer system
1525.rockname,Unconsolidated sand andgravel aquifers,Unconsolidated sand and gravel aquifers
74.shapearea,0.07438600542,0.00420415939
2233.rockname,Carbonate-rocka quifers,Carbonate-rock aquifers
4504.aqname,Hawaian Sedimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
2564.aqcode,463,401
1947.rockname,Uncuonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
158.objectid,2.0,158
392.rocktype,999.0,300
2657.rockname,Unconsolidated sand an dgravel aquifers,Unconsolidated sand and gravel aquifers
2676.rockname,Carbonate-rock auifers,Carbonate-rock aquifers
4052.rockname,Unconsolidated sand and gravel aqifers,Unconsolidated sand and gravel aquifers
548.rockname,Unconsolidated sand and gravelr aquifers,Unconsolidated sand and gravel aquifers
2603.rockname,Carbonate-rock aquifes,Carbonate-rock aquifers
100.aqname,Lower Tertiary aquifers,Other rocks
491.shapearea,0.00298897368,4.51749E-5
2411.rockname,Unconsolidated sand anyd gravel aquifers,Unconsolidated sand and gravel aquifers
400.shapeleng,0.77807671368,1.14429391541
1772.rockname,Carbonate-rock aqifers,Carbonate-rock aquifers
375.shapeleng,61.2794868582,0.22867473132
271.rockname,Uncgonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
421.aqcode,999.0,314
29.objectid,46.0,29
1961.rocktype,177,100
274.shapearea,0.39830744027,1.6214438E-4
3889.rockname,Carbonae-rock aquifers,Carbonate-rock aquifers
327.aqname,Puget Sound aquifer system,Other rocks
497.aqcode,112.0,999
2581.rockname,arbonate-rock aquifers,Carbonate-rock aquifers
3312.aqname,Otcher rocks,Other rocks
3099.aqcode,108,101
370.shapearea,5.03036146227,0.01077661835
258.aqname,Lower Tertiary aquifers,Cambrian-Ordovician aquifer system
1420.rockname,Sandstone and carbonate-rock aquifrs,Sandstone and carbonate-rock aquifers
3084.rockname,Unconsolidated sand and gravel aqpuifers,Unconsolidated sand and gravel aquifers
2624.aqname,Other rockcs,Other rocks
144.aqcode,105.0,999
489.shapeleng,12.2975702626,0.02028457036
4431.rockname,Igneous and metamorphic-rock aquifesr,Igneous and metamorphic-rock aquifers
1222.aqname,Pacifci Northwest basin-fill aquifers,Pacific Northwest basin-fill aquifers
1150.aqname,aOther rocks,Other rocks
2067.rocktype,412,400
99.shapeleng,51.7024711845,1.67391239533
3115.rockname,Unconsolidated sand and gravel aquiferfs,Unconsolidated sand and gravel aquifers
2282.aqcode,495,401
3569.aqname,Coastal lowlands aquifer systaem,Coastal lowlands aquifer system
521.shapeleng,51.7024711845,0.01518008886
393.shapeleng,0.64274561535,0.02275219231
2651.aqname,Northern Atlantic Coastal Plian aquifer system,Northern Atlantic Coastal Plain aquifer system
2175.rocktype,458,400
2039.aqname,alifornia Coastal Basin aquifers,California Coastal Basin aquifers
649.rockname,Unconsolidated sand an dgravel aquifers,Unconsolidated sand and gravel aquifers
2120.rockname,Carbonpate-rock aquifers,Carbonate-rock aquifers
2108.rocktype,186,100
617.rockname,Uncbonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
277.shapearea,0.39830744027,6.3662242E-4
131.aqname,Silurian-Devonian aquifers,Other rocks
4633.aqname,Other orcks,Other rocks
2189.aqname,Basina nd Range carbonate-rock aquifers,Basin and Range carbonate-rock aquifers
1335.aqname,Othr rocks,Other rocks
3508.rocktype,159,100
34.shapeleng,0.23195370575,0.23539267159
946.aqname,Other roncks,Other rocks
3501.rockname,Semicnsolidated sand aquifers,Semiconsolidated sand aquifers
578.shapearea,9.137092E-5,0.01133449545
137.shapeleng,35.2860867019,0.66328306837
235.shapearea,5.03036146227,1.4743462E-4
195.aqname,Pacific Northwest basin-fill aquifers,Pacific Northwest basaltic-rock aquifers
390.rocktype,100.0,600
494.shapeleng,271.57011945,0.52070017586
1236.rocktype,177,100
1036.aqname,Othe rocks,Other rocks
2015.aqcode,187,101
466.shapearea,1.2065144E-4,0.11853574581
4561.rockname,Unconsolidated sand and grave aquifers,Unconsolidated sand and gravel aquifers
531.rocktype,500.0,400
310.aqname,Silurian-Devonian aquifers,Other rocks
234.aqname,Other rocks,Lower Cretaceous aquifers
1534.rocktype,174,100
3208.rockname,Unconsolidatred sand and gravel aquifers,Unconsolidated sand and gravel aquifers
146.aqname,Lower Cretaceous aquifers,Puget Sound aquifer system
3289.aqname,Other rsocks,Other rocks
81.aqname,Lower Tertiary aquifers,Pacific Northwest basin-fill aquifers
4054.aqname,Coastal lowlands aquifer sylstem,Coastal lowlands aquifer system
350.aqname,Other rocks,Hawaiian Volcanic-rock aquifers
191.aqname,Lower Tertiary aquifers,Puget Sound aquifer system
2981.rocktype,135,100
2492.aqname,Northern Atlantic Coastal Plain aquiefr system,Northern Atlantic Coastal Plain aquifer system
3423.rocktype,402,400
457.rockname,Unconsolidated sand and gravel aquifgers,Unconsolidated sand and gravel aquifers
267.rocktype,999.0,600
225.rocktype,999.0,500
2237.aqcode,132,101
320.shapearea,0.01141123046,0.00326870676
3457.aqcode,434,401
410.aqname,Lower Tertiary aquifers,Other rocks
663.rocktype,158,100
42.rocktype,145,100
509.rocktype,300.0,999
226.shapearea,22.5365375988,0.00770946907
501.shapeleng,35.2860867019,0.01265029344
331.aqname,Pacific Northwest basin-fill aquifers,Surficial aquifer system
2016.rocktype,421,400
378.aqname,Silurian-Devonian aquifers,Pacific Northwest basin-fill aquifers
1367.aqname,tOher rocks,Other rocks
439.objectid,45.0,370
324.aqname,Lower Tertiary aquifers,Other rocks
247.shapeleng,61.2794868582,0.05284811011
1671.rockname,Sandtone aquifers,Sandstone aquifers
2151.rocktype,103,100
132.aqname,Silurian-Devonian aquifers,Other rocks
1673.aqname,Piedmont andB lue Ridge crystalline-rock aquifers,Piedmont and Blue Ridge crystalline-rock aquifers
2475.aqcode,479,401
3827.rockname,Crabonate-rock aquifers,Carbonate-rock aquifers
196.objectid,1.0,196
1491.rockname,Unconsoliduated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1873.rocktype,409,400
2457.rockname,Sandtsone aquifers,Sandstone aquifers
256.shapeleng,0.10974255219,0.04446464741
673.rockname,Uncoxnsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
363.rocktype,300.0,600
441.objectid,12.0,372
1921.aqcode,112,101
402.aqname,Other rocks,Jacobsville aquifer
2416.aqname,Otherrocks,Other rocks
231.rocktype,999.0,600
400.shapearea,0.00279542612,0.01257897077
1126.rocktype,121,100
2836.rockname,Unconsoliated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
93.shapearea,22.5365375988,0.20636543522
208.rocktype,600.0,100
460.aqname,Lower Tertiary aquifers,Other rocks
2186.aqname,Valleyand Ridge carbonate-rock aquifers,Valley and Ridge carbonate-rock aquifers
506.shapearea,3.0307168E-4,4.386293E-5
79.rocktype,300.0,100
379.rockname,Unconsolidated sand and gravel aquifres,Unconsolidated sand and gravel aquifers
67.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Pacific Northwest basin-fill aquifers
211.shapearea,22.5365375988,0.0041895094
469.shapearea,7.142954E-5,5.599596E-5
2099.rockname,Carbonaet-rock aquifers,Carbonate-rock aquifers
3591.aqname,Coatsal lowlands aquifer system,Coastal lowlands aquifer system
270.rocktype,999.0,300
3892.rockname,Carbonate-rock qauifers,Carbonate-rock aquifers
3851.aqname,Floridan aquier system,Floridan aquifer system
472.shapeleng,35.2860867019,0.0222392671
4162.aqname,Other orcks,Other rocks
2141.rocktype,179,100
440.objectid,57.0,371
2783.rockname,Unbconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1891.rockname,arbonate-rock aquifers,Carbonate-rock aquifers
44.shapeleng,0.53610562106,3.50079667719
2364.rockname,Carbonate-rokc aquifers,Carbonate-rock aquifers
2547.aqcode,131,101
235.shapeleng,2.62787756083,0.05342726715
101.rocktype,999.0,300
486.shapeleng,271.57011945,0.09061299062
523.aqcode,304.0,116
464.shapearea,7.666446E-5,0.01735523035
3902.rockname,Carbonate-rock aquifvers,Carbonate-rock aquifers
376.shapearea,0.01499092116,5.173982E-5
431.rocktype,300.0,400
507.shapeleng,61.2794868582,0.0187394262
1152.rocktype,127,100
645.rockname,Unconsolidated saand and gravel aquifers,Unconsolidated sand and gravel aquifers
3669.rockname,Carbonate-rock aquiers,Carbonate-rock aquifers
1876.aqname,Vallzey and Ridge carbonate-rock aquifers,Valley and Ridge carbonate-rock aquifers
1065.rockname,Unconsolidated sand and gavel aquifers,Unconsolidated sand and gravel aquifers
97.aqname,Pacific Northwest basin-fill aquifers,Other rocks
2586.rockname,Unconsoldated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
550.aqcode,104.0,999
3419.rockname,Unconsolidated sand and gravel aqifers,Unconsolidated sand and gravel aquifers
387.objectid,7.0,318
2969.rocktype,122,100
377.rocktype,600.0,999
311.objectid,123.0,2999
3189.rocktype,161,100
3065.rocktype,184,100
1707.rockname,Semiconsolidatyed sand aquifers,Semiconsolidated sand aquifers
3865.rockname,Semiconsolidapted sand aquifers,Semiconsolidated sand aquifers
2374.rockname,Unconsolidated sand and grvael aquifers,Unconsolidated sand and gravel aquifers
304.objectid,45.0,2992
301.shapearea,0.01167720722,0.00610688307
4133.rockname,Unconsolidated sand and gravel aquifes,Unconsolidated sand and gravel aquifers
2505.aqcode,425,401
3699.aqname,Coastal lowladns aquifer system,Coastal lowlands aquifer system
526.rocktype,300.0,400
1092.rockname,Unconsolidatecd sand and gravel aquifers,Unconsolidated sand and gravel aquifers
611.rockname,Unconsolidated sand and gravel qauifers,Unconsolidated sand and gravel aquifers
3620.aqname,Coatal lowlands aquifer system,Coastal lowlands aquifer system
236.objectid,9.0,236
2513.rockname,Unconsolidated sand and dgravel aquifers,Unconsolidated sand and gravel aquifers
3143.aqcode,117,101
2508.rockname,Unconsolidated sand and gravel ahquifers,Unconsolidated sand and gravel aquifers
258.shapearea,3.753978E-5,7.414434E-5
247.rocktype,600.0,100
2635.aqcode,134,101
3242.aqname,California Coastal Bsain aquifers,California Coastal Basin aquifers
348.aqcode,314.0,201
390.aqname,Other rocks,Pacific Northwest basaltic-rock aquifers
245.shapeleng,271.57011945,0.48084330312
3055.aqname,Other rocsk,Other rocks
325.shapeleng,0.23195370575,0.23843928866
3505.aqname,Surficial aquifer sysetm,Surficial aquifer system
220.shapeleng,1.29540404009,0.22029034834
3547.aqname,Coastal lowlands aquifers ystem,Coastal lowlands aquifer system
639.rockname,Carbonate-rock aqifers,Carbonate-rock aquifers
436.objectid,9.0,367
493.objectid,155.0,424
4283.aqname,Hawaiian Sedimentar ydeposit aquifers,Hawaiian Sedimentary deposit aquifers
367.rockname,Unconsolidated sand and gravel amquifers,Unconsolidated sand and gravel aquifers
322.aqname,Pacific Northwest basaltic-rock aquifers,Other rocks
488.shapearea,0.00172834649,5.089114E-5
2085.aqcode,475,401
4387.aqname,Hawaiin Sedimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
172.aqname,Lower Tertiary aquifers,Pacific Northwest basin-fill aquifers
2114.aqname,Otherr ocks,Other rocks
3201.rocktype,190,100
434.shapearea,0.01141123046,0.18711444458
2387.rockname,Semiconsolidated sand xaquifers,Semiconsolidated sand aquifers
741.rockname,Carbonte-rock aquifers,Carbonate-rock aquifers
2492.rockname,Semiconsolidatied sand aquifers,Semiconsolidated sand aquifers
691.rockname,Unconsolidate sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2754.rockname,Unconsoliated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
422.objectid,26.0,353
1945.rockname,Unconsolidate sand and gravel aquifers,Unconsolidated sand and gravel aquifers
234.rocktype,100.0,300
389.aqname,Lower Tertiary aquifers,Pacific Northwest basaltic-rock aquifers
240.aqname,Silurian-Devonian aquifers,Other rocks
160.shapearea,0.40330982137,0.00114509533
478.shapeleng,0.98458395081,0.06096277929
373.objectid,6.0,304
3361.rockname,Uncqonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
593.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Silurian-Devonian aquifers
2200.aqcode,490,401
427.shapeleng,0.0486529717,1.10958728805
2474.rockname,emiconsolidated sand aquifers,Semiconsolidated sand aquifers
370.objectid,49.0,301
476.shapearea,0.01778996879,0.01420715233
392.objectid,68.0,323
36.rocktype,100.0,300
282.shapearea,5.03036146227,0.00254227525
2871.rocktype,177,100
4096.rockname,Unconsolidateds and and gravel aquifers,Unconsolidated sand and gravel aquifers
385.rocktype,300.0,600
3750.aqname,Coastal lowlands quifer system,Coastal lowlands aquifer system
2995.aqname,California Coastal Basin aquiferts,California Coastal Basin aquifers
3930.rockname,Carbonate-rck aquifers,Carbonate-rock aquifers
663.aqname,Pacific Northwest bsain-fill aquifers,Pacific Northwest basin-fill aquifers
2341.rockname,Semriconsolidated sand aquifers,Semiconsolidated sand aquifers
3723.aqname,Coasta llowlands aquifer system,Coastal lowlands aquifer system
2391.aqcode,409,401
3396.rockname,Carbonalte-rock aquifers,Carbonate-rock aquifers
3562.aqname,Coastal lowladns aquifer system,Coastal lowlands aquifer system
447.objectid,9.0,378
295.aqname,Other rocks,Lower Cretaceous aquifers
147.shapearea,46.2714378139,0.00816009959
974.rockname,Unconsolidated sand nd gravel aquifers,Unconsolidated sand and gravel aquifers
269.objectid,9.0,269
569.shapeleng,0.1789423274,0.03464624097
137.objectid,2.0,137
1331.rockname,Unconsolidated sand and gravle aquifers,Unconsolidated sand and gravel aquifers
2227.rockname,Carbonate-roc kaquifers,Carbonate-rock aquifers
4031.rockname,Unconsolidated sand abnd gravel aquifers,Unconsolidated sand and gravel aquifers
985.rockname,Unconsolidathed sand and gravel aquifers,Unconsolidated sand and gravel aquifers
285.aqname,Other rocks,Jacobsville aquifer
162.rocktype,300.0,100
146.shapearea,0.39830744027,0.02786106618
199.shapeleng,0.98458395081,1.22468029315
2091.rockname,Unconsolidated sand and gravel aquifners,Unconsolidated sand and gravel aquifers
4224.rockname,Ignous and metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
43.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
519.objectid,61.0,450
3222.rocktype,170,100
358.shapeleng,0.23195370575,0.08018342187
401.shapearea,0.01141123046,3.149147E-5
503.aqcode,607.0,999
189.shapearea,0.00172834649,0.00230682111
405.rocktype,999.0,300
3066.aqname,Surficial aquifer systme,Surficial aquifer system
336.aqname,Pacific Northwest basin-fill aquifers,Surficial aquifer system
3207.aqcode,434,401
2248.aqname,Oher rocks,Other rocks
2105.aqname,Othter rocks,Other rocks
548.objectid,16.0,479
3919.aqname,Floridan aquier system,Floridan aquifer system
4038.rockname,Unconsoidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2451.rockname,Camrbonate-rock aquifers,Carbonate-rock aquifers
1318.aqname,Pacifi cNorthwest basin-fill aquifers,Pacific Northwest basin-fill aquifers
2787.aqname,Blainek aquifer,Blaine aquifer
463.shapearea,5.03036146227,2.1571306E-4
1102.rockname,Ucnonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
244.aqname,Pacific Northwest basin-fill aquifers,Northern Rocky Mountains Intermontane Basins aquifer system
135.aqname,Silurian-Devonian aquifers,Other rocks
60.aqname,Silurian-Devonian aquifers,Other rocks
339.shapeleng,1.31336979544,0.03346730614
806.rockname,Unconsloidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
528.shapearea,0.00604536531,0.00777004514
1481.aqname,ther rocks,Other rocks
269.aqname,Other rocks,Cambrian-Ordovician aquifer system
4081.aqname,Surficiala quifer system,Surficial aquifer system
1093.aqname,Pacific Northwest basin-fll aquifers,Pacific Northwest basin-fill aquifers
104.objectid,2995.0,104
315.shapeleng,1.44439297495,0.48344638446
4015.aqname,Surfcial aquifer system,Surficial aquifer system
3725.rockname,Carbonatep-rock aquifers,Carbonate-rock aquifers
2819.aqname,jNorthern Atlantic Coastal Plain aquifer system,Northern Atlantic Coastal Plain aquifer system
133.shapeleng,61.2794868582,0.03170231772
190.shapearea,0.01499092116,0.01175720469
3300.aqname,Other rcoks,Other rocks
335.shapeleng,12.2975702626,0.0212271508
321.shapeleng,61.2794868582,0.01733531463
2904.rocktype,160,100
3185.aqname,Othe rrocks,Other rocks
438.objectid,23.0,369
2375.rocktype,493,400
459.rocktype,300.0,999
2290.aqname,Valley and Ridge carobnate-rock aquifers,Valley and Ridge carbonate-rock aquifers
1841.rocktype,497,400
1910.rockname,Caurbonate-rock aquifers,Carbonate-rock aquifers
1088.aqname,Northern Rocky Mountains Intermontane Basins aquife system,Northern Rocky Mountains Intermontane Basins aquifer system
567.aqcode,304.0,105
2995.rocktype,106,100
2533.aqcode,445,401
3868.aqname,Costal lowlands aquifer system,Coastal lowlands aquifer system
262.rocktype,999.0,300
2669.aqname,Silurin-Devonian aquifers,Silurian-Devonian aquifers
539.shapearea,0.01141123046,3.34021E-5
