indicatorvalue,unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue(long),yearnum(long),age,agenum(double precision),estimate(double precision),flagvalue
Death rates for suicide,"Deaths per 100,000 resident population, qage-adjusted",1.0,Total,4.0,All persons,4.12,1992.0,15.0,All qages,97.0,12.5,...
Death rates for suicide,"Deaths per 100,000 resdent population, age-adjusted",1.0,Sex and race,0.0,All persons,4.12,1991.0,17.0,Al lages,90.0,12.9,...
Death rates for suicide,"eDaths per 100,000 resident population, age-adjusted",1.0,Sex,4.0,All persons,4.12,1991.0,18.0,All agse,69.0,12.8,...***
Death rates for suicide,"Deaths per 100,000resident population, age-adjusted",1.0,Total,4.0,All persons,4.12,1981.0,19.0,Allages,51.0,12.4,e...
Death rates for suicide,"Deaths epr 100,000 resident population, age-adjusted",1.0,Total,4.0,Male: Black or African American,100.12,1989.0,20.0,All ages,0.0,11.8,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjustted",1.0,Sex and race,0.0,Male: Black or African American,4.12,1997.0,5.0,Al lages,62.0,11.3,...***
Death rates for suicide,"Deaths per 100,000 resident populatino, age-adjusted",1.0,Sex and race,0.0,All persons,4.12,1998.0,39.0,All ages***,39.0,10.4,...
Death rates for suicide,"Deaths pr 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,Male: Black or African American,4.12,1999.0,11.0,Al ages,0.0,10.3,...
Death roates for suicide,"Deaths per 100,000 resident populaion, age-adjusted",1.0,Sex and race,0.0,All persons,4.12,2000.0,25.0,Asll ages,6.0,10.0,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted***",1.0,Sex and race,0.0,All persons,4.12,2001.0,6.0,All aes,88.0,9.8,...
Death rates for suicide,"Deaths per 100,000 rsident population, age-adjusted",1.0,Total,4.0,All persons,4.12,2002.0,6.0,ll ages,0.0,9.9,...
Death rates for uicide,"Deaths per 100,000 resident population, age-dadjusted",1.0,Sex and race,0.0,All persons,4.12,2003.0,27.0,All aegs,31.0,9.2,...
Death rates for suicide,"Deaths per 100,000 resident populatoin, age-adjusted",1.0,Sex and race,0.0,Male: Black or African American,100.12,1970.0,28.0,All ages,36.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident poplation, age-adjusted",1.0,Sex and race,0.0,All persons,4.12,1993.0,29.0,All ges,20.0,9.2,...
Death rates for suicide,"Detahs per 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,Male: Black or African American,57.12,2006.0,30.0,All ages,0.0,9.4,...
Death rates for suicide,"Deaths per 100,000 residentp opulation, age-adjusted",1.0,Total,4.0,All persons,4.12,2007.0,17.0,ll ages,28.0,8.7,...
Death rates for suictide,"Deaths per 100,000 resqident population, age-adjusted",1.0,Total,4.0,All persons,4.12,2008.0,40.0,All ageds,86.0,9.4,...
Death rates for suicide,"Deaths per 100,000 rseident population, age-adjusted",1.0,Total,4.0,All persons,4.12,1996.0,33.0,All agkes,33.0,8.9,...
Death rates for suicide,"Deaths pver 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.12,1960.0,34.0,All ges,38.0,9.1,...
Death rates for suicide,"Deatsh per 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.12,1986.0,35.0,Azll ages,0.0,9.3,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjustd",1.0,Sex and race,0.0,All persons,4.12,1993.0,36.0,All ges,90.0,9.6,...
Death rates for suiicde,"Deagths per 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,Male: Black or African American,40.12,1950.0,37.0,All ages,69.0,9.3,...
Death rates for suiicde,"Deaths per 100,000 resdent population, age-adjusted",1.0,Sex and race,0.0,All persons,4.12,1995.0,38.0,dAll ages,0.0,9.5,..
Death rates for suicide,"Deaths per 100,000 resident population, gae-adjusted",1.0,Total,4.0,All persons,4.12,1980.0,39.0,All agse,36.0,9.6,i...
Death rates for suicide,"Deaths per 100,000 resident population, age-dajusted",1.0,Sex and race,0.0,All persons,4.12,1995.0,40.0,All ages,49.0,10.2,...
Death rates for suicide,"Deaths per 100,000 residen population, age-adjusted",1.0,Sex and race,0.0,All persons,4.12,1983.0,41.0,Al ages,48.0,11.0,...
Death rates for suicide,"Deaths per 100,000 resident population,a ge-adjusted",1.0,Sex and race,0.0,All persons,4.12,2018.0,10.0,All aes,29.0,11.6,...
Death rates fo suicide,"Daeths per 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1980.0,1.0,All ages,0.0,4.3,...
Death rates for suicide,"Deaths per 100,000 residnet population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1986.0,2.0,All ages,0.0,4.3,...
Death rates for suicide,"Deaths per 10h0,000 resident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1989.0,3.0,All ages,31.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident populatin, age-adjusted",1.0,Total,4.0,All persons,4.13,1980.0,4.0,All ages,86.0,19.3,...
Death rates for suicide,"Deathsq per 100,000 resident population, age-adjusted",1.0,Total,4.0,Male: American Indian or Alaska Native,4.13,1992.0,5.0,All aegs,0.0,21.6,...
Death rates for suicide,"Deaths per 100,000 resident popualtion, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1980.0,6.0,All ages***,62.0,18.6,...
Death rates for suicide,"Deaths per 100,000 resident populatioen, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1983.0,83.0,ll ages,74.0,20.7,...
Death rates for suicide,"Deaths per 100,000 resident populgation, age-adjusted",1.0,Sex and race,0.0,Male: American Indian or Alaska Native,4.13,2001.0,8.0,All gaes,0.0,18.0,..
Death rates for suicide,"Deaths per 100,000 resident populaktion, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1970.0,9.0,All ages,16.0,17.9,...
Death rates for suicide,"eDaths per 100,000 resident population, age-adjusted",1.0,Total,4.0,Male: American Indian or Alaska Native,98.13,1970.0,10.0,All ages,0.0,20.7,..q.
Death rates for suicide,"Dezaths per 100,000 resident population, age-adjusted",1.0,Total,4.0,All persons,4.13,1970.0,11.0,All ags,8.0,18.2,...
Death rates for suicide,"Deaths per 1m00,000 resident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1982.0,12.0,All gaes,0.0,18.8,...
Death rates for suicide,"Deaths per 100,000 esident population, age-adjusted",1.0,Sex and race,0.0,Male: American Indian or Alaska Native,23.13,1983.0,13.0,All ages,67.0,17.6,...
Death rates fr suicide,"Deaths per 100,000 reosident population, age-adjusted",1.0,Sex and race,0.0,Male: American Indian or Alaska Native,4.13,1970.0,14.0,All aegs,95.0,20.1,...***
Death rates for suicide,"Deaths per 100,000 resident population, age-dajusted",1.0,Sex and race,0.0,All persons,4.13,1991.0,15.0,All agse,53.0,18.1,...
Death rates for suicide,"Deaths pe r100,000 resident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1960.0,16.0,All ages,84.0,16.9,...
Death rates for suicide,"Deaths per 100,000 resident population,f age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1996.0,17.0,All ages,95.0,17.5,...
Death rates for suicide,"Deyaths per 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1960.0,18.0,ll ages,6.0,20.4,...
Death rates for suicide,"Deaths per 100,000 resident popultaion, age-adjusted",1.0,Total,4.0,Male: American Indian or Alaska Native,64.13,1950.0,19.0,All ages,0.0,17.4,...
Death rates for suicide,"Deaths per 100,000 reisdent population, age-adjusted",1.0,Total,4.0,All persons,4.13,1996.0,1.0,All ages,0.0,17.9,...
Death rates for suicide,"Deaths per 100,000 resient population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1983.0,21.0,All agse,79.0,18.6,...
Death rates for suicide,"Deaths per 100,000 residentp opulation, age-adjusted",1.0,Sex and race,0.0,Male: American Indian or Alaska Native,4.13,1960.0,22.0,All aegs,13.0,17.8,...
Death rates for suicide,"Deaths per 100,000 resident popluation, age-adjusted",1.0,Age,4.0,All persons,4.13,1982.0,23.0,Al lages,23.0,16.5,.i..
Death rates for suicde,"Deaths per 100,000 resident pnopulation, age-adjusted",1.0,Total,4.0,Male: American Indian or Alaska Native,4.13,1981.0,24.0,All ags,84.0,16.0,...
Death rates for suicide,"Deaths per 100,000 kresident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1989.0,25.0,All gaes,68.0,17.2,...
Death rates for suicide,"Deaths epr 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,2002.0,1.0,All ges,2.0,16.1,...
Death rates for suicide,"Deaths per 100,000 residenat population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,2003.0,6.0,All agse,69.0,16.0,..
Death rates or suicide,"Death per 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,2004.0,1.0,All agies,0.0,17.5,...
Death rates for suicide,"Detahs per 100,000 resident population, age-adjusted",1.0,Total,4.0,All persons,4.13,1984.0,29.0,Al ages,69.0,17.3,..
Death rates for suicide,"Death per 100,000 resident population, age-adjusted",1.0,Sex and race,4.0,Male: American Indian or Alaska Native,4.13,2006.0,4.0,Ally ages,0.0,16.5,...
Death rates for suicide,"Death sper 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,Male: American Indian or Alaska Native,41.13,2007.0,3.0,All ages,100.0,15.9,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjustxed",1.0,Sex and race,0.0,All persons,4.13,1989.0,32.0,Al ages,46.0,15.4,...
Death raes for suicide,"Deaths per 100,000 ersident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,2009.0,33.0,All ageps,14.0,14.6,...
Death rates for suicide,"Deaths per 100,h000 resident population, age-adjusted",1.0,Total,4.0,All persons,4.13,1982.0,34.0,All ages***,89.0,15.5,...
Death rates for suicide,"Deaths per 10u0,000 resident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1983.0,35.0,Allages,87.0,16.4,...
Death rates for suicide,"Deaths per 100,000 resident poulation, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1960.0,36.0,All ges,18.0,17.4,...
Death rates fors uicide,"Deaths per 100,000 reisdent population, age-adjusted",1.0,Sex and race,0.0,Male: American Indian or Alaska Native,27.13,1994.0,37.0,All ages,14.0,18.1,...
Death rates for suicide,"Deaths per 1l00,000 resident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,2014.0,5.0,Allages,8.0,16.4,...
Death rates for suicide,"Deaths per 00,000 resident population, age-adjusted",1.0,Total,4.0,Male: American Indian or Alaska Native,77.13,2015.0,15.0,All ages,3.0,18.8,...
Death rates or suicide,"Deaths per 100,000 resident population, aeg-adjusted",1.0,Sex and race,0.0,Male: American Indian or Alaska Native,98.13,1980.0,40.0,All auges,63.0,20.7,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjumsted",1.0,Sex,4.0,All persons,4.13,1950.0,41.0,Alhl ages,77.0,20.4,...
Death rates for suicide,"Deaths per 100,000 reident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.13,1970.0,42.0,All ages***,77.0,20.9,...
Death rates for suicide,"Deaths per 100,000 resdent population, age-adjusted",1.0,Total,4.0,All persons,4.14,1995.0,1.0,All ages,65.0,4.3,...***
eDath rates for suicide,"Deaths per 100,000 resident population, age-adjustde",1.0,Sex and race,0.0,Male: Asian or Pacific Islander,4.14,1987.0,2.0,All ages,0.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusetd",1.0,Sex and race,0.0,Male: Asian or Pacific Islander,4.14,1994.0,3.0,All ages,0.0,4.3,...
Death rates for suicide,"Dpeaths per 100,000 resident population, age-adjusted",1.0,Total,4.0,All persons,4.14,1981.0,4.0,All ages,37.0,10.7,...
Death rates for suicide,"Deaths per 100,000 resident populaiton, age-adjusted",1.0,Total,4.0,Male: Asian or Pacific Islander,4.14,1996.0,5.0,All aes,42.0,9.3,...***
Death rates for suicide,"Deaths per 100,000 resident populatoin, age-adjusted",1.0,Sex and race,0.0,All persons,4.14,1981.0,6.0,Al ages,12.0,8.7,...
Death rates for suicide,"Deaths per 100,000 residenct population, age-adjusted",1.0,Sex and race,0.0,All persons,4.14,1950.0,7.0,All ages,0.0,9.5,...
Death rates for suicide,"Deaths per 100,000 resident population ,age-adjusted",1.0,Sex and race,0.0,All persons,4.14,1984.0,76.0,All uages,4.0,9.7,...
Death rates for suicide,"Deaths per 100,000 residenlt population, age-adjusted",1.0,Sex and race,0.0,All persons,4.14,1983.0,9.0,Allages,39.0,9.3,...
Death rates for suicide,"Deaths per 1s00,000 resident population, age-adjusted",1.0,Total,4.0,Male: Asian or Pacific Islander,4.14,1986.0,10.0,Alql ages,0.0,9.4,...
Death rates for suicide,"Deaths per1 00,000 resident population, age-adjusted",1.0,Sex and race,0.0,Male: Asian or Pacific Islander,4.14,1987.0,96.0,All ages,28.0,10.9,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjustead",1.0,Sex and race,0.0,Male: Asian or Pacific Islander,4.14,1983.0,12.0,All acges,0.0,8.7,...
Death rates for suicide,"Deaths per 100,000 resident population, ageadjusted",1.0,Total,4.0,All persons,4.14,1989.0,10.0,Allages,9.0,8.8,...
Death rates for suicide,"Deaths per 100,000 resident opulation, age-adjusted",1.0,Total,4.0,All persons,4.14,1987.0,14.0,ll ages,0.0,9.6,...
Daeth rates for suicide,"Deaths per 100,000 resident population, agea-djusted",1.0,Sex and race,0.0,All persons,4.14,1991.0,33.0,All ages,27.0,9.9,..o.
Death rates for suicide,"Deaths per 100,000 residet population, age-adjusted",1.0,Sex and race,0.0,All persons,4.14,1989.0,16.0,All ages,57.0,9.1,...
Death rates for suicide,"Deats per 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,Male: Asian or Pacific Islander,53.14,1999.0,17.0,All ages,91.0,9.8,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjustd",1.0,Total,4.0,All persons,4.14,1987.0,18.0,All gaes,15.0,10.0,...
Death rates for suicide,"Deaths per100,000 resident population, age-adjusted",1.0,Sex and race,0.0,Male: Asian or Pacific Islander,15.14,1995.0,2.0,All ages,0.0,9.6,.m..
Deat rates for suicide,"Deaths per 100,000 resident pouplation, age-adjusted",1.0,Sex and race,0.0,Male: Asian or Pacific Islander,74.14,1996.0,30.0,All ages,95.0,8.9,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjused",1.0,Sex and race,0.0,15-19 years,1.1,1960.0,21.0,All ages,0.0,9.9,...
Death rates for sbuicide,"Deaths per 100,000 resident population, ag-eadjusted",1.0,Total,4.0,All persons,4.14,1982.0,22.0,All gaes,34.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjsuted",1.0,Total,4.0,All persons,4.14,1960.0,23.0,All aegs,56.0,9.0,...
Death rates for suicide,"Deathis per 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,Male: Asian or Pacific Islander,41.14,1960.0,24.0,All ages,3.0,8.6,...
Death rates for suicide,"Deathsw per 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.14,1980.0,25.0,All ages,8.0,8.3,...
Death rates for suicide,"Deaths pe r100,000 resident population, age-adjusted",1.0,Sex and race,0.0,Male: Asian or Pacific Islander,8.14,1991.0,26.0,All ages,2.0,8.0,...
Death rates for suicide,"Deaths per 100,000 resident poulation, age-adjusted",1.0,Sex and race,0.0,All persons,4.14,1991.0,27.0,All agse,32.0,8.5,...
Death rates for suicide,"Dfeaths per 100,000 resident population, age-adjusted",1.0,Sex,4.0,Male: Asian or Pacific Islander,7.14,2004.0,11.0,ll ages,79.0,8.3,...
Death rates for suicide,"Deaths per 100,000 residentpopulation, age-adjusted",1.0,Sex and race,0.0,All persons,4.14,1993.0,29.0,ll ages,10.0,7.3,...
Death rates for suicide,"Deaths per 100,000 resident population, ae-adjusted",1.0,Sex and race,0.0,All persons,4.14,2006.0,10.0,ll ages,92.0,7.8,...***
Death rates for suicide,"Deaths per 100,000 resident ppoulation, age-adjusted",1.0,Sex and race,4.0,Male: Asian or Pacific Islander,42.14,1999.0,31.0,All ags,0.0,8.8,...
Death rates for suicide,"Deaths per 100,000 resident popvulation, age-adjusted",1.0,Sex and race,0.0,Male: Asian or Pacific Islander,66.14,2008.0,6.0,All ages,70.0,7.9,...
Death rates for suicide,"Deaths per 100,000 resident population, age-ajdusted",1.0,Sex and race,0.0,Male: Asian or Pacific Islander,8.14,2009.0,1.0,All ages,0.0,8.7,...
Death rates for suicide,"Deaths per 100,000 resident popyulation, age-adjusted",1.0,Sex and race,0.0,All persons,4.14,2010.0,17.0,All ages***,61.0,9.5,..
Death rates for suicide,"Deaths vper 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,Male: Asian or Pacific Islander,57.14,2011.0,7.0,All ages,0.0,8.7,b...
Death rates for suicide,"Deaths per 100,000 resident ppoulation, age-adjusted",1.0,Sex and race,0.0,All persons,4.14,2012.0,27.0,mAll ages,1.0,9.4,...
Death rates for suicied,"Deaths per 010,000 resident population, age-adjusted",1.0,Age,4.0,All persons,4.14,2013.0,23.0,Alhl ages,41.0,9.1,...
Death rates for suiucide,"Deaths per 100,000 resident population, age-adusted",1.0,Total,4.0,Male: Asian or Pacific Islander,23.14,2014.0,17.0,All ages,32.0,8.9,...
Death rates for suicide,"Deaths per 100,000 resident population, zage-adjusted",1.0,Sex and race,0.0,All persons,4.14,1980.0,39.0,Alkl ages,8.0,9.1,...
oDeath rates for suicide,"Deaths per 100,000 resident population, age-adjutsed",1.0,Age,4.0,Male: Asian or Pacific Islander,96.14,2001.0,40.0,All ages,95.0,10.1,.v..
Death rates for sucide,"Deaths per 100,00 resident population, age-adjusted",1.0,Sex and race,0.0,Male: Asian or Pacific Islander,56.14,2017.0,20.0,All ages,76.0,9.7,...
Death rates for suicide,"eDaths per 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,All persons,4.14,1994.0,42.0,All ages,30.0,10.4,...
Death rates or suicide,"Deaths per 100,000 resident population, ag-eadjusted",1.0,Sex and race,0.0,All persons,4.21,1950.0,1.0,All ages,68.0,6.0,...
Death rates for suicdie,"Deaths per 100,000 resident population ,age-adjusted",1.0,Sex and race,0.0,Female: White,4.21,1950.0,2.0,All ages,0.0,5.9,...
Death rates for suicidye,"Deats per 100,000 resident population, age-adjusted",1.0,Sex,4.0,Female: White,4.21,1970.0,3.0,All agwes,0.0,7.9,...
Death rates for suicide,"Deahths per 100,000 resident population, age-adjusted",1.0,Sex and race,0.0,Female: White,49.21,1980.0,4.0,All ages,0.0,6.1,...***
Death rates for suicide,"Deaths per 1i00,000 resident population, age-adjusted",1.0,Sex and race,0.0,Female: White,62.21,1981.0,74.0,All ages,21.0,6.4,...
Death rates for suicide,"Deaths per 100,000 resident population, vage-adjusted",1.0,Sex and race,0.0,Female: White,4.21,1991.0,6.0,All agse,45.0,6.2,...
Death rates for suicide,"Deaths per 100,000 resident popualtion, age-adjusted",1.0,Sex,4.0,Female: White,60.21,1983.0,7.0,All ages,27.0,6.0,...
Death rates for suicide,"Deaths per 100,000 resient population, age-adjusted",1.0,Sex,4.0,All persons,4.21,1984.0,89.0,Allk ages,0.0,6.0,...
