OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MCDName,TotalStructures_072014,LikelyOccupied_072014,PotentiallyVacant_072014,LikelyVacant_072014,VeryLikelyVacant_072014,TotalStructures_112014,LikelyOccupied_112014,PotentiallyVacant_112014,LikelyVacant_112014,VeryLikelyVacant_112014,TotalStructures_052015,LikelyOccupied_052015,PotentiallyVacant_052015,LikelyVacant_052015,VeryLikelyVacant_052015,GlobalID,Shape_STArea__,Shape_STLength__
133,26,163,515300,2002,261635153002002,Block 2002,Detroit,7,7,0,0,0,7,7,0,0,0,7,7,0,0,0,0b8f7209-4199-4f2b-8dd9-c48ea2c149a7,334578.395831127,2934.5480100916
134,26,163,515300,2007,261635153002007,Block 2007,Detroit,7,2,2,1,2,7,2,2,1,2,7,3,0,3,1,2d2fcc61-0b4d-4baa-9bfb-9f96ab70dff9,180209.369047354,1755.62475314749
135,26,163,516500,1047,261635165001047,Block 1047,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a3501ecd-d6bd-4e0f-9ce7-bc676ed27e3f,203676.176410543,2221.58929577742
136,26,163,504100,1008,261635041001008,Block 1008,Detroit,12,3,0,2,7,12,3,0,2,7,13,3,2,2,6,d8a00d36-65e8-4cb6-a11f-4ff8fe03eb1e,203355.042012371,1936.7101384479
137,26,163,531300,2002,261635313002002,Block 2002,Detroit,21,13,1,2,5,21,13,1,1,6,21,11,3,2,5,ecff7a18-336b-4581-ba20-aeaedc6c042c,231465.258442755,2054.82900178111
138,26,163,530900,2017,261635309002017,Block 2017,Detroit,9,1,2,3,3,9,1,1,4,3,9,2,2,2,3,900fd057-26b9-45e1-9153-af9f32074309,140314.056879939,1587.33912940824
139,26,163,530900,2018,261635309002018,Block 2018,Detroit,13,8,1,3,1,13,8,1,3,1,13,7,2,1,3,76cea48d-c14a-47cc-8fba-7c7d93574707,134331.207092913,1564.42989480964
140,26,163,533200,2000,261635332002000,Block 2000,Detroit,27,15,1,4,7,27,13,3,4,7,27,13,2,5,7,eff782ed-34c5-4eda-b215-fb815c2b0d0e,258835.318067939,2517.67721454575
141,26,163,533400,1006,261635334001006,Block 1006,Detroit,23,14,6,1,2,23,14,6,1,2,23,14,3,4,2,052ddde1-9019-4ea5-95c7-d5a880757340,137603.473435245,1555.41780691885
142,26,163,533200,2003,261635332002003,Block 2003,Detroit,42,16,12,4,10,42,16,11,5,10,42,19,7,5,11,2584ffc3-fbe3-42a6-b0db-6e19855fb70f,284507.410267659,2551.40295346115
143,26,163,531100,1000,261635311001000,Block 1000,Detroit,4,3,1,0,0,4,3,1,0,0,4,3,1,0,0,2a35291c-cf2c-4414-8da5-10fb184eb525,267431.475060145,2322.65254457805
144,26,163,531200,1011,261635312001011,Block 1011,Detroit,29,21,3,2,3,29,21,3,2,3,29,21,3,2,3,5630bf55-ee82-48b3-9963-805e490d7613,332008.108960224,2517.73129949668
145,26,163,531200,1013,261635312001013,Block 1013,Detroit,29,21,2,5,1,29,21,2,4,2,29,21,3,3,2,97bbf6a1-d866-4141-ab99-ca34d1aff719,361261.289488517,2587.98852713938
146,26,163,531300,1008,261635313001008,Block 1008,Detroit,40,26,8,1,5,40,25,8,2,5,40,22,7,7,4,3fb572a4-047b-47b0-a287-506956ffd457,317490.061388074,2610.05634873538
147,26,163,531200,1000,261635312001000,Block 1000,Detroit,34,21,6,2,5,34,21,6,2,5,34,20,5,3,6,4a73ae02-277c-4f9e-a7d9-9e8a4fb920ed,370524.520473521,2723.64935113345
148,26,163,514100,4007,261635141004007,Block 4007,Detroit,11,5,1,2,3,11,5,1,2,3,11,5,2,1,3,e5b56bb2-9967-4b06-a14d-7a11675bd20b,128140.045033929,1451.57338892628
149,26,163,985500,1061,261639855001061,Block 1061,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e33025a-e710-4271-8898-f54dd22110b3,1007155.31113591,9286.35134361393
150,26,163,513900,3002,261635139003002,Block 3002,Detroit,4,1,1,0,2,4,1,1,0,2,4,1,1,1,1,10cc36a0-edd8-466c-a51d-d3cb7e391f8c,220968.765661821,2004.6755784668
151,26,163,515600,1016,261635156001016,Block 1016,Detroit,6,6,0,0,0,6,6,0,0,0,6,6,0,0,0,be4989fe-f0cc-43b3-9a44-4b8ca9a430db,107997.008336808,1360.81355799827
152,26,163,513700,1030,261635137001030,Block 1030,Detroit,8,5,2,0,1,8,5,2,0,1,8,5,2,0,1,f408601d-1f0b-4c2a-a6ba-71ad3f2492e1,564710.915647007,4848.12443116797
153,26,163,985500,1011,261639855001011,Block 1011,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a28ae8be-efee-4c22-b82c-7da20a6ba990,626131.066876165,6074.6363400897
154,26,163,512300,1010,261635123001010,Block 1010,Detroit,20,10,2,5,3,20,10,2,4,4,20,10,3,3,4,5430f43e-59d6-4381-8bdf-7588ee0f3d40,226875.148610728,2052.36941641616
155,26,163,524900,2031,261635249002031,Block 2031,Detroit,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1c67d72a-5256-4392-906e-64515911d0f0,301969.058328499,3269.03971912055
156,26,163,524300,1000,261635243001000,Block 1000,Detroit,4,3,0,0,1,4,3,0,1,0,4,3,0,1,0,efdc48a1-676b-47fb-8175-aa514a2ea3c4,234928.227072607,2298.29282784551
157,26,163,514200,1001,261635142001001,Block 1001,Detroit,30,17,5,2,6,31,19,4,2,6,31,18,5,1,7,bc40992e-9e90-42c3-ad89-098f344be12a,329402.92349852,2637.88568907683
158,26,163,514300,2006,261635143002006,Block 2006,Detroit,83,51,10,10,12,83,51,10,10,12,83,45,14,8,16,b01b5b81-1430-4166-9e46-7875bcc41288,695333.913202628,5252.43675329348
159,26,163,514100,2002,261635141002002,Block 2002,Detroit,61,15,13,21,12,61,15,13,22,11,63,18,10,6,29,5ab58c05-1d7f-4f79-96e7-57fd6d3621d9,507492.355822845,4003.51952698655
160,26,163,514300,3021,261635143003021,Block 3021,Detroit,6,3,0,0,3,6,3,0,0,3,6,4,0,0,2,8d6446b4-996b-414c-9844-5691b9ca37d6,331239.659710224,2601.69902564274
161,26,163,514300,3028,261635143003028,Block 3028,Detroit,12,8,0,0,4,12,7,1,0,4,12,7,1,0,4,861b37a4-9622-441b-9e57-0fd753fa2b57,144444.009229503,1543.10695250236
162,26,163,514100,4014,261635141004014,Block 4014,Detroit,11,4,2,2,3,11,4,1,3,3,11,4,2,2,3,8ac2c879-5409-4e6d-87e6-4fa6c0045d3b,123161.026591659,1405.18742994821
163,26,163,514100,4008,261635141004008,Block 4008,Detroit,14,7,4,0,3,14,7,4,0,3,13,7,1,2,3,6a950732-ac3c-4dbf-9430-0054641d0e7e,203414.700658601,1912.05368532645
164,26,163,514100,4010,261635141004010,Block 4010,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,a53fd56c-905b-45c7-9fb3-4bbbb79055ca,229799.742694168,2018.85795852385
165,26,163,514500,2006,261635145002006,Block 2006,Detroit,13,6,1,3,3,13,5,2,3,3,13,5,4,0,4,9fd691b5-70ac-45d4-a4f8-761c88feb828,122335.655200266,1439.76492341848
166,26,163,524200,1005,261635242001005,Block 1005,Detroit,23,19,2,0,2,23,19,1,1,2,23,18,1,3,1,b4cd2c81-bb1a-4f51-94fd-4206174e6bc9,208179.804013637,2068.78702132161
167,26,163,524200,1003,261635242001003,Block 1003,Detroit,39,31,3,2,3,39,31,3,2,3,39,32,1,3,3,b51b4f12-0fb2-45ac-a8d9-192d536dd39b,232792.550390177,2140.23274232508
168,26,163,524200,2000,261635242002000,Block 2000,Detroit,45,38,3,0,4,45,38,3,0,4,46,39,3,0,4,696cfdf5-3c0a-4362-b18f-d0eb895fdd4d,257600.949185184,2376.96172460568
169,26,163,524300,1001,261635243001001,Block 1001,Detroit,8,4,0,3,1,8,4,0,3,1,8,4,1,2,1,b607a027-c1e7-42d5-80ba-b977a133f3cf,298570.790866765,2484.21390523307
170,26,163,524900,2007,261635249002007,Block 2007,Detroit,10,9,0,1,0,10,9,0,1,0,10,8,1,1,0,9dbcd7ed-3b7b-4a11-b7c0-bc31647b3a9a,188732.380918604,2045.86590268814
171,26,163,524900,2041,261635249002041,Block 2041,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4ef117f0-db2b-4b6f-907d-0716e4c0dcc1,131282.657594247,3155.96746458583
172,26,163,524900,2048,261635249002048,Block 2048,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53d3674d-82c7-4489-bf04-ff4e247abe58,95446.7832400072,1952.30785689087
173,26,163,524900,1026,261635249001026,Block 1026,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bf4c7736-d125-4a41-844b-a18c010995a1,1652376.04224623,5799.07847558422
174,26,163,525400,1011,261635254001011,Block 1011,Detroit,21,18,2,1,0,21,18,2,1,0,21,14,5,2,0,2756e22d-bcbd-4d00-94ca-76d0a767adbd,235365.262315637,2044.13782540906
175,26,163,542900,2003,261635429002003,Block 2003,Detroit,9,8,0,0,1,9,8,0,0,1,9,7,1,0,1,c2a71bb8-bc0b-450f-a7d2-9220bbaa9903,160857.139044238,2107.76998555808
176,26,163,525400,2012,261635254002012,Block 2012,Detroit,13,6,2,3,2,13,6,2,3,2,13,7,2,2,2,6cc7d2c6-378d-4037-9930-f3ca79609723,178451.635951518,1874.11885678362
177,26,163,525600,1006,261635256001006,Block 1006,Detroit,46,35,3,7,1,46,34,3,8,1,46,35,2,8,1,e209496b-4eee-4371-84b4-2952b4ba1812,690285.906172602,4644.73593027841
178,26,163,525400,3020,261635254003020,Block 3020,Detroit,12,7,1,2,2,12,7,0,3,2,12,7,0,2,3,e06d9ba4-a6a1-4f38-8b80-fb4c4ee827da,278380.445762728,2162.45535516945
179,26,163,525500,1005,261635255001005,Block 1005,Detroit,17,13,2,0,2,17,13,2,0,2,17,13,1,1,2,ef48731f-f69a-46c4-987a-8ee590e03cf2,597955.994279708,3280.29930796574
180,26,163,525500,2009,261635255002009,Block 2009,Detroit,4,3,0,1,0,4,3,0,1,0,4,3,0,1,0,b57e2b37-dff4-44e2-946e-fd8fb98300ee,110678.946810237,1356.20223351553
181,26,163,517100,1014,261635171001014,Block 1014,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a0401f9c-df2b-46ca-9e1e-bd53d74839ba,30170.1668678142,815.177965589501
182,26,163,517200,1025,261635172001025,Block 1025,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6bd0d6e3-7093-4862-8cb3-bf9b72a8e311,27393.8387932074,774.051970447862
183,26,163,517200,1087,261635172001087,Block 1087,Detroit,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,c00d8c0f-450b-4153-ac43-845705d0e903,160089.528997863,1767.7223231999
184,26,163,510400,1010,261635104001010,Block 1010,Detroit,7,1,4,2,0,8,1,4,1,2,7,0,3,2,2,6fc4b6c1-55ef-42cd-93f7-cd71a28ee31c,224192.275801021,2242.00113510935
185,26,163,510500,1025,261635105001025,Block 1025,Detroit,28,7,8,5,8,28,8,8,4,8,28,8,7,5,8,556ba4c1-9b43-42bf-a710-2fd4fb27cc2c,313571.702839317,2904.40265227471
186,26,163,511400,1013,261635114001013,Block 1013,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7227d99f-29c4-41e4-b5c9-95357e7d17e8,206365.863978072,2555.56010904288
187,26,163,503600,3016,261635036003016,Block 3016,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,221e1f26-c31e-4003-8b42-493ba149dc57,44472.6623701173,1022.7737102564
188,26,163,503600,3012,261635036003012,Block 3012,Detroit,34,24,6,1,3,34,24,5,2,3,34,26,3,4,1,2bb78ae9-d7a8-446c-a6a9-49ef3f8e1da0,274852.278767166,2360.75330330949
189,26,163,505400,1001,261635054001001,Block 1001,Detroit,22,12,3,2,5,22,12,3,2,5,22,14,2,2,4,7aaff9ce-0f01-4a74-bd40-4383907fc6a7,313680.348173512,2587.72693976936
190,26,163,507400,2006,261635074002006,Block 2006,Detroit,28,12,2,7,7,28,11,1,9,7,28,12,1,6,9,d5cb76e2-d80a-42ea-ba2d-220d8c1c9ecc,229616.880233013,2258.93229055466
191,26,163,507300,2001,261635073002001,Block 2001,Detroit,35,21,6,2,6,35,22,5,2,6,35,21,8,0,6,e04bffce-a584-4d00-b382-4fe18306a0d7,292343.999384606,2428.62280803855
192,26,163,506200,1015,261635062001015,Block 1015,Detroit,22,5,3,4,10,22,5,3,4,10,21,5,2,4,10,328a4036-ea9c-488e-b971-6144c0a370ae,204067.708585312,2033.64562272266
193,26,163,505100,3002,261635051003002,Block 3002,Detroit,35,33,0,1,1,35,32,0,2,1,35,28,3,3,1,cefa3266-b8c2-4e43-944d-e7c03c671b5f,214666.50196373,2054.68993597928
194,26,163,505100,3007,261635051003007,Block 3007,Detroit,21,18,1,1,1,21,17,2,1,1,21,17,1,2,1,9f075e57-8b9e-4c3c-b1c2-10fa79831882,169295.394103989,1750.57756472863
195,26,163,505100,3006,261635051003006,Block 3006,Detroit,34,29,1,2,2,34,28,1,3,2,34,27,0,6,1,8f785c80-717d-4b92-8d87-eb89acf3f5be,211715.519184998,2046.28734689625
196,26,163,505100,3009,261635051003009,Block 3009,Detroit,21,13,0,0,8,21,12,1,2,6,21,11,1,4,5,384850bf-f6ee-4a3b-ab49-7c0381d67494,225719.757084464,2084.87303132901
197,26,163,506300,3004,261635063003004,Block 3004,Detroit,4,2,1,1,0,4,2,1,0,1,4,2,1,0,1,92bf4e15-b577-43e6-ac39-c07444d5402d,129074.107146929,1486.31264167816
198,26,163,511000,2001,261635110002001,Block 2001,Detroit,30,16,5,4,5,30,15,5,5,5,30,16,2,8,4,6dce7598-4104-4d81-b5b9-38d7d8565610,2669180.26895055,9123.86762961403
199,26,163,506300,3035,261635063003035,Block 3035,Detroit,12,5,1,4,2,12,5,1,4,2,12,6,1,3,2,11f32b5b-ccd7-43ed-8a75-44bf13b0a72e,137254.053376049,1511.9885228293
200,26,163,504900,4042,261635049004042,Block 4042,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81f57ae6-542c-4de1-a06a-9dde071c8c46,185744.037881978,5424.16064544262
201,26,163,504800,1000,261635048001000,Block 1000,Detroit,3,3,0,0,0,3,2,1,0,0,3,2,0,1,0,2f7604da-2178-420f-88fe-4e05b866e1f7,14959342.3620818,24193.2750148051
202,26,163,514200,4005,261635142004005,Block 4005,Detroit,28,22,1,1,4,28,21,2,1,4,29,21,3,1,4,9c826cc0-5e08-40b9-a2e3-c2f5363d8d18,302536.42639917,2618.10733866298
203,26,163,514300,3001,261635143003001,Block 3001,Detroit,23,12,2,2,7,24,12,3,2,7,26,12,3,2,9,302f7aed-9dd5-4c13-b383-7eeae09020d3,298751.38521827,2401.51422185916
204,26,163,514300,2013,261635143002013,Block 2013,Detroit,56,23,11,4,18,56,23,12,3,18,56,26,8,6,16,577202e2-29ed-4748-853d-7c791163d314,863938.514580819,5957.14809608341
205,26,163,514500,2002,261635145002002,Block 2002,Detroit,23,14,2,0,7,23,14,2,0,7,24,14,2,0,8,62d68894-57f4-4e68-b77e-fd8b1ebcb438,257906.811953512,2337.36562871164
206,26,163,514300,3018,261635143003018,Block 3018,Detroit,14,7,2,2,3,14,7,2,2,3,14,7,3,3,1,f4105554-a9b1-4a78-8539-60f93ba7bcbd,182621.563221835,1772.51467950867
207,26,163,514300,2001,261635143002001,Block 2001,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02cc8585-9582-4bb7-8ba0-16ff3ff24080,88542.1762610305,2199.0271662569
208,26,163,514100,2004,261635141002004,Block 2004,Detroit,75,33,7,6,29,75,33,7,5,30,79,32,7,9,31,8a973cca-61d6-47dc-8fa0-3cd3ab2f046e,558548.635436024,4061.98400347647
209,26,163,514100,4001,261635141004001,Block 4001,Detroit,21,8,2,2,9,21,8,2,2,9,21,6,3,3,9,5ffe8c51-03c1-4020-ac15-0d478195826b,291062.801649919,2371.73046635106
210,26,163,514500,1003,261635145001003,Block 1003,Detroit,24,8,5,3,8,24,9,3,4,8,24,10,2,3,9,f957590f-9b10-43d1-b086-e0617f1eee9e,200749.535537155,1893.01787716441
211,26,163,516000,1008,261635160001008,Block 1008,Detroit,30,16,8,1,5,30,15,9,1,5,30,18,6,2,4,f0b00bdb-6ecb-497c-9277-76b105959927,265594.468968851,2409.14354768588
212,26,163,514500,1006,261635145001006,Block 1006,Detroit,34,19,1,3,11,34,18,2,3,11,34,17,4,2,11,ab0d70dd-2abb-472e-9568-4f88c1d8c586,330299.943227957,2860.18467773909
213,26,163,514100,4022,261635141004022,Block 4022,Detroit,12,4,1,1,6,12,4,1,1,6,13,4,1,1,7,c7d63ec4-f424-419d-b971-3af762088098,217006.143643238,2001.42473550727
214,26,163,515600,2002,261635156002002,Block 2002,Detroit,11,3,1,4,3,11,3,1,4,3,11,3,4,1,3,4e24c7af-e71f-4e63-9bf1-dae3f8098b0b,265559.320464108,2396.4333446419
215,26,163,515600,2000,261635156002000,Block 2000,Detroit,12,6,2,1,3,12,6,2,1,3,14,5,2,2,5,673cc2b2-569f-4d4a-a6ca-7b89310d5796,291005.161202803,2500.97589235311
216,26,163,542600,3006,261635426003006,Block 3006,Detroit,38,28,4,3,3,38,28,4,3,3,38,29,6,0,3,25c7ed1b-b6ca-40b0-bbbc-a5de72e0054b,280126.168519568,2363.41661209421
217,26,163,537300,1008,261635373001008,Block 1008,Detroit,32,21,3,2,6,32,21,2,3,6,32,21,5,3,3,ecbc429c-5389-4844-b7aa-22024d1cc86e,246449.444183518,2200.93788838341
218,26,163,537300,2005,261635373002005,Block 2005,Detroit,6,2,4,0,0,6,3,3,0,0,6,3,3,0,0,c4eaad3b-b9c8-4f13-902c-c71ed4941e39,906777.926690271,4092.56917722353
219,26,163,545100,1007,261635451001007,Block 1007,Detroit,36,22,3,2,9,36,21,4,2,9,36,18,6,3,9,574909f0-997e-46d4-a5a0-92060ed77c15,260640.762029985,2245.892725372
220,26,163,510500,3026,261635105003026,Block 3026,Detroit,10,5,2,2,1,10,5,2,2,1,10,5,2,2,1,c2995890-ad17-48cc-af21-43a31ba54c92,259661.45459621,2039.27858367646
221,26,163,500100,2003,261635001002003,Block 2003,Detroit,30,25,2,0,3,30,24,3,0,3,30,25,2,1,2,9687008f-37bf-4422-a4c5-b99057e85957,219143.985453339,2001.10349963676
222,26,163,500100,2009,261635001002009,Block 2009,Detroit,14,11,2,1,0,14,11,0,2,1,14,11,1,1,1,a737aec6-f52f-42b1-877a-b4aa2788be77,190568.008739096,1758.81428172252
223,26,163,503300,2005,261635033002005,Block 2005,Detroit,35,29,1,2,3,35,28,1,3,3,35,24,5,3,3,5fd1ae6a-6a26-4e00-a1c8-a0c88da2420d,251043.859586691,2161.56409380036
224,26,163,503300,2001,261635033002001,Block 2001,Detroit,26,18,6,1,1,26,18,6,1,1,26,20,2,3,1,ef01fcb8-9144-46b4-93a6-07d0e6ef4bee,184619.184400985,1796.85700095375
225,26,163,503300,2006,261635033002006,Block 2006,Detroit,38,23,9,4,2,38,22,8,5,3,38,26,5,5,2,f540a5e8-86c1-49df-ac2f-bbb61a53e599,237180.997467521,2126.95344526624
226,26,163,503300,1003,261635033001003,Block 1003,Detroit,8,3,1,0,4,8,3,1,0,4,8,3,0,0,5,87bf30bd-a3db-468e-b410-95aea71bc3df,97083.5814764691,1248.68241981447
227,26,163,503300,1002,261635033001002,Block 1002,Detroit,15,7,4,2,2,15,7,4,2,2,15,10,0,4,1,24981c30-baa8-454e-b43b-a83800e87c4f,96453.7586520688,1240.57213285101
228,26,163,503300,2012,261635033002012,Block 2012,Detroit,30,18,5,2,5,30,17,6,2,5,30,18,4,2,6,8541625a-686c-432b-b2cb-13c787538b5f,211519.903857976,1961.49090313459
229,26,163,503500,5002,261635035005002,Block 5002,Detroit,21,4,2,1,14,21,4,1,2,14,21,4,1,3,13,8cd681d4-c600-46a5-972b-e5c987c03a5d,212829.541378008,1965.19976160226
230,26,163,503400,1016,261635034001016,Block 1016,Detroit,26,14,4,1,7,26,14,4,1,7,26,16,3,1,6,e7873c98-61c8-4147-9fb7-7abc604836bb,223695.637328143,2096.25888812557
231,26,163,503600,1008,261635036001008,Block 1008,Detroit,29,7,3,2,17,30,7,3,2,18,30,6,4,2,18,29414400-8c99-4859-97c4-ccef5c0d6a86,376780.974781146,3154.00299463113
232,26,163,505400,2005,261635054002005,Block 2005,Detroit,33,12,4,4,13,33,12,4,4,13,33,13,3,5,12,ba76cecb-3e16-4c2d-84d3-dbfb39304df4,438697.65554765,3701.78133449247
233,26,163,534100,3000,261635341003000,Block 3000,Detroit,20,7,1,3,9,20,7,1,3,9,20,9,0,2,9,7c992bd4-9cd8-4ad7-b7a0-f513defe83ca,227623.387288601,2033.3140353088
234,26,163,534500,1010,261635345001010,Block 1010,Detroit,4,3,0,1,0,4,3,0,1,0,4,2,1,1,0,14550a8d-af76-44b2-ae33-d10b808c8391,120645.885360325,1505.96576245743
235,26,163,534500,1006,261635345001006,Block 1006,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cb805c35-de3f-4983-b3da-2fd0d05cbe90,133755.227176558,3414.81646182799
236,26,163,534100,3017,261635341003017,Block 3017,Detroit,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,b9ebfd6c-e05a-4cfe-8022-9a4825fae306,94722.3361186475,1384.96096783112
237,26,163,534100,3011,261635341003011,Block 3011,Detroit,8,7,0,1,0,8,7,0,1,0,8,7,0,0,1,cead05c4-5575-4c03-a2a8-4036c53ae288,134712.575663701,1480.16623952358
238,26,163,530800,2014,261635308002014,Block 2014,Detroit,16,8,2,2,4,16,8,2,2,4,16,8,2,1,5,f2be32c6-eeaa-4c5a-ad45-743f9ba13104,331594.498568229,2804.36158668614
239,26,163,530800,1002,261635308001002,Block 1002,Detroit,25,10,3,4,8,25,10,3,4,8,25,7,4,1,13,9184e0f5-4e62-46d3-aa15-0b86e00f460d,388902.280893902,3075.14168312285
240,26,163,530500,1002,261635305001002,Block 1002,Detroit,20,14,4,1,1,20,15,3,1,1,20,16,4,0,0,c99fd521-e263-4005-8fb0-566020f5d583,190825.964156693,1807.73728167342
241,26,163,530900,1006,261635309001006,Block 1006,Detroit,21,11,2,5,3,21,11,1,6,3,21,10,3,5,3,fda6732d-5b1b-4d9a-9b8f-7d1c2a8fe627,277612.453545189,2306.82501076395
242,26,163,512200,2007,261635122002007,Block 2007,Detroit,5,2,0,0,3,5,2,0,0,3,6,2,0,1,3,88ccf892-9b2e-40fc-bdd7-0f942905a4e7,194461.460130492,1912.78047050453
243,26,163,512200,2006,261635122002006,Block 2006,Detroit,19,13,1,2,3,19,13,1,2,3,18,14,0,2,2,baaa2cb3-3221-4cc1-b438-09c92f435654,164560.831507374,1669.1002974485
244,26,163,504000,2008,261635040002008,Block 2008,Detroit,30,10,6,3,11,30,10,6,3,11,30,12,4,4,10,e16e589f-e787-4d79-89a9-fed4277bc06f,306242.199748984,2376.69114995425
245,26,163,504100,2008,261635041002008,Block 2008,Detroit,18,9,3,2,4,18,11,2,1,4,18,12,1,1,4,a44537db-b684-4174-87a0-e544c0fb56fc,165691.367852098,1783.67739268498
246,26,163,504200,1000,261635042001000,Block 1000,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0f12a050-074c-4af9-96d0-356ed868799e,59755.2146604441,1772.78669530271
247,26,163,504100,3005,261635041003005,Block 3005,Detroit,27,13,2,3,9,27,13,2,3,9,27,12,4,1,10,a382b0b6-0506-4b30-ba84-96baeddaeaf0,260286.960206588,2384.85412944921
248,26,163,504200,2000,261635042002000,Block 2000,Detroit,19,10,1,4,4,19,10,1,4,4,19,8,3,5,3,acc6c783-72aa-4a47-845d-e38a0ca1ecc3,334487.758117636,2462.50105363561
249,26,163,504300,1002,261635043001002,Block 1002,Detroit,37,21,3,1,12,37,21,3,1,12,37,19,6,1,11,5bc948da-d1c0-4cb9-bd3a-f924851fded0,245743.075668476,2225.19056172562
250,26,163,504300,1008,261635043001008,Block 1008,Detroit,29,11,2,2,14,29,11,2,2,14,29,9,5,1,14,5fd9fcc1-2c9f-4ff8-be9b-3de6250d3509,224650.402696639,2127.7758801582
251,26,163,504300,1010,261635043001010,Block 1010,Detroit,20,10,1,2,7,20,10,1,2,7,20,11,1,2,6,c56130f5-7ddc-420d-8dce-3d922a90a464,210769.508447338,2034.2826548813
252,26,163,504200,4016,261635042004016,Block 4016,Detroit,29,11,2,6,10,29,10,3,6,10,29,10,4,2,13,258c24c2-abd7-4078-b198-a064d658fad0,279889.531802916,2357.66335394009
253,26,163,533500,2009,261635335002009,Block 2009,Detroit,7,4,1,1,1,7,4,0,2,1,7,3,1,1,2,a405b8eb-03d6-4ade-ae3f-a7a437093f73,156631.182288793,1665.21498420887
254,26,163,533600,2001,261635336002001,Block 2001,Detroit,54,32,7,7,8,54,30,9,7,8,54,28,10,5,11,3d81af53-1f47-4b2b-ae5b-d0437a846f60,373537.493190418,2912.18772372951
255,26,163,505400,3008,261635054003008,Block 3008,Detroit,14,2,1,0,11,14,2,1,0,11,14,2,1,1,10,592f65e9-22f3-4972-87ac-031d166763e0,227788.918103226,2236.80501643121
256,26,163,505400,1006,261635054001006,Block 1006,Detroit,15,2,1,5,7,15,2,1,5,7,15,3,1,3,8,31a0de45-2b00-4a60-8311-bec1affdd809,210724.568198778,2149.93708928079
257,26,163,504800,2005,261635048002005,Block 2005,Detroit,8,3,1,0,4,8,3,1,1,3,8,4,2,0,2,55c30bf9-cc2d-451e-850d-96fa77f384bb,134873.539632651,1517.053714464
258,26,163,504800,1007,261635048001007,Block 1007,Detroit,7,3,1,1,2,7,2,2,1,2,7,2,2,1,2,d756b49d-94f5-4e34-8ab0-de1a43b452ba,343991.040304187,3035.06027993257
259,26,163,507300,3005,261635073003005,Block 3005,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6f2b241e-6d8e-4bd7-8bb2-cb5d14e25dae,73456.7198578905,1519.8767865317
260,26,163,507800,2000,261635078002000,Block 2000,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91fcde26-1f46-465b-acd9-ae880d090ef0,21206.2686130519,722.032443232938
261,26,163,513900,1004,261635139001004,Block 1004,Detroit,13,6,2,3,2,13,6,3,2,2,13,7,1,3,2,3279970e-eb75-488f-9209-3a7af3e19579,362031.833320802,2771.84501236861
262,26,163,513900,1003,261635139001003,Block 1003,Detroit,13,10,1,1,1,13,10,1,1,1,14,11,0,2,1,bbc5a549-c016-4690-a544-4cb3edbd9200,395609.41118835,2885.36561553643
263,26,163,513900,3000,261635139003000,Block 3000,Detroit,23,12,2,2,7,23,12,1,3,7,25,12,3,1,9,0744bc42-7b41-464a-ab10-88319ae66636,307228.982814653,2495.99817956094
264,26,163,535500,3002,261635355003002,Block 3002,Detroit,38,29,3,2,4,39,28,5,1,5,39,29,4,4,2,7891af93-f71d-4c49-9e2a-7c9475177302,276981.266030935,2368.13215292712
265,26,163,535500,3010,261635355003010,Block 3010,Detroit,37,28,1,3,5,37,28,1,3,5,37,28,1,1,7,3b3f230b-1823-4509-8972-1c6027cab8b7,306610.125014254,2511.53328797788
266,26,163,535000,2000,261635350002000,Block 2000,Detroit,30,11,7,3,9,30,12,4,5,9,30,13,3,5,9,ad61b9a1-3fb5-4acd-865b-69856df97bb1,259648.415651926,2246.71865795543
267,26,163,535600,1001,261635356001001,Block 1001,Detroit,30,30,0,0,0,30,30,0,0,0,30,29,0,1,0,6d7ab7c3-dcd0-48b5-abf5-4a19e5de8f74,268780.817405854,2267.54268788726
