objectid(long),routeid,beginpoint(double precision),endpoint(double precision),xsp,stlnstlocname,townnumber(long),townname,yearvalue(long),global_id,shape_length(double precision)
5360,361-N,0.1,0.27,CONT,NEW ST,125,SHARON,2022,53628a4f-4904-4019-aee1-8ac7bade0ab7,945.428359949744
5361,44-E,65.65,66.23,CONT,BOSTON TPKE,12,BOLTON,2022,6c24757f-3adc-48e3-9bc8-0e0acebd3691,2950.36043029089
5362,44-E,82.78,85.52,CONT,ASHFORD CENTER RD,3,ASHFORD,2022,71b6c85e-8ff3-4388-99a9-6c881f032911,14517.8558195675
5363,44-E,89.4,93.59,CONT,MASHAMOQUET RD,111,POMFRET,2022,616f8dea-a073-4031-b8d7-35385c6119dd,22286.7975394433
5364,44-E,98.12,99.8,CONT,POMFRET ST,115,PUTNAM,1563,7915836a-e904-45d7-82bb-835dd7728dc7,8877.85393740733
5365,44-E,27.84,27.94,LOG,MAIN ST,162,WINCHESTER,2022,caba39bd-22ed-44db-b477-d4550ba35bc9,478.439165044913
5366,44-E,27.99,28.13,LOG,MAIN ST,162,WINCHESTER,2022,f498c33b-c5bd-4179-b24b-66d4e37e68fe,759.841713613894
5367,44-E,59.33,59.64,LOG,MIDDLE TURNPIKE WEST,76,MANCHESTER,2022,ec06f54b-1c60-4f2b-9560-5e96a467e0a9,1653.70710964296
5368,44-E,62.04,62.37,LOG,EAST CENTER ST,76,MANCHESTER,2022,f2d271f4-214f-44c0-90a4-a5b5f44d866d,1716.945412996
5369,44-W,27.44,27.73,REV,MAIN ST,162,WINCHESTER,2022,c6573fa5-899a-4e7d-b24d-3372812de6f4,1448.25020254832
5370,44-W,59.33,59.64,REV,MIDDLE TURNPIKE WEST,76,MANCHESTER,2022,4b7c1c2b-c02e-49f4-a3c8-16c694a41f7b,1629.27439638088
5371,44-W,66.23,66.44,REV,BOSTON TPKE,12,BOLTON,2022,e3e8cda1-db9d-46cb-a371-843d252a3b55,815.353426098049
5372,37-N,0.68,1.96,CONT,PADANARAM RD,34,DANBURY,2022,ce511dc2-37d6-40fc-a563-b4f967cf4ff2,6711.66104733488
5373,37-N,10.68,15.64,CONT,GREENWOODS HILL RD,127,SHERMAN,1703,2024e7d6-eb9e-4c92-b0b2-dc997bdb3604,26147.3214473983
5374,372-E,0.0,0.49,CONT,FORESTVILLE AVE,109,PLAINVILLE,2022,67dda95c-8652-43fe-95df-7e0e9cf8ec09,2561.29898515203
5375,39-N,18.37,22.76,CONT,GAYLORDSVILLE RD,127,SHERMAN,2022,df60f259-970e-447a-a3b9-f8b6ff0cc877,23198.9956475128
5376,4-E,12.31,13.96,CONT,BUNKER HILL RD,31,CORNWALL,2022,cc3d5e3d-da00-4440-adb9-e443c39300c8,8677.1528126557
5377,4-E,13.96,17.58,CONT,SHARON TPKE,54,GOSHEN,2022,08087a5b-bd04-448a-b4bb-8fc713ac6d90,19156.5718717707
5378,4-E,22.23,22.89,CONT,MIGEON AVE,143,TORRINGTON,2022,17f0e640-2bf6-4d2d-8512-4b8982df4492,3485.4260715839
5379,4-E,28.12,28.54,CONT,LITCHFIELD RD,65,HARWINTON,2022,6fff82ea-d05f-4ed3-9351-bc1148b30add,2223.57097809908
5380,4-E,36.21,36.24,LOG,SPIELMAN HWY,20,BURLINGTON,2022,964edf14-e928-4161-b802-031cbc216ad2,143.096291874445
5381,401-N,1.34,2.2,CONT,SCHOEPHOESTER RD,165,WINDSOR LOCKS,2754,384c48ff-5570-4acb-8f0c-fb20ff83e44f,4546.93958843979
5382,405-N,0.0,0.22,CONT,PATRICIA M GENOVA DR,93,NEWINGTON,2022,c37ca319-3c0b-403b-a06a-566f0ce74912,1141.90754098597
5383,41-N,3.41,4.35,CONT,SOUTH MAIN ST,125,SHARON,2022,5a337199-ab10-4272-85e9-986525b9462a,4885.64253572819
5384,42-E,6.28,8.2,CONT,BEACON RD,8,BETHANY,2022,b1de7b55-7d71-418d-83d2-0da75e6eff1e,10077.0176177536
5385,429-E,0.48,0.67,CONT,PECK LA,28,COLCHESTER,2022,c547d78e-a29b-4779-ae49-3ffbb26b53c0,1024.19659354891
5386,439-N,0.0,0.56,CONT,HURD PARK RD,41,EAST HAMPTON,2022,81010713-a10a-4257-ab2d-febe316eb1e1,2960.55644996539
5387,44-E,4.73,5.19,CONT,EAST MAIN ST,121,SALISBURY,2022,136d7ae9-9b94-4425-8c09-8923b2f15820,2416.99448678397
5388,44-E,20.14,21.82,CONT,WINSTED RD,97,NORFOLK,2022,be52bfd3-5121-4a05-9de0-244e69597f8f,8918.92657537192
5389,44-E,55.41,56.2,CONT,BURNSIDE AVE,42,EAST HARTFORD,2022,127fbdeb-f77a-48f8-b713-fcde10a2a8c3,4231.0900851456
5390,44-E,64.21,64.79,CONT,NEW BOLTON RD,76,MANCHESTER,2022,11ad26a0-91f9-48ce-a5f0-27cd05da6f6e,2993.44985794528
5391,31-E,0.79,1.28,CONT,RESERVOIR RD,146,VERNON,2022,358b9c50-d354-48dc-a648-078d9f587b67,2608.91274014268
5392,31-E,13.66,14.34,CONT,HIGGINS HWY,77,MANSFIELD,2022,3c989cfe-0994-4ddf-b913-3ee3c4bb3531,3596.41622326342
5393,317-E,2.73,5.21,CONT,GOOD HILL RD,168,WOODBURY,2022,2b99c5d8-6dd3-4736-902a-92759762403c,13059.9534960047
5394,32-N,9.8,11.78,CONT,WEST THAMES ST,103,NORWICH,2022,4f8cef2f-1d4e-4732-826a-381b61277f6e,10437.6997061709
5395,32-N,16.65,16.89,CONT,SODOM SECTION,52,FRANKLIN,2022,18daf901-0c45-4017-935d-c0366afb5c23,1278.7497985734
5396,32-N,16.89,19.77,CONT,WINDHAM TPKE,52,FRANKLIN,2022,6cf2a616-05b2-4faf-b25f-c4b234391a2b,15204.3331367172
5397,32-N,49.08,49.88,CONT,WEST MAIN ST,134,STAFFORD,1964,d25ed24a-5d69-4de1-b391-7ef236bb5bb7,4208.14690000968
5398,450-N,2.49,4.46,CONT,HORSEPOND RD,75,MADISON,1373,0c0f34c2-be38-497b-b0dc-c3434cd1ef71,10379.612506196
5399,476-S,0.0,0.74,REV,SHERWOOD ISLAND CONNECTOR,158,WESTPORT,2022,e6a9d65a-a497-4f01-8533-60a9bc49b900,3879.70399714841
5400,486-E,0.05,1.08,CONT,AIRPORT ACCESS RD,107,OXFORD,2022,07603c7b-7338-473d-86ae-f221c884b078,5407.28266939521
5401,5-N,0.0,0.98,CONT,STATE ST,92,NEW HAVEN,2022,6e852a2f-de68-4137-99db-28722b506dba,5189.67927194956
5402,518-N,0.0,0.45,CONT,ROBERTS ST,42,EAST HARTFORD,1722,3a3e1129-1b81-47fc-9a7f-1f7fbab91dc8,2408.04254010686
5403,53-N,17.46,19.02,CONT,TURKEY PLAIN RD,9,BETHEL,2022,947fd24a-4fd8-452b-969c-414bb85ef92a,8252.92186762931
5404,531-E,0.84,1.01,CONT,COLT HWY,51,FARMINGTON,2022,6708145b-97b6-4fda-bb57-47680f2601c8,817.655722076646
5405,531-W,1.01,1.13,REV,COLT HWY,51,FARMINGTON,2022,513f7aa7-7444-4133-9c3c-0e2425352368,708.324045170826
5406,532-S,0.01,0.44,CONT,BIRCH ST,131,SOUTHINGTON,2022,c134cfc1-773a-48dd-9e6b-b3dca704d264,2278.43077499292
5407,533-N,2.15,4.03,CONT,TUNNEL RD,146,VERNON,2022,07a01061-475c-424d-a656-e6477f3fcd9b,9983.99554240216
5408,618-W,0.0,0.69,CONT,NORTH FRONTAGE RD,68,KILLINGLY,2022,a36e7129-3457-4a12-90b3-5b9005ffde28,3654.26749303688
5409,623-W,0.0,1.06,CONT,NORTH FRONTAGE RD,94,NEW LONDON,2022,0c4aa79e-9160-4859-8058-7d5adaf2ab76,5611.32663538208
5410,626-E,0.0,0.25,CONT,PROVIDENCE NEW LONDON TPKE,101,NORTH STONINGTON,2197,81537f62-fcb5-4027-9909-b42c001e7bc0,1259.58127201416
5411,628-E,0.2,0.3,LOG,SPRING BROOK RD,105,OLD SAYBROOK,1082,d22c2964-0456-4f7b-860a-a3793d59d876,501.106320872015
5412,63-N,11.2,14.0,CONT,NEW HAVEN RD,87,NAUGATUCK,2022,a9b3a378-3087-4552-aea3-b3f150141d1f,14790.7153796751
5413,637-E,0.0,0.51,CONT,LAKE HAYWARD RD,28,COLCHESTER,2022,5cef912d-ca00-4aae-8d0f-1e049cd6e453,2723.16818540942
5414,639-S,0.0,0.77,CONT,COLMN ST,94,NEW LONDON,2022,f031d41f-9508-4224-b410-9e7881bcc8b9,4081.15240361612
5415,641-S,0.51,1.23,CONT,HUNTINGTON ST,94,NEW LONDON,2022,1dd6e881-e7b8-46a4-bacc-246a9ca3b2ab,3816.84866795565
5416,642-E,0.52,2.11,CONT,WEST TOWN ST,103,NORWICH,1019,09b5f2f5-83bf-4b80-b4d8-1cd9eb8cbb85,8363.42804372367
5417,647-N,0.0,0.24,CONT,LATHROP RD,108,PLAINFIELD,2022,9dea615c-ad90-48f9-8fd4-e510a3ada102,1274.96810512362
5418,66-E,4.24,6.7,CONT,WASHINGTON ST,82,MIDDLETOWN,2022,be500a60-59e2-4e1a-8f84-cbd5015e7afd,13059.4479196319
5419,545-E,0.0,0.15,CONT,WASHINGTON ST,82,MIDDLETOWN,2022,3a872bab-d8f6-4d27-adca-c680095279fa,900.328622231553
5420,55-E,1.81,1.94,CONT,WEBATUCK RD,95,NEW MILFORD,2022,c00e9895-38b6-4d2b-8b10-0060721a6f3c,690.429953906746
5421,57-N,0.15,0.39,CONT,CANAL ST,158,WESTPORT,2292,31dcb131-f9c0-4936-8c5a-437283735e29,1234.18248080717
5422,57-N,1.27,2.55,CONT,WESTON RD,158,WESTPORT,2022,f3f3e2f9-adc1-4ef8-9186-7dc70a8e2054,6754.09332274829
5423,57-N,9.32,9.5,CONT,SCHOOL ST,161,WILTON,1880,fac9d366-007c-49e1-8b0c-f816af0d1902,959.850391758547
5424,59-N,0.64,0.65,CONT,BROOKLAWN AVE,15,BRIDGEPORT,2022,697c65c9-e287-4894-91b8-2c3aab703874,52.0085991342582
5425,59-N,11.56,12.05,CONT,STEPNEY RD,84,MONROE,2022,71a54962-6ae6-4da0-8e1c-50174fff1f65,2669.23675391603
5426,6-E,2.85,3.82,CONT,LAKE AVE EXT,34,DANBURY,2022,6ddb8540-a0eb-41ad-a89b-bccbaaa997bc,5058.74518820236
5427,6-E,8.95,10.37,CONT,STONY HILL RD,9,BETHEL,2022,6f2d8d47-bd3f-47c3-8d81-8de5d818b558,7459.13335949891
5428,6-E,13.91,14.26,CONT,MAIN ST,96,NEWTOWN,2919,7bd0bf4c-ba9f-48eb-92e9-0cb5af1c29b1,1784.84673066425
5429,6-E,14.26,15.19,CONT,CHURCH HILL RD,96,NEWTOWN,1184,0806a864-17ca-400f-b6e8-e9995bbbd9aa,5022.22450520275
5430,6-E,34.57,35.1,CONT,CUTLER ST,153,WATERTOWN,2325,a8e690bf-6442-4040-8f06-8d8b3425a625,2810.44754282954
5431,6-E,50.08,52.68,CONT,SCOTT SWAMP RD,51,FARMINGTON,2022,36569fb5-029b-4f6b-98c2-c89d23540966,13789.4994073633
5432,6-E,79.79,83.91,CONT,JONATHAN TRUMBULL HWY,1,ANDOVER,2022,cb5e1227-13de-4ba5-8df8-7ec6e06d0957,21736.8122488093
5433,6-E,83.91,84.77,CONT,WILLIMANTIC RD,1,ANDOVER,2022,92d1137b-7c28-4009-bdb5-86d19d482439,4487.21507823766
5434,6-E,84.77,87.57,CONT,WILLIMANTIC RD,30,COLUMBIA,2022,c4f1db65-fe22-4eb6-9b57-cad58c42da47,14884.1099424874
5435,6-W,72.63,72.74,REV,EAST CENTER ST,76,MANCHESTER,2022,f9345fc0-0f30-4979-9231-39cb92271a29,592.284119109798
5436,602-N,1.39,2.03,CONT,NORTH MAIN ST,49,ESSEX,2022,b5da9ade-be7b-48f2-8dbb-b1eb51d32279,3396.29745279007
5437,604-N,0.0,0.8,CONT,WESTBROOK RD,49,ESSEX,2022,26a5c777-23a3-4528-b845-0cf39282b425,4287.31098094016
5438,608-E,0.0,0.2,CONT,NORWICH AVE,70,LEBANON,2022,06b89a7c-0c0a-49d9-94d3-39199e381175,1043.82554751386
5439,61-N,7.5,9.16,CONT,COUNTY RD,86,MORRIS,2022,a48ae158-16d8-43e2-a3db-f747b9f5093b,8840.61750704027
5440,5-N,14.88,15.07,CONT,SOUTH BROAD ST,148,WALLINGFORD,1013,0c2c6f17-693c-4bc2-9960-d3cf49425c6a,1083.24484661914
5441,5-N,20.37,25.75,CONT,BERLIN TPKE,7,BERLIN,2022,51495105-6ff2-4c9f-a6aa-9e933c98a5a1,28455.0683572135
5442,5-N,50.24,54.59,CONT,ENFIELD ST,48,ENFIELD,1071,287d5951-3ea4-43e6-a71a-0ee892be7e8f,23101.2204121832
5443,5-N,46.36,46.74,LOG,SOUTH MAIN ST,46,EAST WINDSOR,2022,3d73b54b-4aff-4992-8775-207f84b7340f,2084.23037120466
5444,5-S,43.22,43.26,REV,SOUTH MAIN ST,46,EAST WINDSOR,2119,8fe3fa13-28cc-40b9-9023-439b74a9e551,207.237603314626
5445,502-E,0.0,0.52,CONT,EAST RIVER DR EXT,42,EAST HARTFORD,2022,b7dc5921-1645-4d02-b94f-b885753611dc,2716.77682823602
5446,505-N,0.37,0.53,LOG,ELLA GRASSO BLVD,93,NEWINGTON,2022,e240b599-fbab-4bf6-946a-163813be107c,807.612815547806
5447,516-W,0.0,0.19,REV,WILLOW ST EXT,42,EAST HARTFORD,2022,d0b97d37-98ca-4640-9946-a70b7bc8bd84,1078.73550582829
5448,517-N,1.2,1.24,CONT,MAIN ST,42,EAST HARTFORD,2022,28931302-39c5-43c1-8777-51f13d66e3a1,194.699824564534
5449,68-E,0.0,0.41,CONT,BRIDGE ST,87,NAUGATUCK,2022,32d2554e-ef4b-4089-9515-c57140204348,2200.52958731438
5450,68-E,10.67,10.76,CONT,SOUTH MERIDEN RD,25,CHESHIRE,2022,673ab983-172c-4497-8170-7e2bdcfb51a8,447.542359828522
5451,680-E,0.0,0.05,CONT,FOX TOWER DR,71,LEDYARD,2810,6414c7ac-aeb3-497e-9385-2edf4bf001cd,287.992584020478
5452,7-N,4.14,4.62,CONT,MAIN AVE,102,NORWALK,2022,51354284-3e8d-46fc-939a-4d788307acce,2498.9369288134
5453,7-N,50.92,51.67,CONT,NORTH MAIN ST,67,KENT,2022,27ea04d7-f3f6-41d6-a4cf-d147d3875af3,3973.80688800048
5454,7-N,56.46,59.91,CONT,KENT RD,31,CORNWALL,2022,75688b2b-b259-47ee-bef7-ffd831c650d0,18170.3656006337
5455,7-N,59.91,60.02,CONT,CORNWALL BRIDGE RD,31,CORNWALL,2022,ab75e714-9f78-41b5-8b40-7e19de6bf671,637.760166415375
5456,7-N,60.02,60.16,CONT,CORNWALL BRIDGE RD,125,SHARON,1314,b2e1093d-8b3a-4238-841f-15aaab576489,732.837472515448
5457,7-N,76.84,77.25,CONT,RAILROAD ST,99,NORTH CANAAN,2022,a6431bb7-fcb8-40d3-9e15-5b3b14a72325,2194.52094464691
5458,7-N,19.94,20.18,LOG,SUGAR HOLLOW RD,34,DANBURY,2022,223cca8d-2f30-49b0-a9cd-19b0a917cb9b,1211.69210611508
5459,806-E,0.0,1.42,CONT,NEWTOWN RD,34,DANBURY,2022,5442686b-4864-41a3-8539-f751d78ba6b4,7390.46383884461
5460,807-N,0.0,0.13,CONT,SOUTH MAIN ST,140,THOMASTON,2022,0744b3b3-436a-456e-b331-8f71accac6ea,674.61085397897
5461,809-N,0.0,0.74,CONT,RIVERSIDE AVE,102,NORWALK,2022,e2f12ae7-4468-48bc-88a2-bfb7ed239e87,3915.83029776364
5462,81-N,0.0,0.08,CONT,HULL ST,27,CLINTON,2022,0e520d0b-9bf4-4387-aa9c-78ae5bff9023,483.55130393358
5463,81-N,5.98,5.99,LOG,CLINTON RD,69,KILLINGWORTH,2022,03efa4af-b216-49d1-918d-a71c8554fe26,39.6557900619834
5464,816-E,0.57,2.22,CONT,GLEN RD,96,NEWTOWN,2022,4d881d46-60b7-4dbf-8e2b-215c9af254f0,8710.58516544618
5465,82-E,2.75,3.12,CONT,SAYBROOK RD,60,HADDAM,2022,391f8dce-02c1-4a46-bdf5-9d0b191b54a6,2007.79908856359
5466,82-E,5.34,8.94,CONT,TOWN ST,40,EAST HADDAM,2944,1e9a468d-cb8d-47a9-98f0-800ac0f33d25,19057.3851015851
5467,82-E,9.26,11.34,CONT,NORWICH SALEM RD,74,LYME,2022,953e1d43-6a9e-4ad1-83aa-51c3b56a3476,10997.7912831971
5468,82-E,27.0,28.2,CONT,WEST MAIN ST,103,NORWICH,2022,d95846e0-0ca4-4e48-8b86-991885cb4242,6373.01199760648
5469,82-E,17.55,17.61,LOG,NORWICH RD,120,SALEM,2022,19096d44-d2e2-4de2-9efc-1e46a28fad7e,333.791558866666
5470,83-N,8.88,9.06,CONT,NORTH MAIN ST,76,MANCHESTER,2022,52e084b1-4d5f-480b-95cd-32bb602bb8e0,1041.18536956483
5471,83-N,23.8,23.82,CONT,MAIN ST,129,SOMERS,2022,ba00cb6b-706c-4e9d-8b36-cd55a98d0654,76.0549598166337
5472,83-N,11.76,12.04,LOG,TALCOTTVILLE RD,146,VERNON,2022,d2b46a6c-c7fc-4a43-a715-8a3a642cb0cc,1412.06572579169
5473,836-S,0.0,0.13,CONT,COLUMBUS RD,143,TORRINGTON,2022,f5ef1031-0418-4ee1-91ea-6b77dd260e72,720.300480840671
5474,841-E,0.0,0.16,CONT,DOWNS ST,34,DANBURY,2022,07a7ddb7-bf16-4300-8685-c078033c4981,839.146080030185
5475,846-N,0.38,1.3,CONT,WATERTOWN AVE,151,WATERBURY,2022,d52f69d7-48a7-40bc-b1e1-fddd5a6a620b,4964.79136071499
5476,7-N,32.14,34.45,LOG,DANBURY RD,95,NEW MILFORD,2022,3fdb972a-9271-400e-b39b-7530f0a28ca4,12230.7982318962
5477,7-S,37.28,37.38,REV,KENT RD,95,NEW MILFORD,2022,80565984-bfc7-4c08-af92-db714b440c5d,508.175968883737
5478,70-E,4.51,5.67,CONT,ACADEMY RD,25,CHESHIRE,2022,ed276fc8-baf1-4883-bde6-f91327c99d54,6034.21944717477
5479,71-N,13.27,13.4,CONT,FRANKLIN SQUARE,88,NEW BRITAIN,2022,99854690-b854-4964-9dee-93920eddb4f6,676.387682451212
5480,71-S,13.4,13.5,REV,FRANKLIN SQUARE,88,NEW BRITAIN,2022,b8252047-e8a3-4705-80f0-20f4fc619850,544.739670550085
5481,71-S,14.23,14.26,REV,STANLEY ST,88,NEW BRITAIN,2022,9617cb5e-e6a3-4599-b343-244d24f46432,167.517524560673
5482,71-S,17.51,17.69,REV,SOUTH EAST RD,51,FARMINGTON,2022,0d8fcc4f-3ffb-438c-a0e7-77686089cd29,946.068599400271
5483,72-N,9.48,9.53,CONT,MAIN ST,17,BRISTOL,2022,0b36b54e-8d74-43aa-8b08-138ec958b720,263.954907545695
5484,72-S,6.34,6.51,REV,PINE ST,109,PLAINVILLE,2022,383ced4c-8339-4233-b339-774e3cc806ec,680.624240497428
5485,721-N,0.51,1.17,CONT,NORTH MAIN ST,124,SEYMOUR,1791,578954af-e5d3-4610-9670-831d17e40a4a,3446.80177190494
5486,727-N,0.47,1.04,CONT,PERSHING DR,2,ANSONIA,2022,29700bde-850f-4c4d-9017-0b918374ac35,3065.39696469321
5487,735-E,0.03,0.21,CONT,KIMBERLY AVE,43,EAST HAVEN,2022,60bdc94f-3ab3-4775-9eb4-d57300f175e3,953.366334148886
5488,737-N,0.0,0.01,CONT,EAST BROADWAY,83,MILFORD,2022,0613127b-777c-4b08-81b9-8b1c3d78b518,64.5079237449888
5489,737-N,1.45,1.52,CONT,SOUTH BROAD ST,83,MILFORD,1675,1cca48cd-7c3f-4262-9631-8fe9e11a6976,353.259754526801
5490,74-E,7.87,15.08,CONT,TOLLAND STAGE RD,142,TOLLAND,2022,d5930e0d-777f-475e-a304-1f2accbe97a5,38044.9176377542
5491,745-E,0.84,1.21,CONT,KIMBERLY AVE,92,NEW HAVEN,2022,dbcb7433-f7f0-444d-87ab-8a57ddac987e,1954.34886075665
5492,75-N,4.87,5.0,LOG,POQUONOCK AVE,164,WINDSOR,2022,fed7e7f9-49b3-4f84-86b0-9f404a3c9b26,678.370110432748
5493,77-N,1.17,11.56,CONT,DURHAM RD,59,GUILFORD,2022,ce7c2af2-bf67-4590-9263-387e89258b78,54764.1754053212
5494,79-S,6.19,6.22,REV,DURHAM RD,75,MADISON,2103,5d5e5d14-b2fe-41f1-a04c-364f402d8941,150.344797493922
5495,794-E,0.99,1.05,CONT,BRANFORD CONNECTOR,14,BRANFORD,2022,566fb562-217e-41cc-93ab-07ff3e2ae0e1,370.268453510613
5496,80-E,20.67,24.01,CONT,WINTHROP RD,122,DEEP RIVER,2022,2cc880ab-b051-468b-a7b3-b8e5a8f9ac33,17644.9398165022
5497,80-W,0.0,0.15,REV,FOXON BLVD,92,NEW HAVEN,2022,52700f01-10de-4b01-8342-1677d774d696,804.355284558105
5498,805-N,0.0,2.47,CONT,FEDERAL RD,34,DANBURY,2022,4dff0c26-e2bb-42cd-904a-9cd7b9163034,13128.9099450317
5499,66-E,11.07,12.83,CONT,COBALT RD,112,PORTLAND,2022,1dd1bb75-becb-4b1a-8220-ebd8bc5ce1e8,9263.49868825488
5500,66-E,7.96,8.82,LOG,MARLBOROUGH ST,112,PORTLAND,2022,a5df0d92-a695-4a77-89ad-17517d8bc0e6,4520.89489550068
5501,66-W,8.82,10.46,REV,PORTLAND RD,112,PORTLAND,2022,ed123905-6cd4-44b3-80f2-b94d340ddbd5,8718.60025122094
5502,664-N,3.99,5.7,CONT,SNAKE MEADOW RD,68,KILLINGLY,2022,d59d594f-b320-4041-9d41-f819b9abecb4,9033.48899750749
5503,67-E,8.61,8.69,CONT,CHURCH ST,119,ROXBURY,2416,c4457616-d7e8-4e80-b6eb-a7fda5bd29ec,403.530788992998
5504,67-E,19.92,25.83,CONT,OXFORD RD,107,OXFORD,2022,bd225516-e751-4b15-b312-e39be0676968,31226.9293514618
5505,85-N,8.46,11.09,CONT,NEW LONDON RD,120,SALEM,2022,b10d799c-170d-4e6e-a596-8eaffe9618fc,13813.5601481664
5506,85-N,18.24,18.96,CONT,SOUTH MAIN ST,28,COLCHESTER,2022,3c57c91d-9393-4c50-a33f-4840d7db230d,3798.48636723421
5507,85-N,19.4,20.93,CONT,AMSTON RD,28,COLCHESTER,2022,ed677851-071f-4ed4-8183-07667cb324bf,8046.87173350757
5508,85-N,35.81,37.38,CONT,BOLTON CENTER RD,12,BOLTON,2022,437052e4-20d2-49a8-a130-82f15dc6a29e,8281.34008576579
5509,97-N,8.27,11.26,CONT,DEVOTION RD,123,SCOTLAND,2022,48772d7f-ae9f-4f9b-9cd1-0582c2371e7c,15755.0996213659
5510,97-N,18.76,22.26,CONT,POMFRET RD,62,HAMPTON,2022,85972f69-deb5-4505-b8e9-1a0fbf89fe1e,18492.5842159141
5511,1-S,26.8,27.22,REV,KINGS HIGHWAY CUTOFF,50,FAIRFIELD,2022,e9cfe502-21d1-44b0-9551-df36992a2b3e,2224.17302311432
5512,1-S,28.27,29.14,REV,NORTH AVE,15,BRIDGEPORT,2022,12048b13-59a2-4233-aa10-298430e33e7b,4541.09318080545
5513,1-S,34.78,35.19,REV,BARNUM AVE,138,STRATFORD,2022,71583c15-1f47-4f3a-b924-5baa8943e8e1,2171.30806816909
5514,1-S,39.16,39.28,REV,BOSTON POST RD,83,MILFORD,2022,0ad40ab8-c252-41ea-a6ff-56e74b85c778,526.347542476867
5515,1-S,52.16,52.31,REV,WEST MAIN ST,14,BRANFORD,2022,a7761de5-5cd4-4fb8-b7e3-62ec43447e74,821.116801017024
5516,1-S,109.4,109.44,REV,BROADWAY,137,STONINGTON,2022,232c093d-c9af-4626-922f-a53d8120e0a2,266.65694274922
5517,10-N,0.0,0.12,CONT,ELLA T GRASSO BLVD,92,NEW HAVEN,2701,bd9a149f-78e6-4fc5-a38e-bdf3840b0ba3,640.795747628634
5518,10-N,3.03,3.6,CONT,WHALLEY AVE,92,NEW HAVEN,2022,27057a47-d6a8-442c-ae33-129cee2211aa,3071.95942829648
5519,10-N,27.01,28.26,CONT,QUEEN ST,131,SOUTHINGTON,2022,d093208e-fe7d-4962-8c10-12cdd87587fb,6586.49266752758
5520,10-N,34.03,36.28,CONT,WATERVILLE RD,51,FARMINGTON,2022,a4a18899-8c31-4d05-af4e-288c60e09eb1,11901.7418697349
5521,10-S,26.81,27.01,REV,QUEEN ST,131,SOUTHINGTON,2022,a6546acc-6117-4c10-9390-7c0bb7ef5ecd,1074.91226829805
5522,100-N,0.0,0.55,CONT,MAIN ST,43,EAST HAVEN,2022,44c61e16-c229-43cf-96a1-f8c17fa9d48f,2963.8972100687
5523,101-W,3.43,3.64,REV,HARTFORD PIKE,68,KILLINGLY,2337,578e817d-d24c-41aa-8963-c6ae21a7696c,1062.04682186321
5524,103-N,0.0,1.06,CONT,QUINNIPIAC AVE,92,NEW HAVEN,2917,52762d2d-b5a6-455a-b861-e7ae5a4cb254,5721.4657079507
5525,106-N,13.65,14.37,CONT,CHESTNUT HILL RD,161,WILTON,2022,b5081466-c2bd-4a6a-9a35-e146c0b4caaa,3804.41435895433
5526,107-N,0.18,3.78,CONT,REDDING RD,116,REDDING,2022,84b178ec-3e04-4ec5-8b7d-f0b2924c3cd4,19002.6889030716
5527,107-N,6.66,7.5,CONT,PUTNAM PARK RD,116,REDDING,2022,f745d274-8742-4190-8183-194055f9456d,4465.94823705331
5528,108-N,7.44,7.61,CONT,HUNTINGTON ST,126,SHELTON,2196,7fcde6ce-f860-47ac-b41e-a046abceb900,931.685413789315
5529,108-N,10.68,10.99,CONT,CORAM AVE,126,SHELTON,2022,2b6ba979-d632-499f-bb40-abb0f70dfb8e,1610.01943819203
5530,99-N,0.28,3.91,CONT,MAIN ST,33,CROMWELL,2022,53585fdf-dd71-483c-ac72-388d734edddb,19085.0068592372
5531,1-N,20.8,22.77,CONT,POST RD EAST,158,WESTPORT,2022,1041187c-ca2c-484e-900d-1434b745ba84,10468.159773476
5532,1-N,23.36,25.66,CONT,POST RD,50,FAIRFIELD,2022,4c77d46c-2bdf-4fbd-aa52-3fd77adb0526,12139.5265989602
5533,1-N,25.9,26.19,CONT,KINGS HIGHWAY CUTOFF,50,FAIRFIELD,2022,18b388c2-0760-45f4-8d26-e24a8f46f448,1407.57449715461
5534,1-N,26.75,26.8,CONT,KINGS HIGHWAY CUTOFF,50,FAIRFIELD,2022,ad4dceb1-8e89-411c-a6ab-efb2937a4b8a,251.979751687387
5535,1-N,44.46,45.32,CONT,BOSTON POST RD,156,WEST HAVEN,2022,020a6400-a363-40d7-ac4a-5e74817114e4,4562.788712532
5536,1-N,48.08,48.26,CONT,COLUMBUS PLAZA,92,NEW HAVEN,2022,034d03ef-203c-4a3b-a9ee-1ca46cbf0b0b,1002.55448238517
5537,1-N,52.31,53.96,CONT,WEST MAIN ST,14,BRANFORD,2376,84120e10-ee2e-436e-848a-c30c131aea4f,8589.58899734302
5538,1-N,55.86,59.12,CONT,EAST MAIN ST,14,BRANFORD,2022,6dfb8a86-4719-4310-9abf-6297d663af43,17322.3824765729
5539,1-N,65.01,67.92,CONT,BOSTON POST RD,75,MADISON,2022,ec169a11-7d37-4a79-99d4-2c03530ffe82,15318.3183253849
5540,1-N,98.25,98.74,CONT,BANK ST,94,NEW LONDON,2022,b71fafb6-ca98-4760-89dc-32c5a4648a4c,2579.09969374198
5541,1-N,106.52,108.76,CONT,NEW LONDON RD,58,GROTON,1608,ccdea48b-aff3-462d-94a8-2fb6c4aef633,11793.6775742239
