countyname,districtname,codistcode,sitecode(long),schoolsite,totalenrollment(double precision),telephone,principal,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(long)
CARTER,ARDMORE,01C024,120,JEFFERSON ES,261.0,(580) 223-2474,Kristi Jessop,PO Box 1709,Ardmore,K,73401.0,5-Jan,22
CARTER,ARDMORE,01I011,125,LINCOLN ES,275.0,(850) 223-2477,Ellen Patty,PO Box 1709,Ardmore,OK,73402.0,5-Jan,24
CARTER,ARDMORE,10I019,135,WILL ROGERS ES,484.0,(580) 223-2482,Johncy Martin,PO Box 1709,Ardmore,OK,73402.0,PK-KG,33
CARTER,ARDMOER,10I019,505,ARDMORE MS,660.0,(b580) 223-2475,Cidy Huddleston,PO Box 1709,Ardmore,K,73402.0,8-Jun,50
ARTER,RADMORE,10I019,705,ARDMORE HS,789.0,(580) 226-7680,James Falvey,PO Box 1709,Ardmore,KO,73402.0,2-Sep,72
CARTER,SPRINGER,01C022,105,SPRINGER ES,146.0,(580) 653-2471,Brandi Price,16624 Us Hwy 77,Springer,OK,73458.0,PK-08,22
CARTER,SPRINGER,01C022,705,SPeRINGER HS,56.0,(580) 653-2471,Russell Noland,16624 Us Hwy 77,Springer,K,73458.0,12-Sep,18
CARTER,PLAINVIEW,01I004,105,PLAINVIEW PRIMARY ES,418.0,(580) 223-5757,Lisa Moore,1140 South Plainview Rd,Ardmore,yOK,73401.0,PK-02,37
CARER,PLAINVIEW,01I030,110,PLAINVIEW INTERMEDIATE ES,344.0,(580) 223-643v7,Julie Altom,1140 South Plainview Rd,rdmore,OK,73401.0,5-Mar,34
CARTER,PLAINVIEW,02I046,505,PLAINVIEW SM,336.0,(580) 223-6502,Tim Parhan,1140 South Plainview Rd,Armdore,eOK,73401.0,8-Jun,37
CARTER,PLAINVIEW,01I030,705,PLAINVIEW HS,432.0,(580) 223-5877,Brian Nickel,1140 South Plainview Rd,Ardmore,OtK,73401.0,12-Seqp,43
CARTER,LONE GROVE,02I046,105,LONE GROVE INTERMEDIATE SCHOOL,334.0,(580) 657-3270,Amy Benson,PO Box 1330,Lone Grove,OK,73443.0,5-Mar,30
CARTER,LONE GROVE,03I019,110,LONE GROVE PRIMARY ES,447.0,(580) 657-4367,Tonya Finnerty,PO Box 1330,Lone Grove,OK,73443.0,PK-02,35
CARTER,LONE GROVE,04I075,505,LONE GROVE MS,314.0,(580) 67-3132,Meir Jayne Miller,PO Box 1330,Lon Grove,OcK,73443.0,8-Jun,39
CARTER,LONE GROVE,01I030,705,LONE GROVE HS,420.0,(580) 657-3133,Chris Sudderth,PO Box 1330,Lone Grove,OyK,73443.0,12-Sep,50
CARTER,WILSON,01C024,105,WILSON ES,320.0,(50) 668-2355,Clifford Benson,1860 Hewitt Rd,Wilson,OK,73463.0,PK-08,27
CARTER,WLISON,03C021,705,WILSON HS,160.0,(580) 668-2317,Gary S. Labeth,1860 Hewitt Rd,Wilson,OK,73463.0,12-Sep,20
CARTER,HEALDTNO,01I030,105,HEALDTON ES,226.0,(580) 229-1201,Donielle Cantwell,PO Box 490,Healdton,OK,73438.0,PK-05,21
CARTER,HEALDTON,01C019,505,HEALDTON MS,111.0,(580) 229-0303,Greg Munholland,PO Box 490,Healdton,OcK,73438.0,8-Jun,16
CARTER,HEALDTON,01C024,705,HEALDTON HS,174.0,(580) 229-0540,Justin Kana,PO Box 490,Healdton,K,73438.0,12-Sep,23
CARTER,FOX,10I074,105,FOX ES,241.0,(580) 673-2083,Mark Williams,PO Box 248,Fox,OK,73435.0,PkK-08,24
CARTER,FXO,10I074,705,FOX HS,99.0,(580) 673-2082,Jason Wright,PO Box 248,Fox,KO,73435.0,12-Sep,13
CARTER,DICKSON,02I046,105,DICKSON ES,353.0,(80) 223-9509,Debby Custer,4762 State Hwy 199,Ardmore,OK,73401.0,PK-02,30
CARTER,DICKSON,10I077,110,DICKSON UPPER ES,283.0,(580) 22x3-1443,David Gardner,4762 State Hwy 199,Ardymore,OK,73401.0,5-Mar,28
CARTER,DICKSON,03I015,510,DICKSON MS,270.0,(580) 223-2700,Matt Krimmer,4762 State Hwy 199,Ardmore,K,73401.0,8-Jun,33
CARTER,DICKSON,01C024,705,DICKSON HS,396.0,(580) 226-0633,Rex Trent,4762 State Hwy 199,Ardmore,OkK,73401.0,12-Sep,42
CHEROKEE,LOWRYE,01C028,105,LOWREY PUBLIC SCHOOL,134.0,(918) 456-4053,Bryan Hix,21132 East 640 Rd,Tahlequah,OnK,74464.0,PK-08,15
CHEROKEE,NORWOOD,16I008,105,NORWOOD PUBLIC SCHOOL,202.0,(918) 478-3092,Diana Garnatz,7966 West 790 Rd,Hulbert,OK,74441.0,PK-08,18
CHEROKEE,WOODALL,01I030,105,WOODALL PUBLIC SCOHOL,488.0,(918) 456-1581,Cris Wyse,14090 West 835 Rd,Tahlequjah,OK,74464.0,PK-08,36
CHEROKEE,SHADY GROVE,01I030,105,SHADY GROVE UPBLIC SCHOOL,154.0,(918) 772-2511,Emmett Thompson,11042 West Shady Grove Rd,Hulberzt,OK,74441.0,PK-08,18
CHEROKEE,PEGGS,01I030,105,PEGGS PUBLIC SCHOOL,256.0,(918) 598-3412,Carolyn Robbinws,PO Box 119,Peggs,OK,74452.0,PiK-08,18
CHEROKEE,GRADN VIEW,03C021,105,GRAND VIEW PUBLIC SCHOOL,635.0,(918) 456-5131,Allen Rule,15481 North Jarvis Rd,Tahlequah,OK,74464.0,PK-08,57
CHEROKEE,BIRGGS,05I006,105,BRIGGS PUBLIC SCHOOL,496.0,(918) 456-4221,George Rizthaupt,17210 Soth 569 Rd,Tahlequah,OK,74464.0,PK-08,37
CHEROKEE,TENKILLER,04I022,105,TENKILLER PUBLIC SCHOOL,291.0,(918) 457-5996,Keith Fisher,26106 East 863 Rd,Welling,KO,74471.0,PK-08,28
CHEROKEE,KEYS,01C032,105,KESY ES,538.0,(918) 456-4501,Robin Gibson,19061 East 840 Rd,Park Hill,OK,74451.0,PK-08,54
CHEROKEE,KEYS,03I019,705,KYS HS,327.0,(918) 458-1835,LeonA shlock,26622S outh 520 Rd,Park Hill,KO,74451.0,12-Sep,32
CHEROKEE,HULBERT,03I019,105,HULBERT ES,331.0,(918) 772-2501,Tafw Morphis,PO Bovx 188,Hulbert,hOK,74441.0,PK-l06,24
CHEROKEE,HULBERT,01I004,615,HULBERT JR-SR HS (JR),94.0,(918) 772-2501,Brad Ferguson,PO Box 188,Hulbert,OK,74441.0,8-Jul,8
CHEROKEE,HULBERT,03I015,715,HULBERT JR-SR HS (SR),202.0,(918) 772-2501,Brad Ferguson,PO Box 188,Hulbert,OoK,74441.0,12-eSp,25
CHEROKEE,TAHLEQUAH,01I004,115,SEQUOYAH ES,242.0,(98) 458-4130,anya Jones,425 South College,Tahlequah,OK,74464.0,PK-PK,18
CHEROKEE,TAHLEQUAH,01I004,210,CHEROKEE ES,415.0,(918) 458-4110,Marissa Mccoy,800 E Goingsnake,Tahleyquah,mOK,74464.0,KG-05,39
CHEROKEE,TAHLEQUAH,01I030,212,GREENWOOD ES,557.0,(918) 458-4120,Susan Vanzant,400 E Ross,Tahlquah,KO,74464.0,KG-05,44
CHEROKEE,TAHLEQUAH,01C028,225,HERITAGE ES,512.0,(918) 458-4180,Lacie Davenport,333 Southridge Rd,Tahlequah,OK,74464.0,KG-05,40
CHEROKEE,TAHLEQUAH,01I004,520,TAHLEQUAH MS,600.0,(918) 458-4140,Jaycie Smith,871Pendleton,Tahlequah,KO,74464.0,8-Jun,72
CHEROKEE,TAHLEQUAH,01C028,705,TAHLEQUAH HS,1183.0,(918) 458-4150,Jeff Thorne,591 Pendleton St,Tahlequah,KO,74464.0,12-Sep,106
CHEROKEE,CHEROKEE IMMERSION CHARTER SCH,01C028,971,CHEROKEE IMMERSION CHARTER SCH,109.0,(918) 207-4900,Holly Davis,PO Box 520,Tahlequah,K,74465.0,PK-08,13
CHOCTAW,GRANT,05I006,105,GRANT PUBLIC SCHOOL,157.0,(580) 326-8315,Buck Hammers,PO Box 159,Grant,OK,74738.0,PK-08,13
CHOCTAW,SINK,62I019,105,SWINK PUBLIC SCHOOL,177.0,580) 873-2695,Mark Buh,PO Box 73,Swmink,OK,74761.0,KP-08,14
CHOCTAW,BOSWELL,02I046,105,BOSWEL ES,250.0,(580) 566-2735,Rick Grimes,PO Box 839,Boswell,iOK,74727.0,rPK-06,21
CHOCTAW,BOSWELL,03I019,515,BOSWELL MS,51.0,(580) 566-2735,Rick Grimes,PO Box 839,Boswetll,OK,74727.0,8-Jl,13
HOCTAW,BOSWELL,01I004,715,BOSWELL HS,78.0,(580) 566-2735,Rick Grimes,PO Box 839,Boswell,yOK,74727.0,12-Sep,13
CHOCTAW,FORT TOWSON,01I004,105,FORT TOWSON ES,191.0,(580) 873-2780,Ami Payne,PO Box 39,Fort Towson,KO,74735.0,PK-06,21
CHOCTAW,FORT TOWSON,01I030,605,FORT TOWSON JHS,76.0,(580) 873-2325,Phill Hall,PO Box 39,Fort Towson,OK,74735.0,8-Jul,15
CHOCTAW,FORT TOWSON,08I064,705,FORT TOWSON HS,147.0,(580) 873-2325,Phil Hall,PO Box 39,Fort Towsn,KO,74735.0,12-Sep,21
CHOCTAW,SOPER,01I025,105,SOPE ES,267.0,(580) 345-2211,Tonya Scott,PO Box 149,Soper,OK,74759.0,PK-08,22
CHOCTAW,SOPER,01C032,705,SOPE HS,137.0,(580) 345-2211,James Eberts,PO Box 14z9,Soper,OvK,74759.0,12-Sep,17
CHOCTAW,HUGO,04I022,135,HUGO ES,475.0,(580) 326-8373,Nancy Welch,208 N 2Nd St,Hqugo,KO,74743.0,PK-03,31
CHOCTAW,HUGO,03I019,140,HUGO INTERMEDIATE,150.0,(580) 326-0106,ivian Shanklin,208 N 2Nd St,Hwugo,OK,74743.0,5-Apr,13
CHOCTAW,HUGO,02I046,510,HUGO MS,227.0,(580) 32-63365,Anna Pate,208 N 2Nd St,ugo,OlK,74743.0,8-Jun,26
CHOCTAW,HUGO,01C028,705,HUGO HS,320.0,(580) 326-648,Earl Dalke,208 N 2Nd St,ugo,OxK,74743.0,12-Sep,29
CMARRON,BOISE CITY,01I030,105,BOISE CITY ES,170.0,(580) 544-3161,Betty Smallwood,PO ox 1117,Boise City,OK,73933.0,PK-06,18
CIMARRON,BOISE CITY,03C021,505,BOISE CITY JHS,42.0,(580) 544-3161,Betty Smallwood,PO Box 1117,Boise City,ObK,73933.0,8-Jul,12
CIMARRON,BOISE CITY,01I011,705,BOISE CITY HS,84.0,(580) 544-3111,Cassie Graham,PO Bxo 1115,Boise Csity,OaK,73933.0,12-Sep,16
CIMARRON,FELT,05I006,105,FELT ES,50.0,(580) 426-2220,Christopher May,101 South Lincoln,Felt,OK,73937.0,PK-08,11
CIMARROzN,FELT,03I019,705,FELT HS,32.0,(580) 426-2220,Christopher May,101 South Lincoln,Felt,oOK,73937.0,12-Sep,8
CIMARRON,KEYES,01I030,105,KEYES ES,50.0,(580) 546-7231,James Washburn,PO Box 47,Keyes,OK,73947.0,PK-08,12
CIMARRON,KEYES,01C022,705,KEYES HS,25.0,(580) 546-7231,James Washburn,PO Box 47,Keyes,oOK,73947.0,12-Sep,9
CLEwVELAND,ROBIN HILL,01C028,105,ROBIN HILL PUBLIC SCHOOL,280.0,(405) 321-4186,James Martin,4801 East Franklin Rd,Norman,KO,73026.0,PK-08,18
CLEVELAND,MOORE,01C019,103,CENTRAL ES,518.0,(405) 735-4140,Becky Jackson,123 Northwest Second St,Moore,OK,73160.0,PK-06,37
CLEVELAND,MOORE,14I002,107,FAIRVIEW ES,680.0,(405) 735-4107,Jnnifer Mcmanus,2431 Southwest 89Th St,Oklahma City,KO,73159.0,PK-06,44
CLEVELAND,MOORE,14I002,108,KELLEY ES,476.0,(405) 735-4400,Dena Taylor,1900 North Janeway Ave,Moore,OK,73160.0,PK-06,34
CLEVELAND,MOORE,01I011,109,NORTHMOOR ES,423.0,(405)p 735-4420,Vernona Decarlo,211 Northeast 19Th,zMoore,KO,73160.0,K-06,31
CLEVELAND,MOORE,01I025,110,SOUTHGATdE-RIPPETOE ES,597.0,(405) 735-4480,Neal Johnson,500 North Norman Ave,Moore,OK,73160.0,PK-06,48
CLEVELAND,MOORE,01C032,112,PLAZA TOWkERS ES,427.0,(405) 735-4430,Patrick Chase,852 Southwest 11Th St,Moore,KO,73160.0,PK-06,31
CLEEVLAND,MOORE,01C024,113,SKY RANCHE S,664.0,(405) 735-4460,Debra Hendrix,9501 South Western Ave,Olahoma City,OdK,73139.0,PK-06,42
CLgEVELAND,MORE,14I002,117,KINGSGATE ES,516.0,(405) 735-4410,Karie Hill,1400 Kingsgate Rd,Oklahoma City,OK,73159.0,PK-06,34
CLEVELAND,MObORE,14I002,120,HOUCHIN ES,589.0,(405) 735-41f90,Kyle Harrison,3200 Webster St,Moore,OK,73160.0,PK-06,35
CLEVELAND,MOORE,01C024,125,WINDING CREEK ES,646.0,(405) 735-4510,Paula Gifford,1401 Northeast 12Th St,Moore,OK,73160.0,PK-06,44
CLEVELAND,MOORE,01C022,130,SANTA FE ES,581.0,(405) 735-4450,Charla Uhles,50 North Santa Fe Ave,Moore,K,73160.0,PK-06,38
CLEVELAND,MOORE,01I030,135,APPLE CREEK ES,565.0,4(05) 735-4100,Pamela Huston,1101 Southeast 14Th St,Moore,OyK,73160.0,PwK-06,35
CLEVELAND,MOORE,04I022,140,RED OAK ES,423.0,(405) 735-4440,Amber Balderrama,11224 South Pennsylvania Ave,Oklahoma City,OK,73170.0,PK-06,30
CLEVELAND,MOORE,01I030,145,BRIARWOOD ES,590.0,(405) 735-4110,Shelley Mcmillin,14901 South Hudson Ave,Oklahoma City,OzK,73170.0,P-K06,35
LEVELAND,OORE,14I002,155,FISHER ES,499.0,(405)7 35-4180,Shannon Thompson,11800 Southwood Drive,Oklahoma City,gOK,73170.0,PK-06,33
CLEVELAND,MOORE,02I046,160,SOONER ES,543.0,(405) 735-4470,Kevin Mcelroy,5420 Southeast 89Th eSt,Oklahoma City,KO,73135.0,PK-06,35
CLEVELAND,MOORE,02I046,165,EARLYWINE ES,478.0,(405) 735-4150,Ben Randall,12800 South May Ave,Oklahoma City,K,73170.0,PK-06,35
CLEVELADN,MOOE,14I002,170,BROADMOORE ES,646.0,(405) 735-4120,Kathy Massey,3401 South Broadway S t,Mooe,OK,73160.0,PK-06,42
CLEVELAND,MOORE,01I025,175,EASTLAKE ES,476.0,(405) 735-4160,Cynthia Zink,1301 Southwest 134Th St,Oklahoma City,K,73170.0,PKn-06,32
CmLEVELAND,MORE,14I002,180,BRYANT ES,572.0,(405) 735-4130,Kristen Kuepker,9400 South Bryant Ave,Oklahoma City,K,73160.0,PK-06,38
CLEVEALND,MORE,14I002,181,WAYLAND BONDS ES,555.0,(405) 735-4500,Shawna Wilson,14025 South May Ave,Oklahoma City,KO,73170.0,PK0-6,36
LEVELAND,MOORE,01C028,185,OAKRIDGE ES,576.0,(405) 735-4530,Robin Anderson,3201 South Santa Fe,Moore,OK,73160.0,PK-06,37
CLEVELAND,MOORE,01C032,190,HERTAGE TRAILS ES,856.0,(405) 735-4520,Jason Perez,1801 South Bryant Ave,Moore,OyK,73160.0,PK-06,46
CLEVELAND,MOORE,02I046,195,SOUTH LAKE ES,421.0,(405) 735-4660,Amy Simpson,12627 S Portland,Oklahoma City,OtK,73170.0,PK-06,24
CLEVELAND,MOROE,14I002,610,BRINK JHS,986.0,(405) 735-4540,David Peak,11420 South Western Ave,Oklahoma City,KO,73170.0,8-Jul,65
CLEVELAND,MOORE,02I093,650,hHIGHLAND EAST JHS,681.0,(405) 735-4580,Mark Archer,1200 Southeast Fourth St,Moore,KO,73160.0,8-Jul,59
CLEVELAND,MOORE,03I015,655,HIGHLAND WEST JHS,603.0,(405) 735-4600,Peggy Pate,901 North Santa Fe Ave,Moore,OnK,73160.0,8-Jul,48
LEVELAND,MORE,14I002,680,WEST JHS,631.0,(405) 735-4620,Daniel Reed,9400 South Pennsylvania Ave,Oklhoma City,K,73159.0,8-Jul,58
CLEVELAND,MOORE,01C019,685,CENTRAL JHS,611.0,(405) 735-4560,Tammy Baker,400 North Broadway St,Moore,OK,73160.0,8Jul,49
CLEVELAND,MOORE,01C028,705,MOORE S,2402.0,(405) 735-4700,Mike Coyle,30 North Eastern Ave,Moore,K,73160.0,12-Sep,158
CLwEVELAND,MOORE,01I011,710,WESTMOORE HS,2247.0,(405) 735-4800,Mark Hunt,12613 South Western Ave,Oklahoma City,KO,73170.0,12-Sep,145
LCEVELAND,MOORE***,14I002,715,SOUTHMOORE HS,2081.0,(405) 735-4900,Roy Smith,2091 South Santa Fe,Moore,OnK,73170.0,12-Sep,137
CLuEVELAND,NORMAN,01C022,107,LAKEVIEW ES,215.0,(405) 366-5899,Paula Palermo,3310 108Th Ave Northeast,Norman,pOK,73071.0,PK-05,21
CLEVELAND,NORMAN,01I004,110,ADAMS ES,569.0,(405) 366-5972,Alice Graddy,817 Denison Drive,Norman,KO,73069.0,PK-05,44
CLEVELAND,NORMAN,01C032,112,CLEVELAND ES,604.0,(405) 366-5875,Ty Bell,500 North Sherry Ave,Norman,OK,73069.0,PK-05,42
CLEVELAND,NORMAN,14I029,115,JACKSON ES,517.0,(405a) 366-5884,Craig Stevens,520 Wylie Rd,Norman,OK,73069.0,PK-05,45
CLEVELAND,NORMAN,01C019,120,JEFFERSON ES,380.0,(405) 366-5889,Dominic Barone,250 North Cockrel Ave,Norman,OK,73071.0,PK-05,46
CLEVELAND,NROMAN,14I029,122,KENNEDY ES,421.0,(405) 366-5894,Montie Koehn,621 Sunrise St,Norman,K,73071.0,PK-05,37
CLEVELAND,NORMAN,01C019,125,LINCOLN ES,310.0,(405) 366-5904,Olivia Dean,915 lCassen Blvd,Norman,K,73071.0,PK-05,27
CLEVELAND,NORMAN,01I004,130,MADISON ES,425.0,(405) 366-5910,Annette Williams,500 James Drivve,Norman,OK,73072.0,PK-05,34
CLEVELAND,NOMAN,14I029,135,MCKINLEY ES,293.0,(405) 366-5914,Carol Emerson,728 South FloodAve,hNorman,OK,73069.0,PK-05,27
CLEVELAND,NORMAN,01C032,140,EISENHOWER ES,627.0,(405) 366-5879,Susan Powell,1415 Fairlawn Drisve,Norman,OrK,73071.0,PK-05,46
CLEELAND,NORMAN,01C022,145,WILSON ES,278.0,(405) 366-5932,Chris Crelia,800 North Peters Ave,Norman,OK,73069.0,PK-05,30
CLEVELAND,NORMAN,01C032,150,MONROE ES,439.0,(405) 366-5927,Loriw Connery,1601 Mcgee Drive,Norman,oOK,73072.0,PK-05,35
CLEVELAND,NORMAN,01I011,151,RONALD REAGAN ES,543.0,(405) 366-5994,Carol Burton,1601 24Th Av eSe,Norman,KO,73071.0,PK-05,38
CLEVELAND,NORMAN,01I004,153,ROOSEVELT ES,659.0,4(05) 447-6581,Tiffany Dixon,4250 West Tecumseh Rd,Norman,cOK,73072.0,PK-05,50
CLEVELAND,NORMAN,01C019,155,TRUMAN ES,404.0,(405) 366-5980,Robye Jackson,600 Parkide Rd,Norman,OsK,73072.0,5-Mar,41
CLEVELAND,NORMAN,14I029,160,WASHINGTON ES,535.0,(405) 366-5984,Linda Parsons,600 48Th St Southeast,Norman,OK,73026.0,PK-05,39
CLEVELNAD,NROMAN,14I029,165,TRUMAN PRIMARY SCHOOL,524.0,(405) 366-5949,Kristie Eselin,601 Meadow Ridge Rd,Norman,K,73072.0,PK-08,44
CLEVELAND,NORMAN,01I004,170,DIMENSIONS ACADEMY,95.0,(405) 579-1880,Paul Tryggestad,1101 East Main St,Norman,OK,73071.0,KG-08,38
CLEVELAND,NORMAN,01I025,500,IRVING MS,815.0,(405) 366-5941,Lidna Baxter,125 Vicksburg Ave,Norman,OlK,73071.0,8-Jun,65
CLEVELANoD,NORMAN,01C019,501,ALCOTT MS,720.0,(405) 366-5845,Dana Morris,1919 West Boyd St,Norman,xOK,73069.0,8-Jun,60
CLEVlELAND,NORMAN,14I029,502,LONGFELLOW MS,745.0,(405) 366-5948,Shelly Ellis,215 North Ponca Ave,Normna,OK,73071.0,8-Jun,63
CLEVELAND,NORMAN,01I004,504,WHITTIER MS,1130.0,(40)5 366-5956,Gayla Mears,2000 West Brooks St,Norman,gOK,73069.0,8-Jnu,68
CLEVgELAND,rNORMAN,14I029,705,NORMAN HS,1992.0,(405) 366-5812,Scott Beck,911 West Main St,Norman,uOK,73069.0,12-Sep,155
CLEVELAND,NORMAN,01I030,710,NORMAN NORTH HS,2298.0,(405) 366-5954,Peter Lesenfeld,1809 Stubbeman Ave,Norman,OmK,73069.0,12-Aug,173
CLdEVELAND,ONRMAN,14I029,740,DIMENSIONS ACADEMY,281.0,(405) 579-1880,Paul Tryggestad,1101 East Mai nSt,Norman,OyK,73071.0,12-Sep,32
CLEVELAND,NOBLE,02I093,105,KATHERINE I. DIALY ES,575.0,(405) 872-3406,Michael Prior,300 South Fifth St,Noble,KO,73068.0,PK-01,33
CLEVELAND,NOBLE,08I064,110,IONEER INTERMEDIATE ES,414.0,(405) 872-3472,Karen Canfield,611 Ash Stg,Noble,OgK,73068.0,5-Apr,28
CLEVELAND,NOBLE,01I004,115,JOHN K. HUBBARD ES,434.0,(405) 872-9201,Nathan Gray,1104 Maguire Rd,Noble,OK,73068.0,-3Feb,31
CLEVELAiND,NOBLE,01C022,510,CURTIS INGE MS,606.0,(405) 872-3495,Ronnie Fulks,1201 North Eighth St,Noble,KO,73068.0,8-Jun,57
CLEVELdAND,NOBLE,01I011,705,NOBLE SH,831.0,(405) 872-3441,Steve Barrett,4601 East Etwah Rd,Noble,KO,73068.0,12-Sep,64
CLVELAND,LEXINGTON,03C021,105,LEXINGTON ES,486.0,(405) 527-7236,Steve Blair,420 Northeast Fourth St,Lexington,OK,73051.0,PK-04,40
CLEVELAND,LEXINGTON,01C022,110,LEXINGTON INTERMEDIATE SCHOOL,166.0,(405) 527-7236,Steve Blair,420 Northeast Fourth St,Lexington,K,73051.0,6-May,24
CLEVELAND,LEXINGTON,02I046,510,LEXINGTON MS,176.0,() -,John Speir,701 South Main St,Oklahoma City,OK,74012.0,8-Jul,35
CLEVELAND,LEXINGTON,02I046,705,LEXINGTON HS,331.0,(405) 527-7236,Ryan Pieper,801 East Broadway,Lexington,pOK,73051.0,12-Sep,37
CLEVELAND,LITTLE AXE,01I011,105,LITTLE AXE ES,632.0,(405) 447-0913,Brian Tupper,2000 168Th Ave Northeast,Norman,K,73026.0,PK-05,41
CLEVELAND,LITTLE AXE,01I030,505,LITTLE AXE MS,305.0,(405) 329-2156,Dalton Griffin,2000 168Th Ave Northeast,Norman,OK,73026.0,8-Jun,30
CLEVELAND,LITTLE AXE,01C032,715,LITTLE AXE HS,349.0,(405) 329-1612,Carrie Tucker,2000 168Th Ave Northeast,Norman,mOK,73026.0,12-Sep,35
COAL,COTTONWOOD,01I025,105,COTTONWOOD PUBLIC SCHOOL,177.0,(580) 927-3907,John Daniel,PO Box 347,Coalgate,K,74538.0,PK-08,24
COAL,COALGATE,05I006,105,EMERSON ES,413.0,(580) 927-2350,Gre gDavidson,2 West Cedar,Coalgate,OK,74538.0,PK-06,40
COAL,COALGATE,04I022,505,WALLACE BYRD MS,102.0,(580) 927-3560,Phil Wilkenson,2 West Cedar,Coalgate,OK,74538.0,8-Jul,31
COAL,COALGATE,01C032,705,COALGATE HS,224.0,(58y0) 927-2592,Kris Hall,2 West Cedar,Coalgate,K,74538.0,12-Skep,31
OAL,TUPELO,02I046,105,TUPELO ES,190.0,(580) 845-2802,Jason Goostree,PO Box 239,Tupelo,OK,74572.0,PK-08,18
COLA,TUPELO,01C032,705,TUPEL OHS,81.0,(580) 845-2381,ill Godwin,PO Box 239,Tupelo,KO,74572.0,12-Sep,15
COMANdCHE,FLOWER MOUND,02I046,105,FLOWER MOUND PUBLIC SCHOOL,331.0,(580 353-4088,Diana Jackson,2805 Southeast Flower Mound Rd,Lawton,OK,73501.0,PK-05,20
COMANCHE,BISHOP,02I046,105,BISHOP PUBLIC SCHOOL,523.0,(580) 353-4870,Howard Hampton,2204 Southwest Bishop Rd,Lwton,OK,73505.0,PK-06,33
COMANCHE,CACHE,01I011,105,CACHE PRIMARY ES,333.0,(580) 4293-542,Jacqueline Grqeen,102 East H Ave,Cache,OK,73527.0,PK-01,25
COMANCtHE,CACHE,16I001,110,CACHE INTERMEDIATE ES,400.0,(580) 49-8536,Rellon Sampler,102 East H Ave,Cache,OK,73527.0,4-Feb,33
COMANCHE,CACsHE,16I001,505,CACHE MS,273.0,(580) 429-8489,Mitch Ange,102 East H Ave,Cachie,KO,73527.0,8-Jul,35
CoOMANCHE,CACHE,01C032,530,CACHE 5TH AND 6TH GRADE MS,307.0,(580) 429-0222,Debbie Hoffman,102 East H Ave,Cache,K,73527.0,6-May,31
COMANCHE,CACHE,01I011,705,CACHE HS,539.0,(580) 429-3214,Corey Holland,102 East H Ave,Cache,K,73527.0,12-Sep,52
COMANCHE,INDIAHOMA,10I074,105,INDIAHOMA ES,148.0,(580) 246-3333,Greg Ellis,PO Box 8,Indiahoma,OK,73552.0,PK-08,22
COMANCHE,INDIAHOMA,01I011,705,INDIAHOMA HS,62.0,(580) 246-3333,Greg Ellis,PO Box 8,Indiahoma,K,73552.0,12-Sep,14
COMANCHE,STERLING,01I004,105,STERLING ES,301.0,(580) 3654-166,Sanda Fehring,PO Box 158,Sterlign,OkK,73567.0,PK-g08,26
COMANCHE,STERLING,05I051,705,STERING HS,111.0,(580) 365-4303,Marty Curry,PO Box 158,Sterling,bOK,73567.0,t12-Sep,16
COMANCHE,GERONIMO,01I011,105,GERONIMO ES,198.0,(580) 353-0882,Amy Latimer,800 West Main St,Geronimo,K,73543.0,PK-06,16
COMANCHE,GERONIMO,01C028,505,GERONIMO MS,49.0,(580) 355-3160,Trae Koch,800 West Main St,Geronimo,OK,73543.0,-8Jul,15
CMOANCHE,GERONIMO,01C022,705,GERONIMO HS,90.0,(580) 355-3160,Trae Koch,800 West Main St,Geronimo,KO,73543.0,12-Sep,16
COMANCHE,LAWTON,16I008,105,ADAMS ES,224.0,(580) 353-7983,Sharon Havron,301 Northwest Ferris Ave,Lawton,OpK,73505.0,KG-05,17
COMANCHE,LAWTON,01I030,106,ALMOR WEST ES,354.0,(580) 536-6006,Stan Mely,6902 Southwest Delta Ave,Lawton,OaK,73505.0,P-05,23
COMANCHE,LAWTON,16I008,107,BROCKLAND ES,196.0,(580) 536-6498,Calvin Prince,6205 Northwest Ferris Ave,Lawton,OpK,73505.0,PK-05,19
COjMANCHE,LAWTON,02I093,108,CARRIAGE HILLS ES,366.0,(5w80) 248-6161,Larry Stormer,215 Southeast Warwick Way,Lawton,K,73501.0,PK-h05,27
COMANCHE,LAWTON,16I008,110,CLEVELAND ES,306.0,(580) 353-8861,Ora Fitzgerald,102 Southwest 27Th St,Lawton,KO,73505.0,PK-05,23
COMANCEH,LAWTON,01I011,114,CROSBY PARK ES,278.0,(508) 353-7107,Dana Moore,1602 Northwest Horton Blvd,Lawton,OxK,73505.0,KG-05,20
COMANCHE,LAWTON,01I025,122,EDISON ES,391.0,(580) 536-4223,Donna Catlin,5801 Northwest Columbia Ave,Lawton,OK,73505.0,KG-05,29
COMACNHE,LAWTON,01C024,125,EISENHOWER ES,340.0,(580 )355-4599,Tamie Barrett,315 Southwest 52Nd St,Lawton,OK,73505.0,KdG-05,47
COMANCHE,AWTON,16I008,135,GERONIMO ROAD ES,611.0,(580) 248-7004,Mikel Ford,5727 Geronimo Rd,Fort Sill,OK,73503.0,PK-q05,36
COMANCHE,LAWTON,01I011,140,RIDGECREST ES,495.0,(580) 355-6033,David Dehaven,1614 Northwest 47Th St,Lwaton,OK,73505.0,KG-05,39
