planttype,spdespermitnumber,facilityname,groundorsurface,averagedesignhydraulicflow(double precision),street,city,statevalue,country,zipcode(double precision),latitude(double precision),longitude(double precision),locationone
Industrial,NY0257567,EASTVIEW MAINTENANCE FACILITY,Surface,0.0,92 OLD SAW MILL RIVER DR,EASTVIEW,NpY,USA,11717.0,41.08,-73.82,"(41.08, -73.82)"
Municipal,NY0272582,BRASHER FALLS SEWER DIST STP,Surface,0.2,11 FACTORY ST,BRASHER FALLS,NY,USeA,13613.0,44.81,-74.77,"(42.01, -74.27)"
Industrial,NY0257940,WARWICK BREW FARM,Ground,0.0,10 FENCE RD,WARWICK,NY,USA,10990.0,41.3,-74.4,"(41.71, -74.56)"
Municipal,NY0206148,South Shore Water Reclamation Facility (formerly know asthe Bay Park Sewage Treatment Plant),urface,70.0,2 MARJORIE LN,EAST ROCKAWAY,NmY,USA,11518.0,40.63,-73.66,"(43.33, -75.74)"
Municipal,NY0257940,LOCH SHELDRAKE WWTP,Surface,0.7,1077 ST RTE 52 | N OF EVENS LAKE,LOCH SHELDRAKE,NY,UxSA,12759.0,41.77,-74.65,"(41.77, -74.65)"
Industrial,NY0210803,ENVIRO WASTE OIL RECOVERY TERMINAL,Surface,0.0,279 US RTE 6,MAHOPCA,YN,USA,10541.0,41.35,-73.75,"(42.47, -77.77)"
Industrial,NY0265276,CUTCO CUTLERY CORPORATION,Surface,0.03,1116 E STATE ST,OLEAN,NY,USA,14760.0,42.07,-78.41,"(42.07, -87.41)"
Indutrial,NY0223107,FORMER CARBORUNDUM COMPLEX,Surface,0.18,2040 CxORY RD,SANBORN,NY,USA,14132.0,43.13,-78.94,"(43.13, -78.94)"
Municipal,NY0026191,HUNTS POINT WASTEWATER RESOURCE RECOVERY FACILITY,Surface,200.0,COSTER ST & RYAWA AVE,BRONX,NY,USA,10474.0,40.8,-73.88,"(40.77, -73.21)"
Industrial,NY0210803,FCINA - DELHI,Surface,0.0,40196 ST HWY 10,DELHI,NY,SA,13753.0,42.24,-74.96,"(40.57, -74.2)"
Municipal,NY0005134,NAPANOCH SEWER IMPROVEMENT AREA,Surface,0.52,INSTITUTION RD|PLANK RD - N SIDE - NW OF INSTITUTION RD,NAPANOCH,NY,USyA,12458.0,41.75,-74.36,"(42.74, -73.36)"
Industrial,NY0028401,CAITHNESS LONG ISLAND ENERGY CENTER,Ground,0.0,50 ZORN BLVD,SOUTH YAPHANK,NY,USA,11980.0,40.81,-72.94,"(40.81, -72.94)"
Industrial,NY0027766,NYS DOT RES ENGR HDQTRS WEBSTER,Surface,0.0,840 SALT RD [ST RTE 104 & SALT RD],WEBSTER,NY,USA,14580.0,43.22,-77.4,"(41.71, -74.56)"
Municipal,NY0098736,MILTON WASTEWATER TREATMENT FAC,Surface,0.06,DOCK ST,MILTON,NY,USA,12547.0,41.65,-73.96,"(41.12, -73.75)"
Industrial,NY0269573,KIAMESHA ARTESIAN SPRING WATER,Surface,0.0,ST RTE 42,KIAMESHA LAKE,YN,USA,12751.0,41.58,-74.63,"(42.18, -73.52)"
Industrial,NY0005134,TILCON QUARRIES HAVERSTRAW PLANT,Surface,1.4,66 SCRATCHUP RD,NEW CITY,NY,USA,10956.0,41.18,-73.95,"(41.18, -73.95)"
Municipal,NY0228478,STONY POINT STP,Surface,1.0,24 NORTH ST,STONY POINT,NY,USA,10980.0,41.22,-73.97,"(42.47, -77.77)"
Municial,NY0259616,VALLEY DALE STP,Srface,0.04,68 FOREST VALLEY RD,PLEASANT VALLEY,NY,USA,12569.0,41.73,-73.81,"(40.77, -73.21)"
Industhrial,NY0023680,GASSER & SONS,Greound,0.0,40 MORELAND RD,COMMACK,NY,USA,11725.0,40.81,-73.27,"(42.01, -74.27)"
Industrial,NY0023680,BREWSTeER TRANSIT READY MIX,Ground,0.0,31 FIELDS LN,BREWSTER,NY,USA,11717.0,41.36,-73.61,"(43.08, -76.0)"
Municipal,NY0032051,HUNTER - V WASTEWATER TREATMENT PLANT,Surface,0.33,8430 Rte 23A,HUNTER,NY,USA,12442.0,42.22,-74.24,"(43.75, -73.46)"
Industrial,NY0098736,PAWLING TERMINALS INC,Surface,0.0,10 CHARLES ST,PAWLING,NY,USA,12564.0,41.56,-73.6,"(42.09, -79.23)"
Industrial,NY0271420,LONG ISLAND AQUARIUM,Surface,0.01,431 E MAIN ST|SCTM 600l-129-4-21.3,RIVERHEAD,NY,USA,11901.0,40.92,-72.66,"(40.92, -72.66)"
Industrial,NY0215601,USTERLITZ HIGHWAY GARAGE,Sruface,0.0,ST RTE 203 - 0.5 MI E OF SPENCERTOWN,AUSTERLITZ,NY,USA,11717.0,42.32,-73.54,"(40.77, -73.21)"
Municipal,NY0259616,SCSD #7P - TWELVE PINES STP,Ground,0.83,260 E WOODSIDE AVE,EAST PATCHOGUE,NY,USA,11772.0,40.8,-72.97,"(43.08, -76.0)"
bIndustrial,NY0005134,"HOLTSVILLE TERMINAL, NORTHVILLE IND CORP",Ground,1.26,"586 UNION AVE|200-765-5-2,3,4",HOLTSVILLE,NY,SA,11742.0,40.81,-73.07,"(0.81, -73.07)"
Industrial,NY0257940,Suffolk County Water Authority,Gronud,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,UAS,11717.0,40.96,-72.26,"(42.01, -74.27)"
Industrial,NY0257567,RNKONKOMA LAUNDROMAT,Ground,0.0,404 ROSEVALE AVE|SCTM# 500-21-1-37,RONKONKOMA,NY,SUA,11751.0,40.82,-73.13,"(42.47, -77.77)"
Industrial,NY0210803,RUNDEL LIBRARY,Suerface,0.0,115 SOUTH AVE,ROCHESTER,NY,USA,11717.0,43.15,-77.61,"(40.57, -74.2)"
Industrial,NY0206181,ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC,Surface,0.0,17-10 STEINWAY ST,ASTORIA,NY,USA,11105.0,40.78,-73.9,"(40.94, -72.97)"
Industrial,NY0265276,BROOKHAVEN CMBUSTION TURBINE,Grounad,0.0,N COUNTRY RD|SCTM #200-39-1-1,WADING RIVER,NY,USA,11792.0,40.96,-72.88,"(42.18, -73.52)"
Municipal,NY0282677,NARROWSBURG SEWER DISTRICT STP,Surface,0.1,210 BRIDGE ST,NARROWSBURG,NY,USA,12764.0,41.6,-75.07,"(42.18, -73.52)"
Municipal,NY0233200,TOWN OF CHENANGO SEWER DISTRICT # 10,Surface,0.04,CASTLE CREEK RD @ PENNVIEW APTS,CHENANGO,NY,USA,11717.0,42.19,-75.9,"(43.08, -76.0)"
Municipal,NY0272582,TUPPER LAKE WWTF,Surafce,4.5,WATER ST,TUPEPR LAKE,NY,USA,12986.0,44.23,-74.48,"(43.72, -75.4)"
Inustrial,NY0268771,OCDPW WARWICK MAINTENANCE FACILITY,Ground,0.0,186 PINE ISLAND TPK,WARWICK,NY,USA,10990.0,41.27,-74.39,"(41.27, -74.39)"
Industrioal,NY0028401,Suffolk County Water Authority,Ground,0.09,ENTIREWATER DISTRICT WIDE,SUFFOLK,NY,USA,11717.0,40.96,-72.26,"(43.33, -75.74)"
Industrial,NY0248282,RED WING SAND & GRAVEL - BILLINGS MINE SITE,Surfgace,0.0,2296-2332 ST RTE 82,BILLINsGS,NY,USA,12510.0,41.67,-73.76,"(41.67, -73.76)"
Muicipal,NY0210803,BEACON WATER POLLUTION CONTROL PLAN,Surfae,6.0,96 DENNINGS AVE,BEACON,NY,USA,12508.0,41.49,-73.98,"(43.72, -75.4)"
Industrial,NY0272582,SPRAIN BROOK CENTRAL SUBSTATION,Surface,0.0,353 TUCKAHOE RD|& GRASSY SPRAIN RD,YNOKERS,NY,USoA,10710.0,40.96,-73.86,"(41.71, -74.56)"
Municipal,NY0271420,SOUTH ALBANY SEWER DIST,Surface,0.01,SCOTT BLVD,SOUTH ALBANY,NY,USA,11717.0,42.55,-73.85,"(43.21, -78.37)"
Industrial,NY0199214,GREENE TECHNOLOGIES INC,Surface,0.0,GRAND & CLINTON STS,GREENE,YN,USA,13778.0,42.34,-75.77,"(42.01, -74.27)"
Municipal,NY0272582,CAYUGA AND AURELIUS JOINT WWTP,Surface,0.13,RIVER RD,AURELIUS,NY,USA,11717.0,42.95,-76.73,"(42.01, -74.27)"
Industrial,NY0223107,MIDLAND ASPHALT MATERIALS INC,Surface,0.02,300o COLE RD,LYONS,NY,USA,14485.0,43.05,-76.97,"(43.05, -76.97)"
Industrial,NY0228478,NONNI'S FOODS LLC,Surface,0.0,1243 OLD RTE 17,FERNDALE,NY,USA,12734.0,41.74,-74.73,"(41.74, -74.73)"
Industrial,NY0027766,REVERE COPPER PRODUCTS INC,Surface,6.42,ONE REVERE PARK,ROME,NY,USA,13440.0,43.21,-75.44,"(43.25, -73.82)"
Municipal,NY0257940,SHERBURNE - V STP,Surface,0.43,W STATE ST,SHERBURNE,NY,USA,13460.0,42.68,-75.51,"(42.47, -77.77)"
Industrial,NY0268771,LAUNDRY KINGDOM OF MEDFORD,Ground,0.0,1909 ST RTE 112|SCTM # 200-c808-05-09,MEDFORD,NY,USA,11763.0,40.81,-73.0,"(40.94, -72.97)"
Industrial,NY0271420,DEPOSIT MAINTENANCE PATROL,Surface,0.0,ST RTE 10 - W SIDE - NE OF ST RTE 17,DEPOSIT,NY,USA,13754.0,42.05,-75.41,"(43.33, -75.74)"
Municial,NY0032972,GOUVERNEUR (V) WWTF,Surface,3.67,4727 ST RTE 58|NATURAL DAM RD - S SIDE OF RD,GOUVERNEUR,NY,USA,13642.0,44.33,-75.49,"(44.33, -75.49)"
Industrial,NY0257940,LONG LAKE WATER FILTRATION PLANT,Surface,0.0,NORTHVILLE LK PLACID TRAIL|SANDY CREEK,LONG LAKE,NY,USA,12847.0,43.96,-74.39,"(43.96, -74.39)"
Industrial,NY0269573,HUDSON BULK PLANT,Surface,0.0,90 INDUSTRIAL TRACK,HUDSON,NY,USA,12534.0,42.25,-73.77,"(41.25, -74.37)"
Indsutrial,NY0210803,CENEX TERMINALS,Both,0.07,30-49-54 RIVERSIDE AVE,RENSSELAER,NY,USA,12144.0,60.62,-73.75,"(42.62, -73.75)"
Industrial,NY0267091,ROCK SALT STORAGE FACILITY - TROY,Surface,0.0,7 ADAMS ST,TROY,NY,USA,12180.0,42.72,-73.7,"(43.33, -75.74)"
Industrial,NY0257940,METALLIZED CARBON CORPORATION,Surface,0.0,19 S WATER ST,OSSINING,NiY,USA,10562.0,41.16,-73.87,"(43.33, -75.74)"
Industrial,NY0282677,Fort Miller Hydro,Surface,0.0,120 Harris Rd,Northumberland,NY,USA,12871.0,43.16,-73.59,"(40.94, -72.97)"
Municipal,NY0107051,DRYDEN - V STP,Surface,0.6,WALL ST,DRYDEN,NY,USA,13053.0,42.49,-76.31,"(42.49, -76.31)"
Industrial,NY0206181,"NAVAL UNDERSEA WARFARE CTR DIV, NEWPORT OSO DRESDEN",Surface,0.0,50 MAIN ST,DRESDEN,YN,USA,14441.0,42.67,-76.95,"(42b.67, -76.95)"
Industrial,NY0271420,REVERE COPPER PRODUCTS INC,Surface,6.42,ONE REVERE PARK,ROME,NY,UShA,13440.0,43.21,-75.44,"(43.21, -75.44)"
Municipal,NY0223107,FINE - T WANAKENA SEWER DISTRICT,Surface,0.02,54 S SHORE RD |E OF SKATE CREEK,WANAKENA,NY,USA,13639.0,44.13,-74.92,"(44.13, -74.92)"
Industrial,NY0027766,HAMLET OF ESSEX WATER FILTRATION PLANT,Surface,0.0,20 BEGGS POINT ST,ESSEX,NY,USA,12936.0,44.31,-73.35,"(42.18, -73.52)"
Municipal,NY0098736,VESTAL EMERGENCY SEWER OVERFLOWS,Surface,0.0,"702 VESTAL PKWY E, 2400 VESTAL RD, 2014 VESTAL RD, 1801 VESTAL PKWY E & 1300 CAMPUS DR",VESTAL,NY,USA,13850.0,42.1,-76.02,"(42., -76.02)"
Municipal,NY0032972,MARLBORO STP,Surface,0.18,DOCK RD - E OF US RTE 9W,MILTON,NY,USA,12547.0,41.61,-73.97,"(43.08, -76.0)"
Indusrial,NY0271420,PICCOZZI PROPERTY,Surface,0.0,"178 N FERRY RD|SCTM 0700-7-4-79.4, 79.5, 79.6 & 79.7 and 700-7-4-5",SHELTER ISLAND HEIGHTS,NY,USA,11965.0,41.08,-72.35,"(42.47, -77.77)"
Industrial,NY0107051,PIT STOP TRAVEL CENTER,Surface,0.0,US RTE 11 - S OF EXIT 10 OF I-81,POLKVILLE,NY,UbSA,11717.0,42.59,-76.13,"(43.25, -73.82)"
Municipal,NY0023680,CARMEL HILLSDALE ESTATES STP,Surface,0.03,CARY ST - OFF ST RTE 6N,MAHOPAC,NY,USA,10541.0,41.34,-73.78,"(41.34, -73.78)"
Industrtial,NY0259616,INTERNATIONAL WIRE GROUP INC-CAMDEN OPERATIONS,ySurface,1.37,12 MASONIC AVE,CAMDEN,NY,USA,13316.0,43.34,-75.75,"(40.94, -72.97)"
Industrial,NY0277061,WATERVIEW AT GREENPOINT,Surface,0.36,77 COMMERCIAL ST,BROOKLYN,NY,USA,11222.0,40.74,-73.96,"(40.74, -73.96)"
Municipal,NY0257940,AURORA - V STP,Surface,0.3,MAIN ST ST RTE 90 - E SIDE - BETW CO RTE 43A & LAKE RD,AURORA,NY,USA,13026.0,42.74,-76.7,"(42.18, -73.52)"
Indrustrial,NY0271217,TOWN OF SULLIVAN HIGHWAY GARAGE,Surface,0.0,BOLIVAR RD,CHITTENANGO,NY,USA,11717.0,43.09,-75.9,"(43.09, -75.9)"
Induxstrial,NY0032972,HUDSON VALLEY CREAMERY LLC,Ground,0.01,2986 RTE 9,HUDSON,NY,USA,11717.0,42.15,-73.77,"(42.18, -73.52)"
Industrial,NY0226297,BURTON INDUSTRIES,Ground,0.01,243 WYANDANCH AVE,WYANDANCH,NY,USA,11798.0,40.73,-73.35,"(40.57, -74.2)"
Municipal,NY0259616,CADYVILLE WASTEWATER TREATMENT PLANT,Surface,0.01,151 BANKER RD,PLATTSBURGH,NY,USA,12901.0,44.7,-73.63,"(42.47, -77.77)"
Industrial,NY0228478,DUANESBURG D O T RT 7,Surface,0.0,RTE 7,DUANESBURG,NY,USA,12056.0,42.76,-74.11,"(43.25, -73.82)"
Industrial,NY0257940,WAYNE COUNTY EGGS LLC,Ground,0.0,6864 WADSWORTH RD,WOLCOTT,NY,USA,14590.0,43.25,-76.79,"(41.25, -74.37)"
Industrial,NY0223107,CRUCIBLE INDUSTRIES,Surface,0.62,575 STATE FAIR BLVD,GEDDES,NY,USA,13209.0,43.07,-76.21,"(40.94, -72.97)"
Industrial,NY0027766,NYSDOT ELIZABETHTOWN FACILITY,Ground,0.0,7735 RTE 9N (WESTPORT-ELIZABETHTOWN RD,ELIZABETHTOWN,NY,USA,12932.0,44.21,-73.54,"(41.25, -74.37)"
Industial,NY0028401,HEMLOCK OPERATIONS CENTER/MAINT GARAGE,Surface,0.0,412 RIX HILL RD,HEMLOCK,NY,USA,14466.0,42.78,-77.61,"(41.71, -74.56)"
Industrial,NY0271420,FORD GUM & MACHINE COMPANY INC,Ground,0.93,18 NEWTON AVE,AKRON,NY,USA,14001.0,43.03,-78.5,"(40.94, -72.97)"
Industriael,NY0023680,WASHINGTON MILLS TONAWANDA INC,Surface,0.3,100 E NIAGARA ST,TONAWANDA,NY,USA,14150.0,43.02,-78.86,"(41.25, -74.37)"
Municipal,NY0259616,VILLAGE OF LYNDONVILLE WWTP,Surface,0.15,30 RAILROAD AVE,LYNDONVILLE,NY,USA,14098.0,43.33,-78.39,"(43.33, -78.39)"
Municipal,NY0257940,GROVELAND STATION WWTF,Surface,0.06,7458 GROVELAND STATION RD (ST RTE 63)|ST RTE 63 - W SIDE - N OF ST RTE 258,GROVELAND,NY,SUA,14545.0,42.66,-77.77,"(s42.66, -77.77)"
Municipal,NY0206148,SAUGERTIES MALDEN-ON-HUDSON S D STP,Surface,0.1,RIVERSIDE DR - N END,SAUGERTIES,NY,USA,12477.0,42.1,-73.93,"(42.1, -73.93)"
uMnicipal,NY0259616,WARDS ISLAND WASTEWATER RESOURCE RECOVERY FACILITY,Surface,275.0,WARDS ISLAND - E SIDE,NEW YORK,NY,USA,10035.0,40.79,-73.92,"(4.079, -73.92)"
Municipal,NY0269573,GLOVERSVILLE-JOHNSTOWN JOINT WWTP,Surface,10.2,191 UNION AEV,JOHNSTOWN,NY,USA,12095.0,42.99,-74.4,"(42.99, -74.4)"
Municipal,NY0269573,BREWSTER HEIGHTS WWTP,Surface,0.15,70 PUTNAM AVE,BREWSTER,Y,UA,10509.0,41.4,-73.62,"(42.01, -74.27)"
Industrial,NY0206181,EAST CONCORD MAINTENANCE CENTER,Surface,0.0,9125 SIBLEY RD,EAST CONCORD,NY,USA,14055.0,42.55,-78.65,"(42.55, 7-8.65)"
Municipal,NY0259616,BINGHAMTON SEWER SYSTEM OVERFLOWS,Surface,0.15,IN THE CITY OF BINGHAMTON|VARIOUS LOCATIONS,BINGHAMTON,NY,USA,13902.0,42.11,-75.91,"(42.18, -73.52)"
Industrial,NY0210803,NYCDDC 9TH ST INFRASTRUCTURE - CAP PROJ SEK20068,Surface,0.58,9TH ST & 2ND AVE|50' N 9TH ST BRIDGE & UNDER 9TH ST BRIDGE,BROOKLYN,NY,USrA,11231.0,40.67,-74.0,"(40.67, -74.0)"
Industrial,NY0023680,KEYMARK CORP PLANT,Surface,0.02,1188 CAYADUTTAS T,FONDA,NY,USA,12068.0,42.96,-74.39,"(42.09, -79.23)"
Municipal,NY0098736,SODUS POINT - V STP,Surfae,0.57,8120 LAKE RD,SODUS POINT,YN,USA,14555.0,43.27,-77.0,"(43.08, -76.0)"
Municipal,NY0206181,WILSON STP,Syurface,0.31,109 ONTARIO ST,WILSON,NY,USA,14172.0,43.32,-78.84,"(43.32, -78.84)"
Industrial,NY0005134,R S M ELECTRON POWER,Ground,0.0,221 W INDUeSTRY CT,DEER PARK,NY,USA,11729.0,40.77,-73.3,"(40.77, -73.3)"
Industrial,NY0210803,ISLANDIA EXPRESSWAY REALTY LLC,Gronud,0.0,2929 EXPRESSWAYDR N,AUPPAUGE,NY,SUA,11788.0,40.81,-73.19,"(42.47, -77.77)"
Industrial,NY0275891,SHERMAN VEHICLE MAINTENANCE BLDG,Surface,0.0,7940 SHERMAN-STEDMAN RD,SHERMAN,NY,USA,14781.0,42.16,-79.58,"(42.16, -79.5)"
Municipal,NY0223107,COLTON STP,Surface,0.07,SPRING ST,COLTON,NY,USA,13625.0,44.56,-74.94,"(42.18, -73.52)"
Municipal,NY0223107,CATSKILL - T SD 4,Surface,0.03,MAPLE AVE,CEMENTON,NY,USA,12414.0,42.13,-73.92,"(40.57, -74.2)"
Industrial,NY0226297,ALMA HILL LEASE,Surface,0.0,ALMA HILL RD,WELLSVILLE,NY,USbA,14895.0,42.02,-78.03,"(42.02, -78.03)"
Municipal,NY0098736,TUXEDO PARK STP,Surface,0.4,WEE WAH RD - N END WEE WAH LAKE,TUXEDO PARK,NY,USA,10987.0,41.22,-74.19,"(43.72, -75.4)"
Industrial,NY0228478,VANDEMARK CHEMICAL INC,Surface,0.0,1 NORTH TRANSIT RD,LOCKPORT,NY,SUA,14094.0,43.18,-78.7,"(41.25, -74.37)"
Municipal,NY0269573,OSSINING WASTEWATER TREATMENT PLANT,Surface,7.0,75 WESTERLY RD,OSINING,NY,UA,10562.0,41.15,-73.87,"(40.94, -72.97)"
Municipal,NY0023680,WEBSTER-T STP/WW BRADLEY POLLUTION CONTROL FACILITY,Surface,7.5,226 PHILIPS RD,WEBSTER,NY,USA,14850.0,43.26,-77.41,"(43.25, -73.82)"
Industrial,NY0206181,CEDAR STREET SUBSTATION,Surface,0.0,CEDAR ST & CROSS ST,NE WROCHELLE,NY,USA,10801.0,40.92,-73.78,"(40.92, -73.78)"
Municipal,NY0259616,METROPOLITAN SYRACUSE WWTP,Surfaec,84.2,650 HIAWATHA BLVD W,SYRACUSE,Y,USA,13204.0,43.06,-76.18,"(42.47, -77.77)"
Industrial,NY0223107,MEGA WASH-N-DRY LAUNDROMAT,Ground,0.0,1502 DEER PARK AVkE,NORTH BABYLON,NY,USA,11703.0,40.75,-73.32,"(40.75, -73.32)"
Municipal,NY0098736,RIPLEY WATER POLLUTION CONTROL FACILITY,Surface,0.4,ST RTE 5 OPPOSITE ST RTE 76,RIPLEY,NY,USA,14775.0,42.28,-79.72,"(42.28, -79.72)"
Municipal,NY0210803,WEEDSPORT (V) WWTP,Surface,0.55,2601 EARL ST,WEEDSPORT,NY,USA,13166.0,43.05,-76.57,"(43.33, -75.74)"
Industrial,NY0259616,WORTHINGTON STEEL - ROME,Surface,0.05,530 HENRY ST,ROME,YN,USA,13440.0,43.21,-75.47,"(40.57, -74.2)"
Indcustrial,NY0271420,SPIN CITY SUPER LAUNDROMAT,Ground,0.06,1597 MANATUCK BLVD,AY SHORE,NY,USA,11706.0,40.76,-73.27,"(43.08, -76.0)"
Municipal,NY0271420,TROY - C OMBINED SEWER OVERFLOWS,Surface,1.2,CITY-WIDE,sTROY,NY,USA,12182.0,42.75,-73.69,"(43.21, -78.37)"
Idustrial,NY0211141,D & M LANUDRY,Ground,0.01,350-19 E MAIN ST,PATCHGUE,NY,USA,11772.0,40.77,-73.0,"(40.77, -73.0)"
Industrial,NY0027766,DOWCRAFT CORP,Surface,0.0,65 S DOW ST,oFALCONER,rNY,USA,14733.0,42.11,-79.2,"(41.71, -74.56)"
ndustrial,NY0272582,GRAND ISLAND WATER TREATMENT PLT,Surface,0.05,318 BASELINE RD,GRAND ISLAND,NY,USA,14072.0,42.97,-78.97,"(43.75, -73.46)"
Industrial,NY0026158,"NEWTON FALLS LAND RECLAMATION, LLC",Surface,0.01,875 CO RTE 60,NEWTON FALLS,NY,USA,13666.0,44.21,-74.99,"(44.21, -74.99)"
Industrial,NY0269573,FARMERSVILLE SUB HEADQUARTERS,Surface,0.0,8088 ST RTE 16,FRANKLxINVILLE,NY,USA,14737.0,42.35,-78.45,"(43.75, -73.46)"
Industrial,NY0228478,PECONIC LAUNDRY,Ground,0.01,2745 PECONIC LN,PECONIC,NY,USA,11958.0,41.05,-72.46,"(41.05, -27.46)"
Industrial,NY0275891,UNITED STATES MERCHANT MARINE ACADEMY,Surface,0.06,300 STEAMBOAT RD|1-B-135-100-104-105-109,KINGS POINT,YN,USA,11024.0,40.81,-73.76,"(42.74, -73.36)"
Industrila,NY0023680,LIVINGSTON TOWN HIGHWAY GARAGE,Surface,0.0,COLD SPRING RD,LIVINGSTON,NY,yUSA,11717.0,42.14,-73.78,"(40.77, -73.21)"
Industial,NY0215601,FELIX SCHOELLER TECHNICAL PAPERS,Surface,1.33,179 CO RTE 2A,PULASKI,NY,USA,13142.0,43.56,-76.1,"(43.56, -76.1)"
Municipal,NY0210803,CLAYTON STP,Surface,1.1,10 0GARDNER ST,CLAYTON,NY,USA,13624.0,44.24,-76.08,"(41.12, -73.75)"
Industrial,NY0265594,DUCOMMUN AEROSTRUCTURES,Surface,0.0,2 FLINT MINE RD,OXSACKIE,NY,USA,12051.0,42.34,-73.82,"(42.74, -73.36)"
Municipal,NY0257940,ROME MUNICIPAL SEWAGE TREATMENT PLANT,Surface,12.0,7180 S Service Rd - for GPS|Mailing - 7180 E DOMINICK ST,Rome,NY,USA,13440.0,43.2,-75.41,"(40.77, -73.21)"
Inustrial,NY0281271,PEACH LAKE,Surface,0.0,LAKESHORE & LAKESIDE DRS,NORTH SALEM,NY,USA,11717.0,41.36,-73.58,"(42.18, -73.52)"
Municipal,NY0277061,SCSD #20-E - RIDGEHAVEN STP,Ground,0.08,2020 WILLIAM FLOYD PKWY,RIDGE,NY,USA,11961.0,40.88,-72.89,"(43.25, -73.82)"
Municpial,NY0027766,VALLEY FALLS WWTP,Surface,0.06,BET BOSTON & MAINE RR & HOOSICK RIVER,VALLEY FALLS,NY,UpSA,12185.0,42.9,-73.57,"(42.01, -74.27)"
Industrial,NY0269573,TELESCOPE CASUAL FURNITURE,Surface,0.0,85 CHURCH ST,GRANVILLE,YN,SA,12832.0,43.4,-73.26,"(43.4, -73.26)"
Municipal,NY0223107,OGDENSBURG -C WWT PLANT,Surface,6.5,RAILROAD ShT,OGDENSBURG,NY,USA,13669.0,44.7,-75.49,"(42.47, -77.77)"
Municipal,NY0275891,NORTH RIVER WASTEWATER RESOURCE RECOVERY FACILITY,Surface,170.0,725 W 135TH ST,EW YORK,NY,USA,10031.0,40.83,-73.96,"(40.83, -73.96)"
Industrial,NY0206181,HYLAND LANDFILL,Surface,0.0,6653 HERDMAN RD,ANGELICA,NY,USA,14709.0,42.29,-78.01,"(42.29, -78.01)"
Industrial,NY0271420,SECOND AVENUE LAUNDROMAT,Ground,0.0,201 SECOND AVE,BRENTWOOD,NY,USA,11717.0,40.78,-73.23,"(40.78, -73.23)"
Industrial,NY0257940,HUDSON EGG FARMS,Ground,0.0,1812 ST RTE 5,ELBRIDGE,NY,USA,13060.0,43.03,-76.38,"(42.47, -77.77)"
Industrial,NY0223107,VILLAGE OF ATTICA WATER TREATMENT PLANT,Surface,0.11,3368 DUNBAR RD,ATTICA,NY,USA,14011.0,42.84,-78.26,"(42.84, -78.26)"
Industrial,NY0269573,ELTING'S CORNERS MAINTENANCE FACILITY,Surface,0.0,24 SOUT ST,CLINTiONDALE,NY,SA,12515.0,41.74,-74.04,"(44.0, -75.92)"
Municipal,NY0210803,SCSD #23 - COVENTRY MANOR STP,Ground,0.07,2 SHORT ST,MIDDLE ISLAND,NY,USA,11953.0,40.89,-72.93,"(44.0, -75.92)"
Industrial,NY0257567,LOCKHEED MARTIN MISSION SYSTEMS AND TRAINING,Surface,0.15,1801 ST RTE 17C,OWEGO,NY,UbSA,13827.0,42.1,-76.22,"(40.94, -72.97)"
Municipal,NY0206181,WILLIAMSON - T STP,Surface,0.62,7614 MAKEN RD,WILLIAMSON,NY,USA,14589.0,43.27,-77.17,"(42.01, -74.27)"
Industrial,NY0098736,FOX RUN VINEYARDS INC,Ground,0.0,670 ST RTE 14,PENN YAN,NY,USA,11717.0,42.73,-76.97,"(42.73, -76.97)"
Mnuicipal,NY0005134,SCSD #9 - COLLEGE PARK STP,Ground,0.04,94 ROBERTA AVE,SELDEN,NY,USA,11788.0,40.85,-73.04,"(40.85, -73.04)"
Industrial,NY0272582,AMTRAK - LIC VENTILATION BUILDING,Surface,0.03,52-31 2ND ST,LONG ISLAND CITY,NY,USA,11101.0,40.74,-73.96,"(42.01, -74.27)"
Industrial,NY0210803,QUEENS DISTRICT /5A GARAGE,Surface,0.0,48-01 58TH RD,MASPETH,NY,USA,11378.0,40.73,-73.92,"(40.73, -73.92)"
Industrial,NY0265594,PILOT TRAVEL CENTER #322,Groudn,0.0,ST RTE 53 OFF I-86,KANONA,NY,USA,14810.0,88.38,-77.36,"(42.38, -77.36)"
Industrial,NY0269573,"SUNY AT BUFFALO - SOUTH CAMPUS, BAKER",Surface,0.0,3435 MAIN ST,BUFFALO,NY,USA,14214.0,42.95,-78.82,"(43.25, -73.82)"
Industrila,NY0098736,J H BUHRMASTER-SCOTIA FACILITY,Ground,0.03,421 SACANDAGA RD,SCOTIA,NY,USA,12302.0,42.84,-73.98,"(40.94, -72.97)"
Municipal,NY0272582,SHAWANGUNK WALLKILL SEWER DISTRICT,Surface,0.64,HOFFMAN RD,WALLKILL,NY,USA,12589.0,41.63,-74.19,"(41.63, -74.19)"
Industrial,NY0206181,NORTHWIND FARMS LLC,Ground,0.0,185 W KERLEY CORNERS RD,TIVOLI,NY,xUSA,12583.0,42.06,-73.88,"(43.25, -73.82)"
Industrial,NY0206181,LIDO BLVD WELL FIELD,Surface,0.0,"LIDO BLVD (PART OF LIDO BEACH TOWN PARK PROPERTY)|NCTM SEC 60, BLK 91, BLK 2",LIDO BEACH,NY,SA,11561.0,40.59,-73.62,"(43.08, -76.0)"
