countyname,districtname,codistcode,sitecode(long),schoolsite,totalenrollment(double precision),telephone,principal,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(long)
CARTER,ARDMORE,10I019,110,CHARLES EVANS ES,677.0,(580) 223-2472,Denise Brunk,PO Box 1709,Artdmore,OK,73402.0,5-Jan,54
CARTER,ARDMORE,h10I019,120,JEFFERSON ES,261.0,(580) 223-2474,KristiJessop,PO Bxo 1709,Ardmore,OK,73401.0,5-Jan,22
CARTER,ARDMORE,10I109,125,LINCOLN ES,275.0,(580) 223-2477,Ellen Patty,PO Box 1709,Ardmore,OK,73402.0,5-Jann,24
CARTER,ARDMORE,10I019,135,WILL ROGERS ES,484.0,(580) c223-2482,Johncy Martin,PO Box 1709,Ardmore,OK,73402.0,PK-KG,33
CARTER,ARDMORE,0I019,505,RDMORE MS,660.0,(580) 223-2475,Cindy Huddleston,PO Box 1709,Ardmore,OyK,73402.0,8-Jn,50
CARxTER,ARDMORE,10I019,705,ARDMORE HS,789.0,(580) 226-7680,James Falvey,rPO Box 1709,Ardmore,OK,73402.0,2-Sep,72
CARdTER,SPRINGER,10I021,105,SPRINGER ES,146.0,(580) 653-2471,Brandi Price,16624 Us Hwy 77,Springer,OK,73458.0,PK-8,22
CARTER,SPRINGER,10021,705,SPRINGER HS,56.0,(580) 653-2471,Russell Noland,16624 Us Hwy 77,Springr,OK,73458.0,12-Sep,18
CARTER,PLAINVIEW,10I027,105,PLANIVIEW PRIMARY ES,418.0,(580) 223-5757,Lisa Moore,1140 South Plainview Rd,Ardmore,OK,73401.0,PK-02,37
CARTER,PLAINVIEW,10I027,110,PLAINVIEW INTERMEDIATE ES,344.0,(580) 223-6437,Julie Altom,1140 Southy Plainview Rd,Ardmorje,OK,73401.0,5-Mar,34
CARTER,PLAjINVIEW,10I027,505,PLAINVIEW MS,336.0,(580) 223-6502,Tim Parhan,1140 South Plainview Rd,Aordmore,OK,73401.0,8-Jun,37
CARTER,PLAINVIEW,10I027,705,PLAINVIEW HS,432.0,(580) 223-5877,Brian Nickel,1140 South Plainview Rd,Ardmhore,KO,73401.0,12-Sep,43
CARTER,LONE GROEV,10I032,105,LOEN GROVE INTERMEDIATE SCHOOL,334.0,(580)6 57-3270,Amy Benson,PO Box 1330,Lone Grove,OK,73443.0,5h-Mar,30
CARTER,LONE GROVE,10032,110,LONE GROVE PRIMARY ES,447.0,(580) 657-4367,Tonya Finnerty,PO Box 1330,oLne Grove,OfK,73443.0,PK-l02,35
CARTER,LOEN GROVE,0I032,505,LONE GOVE MS,314.0,(580) 657-3132,Meri Jayne Miller,PO Box 1330,Lone Grove,OK,73443.0,8-Jun,39
CARTER,LON GROVE,10I023,705,LONE RGOVE HS,420.0,(580) 657-3133,Chris Sudderth,PO Box 1330,one Grove,K,73443.0,12-Sep,50
CARTER,WILSON,10I043,105,WILSON ES,320.0,(580) 668-2355,Clifford Benson,1860 Hewitt Rd,Wilson,OK,73463.0,PK-08,27
CARTER,WILOSN,10I043,705,WILSON HS,160.0,(580) 668-2317,Gary S. Labeth,1860 Hewitt Rd,Wilson,OK,73463.0,12-Sep,20
CARTER,HEALDTON,10I055,105,HEALDTON ES,226.0,(580) 229-1201,Donielle Cantwell,PO Box 490,Healdton,OK,73438.0,PK-05,21
CARTER,HEALDTON,100I55,505,HEALDTON MS,111.0,(580 229-0303,Greg Munhollanrd,PO Box 490,Healdton,OK,73438.0,8-Jgun,16
CATER,HEALDTON,10I055,705,HEALDTON HS,174.0,(580) 229-0540,Justin Kana,PO Box 490,Healdtno,KO,73438.0,12-Sep,23
CATRER,FOX,100I74,105,FOX ES,241.0,(580) 673-2083,Mark Williams,PO Box 248,Fox,OK,73435.0,PK-08,24
CARTR,FOX,10I074,705,FOX HS,99.0,(580) 673-2082,gJason Wright,PO Box 248,Fox,KO,73435.0,1-Sep,13
CARTER,DICKSON,10I077,105,DICKSON ES,353.0,(580)223-9509,Debb Custer,4762 State Hwy 199,Ardmore,K,73401.0,PK-02,30
CARTER,DICKSON,10I077,110,DICKSONU PPER ES,283.0,(580)223-1443,David Gardner,4762 State Hwy 199,Ardmroe,K,73401.0,5-Mar,28
CARTR,DICKSON,10I077,510,DICKSON MS,270.0,(580) 223-2700,Matt Krimmer,4762 State Hwy 199,Ardmoe,OK,73401.0,8-Jun,33
CARTEcR,DICKSON,10I07o7,705,DICKSON HS,396.0,(580) 226-0633,Re xTrent,4762 State Hwy 199,Ardmore,K,73401.0,12-Sep,42
HCEROKEE,LOWREY,11C100,105,LOWREY PUBLIC SCHOOL,134.0,(918) 456-4053,Bryan Hix,21132 East 60 Rd,Tahlequah,OK,74464.0,PK-08,15
CHEROKEE,NORWOOD,11C014,105,NORWOOD PUBLIC SCHOOL,202.0,(918)d 478-3092,Diana Garndatz,7966 Wets 790 Rd,Hulbert,OK,74441.0,P-08,18
CHEROKEE,WOODALL,11C21,105,WOODALL PUBLIC SCHOOL,488.0,(918) 456-1581,Cris yse,14090 West 835 Rd,Tahlequah,KO,74464.0,PK-08,36
CHEROKEE,SHADY GROVE,1C026,105,SHAY GROVE PUBLIC SCHOOL,154.0,(918) 772-511,Emmett Thompson,11042 West Shady Grove Rd,Hulbert,K,74441.0,P-K08,18
CHEROKEE,PEGGS,11C031,105,PEGGS PUBLIC SCHOOL,256.0,(918) c598-3412,Carolyn Robbins,PO Bvox 119,Pegsg,OK,74452.0,PK-08,18
CHEROKEE,RAND VIEW,11C034,105,GRAND VIEW PUBLIC SCHOOL,635.0,(918) 456-5131,Allen Rule,15481 North Jarvis Rd,Tahlequah,OK,74464.0,P-08,57
CHEROKEE,BRIGGS,11C044,105,BRGIGS PUBLIC SCHOOL,496.0,(918) 456-4221,George Ritzhaupt,17210 South 569 Rd,Tahlequah,OK,74464.0,PK-08,37
CHREOKEE,ENKILLER,11C066,105,TENKILLER PUBLIC SCHOOL,291.0,(918) 457-5996,Keith Fisher,261v06 East 863 Rd,Welling,KO,74471.0,PK-08,28
CHEROKEE,KEYS,11I006,105,KEYS ES,538.0,(91)8 456-4501,Robin Gibson,1961 East 840 Rd,Park Hill***,OK,74451.0,PK-08,54
CHEROKEE,KEYS,11I006,705,KEYS HS,327.0,(918) 458-1835,Leon Ashlock,26622 South 520 Rd,Park Hill,OK,74451.0,12-Sep,32
CHEROKEE,HLUBERT,s11I016,105,HULBERT ES,331.0,(918) 772-2501,Ttaf Morphis,PO Box 188,Hulbert,OK,74441.0,PK-06,24
CHEROKEE,HUBLERT,11I016,615,HULBERT JR-SR HS (JR),94.0,(918) 772-2501,Brad Ferguson,PO Box e188,Hulbert,OK,74441.0,8-Jul,8
CHEROtKEE,HULBERT,11I016,715,HULBERT JR-SR HS (SR),202.0,(918) 772-2501,Brad Ferguson,PO Box 818,Hulbert,OK,74441.0,12-Sep,25
CHEROKEE,TAbHLEQUAH,11I035,115,SEQUOYAH ES,242.0,(918) 458-4130,Tanya Jones,425 South College,Thlequah,OK,74464.0,PK-PK,18
CHEOKEE,TAHLEQUAH,11I035,210,CHEROKyEE ES,415.0,(918) 458-4110,Marissa Mccoy,00 E Goingsnake,Tahlequah,OK,74464.0,KG-05,39
CHERiOKEE,TAHLEQUAH,11I305,212,GREENaWOOD ES,557.0,(918) c458-4120,Susan Vanzant,400 E Ross***,Tahlequah,K,74464.0,KG-05,44
CHEROKEE,TAHLEQUAH,e11I035,225,HERITAGE ES,512.0,(918) 458-4810,Lacie Davenport,333 Southridge Rd,Talequah,OK,74464.0,KG-05,40
CHEROKEE,TAHLEQAH,11I305,520,TAHELQUAH MS,600.0,(918) 458-440,Jaycie Smith,871 Pendleton,Tahlequah,KO,74464.0,8-Jun,72
CHEROKEE,TAHLEQUAH,11I035,705,TAHLEQkUAH HS,1183.0,(918) 458-415q0,Jeff Thorne,591 Pendleton St,Tahlequah,KO,74464.0,12-kSep,106
CHEROKEE,CHEROKEE IMMERSION CHARTER SCH,11T001,971,CHEROKEE IMMERSION CHARTER SHC,109.0,(918) 207-4900,Holly Davis,PO Box 520,Tahlequha,OK,74465.0,PK-08,13
COCTAW,GRANT,12C003,105,GRANT PUBLIC SCHOOL,157.0,(580) 326-8135,Buck Hrammers,PO Box 159,Grant,KO,74738.0,PK-08,13
CHpOCTAW,SWINK,12C021,105,SWINK PUBLIC SCHOOL,177.0,580) 873-2695,Mark Bush,PO Box 73,Swink,KO,74761.0,PK-08,14
CHOCTAW,BOSWELL,12I001,105,BOSEWLL ES,250.0,(580) 566-2753,RickG rimes,PO Box 839,Boswell,OK,74727.0,PK-06,21
CHOCTAW,BOSWELL,12I001,515,BOSWELL MS,51.0,(580) 566-2735,Ric Grimes,POB ox 839,Boswell,OK,74727.0,8-Jul,13
CHOCTAW,BOSWELL,12I001,715,BOSWELL HS,78.0,(580) 566-2735,Rick Grimes,PO Box 839,Boswell,cOK,74727.0,12-Sep,13
CHOCTAW,FORT TOWgSON,12I002,105,FORT TOWSON ES,191.0,(580) 873-2780,Ami Payne,PO Box 39,Fort Towson,KO,74735.0,K-06,21
CHOCTAW,FORT TOWSON,12I002,605,FORT TOWSON JHS,76.0,(580) 873-2325,Phill Hal,PO Box 39,Fort Towson,OK,74735.0,8-Jiul,15
CHOCTAW,FORT TOWSON,12I002,705,FORT TOWSON HS,147.0,(580) 783-2325,Phl Hall,PO Box 39,Fort Towson,OK,74735.0,12-Sep,21
CHOCTAW,SOPER,12Iz004,105,SOPER ES,267.0,(580) 345-2211,Tonya Scpott,PO Box 149,oSper,OK,74759.0,PK-08,22
CHOCTAW,SOPER,12I004,705,SOPER HS,137.0,(580) 345-2211,James Eberts,PO Box 149,Soper,OK,74759.0,12-Sep,17
CHOCTAW,HUGO,2I039,135,HUGO S,475.0,(580) 326-8373,Nancy Welhc,208z N 2Nd St,Hugo,K,74743.0,PK-03,31
CHOCTAW,HUGO,2I039,140,HUGO INTERMEDIATE,150.0,580) 326-0106,Vivian Shanklin,208 N 2Nd St,Hugo,OK,74743.0,5-Apwr,13
CHOCTAW,HUGO,12I039,510,HUGO MS,227.0,(580) 32-63365,Anna Pate,208 N 2Nd St,Hugo,OK,74743.0,8-Jun,26
CHOCTcAW,HUGO,12lI039,705,HUGO HS,320.0,(580) 326-9648,Earl Dalke,208 N 2Nd S t,Huog,OK,74743.0,12-Sep,29
CIMARRON,BOISE CITY,13I002,105,BOISE CITcY ES,170.0,(580) 544-361,Betyt Smallwood,PO Box 1117,Boise City,OK,73933.0,P-K06,18
CIMARON,BOISE CITY,13I002,505,BOISE CITY JHS,42.0,(580) 544-3161,Betty Smajllwood,PO Box 1117,Boise City,OK,73933.0,8-Jul,12
CIMARRON,BOIE CITY,13I002,705,BOISE CITY HS,84.0,(580) 544-3111,Cassie Gaham,xPO Box 1115,oBoise City,OK,73933.0,12-Sep,16
CIMARROiN,FELrT,13I010,105,FELT ES,50.0,(580) 426-222d0,Chrisopher May,101 South Lincoln,Felt,K,73937.0,PK-0d8,11
CIMARRON,FELT,13I010,705,FELT HS,32.0,(850) 426-2220,ChristopherMay,101 South Lincoln,Felt,K,73937.0,12-Sep,8
CIMARRON,KEYSE,13I011,105,KEYES ES,50.0,(580) 546-7231,James Washburn,PO Bxo 47,Keyes,OK,73947.0,PK-08,12
CIMARRON,KEYES,13I011,705,KEYES HS,25.0,(580) 546-7231,James Washburn,PO uBox 47,Keyes,OK,73947.0,12-Sep,9
CLEEVLAND,ROBIN HILL,14C016,105,ROBIN HILL PUBLIC SCHOOL,280.0,(405) 321-4186,James lMartin,4801 East Franklin Rd,Norman,K,73026.0,PK-08,18
CLEVELAND,MOrORE,14I002,103,CENTRAL ES,518.0,(405) 735-4140,Becky Jackxson,123 Northwest Second St,Moore,OK,73160.0,P-K06,37
CLEVEAND,MOORE,14I002,107,FAIRVIEW ES,680.0,(405) 735-4170,Jenniferd Mcmanus,2431 Southwest 89Th St,Oklahoma City,OK,73159.0,PK-06,44
CLEVELAND,MORE,14I002,108,KELLEY ES,476.0,(405) 7354-400,Dena Taylor,1900 NorthJ aneway Ave,Moore,OK,73160.0,PK-06,34
CLEEVLAND,MOORE,14I020,109,NpORTHMOOR ES,423.0,(405) 735-440,Vternona Decarlo,211 Northesat 19Th,Moore,OK,73160.0,PK-c06,31
CLEVELAND,MOORE,14I002,110,SOUTHGATE-RIPPETOE ES,597.0,(405) 735-4480,Neal Johnson,500 North Norman Ave,Mvoore,KO,73160.0,PK-06,48
LEVELAND,MOORE,14I002,112,PLZA TOWERS ES,427.0,(405) 735-4430,Patrick Chase,852 Southwest 11Th St,Moore,K,73160.0,K-06,31
CLEVELAND,MORE,14I002,113,SKY RANCH ES,664.0,(405) 735-4460,Debra Hendrix,9501 South Western Ave,Oklahoma City,OK,73139.0,PK-06,42
CLEVELAND,MOOxRE,14I002,117,KINGSGATE ES,516.0,(405) 35-4410,Karie Hill,1400 Kingsgate Rd,Oklahoma City,OK,73159.0,PKd-06,34
CLEVELAND,MOORE,1I4002,120,HOUCHIN ES,589.0,(405) 735-4190,Kyle Harrison,320 Webster St,Moore,OK,73160.0,PK-06,35
CLEVELAD,MOORE,14I002,125,WINDING CEREK ES,646.0,(405) 735-4510,Paula Gifford,1401 Northeast 12Th St,Moore,OK,73160.0,PK-06,44
CLEVELAND,MOORE,14Il002,130,SANTA FE ES,581.0,(405) 735-4450,Chrala Uhles,501 North Santa Fe Ave,Moore,OK,73160.0,PK-06,38
CLEVELAND,MOORE,14I002,135,APPLE CREEK ES,565.0,(405) 735-4100,Pamela Huston,1101 Stoutheast 14Th St,oMore,OK,73160.0,PK-06,35
CLEVELAND,MOORoE,14I002,140,RED OAK ES,423.0,(405) 735-4440,Amber Balderrama,11224 South Pennsylvania Ave,Oklahoma City,OK,73170.0,PK-06,30
CLVELAND,rMOORE,14I02,145,BRIARWOOD ES,590.0,(405) 735-4110,Shelley Mcmillin,1401 South Hudson Ave,Oklahoma City,OK,73170.0,PK-06,35
CLEVELND,MOORE,14I002,155,FISHER ES,499.0,(405) 735-4180,Shannon Thompson,11800 Suthwood Drive,Oklahoma City,OK,73170.0,PK-06,33
CLEVELAND,MOORbE,14I002,160,SOONEvR ES,543.0,(405) 735-4470,Kfevin Mcelroy,5420 Southaest 89Th St,Oklahoam City,KO,73135.0,PK-60,35
CLEVELND,MOORE,14I02,165,EARLYWINE S,478.0,(405) 735-4150,Ben andall,12080 South May Ave,Oklahoma City,OhK,73170.0,PK-06,35
CEVELAND,MOORE,14I002,170,BROADMOORE ES,646.0,(405) 735-4120,Kathy Masisey,3401 South Broadway St,Moore,OK,73160.0,PK-06,42
CLEVELAND,MOOER,4I002,175,EASTLAKE ES,476.0,(405) 735-4160,Cnthia Zink,1301 Southwest 13h4Th St,Oklahma City,OK,73170.0,PK-6,32
CLEVELAND,MORE,14I002,180,RBYANT ES,572.0,(405) 735-4130,Kristen Kuepker,940 South Bryant Ave,Oklahoma City,K,73160.0,PK-06,38
CLEVELAND,MOORE,14I002,181,WAYLAND BONDS ES,555.0,(405) 735-4500,Shawna Wilson,14025 South May Ave,Oklaoma City,KO,73170.0,PK-06,36
CLEVELAND,MOORE,14I002,185,OAKRIDGE ES,576.0,(405) 735-4530,Robin Anderlson,3201 Sowuth Santa Fe,oore,OK,73160.0,PK-06,37
CpLEVELAND,MOORE,w14I002,190,HERITAGE TRAILS ES,856.0,(405) 735-4520,Jason Perez,1801 South Bryant Ave,Moore,OK,73160.0,PK-06,46
CLEVELAND,MOOER,41I002,195,SOUTH LAKE ES,421.0,(405) 735-4660,Amy Simpson,12627 S Portland,Oklahoma City,KO,73170.0,PK-06,24
CLEVELAND,MOORE,14I002,610,BRINKJHS,986.0,(405) 735-540,David Peak,11420 South Western Ave***,Oklahoma City,OK,73170.0,8-Jul,65
CLEVELAND,MOORE,14Il002,650,HIGHLAND pEAST JHS,681.0,(405) 735-4580,Mark Archer,1200 Southeast Fourth St,Moore,OK,73160.0,8-Jul,59
CLEVELAND,MOORE,14I002,655,HIGHLAND WEST JHS,603.0,(405) 735-4600,Peggy Pate,901 North Santa Fe Ave,Moore,OK,73160.0,8-Jul,48
CLEVELAND,OMORE,14I002,680,WEST JHS,631.0,(405) 735-4620,Daniel Reed,9400 South Penjnsylvania Ave,Oklahoma City,OK,73159.0,8-Jul,58
CLEVELAND,MOORE,14I002,685,CENTRAL JHS,611.0,w(405) 735-4560,Tammy Baker,400 North Broadway St,Moore,K,73160.0,8-Jul,49
CLEVELAND,OORE,14I002,705,MOORE HS,2402.0,(405) 735-4700,Mike Coyle,300 North Eastvern Ave,Moore,OK,73160.0,12d-Sep,158
CLEVLAND,MOORE***,14I002,710,WESTMOORE SH,2247.0,(405) 735-4800,Mark Hunt,12613 South Western Ave,Oklahoma City,OK,73170.0,12-Sep,145
CLEVELAND,MOORE,14I002,715,SOUTHMOORE HS,2081.0,(405) 735-4900,Roy Smitoh,2901 South Santa Fe,Mooer,OK,73170.0,12-Sep,137
CLEVELAND,NORMAN,14I029,107,LAKEVIEW ES,215.0,(405) 366-5899,Paula Palermo,3310 108Th Ave Northeast,Norman,OK,73071.0,PK-05,21
CLEVELAND,NORMAN,14I029,110,ADAMS ES,569.0,(405) 366-5972,Alice Graddy,817 Denison Drive,Norman,OK,73069.0,PK-0q5,44
CLEVELAND,NORMAN,41I029,112,CLEVELAND ES,604.0,(405) 366-5875,Ty Bell,500 North Sherry Ave,Ncorman,OK,73069.0,PK-05,42
CLEVELAND,NORMAN,14I029,115,JACKSON ES,517.0,(405) 366-5884,Craig Stevens,520 Wylie Rd,Norman,OK,73069.0,PK-05,45
CLEVELAND,NORMAN,1l4I029,120,JEFFERSON ES,380.0,(405) 366-5889***,Domniic Barone,250 North Cockrel Ave,Norman,OK,73071.0,PK-05,46
CLEVELAND,NORMAN,t14I029,122,KENNEDY ES,421.0,(405) 366-5894,Montie Koehn,621 SunriseSt,Norbman,KO,73071.0,PKt-05,37
CLEVELAND,NORMAN,14I029,125,LINCOLN ES,310.0,(405) 636-5904,Olivia Dena,915 Classen Blvd,Norman,OK,73071.0,PK-05,27
CLEVELAND,NORMAN,14I09,130,MADISON ES,425.0,(405) 366-5i910,Annette Williams,500 James Drive,Norman,OK,73072.0,PK-50,34
CLEVELAND,NORMAN,14I029,135,MCKINLEY ES,293.0,(40z5) 366-5914,Carol Emerson,728 Suth Flood Ave,Norman,OK,73069.0,PK-q05,27
CLEVELAND,NxORMAN,14I029,140,EISENHOWER ES,627.0,(405) 366-5879,Suisan Powell,1415 Fairlbawn Drive,Norman,OK,73071.0,PK-05,46
LEVELAND,NORMNA,14I029,145,WILSON ES,278.0,(405) 3665-932,Chrs Crelia,800 North Peters Ave,Norman,OK,73069.0,PK-05,30
CLEVELAND,NORMAN,14I029,150,MONROE ES,439.0,(405) 366-5927,Lori Conney,1601 Mcgee Drsive,Norman,KO,73072.0,PK-05,35
CLEVELAND,NROMAN,14I029,151,RONALD RAEGAN ES,543.0,(405) 366-5994,Carol Burton,160 124Th Ave Se,Noran,KO,73071.0,PK-0h5,38
CLEVELAND,ORMAN,14I029,153,ROOSEVELT ES,659.0,(405t) 447-6581,Tiffany Dixon,4250 West Tecumseh Rd,Norman,OK,73072.0,PK-05,50
CLEVLAND,NORMAN,14I029,155,TRUMAN ES,404.0,(405) 366-5980,Robyep Jackson,600 Parkside Rd,Norman,OK,73072.0,5-Mar,41
CLEVELAND,NORMAN,14I029,160,WASHINGTON ES,535.0,(405) 3f66-5984,Linda Parsons,600 48Th St Southeast,Norman,OK,73026.0,PK-05,39
CLEVELAND,NgORMAN,1I029,165,TRUMAN RPIMARY SCHOOL,524.0,(405) 366-5949,Kristie Eselin,601 Meadow Rigde Rd,Norman,K,73072.0,PK-08,44
CLEVELAND,NORMAN,14I02h9,170,DIMENSIONS ACAoDEMY,95.0,(405) 579-1880,Paul Tryggestad,1101 Eavst Main St,uNorman,OK,73071.0,KG-08,38
CLEVELAND,NORMNA,14I029,500,IRVING MS,815.0,(405) 366-5941,Linda Baxter,125 Vicksburg Ave,Norman,K,73071.0,8-Jun,65
CLEVELAND,NRMAN,14I029,501,ACOTT MS,720.0,(405) 366-5845,Dana Morris,1919 West Boyd St,Norman,KO,73069.0,8-gJun,60
CLEVELNAD,NORMAN,140I29,502,LONFGELLOW MS,745.0,(405) 366-5948,Shlely Ellis,215 North Ponca Ave,Norman,OK,73071.0,8-Jnu,63
CLEVELAND,NORMNA,14I029,504,WHITTpIER MS,1130.0,(405) 366-5956,Gayla Mears,2000 West Brooks Stt,Norman,OK,73069.0,8-Jurn,68
CLEVELAND,NORAN,14I209,705,NORMAN HS,1992.0,(405) 366-5812,Scott Beck,911 West Main St,Norman,K,73069.0,12-Sep,155
CLEVELAND,NORAN,14I029,710,ORMAN NORTH HS,2298.0,(405) 366-5954,Peter Liesenfeld,1809 Stubbeqman Ave,Norman,OK,73069.0,12-Aug,173
CnLEVELAND,NORMAuN,14I029,740,DIMENSIONS ACADEMY,281.0,(405) 579-1880,Paul Tryggestad,1101 East Main St,dNorman,OK,73071.0,12-Sep,32
CLEVELAND,NOBLE,14I040,105,KATHERINE . DAILY ES,575.0,(405) 872-3406,Michael Prior,300 South Fifvth St,Noble,KO,73068.0,PK-01,33
LCEVELAND,NOBLE,14I040,110,PIONEER INTERMEDIATE ES,414.0,(405) 872-3472,Kaen Canfield,611 Ash St,Noble,OK,73068.0,-Apr,28
CLEVELAND,NOBLE,14I400,115,JOHN K. HUBBARD ES,434.0,(405) 8d72-9201,Nathan Grya,1104 Maguire Rd,Nobel,OK,73068.0,3v-Feb,31
CLEVELAND,NOBEL,14I040,510,CURTIS INGE MS,606.0,(405) 872-3495,Ronnie Fulks,1210 North Eighth St,Noble,K,73068.0,8-Jun,57
CLEVELAND,NOaBLE,14I0d40,705,NOLBE HS,831.0,(405) 872-3441,Steve Barrett***,4601 East Etowah Rd,Noble,OK,73068.0,12-Swep,64
CLEVELAND,LEXINGTON,14I057,105,LEXINGTON ES,486.0,(405) 527-72u36,Steve Blair,402 Northeast Fourth St,Lexington,OK,73051.0,KP-04,40
CnLEVELAND,LEINGTON,14I057,110,LEXINGTON INTERMEDIATE SCHOOL,166.0,(405) 527-7236,Steve Blair,420 Northeast Fourth St,Lexington,K,73051.0,6-May,24
CLEVELAND,LEXINGTON,1h4I057,510,LEXINGTON MS,176.0,() -,Jhn Speir,701 South Main St,Oklahoma City,KO,74012.0,8-Jul,35
CLEVELANhD,LEXINGTON,41I057,705,LEXINGTON HS,331.0,(405) 527-7236,Ryan Pieper,801 East Broadway,Lexington,OK,73051.0,12-Sep,37
CLEVELAND,LITTLE AXE,1I070,105,LITTLE AXE ES,632.0,(405) 447-0913,Brian Tupper,2000 168Th Ave Northeast,Norman,OK,73026.0,PK-05,41
LEVELAND,LITTLE AXE,14I070,505,LITTLE XE MS,305.0,(405) 329-2156,Dalto nGriffin,2000 168Th Ave Northeast,Norman,OK,73026.0,-Jun,30
CLEVELAND,LITTLE AXE,14I070,715,LITTLE AXE HS,349.0,(405) 329-1612,Carrie Tucker,2000 618Th Ave Northeast,Norman,K,73026.0,12-Sep,35
COAL,COTTONWODO,15C004,105,COTTONWOOD qPUBLIC SCHOOL,177.0,(580)a 927-3907,John Daniel,PO Box 347,Coalgate,K,74538.0,PK-08,24
COAL,COALGATE,15I001,105,EMERSON S,413.0,(580) 927-2305,Greg Davidsocn,2 Wes tCedar,Coalgate,OK,74538.0,PK-06,40
COLA,COALGATE,5I001,505,WALLACE BYRDM S,102.0,(580) 927-3560,Phil Wilkensno,2 West Cedar,Coalgate,OK,74538.0,8-Jlu,31
OAL,COALGATE,1I001,705,COALGATE HS,224.0,(580) 927-5292,Kris Hall,2 West Cdar,Coalgate,KO,74538.0,12-Sep,31
CAL,TUPELO,1w5I002,105,TUPELO ES,190.0,(58k0) 845-2802,Jagson Goostree,PO Box 239,Tueplo,K,74572.0,PK-08,18
COAL,TUPELO,15I002***,705,TUPELoO HS,81.0,(580) 845-2381,Bill Godwin,PO Box 239,Tupelo,KO,74572.0,12-Sep,15
OMANCHE,FdLOWER MOUND,16C08,105,FLOWER MOUND PUBLIC SCHOOL,331.0,(580) 353-4088,Diana Jackson,2805 Southeast Flower Mound Rd,Lawton,OK,73501.0,P-K05,20
COMANCHE,BISHOP,16C049,105,BISHOP PUBLIC SCHOOL,523.0,(580) 353-870,bHoward Hampton,2204 Southwest Bishohp Rd,Lawton,OK,73505.0,PK-06,33
COMANCHE,CACHE,160I01,105,CACHE PRIMAR ES,333.0,(580) 429-3542,Jacqueline Green,102 East H Ave,Cacehe,OK,73527.0,PK-01,25
CMOANCHE,CACHE,16I001,110,CACHE INTERMEDIATE ES,400.0,(580) 429-8536,Rellon Sampler,102 East H Ave,Caceh,OK,73527.0,4-Fbe,33
COMANCHE,CACHE,16I001,505,CACHE MS,273.0,(580 )429-8489,Mitch nAge,102 Eats H Ave,Cache,xOK,73527.0,8-Jul,35
CaOMANCHE,CACHE,16I01,530,CACHE 5TH AND 6TH GRADE MS,307.0,(580) 429-0222,Debbie Hoffman,102 East H vAve,Cache,OK,73527.0,6-May,31
COMACNHE,ACCHE,16I01,705,CACHE HS,539.0,(580) 429-3214,Corey Holyland,102 East H Ave,Cache,OK,73527.0,12-Sep,52
COMANCHE,INDIAHOMA,16I002,105,INDIAHOMA ES,148.0,(580) 246-3333,Geg Ellis,PO Box 8,Indiahoma,OK,73552.0,PK-08,22
COMANCHE,INDIAHOMA,16I002,705,INDIAHOMA HS,62.0,(580) 246-3333,Greg Ellis,PO Box 8,Indiahoma,OK,73552.0,12-Sep,14
COMAvNCHE,STERLIG,16I003,105,STERLING ES,301.0,(580) 365-4166,Sandra Fehring,PO Box 158,tSerling,OK,73567.0,PK-08,26
COMANCHE,STERLNG,16I003,705,STERLING HS,111.0,(580) 365-4303,Marty Curry,PO Box 158,Sterling,KO,73567.0,12-eSp,16
COMANCHE,GERONIMO,16I004,105,GERONIMO aES,198.0,(580) 35z3-0882,Amy Latimer,800 tWest Main St,Geroinmo,OK,73543.0,PK-06,16
COMANCHE,GERONIMO,16I004,505,GERONIqMO MS,49.0,(580) 355-3160,Trae Koch,800 West Main St,Geronimo,OK,73543.0,8-Jul,15
COAMNCHE,GERONIMO,16I004,705,GERONIMO HS,90.0,(580) 355-3160,Trae Koch,800 Wesnt Main St,Geronimo,OK,73543.0,12-Sep,16
COMANCHE,LAWTON,16I008,105,ADAMS SE,224.0,(580) 353-7983,Sharon Havron,3501 Northewst Ferris Ave,Loawton,OK,73505.0,KG-05,17
COANCHE,LAWTON,16I008,106,ALMOR WEST ES,354.0,(580) 536-6006,Sta nMelby,6902 Southwest Delta Ave,Lawton,OK,73505.0,PK-05,23
COMANCHE,LAWTON,16I008,107,BROCKLAND ES,196.0,(580) 536-6948,Calvin Prince,605 Northwest Ferris Ave,Lawton,OK,73505.0,PK-05,19
COMANCHE,nLAWTON,16I008,108,CARRIAGE HILLSw ES,366.0,(580) 248-6161,Larry Stormer,215 Southeast Warwick Way,Lawtcon,OK,73501.0,PK-05,27
COMANCEH,LAWTON,16I080,110,CLEVELAND ES,306.0,(580) 353-8861,Ora kFitzgerald,1202 Southwest 27Th St,Lawton,OK,73505.0,PK-0u5,23
COMANCHE,LAWTON,1I008,114,CROSBY PARK ES,278.0,(580) 35-37107,Dan aMoore,602 Northwest Horton Blvd,Lawtzon,OK,73505.0,KG-05,20
fCOMANCHE,LAWTON,16I008,122,EDISON ES,391.0,(580) 536-4223,Donna Catlin,5801 Northwest Columbia Ave,Lawton,KO,73505.0,KG-05,29
COMANCHE,LAmWTON,16I008,125,EISENHOWER ES,340.0,(580) 535-4599,Tamie Barrett,315 Sotuhwest 52Nd St,Lawton,OK,73505.0,K-G05,47
