OBJECTID,ACRES,USE_,MODIFICATIONS,LANDUSE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SHAPESTArea,SHAPESTLength
6745,4.37099963,,,Business/Commercial,,,,,190400.756605365,1750.88451011107
6746,10.31495651,,,Low Density Residential,,,,,449319.465513857,3682.65380293446
6747,7.8553986,,,Low Density Residential,,,,,342181.18475204,2778.12524079557
6748,6.84742142,,,High Density Residential,,,,,298273.712296363,2293.51449449234
6749,3.73497043,,,Low Density Residential,,,,,162695.355661552,2279.34458735714
6750,19.68804204,,,Low Density Residential,,,,,857611.11989051,5546.44676886842
6751,2.25526062,,,Medium Density Residential,,,,,98239.1754745039,1758.98108015822
6752,20.79511407,School,,Institution/Government,,,,,905835.195565599,4651.43300432975
6753,13.76017069,,,Medium Density Residential,,,,,599392.978083441,5618.73395202251
6754,0.00391175,,10/14/10,Agriculture/Open Space,,,,,170.468850657842,2693.55898584592
6755,0.23460799,,,Conservation,,,,,10219.5357260271,1051.64153148886
6756,451.41986504,,10/14/10,Agriculture/Open Space,,,,,19663849.6627628,34205.2395306448
6757,135.33339543,,10/14/10,Agriculture/Open Space,,,,,5895122.69935916,11344.516911546
6758,71.24337359,,,Conservation,,,,,3103361.4777274,10396.5343168992
6759,155.41361419,,,Conservation,,,,,6769817.0368749,21876.0808363208
6760,89.10565087,,10/14/10,Agriculture/Open Space,,,,,3881442.04204357,10487.3416208291
6761,15.69654306,,10/14/10,Agriculture/Open Space,,,,,683741.331431021,4051.48435164823
6762,1259.63887117,,10/14/10,Agriculture/Open Space,,,,,54869869.3687348,39126.5884769271
6763,12.27408033,,10/14/10,Agriculture/Open Space,,,,,534658.93614119,3429.97706197555
6764,1378.48185443,,10/14/10,Agriculture/Open Space,,,,,60046669.0836633,35126.550472253
6765,19.50384405,,10/14/10,Agriculture/Open Space,,,,,849587.272639749,4234.2805444663
6766,304.15987673,,,Conservation,,,,,13249204.6076457,22563.5445292462
6767,97.20322253,,,Low Density Residential,,,,,4234172.33035644,27633.8531329966
6768,0.59636925,,,Low Density Residential,,,,,25977.8728840884,1021.10817616249
6769,24.12631603,,,Low Density Residential,,,,,1050942.29717856,5085.32070286857
6770,27.62681421,,,Conservation,,,,,1203423.9812865,12524.8112552533
6771,1.20332256,,,Business/Commercial,,,,,52416.7209264611,933.338880127319
6772,109.69331941,,10/14/10,Agriculture/Open Space,,,,,4778240.60703169,10590.7002705257
6773,29.83066763,,,Conservation,,,,,1299423.70058606,5009.31088311425
6774,325.87967154,,10/14/10,Agriculture/Open Space,,,,,14195318.1438618,29364.8275785247
6775,139.93808245,,10/14/10,Agriculture/Open Space,,,,,6095703.0530862,11602.5457052378
6776,420.05691414,,,Conservation,,,,,18297678.8049007,33596.681991073
6777,2.91982872,,,Office,,,,,127187.720881765,2986.73566511674
6778,43.7679607,,,Low Density Residential,,,,,1906532.25821623,16222.0521088302
6779,36.17095332,,,Conservation,,,,,1575606.72550614,13229.7736173214
6780,9.84361009,,10/14/10,Agriculture/Open Space,,,,,428787.682905876,2603.12437630322
6781,6.58030484,,,Low Density Residential,,,,,286638.074828962,4642.37074849348
6782,17.57755352,,,Office,,,,,765678.359810791,4849.23775205584
6783,397.42311307,,10/14/10,Agriculture/Open Space,,,,,17311750.9763755,18581.5381561646
6784,171.7070052,,,Office/Research,,,,,7479557.48499704,12237.6978571524
6785,84.8401769,,,Conservation,,,,,3695637.87627951,14092.2878224339
6786,56.9019371,,,Conservation,,,,,2478648.60910478,9974.87180333811
6787,81.49677031,,,Conservation,,,,,3549999.13146105,10553.7147635034
6788,100.31648849,,,Conservation,,,,,4369785.99845516,11414.6368130011
6789,51.95576738,,,Conservation,,,,,2263193.26295218,9563.02404773156
6790,1928.65881475,,,Conservation,,,,,84012378.9383601,56566.272705929
6791,8.39443231,,,Low Density Residential,,,,,365661.479354946,2899.77548328219
6792,17.13856451,,10/14/10,Agriculture/Open Space,,,,,746555.708442361,4895.29649610127
6793,30.2672938,,10/14/10,Agriculture/Open Space,,,,,1318443.39988602,4838.02138237655
6794,521.70810613,,,Conservation,,,,,22725605.1644408,75552.9772985457
6795,1429.57397961,,,Conservation,,,,,62272243.4307143,55847.3249581738
6796,218.1390588,Golf Course,10/14/10,Recreation,,,,,9502137.28296377,13280.4917823933
6797,1057.63975526,,,Conservation,,,,,46070787.5269518,44500.9740101946
6798,12.70885781,,,High Density Residential,,,,,553597.889424209,3063.77900318994
6799,1.5336908,,9/23/10,Urban Mixed Use,,,,,66807.5955770116,1342.28775680503
6800,1.42919396,,,Business/Commercial,,,,,62255.6915536405,1646.94162604245
6801,1.16919357,,,Medium Density Residential,,,,,50930.1048866935,934.57205402688
6802,21.3199582,,,Low Density Residential,,,,,928697.405963683,6775.10207313418
6803,7.31532673,,,Low Density Residential,,,,,318655.594640687,2842.53255016494
6804,7.12361397,,,Low Density Residential,,,,,310304.572082776,2842.21093533898
6805,8.86618912,,,Low Density Residential,,,,,386211.152826552,3221.5350659065
6806,13.64028278,,,Low Density Residential,,,,,594170.76532331,6030.38753868188
6807,7.52195419,,,Low Density Residential,,,,,327656.383788715,2848.93238196256
6808,19.8963241,,,Low Density Residential,,,,,866683.851695475,5155.30402049896
6809,43.36435558,,,Low Density Residential,,,,,1888951.45672941,6637.66819435373
6810,4.63813895,,,Low Density Residential,,,,,202037.356640799,1882.16092522526
6811,14.50546216,,,Conservation,,,,,631857.930180571,3857.87406911715
6812,9.20141997,,,Conservation,,,,,400813.872922676,2613.04447955676
6813,16.99941134,,,Low Density Residential,,,,,740494.365538505,4890.78481259259
6814,1.94598979,,,Conservation,,,,,84767.3554582878,2514.96679844792
6815,6.72322737,,,Conservation,,,,,292863.825087629,3797.90851197854
6816,0.32147457,,,Conservation,,,,,14003.3847322253,860.57363751785
6817,0.77250668,,,Conservation,,,,,33650.4665773357,1997.11007972378
6818,13.06248501,,,Medium Density Residential,,,,,569001.889472874,6963.62459392892
6819,0.09897187,,,Conservation,,,,,4311.21036244855,334.524506197396
6820,5.06333332,,,Low Density Residential,,,,,220558.777904253,2982.57530659965
6821,36.6234588,,,Low Density Residential,,,,,1595317.91414797,15019.4321386371
6822,10.16783925,,,Medium Density Residential,,,,,442911.173105268,6014.40975264093
6823,9.60411626,,10/14/10,Recreation,,,,,418355.282440405,3549.47702925747
6824,13.92761558,,,Low Density Residential,,,,,606687.026676704,3785.68585592053
6825,369.92064915,,10/14/10,Agriculture/Open Space,,,,,16113743.9087134,22616.3867198142
6826,74.40670712,,10/14/10,Agriculture/Open Space,,,,,3241156.10269648,10074.4379367142
6827,59.79791099,,10/14/10,Agriculture/Open Space,,,,,2604796.88533104,7394.69552067393
6828,0.79617563,,,Medium Density Residential,,,,,34681.3845840832,1056.65669952144
6829,2.08751588,,,Medium Density Residential,,,,,90932.2676454378,1638.11296699575
6830,0.92964099,,,Low Density Residential,,,,,40495.1930045282,824.73985476601
6831,1.6134621,,,Medium Density Residential,,,,,70282.3672506186,1051.26642690724
6832,6.64924376,,,Low Density Residential,,,,,289641.110144768,2634.16935103637
6833,1.89199179,,,Medium Density Residential,,,,,82415.1694760391,1169.02262881346
6834,1.93588199,,,Medium Density Residential,,,,,84327.0101202676,1205.3157015977
6835,14.6411969,,,Light Industry/Logistics,,,,,637770.687920493,4084.60004189167
6836,1.89339879,,,Medium Density Residential,,,,,82476.5072851763,1236.83542792009
6837,6.31919258,,,Low Density Residential,,,,,275264.06136575,2181.11041383218
6838,5.46053317,,,Medium Density Residential,,,,,237860.794958392,4410.0417554217
6839,1.17636466,,,Medium Density Residential,,,,,51242.4376687206,920.240497061579
6840,9.57625417,,,Medium Density Residential,,,,,417141.488814796,4319.56567250854
6841,5.81219378,,,Low Density Residential,,,,,253179.189186104,2027.771614137
6842,13.26633131,,,Medium Density Residential,,,,,577881.309930541,9527.48411538773
6843,0.71465475,,,Conservation,,,,,31130.3714624828,890.355709912639
6844,6.71706195,,,Medium Density Residential,,,,,292595.221481274,2428.36655088794
6845,5.57005794,,,Medium Density Residential,,,,,242631.744592473,2104.87512953437
6846,12.69193535,,,Medium Density Residential,,,,,552860.710861079,4635.00901383633
6847,23.17425172,,,Business/Commercial,,,,,1009470.42783843,4445.69338206897
6848,24.40037732,,9/23/10,Urban Mixed Use,,,,,1062880.3655842,15860.479073548
6849,14.56845803,,,Medium Density Residential,,,,,634601.874488717,6280.74870400326
6850,1.90439592,,,Medium Density Residential,,,,,82955.4434269728,1183.86507361491
6851,1.30925599,,,Medium Density Residential,,,,,57031.1646655893,1218.25676801328
6852,0.91479502,,,Business/Commercial,,,,,39848.4231024948,968.106512010167
6853,0.61764275,,,Medium Density Residential,,,,,26904.5823853234,831.255085182671
6854,0.19382931,,,Conservation,,,,,8443.21063928869,879.314871824051
6855,4.92670934,,,Medium Density Residential,,,,,214607.379743608,2721.24022904432
6856,1.86692937,,,Medium Density Residential,,,,,81323.3814922422,1175.84265282633
6857,1.33822454,,,Business/Commercial,,,,,58293.0353142486,968.627653052953
6858,4.7675689,,,Medium Density Residential,,,,,207675.334650685,2321.35917143742
6859,4.79158324,,,Business/Commercial,,,,,208721.235371379,2098.72422410484
6860,2.65010481,,,Medium Density Residential,,,,,115438.544836146,1488.51805261304
6861,61.5458619,,10/14/10,Office,,,,,2680937.71300627,7053.58931524142
6862,644.50060908,,10/14/10,Agriculture/Open Space,,,,,28074446.8374403,22510.2033086335
6863,1.78457812,,,Medium Density Residential,,,,,77736.2608140103,1354.33573821844
6864,12.03865308,,,Medium Density Residential,,,,,524403.828099192,3826.73035562242
6865,3.11226378,,,Business/Commercial,,,,,135570.150848398,2131.13442959358
6866,2.60056217,,,Medium Density Residential,,,,,113280.45430576,1444.7712813042
6867,3.96152352,,,Medium Density Residential,,,,,172564.002367118,1934.20543458873
6868,84.56355132,,,Low Density Residential,,,,,3683588.34979912,16341.8759936574
6869,6.22607121,,,Medium Density Residential,,,,,271207.696021207,2307.03592388126
6870,6.40494687,,,Medium Density Residential,,,,,278999.509873894,2341.49262167529
6871,3.99556039,,,High Density Residential,,,,,174046.618515832,2066.43771536474
6872,7.23678231,,,Low Density Residential,,,,,315234.283199477,2736.68206154208
6873,10.1032394,,,Low Density Residential,,,,,440097.086928928,3502.91239554416
6874,14.78935508,,,Business/Commercial,,,,,644224.265589013,5169.04043651016
6875,7.30397495,,,Low Density Residential,,,,,318161.125002698,2484.77905048841
6876,1.02916157,,,Business/Commercial,,,,,44830.2510803844,1058.64609213965
6877,1.19797869,,,Medium Density Residential,,,,,52183.9709348463,1107.74125862749
6878,2.41048884,,,Medium Density Residential,,,,,105000.92003273,1364.95662487741
6879,5.76009413,,,Low Density Residential,,,,,250909.743883191,1948.80958975059
6880,6.87604081,,,Medium Density Residential,,,,,299520.365906343,3018.24703064405
6881,2.53920655,,,Medium Density Residential,,,,,110607.832475509,1408.30491033605
6882,1.63676751,,,Business/Commercial,,,,,71297.6260776795,1452.92308678152
6883,3.58339128,,,Low Density Residential,,,,,156092.512646818,1720.50770180087
6884,2.55770821,,,Light Industry/Logistics,,,,,111413.771707998,1837.7566214855
6885,2.56865294,,,Light Industry/Logistics,,,,,111890.504164939,1739.70713980964
6886,2.56698405,,,Medium Density Residential,,,,,111817.897200405,1428.35964526199
6887,6.36444686,,,Medium Density Residential,,,,,277235.302580882,2776.49452847457
6888,12.93258416,,,Low Density Residential,,,,,563343.281141632,4032.51598221602
6889,3.10118475,,,Conservation,,,,,135087.574195268,2911.20474121994
6890,0.51918843,,,Conservation,,,,,22615.8464298409,928.357340297688
6891,16.69521296,,,Low Density Residential,,,,,727243.549233011,5846.17439504447
6892,428.05783922,Greenbrier Commerce,Per KES 051313,Light Industry/Logistics,,,,,18646199.5820725,46511.5919892131
6893,11.10435737,,,Low Density Residential,,,,,483705.725143846,6640.02996700946
6894,18.01357416,,,Light Industry/Logistics,,,,,784671.148773803,4784.1962212102
6895,4.15296699,,,Low Density Residential,,,,,180903.259867422,1791.13437207522
6896,8.45848997,,,Low Density Residential,,,,,368451.820289065,2615.6594076936
6897,12.63784854,,,Medium Density Residential,,,,,550504.741227651,3838.50018773754
6898,10.69818702,,,Low Density Residential,,,,,466012.909622419,3065.55890037529
6899,6.93842675,,,Low Density Residential,,,,,302237.916988116,2733.13358993419
6900,6.16279918,,,Low Density Residential,,,,,268451.48815344,2103.67625125406
6901,5.51159556,,,Low Density Residential,,,,,240085.049243196,2403.36407026175
6902,8.09296757,,,Office,,,,,352529.706677679,2490.78055442199
6903,18.31050974,,,Light Industry/Logistics,,,,,797605.644517194,4301.05007955849
6904,12.70608716,,,Light Industry/Logistics,,,,,553477.15866678,3386.36295666324
6905,4.11333411,,,Low Density Residential,,,,,179176.819083484,1863.80818355274
6906,8.28164006,,,Medium Density Residential,,,,,360748.281284709,3406.64589782721
6907,6.54014921,,,Low Density Residential,,,,,284888.909080755,3128.59743656068
6908,0.14333356,,,Low Density Residential,,,,,6243.60414569525,419.487258825524
6909,8.1301936,,,Low Density Residential,,,,,354151.118579619,2873.77436677988
6910,15.95433624,,,High Density Residential,,,,,694970.869919981,4879.02038266267
6911,0.51848819,,,High Density Residential,,,,,22585.3736791765,833.129583484298
6912,2.22921515,,,Medium Density Residential,,,,,97104.6218187552,1753.13808070053
6913,2.88167362,,,Medium Density Residential,,,,,125525.721320755,1564.74725620643
6914,16.84012214,,,Business/Commercial,,,,,733555.822929066,3690.11646602517
6915,30.85069796,,,High Density Residential,,,,,1343856.44678846,7714.50978574311
6916,24.34604199,,,Low Density Residential,,,,,1060513.6429002,7585.12607166623
6917,14.28864091,,,High Density Residential,,,,,622413.213791601,3141.66819509934
6918,12.20871325,,,Medium Density Residential,,,,,531811.612262296,5118.74428519851
6919,5.4441127,,,Medium Density Residential,,,,,237145.569821593,2500.6589756381
6920,1.77416164,,,Business/Commercial,,,,,77282.4772875725,1233.16371851086
6921,5.21701558,,,Low Density Residential,,,,,227253.162764453,2225.19477832288
6922,6.80725044,,,Low Density Residential,,,,,296523.861751236,2788.8651437306
6923,2.62868976,,,Medium Density Residential,,,,,114505.648651237,1451.75432605236
6924,0.1922352,,,Medium Density Residential,,,,,8373.76055567339,379.354779504113
6925,3.36342105,,,Low Density Residential,,,,,146510.642115293,1585.71910720385
6926,2.29589282,,,Medium Density Residential,,,,,100009.090276459,1318.93549051583
6927,4.50957736,,,Light Industry/Logistics,,,,,196437.148090796,2235.29270992294
6928,3.93107337,,,Low Density Residential,,,,,171237.584706996,1827.26142850675
6929,2.69036239,,,Medium Density Residential,,,,,117192.209303483,1475.65157847193
6930,2.26406232,,,Medium Density Residential,,,,,98622.5578766791,1311.40496156292
6931,40.07570259,,,Business/Commercial,,,,,1745697.68766316,8581.9990982793
6932,11.73253538,,,Medium Density Residential,,,,,511069.223136123,4540.40873752487
6933,5.13514555,,,Medium Density Residential,,,,,223686.921263599,2238.77158138391
6934,2.32322268,,,Light Industry/Logistics,,,,,101199.721236455,1429.19970092387
6935,4.37798312,,,Low Density Residential,,,,,190704.940132702,1954.11628729428
6936,6.12573601,,,Low Density Residential,,,,,266837.043351217,2481.21492510326
6937,0.41639343,,,Business/Commercial,,,,,18138.0686756236,1093.77679056968
6938,8.94344586,,,Light Industry/Logistics,,,,,389576.531842924,3020.47813067608
6939,0.28163159,,,Light Industry/Logistics,,,,,12267.8877608996,598.701206717523
6940,5.00189535,,,Business/Commercial,,,,,217882.570769554,2412.83426871728
6941,2.2458437,,,Medium Density Residential,,,,,97828.9692220894,1300.69624296275
6942,4.24865691,,,Low Density Residential,,,,,185071.54377086,1770.87461190236
6943,309.3915929,,Change per PUD plan 5/20/13,Conservation,,,,,13477097.8595344,22429.0853993929
6944,94.43514651,,Change per PUD plan 5/20/13,Low Density Residential,,,,,4113595.02233069,10097.0499121936
6945,195.99080165,,Change per PUD plan 5/20/13,Low Density Residential,,,,,8537359.17405596,13656.8750186711
6946,3.58123215,,,Medium Density Residential,,,,,155998.522942506,1679.30804967809
6947,9.57965623,,,Light Industry/Logistics,,,,,417289.756800071,2617.50491298391
6948,8.34129151,School,,Institution/Government,,,,,363346.688463077,2852.05143568731
6949,0.94910221,,,Business/Commercial,,,,,41342.9270964382,898.296794646713
6950,4.30429186,,,Business/Commercial,,,,,187495.000432838,1921.97393009811
6951,2.44287677,,,Business/Commercial,,,,,106411.759943665,1926.43935475287
6952,1.33667478,,,Business/Commercial,,,,,58225.6060543343,1015.86673337642
6953,2.17109561,,,Medium Density Residential,,,,,94572.8350860578,1274.92697417393
