indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Sex,4.0,Male: 45-54 years,2.2,2001-2004,10.0,20 years and over,1.0,41.9,1.7,.
"Normal weight, overweight, and obesity among adlts aged 20 and over",Norma lweight (BMI from 18.5 to 24.9),1.0,"ePrcent of population, age-adjusted",1.0,Sex and race and Hispanic origin,2.0,Female: Not Hispanic or Latino: Asian only,3.132,1988-1994,7.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Total,4.0,Male: 45-54 years,2.2,2009-2012,2.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",82.0,Total,4.0,Male: 45-54 years,1.1,2009-2012,3.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of ppopulation, age-adjusted",1.0,Sex and race and Hispanic origin,1.0,Female: Not Hispanic or Latino: Asian only,3.132,1988-1994,4.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weighti (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",85.0,Sex and race and Hispanic origin,1.0,Male: Not Hispanic or Latino: Asian only,3.132,2005-2008,2.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",88.0,Sex and race and Hispanic origin,2.0,Female: Not Hispanic or Latino: Asian only,3.132,2007-2010,3.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Sex,4.0,20 years and over,1.1,2001-2004,7.0,20 years and oer,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjuted",1.0,Sex and race and Hispanic origin,1.0,Not Hispanic or Latino: Black or African American only,3.132,2001-2004,8.0,20 years and over,94.0,60.5,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of popuation, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,20 years and over,2.2,2013-2016,3.0,20 years anld over,1.0,59.3,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Total,4.0,Male: 45-54 years,1.1,2015-2018,10.0,20 years and over,1.0,53.7,1.8,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight( BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",76.0,Total,3.0,20 years and over,1.1,1988-1994,2.0,20 years andp over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",8.0,Total,3.0,Male: 45-54 years,2.1,z1999-2002,2.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Total,3.0,Male: 45-54 years,1.1,2001-2004,2.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origin,3.0,Male: 45-54 years,1.1,2003-2006,3.0,20 years and over,39.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",77.0,Sex and race and Hispanic origin,3.0,Male: 45-54 years,1.1,2005-2008,1.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",23.0,Total,3.0,Male: 45-54 years,1.1,2007-2010,3.0,20 years and over,1.0,21.1,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",49.0,Race and Hispanic origin,1.0,20 years and over,3.24,2015-2018,7.0,20 years and over,1.0,21.0,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",72.0,Race and Hispanic origin,1.0,Male: Not Hispanic or Latino: Black or African American only,3.24,2011-2014,8.0,20 years anwd over,1.0,20.9,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",89.0,Race and Hispanic origin,3.0,20 years and over,2.1,2013-2016,10.0,20 years nad over,1.0,18.8,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Perent of population, age-adjusted",1.0,Race and Hispanic origin,3.0,Male: 45-54 years,1.1,2015-2018,5.0,20 years and over,1.0,16.5,0.8,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",66.0,Sex and race and Hispanic origin,2.0,Male: Not Hispanic or Latino: White only,3.241,1988-1994,7.0,20 years and over,1.0,7.6,1.2,---
"Nolrmal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Puercent of population, age-adjusted",1.0,Total,4.0,Male: 45-54 years,1.1,1999-2002,9.0,20 years and over,43.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults agezd 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percento f population, age-adjusted",1.0,Sex and race and Hispanic origin,1.0,Female: Not Hispanic or Latino: Asian only,3.241,2001-2004,1.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Pecrent of population, age-adjusted",1.0,Total,4.0,Male,1.1,2003-2006,2.0,20 yars and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjustde",1.0,Total,4.0,Male: 45-54 years,1.1,1999-2002,5.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",32.0,Sex and race and Hispanic origin,1.0,20 years and over,3.241,2011-2014,6.0,20 years and over,1.0,19.0,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",15.0,Sex,4.0,Male,1.1,2009-2012,1.0,20 year and over,1.0,19.3,1.4,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",58.0,Sex,4.0,Male: 45-54 years,1.1,2013-2016,8.0,20 years and over,1.0,19.5,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",68.0,Total,4.0,Male: 45-54 years,1.1,2013-2016,10.0,20 years and over,72.0,17.5,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",70.0,Sex and race and Hispanic origin,2.0,20 years and over,3.241,2015-2018,4.0,20 yearls and over,1.0,13.7,1.0,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of popultaion, age-adjusted",1.0,Sex and race and Hispanic origin,1.0,Male,3.242,19n88-1994,1.0,20 years and over,1.0,7.6,1.2,m---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of populatino, age-adjusted",1.0,Total,4.0,100%-199%,1.1,1999-2002,9.0,20 years anod over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"ercent of population, age-adjusted",1.0,Sex and race and Hispanic origin,3.0,Male: Not Hispanic or Latino: White only,3.242,2001-2004,7.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,3.0,Male,3.242,2003-2006,3.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Nomral weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",74.0,Total,4.0,Male: 45-54 years,1.1,2005-2008,4.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",88.0,Total,4.0,Male: 45-54 years,1.1,2007-2010,7.0,20 years and over,56.0,23.5,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Total,4.0,Male: 45-54 years,2.2,2009-2012,3.0,20 years and over,1.0,22.9,1.1,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Total,4.0,Male: 45-54 years,1.1,2011-2014,7.0,20 years and over,1.0,22.3,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,2.0,20 years and over,3.242,2013-2016,3.0,20years and over,1.0,20.4,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, agle-adjusted",1.0,Race and Hispanic origin,4.0,Male: 45-54 years,1.1,2011-2014,10.0,20 years and over,1.0,19.6,1.3,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",31.0,Sex,3.0,Male: 45-54 years,2.1,1988-1994,4.0,20 years and over,1.0,30.1,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",80.0,Total,3.0,Male: 45-54 years,2.1,1999-2002,5.0,20 years and over,2.0,26.9,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Sex,3.0,20 years and over,1.1,2003-2006,3.0,0 years and over,1.0,25.9,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origin,3.0,Male: 45-54 years,1.1,2003-2006,5.0,20 years and over,75.0,24.4,1.5,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origin,4.0,Male,3.25,2005-2008,6.0,20 years and over,1.0,22.7,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population ,age-adjusted",1.0,Total,3.0,Male: 45-54 years,1.1,2007-2010,2.0,20 years and over,91.0,19.6,1.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Total,3.0,Hispanic or Latino: Mexican origin: All races,1.1,2011-2014,7.0,20 eyars and over,1.0,19.0,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",82.0,Race and Hispanic origin,1.0,20 years and over,3.25,2003-2006,8.0,20 years and over,1.0,17.7,1.3,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",47.0,Sex,3.0,Male: 45-54 years,1.1,2005-2008,9.0,20 years and over,29.0,15.9,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",93.0,Race and Hispanic origin,2.0,Hispanic or Latino: Mexican origin: All races,3.25,2015-2018,5.0,20 years and over,29.0,14.6,1.2,
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",26.0,Sex and race and Hispanic origin,1.0,Male,3.251,1988-1994***,1.0,0 years and over,1.0,30.2,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Percent of poverty level,5.0,Male: 45-54 years,1.1,2003-2006,2.0,20 years and over,1.0,32.1,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",3.0,Percent of poverty level,4.0,Male: 45-54 years,2.1,1999-2002,7.0,20 years and over,1.0,26.5,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Total,4.0,Male,1.1,2001-2004,4.0,20 years acnd over,1.0,25.3,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Sex,4.0,20 years and over,2.1,2003-2006,2.0,20 years and ovr,1.0,23.8,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and ovre",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of populaton, age-adjusted",1.0,Race and Hispanic origin,4.0,Male: 45-54 years,1.1,1988-1994,5.0,20 years and over,9.0,21.8,1.7,---
"Normal weight, overweight, and obesity among adultsa ged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjuisted",1.0,Sex and race and Hispanic origin,1.0,20 years and over,3.251,1999-2002,6.0,20 years and ovcer,1.0,18.5,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,1.0,20 years and over,3.251,2009-2012,9.0,20 years and over,1.0,17.5,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjustde",1.0,Sex and race and Hispanic origin,1.0,20 years and over,3.251,2011-2014,8.0,20 years and over,1.0,16.5,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,1.0,20 years and over,3.251,2007-2010,9.0,20 years and over,49.0,16.9,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,1.0,20 years and over,3.251,2015-2018,9.0,20 years and over,1.0,13.9,1.5,o.
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",2.0,Sex,4.0,Male: 45-54 years,1.1,1988-1994,6.0,20 years and over,91.0,29.8,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal ewight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Total,4.0,Male: 45-54 years,1.1,1999-2002,9.0,20 years and over,94.0,27.5,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",28.0,Sex and race and Hispanic origin,1.0,20 years and over,3.252,2001-2004,4.0,20 years andover,1.0,26.5,2.3,---
"Normal weight, overweight, and obesity among adults agd 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Sex,4.0,Male: 45-54 years,2.1,1999-2002,4.0,20 years and over,1.0,25.1,1.7,---***
"Normal weight, overweight, and obesity among adults aged2 0 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Percent of population, age-adjusted",1.0,Sex,4.0,Male: 45-54 years,1.1,2015-2018,5.0,20 years and over,26.0,24.1,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1.0,"Pecrcent of population, age-adjusted",1.0,Sex,4.0,Male: 45-54 years,1.1,2007-2010,8.0,20 years and over,1.0,21.3,1.3,---
