coname,distname,co_dist_code,site,schname,enrollment,phone_one,principal,principal_email,address,city,state,zip,board_president,certifiedstaff
CANADIAN    ,PIEDMONT                      ,09-I022,125,PIEDMONT INTERMEDIATE ES      ,525.0,(405) 373-5155,Shawn Blankenship,Shawn.Blaneknship@piedmontschools.org,977 Washington Avenue,Piedmont,OK,73078.0,6-May,37
CANADIAN    ,PIEDMONT                      ,09-I022,510,PIEDMONT MS                   ,523.0,(405) 373-1315,Clay Mcdonald,clay.mcdonald@piedmontschools.org,823 Second Street Northwest,Piedmont,OK,73078.0,8-Jul,51
CANADIAN    ,PIEDMONT                      ,09-I022,705,PIEDMONT HS                   ,936.0,(405) 373-5011,Trinity Johnson,trinity.johnson@piedmontschools.org,1055 Edmond Road Northwest,Piedmont,OK,73078.0,12-Sep,69
CANADIAN    ,YUKON                         ,09-I027,105,CENTRAL ES                    ,351.0,(405) 354-2501,Laura Gallagher,laurie.gallagher@yukonps.com,300 South Ninth Street,Yukon,OK,73099.0,PK-03,32
CANADIAN    ,YUKON                         ,09-I027,110,MYERS ES                      ,323.0,(405) 354-5252,Ron Brummett,ron.brummett@yukonps.com,1200 South First Street,Yukon,OK,73099.0,PK-03,30
CANADIAN    ,YUKON                         ,09-I027,115,SHEDECK ES                    ,389.0,(405) 354-6601,Mark Park,mark.park@yukonps.com,2100 South Holly Avenue,Yukon,OK,73099.0,PK-03,32
CANADIAN    ,YUKON                         ,09-I027,120,RANCHWOOD ES                  ,376.0,(405) 354-6616,Kristin Lipe,kristin.lipe@yukonps.com,607 Annawood Drive,Yukon,OK,73099.0,PK-03,29
CANADIAN    ,YUKON                         ,09-I027,125,SURREY HILLS ES               ,446.0,(405) 373-1973,Bill Pierce,bill.pierce@yukonps.com,10700 Hastings Avenue,Yukon,OK,73099.0,PK-03,30
CANADIAN    ,YUKON                         ,09-I027,130,PARKLAND ES                   ,375.0,(405) 354-7786,Lance Haggard,lance.haggard@yukonps.com,2201 South Cornwell Drive,Yukon,OK,73099.0,PK-03,28
CANADIAN    ,YUKON                         ,09-I027,135,SKYVIEW ES                    ,581.0,(405) 354-4852,Carla Smith,carla.smith@yukonps.com,650 South Yukon Parkway,Yukon,OK,73099.0,PK-03,43
CANADIAN    ,YUKON                         ,09-I027,140,INDEPENDENCE ES               ,631.0,(405) 265-1352,Roni Mckee,roni.mckee@yukonps.com,500 East Vandament Avenue,Yukon,OK,73099.0,5-Apr,42
CANADIAN    ,YUKON                         ,09-I027,145,LAKEVIEW ES                   ,581.0,(405) 265-1342,Scott Hein,scott.hein@yukonps.com,872 South Yukon Parkway,Yukon,OK,73099.0,5-Apr,41
CANADIAN    ,YUKON                         ,09-I027,520,YUKON MS                      ,1819.0,(405) 354-5274,Diana Lebsack,diana.lebsack@yukonps.com,801 Garth Brooks Boulevard,Yukon,OK,73099.0,8-Jun,119
CANADIAN    ,YUKON                         ,09-I027,705,YUKON HS                      ,2506.0,(405) 354-6692,Melissa Barlow,melissa.barlow@yukonps.com,1777 South Yukon Parkway,Yukon,OK,73099.0,12-Sep,158
CANADIAN    ,EL RENO                       ,09-I034,110,HILLCREST ES                  ,328.0,(405) 262-2396,Lanae Goucher,lgoucher@elrenops.org,Post Office Box 580,El Reno,OK,73036.0,PK-KG,30
CANADIAN    ,EL RENO                       ,09-I034,120,LINCOLN LEARNING CTR          ,380.0,(405) 262-1941,Robin Holley,rholley@elrenops.org,Post Office Box 580,El Reno,OK,73036.0,4-Mar,29
CANADIAN    ,EL RENO                       ,09-I034,135,ROSE WITCHER ES               ,412.0,(405) 262-5592,Tiffani Patrick,tpatrick@elrenops.org,Post Office Box 580,El Reno,OK,73036.0,2-Jan,29
CANADIAN    ,EL RENO                       ,09-I034,510,LESLIE F ROBLYER LEARNING CTR ,328.0,(405) 262-2700,Monica Brower,mbrower@elrenops.org,Post Office Box 580,El Reno,OK,73036.0,6-May,35
CANADIAN    ,EL RENO                       ,09-I034,610,ETTA DALE JHS                 ,347.0,(405) 262-3253,Kim Landers,klanders@elrenops.org,Post Office Box 580,El Reno,OK,73036.0,8-Jul,53
CANADIAN    ,EL RENO                       ,09-I034,705,EL RENO HS                    ,840.0,(405) 262-3254,Pat Liticker,pliticker@elrenops.org,Post Office Box 580,El Reno,OK,73036.0,12-Sep,74
CANADIAN    ,UNION CITY                    ,09-I057,105,UNION CITY ES                 ,196.0,(405) 483-5327,Kerri Griggs,kgriggs@unioncity.k12.ok.us,P.O.Box 279,Union City,OK,73090.0,PK-08,13
CANADIAN    ,UNION CITY                    ,09-I057,705,UNION CITY HS                 ,95.0,(405) 483-5326,Todd Carel,tcarel@unioncity.k12.ok.us,P.O.Box 279,Union City,OK,73090.0,12-Sep,9
CANADIAN    ,MUSTANG                       ,09-I069,105,MUSTANG ES                    ,491.0,(405) 376-2491,Laquita Semmler,semmlerl@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,KG-04,37
CANADIAN    ,MUSTANG                       ,09-I069,110,MUSTANG VALLEY ES             ,690.0,(405) 324-2541,Jillian Mitchell,mitchellj@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,KG-04,45
CANADIAN    ,MUSTANG                       ,09-I069,115,MUSTANG LAKEHOMA ES           ,540.0,(405) 376-2409,Shawna Carter,carters@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,KG-04,33
CANADIAN    ,MUSTANG                       ,09-I069,120,MUSTANG TRAILS ES             ,709.0,(405) 324-0016,Alisha Suffield,suffielda@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,PK-04,55
CANADIAN    ,MUSTANG                       ,09-I069,125,MUSTANG CREEK ES              ,689.0,(405) 324-4567,Susan Dombek,dombeks@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,PK-04,44
CANADIAN    ,MUSTANG                       ,09-I069,130,MUSTANG EDUCATION CTR         ,325.0,(405) 376-7322,Sondra Bivens,bivenss@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,PK-PK,13
CANADIAN    ,MUSTANG                       ,09-I069,135,MUSTANG CENTENNIAL ES         ,655.0,(405) 256-6466,Molly Wilson,wilsonmo@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,PK-04,44
CANADIAN    ,MUSTANG                       ,09-I069,140,MUSTANG HORIZON IES           ,723.0,(405) 256-6282,Holly Mckinney,mckinneyh@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,6-May,51
CANADIAN    ,MUSTANG                       ,09-I069,145,CANYON RIDGE IES              ,916.0,(405) 256-6955,Kathy Blackwell,blackwellk@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,6-Apr,62
CANADIAN    ,MUSTANG                       ,09-I069,150,PRAIRIE VIEW ES               ,614.0,(405) 256-6989,Cynthia Daniel,danielc@mustangps.org,906 S. Heights Drive,Mustang,OK,73064.0,PK-04,39
CANADIAN    ,MUSTANG                       ,09-I069,505,MUSTANG MS                    ,730.0,(405) 376-2448,Kathy Knowles,knowlesk@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,8-Jul,61
CANADIAN    ,MUSTANG                       ,09-I069,510,MUSTANG NORTH MS              ,862.0,(405) 324-2236,Christy Bradley,bradleyc@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,8-Jul,63
CANADIAN    ,MUSTANG                       ,09-I069,705,MUSTANG HS                    ,2854.0,(405) 376-2404,Teresa Wilkerson,wilkersont@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,12-Sep,175
CANADIAN    ,CALUMET                       ,09-I076,105,CALUMET ES                    ,149.0,(405) 893-2222,Lindy Renbarger,lrenbarger@chs.k12.ok.us,Post Office Box 10,Calumet,OK,73014.0,PK-06,23
CANADIAN    ,CALUMET                       ,09-I076,705,CALUMET HS                    ,72.0,(405) 893-2222,Chuck Hood,hoodc@chs.k12.ok.us,110 N. Freehome,Calumet,OK,73014.0,12-Sep,15
CARTER      ,ZANEIS                        ,10-C072,105,ZANEIS PUBLIC SCHOOL          ,288.0,(580) 668-2955,Ryan Cole,zaneis@zaneis.k12.ok.us,30515 Us Highway 70,Wilson,OK,73463.0,PK-08,19
CARTER      ,ARDMORE                       ,10-I019,110,CHARLES EVANS ES              ,657.0,(580) 223-2472,Denise Brunk,dbrunk@ardmoreschools.org,Po Box 1709,Ardmore,OK,73402.0,5-Jan,34
CARTER      ,ARDMORE                       ,10-I019,120,JEFFERSON ES                  ,255.0,(580) 223-2474,Casey Hall,chall@ardmoreschools.org,Po Box 1709,Ardmore,OK,73401.0,5-Jan,22
CARTER      ,ARDMORE                       ,10-I019,125,LINCOLN ES                    ,287.0,(580) 223-2477,Ellen Patty,epatty@ardmoreschools.org,Po Box 1709,Ardmore,OK,73402.0,5-Jan,31
CARTER      ,ARDMORE                       ,10-I019,135,WILL ROGERS ES                ,425.0,(580) 223-2482,Johncy Martin,jmartin@ardmoreschools.org,Po Box 1709,Ardmore,OK,73402.0,PK-KG,30
CARTER      ,ARDMORE                       ,10-I019,505,ARDMORE MS                    ,661.0,(580) 223-2475,Cindy Huddleston,chuddleston@ardmoreschools.org,Po Box 1709,Ardmore,OK,73402.0,8-Jun,55
CARTER      ,ARDMORE                       ,10-I019,705,ARDMORE HS                    ,769.0,(580) 226-7680,James Falvey,jfalvey@ardmoreschools.org,Po Box 1709,Ardmore,OK,73402.0,12-Sep,69
CARTER      ,SPRINGER                      ,10-I021,105,SPRINGER ES                   ,166.0,(580) 653-2471,Cynthia Hunter,chunter@springer.k12.ok.us,16624 Us Hwy 77,Springer,OK,73458.0,PK-08,21
CARTER      ,SPRINGER                      ,10-I021,705,SPRINGER HS                   ,50.0,(580) 653-2471,Jason Wright,jwright@springer.k12.ok.us,16624 Us Hwy 77,Springer,OK,73458.0,12-Sep,15
CARTER      ,PLAINVIEW                     ,10-I027,105,PLAINVIEW PRIMARY ES          ,413.0,(580) 223-5757,Lisa Moore,lmoore@plainview.k12.ok.us,1140 South Plainview Road,Ardmore,OK,73401.0,PK-02,30
CARTER      ,PLAINVIEW                     ,10-I027,110,PLAINVIEW INTERMEDIATE ES     ,353.0,(580) 223-6437,Julie Altom,jaltom@plainview.k12.ok.us,1140 South Plainview Road,Ardmore,KO,73401.0,5-Mar,29
CARTER      ,PLAINVIEW                     ,10-I027,505,PLAINVIEW MS                  ,343.0,(580) 223-6502,Tim Parhan,tparham@plainview.k12.ok.us,1140 South Plainview Road,Ardmore,OK,73401.0,8-Jun,35
CARTER      ,PLAINVIEW                     ,10-I027,705,PLAINVIEW HS                  ,443.0,(580) 223-5877,Brian Nickel,bnickel@plainview.k12.ok.us,1140 South Plainview Road,Ardmore,KO,73401.0,12-Sep,42
CARTER      ,LONE GROVE                    ,10-I032,105,LONE GROVE INTERMEDIATE SCHOOL,365.0,(580) 657-3270,Amy Benson,abenson@lonegrove.k12.ok.us,Post Office Box 1330,Lone Grove,OK,73443.0,5-Mar,29
CARTER      ,LONE GROVE                    ,10-I032,110,LONE GROVE PRIMARY ES         ,431.0,(580) 657-4367,Tonya Finnerty,tfinn@lonegrove.k12.ok.us,Post Office Box 1330,Lone Grove,OK,73443.0,PK-02,31
CARTER      ,LONE GROVE                    ,10-I032,505,LONE GROVE MS                 ,325.0,(580) 657-3132,Richard Mckee,rmckee@lonegrove.k12.ok.us,Post Office Box 1330,Lone Grove,OK,73443.0,8-Jun,38
CARTER      ,LONE GROVE                    ,10-I032,705,LONE GROVE HS                 ,415.0,(580) 657-3133,Chris Sudderth,csudderth@lonegrove.k12.ok.us,Post Office Box 1330,Lone Grove,OK,73443.0,12-Sep,48
CARTER      ,WILSON                        ,10-I043,105,WILSON ES                     ,318.0,(580) 668-2355,Clifford Benson,cbenson@wilson.k12.ok.us,1860 Hewitt Road,Wilson,OK,73463.0,PK-08,23
CARTER      ,WILSON                        ,10-I043,705,WILSON HS                     ,168.0,(580) 668-2306,Eric Smith,esmith@wilson.k12.ok.us,1860 Hewitt Road,Wilson,OK,73463.0,12-Sep,16
CARTER      ,HEALDTON                      ,10-I055,105,HEALDTON ES                   ,234.0,(580) 229-1201,Donielle Cantwell,dcantwell@healdtonschools.org,Post Office Box 490,Healdton,OK,73438.0,PK-05,19
CARTER      ,HEALDTON                      ,10-I055,505,HEALDTON MS                   ,103.0,(580) 229-0303,Greg Munholland,gmunholland@healdtonschools.org,Post Office Box 490,Healdton,OK,73438.0,8-Jun,16
CARTER      ,HEALDTON                      ,10-I055,705,HEALDTON HS                   ,175.0,(580) 229-0540,Justin Kana,jkana@healdtonschools.org,Post Office Box 490,Healdton,OK,73438.0,12-Sep,23
CARTER      ,FOX                           ,10-I074,105,FOX ES                        ,230.0,(580) 673-2083,Mark Williams,mwilliams@foxps.k12.ok.us,Post Office Box 248,Fox,OK,73435.0,PK-08,21
CARTER      ,FOX                           ,10-I074,705,FOX HS                        ,88.0,(580) 673-2082,Brent Phelps,bphelps@foxps.k12.ok.us,Post Office Box 248,Fox,OK,73435.0,12-Sep,12
CARTER      ,DICKSON                       ,10-I077,105,DICKSON ES                    ,372.0,(580) 223-9509,Debby Custer,dcuster@dickson.k12.ok.us,4762 State Highway 199,Ardmore,OK,73401.0,PK-02,27
CARTER      ,DICKSON                       ,10-I077,110,DICKSON UPPER ES              ,286.0,(580) 223-1443,David Gardner,dgardner@dickson.k12.ok.us,4762 State Highway 199,Ardmore,OK,73401.0,5-Mar,22
CARTER      ,DICKSON                       ,10-I077,510,DICKSON MS                    ,303.0,(580) 223-2700,Jason Ward,jward@dickson.k12.ok.us,4762 State Highway 199,Ardmore,OK,73401.0,8-Jun,32
CARTER      ,DICKSON                       ,10-I077,705,DICKSON HS                    ,375.0,(580) 226-0633,Matt Krimmer,mkrimmer@dickson.k12.ok.us,4762 State Highway 199,Ardmore,OK,73401.0,12-Sep,37
CHEROKEE    ,LOWREY                        ,11-C010,105,LOWREY PUBLIC SCHOOL          ,138.0,(918) 456-4053,Cris Wyse,cwyse@lowrey.k12.ok.us,21132 East 640 Road,Tahlequah,OK,74464.0,PK-08,12
CHEROKEE    ,NORWOOD                       ,11-C014,105,NORWOOD PUBLIC SCHOOL         ,184.0,(918) 478-3092,Diana Garnatz,garnatzd@norwood.k12.ok.us,7966 West 790 Road,Hulbert,OK,74441.0,PK-08,19
CHEROKEE    ,WOODALL                       ,11-C021,105,WOODALL PUBLIC SCHOOL         ,492.0,(918) 456-1581,Ginger Knight,gknight@woodall.k12.ok.us,14090 West 835 Road,Tahlequah,OK,74464.0,PK-08,35
CHEROKEE    ,SHADY GROVE                   ,11-C026,105,SHADY GROVE PUBLIC SCHOOL     ,145.0,(918) 772-2511,Emmett Thompson,ethompson@shadygrove.k12.ok.us,11042 West Shady Grove Road,Hulbert,OK,74441.0,PK-08,17
CHEROKEE    ,PEGGS                         ,11-C031,105,PEGGS PUBLIC SCHOOL           ,222.0,(918) 598-3412,Carolyn Robbins,crobbins@peggs.k12.ok.us,Post Office Box 119,Peggs,OK,74452.0,PK-08,16
CHEROKEE    ,GRAND VIEW                    ,11-C034,105,GRAND VIEW PUBLIC SCHOOL      ,630.0,(918) 456-5131,Allen Rule,arule@grandview.k12.ok.us,15481 North Jarvis Road,Tahlequah,OK,74464.0,PK-08,50
CHEROKEE    ,GRAND VIEW                    ,11-C034,105,GRAND VIEW PUBLIC SCHOOL      ,630.0,(918) 456-5131,Steve Gillman,sgillman@grandview.k12.ok.us,15481 North Jarvis Road,Tahlequah,OK,74464.0,PK-08,50
CHEROKEE    ,BRIGGS                        ,11-C044,105,BRIGGS PUBLIC SCHOOL          ,463.0,(918) 456-4221,George Ritzhaupt,gritzy@briggs.k12.ok.us,17210 South 569 Road,Tahlequah,OK,74464.0,PK-08,36
CHEROKEE    ,TENKILLER                     ,11-C066,105,TENKILLER PUBLIC SCHOOL       ,302.0,(918) 457-5996,Kenneth Thornton,kthornton@tenkiller.k12.ok.us,26106 East 863 Road,Welling,OK,74471.0,PK-08,27
CHEROKEE    ,KEYS                          ,11-I006,105,KEYS ES                       ,481.0,(918) 456-4501,Tami Woods,twoods@keys.k12.ok.us,19061 East 840 Road,Park Hill,OK,74451.0,PK-08,40
CHEROKEE    ,KEYS                          ,11-I006,705,KEYS HS                       ,332.0,(918) 458-1835,Steven Goss,sgoss@keys.k12.ok.us,26622 South 520 Road,Park Hill,OK,74451.0,12-Sep,30
CHEROKEE    ,HULBERT                       ,11-I016,105,HULBERT ES                    ,311.0,(918) 772-2501,Taf Morphis,tmorphis@hulbertriders.com,Post Office Box 188,Hulbert,OK,74441.0,PK-06,24
CHEROKEE    ,HULBERT                       ,11-I016,615,HULBERT JR-SR HS (JR)         ,88.0,(918) 772-2501,Harold Rusty Harris,rharris@hulbertriders.com,Post Office Box 188,Hulbert,OK,74441.0,8-Jul,11
CHEROKEE    ,HULBERT                       ,11-I016,715,HULBERT JR-SR HS (SR)         ,204.0,(918) 772-2501,Harold Rusty Harris,rharris@hulbertriders.com,Post Office Box 188,Hulbert,OK,74441.0,12-Sep,18
CHEROKEE    ,TAHLEQUAH                     ,11-I035,115,SEQUOYAH ES                   ,221.0,(918) 458-4130,Tanya Jones,jonest@tahlequahschools.org,425 South College,Tahlequah,OK,74464.0,PK-PK,14
CHEROKEE    ,TAHLEQUAH                     ,11-I035,210,CHEROKEE ES                   ,433.0,(918) 458-4110,Marissa Mccoy,mccoym@tahlequahschools.org,800 E Goingsnake,Tahlequah,OK,74464.0,KG-05,39
CHEROKEE    ,TAHLEQUAH                     ,11-I035,212,GREENWOOD ES                  ,602.0,(918) 458-4120,Susan Vanzant,vanzants@tahlequahschools.org,400 E Ross,Tahlequah,OK,74464.0,KG-05,45
CHEROKEE    ,TAHLEQUAH                     ,11-I035,225,HERITAGE ES                   ,546.0,(918) 458-4180,Lacie Davenport,davenportl@tahlequahschools.org,333 Southridge Rd,Tahlequah,OK,74464.0,KG-05,39
CHEROKEE    ,TAHLEQUAH                     ,11-I035,520,TAHLEQUAH MS                  ,632.0,(918) 458-4140,Jaycie Smith,smithj@tahlequahschools.org,871 Pendleton,Tahlequah,OK,74464.0,8-Jun,62
CHEROKEE    ,TAHLEQUAH                     ,11-I035,705,TAHLEQUAH HS                  ,1206.0,(918) 458-4150,Cory Slagle,slaglec@tahlequahschools.org,591 Pendleton Street,Tahlequah,OK,74464.0,12-Sep,100
CHEROKEE    ,CHEROKEE IMMERSION CHARTER SCH,11-T001,971,CHEROKEE IMMERSION CHARTER SCH,106.0,(918) 207-4900,Holly Davis,holly-davis@cherokee.org,Post Office Box 948,Tahlequah,OK,74465.0,PK-08,13
CHOCTAW     ,SWINK                         ,12-C021,105,SWINK PUBLIC SCHOOL           ,159.0,(580) 873-2695,Mark Bush,mbush@swink.k12.ok.us,Post Office Box 73,Swink,OK,74761.0,PK-08,16
CHOCTAW     ,BOSWELL                       ,12-I001,105,BOSWELL ES                    ,237.0,(580) 566-2735,Rick Grimes,rgrimes@boswellschools.org,Post Office Box 839,Boswell,OK,74727.0,PK-06,20
CHOCTAW     ,BOSWELL                       ,12-I001,515,BOSWELL MS                    ,53.0,(580) 566-2735,Rick Grimes,rgrimes@boswellschools.org,Post Office Box 839,Boswell,OK,74727.0,8-Jul,12
CHOCTAW     ,BOSWELL                       ,12-I001,715,BOSWELL HS                    ,86.0,(580) 566-2735,Rick Grimes,rgrimes@boswellschools.org,Post Office Box 839,Boswell,OK,74727.0,12-Sep,13
CHOCTAW     ,FORT TOWSON                   ,12-I002,105,FORT TOWSON ES                ,177.0,(580) 873-2780,Ami Payne,apayne@forttowson.k12.ok.us,Post Office Box 39,Fort Towson,OK,74735.0,PK-06,18
CHOCTAW     ,FORT TOWSON                   ,12-I002,605,FORT TOWSON JHS               ,54.0,(580) 873-2325,Phill Hall,PHALL@FORTTOWSON.K12.OK.US,Post Office Box 39,Fort Towson,OK,74735.0,8-Jul,13
CHOCTAW     ,FORT TOWSON                   ,12-I002,705,FORT TOWSON HS                ,166.0,(580) 873-2325,Phil Hall,phall@forttowson.k12.ok.us,Post Office Box 39,Fort Towson,OK,74735.0,12-Sep,17
CHOCTAW     ,SOPER                         ,12-I004,105,SOPER ES                      ,260.0,(580) 345-2211,Parker Harless,parkerharless@yahoo.com,Post Office Box 149,Soper,OK,74759.0,PK-08,23
CHOCTAW     ,SOPER                         ,12-I004,705,SOPER HS                      ,135.0,(580) 345-2211,Parker Harless,parkerharless@yahoo.com,Post Office Box 149,Soper,OK,74759.0,12-Sep,15
CHOCTAW     ,HUGO                          ,12-I039,135,HUGO ES                       ,462.0,(580) 326-8373,Nancy Welch,nwelch@hugoschools.com,208 N 2Nd Street,Hugo,OK,74743.0,PK-03,31
CHOCTAW     ,HUGO                          ,12-I039,140,HUGO INTERMEDIATE             ,171.0,(580) 326-0106,Vivian Shanklin,vshanklin@hugoschools.com,208 N 2Nd Street,Hugo,OK,74743.0,5-Apr,14
CHOCTAW     ,HUGO                          ,12-I039,510,HUGO MS                       ,220.0,(580) 326-3365,Anna Pate,apate@hugoschools.com,208 N 2Nd Street,Hugo,OK,74743.0,8-Jun,29
CHOCTAW     ,HUGO                          ,12-I039,705,HUGO HS                       ,315.0,(580) 326-9648,Cory Smith,csmith@hugoschools.com,208 N 2Nd Street,Hugo,OK,74743.0,12-Sep,30
CIMARRON    ,BOISE CITY                    ,13-I002,105,BOISE CITY ES                 ,168.0,(580) 544-3161,John Farmer,john.farmer@bcpsd.org,P. O. Box 1117,Boise City,OK,73933.0,PK-06,19
