county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name,year_last_documented,ny_listing_status,federal_listing_status,state_conservation_rank,global_conservation_rank,distribution_status
Albany,Animal,Birds,Wrens,Anaxyrus fowleri,Green Frog,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Albany,Animal,Birds,Frogs and Toads,Ambystoma jeffersonianum x laterale,Sedge Wren,1991,Threatened,not listed,S3B,G5,Historically Confirmed
Albany,Animal,Birds,Wrens,Bombus pensylvanicus,Northern Leopard Frog,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Albany,Animal,Birds,Frogs and Toads,Ambystoma maculatum,House Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Albany,Animal,Birds,Wrens,Bat Colony,Tiger Salamander,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Anaxyrus fowleri,Bobolink,1987,not listed,not listed,S2S3,G4G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Lithobates clamitans,House Finch,2012,Special Concern,not listed,S1,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Hyla versicolor,Frosted Elfin,2017,Threatened,not listed,S1S2,G2G3,Recently Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Plethodon cinereus,House Finch,2015,Special Concern,not listed,S1,G3,Recently Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Cardinalis cardinalis,Baltimore Oriole,1963,Endangered,not listed,S1,G5T1T3,Historically Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Pseudacris crucifer,House Finch,1970,Special Concern,not listed,SH,G5T1,Historically Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Hyla versicolor,Wood Frog,2017,Endangered,Endangered,S1,G1G2,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Passerina cyanea,Orchard Oriole,1987,not listed,not listed,S3S4,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Hyla versicolor,Barrens Dagger Moth,1983,not listed,not listed,S1,G3G4,Historically Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Anaxyrus fowleri,Orange-striped Oakworm Moth,2014,not listed,not listed,SU,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Salamanders,Lithobates pipiens,Eastern Meadowlark,2016,not listed,not listed,S1S2,G3,Recently Confirmed
Albany,Animal,Butterflies and Moths,Salamanders,Agelaius phoeniceus,Common Raven,2014,not listed,not listed,SU,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Lithobates catesbeianus,Precious Underwing,not available,not listed,not listed,SH,G4T2,Possible but not Confirmed
Albany,Animal,Butterflies and Moths,Salamanders,Lithobates catesbeianus,Least Bittern,not available,not listed,not listed,SH,G5,Historically Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Ambystoma maculatum,Green Frog,2018,not listed,not listed,S1S2,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Salamanders,Desmognathus fuscus,Allegheny Mountain Dusky Salamander,2014,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Ambystoma jeffersonianum x laterale,Tiger Salamander,2016,not listed,not listed,S1S3,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Anas rubripes,Tiger Salamander,2015,not listed,not listed,SU,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Anas rubripes,White-breasted Nuthatch,2016,not listed,not listed,SU,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Sitta carolinensis,Tiger Salamander,2016,not listed,not listed,S1S2,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Salamanders,Anaxyrus fowleri,Jefferson Salamander Complex,not available,not listed,not listed,S1S3,G4,Possible but not Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Lithobates palustris,Inland Barrens Buckmoth,2002,Special Concern,not listed,S1S2,G5T5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Lithobates catesbeianus,Two-striped Cord Grass Moth,2014,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Agelaius phoeniceus,Upland Sandpiper,2015,not listed,not listed,S1,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Lithobates palustris,Northern Leopard Frog,not available,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Pseudacris crucifer,House Finch,2016,not listed,not listed,SU,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Frogs and Toads,Lithobates palustris,Mallard x Am. Black Duck Hybrid,2016,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Ambystoma jeffersonianum x laterale,Black-billed Cuckoo,1990,not listed,not listed,S2S4,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Salamanders,Sitta carolinensis,Bullfrog,2015,not listed,not listed,SU,G5,Recently Confirmed
Albany,Animal,Butterflies and Moths,Salamanders,Anas rubripes,Allegheny Mountain Dusky Salamander,2014,not listed,not listed,SU,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Salamanders,Ambystoma maculatum,Bullfrog,2014,not listed,not listed,SU,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Salamanders,Lithobates pipiens,Pine Barrens Zanclognatha,2016,not listed,not listed,S1S2,G4,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Salamanders,Coccyzus americanus,Northern Leopard Frog,2006,not listed,not listed,S2S3,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Salamanders,Hyla versicolor,Cobra Clubtail,2009,not listed,not listed,S1,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Frogs and Toads,Agelaius phoeniceus,Mallard,2008,not listed,not listed,S1,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Frogs and Toads,Lithobates catesbeianus,Kennedy's Emerald,not available,not listed,not listed,S1S2,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Salamanders,Pseudotriton ruber,Bullfrog,1926,not listed,not listed,SH,G4,Historically Confirmed
Albany,Animal,Dragonflies and Damselflies,Salamanders,Plethodon cinereus,Northern Leopard Frog,2009,not listed,not listed,S1,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Frogs and Toads,Lithobates catesbeianus,Ringed Boghaunter,1874,not listed,not listed,SH,G3,Historically Confirmed
Albany,Animal,Fish,"Minnows, Shiners, Suckers",Cardinalis cardinalis,Spotted Salamander,not available,not listed,not listed,S2S3,G5,Historically Confirmed
Albany,Animal,Fish,Salamanders,Lithobates clamitans,Bridle Shiner,not available,not listed,not listed,S2?,G3,Historically Confirmed
Albany,Animal,Fish,Frogs and Toads,Acipenser brevirostrum,Shortnose Sturgeon,2013,Endangered,Endangered,S1,G3,Recently Confirmed
Albany,Animal,Fish,Salamanders,Acipenser oxyrinchus,Atlantic Sturgeon,not available,Protected - no open season,Endangered,S1,G3,Recently Confirmed
Albany,Animal,Mammals,Bats,Lithobates catesbeianus,Silver-haired Bat,not available,not listed,not listed,S2S3B,G3G4,Historically Confirmed
Albany,Animal,Mammals,Bats,Bat Colony,Allegheny Mountain Dusky Salamander,2019,Special Concern,not listed,S1S3,G4,Recently Confirmed
Albany,Aimal,Mammals,Bats,Lithobates clamitans,Fowler's Toad,2014,Threatened,Threatened,S1,G2G3,Recently Confirmed
Albany,Animal,Mammals,Bats,Hyla versicolor,Spring Peeper,2010,Endangered,Endangered,S1,G2,Recently Confirmed
Albany,Animlal,Mammals,Bats,Passerina cyanea,Jefferson Salamander Complex,2018,not listed,not listed,S1,G3G4,Recently Confirmed
Albany,Animal,Mammals,Frogs and Toads,Hyla versicolor,Allegheny Woodrat,not available,Endangered,not listed,S1,G3G4,Extirpated
Albany,Animal,Mussels and Clams,Salamanders,Anaxyrus fowleri,Rose-breasted Grosbeak,1890,not listed,not listed,S2S3,G3G4,Historically Confirmed
Albany,Animal,Mussels and Clams,Salamanders,Lithobates sylvaticus,Wood Frog,1890,not listed,not listed,S1,G3G4,Historically Confirmed
Albany,Animal,Mussels and Clams,Salamanders,Hyla versicolor,Pickerel Frog,1904,not listed,not listed,S2,G4,Historically Confirmed
Albany,Animal,Mussels and Clams,Salamanders,Anaxyrus fowleri,Alewife Floater,1984,not listed,not listed,S1,G5,Historically Confirmed
Albany,Animal,Other Animals,Other Animals,Lithobates catesbeianus,Spiny Softshell,not available,Special Concern,not listed,S2S3,G5,Historically Confirmed
Albany,Animal,Other Animals,Frogs and Toads,Bat Colony,Orchard Oriole,1990-1999,Game with open season,not listed,S4S5,G5,Recently Confirmed
Albany,Animal,Other Animals,Frogs and Toads,Bat Colony,Least Flycatcher,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Other Animals,Other Animals,Desmognathus fuscus,Bullfrog,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Albany,Animal,Other Animals,Salamanders,Hemidactylium scutatum,Wood Frog,1990-1999,Special Concern,not listed,S3,G3,Recently Confirmed
Albany,Animal,Other Animals,Other Animals,Hyla versicolor,Pickerel Frog,1960,Endangered,Threatened,S2,G2G3,Historically Confirmed
Albany,Animal,Other Animals,Other Animals,Anaxyrus fowleri,Green Frog,1990-1999,Game with no open season,not listed,S3,G5,Recently Confirmed
Albany,Animal,Other Animals,Other Animals,Anas rubripes,Spotted Salamander,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Other Animals,Frogs and Toads,Bombus pensylvanicus,Eastern Meadowlark,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Albany,Animal,Reptiles,Salamanders,Lithobates palustris,Copperhead,1990-1999,Game with no open season,not listed,S3,G5,Recently Confirmed
Albany,Animal,Reptiles,Frogs and Toads,Hyla versicolor,Eastern Wormsnake,2009,Special Concern,not listed,S2,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Lithobates catesbeianus,Tiger Salamander,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Reptiles,Frogs and Toads,Lithobates catesbeianus,Green Frog,not available,Threatened,not listed,S3,G4,Extirpated
Albany,Animal,Reptiles,Salamanders,Ambystoma jeffersonianum x laterale,Rose-breasted Grosbeak,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Salamanders,Pseudacris crucifer,Fowler's Toad,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Lithobates pipiens,Black-billed Cuckoo,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Lithobates clamitans,Bullfrog,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,"Herons, Bitterns, Egrets, Pelicans",Lithobates clamitans,Spotted Salamander,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Reptiles,Frogs and Toads,Anaxyrus fowleri,Eastern Ratsnake,1990-1999,Game with no open season,not listed,S4,G4G5,Recently Confirmed
Albany,Animal,Reptiles,Frogs and Toads,Lithobates sylvaticus,Upland Sandpiper,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Frogs and Toads,Anaxyrus fowleri,Red-bellied Snake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Frogs and Toads,Ambystoma jeffersonianum x laterale,Eastern Spadefoot,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Reptiles,Frogs and Toads,Bat Colony,White-breasted Nuthatch,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Natural Community,Amphibians,Frogs and Toads,Agelaius phoeniceus,Spotted Salamander,1998,not applicable,not applicable,S3S4,G5,Recently Confirmed
Albany,Natural Community,Freshwater Nontidal Wetlands,Frogs and Toads,Pseudacris crucifer,Eastern Wood-Pewee,1998,not applicable,not applicable,S3,G4,Recently Confirmed
Albany,Natural Community,Amphibians,Frogs and Toads,Lithobates catesbeianus,Spring Peeper,2015,not applicable,not applicable,S2,G3G4,Recently Confirmed
Albany,Natural Community,Amphibians,Frogs and Toads,Anaxyrus fowleri,Freshwater Intertidal Mudflats,1988,not applicable,not applicable,S2,G3G4,Historically Confirmed
Albany,Natural Community,Amphibians,Frogs and Toads,Lithobates palustris,Freshwater Tidal Marsh,1988,not applicable,not applicable,S2,G3G4,Historically Confirmed
Albany,Natural Community,Tidal Wetlands,Frogs and Toads,Hemidactylium scutatum,Eastern Spadefoot,2000,not applicable,not applicable,S3,G4,Recently Confirmed
Albany,Natural Community,Amphibians,Frogs and Toads,Bat Colony,Spring Peeper,2003,not applicable,not applicable,S2S3,G3G4,Recently Confirmed
Albany,Natural Community,Uplands,Frogs and Toads,Desmognathus fuscus,Spotted Salamander,2017,not applicable,not applicable,S1,G2,Recently Confirmed
Albany,Natural Community,Amphibians,"Herons, Bitterns, Egrets, Pelicans",Lithobates clamitans,Bullfrog,1998,not applicable,not applicable,S3,G3G4,Recently Confirmed
Albany,Natural Community,Uplands,Frogs and Toads,Pseudacris crucifer,Tiger Salamander,2001,not applicable,not applicable,S4,G4G5,Recently Confirmed
Albany,Natural Community,Amphibians,Forested Uplands,Hyla versicolor,Chestnut Oak Forest,2001,not applicable,not applicable,S4,G5,Recently Confirmed
Albany,Natural Community,Uplands,Frogs and Toads,Lithobates palustris,Wood Frog,2003,not applicable,not applicable,S3,G4G5,Recently Confirmed
Albany,Natural Community,Amphibians,Salamanders,Molothrus ater,Fowler's Toad,1999,not applicable,not applicable,S3,G4,Recently Confirmed
Albany,Natural Community,Uplands,Frogs and Toads,Plethodon cinereus,Common Raven,2017,not applicable,not applicable,S2S3,G4G5,Recently Confirmed
Albany,Natural Community,Uplands,Frogs and Toads,Lithobates palustris,Pickerel Frog,2020,not applicable,not applicable,S3,G4,Recently Confirmed
Albany,Natural Community,Uplands,Frogs and Toads,Anaxyrus fowleri,Jefferson Salamander Complex,1997,not applicable,not applicable,S2,G3G4,Recently Confirmed
Albany,Natural Community,Amphibians,Frogs and Toads,Anaxyrus fowleri,Spring Peeper,2020,not applicable,not applicable,S3,G4,Recently Confirmed
Albany,Natural Community,Amphibians,Salamanders,Lithobates sylvaticus,Gray Treefrog,2018,not applicable,not applicable,S3,G4?,Recently Confirmed
Albany,Plant,Conifers,Conifers,Ambystoma maculatum,Northern Leopard Frog,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Albany,Plant,Amphibians,Ferns,Lithobates sylvaticus,Bullfrog,not available,not listed,not listed,S4,G5,Recently Confirmed
Albany,Plant,Ferns and Fern Allies,Frogs and Toads,Hyla versicolor,Northern Adder's Tongue,not available,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Ferns and Fern Allies,Frogs and Toads,Pseudotriton ruber,Killdeer,2020,Threatened,not listed,S2,G5T5,Recently Confirmed
Albany,Plant,Amphibians,Salamanders,Acipenser oxyrinchus,Fowler's Toad,not available,Rare,not listed,S3,G5,Historically Confirmed
Albany,Plant,Birds,Salamanders,Ambystoma maculatum,Green Frog,2016,Rare,not listed,S3,G3G4,Recently Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Megaceryle alcyon,Blue-spotted Salamander,not available,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Frogs and Toads,Ambystoma jeffersonianum x laterale,Bullfrog,not available,Endangered,not listed,S1,G5?,Possible but not Confirmed
Albany,Plant,Amphibians,Frogs and Toads,Lithobates clamitans,Northern Blazing Star,not available,Threatened,not listed,S2,G5?T3,Historically Confirmed
Fulton,Animal,Birds,Old World Sparrows,Ambystoma jeffersonianum x laterale,Wood Frog,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Fulton,Animal,Birds,Salamanders,Bat Colony,Spring Peeper,2000-2005,Protected Bird,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Salamanders,Lithobates sylvaticus,Gray Treefrog,2001,Endangered,not listed,S1,G5T5,Recently Confirmed
Albany,Plant,Amphibians,Salamanders,Desmognathus fuscus,Ohio Goldenrod,not available,Threatened,not listed,S2,G4,Possible but not Confirmed
Albany,Plant,Flowering Plants,Frogs and Toads,Cardinalis cardinalis,Northern Leopard Frog,not available,Rare,not listed,S3,G5,Historically Confirmed
Albany,Plant,Amphibians,Frogs and Toads,Sitta carolinensis,Side Oats Grama,1996,Endangered,not listed,S2,G5T5,Recently Confirmed
Albany,Plant,Flowering Plants,Salamanders,Lithobates pipiens,Jefferson Salamander Complex,not available,Threatened,not listed,S2,G5T5,Historically Confirmed
Albany,Plant,Amphibians,Frogs and Toads,Anaxyrus fowleri,Jefferson Salamander Complex,1890,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Frogs and Toads,Lithobates clamitans,Spring Peeper,not available,Endangered,not listed,S1,G5TNR,Possible but not Confirmed
Albany,Plant,Amphibians,Frogs and Toads,Lithobates palustris,Spring Peeper,1990,Endangered,not listed,S1,G3G4,Recently Confirmed
Albany,Plant,Amphibians,Grasses,Lithobates clamitans,Green Frog,1991,Endangered,not listed,S1,G5,Recently Confirmed
Albany,Plant,Amphibians,Frogs and Toads,Coccyzus americanus,Prairie Dropseed,1962,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Salamanders,Lithobates clamitans,Spotted Salamander,1959,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Amphibians,Orchids,Agelaius phoeniceus,Green Frog,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Albany,Plant,Amphibians,Frogs and Toads,Lithobates catesbeianus,Gray Treefrog,1980,Threatened,not listed,S2,G3,Recently Confirmed
Albany,Plant,Amphibians,Orchids,Anas rubripes,Bullfrog,not available,not listed,not listed,S4,G5T4T5,Historically Confirmed
Albany,Plant,Amphibians,"Herons, Bitterns, Egrets, Pelicans",Lithobates pipiens,Fowler's Toad,not available,Endangered,not listed,SH,G5T3T5,Historically Confirmed
Albany,Plant,Amphibians,Frogs and Toads,Desmognathus fuscus,Tiger Salamander,not available,not listed,not listed,S4,G5T5,Recently Confirmed
Albany,Plant,Amphibians,Orchids,Lithobates palustris,Green Frog,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Albany,Plant,Amphibians,Orchids,Desmognathus fuscus,Tiger Salamander,1932,Endangered,not listed,S1,G5,Recently Confirmed
Albany,Plant,Amphibians,Frogs and Toads,Molothrus ater,Bayard's Adder's Mouth Orchid,1997,Endangered,not listed,S1,G1G2,Recently Confirmed
Albany,Plant,Flowering Plants,Orchids,Pseudotriton ruber,Pickerel Frog,not available,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Amphibians,Orchids,Hyla versicolor,Spotted Salamander,1937,Endangered,not listed,S1,G4,Historically Confirmed
Albany,Plant,Amphibians,Orchids,Lithobates palustris,Three Birds Orchid,not available,Threatened,not listed,S2,G4?T4?,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Anas rubripes,Jefferson Salamander Complex,2017,Threatened,not listed,S2S3,G5,Recently Confirmed
Albany,Plant,Amphibians,Frogs and Toads,Ambystoma jeffersonianum x laterale,Woodland Agrimony,1933,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Other Flowering Plants,Pseudacris crucifer,Spring Peeper,1907,Endangered,not listed,S1S2,G5T4T5,Historically Confirmed
Albany,Plant,Amphibians,Frogs and Toads,Lithobates sylvaticus,Spring Peeper,not available,Endangered,not listed,S1,G5,Historically Confirmed
