OBJECTID,Case_id,SN_Full,Geo_State,Prjt_Name,Ref_Num,Acq_Method,Int_Acq,Esmt_Rgts,Acc_Rgts,Esmt_exp,Acq_Fund,Fund_Year,Purpose,Pmnt_Made,Acq_Value,Width,Length_Feet,Length_Miles,Area_Acq,Deed_Sign,Recorded,County_Rec,Tax_ID,Rsts_Acq,NGO_Name,NGO_Invol,Title_Acpt,Public_Display,Source,Other_Funds,Appropriation_Reference,Administrating_Agency,Media_Links,Photo_Links,ID,SHAPE_Length,SHAPE_Area
63,556651,IDI    032244,ID,SLASH E,,,Easment,Exclusive,,,"LWCF;",,"WETLANDS;WETLAND,RIPARIAN","$150,000.0","$150,000.0",,,,80,1998/01/30 00:00:00+00,INSTR #450109,FREMONT,,"EXCLUSIVE, EXCLUSIVE",THE NATURE CONSERVANCY,,1998/02/23 00:00:00+00,Yes,CadNSDI,,,,,,,0.0245894233432589,3.65954368332368e-05
64,558624,MTM    082002,MT,VIRGELLE VLY RANCH,DOSN-MRF-060-36,,,Nonexclusive,,,"LWCF;",,"RECREATION,318.28","$16,060.0","$16,198.4",,,,318.28,1985/12/03 00:00:00+00,"BKF4-86,P36-37;MISC",CHOUTEAU,,LIMITED U.S. SURF RIGHT,,,1993/12/29 00:00:00+00,Yes,CadNSDI,,,,,,,0.0761560308644549,0.000157964774527053
65,575716,OROR   016805,OR,PACIFIC CREST TRAIL,RE-M-905,,,Exclusive,,,"LWCF;",,,$100.0,$0.0,20,4436,,2,1976/04/13 00:00:00+00,76-13529,JACKSON,,,,,1976/08/26 00:00:00+00,Yes,CadNSDI,,,BLM MEDFORD DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Pacific%20Crest,,0.0318380382733899,5.42385865017661e-05
66,598655,OROR   016891,OR,PACIFIC CREST TRAIL,RE-M-910,,,Exclusive,,,"LWCF;",,,$100.0,$15.0,UNK,200,,0.1,1976/06/15 00:00:00+00,76-16064,JACKSON,,,,,1976/09/30 00:00:00+00,Yes,CadNSDI,,,BLM MEDFORD DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Pacific%20Crest,,0.0167785571125385,1.71598412520473e-05
67,598904,OROR   016120,OR,ROGUE_NWSR,SD-M-49,,Fee,Exclusive,,,"LWCF;",,"RECREATION,64",$46.0,"$38,100.0",,,,63.6,1976/03/13 00:00:00+00,VOL316 PAGE971,JOSEPHINE,,EXCLUSIVE,,,1976/06/23 00:00:00+00,Yes,CadNSDI,,,BLM MEDFORD DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=%22rogue%20wsr%22,,0.0210812143031491,2.65343801132132e-05
68,601740,IDI    027740,ID,GREAT RIFT 3,,,Easment,Exclusive,,,"LWCF;",,,$375.0,$375.0,60,5947,,8.19,1991/10/24 00:00:00+00,INSTR #339916,BLAINE,,"EXCLUSIVE, EXCLUSIVE",,,1992/08/20 00:00:00+00,Yes,CadNSDI,,,BLM BURLEY FO,,,,0.0465295241292826,7.1137925638673e-05
69,612524,OROR   016761,OR,ROGUE_NWSR,SD-M-53,,Fee,Exclusive,,,"LWCF;",,"RECREATION,7","$12,500.0","$12,500.0",,,,6.3,1976/06/04 00:00:00+00,VOL317 PAGE1752,JOSEPHINE,,EXCLUSIVE,,,1976/08/11 00:00:00+00,Yes,CadNSDI,,,BLM MEDFORD DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=%22rogue%20wsr%22,,0.00775303518077115,3.05792715104747e-06
70,626928,IDI    028213,ID,SNAKE RIVER BOP NCA,,,Fee,Exclusive,,,"LWCF;",,,"$112,000.0","$112,000.0",UNK,UNK,,223.6,1991/06/04 00:00:00+00,INSTR #264678,ELMORE,,"ALL SURFACE RIGHTS U.S., ALL SURF RIGHT, ALL MINERALS, ALL MINERALS",,,1991/10/07 00:00:00+00,Yes,CadNSDI,,,BLM LOWER SNAKE RIVER DIST,,,,0.0645285163951769,9.91989512733258e-05
71,640171,OROR   052418,OR,FENCE CREEK PURCHASE,PROJ-H003,,Fee,Exclusive,,,"LWCF;",,RECREATION,"$172,000.0","$172,000.0",,,,240,1996/02/28 00:00:00+00,"96,0524",HARNEY,,,,,1996/06/26 00:00:00+00,Yes,CadNSDI,,,BLM BURNS DO,,,,0.04403547191232,0.000107089329231817
72,645306,IDI    028469,ID,SNAKE RIVER BOP NCA,,,Fee,Exclusive,,,"LWCF;",,,"$11,400.0","$11,400.0",,,,120,1991/09/10 00:00:00+00,INSTR #206109,OWYHEE,,"ALL SURFACE RIGHTS U.S., ALL SURF RIGHT, ALL MINERALS, ALL MINERALS",,,1991/11/14 00:00:00+00,Yes,CadNSDI,,,BLM LOWER SNAKE RIVER DIST,,,,0.031672771241757,5.39258714406042e-05
73,662048,OROR   044357,OR,OWYHEE WILD RIVER,,,Easment,,,,"LWCF;",,,"$89,000.0","$89,000.0",,,,106.7,1990/12/12 00:00:00+00,DEEDS 90-8830,MALHEUR,,,,,1991/03/26 00:00:00+00,Yes,CadNSDI,,,BLM VALE DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=OWYHEE%20river,,0.040685525015329,5.15070845124708e-05
74,671485,IDI    016931,ID,BIRDS OF PREY,,,Fee,Exclusive,,,"LWCF;",,,"$190,000.0","$244,000.0",,,,541.4,1980/07/22 00:00:00+00,INSTR #8039947,ADA,,,,,1980/10/01 00:00:00+00,Yes,CadNSDI,,,BLM LOWER SNAKE RIVER DIST,,,,0.123029971061081,0.000242532734767052
75,672314,WAOR   050312,WA,YAKIMA RIVER CANYON,PROJ-HOO2,,Fee,Exclusive,,,"LWCF;",,,"$4,500.0","$4,500.0",,,,20,1994/03/09 00:00:00+00,AF#3041449,YAKIMA,,EXCLUSIVE,,,1994/08/23 00:00:00+00,Yes,CadNSDI,,,BLM SPOKANE DO,,,,0.012540158245438,9.55258172259716e-06
76,683441,IDI    030034,ID,MILTON BUTLER,,,Fee,Exclusive,,,"LWCF;",,"30; RIPARIAN","$24,000.0","$24,000.0",,,,30,1994/12/30 00:00:00+00,INSTR #208399,CUSTER,,"ALL MINERALS, ALL MINERALS, ALL SURFACE RIGHTS U.S., ALL SURF RIGHT, EXCLUSIVE, EXCLUSIVE",,,1995/04/14 00:00:00+00,Yes,CadNSDI,,,BLM SALMON FO,,,,0.0174041012936199,1.38227634475185e-05
77,686413,OROR   017984,OR,ROGUE_NWSR,SD-M-73,,Fee,Exclusive,,,"LWCF;",,"RECREATION,30","$30,000.0","$25,000.0",,,,30,1977/06/17 00:00:00+00,VOL324 PAGE1615,JOSEPHINE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1977/09/06 00:00:00+00,Yes,CadNSDI,,,BLM MEDFORD DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=%22rogue%20wsr%22,,0.0146834508620533,1.34623432586967e-05
78,687401,WAOR   049028,WA,YAKIMA RIVER CANYON,PROJ-H002,,Fee,Exclusive,,,"LWCF;",,,"$16,000.0","$16,000.0",,,,80,1992/12/07 00:00:00+00,VOL404 PG1554-5,KITTITAS,,,,,1993/08/04 00:00:00+00,Yes,CadNSDI,,,BLM SPOKANE DO,,,,0.0281811617853714,3.76980241875892e-05
79,689732,WAOR   050257,WA,YAKIMA RIVER CANYON,PROJ-H002,,Fee,Exclusive,,,"LWCF;",,,"$176,000.0","$176,000.0",,,,640,1993/11/29 00:00:00+00,"VOL 350, PG 10",KITTITAS,,ALL SURFACE RIGHTS U.S.,,,1994/08/09 00:00:00+00,Yes,CadNSDI,,,BLM SPOKANE DO,,,,0.0709842017436333,0.000303981146877054
80,689868,OROR   046645,OR,NORTH SPIT BOAT RAMP,,,Fee,Exclusive,,,"LWCF;",,,"$50,000.0","$50,000.0",,,,4.61,1992/01/24 00:00:00+00,"92,020815",COOS,,,,,1992/04/03 00:00:00+00,Yes,CadNSDI,,,BLM COOS BAY DO,,,,0.0168979292869637,8.67811613584079e-06
81,696035,NMNM   093001,NM,ORGAN MTNS,PROJ-G301,,Fee,Exclusive,,,"LWCF;",,RECREATION,"$22,000.0","$22,000.0",,,,10,1995/05/01 00:00:00+00,"12,181",DONA ANA,,"ALL SURFACE RIGHTS U.S., ALL MINERALS",,,1995/05/01 00:00:00+00,Yes,CadNSDI,,,BLM LAS CRUCES DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ORGAN%20,,0.00792277072588942,3.90262026625757e-06
82,701242,MTM    046370,MT,"UMW&SR,GIST",DOSN-MRF-060-65,,Fee,Exclusive,,,"LWCF;",,,"$129,000.0","$129,000.0",,,,319.57,1980/03/27 00:00:00+00,"BK75,PG10;DEEDS",BLAINE,,,,,1980/06/09 00:00:00+00,Yes,CadNSDI,,,BLM MONTANA SO,,,,0.0859810706193674,0.000154879470819395
83,720527,OROR   040724,OR,STEENS MTN,RE-02-232,,Easment,Nonexclusive,,,"LWCF;",,,$0.00,$0.00,20,,1.32,3.2,1989/11/08 00:00:00+00,891619,HARNEY,,NONEXCLUSIVE,,,1989/11/09 00:00:00+00,Yes,CadNSDI,,,BLM BURNS DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Steens%20Mountain%20CMPA,,0.0533708392076358,0.000107288946049177
84,723545,IDI    029444,ID,UPPER SNAKE,,,Fee,Exclusive,,,"LWCF;",,,"$18,100.0","$18,100.0",,,,24.15,1992/11/09 00:00:00+00,INSTR #245226,MADISON,,"ALL MINERALS, ALL MINERALS, ALL SURFACE RIGHTS U.S., ALL SURF RIGHT",,,1993/02/04 00:00:00+00,Yes,CadNSDI,,,BLM UPPER SNAKE RIVER FO,,,,0.0135455645994976,1.07844791084477e-05
85,733263,OROR   040725,OR,STEENS MOUNTAIN,RE-02-233,,Easment,Exclusive,,,"LWCF;",,,$0.00,"$1,120.0",20,,6.381,15.47,1989/11/08 00:00:00+00,H8676,HARNEY,,EXCLUSIVE,,,1989/11/09 00:00:00+00,Yes,CadNSDI,,,BLM BURNS DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Steens%20Mountain%20CMPA,,0.200552843908013,0.000341249162120751
86,735033,IDI    032750,ID,OREGON NHT,,,Fee,Exclusive,,,"LWCF;",,"146;AG-GRAZING,146;CULTURAL,146;RECREATION,146;WILDLIFE,146;RIPARIAN","$373,200.0","$373,200.0",,,,146.36,1998/11/20 00:00:00+00,INSTR#312216,ELMORE,,"EXCLUSIVE, EXCLUSIVE, ALL SURFACE RIGHTS U.S., ALL SURF RIGHT",,,1998/12/10 00:00:00+00,Yes,CadNSDI,,,BLM LOWER SNAKE RIVER DIST,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=OREGON%20NHT,,0.0466390613116058,6.62922207572832e-05
87,735116,IDI    031736,ID,FLAT RANCH,,,Easment,Exclusive,,,"LWCF;",,"RIPARIAN,WILDLIFE AREA,FISHERIES;FISHING AREA,AG-GRAZING,CULTURAL,T&E;ENDANGERED SPECIE,RECREATION,WETLANDS;WETLAND","$80,000.0","$173,000.0",,,,345.32,1996/12/04 00:00:00+00,#445823,FREMONT,,"EXCLUSIVE, EXCLUSIVE",THE NATURE CONSERVANCY,,1997/06/10 00:00:00+00,Yes,CadNSDI,,,,,,,0.101948037823893,0.000158389406801487
88,741734,OROR   017392,OR,ROGUE_NWSR,SD-M-66,,Fee,Exclusive,,,"LWCF;",,"RECREATION,40",$27.0,"$15,250.0",,,,40,1977/01/25 00:00:00+00,VOL322 PAGE335,JOSEPHINE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1977/03/31 00:00:00+00,Yes,CadNSDI,,,BLM MEDFORD DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=%22rogue%20wsr%22,,0.0171172520154129,1.79464090461949e-05
89,808980,IDI    029765,ID,SOUTH FORK CAPT JOHN,,,Fee,Exclusive,,,"LWCF;",,,"$1,091,432.0","$1,200,000.0",,,,1280,1993/06/14 00:00:00+00,INSTR #574690,NEZ PERCE,,"ALL SURFACE RIGHTS U.S., ALL SURF RIGHT, ALL MINERALS, ALL MINERALS",,,1993/07/14 00:00:00+00,Yes,CadNSDI,,,BLM COEUR D'ALENE FO,,,,0.193848018171051,0.000601742555137185
90,815884,MTM    068746,MT,"UMW&SR,NORWEST BANK",DOSN-MRF-060-13,,Fee,Exclusive,,,"LWCF;",,,"$112,500.0","$112,500.0",,,,524.62,1985/12/27 00:00:00+00,"BKF77-85,PP13-15",CHOUTEAU,,,,,1986/01/21 00:00:00+00,Yes,CadNSDI,,,BLM MONTANA SO,,,,0.177155101369529,0.00025511833712207
91,829204,IDI    028404,ID,UPPER SNAKE,,,Fee,Exclusive,,,"LWCF;",,,"$74,475.0","$74,475.0",,,,99.3,1992/01/16 00:00:00+00,INSTR #826459,BONNEVILLE,,"ALL SURFACE RIGHTS U.S., ALL SURF RIGHT, ALL MINERALS, ALL MINERALS",THE NATURE CONSERVANCY,,1992/07/07 00:00:00+00,Yes,CadNSDI,,,,,,,0.0319428512716042,4.75310057514275e-05
92,829491,IDI    028402,ID,UPPER SNAKE,,,Fee,Exclusive,,,"LWCF;",,,"$55,700.0","$55,700.0",,,,85.63,1992/01/16 00:00:00+00,INSTR #826458,BONNEVILLE,,"ALL SURFACE RIGHTS U.S., ALL SURF RIGHT, ALL MINERALS, ALL MINERALS",THE NATURE CONSERVANCY,,1992/07/07 00:00:00+00,Yes,CadNSDI,,,,,,,0.0559519972921856,0.00010606730496394
93,848371,MTM    082001,MT,VIRGELLE VAL RANCH,DOSN-MRF-060-37,,Fee,Exclusive,,,"LWCF;",,"RECREATION,29,RIPARIAN,29,0.2","$7,355.0","$7,355.0",,,,29.42,1985/12/03 00:00:00+00,"BKF4-86,P40-41",CHOUTEAU,,ALL SURFACE RIGHTS U.S.,,,1993/10/14 00:00:00+00,Yes,CadNSDI,,,,,,,0.0178383745921412,1.51892294430555e-05
94,1093526,NMNM   070481,NM,EL MALPAIS,PROJ-9202,,Fee,Exclusive,,,"LWCF;",,WILDERNESS,"$12,000.0","$12,000.0",,,,40,1990/02/13 00:00:00+00,"3,8592",CIBOLA,,,,,1990/02/13 00:00:00+00,Yes,CadNSDI,,,BLM ALBUQUERQUE DO,,,,0.0161028628029935,1.60950256010797e-05
95,1391257,NMNM   089511,NM,ORGAN MOUNTAINS,PROJ-G301,,Fee,Exclusive,,,"LWCF;",,RECREATION,"$300,000.0","$300,000.0",,,,400,1994/10/19 00:00:00+00,"386,304",DONA ANA,,ALL SURFACE RIGHTS U.S.,,,1994/10/19 00:00:00+00,Yes,CadNSDI,,,BLM LAS CRUCES DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ORGAN%20,,0.0915857873684385,0.00015706624687417
96,1394795,NMNM   084357,NM,OVERFLOW WETLANDS,,,Fee,Exclusive,,,"LWCF;",,,"$55,000.0","$55,000.0",,,,200,1991/03/11 00:00:00+00,"101,538-539",CHAVES,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1991/03/11 00:00:00+00,Yes,CadNSDI,,,BLM ROSWELL FO,,,,0.0464615996503532,7.90596256305988e-05
97,1549392,NMNM   065306,NM,EL MALPAIS,,,Fee,Exclusive,,,"LWCF;",,WILDERNESS,"$167,308.0","$151,400.0",,,,15140.54,1989/12/19 00:00:00+00,"D3,8337-39",CIBOLA,,,,,1989/12/29 00:00:00+00,Yes,CadNSDI,,,BLM ALBUQUERQUE DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=EL%20MALPAIS,,1.52798138566156,0.00600603097976788
98,1674721,NMNM   071226,NM,BLUEWATER CANYON,PROJ-G101,,Fee,Exclusive,,,"LWCF;",,"RIPARIAN,RECREATION","$174,000.0","$197,850.0",,,,179,1991/02/19 00:00:00+00,"4,1476-1478",CIBOLA,,ALL SURFACE RIGHTS U.S.,,,1991/02/20 00:00:00+00,Yes,CadNSDI,,,BLM ALBUQUERQUE DO,,,,0.0745893252585316,0.000299666355292198
99,1696341,NMNM   070494,NM,EL MALPAIS,PROJ-G202,,Fee,Exclusive,,,"LWCF;",,WILDERNESS,"$24,000.0","$24,000.0",,,,80,1990/11/16 00:00:00+00,"4,774",CIBOLA,,,,,1990/11/16 00:00:00+00,Yes,CadNSDI,,,BLM ALBUQUERQUE DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=EL%20MALPAIS,,0.0236843487791785,3.26933801334388e-05
100,1751985,NMNM   069740,NM,EL MALPAIS,,,Fee,Exclusive,,,"LWCF;",,WILDERNESS,"$301,435.0",$10.0,,,,27403.17,1989/09/29 00:00:00+00,"3,7517-7521",CIBOLA,,ALL MINERALS,,,1989/09/30 00:00:00+00,Yes,CadNSDI,,,BLM ALBUQUERQUE DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=EL%20MALPAIS,,2.79533916486355,0.0109151767668536
101,1804743,CACA   039226,CA,AUSTIN PURCHASE,PROJ-B002,,Fee,Exclusive,,,"LWCF;",,T&E,"$4,750.0","$4,750.0",,,,10,1998/02/11 00:00:00+00,00114677,SAN LUIS OBISPO,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,1998/05/08 00:00:00+00,Yes,CadNSDI,,,BLM BAKERSFIELD FO,,,,0.0107908663438437,4.10631592375149e-06
102,1807284,CACA   027513,CA,DTNA,,,Fee,Exclusive,,,"LWCF;",,,"$1,750.0","$1,750.0",,,,2.5,1991/10/19 00:00:00+00,BK6587PG928,KERN,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,1992/02/25 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.00404399924270802,1.01252576872037e-06
103,1807328,CACA   025599,CA,CHWB,,,Fee,Exclusive,,,"LWCF;",,,"$6,020.0","$6,020.0",,,,12.04,1990/04/28 00:00:00+00,00114677,RIVERSIDE,,"ALL MINERALS, COMPLEX RESERVAT/SEGR",,,1990/07/17 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.00884758867834385,4.73608093261033e-06
104,1815064,CACA   031009,CA,EMNSA,,,Fee,Exclusive,,,"LWCF;",,"T&E,1709.44,TORTOISE","$828,500.0","$862,500.0",,,,1709.44,1993/06/23 00:00:00+00,02,SAN BERNARDINO,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S, ALL SURFACE RIGHTS U.S., ALL MINERALS, SUBJECT TO PRIOR RIGHTS, P1-3, 5, ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR, SUBJECT TO PRIOR RIGHTS, PAR 4",,,1994/07/08 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.230534235642938,0.000687456264494967
105,1815080,CACA   027332,CA,KING RANGE,,,Fee,Exclusive,,,"LWCF;",,,$0.00,"$65,000.0",,,,77.83,1991/08/05 00:00:00+00,17825-3,HUMBOLDT,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1991/10/01 00:00:00+00,Yes,CadNSDI,,,BLM ARCATA FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=King%20Range%20NCA,,0.023736300376468,3.37246928237141e-05
106,1815338,CACA   025567,CA,CHWB,PROJ-B003,,Fee,Exclusive,,,"LWCF;",,T&E,"$10,000.0","$10,000.0",,,,20,1990/05/11 00:00:00+00,00114677,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1990/12/10 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.00943477610341748,1.96979404771717e-06
107,1815427,CACA   024674,CA,DTNA,,,Fee,Exclusive,,,"LWCF;",,T&E,"$32,000.0","$32,000.0",,,,40,1994/04/27 00:00:00+00,00114677,KERN,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1994/09/08 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.0159630074624574,1.58149970445634e-05
108,1815526,CACA   026210,CA,CHWB,,,Fee,Exclusive,,,"LWCF;",,,"$7,825.0","$7,825.0",,,,11.25,1990/05/10 00:00:00+00,00114677,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1990/12/10 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.00891755846788657,1.26397121887891e-06
109,1815629,CACA   000837,CA,KING RANGE,KRLA-U-9,,Fee,Exclusive,,,"LWCF;",,,"$22,500.0","$22,500.0",,,,80,1973/10/12 00:00:00+00,945-580,MENDOCINO,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1973/11/28 00:00:00+00,Yes,CadNSDI,,,BLM ARCATA FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=King%20Range%20NCA,,0.0265486403252821,4.09871330114078e-05
110,1815815,CACA   024976,CA,CHWB,,,Fee,Exclusive,,,"LWCF;",,T&E,"$4,500.0","$4,500.0",,,,12.04,1989/11/18 00:00:00+00,00114677,RIVERSIDE,,ALL SURFACE RIGHTS U.S.,,,1990/03/21 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.008847494684209,4.73595913737195e-06
111,1827250,CACA   023827,CA,CHWB,PROJ-B010,,Fee,Exclusive,,,"LWCF;",,T&E,"$2,500.0","$2,500.0",,,,5,1993/07/19 00:00:00+00,00114677,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1994/01/07 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.0025043162301789,1.8414702137338e-07
112,1827334,CACA   023106,CA,CHWB,PROJ-B003,,Fee,Exclusive,,,"LWCF;",,"T&E,160,TORTOISE","$45,600.0","$45,600.0",,,,320,1989/08/08 00:00:00+00,GD #1989-89294288,RIVERSIDE,,"LIMITED U.S. SURF RIGHT, COMPLEX RESERVAT/SEGR",,,1989/11/17 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.079838434743879,0.000127334526553864
113,1830003,CACA   023987,CA,KING RANGE,KRLA-U-124,,Fee,Exclusive,,,"LWCF;",,,"$34,500.0","$34,500.0",,,,10,1988/08/30 00:00:00+00,1886-798,HUMBOLDT,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1988/11/22 00:00:00+00,Yes,CadNSDI,,,BLM UKIAH FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=King%20Range%20NCA,,0.0112862220493096,4.20161282805217e-06
114,1840875,CACA   039635,CA,BIZZ JOHNSON TRAIL,,,Fee,Exclusive,,,"LWCF;",,RECREATION,$0.00,"$15,000.0",,,,4.8,1999/04/26 00:00:00+00,BK717PG134,LASSEN,,ALL SURFACE RIGHTS U.S.,,,1999/12/17 00:00:00+00,Yes,CadNSDI,,,BLM EAGLE LAKE FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=BIZZ%20JOHNSON,,0.00844350338693042,2.067668113299e-06
115,1840890,CACA   032992,CA,CHWB,PROJ-B010,,Fee,Exclusive,,,"LWCF;",,T&E,"$17,000.0","$17,000.0",,,,40,1994/01/21 00:00:00+00,00114677,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1994/03/01 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.0159245720169491,1.572625369752e-05
116,1840912,CACA   029318,CA,DTNA,PROJ-B010,,Fee,Exclusive,,,"LWCF;",,T&E,"$12,000.0","$12,000.0",,,,10,1992/05/19 00:00:00+00,BK6682PG1653,KERN,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,1992/12/22 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.00809213993444837,4.05331279775147e-06
117,1842048,CACA   031689,CA,SRMNSA,PROJ-B602,,Fee,Exclusive,,,"LWCF;",,,"$238,000.0","$238,000.0",,,,660,1996/08/28 00:00:00+00,GD #1996-340881,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1997/01/06 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.075176348521639,0.000258366848798192
118,1842074,CACA   029313,CA,DTNA,PROJ-B010,,Fee,Exclusive,,,"LWCF;",,"T&E,10,TORTOISE","$12,000.0","$12,000.0",,,,10,1992/05/29 00:00:00+00,BK6752PG2350,KERN,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,1993/01/21 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.00810548364090972,4.06936116782453e-06
119,1842256,CACA   033684,CA,BIG MORONGO CYN ACEC,PROJ-B601,,Fee,Exclusive,,,"LWCF;",,"T&E,80,BIGHORN SHEEP","$24,000.0","$24,000.0",,,,80,1994/08/29 00:00:00+00,GD #1994-376796,SAN BERNARDINO,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1994/10/19 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.0229940589201385,3.10981119602847e-05
120,1842325,CACA   030640,CA,DTNA,PROJ-B010,,Fee,Exclusive,,,"LWCF;",,"T&E,52.50,TORTOISE;JE","$51,500.0","$51,500.0",,,,52.5,1993/02/05 00:00:00+00,01,KERN,,"ALL MINERALS, ALL SURFACE RIGHTS U.S., ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR, SUBJECT TO PRIOR RIGHTS",,,1994/01/18 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.0300877610723673,2.11536408892417e-05
121,1855624,CACA   030110,CA,CACHE CRK MGMT AREA,PROJ-B501,,Fee,Exclusive,,,"LWCF;",,"RECREATION,WILDLIFE,CULTURAL","$762,000.0","$762,000.0",,,,2032.06,1993/12/28 00:00:00+00,DOC NO. 000272,YOLO,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1994/01/20 00:00:00+00,Yes,CadNSDI,,,BLM UKIAH FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=CACHE%20CREEK,,0.19362821550136,0.000808793061642255
122,1855732,CACA   012001,CA,KING RANGE,KRLA-U-44,,Fee,Exclusive,,,"LWCF;",,,"$75,000.0","$75,000.0",,,,50,1981/09/15 00:00:00+00,1657-20,HUMBOLDT,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S, ALL SURFACE RIGHTS U.S., ALL MINERALS",,,1981/12/04 00:00:00+00,Yes,CadNSDI,,,BLM ARCATA FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=King%20Range%20NCA,,0.0240503315900043,3.4221795902777e-05
123,1855873,CACA   032991,CA,CHWB,PROJ-B010,,Fee,Exclusive,,,"LWCF;",,T&E,"$17,000.0","$17,000.0",,,,40,1994/01/21 00:00:00+00,00114677,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1994/03/01 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.0159292436485564,1.57348350570426e-05
