county,district,co_dist_code,site_code,school_site,total_enrollment,telephone,principal,principles_email,mailing_address,mailing_city,mailing_state,mailing_zip,grades_low_high,certified_staff
CANADIAN    ,PIEDMONT                      ,09-I022,125.0,Piedmont Intermediate ES      ,525.0,(405) 373-5155,Shawn Blankenship,shawn.blaneknship@piedmontschools.org,977 Washington Ave,Piedmont,OK,73078.0,05-06,37.0
CANADIAN    ,PIEDMONT                      ,09-I022,510.0,Piedmont MS                   ,523.0,(405) 373-1315,Trinity Johnson,trinity.johnson@piedmontschools.org,823 Second Street Northwest,Piedmont,OK,73078.0,07-08,44.0
CANADIAN    ,PIEDMONT                      ,09-I022,705.0,Piedmont HS                   ,936.0,(405) 373-5011,Layne Jones,layne.jones@piedmontschools.org,1055 Edmond Road Northwest,Piedmont,OK,73078.0,09-12,64.0
CANADIAN    ,YUKON                         ,09-I027,105.0,Central ES                    ,351.0,(405) 354-2501,Robin Russell,robin.russell@yukonps.com,300 South Ninth Street,Yukon,OK,73099.0,PK-03,31.0
CANADIAN    ,YUKON                         ,09-I027,110.0,Myers ES                      ,323.0,(405) 354-5252,Ron Brummett,ron.brummett@yukonps.com,1200 South First Street,Yukon,OK,73099.0,PK-03,30.0
CANADIAN    ,YUKON                         ,09-I027,115.0,Shedeck ES                    ,389.0,(405) 354-6601,Mark Park,mark.park@yukonps.com,2100 South Holly Ave,Yukon,OK,73099.0,PK-03,33.0
CANADIAN    ,YUKON                         ,09-I027,120.0,Ranchwood ES                  ,376.0,(405) 354-6616,Kristin Kilpatrick,kristin.kilpatrick@yukonps.com,607 Annawood Drive,Yukon,OK,73099.0,PK-03,29.0
CANADIAN    ,YUKON                         ,09-I027,125.0,Surrey Hills ES               ,446.0,(405) 373-1973,Bill Pierce,bill.pierce@yukonps.com,10700 Hastings Ave,Yukon,OK,73099.0,PK-03,30.0
CANADIAN    ,YUKON                         ,09-I027,130.0,Parkland ES                   ,375.0,(405) 354-7786,Lance Haggard,lance.haggard@yukonps.com,2201 South Cornwell Drive,Yukon,OK,73099.0,PK-03,30.0
CANADIAN    ,YUKON                         ,09-I027,135.0,Skyview ES                    ,581.0,(405) 354-4852,Carla Smith,carla.smith@yukonps.com,650 South Yukon Parkway,Yukon,OK,73099.0,PK-03,43.0
CANADIAN    ,YUKON                         ,09-I027,140.0,Independence ES               ,631.0,(405) 265-1352,Roni Mckee,roni.mckee@yukonps.com,500 East Vandament Ave,Yukon,OK,73099.0,04-05,40.0
CANADIAN    ,YUKON                         ,09-I027,145.0,Lakeview ES                   ,581.0,(405) 265-1342,Scott Hein,scott.hein@yukonps.com,872 South Yukon Parkway,Yukon,OK,73099.0,04-05,42.0
CANADIAN    ,YUKON                         ,09-I027,520.0,Yukon MS                      ,1819.0,(405) 354-5274,Diana Lebsack,diana.lebsack@yukonps.com,801 Garth Brooks Blvd,Yukon,OK,73099.0,06-08,121.0
CANADIAN    ,YUKON                         ,09-I027,705.0,Yukon HS                      ,2506.0,(405) 354-6692,Melissa Barlow,melissa.barlow@yukonps.com,1777 South Yukon Parkway,Yukon,OK,73099.0,09-12,161.0
CANADIAN    ,EL RENO                       ,09-I034,110.0,Hillcrest ES                  ,328.0,(405) 262-2396,Jenifer Posey,jposey@elrenops.org,PO Box 580,El Reno,OK,73036.0,PK-KG,25.0
CANADIAN    ,EL RENO                       ,09-I034,120.0,Lincoln Learning Ctr          ,380.0,(405) 262-1941,Joel Read,jread@elrenops.org,PO Box 580,El Reno,OK,73036.0,03-04,36.0
CANADIAN    ,EL RENO                       ,09-I034,135.0,Rose Witcher ES               ,412.0,(405) 262-5592,Tiffani Patrick,tpatrick@elrenops.org,PO Box 580,El Reno,OK,73036.0,01-02,31.0
CANADIAN    ,EL RENO                       ,09-I034,510.0,Leslie F Roblyer Learning Ctr ,328.0,(405) 262-2700,Monica Brower,mbrower@elrenops.org,PO Box 580,El Reno,OK,73036.0,05-06,32.0
CANADIAN    ,EL RENO                       ,09-I034,610.0,Etta Dale JHS                 ,347.0,(405) 262-3253,Kim Landers,klanders@elrenops.org,PO Box 580,El Reno,OK,73036.0,07-08,43.0
CANADIAN    ,EL RENO                       ,09-I034,705.0,El Reno HS                    ,840.0,(405) 262-3254,Pat Liticker,pliticker@elrenops.org,PO Box 580,El Reno,OK,73036.0,09-12,73.0
CANADIAN    ,UNION CITY                    ,09-I057,105.0,Union City ES                 ,196.0,(405) 483-5327,Kerri Griggs,kgriggs@unioncity.k12.ok.us,POBox 279,Union City,OK,73090.0,PK-08,12.0
CANADIAN    ,UNION CITY                    ,09-I057,705.0,Union City HS                 ,95.0,(405) 483-5326,Todd Carel,tcarel@unioncity.k12.ok.us,POBox 279,Union City,OK,73090.0,09-12,11.0
CANADIAN    ,MUSTANG                       ,09-I069,105.0,Mustang ES                    ,491.0,(405) 376-2491,Laquita Semmler,semmlerl@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,KG-04,35.0
CANADIAN    ,MUSTANG                       ,09-I069,110.0,Mustang Valley ES             ,690.0,(405) 324-2541,Jillian Mitchell,mitchellj@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,KG-04,47.0
CANADIAN    ,MUSTANG                       ,09-I069,115.0,Mustang Lakehoma ES           ,540.0,(405) 376-2409,Shawna Carter,carters@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,KG-04,36.0
CANADIAN    ,MUSTANG                       ,09-I069,120.0,Mustang Trails ES             ,709.0,(405) 324-0016,Alisha Suffield,suffielda@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,PK-04,48.0
CANADIAN    ,MUSTANG                       ,09-I069,125.0,Mustang Creek ES              ,689.0,(405) 324-4567,Susan Dombek,dombeks@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,PK-04,48.0
CANADIAN    ,MUSTANG                       ,09-I069,130.0,Mustang Education Ctr         ,325.0,(405) 376-7322,Sondra Bivens,bivenss@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,PK-PK,13.0
CANADIAN    ,MUSTANG                       ,09-I069,135.0,Mustang Centennial ES         ,655.0,(405) 256-6466,Molly Wilson,wilsonmo@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,PK-04,58.0
CANADIAN    ,MUSTANG                       ,09-I069,140.0,Mustang Horizon IES           ,723.0,(405) 256-6282,Holly Mckinney,mckinneyh@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,05-06,54.0
CANADIAN    ,MUSTANG                       ,09-I069,145.0,Canyon Ridge IES              ,916.0,(405) 256-6955,Kathy Blackwell,blackwellk@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,04-06,62.0
CANADIAN    ,MUSTANG                       ,09-I069,150.0,Prairie View ES               ,614.0,(405) 256-6989,Cynthia Daniel,danielc@mustangps.org,906 S. Heights Drive,Mustang,OK,73064.0,PK-04,41.0
CANADIAN    ,MUSTANG                       ,09-I069,505.0,Mustang MS                    ,730.0,(405) 376-2448,Kathy Knowles,knowlesk@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,07-08,61.0
CANADIAN    ,MUSTANG                       ,09-I069,510.0,Mustang North MS              ,862.0,(405) 324-2236,Christy Bradley,bradleyc@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,07-08,64.0
CANADIAN    ,MUSTANG                       ,09-I069,705.0,Mustang HS                    ,2854.0,(405) 376-2404,Teresa Wilkerson,wilkersont@mustangps.org, 906 S. Heights Drive,Mustang,OK,73064.0,09-12,177.0
CANADIAN    ,CALUMET                       ,09-I076,105.0,Calumet ES                    ,149.0,(405) 893-2222,Lindy Renbarger,lrenbarger@chs.k12.ok.us,PO Box 10,Calumet,OK,73014.0,PK-06,17.0
CANADIAN    ,CALUMET                       ,09-I076,610.0,Calumet JHS                   ,42.0,(405) 893-2222,Chuck Hood,hoodc@chs.k12.ok.us,PO Box 10,Calumet,OK,73014.0,07-08,14.0
CANADIAN    ,CALUMET                       ,09-I076,705.0,Calumet HS                    ,72.0,(405) 893-2222,Chuck Hood,hoodc@chs.k12.ok.us,110 N. Freehome,Calumet,OK,73014.0,09-12,14.0
CARTER      ,ZANEIS                        ,10-C072,105.0,Zaneis Public School          ,288.0,(580) 668-2955,Ryan Cole,zaneis@zaneis.k12.ok.us,30515 Us Highway 70,Wilson,OK,73463.0,PK-08,19.0
CARTER      ,ARDMORE                       ,10-I019,110.0,Charles Evans ES              ,657.0,(580) 223-2472,Denise Brunk,dbrunk@ardmoreschools.org,PO Box 1709,Ardmore,OK,73402.0,01-05,52.0
CARTER      ,ARDMORE                       ,10-I019,120.0,Jefferson ES                  ,255.0,(580) 223-2474,Casey Hall,chall@ardmoreschools.org,PO Box 1709,Ardmore,OK,73401.0,01-05,22.0
CARTER      ,ARDMORE                       ,10-I019,125.0,Lincoln ES                    ,287.0,(580) 223-2477,Ellen Patty,epatty@ardmoreschools.org,PO Box 1709,Ardmore,OK,73402.0,01-05,24.0
CARTER      ,ARDMORE                       ,10-I019,135.0,Will Rogers ES                ,425.0,(580) 223-2482,Johncy Martin,jmartin@ardmoreschools.org,PO Box 1709,Ardmore,OK,73402.0,PK-KG,34.0
CARTER      ,ARDMORE                       ,10-I019,505.0,Ardmore MS                    ,661.0,(580) 223-2475,Cindy Huddleston,chuddleston@ardmoreschools.org,PO Box 1709,Ardmore,OK,73402.0,06-08,54.0
CARTER      ,ARDMORE                       ,10-I019,705.0,Ardmore HS                    ,769.0,(580) 226-7680,James Falvey,jfalvey@ardmoreschools.org,PO Box 1709,Ardmore,OK,73402.0,09-12,74.0
CARTER      ,SPRINGER                      ,10-I021,105.0,Springer ES                   ,166.0,(580) 653-2471,Brandi Price,bprice@springer.k12.ok.us,16624 Us Hwy 77,Springer,OK,73458.0,PK-08,22.0
CARTER      ,SPRINGER                      ,10-I021,705.0,Springer HS                   ,50.0,(580) 653-2471,Russell Noland,rnoland@springer.k12.ok.us,16624 Us Hwy 77,Springer,OK,73458.0,09-12,17.0
CARTER      ,PLAINVIEW                     ,10-I027,105.0,Plainview Primary ES          ,413.0,(580) 223-5757,Lisa Moore,lmoore@plainview.k12.ok.us,1140 South Plainview Road,Ardmore,OK,73401.0,PK-02,33.0
CARTER      ,PLAINVIEW                     ,10-I027,110.0,Plainview Intermediate ES     ,353.0,(580) 223-6437,Julie Altom,jaltom@plainview.k12.ok.us,1140 South Plainview Road,Ardmore,KO,73401.0,03-05,31.0
CARTER      ,PLAINVIEW                     ,10-I027,505.0,Plainview MS                  ,343.0,(580) 223-6502,Tim Parhan,tparham@plainview.k12.ok.us,1140 South Plainview Road,Ardmore,KO,73401.0,06-08,35.0
CARTER      ,PLAINVIEW                     ,10-I027,705.0,Plainview HS                  ,443.0,(580) 223-5877,Brian Nickel,bnickel@plainview.k12.ok.us,1140 South Plainview Road,Ardmore,OK,73401.0,09-12,42.0
CARTER      ,LONE GROVE                    ,10-I032,105.0,Lone Grove Intermediate School,365.0,(580) 657-3270,Amy Benson,abenson@lonegrove.k12.ok.us,PO Box 1330,Lone Grove,OK,73443.0,03-05,32.0
CARTER      ,LONE GROVE                    ,10-I032,110.0,Lone Grove Primary ES         ,431.0,(580) 657-4367,Tonya Finnerty,tfinn@lonegrove.k12.ok.us,PO Box 1330,Lone Grove,OK,73443.0,PK-02,32.0
CARTER      ,LONE GROVE                    ,10-I032,505.0,Lone Grove MS                 ,325.0,(580) 657-3132,Richard Mckee,rmckee@lonegrove.k12.ok.us,PO Box 1330,Lone Grove,OK,73443.0,06-08,41.0
CARTER      ,LONE GROVE                    ,10-I032,705.0,Lone Grove HS                 ,415.0,(580) 657-3133,Chris Sudderth,csudderth@lonegrove.k12.ok.us,PO Box 1330,Lone Grove,OK,73443.0,09-12,54.0
CARTER      ,WILSON                        ,10-I043,105.0,Wilson ES                     ,318.0,(580) 668-2355,Clifford Benson,cbenson@wilson.k12.ok.us,1860 Hewitt Road,Wilson,OK,73463.0,PK-08,28.0
CARTER      ,WILSON                        ,10-I043,705.0,Wilson HS                     ,168.0,(580) 668-2317,Gary S. Labeth,glabeth@wilson.k12.ok.us,1860 Hewitt Road,Wilson,OK,73463.0,09-12,21.0
CARTER      ,HEALDTON                      ,10-I055,105.0,Healdton ES                   ,234.0,(580) 229-1201,Donielle Cantwell,dcantwell@healdtonschools.org,PO Box 490,Healdton,OK,73438.0,PK-05,19.0
CARTER      ,HEALDTON                      ,10-I055,505.0,Healdton MS                   ,103.0,(580) 229-0303,Greg Munholland,gmunholland@healdtonschools.org,PO Box 490,Healdton,OK,73438.0,06-08,18.0
CARTER      ,HEALDTON                      ,10-I055,705.0,Healdton HS                   ,175.0,(580) 229-0540,Justin Kana,jkana@healdtonschools.org,PO Box 490,Healdton,OK,73438.0,09-12,23.0
CARTER      ,FOX                           ,10-I074,105.0,Fox ES                        ,230.0,(580) 673-2083,Mark Williams,mwilliams@foxps.k12.ok.us,PO Box 248,Fox,OK,73435.0,PK-08,21.0
CARTER      ,FOX                           ,10-I074,705.0,Fox HS                        ,88.0,(580) 673-2082,Jason Wright,jwright@foxps.k12.ok.us,PO Box 248,Fox,OK,73435.0,09-12,14.0
CARTER      ,DICKSON                       ,10-I077,105.0,Dickson ES                    ,372.0,(580) 223-9509,Debby Custer,dcuster@dickson.k12.ok.us,4762 State Highway 199,Ardmore,OK,73401.0,PK-02,30.0
CARTER      ,DICKSON                       ,10-I077,110.0,Dickson Upper ES              ,286.0,(580) 223-1443,David Gardner,dgardner@dickson.k12.ok.us,4762 State Highway 199,Ardmore,OK,73401.0,03-05,23.0
CARTER      ,DICKSON                       ,10-I077,510.0,Dickson MS                    ,303.0,(580) 223-2700,Matt Krimmer,mkrimmer@dickson.k12.ok.us,4762 State Highway 199,Ardmore,OK,73401.0,06-08,33.0
CARTER      ,DICKSON                       ,10-I077,705.0,Dickson HS                    ,375.0,(580) 226-0633,Rex Trent,rtrent@dickson.k12.ok.us,4762 State Highway 199,Ardmore,OK,73401.0,09-12,41.0
CHEROKEE    ,LOWREY                        ,11-C010,105.0,Lowrey Public School          ,138.0,(918) 456-4053,Bryan Hix,bhix@lowrey.k12.ok.us,21132 East 640 Road,Tahlequah,OK,74464.0,PK-08,13.0
CHEROKEE    ,NORWOOD                       ,11-C014,105.0,Norwood Public School         ,184.0,(918) 478-3092,Diana Garnatz,garnatzd@norwood.k12.ok.us,7966 West 790 Road,Hulbert,OK,74441.0,PK-08,19.0
CHEROKEE    ,WOODALL                       ,11-C021,105.0,Woodall Public School         ,492.0,(918) 456-1581,Cris Wyse,cwyse@woodall.k12.ok.us,14090 West 835 Road,Tahlequah,OK,74464.0,PK-08,35.0
CHEROKEE    ,SHADY GROVE                   ,11-C026,105.0,Shady Grove Public School     ,145.0,(918) 772-2511,Emmett Thompson,ethompson@shadygrove.k12.ok.us,11042 West Shady Grove Road,Hulbert,OK,74441.0,PK-08,16.0
CHEROKEE    ,PEGGS                         ,11-C031,105.0,Peggs Public School           ,222.0,(918) 598-3412,Carolyn Robbins,crobbins@peggs.k12.ok.us,PO Box 119,Peggs,OK,74452.0,PK-08,18.0
CHEROKEE    ,GRAND VIEW                    ,11-C034,105.0,Grand View Public School      ,630.0,(918) 456-5131,Allen Rule,arule@grandview.k12.ok.us,15481 North Jarvis Road,Tahlequah,OK,74464.0,PK-08,59.0
CHEROKEE    ,GRAND VIEW                    ,11-C034,105.0,Grand View Public School      ,630.0,(918) 456-5131,Steve Gillman,sgillman@grandview.k12.ok.us,15481 North Jarvis Road,Tahlequah,OK,74464.0,PK-08,59.0
CHEROKEE    ,BRIGGS                        ,11-C044,105.0,Briggs Public School          ,463.0,(918) 456-4221,George Ritzhaupt,gritzy@briggs.k12.ok.us,17210 South 569 Road,Tahlequah,OK,74464.0,PK-08,38.0
CHEROKEE    ,TENKILLER                     ,11-C066,105.0,Tenkiller Public School       ,302.0,(918) 457-5996,Keith Fisher,kfisher@tenkiller.k12.ok.us,26106 East 863 Road,Welling,OK,74471.0,PK-08,28.0
CHEROKEE    ,KEYS                          ,11-I006,105.0,Keys ES                       ,481.0,(918) 456-4501,Tami Woods,twoods@keys.k12.ok.us,19061 East 840 Road,Park Hill,OK,74451.0,PK-08,42.0
CHEROKEE    ,KEYS                          ,11-I006,705.0,Keys HS                       ,332.0,(918) 458-1835,Steven Goss,sgoss@keys.k12.ok.us,26622 South 520 Road,Park Hill,OK,74451.0,09-12,27.0
CHEROKEE    ,HULBERT                       ,11-I016,105.0,Hulbert ES                    ,311.0,(918) 772-2501,Taf Morphis,tmorphis@hulbertriders.com,PO Box 188,Hulbert,OK,74441.0,PK-06,26.0
CHEROKEE    ,HULBERT                       ,11-I016,615.0,Hulbert Jr-Sr HS (Jr)         ,88.0,(918) 772-2501,Harold Rusty Harris,rharris@hulbertriders.com,PO Box 188,Hulbert,OK,74441.0,07-08,15.0
CHEROKEE    ,HULBERT                       ,11-I016,715.0,Hulbert Jr-Sr HS (Sr)         ,204.0,(918) 772-2501,Brad Ferguson,bferguson@hulbertriders.com,PO Box 188,Hulbert,OK,74441.0,09-12,23.0
CHEROKEE    ,TAHLEQUAH                     ,11-I035,115.0,Sequoyah ES                   ,221.0,(918) 458-4130,Tanya Jones,jonest@tahlequahschools.org,425 South College,Tahlequah,OK,74464.0,PK-PK,14.0
CHEROKEE    ,TAHLEQUAH                     ,11-I035,210.0,Cherokee ES                   ,433.0,(918) 458-4110,Marissa Mccoy,mccoym@tahlequahschools.org,800 E Goingsnake,Tahlequah,OK,74464.0,KG-05,39.0
CHEROKEE    ,TAHLEQUAH                     ,11-I035,212.0,Greenwood ES                  ,602.0,(918) 458-4120,Susan Vanzant,vanzants@tahlequahschools.org,400 E Ross,Tahlequah,OK,74464.0,KG-05,43.0
CHEROKEE    ,TAHLEQUAH                     ,11-I035,225.0,Heritage ES                   ,546.0,(918) 458-4180,Lacie Davenport,davenportl@tahlequahschools.org,333 Southridge Rd,Tahlequah,OK,74464.0,KG-05,41.0
CHEROKEE    ,TAHLEQUAH                     ,11-I035,520.0,Tahlequah MS                  ,632.0,(918) 458-4140,Jaycie Smith,smithj@tahlequahschools.org,871 Pendleton,Tahlequah,OK,74464.0,06-08,63.0
CHEROKEE    ,TAHLEQUAH                     ,11-I035,705.0,Tahlequah HS                  ,1206.0,(918) 458-4150,Cory Slagle,slaglec@tahlequahschools.org,591 Pendleton Street,Tahlequah,OK,74464.0,09-12,103.0
CHEROKEE    ,CHEROKEE IMMERSION CHARTER SCH,11-T001,971.0,Cherokee Immersion Charter Sch,106.0,(918) 207-4900,Holly Davis,holly-davis@cherokee.org,PO Box 520,Tahlequah,OK,74465.0,PK-08,9.0
CHOCTAW     ,GRANT                         ,12-C003,105.0,Grant Public School           ,118.0,(580) 326-8315,Buck Hammers,bhammers@grant.k12.ok.us,PO Box 159,Grant,OK,74738.0,PK-08,12.0
CHOCTAW     ,SWINK                         ,12-C021,105.0,Swink Public School           ,159.0,(580) 873-2695,Mark Bush,mbush@swink.k12.ok.us,PO Box 73,Swink,OK,74761.0,PK-08,14.0
CHOCTAW     ,BOSWELL                       ,12-I001,105.0,Boswell ES                    ,237.0,(580) 566-2735,Rick Grimes,rgrimes@boswellschools.org,PO Box 839,Boswell,OK,74727.0,PK-06,20.0
CHOCTAW     ,BOSWELL                       ,12-I001,515.0,Boswell MS                    ,53.0,(580) 566-2735,Rick Grimes,rgrimes@boswellschools.org,PO Box 839,Boswell,OK,74727.0,07-08,13.0
CHOCTAW     ,BOSWELL                       ,12-I001,715.0,Boswell HS                    ,86.0,(580) 566-2735,Rick Grimes,rgrimes@boswellschools.org,PO Box 839,Boswell,OK,74727.0,09-12,13.0
CHOCTAW     ,FORT TOWSON                   ,12-I002,105.0,Fort Towson ES                ,177.0,(580) 873-2780,Ami Payne,apayne@forttowson.k12.ok.us,PO Box 39,Fort Towson,OK,74735.0,PK-06,19.0
CHOCTAW     ,FORT TOWSON                   ,12-I002,605.0,Fort Towson JHS               ,54.0,(580) 873-2325,Phill Hall,phall@forttowson.k12.ok.us,PO Box 39,Fort Towson,OK,74735.0,07-08,15.0
CHOCTAW     ,FORT TOWSON                   ,12-I002,705.0,Fort Towson HS                ,166.0,(580) 873-2325,Phil Hall,phall@forttowson.k12.ok.us,PO Box 39,Fort Towson,OK,74735.0,09-12,18.0
CHOCTAW     ,SOPER                         ,12-I004,105.0,Soper ES                      ,260.0,(580) 345-2211,Tonya Scott,t.scott@soperisd.org,PO Box 149,Soper,OK,74759.0,PK-08,25.0
CHOCTAW     ,SOPER                         ,12-I004,705.0,Soper HS                      ,135.0,(580) 345-2211,James Eberts,j.eberts@soperisd.com,PO Box 149,Soper,OK,74759.0,09-12,18.0
CHOCTAW     ,HUGO                          ,12-I039,135.0,Hugo ES                       ,462.0,(580) 326-8373,Nancy Welch,nwelch@hugoschools.com,208 N 2Nd Street,Hugo,OK,74743.0,PK-03,34.0
CHOCTAW     ,HUGO                          ,12-I039,140.0,Hugo Intermediate             ,171.0,(580) 326-0106,Vivian Shanklin,vshanklin@hugoschools.com,208 N 2Nd Street,Hugo,OK,74743.0,04-05,15.0
