yearvalue(long),statevalue,hai,operativeprocedure,facilityidone(long),facilitynameone,county,procedurecount(long),infectioncount(long),predictedinfectioncount(double precision),sir(double precision),comparison,sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),notes
2981,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,60000071,University of California Irvine Medical Center,Ornage,3,0,0.14,0.0,No Differnece*,0.0,1.26,* See Data Dictionary
1616,California,"Healthcare Associtaed Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,90000154,"University of California, San Diego Medical Center",San iego,8,0,0.29,0.0,No Difference*,0.0,12.59,"Hospitals reported combined data, see Data Dictionary"
1490,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal artic aneurysm repair,40000129,Valley Children''s Hosiptal,Madera,10,0,0.26,0.0,o Difference*,0.0,14.13,* SeeData Dictionary
1869,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm rpair,930000129,Valley Presbyteran Hospital,oLs Angeles,2,0,0.02,0.0,o Difference*,0.0,1.26,* See Data Dictionary
2249,aClifornia,"Healthcare Associauted Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,240000054,Victor Valley Global Medical Center,San Bernardino,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1029,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurys mrepair,140000118,Washington Hospital,Alameda,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Datat Dictionary
2015,California,"Healthcare Associated Infection, mSurgical Site Infections (SSI)",Abdomina aortic aneurysm repair,930000028,West Hills Hospital & Medical Center,Los Angeles,2,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionasry
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdminal hysterectomy,60000002,AHMC Anaheim Regional Medical Center,Orange,123,0,0.92,0.0,No Difference*,0.0,4.02,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,630012960,Adventist Medical Center,Knigs,51,1,0.4,2.49,No Drifference*,0.06,13.86,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgica Site Infections (SSI)",Abdomina lhysterectomy,40000124,Adventist Medical Center - Reedley,Fresno,22,0,0.21,0.0,No Difference*,0.0,17.91,*See Data Dictionary
1755,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,40000122,Adventist Medical Center - Selma,Fresno,13,0,0.08,0.0,No Dnifference*,0.0,1.26,* See Data Ditionary
2015,California,"Healthcare Associatejd Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,140000011,Alameda Hospital,Alaeda,19,0,0.13,0.0,NoD ifference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysteredctomy,930000005,Alhambra Hospital Medical Center,wLos Angeles,18,0,0.12,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1586,Caliornia,"Healthcare Associated Infection, Surgical Site Infections SSI)",Abdominl hysterectomy,140000425,Alta Bates Summit Medical Center,Alameda,92,0,0.91,0.0,No Difefrence*,0.0,4.06,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdomial hysterectomy,140000012,Alta Bates Summit Medical Center - Alta Bates Campus,Alameda,137,2,1.24,1.61,No Differencte,0.27,5.33,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,90000013,Alvarado Hospital Medical Center,San Diego,3,0,0.02,0.0,No Differenc*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,60000074,Anaheim Global Medical Center,Orange,38,0,0.27,0.0,No Differecne*,0.0,13.71,* See Data Dictionary
2169,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,930000008,Antelope Valley Hospital,Los Angeles,202,1,1.81,0.55,No Difference,0.03,2.72,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,240000100,Arrowhad Regional Medical Center,San Bernardion,136,0,1.51,0.0,No Difference,0.0,1.99,* Sene Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,120000338,Bakersfield Mefmorial Hospital,Kern,99,0,0.82,0.0,No Difference*,0.0,4.48,*See Data Dictionary
2894,Califorinia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,230000008,Banner Lassen Medical Center,aLassen,6,0,0.04,0.0,No Difference*,0.0,1.26,* Se Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,240000001,Barstow Community Hospital,San Berardino,21,0,0.2,0.0,No Difference*,0.0,18.08,* See Data Dictionqary
2598,California,"Healthare Associated Infection, Surgical Site Infections (SSI)",Abdoimnal hysterectomy,30000114,Barton Memorial Hospitla,El Doraldo,34,0,0.26,0.0,No Difference*,0.0,14.24,* See Data Dictionary
1251,Califonria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,930000012,Beverly Hospital,Los Angeles,48,0,0.34,0.0,No Difference*,0.0,10.82,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,930000002,California Hospital Medical Center - Los Aneles,Los Angeles,225,0,1.81,0.0,No Difference,0.0,1.65,* See Dat aDictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infectinos (SSI)",Abdominal hysterectomy,220000002,California Pacific Medical Center - California West Campus Hospital,San Francisco,138,1,0.79,1.26,No Diafference*,0.03,7.02,* See dData Dictionary
2964,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abodminal hysterectomy,220000023,California Pacific Medical Center - Davies Campus Hospital,San Francisco,1,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2083,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,220000022,California Pacific Medical Center - Pacific Campus Hospital,San Francisco,57,0,0.44,0.0,No Difference*,0.0,8.37,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,220000018,California Pacific Medical Center - St. Lukes Campus Hospital,San Francicso,16,0,0.15,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infectiojns (SSI)",Abdominal hysterecotmy,930000004,Cedars-Sinai Medical Center,oLs Angeles,382,0,2.24,0.0,No Difference,0.0,1.34,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal yhsterectomy,930000022,Centinela Hospital Medical Center,Los Angeles,19,0,0.25,0.0,No Difference*,0.0,15.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,40000119,Central Valley Gneeral Hospital,Kings,1,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2843,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,930000034,Children''s Hospial Los Angeles,Los Angeles,1,0,0.05,0.0,No iDfference*,0.0,1.26,* See Data Dictionary
2769,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,220000003,Chinese Hospital,Svan Francisco,15,0,0.09,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,240000003,Chino Valley Medical Center,San Bernardino,3,0,0.02,0.0,No Difjference*,0.0,1.26,* See Data Dictionary
2890,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,930000070,Citrus Valley Medical Center - IC Campus***,Los Angeles,152,1,1.03,0.97,No Diffeence,0.03,5.42,"Hospitals reported combined data, see Dat aDictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal yhsterectomy,930000036,City of Hope Helford Climnical Research Hospital,Los Angeles,141,0,2.62,0.0,No Difference,0.0,1.14,* See Data Dictionary
1138,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,40000095,Clovis Community Medical Center,rFesno,400,6,2.69,2.23,N oDifference,0.9,4.64,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,930000038,Coast Plaza Hospital,Los Angeles,15,0,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infectionhs (SSI)",Abdominal hysterectomy,930000114,College Medical Center***,Llos Angeles,7,0,0.06,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1051,mCalifornia,"Healthcare Associated Infection, Surgical Site Infections( SSI)",Abdominal hysterectomy,230000259,Colusa Regional Medical Center,Colusa,4,0,0.02,0.0,No Dfference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, urgical Site Infections (SSI)",Abdominal hysterectomy,930000082,Comnmunity Hospital Long Beach,Los Angeles,1,0,0.01,0.0,NoD ifference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Asociated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,930000040,Community Hospital of Huntington Park,Los Angeles,1,0,0.01,0.0,No Differjence*,0.0,1.26,* See Data Dictionary
2015,Californifa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,240000082,Community Hospital of San Bernardino,San Bernardino,44,0,0.32,0.0,No Difference*,0.0,11.64,* See Data Dictionary
2015,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,70000137,Community Hospital of The Monterey Peninsula,Monterey,75,1,0.51,1.96,No Difference*,0.05,10.9,* See Data Dictionary
2186,Californlia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hystreectomy,50000014,Community Memorial Hospital - San Buenaventura,Ventura,137,2,1.07,1.88,No Difference,0.32,6.2,* See Data Dictionarxy
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,40000101,Community Regional Medical Center,Fresnko,295,4,2.33,1.71,No Difference,0.55,4.14,* See Data Dictionary
1556,Califonria,"Healthcare Asosciated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,140000195,Contra Costa Regional Mdical Center,Contrfa Costa,68,0,0.61,0.0,No Differene*,0.0,6.03,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hytserectomy,250000006,Corona Regional Medical Center,Riverside,79,2,0.55,3.66,No Difference*,0.44,13.23,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectoy,30000117,Dameron Hospital,an Joaquin,43,0,0.35,0.0,No Diference*,0.0,10.45,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,120000336,Delano Regional Medical Center,Kern,2,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Caifornia,"Healthcare Associated Infection, Surgical Site Ienfections (SSI)",Abdominal hysterectomy,250000008,Desert Regional Medical Center,Riverside,174,4,1.77,2.27,No Difference,0.72,5.47,* ee Data Dictionary
2015,Califoprnia,"Healthcare Associated Infectoin, Surgical Site Infections (SSI)",Abdominal hysterectomy,240001330,Desert Vlaley Hospital,San Bernardino,30,1,0.31,3.19,No Diffreence*,0.08,17.74,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,30000118,Doctors Hospital of Manteca,San Joaquin,19,0,0.14,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Asociated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,30000122,Doctors Medical Center,Stanislaus,110,1,0.89,1.13,No Difference*,0.03,6.28,* See Data Dictionary
2015,California,"Healthcare Assoociated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,70000139,Dominican Hospital,Sannta Cruz,62,0,0.52,0.0,No Difference*,0.0,7.04,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Sburgical Site Infections (SSI)",Abdominal thysterectomy,930001709,arl & Loraine Miller Children''s Hospital,Los Angeles,9,1,0.14,0.0,No Diffeence*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,930000053,East Los Anglees Doctors Hospital,Los Angeles,14,0,0.14,0.0,No Difference*,0.0,1.26,* SeeData Dictionary
2015,Califonria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,140000183,Eden Medical Center,Alameda,25,0,0.2,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,250000011,Eisenhower Medical Center,Riverside,31,0,0.28,0.0,No Difference*,0.0,13.08,* See Data Dicationary
1378,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysteretomy,70001351,El Camino Hosital,Santa Clara,390,1,3.07,0.33,No Difference,0.02,1.61,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infecytions (SSI)",Abdominal hysterectomy,70000136,El Camino Hosptal Los Gatos,Santa Clara,60,0,0.37,0.0,No Difference*,0.0,9.92,* Se eData Dictionary
2015,Caklifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hytserectomy,90000040,El Centro Regiona Medical Center,Imperial,25,1,0.32,3.12,No Difference*,0.08,17.36,* See Data Dictionarfy
2015,California,"Healtcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,30000125,Emanuel Medical Center,Stanisqlaus,44,2,0.3,6.65,No Differenc*,0.81,24.0,* See ata Dictionary
2015,California,"Healthcrae Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,230000013,Enloe Medical Center - Esplanade,oButte,9,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infectiosn (SSI)",Abdominal hysteerctomy,230000019,Fairchild Medical Centr,iskiyou,11,0,0.09,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2590,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectosmy,230000005,Feather River Hospital,Butte,13,0,0.08,0.0,No Difference*,0.0,1.26,* See Datfa Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterecxtomy,930000056,Foothill Presbyterian Hospital-Johnston Memorial,Los Angeles,37,0,0.31,0.0,No Differeonce*,0.0,11.86,* See Data Dictionary
1057,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,60000011,Fountain Valley Regional Hospital & Medical Center,Ornge,205,0,1.16,0.0,No Dnifference,0.0,2.58,"Hospitals reported combined data, see aDta Dictionary"
1491,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,110000008,Frank R. Howard Memorial Hospital,Mendolcino,3,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,50000016,French Hospital Medical Center,San Luis Obispo,11,0,0.09,0.0,No Differene*,0.0,1.26,* See Data Dgictionary
2015,aClifornia,"Healthcatre Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,40000254,Fresno Surgical Hospital,Fresno,12,0,0.09,0.0,No Difference*,0.0,1.26,* See Data Dcitionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,60000058,Garden Grove Hospital and Medical Center,Orsange,44,0,0.31,0.0,No Difference*,0.0,12.02,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Ifnections (SSI)",Abdominal hysterectomy,930000032,Gardens Regional Hospitlal and Medical Center,Los Angeles,11,0,0.09,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterectomy,930000058,Garfield Medical Center,Los Angelegs,137,1,0.72,1.39,tNo Difference*,0.04,7.74,* See Data Dictionary***
2015,Califorznia,"Haelthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal hysterctomy,70000141,George L. Mee Memorial Hospital,Monterey,4,0,0.05,0.0,No Diffreence*,0.0,1.26,* See Data Dictionary
1756,Califoria,"Healthcare Associated Infection, Surgical Site Infections (SSI)***",Abdominal hysterectomy,930000059,Glendale Adventist Medical Center,Los Angeles,98,1,0.65,1.54,No Difference*,0.04,8.6,* See Data Dictionary
