License_No,License_Type,Issue_Date,License_Status,Expire_date,Legal_Name,Street1,Street2,City,State,Zip,County_Code
04263264,Cig/OTP Retail,3/9/2016,Issued,2/28/2017,CRUISERS LLC,3186 BRODHEAD RD REAR                                       ,                                        ,ALIQUIPPA                               ,PA ,15001-1374,02                                      
02250148,Cig/OTP Retail,1/12/2016,Issued,2/28/2017,DAILY MART CONVENIENCE STORE INC,1125ARLINGTON AVE                                           ,                                        ,PITTSBURGH                              ,PA ,15203     ,02                                      
02268520,Cig/OTP Retail,2/9/2016,Issued,2/28/2017,HOMEWOODS QUICK PICK INC,7201 FRANKSTOWN ROAD                                        ,                                        ,PITTSBURGH                              ,PA ,15208     ,02                                      
02252104,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,MSPG INC,1969 LINCOLN HWY                                            ,                                        ,WHITE OAK                               ,PA ,15131     ,02                                      
02255892,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,TJS BEER DISTRIBUTOR INC,316 BROADWAY                                                ,                                        ,PITCAIRN                                ,PA ,15140     ,02                                      
02288302,Cig/OTP Retail,2/23/2016,Issued,2/28/2017,SHRAAM CORP.,141 MCKEESPORT RD                                           ,                                        ,ELIZABETH                               ,PA ,15037-1650,02                                      
02288478,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,BROAD LEAF CLUB LLC,424 BROAD ST                                                ,                                        ,SEWICKLEY                               ,PA ,15143-1534,02                                      
02288663,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,"SMOKE WIZARD, LLC",CENTURY III MALLL                                           ,3075 CLAIRTON RD                        ,WEST MIFFLIN                            ,PA ,15123-0021,02                                      
02288718,Cig/OTP Retail,1/20/2016,Issued,2/28/2017,ANYTIME MARKET INC,730 BROADWAY AVE                                            ,                                        ,MC KEES ROCKS                           ,PA ,15136-2226,02                                      
02288746,Cig/OTP Retail,3/9/2016,Issued,2/28/2017,TRIANGLE CANDY & TOBACCO COMPANY INC,145 SANDY CREEK RD                                          ,                                        ,VERONA                                  ,PA ,15147-1727,02                                      
02288807,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,6513A STEUBENVILLE PIKE                                     ,                                        ,PITTSBURGH                              ,PA ,15205     ,02                                      
02288779,Cig/OTP Retail,3/22/2016,Issued,2/28/2017,GARFIELD MARKET INC,340 NORTH AIKEN AVENUE                                      ,                                        ,PITTSBURGH                              ,PA ,15206     ,02                                      
02288450,Cig/OTP Retail,7/12/2016,Issued,2/28/2017,FAYAD ENTERPRISE INC,2929 SAW MILL RUN BLVD                                      ,                                        ,PITTSBURGH                              ,PA ,15227-2311,02                                      
02288760,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,ENIGMA INC,738 BELLEFONTE STREET 2ND FLOOR                             ,                                        ,PITTSBURGH                              ,PA ,15232     ,02                                      
02288675,Cig/OTP Retail,5/11/2016,Issued,2/28/2017,STEAMWORKS VAPOR COMPANY LLC,4967 WILLIAM FLYNN HWY STE 6                                ,                                        ,GIBSONIA                                ,PA ,15044-8405,02                                      
02288811,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,DIALLO FAMILY UNITED INC,7520 STEUBENVILLE PIKE                                      ,                                        ,OAKDALE                                 ,PA ,15071-9330,02                                      
02288371,Cig/OTP Retail,2/10/2016,Issued,2/28/2017,JODHA LLC,2200 BABCOCK BLVD                                           ,                                        ,PITTSBURGH                              ,PA ,15237-3218,02                                      
02288557,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,6513-B STEUBENVILLE PIKE                                    ,                                        ,PITTSBURGH                              ,PA ,15205     ,02                                      
02288445,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,"A & F, LLC",544 NORTH AVE                                               ,                                        ,MILLVALE                                ,PA ,15209-2349,02                                      
02288457,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,HEMA DULANI,5150 BUTLER STREET                                          ,                                        ,PITTSBURGH                              ,PA ,15201     ,02                                      
02288301,Cig/OTP Retail,2/23/2016,Issued,2/28/2017,SHRAAM CORP.,2002 LINCOLN BLVD # 2004                                    ,                                        ,ELIZABETH                               ,PA ,15037-2900,02                                      
02288780,Cig/OTP Retail,3/3/2016,Issued,2/28/2017,CHOICE CIGARETTE OUTLET OF OAKDALE INC,7859 STUEBENVILLE PIKE                                      ,                                        ,OAKDALE                                 ,PA ,15071     ,02                                      
02288619,Cig/OTP Retail,7/27/2016,Issued,2/28/2017,"HOMEWOOD'S FRANKSTOWN MARKET, INC.",7210 FRANKSTOWN AVE                                         ,                                        ,PITTSBURGH                              ,PA ,15208-1452,02                                      
