ID,Q1a_Service_offered_by_Tempe,Q1b_Appearance_of_the_city,Q1c_Image_of_the_city,Q1d_How_well_city_planning_growth,Q1e_Quality_of_life_in_the_city,Q1f_Feeling_of_safety_in_the_city,Q1g_Promote_diversity/inclusiveness,Q1h_Direction_city_is_heading,Q1i_Leadership_of_elected_officials,Q1j_Public_involvement-decision_making,Q1k_Are_emp_ethical-way_conduct_business,Q1l_Sustainability_programs,Q1m_Efforts_to_keep_residents_informed,Q1n_Opportunities_to_express_ideas/views,Q2a_Condition_of_streets-neighborhood,Q2b_Condition_of_sidewalks-neighborhood,Q2c_Maint_of_private_property-neighbor,Q2d_Condition_of_alley,Q2e_Feeling_of_safety,Q2f_Quality_of_neighborhood_park,Q2g_Adequacy_of_street_lighting,Q3_Most_emphasis,Q3_2nd_emphasis,Q4_Condition_of_your_neighborhood,Q5_Public_safety_concern,Q6_Services/Facility_uses-past_12_mo,Q6_2nd,Q6_3rd,Q6_4th,Q6_5th,Q6_6th,Q6_7th,Q6_8th,Q6_9th,Q6_10th,Q6_11th,Q6_12th,Q6_13th,Q6_14th,Q6_15th,Q6_Other,Q7a_Quality_of_large_parks,Q7b_Recreation_centers,Q7c_Swimming_pools_and_programs,Q7d_Outdoor_athletic_fields,Q7e_Programs_for_youth,Q7f_Programs_for_adults,Q7g_City_golf_courses,Q7h_Tempe_history_museum,Q7i_Library_facilities,Q7j_Disability_access-prog/fac,Q8_Most_emphasis-programs,Q8_2nd_-_programs,Q9a_Library_services,Q9b_Condition_of_streets,Q9c_Condition/clarity_st_signs,Q9d_Local_transit_service,Q9e_Traffic_flow_streets,Q9f_Walking/biking_paths,Q9g_Availability_of_information,Q9h_Enforces_property_maint_codes,Q9i_Landscape_maint-st/sidewalks,Q9j_Appearance_of_residential_property,Q9k_Appearance_commercial_property,Q9l_Cleanliness_city_streets,Q9m_Residential_trash_collection,Q9n_Recycling_services,Q9o_Bulky_item_pick_up/removal_svc,Q9p_Water_service,Q9q_Local_polices_services,Q9r_Enforcement_of_traffic_laws,Q9s_Local_fire_services,Q9t_Efforts_to_prevent_crims,Q9u_Recreation_prot/svcs,Q9v_Maintenance_city_parks,Q10_Most_emphasis-city_services,Q10_2nd-city_services,Q10_3rd-city_services,Q11_Social/human_services_used,Q11_2nd,Q11_3rd,Q11_4th,Q11_5th,Q11_6th,Q11_7th,Q11_8th,Q11_9th,Q12_Most_emphasis-social/human_svcs,Q12_2nd-social/human_svcs,Q12_3rd-social/human_svcs,Q13_Use_to_get_information_about_city,Q13_2nd,Q13_3rd,Q13_4th,Q13_5th,Q13_6th,Q13_7th,Q13_8th,Q13_9th,Q13_10th,Q13a_Prefer_to_receive_info,Q13a_2nd_preference,Q13a_3rd_preference,Q14a_Contacted_the_city_past_12_mo,Q14b_How_easy_city_was_to_contact,Q14c_Way_you_were_treated,Q14d_Accuracy_of_information_given,Q14e_How_quickly_responded,Q14f_How_ell_issue_handled,Q15_City's_top_priority_next_year,Q15_2nd_priority,Q15_3rd_priority,Q15_4th_priority,Q15_5th_priority,Q18a_Years_lived_in_Tempe,Q18b_What_is_your_age,Q18c_Gender,Q18d_Used_public_transit_past_yr,Q18e_Are_you_full-time_student,Q18f_Own_or_rent,Q18g_Does_home_have_alley,Q18h_Highest_level_of_education,Q18i_Describe_your_home,Q18j_Have_cable_TV,Q18_j_Have_Smart_Phone,Q18-j_Internet_access-home,Q18k_Visited_downtown_during_past_yr,Q18l_Race/ethnicity,Q18l_2nd,Q18l_3rd,Q18l_4th,Q18l_5th,Zip,OBJECTID
45,5,5,4,4,4,4,9,4,9,9,4,9,4,9,4,5,5,9,5,5,5,A,F,5,,3,4,6,8,,,,,,,,,,,,,4,4,9,9,9,9,4,9,9,9,Z,,9,3,5,9,4,5,9,9,4,4,4,5,5,4,5,5,5,5,9,9,9,4,B,,,99,,,,,,,,,99,,,5,7,10,,,,,,,,99,,,2,,,,,,99,,,,,5,4,1,2,2,1,2,5,1,1,2,2,2,3,,,,,85284,44
46,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4,4,3,2,4,5,3,G,D,3,,2,3,4,9,10,13,,,,,,,,,,,5,5,5,4,4,3,3,4,5,3,H,F,4,4,4,9,3,4,4,3,3,4,2,4,4,2,3,4,4,4,4,4,5,5,K,E,O,8,,,,,,,,,4,7,1,1,4,7,8,,,,,,,6,8,,1,4,4,4,4,4,1,6,,,,1,4,1,2,2,2,2,3,1,1,2,1,1,2,,,,,85281,45
47,9,4,4,9,4,4,9,4,4,9,4,4,9,4,4,3,4,9,4,4,4,G,B,3,,4,,,,,,,,,,,,,,,,4,4,9,9,4,3,9,9,9,4,Z,,9,9,3,4,4,4,4,2,3,3,4,2,4,4,4,4,4,4,4,9,4,4,H,L,C,99,,,,,,,,,99,,,5,9,,,,,,,,,5,9,,2,,,,,,9,,,,,5,6,1,2,2,1,2,2,2,1,2,2,1,4,,,,,85281,46
48,4,4,4,3,3,4,4,3,3,3,4,4,4,4,3,3,2,2,4,3,2,A,G,2,,1,2,3,6,7,10,11,13,15,,,,,,,EMS                           ,4,4,3,3,3,3,9,3,4,4,J,,4,2,2,4,3,3,4,4,3,3,3,2,2,2,3,3,4,4,5,4,3,3,B,C,M,3,,,,,,,,,6,2,3,8,9,,,,,,,,,8,9,1,2,,,,,,3,6,,,,1,3,1,1,2,1,2,3,1,1,2,1,1,3,,,,,85281,47
49,4,4,5,3,4,4,3,3,3,3,3,4,2,2,2,4,5,2,4,3,2,A,G,4,,3,5,,,,,,,,,,,,,,,4,3,3,4,4,2,9,3,2,4,I,D,3,2,4,2,1,3,3,3,3,4,4,2,4,4,4,4,4,4,4,3,3,3,E,B,D,99,,,,,,,,,9,2,,2,,,,,,,,,,2,5,7,2,,,,,,10,,,,,4,3,2,1,2,1,1,4,1,1,1,1,2,3,,,,,85283,48
50,4,4,4,3,4,4,3,3,3,3,3,4,3,3,4,4,2,4,4,3,4,C,A,3,,99,,,,,,,,,,,,,,,,4,3,3,3,3,3,3,3,3,3,Z,,3,4,4,3,4,3,3,2,4,2,2,4,5,5,5,5,5,5,5,5,3,3,Z,,,99,,,,,,,,,99,,,5,7,9,,,,,,,,2,7,9,9,,,,,,2,6,,,,1,5,1,2,2,2,1,3,1,1,2,1,1,3,,,,,85281,49
51,4,3,3,1,3,1,4,1,2,2,4,1,2,2,4,4,4,4,1,3,4,E,F,3,,2,6,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,Z,,5,4,4,3,4,3,3,3,3,3,3,3,4,1,4,4,4,3,4,3,3,3,Q,N,,99,,,,,,,,,99,,,4,,,,,,,,,,99,,,9,,,,,,99,,,,,5,9,1,2,2,1,1,5,1,2,2,1,1,0,,,,,85281,50
52,5,5,5,4,5,3,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,E,G,4,,3,9,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,Z,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,T,O,R,99,,,,,,,,,99,,,5,,,,,,,,,,5,,,2,,,,,,3,4,,,,5,3,2,2,2,1,1,5,1,1,2,1,1,1,,,,,85284,51
53,3,4,3,3,3,2,4,3,3,3,4,4,3,3,1,4,1,4,2,4,2,C,A,2,,2,3,4,5,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,Z,,4,4,4,2,2,4,4,1,4,2,4,4,4,4,4,4,3,4,4,2,4,4,T,,,99,,,,,,,,,2,,,4,5,,,,,,,,,5,,,1,4,4,4,4,4,2,6,,,,5,4,2,2,2,1,1,4,1,1,1,1,1,3,,,,,85281,52
54,5,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,3,4,1,1,F,G,3,,2,3,5,6,8,10,13,14,,,,,,,,,4,4,9,4,9,4,4,3,4,4,F,I,4,2,1,3,3,3,4,2,4,2,2,3,4,4,5,4,4,3,4,3,4,2,V,T,R,99,,,,,,,,,99,,,2,4,5,,,,,,,,5,2,4,1,4,4,4,3,3,4,7,,,,5,4,2,1,2,2,1,4,1,1,2,1,1,3,,,,,85283,53
55,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,4,A,B,5,,1,2,3,4,5,6,7,9,10,11,12,13,,,,,5,5,4,5,4,4,4,5,5,5,E,I,4,5,5,4,4,4,4,4,5,4,4,5,5,4,4,5,5,4,5,5,5,4,Q,K,V,4,9,,,,,,,,2,3,7,2,3,6,7,8,9,10,,,,8,7,5,1,5,5,5,5,5,1,8,,,,4,4,1,1,2,2,1,4,2,1,1,1,1,2,,,,,85282,54
56,4,4,3,4,3,3,2,3,4,4,4,4,3,3,4,4,2,9,3,4,4,C,E,4,,1,2,3,4,6,8,10,12,13,14,,,,,,,5,5,5,5,5,5,5,5,5,9,A,C,4,4,4,4,4,4,4,3,4,4,4,4,5,5,5,5,5,5,5,2,4,4,T,,,99,,,,,,,,,99,,,1,5,7,,,,,,,,1,7,5,2,,,,,,2,9,,,,5,3,2,1,2,1,2,4,1,1,2,1,1,3,,,,,85283,55
57,5,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,4,E,D,3,,1,3,4,6,8,14,,,,,,,,,,,5,4,4,4,4,4,4,9,4,4,C,B,4,4,5,9,4,4,4,4,5,4,4,4,5,4,4,5,5,4,4,4,4,4,T,O,N,99,,,,,,,,,99,,,2,,,,,,,,,,99,,,1,4,5,4,4,4,1,3,,,,1,2,2,2,2,1,2,4,1,1,2,1,1,3,,,,,85283,56
58,4,2,4,3,4,4,3,3,4,3,4,3,3,4,1,3,1,3,1,9,3,F,A,3,,2,3,4,6,11,12,14,,,,,,,,,,5,9,1,3,4,4,9,9,5,9,C,E,4,2,4,2,4,4,5,1,4,2,2,3,5,5,5,5,5,5,5,3,2,2,H,U,B,99,,,,,,,,,9,7,1,4,5,6,9,10,,,,,,6,4,3,1,5,5,9,9,9,3,7,,,,5,4,2,1,2,1,1,4,1,1,2,1,1,3,,,,,85281,57
59,5,4,5,4,5,5,4,4,5,4,4,5,5,5,4,4,4,9,4,4,4,E,A,5,,2,3,4,6,8,10,11,13,,,,,,,,,4,5,9,4,3,4,4,3,4,3,E,A,4,4,4,4,4,5,5,4,5,4,4,4,5,5,5,5,4,4,4,4,5,4,T,Q,V,99,,,,,,,,,7,3,6,2,5,7,9,,,,,,,5,6,2,2,,,,,,6,8,,,,5,4,1,1,2,1,2,5,1,1,2,1,1,3,,,,,85284,58
60,9,3,3,9,3,1,3,9,9,9,9,9,2,9,3,2,1,1,2,4,3,C,E,3,,2,3,4,,,,,,,,,,,,,,5,9,9,9,3,3,9,9,4,9,B,E,4,3,4,4,3,5,4,9,2,1,4,3,4,4,4,3,3,3,9,9,9,4,T,P,R,99,,,,,,,,,2,9,3,8,,,,,,,,,,6,2,8,2,,,,,,1,6,,,,1,2,2,2,2,2,1,3,1,2,2,1,1,3,,,,,85283,59
61,4,4,3,3,3,3,3,2,9,3,9,2,3,3,3,3,3,3,3,3,3,E,G,3,,2,3,5,11,14,,,,,,,,,,,,3,9,9,9,9,9,9,9,4,9,F,A,4,3,4,3,3,3,3,9,4,3,3,4,9,2,9,3,3,3,3,3,3,3,N,V,D,99,,,,,,,,,1,7,2,8,,,,,,,,,,8,2,1,2,,,,,,7,8,,,,1,2,2,1,2,2,2,5,2,1,1,1,1,1,,,,,85283,60
62,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,C,G,4,,2,3,4,6,14,,,,,,,,,,,,4,9,9,9,9,3,9,9,4,9,E,F,4,4,4,9,4,4,3,3,4,3,3,4,5,5,5,5,5,4,5,4,3,4,Z,,,7,9,,,,,,,,3,2,7,5,7,9,10,,,,,,,99,,,1,5,5,5,5,5,6,11,,,,5,6,2,2,2,1,9,5,2,1,2,1,1,3,,,,,85283,61
63,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,3,4,3,E,G,4,,2,3,4,5,,,,,,,,,,,,,4,9,9,4,9,9,4,9,4,5,A,,4,4,2,4,4,4,3,3,4,4,4,4,3,4,4,4,9,3,9,2,3,4,T,C,G,99,,,,,,,,,99,,,3,7,10,,,,,,,,3,7,10,9,,,,,,7,8,,,,1,2,2,2,2,2,1,2,1,2,1,1,1,3,9,,,,85283,62
64,5,5,5,9,5,4,5,9,9,9,9,5,9,9,5,5,5,9,4,5,5,E,F,4,,2,4,11,14,,,,,,,,,,,,,5,5,5,9,9,9,9,9,4,9,Z,,4,5,5,5,5,5,5,9,5,5,5,5,5,5,5,4,5,9,9,4,5,5,T,A,P,99,,,,,,,,,7,2,3,5,,,,,,,,,,5,2,,2,,,,,,1,8,,,,4,4,2,2,2,1,2,4,1,1,2,1,1,3,,,,,85283,63
65,4,4,5,4,4,4,4,3,3,3,3,4,4,4,4,5,4,3,3,4,5,A,D,5,,2,3,4,,,,,,,,,,,,,,5,4,3,3,4,3,3,9,3,9,Z,,3,4,4,3,4,4,9,9,9,3,3,5,5,5,5,5,5,4,5,9,9,4,T,U,R,99,,,,,,,,,99,,,5,7,,,,,,,,,6,,,2,,,,,,3,,,,,4,3,1,2,2,2,2,4,1,1,1,1,1,4,,,,,85283,64
66,4,4,4,3,4,4,3,3,3,4,3,3,3,3,2,4,4,4,4,2,2,A,G,3,,2,3,4,7,9,10,11,13,,,,,,,,,4,4,2,3,4,4,9,4,4,9,I,B,4,2,4,9,3,4,3,3,3,3,3,4,5,5,3,3,3,3,3,3,4,4,B,A,T,99,,,,,,,,,2,3,7,2,5,8,,,,,,,,2,5,8,1,4,4,4,4,4,3,4,,,,1,1,2,1,1,1,1,5,1,2,2,1,1,3,,,,,85282,65
67,4,5,4,5,4,5,5,5,9,5,3,3,3,4,3,4,4,4,2,4,1,G,D,3,,3,4,11,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,5,4,A,D,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,B,V,D,99,,,,,,,,,99,,,2,7,,,,,,,,,7,2,9,1,4,4,4,3,4,3,7,,,,4,2,1,1,2,1,1,5,2,1,1,1,1,2,4,5,9,,85281,66
68,5,4,4,9,5,5,9,9,4,9,9,3,9,9,4,4,2,9,5,9,5,E,C,5,,2,4,12,,,,,,,,,,,,,,5,9,9,9,9,2,9,5,5,9,Z,,5,4,4,9,5,5,2,4,5,1,5,4,5,1,9,5,5,2,9,9,9,5,N,R,J,99,,,,,,,,,2,7,6,3,9,,,,,,,,,6,9,8,2,,,,,,2,11,,,,1,5,2,2,2,1,2,4,1,1,1,1,1,3,,,,,85282,67
69,4,3,4,2,2,2,3,2,3,3,9,9,9,4,4,4,1,4,2,4,4,C,E,3,,2,3,4,6,11,14,,,,,,,,,,,4,3,9,9,9,3,9,9,5,9,A,F,5,4,4,4,4,4,4,1,2,1,1,4,4,4,4,4,4,4,4,2,3,4,H,J,K,99,,,,,,,,,99,,,1,5,10,,,,,,,,5,,,1,1,1,1,1,1,2,6,,,,4,3,1,1,2,1,1,4,1,1,2,1,1,3,4,,,,85282,68
70,4,5,5,4,5,4,5,5,4,4,4,5,5,5,4,4,4,5,4,4,5,C,A,4,,2,3,4,9,10,11,14,,,,,,,,,,4,4,4,4,4,4,9,9,4,9,A,C,5,4,5,5,4,5,4,3,4,3,4,4,5,5,5,5,4,5,5,4,4,4,H,J,U,99,,,,,,,,,9,3,6,5,8,9,,,,,,,,5,8,9,1,5,5,5,5,5,2,11,,,,4,2,2,2,2,1,1,2,1,1,2,1,1,3,,,,,85282,69
71,3,9,9,9,3,3,9,9,9,2,9,3,2,2,3,3,3,4,3,9,3,C,E,3,,2,11,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,E,I,3,2,2,3,1,9,2,2,3,3,3,4,4,4,9,4,9,3,3,9,9,3,J,T,Q,99,,,,,,,,,7,2,9,4,5,7,,,,,,,,99,,,1,3,4,4,4,4,8,9,,,,5,5,1,1,2,1,1,5,1,2,2,1,1,3,,,,,85282,70
72,5,5,5,3,4,4,9,3,4,9,9,9,9,9,4,4,4,3,4,4,4,A,G,3,,2,3,4,5,8,10,11,12,13,14,,,,,,,5,5,9,5,4,9,5,9,5,5,Z,,4,4,4,9,4,4,4,9,3,4,4,4,4,4,4,4,4,9,9,9,4,4,Z,,,99,,,,,,,,,99,,,5,7,,,,,,,,,99,,,2,,,,,,3,7,,,,1,4,2,2,2,1,1,3,2,1,1,1,1,3,,,,,85282,71
73,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,5,C,D,4,,2,3,4,11,13,14,,,,,,,,,,,5,5,3,3,3,4,9,9,5,5,F,E,5,5,4,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,T,U,N,99,,,,,,,,,99,,,5,9,,,,,,,,,5,9,,1,4,4,4,4,4,1,5,,,,1,4,2,1,2,1,1,3,1,1,2,1,1,3,,,,,85282,72
74,4,4,4,3,4,4,2,3,3,3,3,4,4,4,4,4,3,3,4,3,4,C,E,3,,3,8,14,,,,,,,,,,,,,,4,4,3,3,3,4,4,4,4,9,Z,,4,4,4,1,2,4,4,1,4,3,4,4,4,2,4,3,4,4,9,4,4,4,T,J,E,99,,,,,,,,,99,,,2,4,5,9,10,,,,,,5,2,8,1,4,2,3,2,2,8,11,,,,5,3,2,1,2,1,1,4,1,1,2,1,1,3,,,,,85284,73
75,4,4,4,9,4,4,9,9,9,9,9,4,9,9,4,4,2,9,4,4,4,C,B,4,,2,3,4,11,,,,,,,,,,,,,4,9,9,9,9,9,9,9,5,9,A,,5,4,2,4,4,4,9,2,2,2,4,1,4,4,2,4,4,4,9,2,9,2,T,V,O,4,,,,,,,,,7,9,1,5,7,8,10,,,,,,,5,6,7,2,,,,,,4,7,,,,1,1,2,1,1,2,2,4,1,2,1,1,1,3,,,,,85282,74
76,5,4,4,5,5,4,4,5,5,4,5,4,3,3,5,4,4,9,4,5,4,C,E,1,,3,6,11,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,E,F,5,5,4,5,4,5,4,5,3,4,4,4,5,5,5,5,5,5,5,5,5,5,T,V,Q,99,,,,,,,,,1,3,9,7,9,10,,,,,,,,99,,,1,5,5,5,5,5,3,8,,,,4,4,1,2,2,2,9,2,1,2,2,1,1,4,,,,,85283,75
77,4,4,5,3,4,4,4,4,3,4,4,4,3,5,4,4,4,3,4,4,4,G,E,5,,2,3,4,12,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,E,F,5,4,5,4,4,3,3,3,4,4,4,4,5,3,4,5,5,5,5,4,4,5,T,,,99,,,,,,,,,99,,,7,9,10,,,,,,,,7,10,9,2,,,,,,2,11,,,,1,6,1,2,2,2,2,4,1,1,2,2,1,3,,,,,85282,76
78,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,9,4,4,5,A,F,5,,2,3,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,Z,,5,4,5,4,4,4,5,3,3,4,5,4,5,5,5,5,5,5,5,5,5,4,H,I,J,99,,,,,,,,,99,,,5,7,9,,,,,,,,99,,,9,,,,,,99,,,,,5,4,1,2,2,1,2,4,1,2,1,1,1,3,,,,,85284,77
79,4,4,4,5,4,4,4,4,4,5,5,3,4,5,4,4,4,4,4,5,4,E,A,4,,2,3,4,11,13,,,,,,,,,,,,5,4,9,9,4,5,4,9,4,9,A,,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,3,4,4,4,9,4,4,B,P,T,99,,,,,,,,,2,4,6,2,4,5,7,9,10,,,,,99,,,2,,,,,,1,4,,,,5,6,2,1,2,2,1,5,1,1,1,2,1,3,,,,,85283,78
80,5,5,5,5,5,4,4,9,4,4,4,9,4,4,5,5,4,4,4,4,4,Z,,4,,2,3,4,7,11,12,14,,,,,,,,,,5,4,4,9,9,4,9,5,4,9,H,B,4,4,4,4,4,4,4,9,4,4,4,4,4,4,2,2,1,9,4,9,4,4,Q,,,99,,,,,,,,,2,7,3,1,2,5,7,9,,,,,,5,1,,2,,,,,,1,11,,,,1,4,2,1,2,1,2,5,2,1,1,1,1,3,,,,,85281,79
81,5,5,5,5,5,5,5,5,5,9,9,5,9,9,5,5,5,9,5,5,5,E,A,5,,4,8,12,,,,,,,,,,,,,,5,9,9,9,9,9,5,9,5,9,A,G,5,5,5,5,3,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,9,5,E,T,Q,99,,,,,,,,,7,9,1,5,7,9,,,,,,,,5,9,7,1,5,5,5,5,5,8,11,,,,1,3,2,1,2,1,2,4,1,1,1,1,1,3,,,,,85284,80
82,9,4,3,2,4,4,3,3,4,2,3,3,2,3,4,4,4,9,4,4,2,G,A,4,,2,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,F,J,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,3,3,3,M,N,O,99,,,,,,,,,3,1,7,1,7,,,,,,,,,10,3,1,2,,,,,,1,9,,,,1,4,2,2,2,1,2,5,1,1,2,1,1,2,,,,,85284,81
83,4,4,4,3,5,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,F,B,3,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,,,5,5,5,5,5,5,9,4,5,5,J,E,5,3,4,5,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,Z,,,99,,,,,,,,,99,,,99,,,,,,,,,,99,,,9,,,,,,99,,,,,9,6,1,2,2,1,1,1,1,2,2,1,1,5,,,,,85281,82
84,5,5,5,5,5,3,4,5,5,5,5,5,5,4,4,4,9,9,3,4,3,E,G,4,,2,4,6,8,14,,,,,,,,,,,,3,3,9,3,9,3,9,9,3,3,A,F,3,3,3,4,2,4,3,2,4,4,3,4,5,5,5,4,3,3,3,3,3,3,Q,R,H,99,,,,,,,,,99,,,4,5,7,9,,,,,,,5,7,4,9,,,,,,6,8,,,,1,4,2,2,2,1,2,3,1,1,1,1,1,3,,,,,85284,83
85,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,9,5,D,E,3,,11,,,,,,,,,,,,,,,,5,9,9,9,9,9,9,9,9,9,Z,,9,4,4,5,2,3,5,4,4,3,3,5,5,5,5,5,4,1,9,4,4,4,R,K,O,99,,,,,,,,,99,,,1,5,9,,,,,,,,99,,,2,,,,,,6,8,,,,4,3,1,1,2,1,1,4,1,1,2,1,1,3,,,,,85281,84
86,4,4,5,4,4,4,4,4,4,4,9,4,4,4,3,3,3,3,4,4,4,A,F,3,,2,3,4,9,10,11,13,14,,,,,,,,,4,4,4,4,4,4,9,4,4,9,E,F,4,3,4,4,4,3,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,B,T,V,9,,,,,,,,,2,3,6,2,5,8,9,,,,,,,99,,,2,,,,,,6,11,,,,1,4,2,2,2,2,1,5,1,2,2,1,1,3,,,,,85282,85
87,4,4,5,9,9,4,3,3,3,9,4,4,3,9,3,4,3,3,4,3,4,A,C,3,,4,11,,,,,,,,,,,,,,,5,9,9,4,4,4,4,9,5,9,E,F,4,3,5,4,4,5,3,2,4,3,4,3,4,4,4,3,3,4,4,3,4,5,H,L,J,99,,,,,,,,,9,2,6,2,5,7,8,9,,,,,,9,7,5,2,,,,,,4,11,,,,1,3,1,1,2,1,1,3,1,2,2,1,1,3,,,,,85281,86
88,1,1,1,1,3,1,3,2,1,1,1,1,1,1,2,2,1,1,2,1,1,C,E,3,,2,3,4,5,8,,,,,,,,,,,,4,3,9,4,2,4,2,4,5,9,Z,,9,9,9,2,2,9,9,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,Z,,,99,,,,,,,,,99,,,99,,,,,,,,,,99,,,1,1,9,9,1,1,99,,,,,1,5,1,2,2,2,1,5,1,1,2,1,1,3,4,,,,85283,87
89,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,9,5,5,4,A,F,5,,2,4,8,11,12,,,,,,,,,,,,5,5,5,5,5,4,5,9,5,9,F,G,5,4,4,4,2,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,Q,M,S,99,,,,,,,,,99,,,1,2,5,7,9,,,,,,9,5,1,2,,,,,,4,8,,,,1,4,2,1,2,1,2,5,1,1,2,1,1,3,,,,,85284,88
90,4,4,4,4,4,4,3,3,4,3,3,3,4,4,5,5,4,1,3,3,3,D,E,5,,2,3,4,5,6,11,12,14,,,,,,,,,4,3,3,3,3,2,3,3,4,3,I,C,5,5,4,3,4,4,3,3,3,4,4,3,5,5,5,5,4,3,5,4,3,3,Q,S,A,99,,,,,,,,,99,,,2,5,6,,,,,,,,6,5,2,2,,,,,,8,12,,,,4,4,2,1,2,1,1,3,1,2,1,1,1,3,,,,,85283,89
91,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,G,B,4,,2,3,4,12,15,,,,,,,,,,,DOG PARKS                     ,4,4,3,3,3,3,3,9,4,9,F,A,4,4,3,9,3,3,3,2,3,3,3,4,4,4,3,4,4,4,4,4,9,4,H,O,C,99,,,,,,,,,3,2,8,2,4,5,7,8,9,10,,,,4,8,5,1,3,3,3,3,3,8,12,,,,1,4,2,2,2,1,1,5,1,1,2,1,1,3,,,,,85283,90
92,4,4,4,3,4,3,4,4,4,3,4,4,3,3,4,4,4,9,3,4,4,E,B,4,,3,4,,,,,,,,,,,,,,,4,9,9,9,9,9,9,9,9,9,Z,,9,3,3,3,2,4,3,3,4,4,4,4,4,4,4,4,1,1,4,3,3,4,R,Q,E,99,,,,,,,,,2,6,1,5,,,,,,,,,,5,6,,2,,,,,,8,,,,,1,4,2,2,2,1,2,3,1,2,2,1,2,3,,,,,85284,91
93,4,4,4,2,4,3,4,3,3,3,4,4,3,3,4,4,4,4,4,4,2,D,G,4,,2,3,4,9,14,,,,,,,,,,,,4,4,2,4,3,3,3,3,4,3,C,,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,Z,,,99,,,,,,,,,99,,,2,5,9,,,,,,,,99,,,1,4,4,4,4,4,1,8,,,,1,3,2,2,2,1,1,4,1,1,2,2,1,3,,,,,85282,92
94,4,3,4,4,4,3,3,4,2,2,4,4,3,2,4,3,4,1,3,4,2,D,G,3,,2,3,4,5,6,7,10,11,12,13,14,,,,,,4,5,9,5,4,4,9,5,5,9,E,A,5,4,2,5,3,3,3,4,3,4,4,4,5,5,4,4,5,5,5,3,5,4,C,T,D,9,,,,,,,,,9,7,3,2,5,7,8,9,10,,,,,9,5,8,1,4,5,5,5,5,10,11,,,,1,3,1,1,2,1,1,5,1,2,1,1,1,3,,,,,85282,93
95,5,5,5,5,5,5,4,4,4,4,4,3,4,4,5,5,4,4,4,1,2,F,G,5,,2,3,4,5,6,8,10,11,12,14,,,,,,,4,4,3,3,4,4,4,4,5,4,C,D,5,4,5,4,4,5,4,4,5,5,5,5,5,5,4,4,5,4,5,4,4,2,V,O,U,2,,,,,,,,,99,,,2,5,7,,,,,,,,5,7,2,2,,,,,,4,7,,,,4,3,2,2,2,1,1,2,1,2,2,1,1,3,,,,,85283,94
96,1,4,4,9,4,1,9,9,9,9,4,9,1,1,3,1,3,3,1,5,3,B,E,3,,2,3,4,6,11,,,,,,,,,,,,5,5,9,4,9,5,9,4,5,9,A,F,5,3,3,4,9,3,4,3,4,3,3,2,4,3,2,4,1,1,4,1,5,5,Q,R,T,2,,,,,,,,,2,3,4,2,7,9,,,,,,,,7,9,10,2,,,,,,5,8,,,,1,4,1,1,2,2,2,5,1,2,2,1,1,3,,,,,85281,95
