id,obsdate,asm(double precision),asmdoneone(double precision),asmd(double precision),asmddoneone(double precision),asmi(double precision),asmidoneone(double precision),rpm(double precision),rpmdoneone(double precision),rpmd(double precision),rpmddoneone(double precision),rpmi(double precision),rpmidoneone(double precision),loadfactor(double precision),loadfactordoneone(double precision),loadfactord(double precision),loadfactorddoneone(double precision),loadfactori(double precision),loadfactoridoneone(double precision),enplanei(double precision),enplaneidoneone(double precision),enplaned(double precision),enplaneddoneone(double precision),enplane(double precision),enplanedoneone(double precision),airrpmtsi(double precision),airrpmtsidoneone(double precision),airrtmfm(double precision),airrtmfmdoneone(double precision),railfrtcarloads(long),railfrtcarloadsdoneone(long),railfrtintermodal(long),railfrtintermodaldoneone(long),railpm(double precision),railpmdoneone(double precision),transit(double precision),transitdoneone(double precision),petroleum(double precision),petroleumdoneone(double precision),naturalgas(double precision),naturalgasdoneone(double precision),waterborne(double precision),waterbornedoneone(double precision),truckdoneone(double precision),vmt(double precision),vmtdoneone(double precision),tsifreight(double precision),tsifreightc(double precision),tsipassenger(double precision),tsipassengerc(double precision),tsitotal(double precision),tsitotalc(double precision),indpro(double precision),manuf(double precision),invtosales(double precision),idxairrpm(double precision),idxairrtmfm(double precision),idxrailfrtcarloads(double precision),idxrailfrtintermodal(double precision),idxrailpm(double precision),idxtransitdoneone(double precision),idxpetroleumdoneone(double precision),idxnaturalgasdoneone(double precision),idxwaterbornedoneone(double precision),idxtruckdoneone(double precision)
ATD201211,11/01/2012,77419583.0,82672963.0,54524168.0,56906853.0,22895415.0,25766110.0,63372211.0,68692607.0,45148885.0,47362123.0,18223326.0,21330484.0,81.9,83.1,82.8,83.2,79.6,82.8,6894.0,7914.0,51845.0,52822.0,58739.0,60737.0,64039210.0,69228134.0,3099439.0,2988904.0,1205969,1214032,996259,1010065,534831976.0,541317449.0,862515.0,867655.0,207311.0,208168.0,2167.8,2152.2,47.2,47.0,88.6,240361.0,247779.0,112.2,1.5,115.3,1.3,113.1,1.4,105.67681224,136.9094803,1.39,1.1731,1.1642,0.8677,1.323,1.1614,1.1019,0.9306,1.1489,0.9516,1.1825
SATD201212,12/01/2012,80934358.0,82675397.0,56181504.0,56750669.0,24752854.0,25924728.0,65923928.0,68871662.0,45818788.0,47728712.0,20105140.0,21142950.0,81.5,83.3,81.6,84.1,81.2,81.6,7706.0,7897.0,51166.0,53859.0,58872.0,61756.0,66702987.0,69711649.0,3070883.0,2878816.0,1201630,1237275,973474,1014485,577219034.0,566602471.0,824189.0,881005.0,214575.0,209379.0,2503.9,1979.7,47.1,48.3,89.3,238709.0,245651.0,112.3,0.1,116.5,1.0,113.5,0.4,105.94348845,136.84837236,1.39,1.1813,1.1214,0.8843,1.3287,1.2156,1.1189,0.936,1.0568,0.9769,1.1927
SATD201301,01/01/2013,79165398.0,83305445.0,54130043.0,57225212.0,25035355.0,26080233.0,62433674.0,69413682.0,42716898.0,48031914.0,19716776.0,21381768.0,78.9,83.3,78.9,83.9,78.8,82.0,7530.0,7920.0,47817.0,53970.0,55347.0,61890.0,63139217.0,70151558.0,2825268.0,3010279.0,1192314,1209510,1046442,1079303,478056074.0,571851085.0,864277.0,891179.0,197914.0,199105.0,2878.8,2089.3,44.2,46.4,91.9,229419.0,250411.0,114.4,1.9,117.4,0.8,115.3,1.6,105.93582906,137.82866933,1.4,1.1888,1.1726,0.8645,1.4136,1.2269,1.1318,0.8901,1.1153,0.9399,1.2267
SATD201320,02/01/213,72648062.0,83936831.0,49951094.0,57479350.0,22696968.0,26457480.0,57526656.0,70754073.0,40360485.0,48661575.0,17166171.0,22092498.0,79.2,84.3,80.8,84.7,75.6,83.5,6752.0,8104.0,45740.0,54750.0,52492.0,62854.0,58109870.0,71224822.0,2564138.0,2994130.0,1110548,1228439,983077,1096300,449136459.0,571392455.0,813156.0,881453.0,183911.0,207555.0,2567.2,2157.5,42.9,47.5,92.8,215803.0,249845.0,116.0,1.4,118.1,0.6,116.6,1.1,106.45850148,140.30925186,1.38,1.207,1.1663,0.878,1.4359,1.2259,1.1194,0.9278,1.1517,0.9621,1.2393
SATD201303,03/01/2013,85647079.0,83705443.0,59506910.0,57575471.0,26140169.0,26129971.0,72164048.0,69346783.0,50591941.0,47748464.0,21572107.0,21598319.0,84.3,82.8,85.0,82.9,82.5,82.7,8534.0,8045.0,56565.0,53630.0,65099.0,61675.0,72764478.0,70031519.0,3043702.0,2937354.0,1239149,1219473,1037566,1050893,604193668.0,586814802.0,888513.0,867100.0,208833.0,207483.0,2521.1,2264.7,48.3,48.2,92.7,253026.0,248349.0,115.9,-0.1,116.3,-1.5,115.9,-0.6,106.9071691,137.37521416,1.4,1.1868,1.1442,0.8716,1.3764,1.259,1.1012,0.9275,1.2089,0.9749,1.2378
SATD201304,04/01/2013,83149109.0,83832250.0,57130631.0,57390194.0,26018478.0,26442056.0,67827983.0,69627291.0,47323333.0,47950433.0,20504650.0,21676858.0,81.6,83.1,82.8,83.6,78.8,82.0,7754.0,7990.0,53229.0,53517.0,60983.0,61507.0,68453537.0,70304243.0,2932522.0,2892908.0,1190406,1208228,1034194,1032508,547267811.0,574347877.0,907511.0,883139.0,203070.0,206965.0,1967.5,2183.9,44.6,45.3,93.1,252064.0,247844.0,115.0,-0.8,117.2,0.8,115.6,-0.3,106.78893402,136.62107367,1.41,1.1914,1.1268,0.8636,1.3524,1.2322,1.1216,0.9252,1.1658,0.9174,1.2423
SATD201305,05/01/2013,86666443.0,84129909.0,59071106.0,57626667.0,27595337.0,26503242.0,72981718.0,69585671.0,50124879.0,47805103.0,22856839.0,21780568.0,84.2,82.7,84.9,83.0,82.8,82.2,8222.0,8039.0,56563.0,53226.0,64785.0,61264.0,73574534.0,70196319.0,2859231.0,2839031.0,1241624,1227080,1077102,1057536,598536892.0,570487647.0,908338.0,871429.0,214306.0,208250.0,1752.5,2121.7,45.9,45.1,94.6,263406.0,249071.0,116.0,0.9,116.6,-0.5,116.1,0.4,106.88429881,137.97744146,1.4,1.1896,1.1059,0.877,1.3851,1.2239,1.1067,0.9309,1.1326,0.9136,1.263
SATD201306,06/01/2013,89546169.0,84238815.0,60724545.0,57710314.0,28821624.0,26528500.0,77865105.0,70274917.0,52826890.0,48368238.0,25038215.0,21906679.0,87.0,83.4,87.0,83.8,86.9,82.6,9084.0,8152.0,57991.0,54600.0,67075.0,62752.0,78467134.0,70865848.0,2870590.0,2902060.0,1210146,1228362,1070484,1062531,638602721.0,576028906.0,851486.0,883317.0,211502.0,208163.0,1742.9,2117.8,48.4,48.1,94.3,259980.0,249233.0,116.6,0.5,117.9,1.1,116.9,0.7,107.030906,137.050257,1.41,1.2009,1.1304,0.878,1.3917,1.2358,1.1218,0.9306,1.1305,0.9745,1.2586
SATD201307,07/01/2013,93813172.0,84204015.0,63316300.0,57605300.0,30496872.0,26598715.0,81268540.0,69891748.0,54754449.0,47964002.0,26514091.0,21927746.0,86.6,83.0,86.5,83.3,86.9,82.4,9908.0,8164.0,59311.0,53201.0,69219.0,61364.0,81974582.0,70405384.0,2864407.0,2854180.0,1226158,1214337,1079970,1066700,681357191.0,575341940.0,868341.0,877043.0,212025.0,207635.0,1926.3,2127.3,47.4,46.9,94.4,263946.0,247384.0,116.1,-0.4,117.1,-0.7,116.3,-0.5,106.70629891,137.61336379,1.4,1.1931,1.1118,0.8679,1.3971,1.2344,1.1138,0.9282,1.1356,0.9502,1.2599
SATD201308,08/01/2013,92159953.0,84781178.0,62097351.0,58025510.0,30062602.0,26755668.0,79332043.0,70210478.0,53123236.0,48163066.0,26208807.0,22047412.0,86.1,82.8,85.5,83.0,87.2,82.4,9611.0,8204.0,58115.0,53653.0,67726.0,61857.0,80007788.0,70629573.0,2893384.0,2919059.0,1301948,1227837,1140462,1075644,649933765.0,572721147.0,888310.0,883033.0,211301.0,206115.0,1927.4,2128.3,49.1,46.7,94.7,268061.0,250869.0,116.7,0.5,117.6,0.4,116.9,0.5,107.32757249,138.61336379,1.41,1.1969,1.137,0.8776,1.4089,1.2287,1.1214,0.9214,1.1361,0.9457,1.2641
SATD201309,09/01/2013,81546815.0,84507342.0,55225722.0,57807632.0,26321093.0,26699710.0,66575979.0,70039995.0,44654218.0,48029952.0,21921761.0,22010043.0,81.6,82.9,80.9,83.1,83.3,82.4,7428.0,8169.0,50766.0,53640.0,58194.0,61809.0,67203059.0,70503924.0,2784913.0,2832857.0,1239309,1219334,1103442,1088024,517765302.0,551906657.0,900750.0,884067.0,209629.0,208293.0,1767.0,2154.3,45.4,45.0,95.4,242536.0,249145.0,116.7,0.0,117.4,-0.2,116.8,-0.1,107.89728004,138.43660765,1.42,1.1948,1.1035,0.8715,1.4251,1.1841,1.1227,0.9311,1.15,0.9111,1.2738
SATD201310,j10/01/2013,83998713.0,84880402.0,57851952.0,57909474.0,26146761.0,26970928.0,69054445.0,70036816.0,47859100.0,47988962.0,21195345.0,22047855.0,82.2,82.5,82.7,82.9,81.1,81.7,7453.0,8251.0,54706.0,53675.0,62159.0,61926.0,69727370.0,70825926.0,3087864.0,2887570.0,1280690,1215607,1165982,1089099,543695520.0,560256466.0,972481.0,881349.0,208421.0,206725.0,1866.8,2176.3,50.3,46.1,94.7,258748.0,249407.0,116.6,-0.1,117.7,0.3,116.8,0.0,107.77494556,138.91747573,1.43,1.2002,1.1248,0.8688,1.4265,1.202,1.1193,0.9241,1.1618,0.933,1.2642
SAT2D01311,11/01/2013,79452114.0,85107768.0,55462978.0,58107128.0,23989136.0,27000640.0,63029552.0,71144749.0,44420327.0,49133366.0,18609225.0,22011383.0,79.3,83.6,80.1,84.6,77.6,81.5,7056.0,8249.0,50543.0,54232.0,57599.0,62480.0,63611195.0,72137567.0,3009318.0,2837205.0,1229055,1237202,1083084,1092402,519835331.0,554155004.0,862513.0,884995.0,204507.0,207309.0,2316.9,2286.5,46.6,46.3,97.3,240055.0,249394.0,119.0,2.1,119.3,1.4,119.0,1.9,108.03827753,140.91976014,1.45,1.2224,1.1051,0.8843,1.4308,1.1889,1.1239,0.9267,1.2206,0.9374,1.2985
SATD021312,12/01/213,83373980.0,84877885.0,57751895.0,58034556.0,25622085.0,26843328.0,70372528.0,70624463.0,49132874.0,48393743.0,21239654.0,22230720.0,84.4,83.2,85.1,83.4,82.9,82.8,8159.0,8310.0,54333.0,54038.0,62492.0,62348.0,70967040.0,71053676.0,3068925.0,2929217.0,1184768,1215560,1038694,1078391,604977613.0,565109495.0,837436.0,875017.0,205962.0,201601.0,2920.8,2306.4,44.9,46.1,95.7,241237.0,245957.0,117.8,-1.0,117.7,-1.3,117.6,-1.2,108.26449922,139.37321531,1.45,1.2041,1.141,0.8688,1.4124,1.2124,1.1112,0.9012,1.2312,0.9324,1.2773
SATD201401,01/01/2014,79779042.0,84181321.0,54016100.0,57166251.0,25762942.0,27015070.0,64075229.0,70812115.0,43564252.0,48675044.0,20510977.0,22137071.0,80.3,84.1,80.7,85.1,79.6,81.9,7854.0,8298.0,47957.0,53447.0,55811.0,61745.0,64743622.0,71516263.0,2720657.0,2884511.0,1201520,1220612,1067964,1064778,466418567.0,558086129.0,831824.0,861108.0,206621.0,207999.0,3204.1,2339.9,44.5,46.8,93.1,226413.0,246531.0,116.2,-1.4,117.6,-0.1,116.5,-0.9,107.86016975,139.04768704,1.46,1.2119,1.1236,0.8724,1.3946,1.1973,1.0936,0.9298,1.2491,0.947,1.2427
SATD201402,02/01/2014,72508207.0,84073961.0,49369958.0,56890760.0,23138249.0,27183201.0,57888205.0,71258131.0,40543416.0,48918478.0,17344789.0,22339653.0,79.8,84.8,82.1,86.0,75.0,82.2,6928.0,8339.0,45513.0,54521.0,52441.0,62860.0,58474896.0,71852939.0,2425044.0,2843008.0,1098607,1214057,992254,1101172,424362057.0,550380477.0,812062.0,880796.0,202517.0,227312.0,2741.2,2325.1,41.6,46.3,95.5,213949.0,249499.0,118.2,1.7,118.8,1.0,118.3,1.5,108.68619715,141.38692176,1.44,1.2176,1.1074,0.8677,1.4423,1.1808,1.1186,1.0162,1.2412,0.9379,1.2746
SrATD201403,03/01/2014,88159265.0,86454839.0,60675512.0,58860985.0,27483753.0,27593855.0,73637965.0,72282133.0,51862090.0,49870225.0,21775875.0,22411908.0,83.5,83.6,85.5,84.7,79.2,81.2,8682.0,8354.0,57762.0,56164.0,66444.0,64519.0,74237229.0,72660796.0,3042193.0,2904271.0,1282488,1272189,1137395,1141238,542911331.0,555967501.0,912986.0,895771.0,220610.0,217996.0,2557.9,2284.2,50.8,50.7,96.1,253424.0,251120.0,120.1,1.6,120.3,1.3,120.0,1.4,109.7548438,140.85065677,1.43,1.2313,1.1313,0.9093,1.4948,1.1928,1.1376,0.9745,1.2193,1.0267,1.2836
ATD201404,0/01/2014,84811525.0,85568618.0,57998679.0,58290356.0,26812846.0,27278263.0,70715384.0,71510995.0,49245759.0,49221944.0,21469625.0,22289051.0,83.4,83.6,84.9,84.4,80.1,81.7,8237.0,8397.0,55248.0,55011.0,63485.0,63408.0,71278694.0,72417986.0,2924333.0,2932124.0,1269684,1293505,1126987,1145685,545773080.0,551483986.0,920640.0,894517.0,216054.0,218166.0,1961.7,2190.7,50.4,51.3,96.8,256736.0,251959.0,120.6,0.4,120.0,-0.2,120.2,0.2,109.82302315,141.0391205,1.42,1.2272,1.1421,0.9245,1.5006,1.1832,1.136,0.9753,1.1694,1.0379,1.2921
SATD20405,05/01/2014,88468426.0,85704227.0,59709980.0,58260887.0,28758446.0,27443339.0,75191291.0,71841437.0,51524033.0,49370002.0,23667258.0,22471435.0,85.0,83.8,86.3,84.7,82.3,81.9,8621.0,8386.0,57889.0,55175.0,66510.0,63560.0,75712694.0,72442799.0,3022743.0,3027170.0,1313273,1303738,1160489,1131831,581325298.0,558104050.0,923714.0,903415.0,222373.0,215198.0,1810.2,2188.1,51.8,50.8,97.3,266237.0,252289.0,121.1,0.4,120.4,0.3,120.7,0.4,110.26457078,140.74100514,1.42,1.2276,1.1791,0.9318,1.4824,1.1974,1.1473,0.962,1.168,1.0289,1.2984
SATD201406,06/01/2014,91975247.0,86192797.0,61760135.0,58489901.0,30215112.0,27702896.0,79468784.0,71661197.0,53979800.0,49350507.0,25488984.0,22310689.0,86.4,83.1,87.4,84.4,84.4,80.5,9337.0,8325.0,59262.0,55216.0,68599.0,63541.0,80063355.0,72083233.0,2932966.0,2953895.0,1255383,1270527,1142230,1136841,624637290.0,557215710.0,874436.0,887992.0,216312.0,213782.0,1745.4,2112.4,49.9,49.8,97.0,263459.0,252054.0,119.8,-1.1,119.3,-0.9,119.5,-1.0,110.64441177,140.9737293,1.42,1.2215,1.1506,0.9081,1.489,1.1955,1.1277,0.9557,1.1276,1.0085,1.2949
SATD201407,07/01/2014,96520210.0,86394969.0,64773495.0,58800159.0,31746715.0,27594809.0,83675271.0,71721502.0,56874432.0,49687843.0,26800839.0,22033659.0,86.7,83.0,87.8,84.5,84.4,79.8,10130.0,8310.0,61759.0,55547.0,71889.0,63857.0,84404540.0,72318799.0,3081705.0,3066310.0,1307467,1287751,1144252,1134741,672539892.0,560979874.0,886021.0,895002.0,220313.0,215341.0,1881.0,2075.0,50.3,49.8,97.3,270053.0,252111.0,120.5,0.6,119.9,0.5,120.1,0.5,110.94517765,142.39977156,1.43,1.2255,1.1944,0.9204,1.4863,1.2035,1.1366,0.9626,1.1077,1.0083,1.2996
SATD201408,08/01/2041,93962667.0,86302951.0,62868360.0,58790017.0,31094307.0,27512934.0,81231837.0,71939477.0,54640576.0,49681694.0,26591261.0,22257783.0,86.5,83.4,86.9,84.5,85.5,80.9,9769.0,8353.0,59762.0,55297.0,69531.0,63651.0,81957560.0,72448910.0,2965888.0,3009407.0,1339869,1261170,1187136,1126034,649665562.0,571771718.0,887253.0,900316.0,221402.0,216289.0,1933.1,2134.6,51.0,48.4,98.5,268831.0,252472.0,120.8,0.2,120.3,0.3,120.5,0.3,110.73740323,141.63706453,1.43,1.2277,1.1722,0.9014,1.4749,1.2267,1.1434,0.9669,1.1395,0.9802,1.3147
SATD20f1409,09/01/2014,83490060.0,86618282.0,56458516.0,59173133.0,27031544.0,27445149.0,68392098.0,72281595.0,46336551.0,49972840.0,22055547.0,22308755.0,81.9,83.4,82.1,84.5,81.6,81.3,7462.0,8302.0,52530.0,55342.0,59992.0,63644.0,69028870.0,72733342.0,2897972.0,2921055.0,1278100,1256977,1157442,1135956,540029397.0,570871747.0,931104.0,896778.0,222014.0,222056.0,1809.3,2192.8,52.9,52.3,99.0,247688.0,253485.0,121.9,0.9,120.5,0.2,121.3,0.7,111.07700545,141.0636779,1.43,1.2325,1.1378,0.8984,1.4878,1.2248,1.1389,0.9927,1.1705,1.0579,1.3219
SATD201410,10/01/2014,86100071.0,87069917.0,59584333.0,59670270.0,26515738.0,27399647.0,71270226.0,71812075.0,50112977.0,49885263.0,21157249.0,21926811.0,82.8,82.5,84.1,83.6,79.8,80.0,7408.0,8152.0,57084.0,55074.0,64492.0,63225.0,71887841.0,72463838.0,3201548.0,2990229.0,1335832,1270995,1223207,1145522,554539946.0,567628879.0,986786.0,891676.0,222427.0,219968.0,1912.8,2223.9,56.1,52.1,99.3,265144.0,254117.0,122.6,0.6,120.0,-0.4,121.6,0.2,111.08315454,139.31096516,1.43,1.228,1.1648,0.9084,1.5004,1.2178,1.1324,0.9833,1.1872,1.0553,1.3259
SATD210411,11/01/2014,81651877.0,87588768.0,56949532.0,59719547.0,24702345.0,27869221.0,65178503.0,72552148.0,46352175.0,50238242.0,18826328.0,22313906.0,79.8,82.8,81.4,84.1,76.2,80.1,7160.0,8365.0,52578.0,56049.0,59738.0,64414.0,65654285.0,73218390.0,3150257.0,3018205.0,1250050,1257717,1113273,1130190,546544981.0,559844702.0,841908.0,881912.0,221566.0,226077.0,2357.5,2325.9,51.2,50.8,100.1,241451.0,253099.0,123.4,0.7,120.4,0.3,122.2,0.5,111.76419293,137.23472302,1.43,1.2408,1.1757,0.8989,1.4803,1.2011,1.12,1.0106,1.2416,1.0279,1.3358
SATD201412,12/1/2014,86849506.0,88337702.0,60270590.0,60518627.0,26578916.0,27819075.0,71781111.0,73161333.0,50303173.0,50592452.0,21477938.0,22568882.0,82.6,82.8,83.5,83.6,80.8,81.1,8291.0,8374.0,55487.0,55936.0,63778.0,64310.0,72233639.0,73586919.0,3241011.0,3022830.0,1288684,1318958,1070542,1139055,587913029.0,569801773.0,864316.0,885356.0,233711.0,229696.0,2679.2,2111.3,51.2,52.6,99.5,252271.0,255291.0,123.2,-0.2,120.9,0.4,122.3,0.1,111.75372869,136.13906339,1.45,1.247,1.1775,0.9427,1.4919,1.2225,1.1244,1.0268,1.1271,1.0648,1.3287
SATD201501,01/01/2015,83421189.0,88249049.0,56980252.0,60438679.0,26440937.0,27810370.0,65975447.0,73240108.0,45137553.0,50754411.0,20837894.0,22485697.0,79.1,83.0,79.2,84.0,78.8,80.9,8056.0,8444.0,49728.0,56143.0,57784.0,64586.0,66538437.0,73772347.0,2842181.0,3030243.0,1272443,1295031,1084673,1080071,458200128.0,554649161.0,818017.0,866899.0,232949.0,233783.0,3115.0,2281.9,48.4,50.8,99.2,233498.0,254967.0,123.0,-0.2,120.3,-0.5,121.9,-0.3,110.89717162,131.96173615,1.45,1.2502,1.1803,0.9256,1.4146,1.19,1.1009,1.0451,1.2181,1.0285,1.3242
SATD201502,02/01/2015,74547659.0,86715953.0,51251151.0,59143981.0,23296508.0,27571971.0,59784666.0,73558527.0,42248126.0,50953924.0,17536540.0,22604603.0,80.2,84.8,82.4,86.2,75.3,82.0,6995.0,8438.0,47165.0,56481.0,54160.0,64919.0,60331344.0,74161578.0,2750727.0,3243604.0,1089174,1203133,929348,1025973,430056703.0,560390093.0,779983.0,848996.0,212246.0,237515.0,2925.2,2501.6,42.0,46.8,98.6,217220.0,254414.0,122.3,-0.6,120.0,-0.2,121.4,-0.4,110.20394293,132.76013706,1.46,1.2567,1.2634,0.8599,1.3438,1.2023,1.0782,1.0618,1.3354,0.9466,1.3163
SATD201503,30/01/2015,90323907.0,88631869.0,62860127.0,60843479.0,27463780.0,27788391.0,75751609.0,74262947.0,53924946.0,51625461.0,21826663.0,22637485.0,83.9,83.8,85.8,84.8,79.5,81.5,8643.0,8396.0,59557.0,57457.0,68200.0,65854.0,76271051.0,74775714.0,3140177.0,3000807.0,1236088,1231818,1200332,1212030,556689651.0,560839652.0,907646.0,875270.0,247881.0,244435.0,2591.3,2307.6,41.0,41.0,101.1,258017.0,255735.0,123.1,0.7,121.8,1.5,122.5,0.9,109.82884861,133.93346659,1.44,1.2672,1.1689,0.8804,1.5875,1.2032,1.1116,1.0927,1.2318,0.8298,1.3501
SATD201504,04/01/2015,88617951.0,89344326.0,61116542.0,61413200.0,27501409.0,27931126.0,73090871.0,73700753.0,51883047.0,51743038.0,21207824.0,21957715.0,82.5,82.5,84.9,84.3,77.1,78.6,8221.0,8280.0,57698.0,57386.0,65919.0,65666.0,73607258.0,74411119.0,3047441.0,3058739.0,1202758,1229157,1186358,1209344,541203782.0,558800605.0,901828.0,875235.0,242574.0,243161.0,2007.9,2257.5,46.3,47.0,98.5,262817.0,257796.0,122.0,-0.9,121.4,-0.3,121.7,-0.7,109.20401503,133.28498001,1.45,1.261,1.1914,0.8785,1.584,1.1989,1.1115,1.087,1.2051,0.9504,1.3151
SATD201505,05/01/015,92777625.0,89696368.0,63393900.0,61812497.0,29383725.0,27883871.0,78002935.0,74425612.0,54255249.0,51959416.0,23747686.0,22466196.0,84.1,83.0,85.6,84.1,80.8,80.6,8673.0,8438.0,60252.0,57502.0,68925.0,65941.0,78502373.0,75128270.0,2975003.0,2996931.0,1192699,1185309,1206950,1182344,539871332.0,519343977.0,871727.0,866919.0,255162.0,247204.0,1858.2,2244.6,49.6,48.3,99.4,270839.0,257531.0,122.1,0.1,121.7,0.2,121.9,0.2,108.69169897,132.61136493,1.44,1.2731,1.1674,0.8472,1.5486,1.1142,1.101,1.1051,1.1982,0.9779,1.3274
SATDy201506,06/01/2051,95699034.0,89545759.0,65232975.0,61677731.0,30466059.0,27868029.0,82695216.0,74699952.0,56994808.0,52196925.0,25700408.0,22503027.0,86.4,83.4,87.4,84.6,84.4,80.7,9456.0,8468.0,61811.0,57517.0,71267.0,65985.0,83253406.0,75341316.0,2954345.0,2957568.0,1156485,1168307,1186247,1171986,620954019.0,551608272.0,878666.0,872733.0,249521.0,248190.0,1899.9,2292.7,47.4,47.4,99.4,270574.0,258177.0,121.8,-0.2,122.3,0.5,121.9,0.0,108.36730764,133.78126785,1.45,1.2767,1.152,0.835,1.535,1.1834,1.1083,1.1095,1.2239,0.9589,1.327
SATD201507,07/01/2015,100991322.0,90271926.0,68556581.0,62184815.0,32434741.0,28087112.0,88263768.0,75205544.0,60430846.0,52527724.0,27832922.0,22677820.0,87.4,83.3,88.1,84.5,85.8,80.7,10503.0,8516.0,65130.0,57739.0,75633.0,66254.0,88951664.0,75942956.0,3002075.0,2982994.0,1227312,1201192,1184112,1175870,680358542.0,560342099.0,890344.0,898218.0,256884.0,251832.0,2067.7,2273.4,47.8,47.5,100.2,278372.0,258012.0,122.8,0.8,124.1,1.5,123.2,1.1,109.07617874,133.15648201,1.44,1.2869,1.1619,0.8585,1.5401,1.2022,1.1407,1.1258,1.2136,0.9607,1.3374
SATD201580,08/01/2051,98605906.0,90586545.0,66731034.0,62423376.0,31874872.0,28163169.0,85234949.0,76257935.0,57819224.0,53189829.0,27415725.0,23068105.0,86.4,84.2,86.6,85.2,86.0,81.9,10092.0,8646.0,62774.0,59007.0,72866.0,67654.0,85855967.0,76569740.0,2889286.0,2930301.0,1279486,1198513,1232802,1170451,627586111.0,553128792.0,840937.0,858584.0,258154.0,253098.0,2052.7,2258.9,51.5,49.0,100.9,272209.0,259020.0,123.4,0.5,123.1,-0.8,123.2,0.0,108.82827343,131.77755568,1.45,1.2976,1.1414,0.8566,1.533,1.1867,1.0904,1.1314,1.2058,0.9917,1.3474
SATD201509,09/01/2015,87311778.0,90649662.0,59511989.0,62478128.0,27799789.0,28171534.0,72483190.0,76622104.0,49857958.0,53695976.0,22625232.0,22926128.0,83.0,84.5,83.8,85.9,81.4,81.4,7752.0,8703.0,55990.0,58933.0,63742.0,67636.0,73017733.0,76907106.0,3004570.0,3013905.0,1211041,1190963,1165129,1152907,519017227.0,545873674.0,897493.0,863742.0,250022.0,251949.0,1901.3,2289.6,49.6,48.9,100.9,255090.0,258671.0,123.5,0.1,123.7,0.5,123.4,0.2,108.53462754,131.15019989,1.47,1.3033,1.174,0.8512,1.51,1.1711,1.0969,1.1263,1.2222,0.9893,1.3469
SATD201510,10/10/2015,89525077.0,90683006.0,62551351.0,62889713.0,26973726.0,27793293.0,76094668.0,76849045.0,54074371.0,54039134.0,22020297.0,22809911.0,85.0,84.7,86.4,85.9,81.6,82.1,7841.0,8625.0,60892.0,59370.0,68733.0,67995.0,76678109.0,77284919.0,3207280.0,3010063.0,1249083,1185743,1209771,1128582,523223360.0,538408326.0,953141.0,872556.0,257696.0,254509.0,1987.3,2304.3,50.5,46.6,100.7,268469.0,257672.0,123.0,-0.4,124.4,0.6,123.4,0.0,108.04162177,129.91861793,1.49,1.3097,1.1725,0.8475,1.4782,1.1551,1.1081,1.1377,1.2301,0.9441,1.3443
SATD201511,11/01/2015,84942542.0,91131238.0,60467129.0,63253697.0,24475413.0,27877541.0,70030247.0,76393029.0,50913043.0,53666336.0,19117204.0,22726693.0,82.4,83.8,84.2,84.8,78.1,81.5,7439.0,8648.0,57151.0,58839.0,64590.0,67487.0,70460064.0,76682039.0,3105218.0,2983818.0,1119467,1129579,1101811,1120311,538968201.0,546103382.0,848427.0,870746.0,244070.0,249427.0,2249.1,2219.5,48.2,47.8,99.7,248843.0,260006.0,121.1,-1.5,123.7,-0.6,121.9,-1.2,107.21171074,129.35750999,1.48,1.2995,1.1623,0.8074,1.4674,1.1716,1.1058,1.115,1.1848,0.9674,1.331
SATD201512,12/01/2015,90268214.0,91606380.0,63241200.0,63398481.0,27027014.0,28207899.0,74827186.0,77144230.0,53118963.0,54360999.0,21708223.0,22783231.0,82.9,84.2,84.0,85.7,80.3,80.8,8532.0,8659.0,57870.0,59590.0,66402.0,68250.0,75327877.0,77616582.0,3276384.0,3019155.0,1082287,1111814,1049014,1103876,561992627.0,543256793.0,850726.0,871132.0,251164.0,246619.0,2588.2,2036.8,44.1,45.6,101.1,259424.0,261788.0,120.7,-0.3,124.8,0.9,122.0,0.1,106.64588683,126.57053113,1.48,1.3153,1.176,0.7947,1.4458,1.1655,1.1063,1.1025,1.0873,0.9227,1.3501
SATD201601,01/01/2016,86324710.0,91426074.0,59672180.0,63334005.0,26652530.0,28092069.0,69265865.0,76996553.0,48074919.0,54147973.0,21190946.0,22848580.0,80.2,84.2,80.6,85.5,79.5,81.3,8334.0,8698.0,52474.0,59423.0,60808.0,68121.0,69778658.0,77463754.0,2815647.0,3021492.0,1062112,1085436,1130858,1141908,443214812.0,542197386.0,796025.0,863882.0,253507.0,253193.0,3091.7,2276.5,39.8,42.2,102.7,239679.0,262611.0,122.5,1.5,124.3,-0.4,123.0,0.8,107.24073012,126.192747,1.5,1.3127,1.1769,0.7758,1.4956,1.1632,1.0971,1.1319,1.2152,0.8536,1.3717
