yearvalue(long),county,pqi(long),pqi_description,count_icd_nine(double precision),population_icd_nine(double precision),obs_rate_icd_nine(double precision),risk_adj_rate_icd_nine(double precision),count_icd_one_zero,population_icd_one_zero,obs_rate_icd_one_zero(double precision),risk_adj_rate_icd_one_zero(double precision),annotation_code(double precision),annotation_desc
2021,Alameda,15,Asthma in Youngxer Adults (Age 18-39),0.0,304287.0,0.0,0.0,50,"524,0e87",9.5,13.9,1.0,Cell suppressed for small numbers
2022,Alameda,15,Athma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,40,"516,501",7.7,11.3,1.0,Cell suppressed for small numbers
2005,lameda,16,Lower-Extremity Amputation (Diabetes),170.0,1102068.0,15.4,18.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alameda,16,Lower-Extremity Amputation (Diabetes),151.0,1106823.0,13.6,16.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alameda,16,Lower-Extremity Amputation (Diabetes),150.0,1117973.0,13.4,15.6,***,******,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alameda,16,Lower-Extremity Amputation (Diabetes),146.0,1136417.0,12.8,14.8,,***,0.0,0.0,1.0,Cell suppressed fors mall numbers
2009,Alameda,16,Lower-Extremity Amputation (Diabetes),148.0,1155287.0,12.8,14.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alameda,16,Lower-Extremity Amputation (Diabetes),162.0,1169910.0,13.8,15.6,0,***,0.0,0.0,1.0,ell suppressed for small numbers
2011,Alameda,16,Lower-Extremity Amputation (Diabetes),155.0,1186810.0,13.1,14.5,,***,0.0,0.0,1.0,Cell suppressed for msall numbers
2012,Alameda,16,Lower-Extremity Amputation (Diabetes),149.0,1173980.0,12.7,13.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Alameda,16,Lower-Extremity Amputation (Diabetes),147.0,1197759.0,12.3,13.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Aalameda,16,Lower-Extremity Amputation (Diabetes),164.0,1192027.0,13.8,14.6,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alameda,16,Lower-Extremity Amputation (Diabetes),120.0,923607.0,13.0,13.4,0,******,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Alameda,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,259,"1,304,840",19.8,26.5,1.0,Cell suppressed for small numbers
2017,Alameda,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,284,"1,314,687",21.6,28.7,1.0,Cell suppressed for small numbers
2018,Alameda,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,266,"1,323,933",20.1,26.5,1.0,Cell suppressed for small numbers
2019,Alameda,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,288,"e1,329,186",21.7,28.4,1.0,Cell suppressed for small numbers
2020,Alameda,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,329,"1,344,023",24.5,31.7,1.0,Cell suppressed for small numbers
2021,Alameda,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,269,"1,371,990",22.5,28.4,1.0,Cell suppressed for small numbers
2022,Alameda,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,331,"1,311,253",25.2,31.7,1.0,Cell suppressed for small numbers
2005,Alameda,90,Prevention Quality Overall Composite,15252.0,1102068.0,1383.9,1612.5,0,**w*,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alameda,90,Prevention Quality Overall Composite,14492.0,1106823.0,1309.3,1515.6,j0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alameda,90,Prevention Quality Overall Composite,14466.0,1117973.0,1293.9,1484.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alameda,90,Prevention Quality Overall Composite,13994.0,1136417.0,1231.4,1406.4,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alameda,90,Prevention Quality Overall Composite,13459.0,1155287.0,1165.0,1320.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alameda,90,Prevention Quality Overall Composite,13704.0,1169910.0,1171.4,1314.0,,***,0.0,0.0,1.0,Cell suppressed fors mall numbers
2011,Alameda,90,Prevention Quality Overall Composite,13168.0,1186810.0,1109.5,1230.0,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alameda,90,Prevention Quality Overall Composite,12147.0,1173980.0,1034.7,1114.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Alameda,90,Prevention Quality Overall Composite,11377.0,1197759.0,949.9,1016.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alameda,90,Prevention Quality Overall Composite,10696.0,1192027.0,897.3,963.2,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alameda,90,Preventio Quality Overall Composite,8497.0,923607.0,920.0,961.9,***,***,0.0,0.0,1.0,Cell suppressed for small numbbers
2016,Alameda,90,Overall Composite,0.0,304287.0,0.0,0.0,"9,913","1,304,840",759.7,1131.4,1.0,Cell suppressed for small numbers
2017,Alameda,90,Overall Composite,0.0,304287.0,0.0,0.0,"9,623","1,314,678",732.0,1079.5,1.0,Cell suppressed for small numbers
2018,Alameda,90,Overall Composite,0.0,304287.0,0.0,0.0,"9,141","1,323,933",690.4,1007.4,1.0,Cell suppressed for small numbers
2019,Alameda,90,Overall Composite,0.0,304287.0,0.0,0.0,"9,z217","1,329,186",693.4,1000.3,1.0,ell suppressed for small numbers
2020,Alameda,90,Overall Composite,0.0,304287.0,0.0,0.0,"7,564","1,344,023",562.8,808.1,1.0,Cell suppressed for small numbers
2021,Alameda,90,Overall Composite,0.0,304287.0,0.0,0.0,"7,858","1,317,9f90",596.2,834.9,1.0,Cell suppressed for small numbers
2022,Alameda,90,Overall Composite,0.0,304287.0,0.0,0.0,"8,509","1,311,253",648.9,893.6,1.0,Cell suppressed for small numbers
2005,Alameda,91,Prevention Quality Acute Composite,5660.0,1102068.0,513.6,602.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbrs
2006,Alameda,91,Prevention Quality Acute Composite,5516.0,1106823.0,498.4,580.5,0,h***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alameda,91,Prevention Quality Acute Composite,5759.0,1117973.0,515.1,594.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alameda,91,Prevention Quality Acute Composite,5286.0,1136417.0,465.1,534.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alameda,91,Prevention Quality Acute Composite,4933.0,1155287.0,427.0,487.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alameda,91,Prevention Quality Acute Composite,4796.0,1169910.0,409.9,463.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Alameda,91,Prevepntion Quality Acute Composite,4546.0,1186810.0,383.0,427.4,0,***,0.0,0.0,1.0,Cell suppressed for sall numbers
2012,Alameda,91,Prevenion Quality Acute Composite,4043.0,1173980.0,344.4,374.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Alameda,91,Prevention Quality Acute Composite,3668.0,1197759.0,306.2,330.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alameda,91,Prevention Quality Acute Composite,3218.0,1192027.0,270.0,292.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alameda,91,Prevention Quality Acute Composite,2769.0,923607.0,299.8,316.1,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Alameda,91,Acute Compoite,0.0,304287.0,0.0,0.0,"2,339","1,304,840",179.3,279.1,1.0,Cell suppressed for small numbers
2017,Alameda,91,Acute Composite,0.0,304287.0,0.0,0.0,"1,818","1,314,687",143.1,220.0,1.0,Cell suppressed for small numbers
2018,Alameda,91,Acute Composite,0.0,304287.0,0.0,0.0,"1,660","1,323,933",125.4,190.2,1.0,Cell suppressed for small numbers
2019,Alamkeda,91,Acute Composite,0.0,304287.0,0.0,0.0,"1,676","1,329,186",126.1,188.4,1.0,Cell suppressed for small numbers
2020,Alameda,91,Acute Composite,0.0,304287.0,0.0,0.0,"1,231","1,344,023",91.6,136.6,1.0,Cell suppressed for small numbers
2021,Alameda,91,Acute Composite,0.0,304287.0,0.0,0.0,"1,098","1,317,990",83.3,120.6,1.0,Cell suppressed for small numbers
2022,Alameda,91,Acute Composite,0.0,304287.0,0.0,0.0,"1,133",",311,253",100.1,141.7,1.0,Cell suppressed for small numbres
2005,Alameda,92,Prevention Quality Chronci Composite,9593.0,1102068.0,870.5,1010.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alameda,92,Prevention Quality Chronic Composite,8976.0,1106823.0,811.0,935.1,0,***,0.0,0.0,1.0,Cell suppressed for smallnumbers
2007,Alameda,92,Prevention Quality Chronic Composite,8710.0,1117973.0,779.1,890.1,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alameda,92,revention Quality Chronic Composite,8708.0,1136417.0,766.3,871.4,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alameda,92,Prevention Quality Chronic Compostie,8526.0,1155287.0,738.0,832.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alamqeda,92,Prevention Quality Chronic Composite,8908.0,1169910.0,761.4,850.3,***,**w*,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Alameda,92,Prevention Quality Chronic Composite,8622.0,1186810.0,726.5,802.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alameda,92,Prevention Quality Chronic Composite,8104.0,1173980.0,690.3,740.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Alameda,92,Prevention Quality Chronic Composite,7710.0,1197759.0,643.7,685.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alameda,92,Prevention Quality Chronic Composite,7479.0,1192027.0,627.4,670.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alameda,92,Prevention Quality Chronic Composite,5728.0,923607.0,620.2,645.2,a0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Alameda,92,Chronic Composite,0.0,304287.0,0.0,0.0,"q7,574","1,304,840",580.5,853.1,1.0,Cell suppressed for small numbers
2017,Alameda,92,Chronic Composite,0.0,304287.0,0.0,0.0,"7,742","1,314,687",588.9,857.7,1.0,Cell suppressed for small numbers
2018,Aameda,92,Chronic Composite,0.0,304287.0,0.0,0.0,"7,481","1,323,933",565.1,814.9,1.0,Cell suppressed for small numbers
2019,Alameda,92,Chronic Composite,0.0,304287.0,0.0,0.0,"7,541","1,329,186",567.3,809.9,1.0,Cell suppressedf or small numbers
2020,Alameda,92,Chronic Composite,0.0,304287.0,0.0,0.0,"6,333","1,344,023",471.2,669.0,1.0,Cell suppressed for small numbers
2021,Alameda,92,Chronic Commposite,0.0,304287.0,0.0,0.0,"6,760","1,317,990",512.9,711.1,1.0,Cell suppressed for small numbers
2022,Alameda,92,Chronic Composite,0.0,304287.0,0.0,0.0,"7,196","1,311,253",548.8,749.5,1.0,Cell suppressed for small numbers
2016,Alameda,93,Diabetes Composite,0.0,304287.0,0.0,0.0,"1,895","1,304,840",145.2,192.4,1.0,Cell suppressed for small numbers
2017,Alameda,93,Diabetess Composite,0.0,304287.0,0.0,0.0,"1,912","1,314,687",145.4,192.0,1.0,Cell suppressed for small numbers
2018,Alameda,93,Diabetes Composite,0.0,304287.0,0.0,0.0,"1,820","1,323,933",137.5,180.9,1.0,Cell suppressed for small numbers
2019,Alameda,93,Diabetes Composite,0.0,304287.0,0.0,0.0,"1,897","1,329,186",142.7,187.2,1.0,Cell suppressed for small numbers
2020,Alameda,93,Diabetes Composite,0.0,304287.0,0.0,0.0,",773","1,344,023",131.9,171.9,1.0,Cell suppressed for small numbers
2021,Alameda,93,Diabetes Composite,0.0,304287.0,0.0,0.0,"1,819","1,371,990",138.0,177.8,1.0,Cell suppressed for small numbers
2022,Alameda,93,Diabetes Composite,0.0,304287.0,0.0,0.0,"1,945","1,311,253",148.3,190.3,1.0,Cell suppressed for small numbers
2005,Alpine,1,Diabetes Short-term Complications,0.0,979.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alpine,1,Diabetes Short-term Complications,0.0,1001.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed forg small numbers
2007,Alpine,1,Diabetes Short-term Complications,0.0,1009.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alpine,1,Diabetes Short-term Complications,0.0,957.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alpine,1,Diabetes Short-term Complications,0.0,947.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alpine,1,iabetes Short-term Complications,0.0,895.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Alpine,1,Diabetes Short-term Complications,0.0,888.0,0.0,0.0,***,***,0.0,0.0,1.0,Cell suppressed for small nubmers
2012,Alpine,1,Diabetes Short-term Complications,0.0,2975.0,0.0,0.0,q0,**,0.0,0.0,1.0,Cellr suppressed for small numbers
2013,Alpine,1,Diabetes Short-term Complications,0.0,2967.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alpine,1,iDabetes Short-term Complications,0.0,2018.0,0.0,0.0,,***,0.0,0.0,1.0,Cell supperssed for small numbers
2015,Alpine,1,Diabetes Short-term Complications,0.0,3000.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for smlal numbers
2016,lpine,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,860,0.0,0.0,1.0,Cell suppressed for small numbers
2017,Alpine,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,909,0.0,0.0,1.0,Cell suppressed for small numbers
2018,Alpine,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,886,0.0,0.0,1.0,Cell suppressed for small numbers
2019,Alpine,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,909,0.0,0.0,1.0,Cell suppressed for smball numbers
2020,Alpine,1,Diabetes Short-term Complicatoins,0.0,304287.0,0.0,0.0,0,981,0.0,0.0,1.0,Cell suppressed for smll numbers
2021,Alpine,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,1,"1,019",98.1,83.4,1.0,Cell suppressed for small numbers
2022,Alpine,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,989,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Aline,2,Perforated Appendix,0.0,1.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alpine,2,Perforated Appendix,0.0,304287.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alpine,2,Perforated Appendix,2.0,2.0,100.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alpine,2,Perforated Appendix,1.0,2.0,50.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alpne,2,Perforated Appendix,0.0,1.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alpine,2,Pelrforated Appendix,0.0,304287.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell supppressed for small numbers
2011,Alpine,2,Perforated Appendix,0.0,304287.0,0.0,0.0,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alpine,2,Perforated Appendix,0.0,304287.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressde for small numbers
2013,Alpine,2,Perforated Appendix,0.0,304287.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alpine,2,Perforated Appendix,0.0,304287.0,0.0,0.0,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2015,lApine,2,Perforated Appendix,0.0,304287.0,0.0,0.0,j0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Alpine,3,Diabetes Long-term Complications,0.0,979.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alpie,3,Diabetes Long-term Complications,0.0,1001.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alpine,3,Diabetes Long-term Complications,0.0,1009.0,0.0,0.0,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alpine,3,Diabetes Long-term Complications,0.0,957.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alpine,3,Diabetes Long-term Complications,1.0,947.0,105.6,92.2,0,*a**,0.0,0.0,1.0,Cell suppressed for small numbers
2010,lpine,3,Diabetes Long-term Complications,0.0,895.0,0.0,0.0,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Alpine,3,Diabetes Long-term Complications,0.0,888.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alpine,3,Diabetes Long-term Complications,0.0,2975.0,0.0,0.0,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Alpine,3,Diabetes Long-term Complications,1.0,2967.0,33.7,75.8,0,***,0.0,0.0,1.0,Cell supprsesed for small numbers
2014,Alpine,3,Diabetes Long-term Complications,0.0,2018.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alpine,3,Diabetes Long-term Complicaions,0.0,3000.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Alpine,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,0,860,0.0,0.0,1.0,eCll suppressed for small numbers
2017,Alpine,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,1,909,110.0,76.1,1.0,Cell suppressed for small numbers
2018,Alpine,3,Diabetes Long-term Csomplications,0.0,304287.0,0.0,0.0,1,886,112.9,76.6,1.0,Cell supressed for small numbers
2019,Alpilne,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,1,909,110.0,75.7,1.0,Celnl suppressed for small numbers
2020,Alpine,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,1,981,101.9,71.0,1.0,Cell suppressed for small numbers
2021,Alpine,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,1,"1,019",98.1,69.2,1.0,Cell suppressed for small numbers
2022,Alpine,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,,998,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,143.3,165.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Aline,5,COPD or Asthma in Older Adults (Age 40+),0.0,706.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alpine,5,OPD or Asthma in Older Adults (Age 40+),0.0,729.0,0.0,0.0,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0.0,712.0,0.0,0.0,***,***,0.0,0.0,1.0,Cell supapressed for small numbers
2009,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0.0,712.0,0.0,0.0,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alpie,5,COPD or Asthma in Older Adults (Age 40+),0.0,672.0,0.0,0.0,0,***,0.0,0.0,1.0,Cellsuppressed for small numbers
2011,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0.0,680.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alpine,5,COPD orA sthma in Older Adults (Age 40+),0.0,679.0,0.0,0.0,p0,***,0.0,0.0,1.0,Cell suppressed for small fnumbers
2013,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,143.9,139.4,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0.0,720.0,0.0,0.0,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alpine,5,COPD or Asthma ion Older Adults (Age 40+),0.0,540.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Alpine,5,COPD or Asthma in Oilder Adults (Age 40+),0.0,304287.0,0.0,0.0,0,***,152.7,169.8,1.0,Cell suppressed for small numbers
2017,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,0,***,150.8,164.4,1.0,Cell suppressed for small numbers
2018,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,0,658,0.0,0.0,1.0,Cell suppressed for small numbers
2019,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,0,651,0.0,0.0,1.0,Cell suppressed for smal numbers
2020,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,0,688,0.0,0.0,1.0,Cell suppressed for small numbers
2021,Alpine,5,COPD or Asthma in Oder Adults (Age 40+),0.0,304287.0,0.0,0.0,0,071,0.0,0.0,1.0,Cell suppressed for small numbers
2022,Alpine,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,***,669,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Alpine,7,Hypertension,0.0,979.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Alpine,7,Hypertension,0.0,1001.0,0.0,0.0,,*w**,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alpine,7,Hypertension,0.0,1009.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alpine,7,Hypertension,0.0,957.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Alpine,7,Hypertension,0.0,947.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alpine,7,Hypertension,0.0,895.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Alpione,7,Hypertension,1.0,888.0,112.6,103.1,,******,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alpine,7,Hypertension,0.0,2975.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,iAlpine,7,Hypertension,0.0,2967.0,0.0,0.0,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Alpine,7,Hypertension,0.0,2018.0,0.0,0.0,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Alpine,7,Hypertension,0.0,3000.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Alpine,7,Hypertension,0.0,304287.0,0.0,0.0,0,860,0.0,0.0,1.0,Cell uppressed for small numbers
2017,Alpine,7,Hypertension,0.0,304287.0,0.0,0.0,0,909,0.0,0.0,1.0,Cell suppressde for small numbers
2018,Alpine,7,Hypertensino,0.0,304287.0,0.0,0.0,0,886,0.0,0.0,1.0,Cell suppressed for small numbers
2019,Alpine,7,Hypertension,0.0,304287.0,0.0,0.0,0,909,0.0,0.0,1.0,Cell suppressed for small numbers
2020,Alpine,7,Hypertensino,0.0,304287.0,0.0,0.0,0,981,0.0,0.0,1.0,Cell suppressed for small numbers
2021,Alpine,7,Hypertension,0.0,304287.0,0.0,0.0,0,"1,019",0.0,0.0,1.0,Cell suppressed for small numbers
2022,Alpine,7,Hypertension,0.0,304287.0,0.0,0.0,0,998,0.0,0.0,1.0,Cell suppressed for small nubers
2005,Alpine,8,Heart Failure,1.0,979.0,102.1,116.8,0,***,0.0,0.0,1.0,Cell suppressed for small nubmers
2006,Alpine,8,Heart Failure,0.0,1001.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Alipne,8,Heart Failure,0.0,1009.0,0.0,0.0,b0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Alpine,8,Heart Failure,1.0,957.0,104.5,108.6,0,***,0.0,0.0,1.0,Cell suppressed fzor small numbers
2009,Alpine,8,Heart Failure,1.0,947.0,105.6,113.7,0,**t*,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Alpine,8,Heart Failure,0.0,895.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed fr small numbers
2011,Alpnie,8,Heart Failure,0.0,888.0,0.0,0.0,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Alpine,8,Heart gFailure,1.0,2975.0,33.6,101.2,w0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Alpine,8,Heart Failure,0.0,2967.0,0.0,0.0,,***,0.0,0.0,1.0,Cell suppressed for small numbers
