127.locationvalue,"(41.888062, -87.626842)","(41.735341, -87.693452)"
543.dateofcount,05/042006,05/04/2006
693.dateofcount,1z1/14/2006,11/14/2006
232.vehiclevolumebyeachdirectionoftraffic,North Bound: 7500 / South Bound: 8100,East Bound: 5800 / West Bound: 5500
200.vehiclevolumebyeachdirectionoftraffic,North Bound: 3400 / South Bound: 1600,North Bound: 28400 / South Bound: 28400
221.dateofcount,0/16/2006,10/16/2006
629.dateofcount,3/28/2006,03/28/2006
222.vehiclevolumebyeachdirectionoftraffic,East Bound: 2300 / West Bound: 1900,East Bound: 1500 / West Bound: 1400
33.trafficvolumecountlocationaddress,11 North,511 North
343.trafficvolumecountlocationaddress,7317 Notrh,7317 North
419.trafficvolumecountlocationaddress,1161S outh,1161 South
926.dateofcount,09/20/206,09/20/2006
484.dateofcount,03/22/0206,03/22/2006
419.dateofcount,0/921/2006,09/21/2006
45.locationvalue,"(41.764348, -87.70478)","(41.70242, -87.628153)"
1272.dateofcount,09/1/2006,09/21/2006
253.locationvalue,"(41.974889, -87.669587)","(41.89604, -87.667289)"
651.trafficvolumecountlocationaddress,9933 South***,9933 South
50.locationvalue,"(41.890186, -87.632548)","(41.699096, -87.6777)"
877.trafficvolumecountlocationaddress,22 Eats,22 East
232.id,1199.0,1225
591.locationvalue,"(41.659181, -d87.568276)","(41.659181, -87.568276)"
1180.dateofcount,0/19/2006,10/19/2006
886.vehiclevolumebyeachdirectionoftraffic,East Bound: 3000 / West Bound: 300,East Bound: 3000 / West Bound: 3300
84.vehiclevolumebyeachdirectionoftraffic,East Bound: 27800 / West Bound: 25700,North Bound: 12500 / South Bound: 9100
598.dateofcount,8/15/2006,08/15/2006
176.id,1367.0,582
1160.vehiclevolumebyeachdirectionoftraffic,North Bound: 2600 / South Bound: 3900***,North Bound: 2600 / South Bound: 3900
941.dateofcount,05/04/2006***,05/04/2006
275.street,47tch St,47th St
414.trafficvolumecountlocationaddress,829 South,7829 South
1026.street,bDamen Ave,Damen Ave
779.locationvalue,"(4.877258, -87.712307)","(41.877258, -87.712307)"
224.locationvalue,"(41.930851, -87.797915)","(41.792242, -87.78702)"
102.vehiclevolumebyeachdirectionoftraffic,East Bound: 3800 / West Bound: 4800,South Bound: 12200/ Oneway South Bound 
248.trafficvolumecountlocationaddress,57 Whest,57 West
994.trafficvolumecountlocationaddress,3125 Nrth,3125 North
477.dateofcount,05/04/0206,05/04/2006
577.vehiclevolumebyeachdirectionoftraffic,EastBound: 5500 / West Bound: 6700,East Bound: 5500 / West Bound: 6700
300.locationvalue,"m(41.831199, -87.613631)","(41.831199, -87.613631)"
727.dateofcount,03/07/0206,03/07/2006
16.locationvalue,"(41.974889, -87.669587)","(41.700823, -87.642645)"
54.id,506.0,821
250.locationvalue,"(41.887904, -87.771064)","(41.914612, -87.677552)"
316.vehiclevolumebyeachdirectionoftraffic,East Bonud: 12800 / West Bound: 11300,East Bound: 12800 / West Bound: 11300
921.street,Clark tS,Clark St
292.dateofcount,11/07/2060,11/07/2006
1257.dateofcount,0822/2006,08/22/2006
390.vehiclevolumebyeachdirectionoftraffic,East Bound: 14300 / West Bound: i14500,East Bound: 14300 / West Bound: 14500
1174.trafficvolumecountlocationaddress,9463t West,9463 West
200.locationvalue,"(41.888062, -87.626842)","(41.746457, -87.741218)"
29.locationvalue,"(41.849302, -87.622658)","(41.794244, -87.648908)"
989.locationvalue,"(41.960839, -87.774207)","(41.960389, -87.774207)"
436.trafficvolumecountlocationaddress,20 0South,200 South
802.street,Jedffery Ave,Jeffery Ave
710.vehiclevolumebyeachdirectionoftraffic,East Bound: 3200 / West Buond: 3500,East Bound: 3200 / West Bound: 3500
261.id,506.0,75
71.id,506.0,273
177.id,397.0,498
293.locationvalue,"(41.866652, -8764217)","(41.866652, -87.64217)"
31.locationvalue,"(41.756542, -87.617335)","(41.883162, -87.644644)"
543.vehiclevolumebyeachdirectionoftraffic,East Bound: 3700 / Wes tBound: 37600,East Bound: 3700 / West Bound: 37600
414.dateofcount,10/1/12006,10/11/2006
858.vehiclevolumebyeachdirectionoftraffic,East Bound: 14200 / West Bound:1 7600,East Bound: 14200 / West Bound: 17600
864.vehiclevolumebyeachdirectionoftraffic,East Bund: 21600 / West Bound: 20100,East Bound: 21600 / West Bound: 20100
307.locationvalue,"(41.792663, -87.582231)","(41.730457, -87.682356)"
103.id,176.0,876
1052.street,Harrispon St,Harrison St
759.street,Pulasi Rd,Pulaski Rd
210.locationvalue,"(41.892668, -87.71135)","(41.852078, -87.682174)"
857.totalpassingvehiclevolume,19368,19300
69.locationvalue,"(41.963061, -87.679019)","(41.968273, -87.724989)"
128.locationvalue,"(41.729262, -87.541841)","(41.851171, -87.675811)"
131.vehiclevolumebyeachdirectionoftraffic,East Bound: 3400 / West Bound: 3500,North Bound: 3200 / South Bound: 3800
1139.locationvalue,"(41.85938, -87.676043)","(41.859378, -87.676043)"
753.dateofcount,08/29/006,08/29/2006
505.street,Cental Ave,Central Ave
478.dateofcount,05/4/2006,05/04/2006
174.locationvalue,"(41.992042, -87.714036)","(41.827315, -87.684942)"
113.locationvalue,"(41.887904, -87.771064)","(41.722773, -87.550305)"
340.locationvalue,"(41.939866,h -87.657012)","(41.939866, -87.657012)"
213.locationvalue,"(41.885023, -87.675556)","(41.76448, -87.6541)"
1203.dateofcount,05x/04/2006,05/04/2006
138.id,85.0,608
73.locationvalue,"(41.885023, -87.675556)","(41.900144, -87.765583)"
1242.trafficvolumecountlocationaddress,2c17 East,217 East
72.vehiclevolumebyeachdirectionoftraffic,East Bound: 3600 / West Bound: 3500,North Bound: 21100 / South Bound: 18300
794.locationvalue,"(41.878596, -87.85749)","(41.878596, -87.685749)"
246.id,176.0,1038
77.locationvalue,"(41.887904, -87.771064)","(41.88602, -87.711158)"
163.locationvalue,"(41.963061, -87.679019)","(41.960186, -87.68299)"
1043.totalpassingvehiclevolume,14547,14500
237.locationvalue,"(41.659177, -87.552112)","(41.882781, -87.707473)"
964.trafficvolumecountlocationaddress,1021j6 South,10216 South
348.street,Clark t,Clark St
1134.trafficvolumecountlocationaddress,5313 Wset,5313 West
287.locationvalue,"(41.764348, -87.70478)","(41.779187, -87.688569)"
209.trafficvolumecountlocationaddress,5508 Wewst,5508 West
646.locationvalue,"(41.875738, -87.64697)","(41.875738, -87.764697)"
297.id,1111.0,1161
61.vehiclevolumebyeachdirectionoftraffic,East Bound: 27800 / West Bound: 25700,North Bound: 9300 / South Bound: 11100
729.trafficvolumecountlocationaddress,715W est,715 West
426.vehiclevolumebyeachdirectionoftraffic,East Bound: 7700 / West Bound: 6800***,East Bound: 7700 / West Bound: 6800
744.trafficvolumecountlocationaddress,2830 Nrth,2830 North
106.id,960.0,806
576.locationvalue,"(41.902488, -8.773753)","(41.902488, -87.73753)"
694.locationvalue,"(41.99165, -87.721399)","(41.939165, -87.721399)"
384.vehiclevolumebyeachdirectionoftraffic,East Bound: 7800 / WestB ound: 7400,East Bound: 7800 / West Bound: 7400
902.dateofcount,083/1/2006,08/31/2006
217.locationvalue,"(41.887904, -87.771064)","(41.751849, -87.557322)"
779.trafficvolumecountlocationaddress,34q34 West,3434 West
732.trafficvolumecountlocationaddress,3010 West,3100 West
110.street,Ogdn Ave,Ogden Ave
129.dateofcount,09/21/20u06,09/21/2006
161.locationvalue,"(41.777072, -87.62526)","(41.949054, -87.643703)"
860.locationvalue,"u(41.750997, -87.621988)","(41.750997, -87.621988)"
95.id,414.0,164
104.vehiclevolumebyeachdirectionoftraffic,East Bound: 8600 / West Bound: 8000,East Bound: 6400 / West Bound: 4200
175.id,379.0,1020
106.locationvalue,"(41.887904, -87.771064)","(41.891671, -87.628113)"
