fullstreetname,streetname,streettype,postdirection
SUTTER ST,SUTTER,ST,NORTH
SWEENY ST,SWEENY,ST,NORTH
SWISS AVE,SWISS,AVE,NORTH
SYCAMORE ST,SYCAMORE,ST,NORTH
SYDNEY WAY,SYDNEY,WAY,NORTH
SYLVAN DR,SYLVAN,DR,NORTH
TABER PL,TABER,PL,NORTH
TACOMA ST,TACOMA,ST,NORTH
GOLDEN BELL WAY,GOLDEN BELL,WAY,NORTH
TALBERT ST,TALBERT,ST,NORTH
TAMALPAIS TER,TAMALPAIS,TER,NORTH
TAMPA LN,TAMPA,LN,NORTH
TANDANG SORA,TANDANG SORA,ST,NORTH
TAPIA DR,TAPIA,DR,NORTH
TARA ST,TARA,ST,NORTH
TARAVAL ST,TARAVAL,ST,NORTH
TAYLOR RD,TAYLOR,RD,NORTH
TAYLOR ST,TAYLOR,ST,NORTH
TEDDY AVE,TEDDY,AVE,NORTH
TEHAMA ST,TEHAMA,ST,NORTH
TELEGRAPH PL,TELEGRAPH,PL,NORTH
TELEGRAPH HILL BLVD,TELEGRAPH HILL,BLVD,NORTH
TEMESCAL TER,TEMESCAL,TER,NORTH
TEMPLE ST,TEMPLE,ST,NORTH
TENNESSEE ST,TENNESSEE,ST,NORTH
TENNY PL,TENNY,PL,NORTH
TERESITA BLVD,TERESITA,BLVD,NORTH
TERRA VISTA AVE,TERRA VISTA,AVE,NORTH
TERRACE DR,TERRACE,DR,NORTH
TERRACE WALK,TERRACE,WALK,NORTH
TERRY A FRANCOIS BLVD,TERRY A FRANCOIS,BLVD,NORTH
TEVIS ST,TEVIS,ST,NORTH
TEXAS ST,TEXAS,ST,NORTH
THE EMBARCADERO,THE EMBARCADERO,ST,NORTH
THERESA ST,THERESA,ST,NORTH
THOMAS AVE,THOMAS,AVE,NORTH
THOMAS CT,THOMAS,CT,NORTH
THOMAS MELLON CIR,THOMAS MELLON,CIR,NORTH
THOMAS MELLON DR,THOMAS MELLON,DR,NORTH
THOMAS MORE WAY,THOMAS MORE,WAY,NORTH
THOR AVE,THOR,AVE,NORTH
THORNBURG RD,THORNBURG,RD,NORTH
THORNE WAY,THORNE,WAY,NORTH
THORNTON AVE,THORNTON,AVE,NORTH
THORP LN,THORP,LN,NORTH
THRIFT ST,THRIFT,ST,NORTH
TIFFANY AVE,TIFFANY,AVE,NORTH
TILLMAN PL,TILLMAN,PL,NORTH
TIMOTHY PFLUEGER PL,TIMOTHY PFLUEGER,PL,NORTH
TINGLEY ST,TINGLEY,ST,NORTH
TIOGA AVE,TIOGA,AVE,NORTH
TOCOLOMA AVE,TOCOLOMA,AVE,NORTH
TODD ST,TODD,ST,NORTH
TOLAND ST,TOLAND,ST,NORTH
TOLEDO WAY,TOLEDO,WAY,NORTH
TOLL PLAZA TUNNEL,TOLL PLAZA TUNNEL,ST,NORTH
TOMASO CT,TOMASO,CT,NORTH
TOMPKINS AVE,TOMPKINS,AVE,NORTH
TONQUIN ST,TONQUIN,ST,NORTH
TOPAZ WAY,TOPAZ,WAY,NORTH
TOPEKA AVE,TOPEKA,AVE,NORTH
TORNEY AVE,TORNEY,AVE,NORTH
TORRENS CT,TORRENS,CT,NORTH
TOUCHARD ST,TOUCHARD,ST,NORTH
TOWERSIDE AVE,TOWERSIDE,AVE,NORTH
TOWNSEND ST,TOWNSEND,ST,NORTH
TOYON LN,TOYON,LN,NORTH
TRADER VIC ALY,TRADER VIC,ALY,NORTH
TRAINOR ST,TRAINOR,ST,NORTH
TRANSBAY HUMP,TRANSBAY HUMP,ST,NORTH
TRANSBAY LOOP,TRANSBAY LOOP,ST,NORTH
TRANSVERSE DR,TRANSVERSE,DR,NORTH
TREASURE ISLAND RD,TREASURE ISLAND,RD,NORTH
TREASURY PL,TREASURY,PL,NORTH
TREAT AVE,TREAT,AVE,NORTH
TREAT LN,TREAT,LN,NORTH
TREAT WAY,TREAT,WAY,NORTH
TRENTON ST,TRENTON,ST,NORTH
TRINITY ST,TRINITY,ST,NORTH
TROY ALY,TROY,ALY,NORTH
TRUBY ST,TRUBY,ST,NORTH
TRUETT ST,TRUETT,ST,NORTH
TRUMBULL ST,TRUMBULL,ST,NORTH
TUBBS ST,TUBBS,ST,NORTH
TUCKER AVE,TUCKER,AVE,NORTH
TULANE ST,TULANE,ST,NORTH
TULARE ST,TULARE,ST,NORTH
TULIP ALY,TULIP,ALY,NORTH
TUNNEL AVE,TUNNEL,AVE,NORTH
TURK BLVD,TURK,BLVD,NORTH
TURK ST,TURK,ST,NORTH
TURK MURPHY LN,TURK MURPHY,LN,NORTH
TURNER TER,TURNER,TER,NORTH
TURQUOISE WAY,TURQUOISE,WAY,NORTH
TUSCANY ALY,TUSCANY,ALY,NORTH
TWIN PEAKS BLVD,TWIN PEAKS,BLVD,NORTH
ULLOA ST,ULLOA,ST,NORTH
UNDERWOOD AVE,UNDERWOOD,AVE,NORTH
UNION ST,UNION,ST,NORTH
UNITED NATIONS PLZ,UNITED NATIONS,PLZ,NORTH
UNIVERSITY ST,UNIVERSITY,ST,NORTH
UNNAMED 009,UNNAMED 009,ST,NORTH
UNNAMED 010,UNNAMED 010,ST,NORTH
UNNAMED 011,UNNAMED 011,ST,NORTH
UNNAMED 012,UNNAMED 012,ST,NORTH
UNNAMED 014,UNNAMED 014,ST,NORTH
UNNAMED 017,UNNAMED 017,ST,NORTH
UNNAMED 018,UNNAMED 018,ST,NORTH
UNNAMED 021,UNNAMED 021,ST,NORTH
UNNAMED 024,UNNAMED 024,ST,NORTH
UNNAMED 025,UNNAMED 025,ST,NORTH
UNNAMED 026,UNNAMED 026,ST,NORTH
UNNAMED 027,UNNAMED 027,ST,NORTH
UNNAMED 030,UNNAMED 030,ST,NORTH
UNNAMED 031,UNNAMED 031,ST,NORTH
UNNAMED 032,UNNAMED 032,ST,NORTH
UNNAMED 033,UNNAMED 033,ST,NORTH
UNNAMED 034,UNNAMED 034,ST,NORTH
UNNAMED 035,UNNAMED 035,ST,NORTH
UNNAMED 036,UNNAMED 036,ST,NORTH
UNNAMED 037,UNNAMED 037,ST,NORTH
UNNAMED 038,UNNAMED 038,ST,NORTH
UNNAMED 039,UNNAMED 039,ST,NORTH
UNNAMED 040,UNNAMED 040,ST,NORTH
UNNAMED 041,UNNAMED 041,ST,NORTH
UNNAMED 042,UNNAMED 042,ST,NORTH
UNNAMED 043,UNNAMED 043,ST,NORTH
UNNAMED 044,UNNAMED 044,ST,NORTH
UNNAMED 051,UNNAMED 051,ST,NORTH
UNNAMED 052,UNNAMED 052,ST,NORTH
UNNAMED 053,UNNAMED 053,ST,NORTH
UNNAMED 064,UNNAMED 064,ST,NORTH
UNNAMED 065,UNNAMED 065,ST,NORTH
UNNAMED 068,UNNAMED 068,ST,NORTH
UNNAMED 069,UNNAMED 069,ST,NORTH
UNNAMED 070,UNNAMED 070,ST,NORTH
UNNAMED 071,UNNAMED 071,ST,NORTH
UNNAMED 075,UNNAMED 075,ST,NORTH
UNNAMED 077,UNNAMED 077,ST,NORTH
UNNAMED 078,UNNAMED 078,ST,NORTH
UNNAMED 080,UNNAMED 080,ST,NORTH
UNNAMED 083,UNNAMED 083,ST,NORTH
UNNAMED 084,UNNAMED 084,ST,NORTH
UNNAMED 087,UNNAMED 087,ST,NORTH
UNNAMED 088,UNNAMED 088,ST,NORTH
UNNAMED 090,UNNAMED 090,ST,NORTH
UNNAMED 095,UNNAMED 095,ST,NORTH
UNNAMED 096,UNNAMED 096,ST,NORTH
UNNAMED 097,UNNAMED 097,ST,NORTH
UNNAMED 098,UNNAMED 098,ST,NORTH
UNNAMED 099,UNNAMED 099,ST,NORTH
UNNAMED 100,UNNAMED 100,ST,NORTH
UNNAMED 101,UNNAMED 101,ST,NORTH
UNNAMED 105,UNNAMED 105,ST,NORTH
UNNAMED 106,UNNAMED 106,ST,NORTH
UNNAMED 107,UNNAMED 107,ST,NORTH
UNNAMED 108,UNNAMED 108,ST,NORTH
UNNAMED 112,UNNAMED 112,ST,NORTH
UNNAMED 113,UNNAMED 113,ST,NORTH
UNNAMED 115,UNNAMED 115,ST,NORTH
UNNAMED 117,UNNAMED 117,ST,NORTH
UNNAMED 119,UNNAMED 119,ST,NORTH
UNNAMED 120,UNNAMED 120,ST,NORTH
UNNAMED 124,UNNAMED 124,ST,NORTH
UNNAMED 128,UNNAMED 128,ST,NORTH
UNNAMED 129,UNNAMED 129,ST,NORTH
UNNAMED 139,UNNAMED 139,ST,NORTH
UNNAMED 142,UNNAMED 142,ST,NORTH
UNNAMED 144,UNNAMED 144,ST,NORTH
UNNAMED 145,UNNAMED 145,ST,NORTH
UNNAMED 146,UNNAMED 146,ST,NORTH
UNNAMED 148,UNNAMED 148,ST,NORTH
UNNAMED 150,UNNAMED 150,ST,NORTH
UNNAMED 151,UNNAMED 151,ST,NORTH
UNNAMED 152,UNNAMED 152,ST,NORTH
UNNAMED 153,UNNAMED 153,ST,NORTH
UNNAMED 161,UNNAMED 161,ST,NORTH
UNNAMED 163,UNNAMED 163,ST,NORTH
UNNAMED 165,UNNAMED 165,ST,NORTH
UNNAMED 185,UNNAMED 185,ST,NORTH
UNNAMED 186,UNNAMED 186,ST,NORTH
UNNAMED 187,UNNAMED 187,ST,NORTH
UNNAMED 188,UNNAMED 188,ST,NORTH
UNNAMED 2,UNNAMED 2,ST,NORTH
UPLAND DR,UPLAND,DR,NORTH
UPPER TER,UPPER,TER,NORTH
UPPER SERVICE RD,UPPER SERVICE,RD,NORTH
UPTON AVE,UPTON,AVE,NORTH
UPTON ST,UPTON,ST,NORTH
URANUS TER,URANUS,TER,NORTH
URBANO DR,URBANO,DR,NORTH
UTAH ST,UTAH,ST,NORTH
VALDEZ AVE,VALDEZ,AVE,NORTH
VALE AVE,VALE,AVE,NORTH
VALENCIA ST,VALENCIA,ST,NORTH
VALERTON CT,VALERTON,CT,NORTH
VALLEJO ST,VALLEJO,ST,NORTH
VALLETTA CT,VALLETTA,CT,NORTH
VALLEY ST,VALLEY,ST,NORTH
VALMAR TER,VALMAR,TER,NORTH
VALPARAISO ST,VALPARAISO,ST,NORTH
VAN BUREN ST,VAN BUREN,ST,NORTH
VAN DYKE AVE,VAN DYKE,AVE,NORTH
VAN KEUREN AVE,VAN KEUREN,AVE,NORTH
VAN NESS AVE,VAN NESS,AVE,NORTH
VANDEWATER ST,VANDEWATER,ST,NORTH
CRAVATH ST,CRAVATH,ST,NORTH
VARELA AVE,VARELA,AVE,NORTH
VARENNES ST,VARENNES,ST,NORTH
VARNEY PL,VARNEY,PL,NORTH
VASQUEZ AVE,VASQUEZ,AVE,NORTH
VASSAR PL,VASSAR,PL,NORTH
VEGA ST,VEGA,ST,NORTH
VELASCO AVE,VELASCO,AVE,NORTH
VENARD ALY,VENARD,ALY,NORTH
VENTURA AVE,VENTURA,AVE,NORTH
VENUS ST,VENUS,ST,NORTH
VER MEHR PL,VER MEHR,PL,NORTH
VERDI PL,VERDI,PL,NORTH
VERDUN WAY,VERDUN,WAY,NORTH
VERMONT ST,VERMONT,ST,NORTH
VERNA ST,VERNA,ST,NORTH
VERNON ST,VERNON,ST,NORTH
VESTA ST,VESTA,ST,NORTH
VETERANS DR,VETERANS,DR,NORTH
VIA BUFANO,VIA BUFANO,ST,NORTH
VIA FERLINGHETTI,VIA FERLINGHETTI,ST,NORTH
VICENTE ST,VICENTE,ST,NORTH
VICKSBURG ST,VICKSBURG,ST,NORTH
VICTORIA ST,VICTORIA,ST,NORTH
VIDAL DR,VIDAL,DR,NORTH
VIENNA ST,VIENNA,ST,NORTH
VILLA TER,VILLA,TER,NORTH
VINE TER,VINE,TER,NORTH
VINTON CT,VINTON,CT,NORTH
VIRGIL ST,VIRGIL,ST,NORTH
VIRGINIA AVE,VIRGINIA,AVE,NORTH
VISITACION AVE,VISITACION,AVE,NORTH
VISTA CT,VISTA,CT,NORTH
VISTA LN,VISTA,LN,NORTH
VISTA VERDE CT,VISTA VERDE,CT,NORTH
VISTA VIEW CT,VISTA VIEW,CT,NORTH
VON SCHMIDT ST,VON SCHMIDT,ST,NORTH
VULCAN STWY,VULCAN,STWY,NORTH
WABASH TER,WABASH,TER,NORTH
WAGNER ALY,WAGNER,ALY,NORTH
WAITHMAN WAY,WAITHMAN,WAY,NORTH
WALBRIDGE ST,WALBRIDGE,ST,NORTH
WALDO ALY,WALDO,ALY,NORTH
WALKER CT,WALKER,CT,NORTH
WALKWAY,WALKWAY,ST,NORTH
WALL PL,WALL,PL,NORTH
WALLACE AVE,WALLACE,AVE,NORTH
WALLEN ST,WALLEN,ST,NORTH
WALLER ST,WALLER,ST,NORTH
WALNUT ST,WALNUT,ST,NORTH
WALTER ST,WALTER,ST,NORTH
WALTER U LUM PL,WALTER U LUM,PL,NORTH
WALTHAM ST,WALTHAM,ST,NORTH
WANDA ST,WANDA,ST,NORTH
WARD ST,WARD,ST,NORTH
WARE ST,WARE,ST,NORTH
WARNER PL,WARNER,PL,NORTH
WARREN DR,WARREN,DR,NORTH
WASHBURN ST,WASHBURN,ST,NORTH
WASHINGTON BLVD,WASHINGTON,BLVD,NORTH
WASHINGTON ST,WASHINGTON,ST,NORTH
WATCHMAN WAY,WATCHMAN,WAY,NORTH
WATER ST,WATER,ST,NORTH
WATERLOO ST,WATERLOO,ST,NORTH
WATERVILLE ST,WATERVILLE,ST,NORTH
WATT AVE,WATT,AVE,NORTH
WATTSON PL,WATTSON,PL,NORTH
WAVERLY PL,WAVERLY,PL,NORTH
WAWONA ST,WAWONA,ST,NORTH
WAYLAND ST,WAYLAND,ST,NORTH
WAYNE PL,WAYNE,PL,NORTH
WEBB PL,WEBB,PL,NORTH
WEBSTER ST,WEBSTER,ST,NORTH
WEDEMEYER ST,WEDEMEYER,ST,NORTH
WELDON ST,WELDON,ST,NORTH
WELSH ST,WELSH,ST,NORTH
WENTWORTH PL,WENTWORTH,PL,NORTH
WEST RD,WEST,RD,NORTH
WEST BROADWAY,WEST BROADWAY,ST,NORTH
WEST CLAY ST,WEST CLAY,ST,NORTH
WEST CRYSTAL COVE TER,WEST CRYSTAL COVE,TER,NORTH
WEST HALLECK ST,WEST HALLECK,ST,NORTH
WEST PACIFIC AVE,WEST PACIFIC,AVE,NORTH
WEST POINT RD,WEST POINT,RD,NORTH
WEST PORTAL AVE,WEST PORTAL,AVE,NORTH
WEST VIEW AVE,WEST VIEW,AVE,NORTH
WESTBROOK CT,WESTBROOK,CT,NORTH
WESTERN SHORE LN,WESTERN SHORE,LN,NORTH
WESTGATE DR,WESTGATE,DR,NORTH
WESTMOORLAND DR,WESTMOORLAND,DR,NORTH
WESTON CT,WESTON,CT,NORTH
WESTSIDE DR,WESTSIDE,DR,NORTH
WESTWOOD DR,WESTWOOD,DR,NORTH
WETMORE ST,WETMORE,ST,NORTH
WHEAT ST,WHEAT,ST,NORTH
WHEELER AVE,WHEELER,AVE,NORTH
WHIPPLE AVE,WHIPPLE,AVE,NORTH
WHITE ST,WHITE,ST,NORTH
WHITECLIFF WAY,WHITECLIFF,WAY,NORTH
WHITFIELD CT,WHITFIELD,CT,NORTH
WHITING ST,WHITING,ST,NORTH
WHITING WAY,WHITING,WAY,NORTH
WHITNEY ST,WHITNEY,ST,NORTH
WHITNEY YOUNG CIR,WHITNEY YOUNG,CIR,NORTH
WHITTIER ST,WHITTIER,ST,NORTH
WIESE ST,WIESE,ST,NORTH
WILDE AVE,WILDE,AVE,NORTH
WILDER ST,WILDER,ST,NORTH
WILDWOOD WAY,WILDWOOD,WAY,NORTH
WILLARD ST,WILLARD,ST,NORTH
WILLIAMS AVE,WILLIAMS,AVE,NORTH
WILLIAR AVE,WILLIAR,AVE,NORTH
WILLIE B KENNEDY DR,WILLIE B KENNEDY,DR,NORTH
WILLOW ST,WILLOW,ST,NORTH
WILLS ST,WILLS,ST,NORTH
WILMOT ST,WILMOT,ST,NORTH
WILSON ST,WILSON,ST,NORTH
WINDING WAY,WINDING,WAY,NORTH
WINDSOR PL,WINDSOR,PL,NORTH
WINFIELD ST,WINFIELD,ST,NORTH
WINN WAY,WINN,WAY,NORTH
WINSTON DR,WINSTON,DR,NORTH
WINTER PL,WINTER,PL,NORTH
WINTHROP ST,WINTHROP,ST,NORTH
WISCONSIN ST,WISCONSIN,ST,NORTH
WISSER CT,WISSER,CT,NORTH
WOOD ST,WOOD,ST,NORTH
WOODACRE DR,WOODACRE,DR,NORTH
WOODHAVEN CT,WOODHAVEN,CT,NORTH
WOODLAND AVE,WOODLAND,AVE,NORTH
WOODSIDE AVE,WOODSIDE,AVE,NORTH
WOODWARD ST,WOODWARD,ST,NORTH
WOOL CT,WOOL,CT,NORTH
WOOL ST,WOOL,ST,NORTH
WOOLSEY ST,WOOLSEY,ST,NORTH
WORCESTER AVE,WORCESTER,AVE,NORTH
WORDEN ST,WORDEN,ST,NORTH
WORTH ST,WORTH,ST,NORTH
WRIGHT CT,WRIGHT,CT,NORTH
WRIGHT LOOP,WRIGHT,LOOP,NORTH
WRIGHT ST,WRIGHT,ST,NORTH
WYMAN AVE,WYMAN,AVE,NORTH
WYTON LN,WYTON,LN,NORTH
YACHT RD,YACHT,RD,NORTH
YALE ST,YALE,ST,NORTH
YELLOW CAB ACCESS ROAD,YELLOW CAB ACCESS ROAD,ST,NORTH
YERBA BUENA AVE,YERBA BUENA,AVE,NORTH
YERBA BUENA DR,YERBA BUENA,DR,NORTH
YERBA BUENA LN,YERBA BUENA,LN,NORTH
YERBA BUENA RD,YERBA BUENA,RD,NORTH
YORBA ST,YORBA,ST,NORTH
YORK ST,YORK,ST,NORTH
YOSEMITE AVE,YOSEMITE,AVE,NORTH
YOUNG CT,YOUNG,CT,NORTH
YOUNG ST,YOUNG,ST,NORTH
YUKON ST,YUKON,ST,NORTH
ZAMPA LN,ZAMPA,LN,NORTH
ZANOWITZ AVE,ZANOWITZ,AVE,NORTH
AVOCET WAY,AVOCET,WAY,NORTH
ZENO PL,ZENO,PL,NORTH
ZIRCON PL,ZIRCON,PL,NORTH
ZOE ST,ZOE,ST,NORTH
ZOO RD,ZOO,RD,NORTH
DR TOM WADDELL PL,DR TOM WADDELL,PL,NORTH
AL SCOMA WAY,AL SCOMA,WAY,NORTH
UNNAMED 190,UNNAMED 190,ST,NORTH
UNNAMED 193,UNNAMED 193,ST,NORTH
UNNAMED 192,UNNAMED 192,ST,NORTH
PALACE DR,PALACE,DR,NORTH
MARTIN AVE,MARTIN,AVE,NORTH
MISSION BAY BLVD SOUTH,MISSION BAY,BLVD,SOUTH
BUENA VISTA AVE EAST,BUENA VISTA,AVE,EAST
CONSERVATORY DR EAST,CONSERVATORY,DR,EAST
BURNETT AVE NORTH,BURNETT,AVE,NORTH
LAKE MERCED HILL ST NORTH,LAKE MERCED HILL,ST,NORTH
BUENA VISTA AVE WEST,BUENA VISTA,AVE,WEST
WILLARD ST NORTH,WILLARD,ST,NORTH
FIRST DR EAST,FIRST,DR,EAST
LAKE MERCED HILL ST SOUTH,LAKE MERCED HILL,ST,SOUTH
MISSION BAY BLVD NORTH,MISSION BAY,BLVD,NORTH
25TH AVE NORTH,25TH,AVE,NORTH
CONSERVATORY DR WEST,CONSERVATORY,DR,WEST
FIRST DR WEST,FIRST,DR,WEST
ZANOWITZ ST,ZANOWITZ,ST,NORTH
AVENUE G,AVENUE G,ST,NORTH
ODD FELLOWS WAY,ODD FELLOWS,WAY,NORTH
JOHNSON ST,JOHNSON,ST,NORTH
MACKY LN,MACKY,LN,NORTH
FRIDA KAHLO WAY,FRIDA KAHLO,WAY,NORTH
WARRIORS WAY,WARRIORS,WAY,NORTH
SANDPIPER LN,SANDPIPER,LN,NORTH
PALM LN,PALM,LN,NORTH
WHIPPLE ST,WHIPPLE,ST,NORTH
FIFTH ST,FIFTH,ST,NORTH
CORRINE WOODS WAY,CORRINE WOODS,WAY,NORTH
EARL GAGE JR ST,EARL GAGE JR,ST,NORTH
MISSION CREEK,MISSION CREEK,ST,NORTH
CLIPPER COVE AVE,CLIPPER COVE,AVE,NORTH
GENE FRIEND WAY,GENE FRIEND,WAY,NORTH
MILTON I ROSS ST,MILTON I ROSS,ST,NORTH
ACACIA AVE,ACACIA,AVE,NORTH
PIERPOINT LN,PIERPOINT,LN,NORTH
WREN LN,WREN,LN,NORTH
TRADE WINDS AVE,TRADE WINDS,AVE,NORTH
WATERFRONT ST,WATERFRONT,ST,NORTH
VARA ST,VARA,ST,NORTH
UNNAMED ST,UNNAMED,ST,NORTH
SOTOMAYOR ST,SOTOMAYOR,ST,NORTH
SEVEN SEAS AVE,SEVEN SEAS,AVE,NORTH
PEACEMAKERS ST,PEACEMAKERS,ST,NORTH
UNNAMED 191,UNNAMED 191,ST,NORTH
PACIFICA ST,PACIFICA,ST,NORTH
SIESTA WAY,SIESTA,WAY,NORTH
KENNEDY PL,KENNEDY,PL,NORTH
MALOSI ST,MALOSI,ST,NORTH
INNES CT,INNES,CT,NORTH
GARDEN WALK,GARDEN,WALK,NORTH
LETTUCE LN,LETTUCE,LN,NORTH
PASSIFLORA WAY,PASSIFLORA,WAY,NORTH
PORTWAY PSGE,PORTWAY,PSGE,NORTH
