year,state,hai,operative_procedure,facid_one,facility_name_one,facid_two,facility_name_two,facid_three,facility_name_three,county,procedure_count,infection_count,notes
2013,California,SSI,Ovarian surgery,930000002,"California Hospital Medical Centr, Los Angeles",.,.,.,.,Los Angeles,109.0,0.0,NULL
2013,California,SSI,Ovarian surgery,220000023,"California Pacific Medical Center, Davies Campus Hospital, SF",.,.,.,.,San Francisco,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,220000022,"California Pacific Medical Center, Pacific Campus Hospital, SF",220000002,"California Pacific Medical Center, CA West Campus  Hospital, SF",.,.,San Francisco,254.0,0.0,NULL
2013,California,SSI,Ovarian surgery,220000018,"California Pacific Medical Center, St Luke's Campus, San Francisco",.,.,.,.,San Francisco,24.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000004,"Cedars-Sinai Medical Center, Los Angeles",.,.,.,.,Los Angeles,446.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000022,"Centinela Hospital Medical Center, Inglewood",.,.,.,.,Los Angeles,21.0,0.0,NULL
2013,California,SSI,Ovarian surgery,40000119,"Central Valley General Hospital, Hanford",.,.,.,.,Kings,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,60000006,"Chapman Medical Center, Orange",.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,40000129,"Children's Hospital Central California, Madera",.,.,.,.,Madera,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,60000007,"Children's Hospital of Orange County, Orange",.,.,.,.,Orange,24.0,0.0,NULL
2013,California,SSI,Ovarian surgery,140000014,Childrens Hospital and Research Center at Oakland,.,.,.,.,Aolameda,27.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000034,Childrens Hospital of Los Angeles,.,.,.,.,Los Angeles,52.0,0.0,NULL
2013,California,SSI,Ovarian surgery,220000003,"Chinese Hospital, San Francisco",.,.,.,.,San Francisco,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,240000003,"Chino Valley Medical Center, Chino",.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000070,"Citrus Valley Medical Center, IC , Covina",930000132,"Citrus Valley Medical Center, QV,  West Covina",.,.,Los Angeles,90.0,1.0,NULL
2013,California,SSI,Ovarian surgery,930000036,"City of Hope Helford Clinical Research Hospital, Duarte",.,.,.,.,Los Angeles,159.0,0.0,NULL
2013,California,SSI,Ovarian surgery,40000095,Clovis Community Medical Center,.,.,.,.,Fresno,352.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000038,"Coast Plaza Hospital, Norwalk",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,60000021,"Coastal Communities Hospital, Santa Ana",.,.,.,.,Orange,50.0,0.0,NULL
2013,California,SSI,Ovarian surgery,240000082,Community Hospital of San Bernardino,.,.,.,.,San Bernardino,44.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70000137,"Community Hospital of The Monterey Peninsula, Monterey",.,.,.,.,Monterey,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,50000014,"Community Memorial Hospital, San Buenaventura, Ventura",.,.,.,.,Ventura,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,40000101,"Community Regional Medical Center, Fresno",.,.,.,.,Fresno,286.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000040,Community and Mission Hospital of Huntington Park,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,140000195,"Contra Costa Regional Medical Center, Martinez",.,.,.,.,Contra Costa,94.0,0.0,NULL
2013,California,SSI,Ovarian surgery,250000006,"Corona Regional Medical Center, Campus #1",250000007,"Corona Regional Medical Center, Campus #2",.,.,Riverside,62.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000117,"Dameron Hospital, Stockton",.,.,.,.,San Joaquin,54.0,0.0,NULL
2013,California,SSI,Ovarian surgery,250000008,"Desert Regional Medical Center, Palm Springs",.,.,.,.,Riverside,48.0,0.0,NULL
2013,California,SSI,Ovarian surgery,240001330,"Desert Valley Hospital, Victorville",.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,30000118,Doctors Hospital of Manteca,.,.,.,.,San Joaquin,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000188,"Doctors Hospital of West Covina, Inc, West Covina",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,30000122,"Doctors Medical Center, Modesto",.,.,.,.,Stanislaus,146.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70000139,Dominican Hospital,.,.,.,.,Santa Cruz,88.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000052,Downey Regional Medical Center,.,.,.,.,Los Angeles,101.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930001709,"Earl & Loraine Miller Children's Hospital, Long Beach",.,.,.,.,Los Angeles,137.0,1.0,NULL
2013,California,SSI,Ovarian surgery,930000053,"East Los Angeles Doctors Hospital, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,140000183,"Eden Medical Center, Castro Valley",.,.,.,.,Alaeda,72.0,0.0,NULL
2013,California,SSI,Ovarian surgery,250000011,"Eisenhower Medical Center, Rancho Mirage",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,70000136,"El Camino Hospital, Los Gatos",.,.,.,.,Santa Clara,108.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70001351,"El Camino Hospital, Mountain View",.,.,.,.,Santa Clara,590.0,0.0,NULL
2013,California,SSI,Ovarian surgery,90000040,El Centro Regional Medical Center,.,.,.,.,Imperial,37.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000125,"Emanuel Medical Center Inc, Turlock",.,.,.,.,Stanislaus,126.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000054,"Encino Hospital Medical Center, Encino",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,230000013,"Enloe Medical Center-Cohasset, Chico",230000002,"Enloe Medical Center-Esplanade, Chico",230000405,"Enloe Rehabilitation Center, Chico",Butte,43.0,0.0,NULL
2013,California,SSI,Ovarian surgery,230000019,"Fairchild Medical Center, Yreka",.,.,.,.,Siskiyou,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,80000043,Fallbrook Hospital District,.,.,.,.,San Diego,44.0,0.0,NULL
2013,California,SSI,Ovarian surgery,230000005,"Feather River Hospital, Paradise",.,.,.,.,Butte,61.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000056,"Foothill Presbyterian Hospital-Johnston Memorial, Glendora",.,.,.,.,Los Angeles,37.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000011,Fountain Valley Regional Hospital & Medical Center,060000936,Fountain Valley Regional Hospital & Medical Center,.,.,Orange,41.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000008,"Frank R. Howard Memorial Hospital, Willits",.,.,.,.,Mendocino,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,230000261,"Fremont Medical Center, Yuba City",230000260,"Rideout Memorial Hospital, Marysville",.,.,Sutter-Yuba,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,50000016,"French Hospital Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,49.0,0.0,NULL
2013,California,SSI,Ovarian surgery,40000254,Fresno Surgical Hospital,.,.,.,.,Fresno,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,60000058,Garden Grove Hospital and Medical Center,.,.,.,.,Orange,54.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000058,"Garfield Medical Center, Monterey Park",.,.,.,.,Los Angeles,34.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70000141,"George L. Mee Memorial Hospital, King City",.,.,.,.,Monterey,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000059,Glendale Adventist Medical Center,.,.,.,.,Los Angeles,104.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000093,Glendale Memorial Hospital and Health Center,.,.,.,.,Los Angeles,42.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000068,"Good Samaritan Hospital, Los Angeles",.,.,.,.,Los Angeles,76.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70000153,"Good Samaritan Hospital, San Jose",070000154,"Mission Oaks Hospital, Los Gatos",.,.,Santa Clara,132.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000062,"Greater El Monte Community Hospital, South El Monte",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,80000045,"Grossmont Hospital, La Mesa",.,.,.,.,San Diego,182.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70000142,"Hazel Hawkins Memorial Hospital, Hollister",.,.,.,.,San Benito,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,250000012,Hemet Valley Medical Center,.,.,.,.,Riverside,74.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000063,"Henry Mayo Newhall Memorial Hospital, Valencia",.,.,.,.,Los Angeles,99.0,0.0,NULL
2013,California,SSI,Ovarian surgery,240000014,"Hi-Desert Medical Center, Joshua Tree",.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,60000014,"Hoag Memorial Hospital Presbyterian, Newport Beach",060001022,"Hoag Hospital, Irvine",.,.,Orange,83.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000065,"Hollywood Presbyterian Medical Center, Los Angeles",.,.,.,.,Los Angeles,55.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000015,Huntington Beach Hospital,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000026,"Huntington Memorial Hospital, Pasadena",.,.,.,.,Los Angeles,163.0,0.0,NULL
2013,California,SSI,Ovarian surgery,250000017,"John F. Kennedy Memorial Hospital, Indio",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,140000196,"John Muir Medical Center, Concord",.,.,.,.,Contra Costa,53.0,0.0,NULL
2013,California,SSI,Ovarian surgery,140000187,"John Muir Medical Center, Walnut Creek",.,.,.,.,Contra Costa,387.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000011,"Kaiser Foundation Hospital & Rehab. Center, Vallejo",.,.,.,.,Solano,41.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000071,"Kaiser Foundation Hospital South Bay, Harbor City",.,.,.,.,Los Angeles,119.0,0.0,NULL
2013,California,SSI,Ovarian surgery,630013929,"Kaiser Foundation Hospital, Anaheim Medical Center",060000018,Kaiser Foundation Hospital-Lakeview Medical Center,.,.,Orange,143.0,0.0,NULL
2013,California,SSI,Ovarian surgery,630011203,"Kaiser Foundation Hospital, Antioch",.,.,.,.,Contra Costa,66.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930001543,"Kaiser Foundation Hospital, Baldwin Park",.,.,.,.,Los Angeles,209.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000074,"Kaiser Foundation Hospital, Downey, Bellflower",.,.,.,.,Los Angeles,229.0,0.0,NULL
2013,California,SSI,Ovarian surgery,240000024,"Kaiser Foundation Hospital, Fontana",.,.,.,.,San Bernardino,222.0,0.0,NULL
2013,California,SSI,Ovarian surgery,40000949,"Kaiser Foundation Hospital, Fresno",.,.,.,.,Fresno,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,140000189,"Kaiser Foundation Hospital, Hayward/Fremont",140001086,"Kaiser Foundation Hospital, Fremont",.,.,Alameda,95.0,0.0,NULL
2013,California,SSI,Ovarian surgery,630011745,"Kaiser Foundation Hospital, Irvine",.,.,.,.,Orange,251.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",.,.,.,.,Los Angeles,201.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000973,"Kaiser Foundation Hospital, Manteca",630011683,"Kaiser Foundation Hospital, Modesto",.,.,Stanislaus-San Joaquin,83.0,0.0,NULL
2013,California,SSI,Ovarian surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",.,.,.,.,Riverside,34.0,0.0,NULL
2013,California,SSI,Ovarian surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",140000191,"Kaiser Foundation Hospital, Richmond Campus",.,.,Alameda-Contra Costa,221.0,0.0,NULL
2013,California,SSI,Ovarian surgery,630013398,"Kaiser Foundation Hospital, Ontario",.,.,.,.,San Bernardino,97.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000050,"Kaiser Foundation Hospital, Panorama City",.,.,.,.,Los Angeles,119.0,0.0,NULL
2013,California,SSI,Ovarian surgery,220000010,"Kaiser Foundation Hospital, Redwood City",.,.,.,.,San Mateo,20.0,0.0,NULL
2013,California,SSI,Ovarian surgery,250000707,"Kaiser Foundation Hospital, Riverside",.,.,.,.,Riverside,279.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30001370,"Kaiser Foundation Hospital, Roseville",.,.,.,.,Placer,189.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000130,"Kaiser Foundation Hospital, Sacramento",.,.,.,.,Sacramento,394.0,2.0,NULL
2013,California,SSI,Ovarian surgery,80000144,"Kaiser Foundation Hospital, San Diego",.,.,.,.,San Diego,231.0,1.0,NULL
2013,California,SSI,Ovarian surgery,220000008,"Kaiser Foundation Hospital, San Francisco",.,.,.,.,San Francisco,162.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70000150,"Kaiser Foundation Hospital, San Jose",.,.,.,.,Santa Clara,66.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000944,"Kaiser Foundation Hospital, San Rafael",.,.,.,.,Marin,33.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70001355,"Kaiser Foundation Hospital, Santa Clara",.,.,.,.,Santa Clara,236.0,2.0,NULL
2013,California,SSI,Ovarian surgery,110000508,"Kaiser Foundation Hospital, Santa Rosa",.,.,.,.,Sonoma,40.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000133,"Kaiser Foundation Hospital, South Sacramento",.,.,.,.,Sacramento,172.0,0.0,NULL
2013,California,SSI,Ovarian surgery,220000009,"Kaiser Foundation Hospital, South San Francisco",.,.,.,.,San Mateo,33.0,0.0,NULL
2013,California,SSI,Ovarian surgery,630012364,"Kaiser Foundation Hospital, Vacaville",.,.,.,.,Solano,20.0,0.0,NULL
2013,California,SSI,Ovarian surgery,140000190,"Kaiser Foundation Hospital, Walnut Creek",.,.,.,.,Contra Costa,182.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000076,"Kaiser Foundation Hospital, West LA, Los Angeles",.,.,.,.,Los Angeles,64.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000290,"Kaiser Foundation Hospital, Woodland Hills",.,.,.,.,Los Angeles,59.0,0.0,NULL
2013,California,SSI,Ovarian surgery,120001444,"Kaweah Delta Medical Center, Visalia",.,.,.,.,Tulare,38.0,1.0,NULL
2013,California,SSI,Ovarian surgery,930000912,"Keck Hospital of USC, Los Angeles",.,.,.,.,Los Angeles,111.0,0.0,NULL
2013,California,SSI,Ovarian surgery,120000342,"Kern Medical Center, Bakersfield",.,.,.,.,Kern,102.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000040,"LAC+USC Medical Center, Los Angeles",.,.,.,.,Los Angeles,361.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000027,"LAC/Harbor-UCLA Medical Center, Torrance",.,.,.,.,Los Angeles,107.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000028,"LAC/Rancho Los Amigos National Rehab Center, Downey",.,.,.,.,Los Angeles,20.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000024,La Palma Intercommunity Hospital,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000047,Lakewood Regional Medical Center,.,.,.,.,Los Angeles,79.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000139,Lodi Memorial Hospital,030000136,Lodi Memorial Hospital-West,.,.,San Joaquin,191.0,0.0,NULL
2013,California,SSI,Ovarian surgery,240000027,"Loma Linda UNIV Medical Center, Loma Linda",240000025,"Loma Linda UNIV Heart & Surgical Hospital, Redlands",630012294,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",San Bernardino,329.0,0.0,NULL
2013,California,SSI,Ovarian surgery,630012971,Loma Linda University Medical Center - Murrieta,.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,50000018,Lompoc Valley Medical Center,.,.,.,.,Santa Barbara,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000095,"Long Beach Memorial Medical Center, Long Beach",.,.,.,.,Los Angeles,30.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000025,Los Alamitos Medical Center,.,.,.,.,Orange,141.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000038,"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",.,.,.,.,Los Angeles,298.0,0.0,NULL
2013,California,SSI,Ovarian surgery,50000020,"Los Robles Hospital & Medical Center, Thousand Oaks",050000553,"Los Robles Hospital & Medical Center, E  , Thousand Oaks",050001468,Thousand Oaks Surgical Hospital,Ventura,270.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70001349,"Lucile Salter Packard Children's Hospital at Stanford, Palo Alto",.,.,.,.,Santa Clara,32.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000021,"Mad River Community Hospital, Arcata",.,.,.,.,Humboldt,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,40000111,Madera Community Hospital,.,.,.,.,Madera,37.0,0.0,NULL
2013,California,SSI,Ovarian surgery,240000005,Mammoth Hospital,.,.,.,.,Mono,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,50000021,Marian Regional Medical Center,.,.,.,.,Santa Barbara,93.0,0.0,NULL
2013,California,SSI,Ovarian surgery,50000009,"Marian Regional Medical Center, Arroyo Grande",.,.,.,.,San Luis Obispo,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,110000953,"Marin General Hospital, Greenbrae",.,.,.,.,Marin,40.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000044,Marina Del Rey Hospital,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,30000121,"Marshall Medical Center (1-Rh), Placerville",.,.,.,.,El Dorado,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,40000110,Memorial Hospital Los Banos,.,.,.,.,Merced,23.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000092,Memorial Hospital of Gardena,.,.,.,.,Los Angeles,26.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000123,"Memorial Medical Center, Modesto",.,.,.,.,Stanislaus,76.0,0.0,NULL
2013,California,SSI,Ovarian surgery,250000727,"Menifee Valley Medical Center, Sun City",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,220000716,Menlo Park Surgical Hospital,.,.,.,.,San Mateo,21.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000124,"Mercy General Hospital, Sacramento",.,.,.,.,Sacramento,95.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000901,Mercy Hospital of Folsom,.,.,.,.,Sacramento,49.0,0.0,NULL
2013,California,SSI,Ovarian surgery,120000404,"Mercy Hospital, Bakersfield",120000701,"Mercy Southwest Hospital, Bakersfield",.,.,Kern,256.0,2.0,NULL
2013,California,SSI,Ovarian surgery,40000113,Mercy Medical Center Merced,.,.,.,.,Merced,119.0,0.0,NULL
2013,California,SSI,Ovarian surgery,230000012,Mercy Medical Center Mt. Shasta,.,.,.,.,Siskiyou,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,230000010,Mercy Medical Center Redding,.,.,.,.,Shasta,90.0,1.0,NULL
2013,California,SSI,Ovarian surgery,30000127,"Mercy San Juan Medical Center, Carmichael",.,.,.,.,Sacramento,370.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000037,Methodist Hospital of Sacramento,.,.,.,.,Sacramento,89.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000096,"Methodist Hospital of Southern CA, Arcadia",.,.,.,.,Los Angeles,42.0,0.0,NULL
2013,California,SSI,Ovarian surgery,220000017,"Mills-Peninsula Medical Center, Burlingame",220000004,"Mills Health Center, San Mateo",.,.,San Mateo,180.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000027,"Mission Community Hospital, Panorama",.,.,.,.,Los Angeles,39.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000060,"Mission Hospital Regional Medical Center, Mission Viejo",.,.,.,.,Orange,96.0,0.0,NULL
2013,California,SSI,Ovarian surgery,240000009,Montclair Hospital Medical Center,.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,70000145,"Natividad Medical Center, Salinas",.,.,.,.,Monterey,31.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000010,"Northbay Medical Center, Fairfield",.,l.,.,.,Solano,27.0,0.0,NULL
2013,California,SSI,Ovarian surgery,240000037,"Northern Inyo Hospital, Bishop",.,.,.,.,Inyo,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000111,Northridge Hospital Medical Center,.,.,.,.,Los Angeles,32.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000982,Novato Community Hospital,.,.,.,.,Marin,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,70000146,"O'connor Hospital, San Jose",.,.,.,.,Santa Clara,90.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000131,"Oak Valley Hospital District   (2-Rh), Oakdale",.,.,.,.,Stanislaus,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000105,"Olympia Medical Center, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,60000208,"Orange Coast Memorial Medical Center, Fountain Valley",.,.,.,.,Orange,47.0,0.0,NULL
2013,California,SSI,Ovarian surgery,230000014,Oroville Hospital,.,.,.,.,Butte,83.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000057,Pacific Alliance Medical Center,.,.,.,.,Los Angeles,35.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000133,"Pacifica Hospital of The Valley, Sun Valley",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000077,Palmdale Regional Medical Center,.,.,.,.,Los Angeles,34.0,0.0,NULL
2013,California,SSI,Ovarian surgery,250000042,"Palo Verde Hospital, Blythe",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,80000142,"Palomar Health Downtown Campus, Escondido",630013873,"Palomar Medical Center, Escondido",.,.,San Diego,154.0,1.0,NULL
2013,California,SSI,Ovarian surgery,90000145,"Paradise Valley Hospital, National City",.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,250000044,"Parkview Community Hospital Medical Center, Riverside",.,.,.,.,Riverside,30.0,0.0,NULL
2013,California,SSI,Ovarian surgery,230000444,Patients' Hospital of Redding,.,.,.,.,Shasta,28.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000040,"Petaluma Valley Hospital, Petaluma",.,.,.,.,Sonoma,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,90000146,"Pioneers Memorial Healthcare District, Brawley",.,.,.,.,Imperial,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,60000062,Placentia Linda Hospital,.,.,.,.,Orange,25.0,0.0,NULL
2013,California,SSI,Ovarian surgery,230000015,"Plumas District Hospital, Quincy",.,.,.,.,Plumas,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,80000147,"Pomerado Hospital, Poway",.,.,.,.,San Diego,82.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000123,"Pomona Valley Hospital Medical Center, Pomona",.,.,.,.,Los Angeles,229.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000099,"Presbyterian Intercommunity Hospital, Whittier",.,.,.,.,Los Angeles,201.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000066,"Providence Holy Cross Medical Center, Mission Hills",.,.,.,.,Los Angeles,110.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000157,"Providence Little Company of Mary Medical Center, San Pedro",.,.,.,.,Los Angeles,31.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000081,"Providence Little Company of Mary Medical Center, Torrance",.,.,.,.,Los Angeles,365.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000101,"Providence Saint Joseph Medical Center, Burbank",.,.,.,.,Los Angeles,354.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000091,"Providence Tarzana Medical Center, Tarzana",.,.,.,.,Los Angeles,264.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000041,"Queen of The Valley Medical Center, Napa",,.,***,.,Napa,67.0,0.0,NULL
2013,California,SSI,Ovarian surgery,80000023,"Rady Children's Hospital, San Diego",.,.,.,.,San Diego,59.0,0.0,NULL
2013,California,SSI,Ovarian surgery,240000046,Redlands Community Hospital,.,.,.,.,San Bernardino,91.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000045,"Redwood Memorial Hospital, fortuna",.,.,.,.,Humboldt,31.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70000133,Regional Medical Center of San Jose,.,.,.,.,Santa Clara,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,120000409,Ridgecrest Regional Hospital,.,.,.,.,Kern,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,250000049,Riverside Community Hospital,.,.,.,.,Riverside,218.0,0.0,NULL
2013,California,SSI,Ovarian surgery,250000050,"Riverside County Regional Medical Center, Moreno Valley",.,.,.,.,Riverside,119.0,1.0,NULL
2013,California,SSI,Ovarian surgery,930000162,"Ronald Reagan UCLA Medical Center, Los Angeles",.,.,.,.,Los Angeles,153.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000063,"Saddleback Memorial Medical Center, Laguna Hills",060000064,Saddleback Memorial Medical Center-San Clemente,.,.,Orange,212.0,0.0,NULL
2013,California,SSI,Ovarian surgery,40000126,"Saint Agnes Medical Center, Fresno",.,.,.,.,Fresno,187.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000128,"Saint Francis Medical Center, Lynwood",.,.,.,.,Los Angeles,101.0,0.0,NULL
2013,California,SSI,Ovarian surgery,220000029,"Saint Francis Memorial Hospital, San Francisco",.,.,.,.,San Francisco,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000100,"Saint John's Health Center, Santa Monica",.,.,.,.,Los Angeles,38.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70000635,"Saint Louise Regional Hospital, Gilroy",.,.,.,.,Santa Clara,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000104,"Saint Vincent Medical Center, Los Angeles",.,.,.,.,Los Angeles,36.0,0.0,NULL
