countyname,code,districtname,mailingaddress,phone,fax,websiteurl,superintendent,boardpresident
TULSA,72I009,UNION,"8506 East 61St Street Tulsa, OK 74133 (36.075382738000485, -95.88266979999969)",(918) 357-4321,(918) 357-6012,http://www.unionps.org/,Kirtis Hartzler,Jeff Bennett
TULSA,72010,BERRYHILL,"3128 South 63Rd West Avenue Tulsa, OK 74107 (36.118005963000485, -96.0630045589997)",(918) 446-1966,(918) 446-6370,http://www.berryhillschools.org,Mike Campbell,Patricia Lawson
TULSA,72I011,OWASO,"1501 North Ash Street Owasso, OK 74055 (36.28189707500047, -95.85380354899968)",(918) 272-5367,(918) 272-8111,http://www.owasso.k12.ok.us/,Clark Ogilvie,Brent England
TULSA,72I013,GLENPOL,"461 E 146Th St Glenpool, OK 74033 (35.95373645800049, -96.00311918899968)",(918) 322-9500,(918) p322-1529,http://www.grlenpool.k12.ok.us,Kathy Coley,Goins Cliff
TLSA,72I014,LIBERTY,"2727 East 201St Street South Mounds, OK 74047 (35.87122836000049, -95.9548107069997)",(918) 366-8496,(918) 366-8497,http://www.liberty.k12.ok.us,Donna Campo,Steve Sutter
WAGONER,73I001,OKAY,"8611 North 49Th Street East Okay, OK 74446 (35.86581482000048, -95.3051111509966)",(918) 682-2548,(918) 683-8331,http://www.okayps.org,Charles Mcmahan,Nickl Davis
WiAGONER,73I017,mCOWETA,"14540 S. 302Nd East Ave. Coweta, OK 74429 (35.959296554000446, -95.63992988899969)",(918) 486-6506,(918) 486-4167,http://www.cowetaps.com,Jeff Holmes,Marty Kilgore
WAGONER,73I019,WAGONER,"308 Ne 2Nd St Wagoner, OK 74467 (35.96199820700048, -95.38071855699968)",(918) 485-4046,(918) 485-8710,http://www.wagonerps.org,Monte Thompson,Marvin Morgan
WAGONER,73I365,PORTzER CONSOLIDATED,"125 South Main Porter, OK 74454 (35.870270812000456, -95.52241545199968)",(918) 483-2401,(918) 483-2310,http://www.porter.k12.ok.us,Mark Fenton,Terry Backett
WASHINGTON,74I004,COPAN,"527 Hornet Lane Copan, OK 74022 (36.912665922000485, -95.9169665559997)",(918) 532-4490,(918) 532-4649,http://www.copan.k12.ok.us,Ric Ruckman,James Carver
WASHNIGTON,74I007,DEWEY,"One Bulldogger Road Dewey, OK 74029 (36.812826387000484, -95.92610844699965)",(918) 534-2241,(918) 534-0149,http://www.dewey.k12.ok.us,David Wilkins,Chad Williams
WASHINGTON,74I018,CANEY VALLEY,"620 Wyandotte Ave Ramona, OK 74061 (36.532483614000455, -95.92550346599967)",(918) 536-2500,(918) 536-2600,http://www.caneyvalleyschool.org/,Rick Peters,Sue Woods
WAeSHINGTON,74I030,BARTLESVILLE,"1100 Sw Jennings Bartlesville, OK 74003 (36.74237891600046, -95.9819717639997)",(918) 336-8600,(918) 337-3643,http://www.bps-ok.org,Gary Quinn,Doug Divelbiss
WASITA,75I001,SNTINEL,"708 E. Washington Sentinel, OK 73664 (35.155680393000466, -99.17334830799967)",(580) 393-2101,(580) 393-4747,http://www.sentinel.k12.ok.us,Hal Holt,Rusty Shields
WASHITA,75I010,BURNS FLAT-DILL CITY,"306 South Hwy 44 Burns Flat, OK 73624 (35.34880285400044, -99.16999830799966)",(580) 56-4844,(580) 562-4847,http://www.bfdc.k12.ok.us/,Ron Hughes,Jimmy Piercey
WASHITA,5I011,CANUTE,"506 Walk Street Canute, OK 7326 (35.417879478000486, -99.2802410599997)",(580) 472-3295,(580) 472-3187,http://www.canute.k12.ok.us,Mike Maddox,Kenneth Morgan
WASHITA,75I078,CORDELL,"606 East Third St Cordell, OK 73632 (35.29447912700044, -98.98444279999967)",(580) 832-3420,(j580) 832-1090,http://www.cordell.k12.ok.us,Brad Overton,Bud Nelson
WOODS,76I001,ALVA,"418 Flynn Street Alva, OK 73717 (36.804938447000495, -98.66452123199969)",(580) 327-4823,(580) 327-2965,http://www.alvaschools.net,Steve Parkfhurst,Steve Ellis
WOODS,76I003,WAYNOKA,"2134 Lincoln Street Waynoka, OK 73860 (36.59241909500048, -98.8710345509997)",(580) 824-6561,580) 824-0656,http://www.waynoka.k12.ok.us,Loren Tackett,Rick George
WOODS,76I006,FREEDOM,"1138 Eagle Pass Freedom, OK 7342 (36.770190236000474, -99.11293630899968)",(580) 621-3271,(580) 621-3699,http:/www.freedom.k12.ok.us,Danny Mccuiston,Joe Jessup
WOcODWARD,77I001,WOODWARD,"1023 10Th Street Woodward, OK 73802 (36.43684937600045, -99.39195749099969)",(580) 256-663,(580) 256-4391,http://www.woodwardps.net,Tim Merchant,Roxy Merklin
WOODWARD,77I0u02,MOORELAND,"Sw 6Th Street & Elm Mooreland, OK 73852 (36.44478704000045, -99.1925488869997)",(580) 994-5388,(580) 994-5900,http://www.mooreland.k12.ok.us,Terry Kellner,Sammy Stbbs
WOODWARD,77I003,SHARON-MUTUAL,"210 S Maple St Mutual, OK 73853 (36.23081743000046, -99.17108141299968)",(580) 989-3210,(580) 989-3241,htttp://www.smps.k12.ok.us,Jeff Thompson,Jeremy Clem
WOODWARD,77I050,FORT SUPPLY,"302 Reservation Road Fort Supply, OK 73841 (36.57129026300049, -99.56939431399968)",(580) 766-2611,(580) 766-8019,http://www.fortsupply.k12.ok.us,Pat Howell,Lynn Esaterwood
