psapid,psap_name,county,city,state,typeof_changefulltext,date_last_modified,geocode_city_level
448,La Habra Heights Fire Department,Los Angeles,La Habra Heights,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/12/2015,"La Habra Heights, CA
(33.953321, -117.962296)"
2619,Benewah County Sheriff,Benewah,St Maries,ID,No Changes have been made.,NULL,"St Maries, ID
(47.31629, -116.571076)"
2028,Torrance County 9-1-1,Torrance,Mcintosh,NM,No Changes have been made.,NULL,"Mcintosh, NM
(34.863006, -106.053097)"
2619,Lasd - Metro Transportation Authority Los Angeles,Los Angeles,Los Angeles,CA,PSAP was added since the original posting of the FCC Registry.,10/03/2012,"Los Angeles, CA
(34.052238, -118.243344)"
2321,Beech Mountain Police Department,Watauga,Banner Elk,NC,No Changes have been made.,NULL,"Banner Elk, NC
(36.163284, -81.871848)"
4972,Owen County Sheriff,Owen,Spencer,IN,No Changes have been made.,NULL,"Hometown, IL
(41.73199, -87.73231)"
2313,Hamilton County 911,Hamilton,Noblesville,IN,"PSAP Name, State, County or City text has been modified since the original posting.",03/20/2013,"Noblesville, IN
(40.045604, -86.012241)"
2619,Blanca Town Marshals Office,Costilla,Blanca,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Markham, IL
(41.593513, -87.694621)"
7656,Franklinton Police Department,Washington,Franklinton,LA,PSAP was added since the original posting of the FCC Registry.,05/10/2007,"Franklinton, LA
(30.847512, -90.154481)"
4972,Weston Police,Middlesex,Weston,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Weston, MA
(42.367939, -71.298243)"
6466,Natick Police Department,Middlesex,Natick,MA,No Changes have been made.,NULL,"Natick, MA
(42.283773, -71.347292)"
1968,South Orange Police Department,Essex,South Orange,NJ,No Changes have been made.,NULL,"South Orange, NJ
(40.745776, -74.258015)"
3093,Lincoln Parish Sheriffs Office,Lincoln,Ruston,LA,No Changes have been made.,NULL,"Ruston, LA
(32.532435, -92.639039)"
952,Santa Clara County Sheriff Communications (san Jose),Santa Clara,San Jose,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/22/2010,"San Jose, CA
(37.334807, -121.888128)"
5541,Walton Hills Police Department,Cuyahoga,Walton Hills,OH,No Changes have been made.,NULL,"Walton Hills, OH
(41.358146, -81.55655)"
7222,Washington County Communications,Washington,Abingdon,VA,No Changes have been made.,NULL,"Abingdon, VA
(36.709074, -81.976964)"
2321,Ecorse Police Department,Wayne,Ecorse,MI,No Changes have been made.,NULL,"Ecorse, MI
(42.255052, -83.139461)"
1809,Shoshone County Sheriff,Shoshone,Wallace,ID,No Changes have been made.,NULL,"Wallace, ID
(47.472433, -115.923903)"
4972,Clark County Sheriffs Office,Clark,Marshall,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/24/2013,"Marshall, IL
(39.391346, -87.693777)"
7531,Perry,Taylor,Perry,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/20/2004,"Perry, FL
(30.117115, -83.578034)"
2619,Martinsburg Fire Department,Berkeley,Martinsburg,WV,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/09/2005,"Martinsburg, WV
(39.456216, -77.963914)"
1301,Bloomfield Police Department,Hartford,Bloomfield,CT,No Changes have been made.,NULL,"Peru, IN
(40.753762, -86.069115)"
1518,Greater Orlando Airport Authority,Orange,Orlando,FL,No Changes have been made.,NULL,"Orlando, FL
(28.538331, -81.378879)"
2321,Franklin R C C,Franklin,Farmington,ME,"PSAP Name, State, County or City text has been modified since the original posting.",05/03/2013,"Farmington, ME
(44.67063, -70.151254)"
2619,Plymouth Police Communications,Washington,Plymouth,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Plymouth, NC
(35.866545, -76.748909)"
4972,Manhattan Fire Department,Riley,Manhattan,KS,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2013,"Markham, IL
(41.593513, -87.694621)"
7832,Kenmore Police Department,Erie,Kenmore,NY,No Changes have been made.,NULL,"Kenmore, NY
(42.962823, -78.870039)"
3354,San Diego Harbor Police Department,San Diego,San Diego,CA,PSAP was added since the original posting of the FCC Registry.,03/26/2010,"Inez, KY
(37.866646, -82.539105)"
985,South San Francisco Police Department,San Mateo,South San Francisco,CA,No Changes have been made.,NULL,"South San Francisco, CA
(37.65568, -122.412482)"
3230,Flowood Police Department,Rankin,Flowood,MS,No Changes have been made.,NULL,"Inez, KY
(37.866646, -82.539105)"
5093,Belleville Police Department,Wayne,Belleville,MI,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/03/2004,"Belleville, MI
(42.204634, -83.485197)"
3230,Clinton Township Police Department,Macomb,Clinton Township,MI,No Changes have been made.,NULL,"Clinton Township, MI
(42.556496, -82.907822)"
2414,Rolling Meadows Police Department,Cook,Rolling Meadows,IL,No Changes have been made.,NULL,"Rolling Meadows, IL
(42.077768, -88.016957)"
5093,New River Valley Emergency Communications Regional Authority,Montgomery,Christiansburg,VA,PSAP was added since the original posting of the FCC Registry.,03/20/2016,"Inez, KY
(37.866646, -82.539105)"
7531,Cowley County Emergency Communications Center,Cowley,Winfield,KS,PSAP was added since the original posting of the FCC Registry.,05/02/2016,"Winfield, KS
(37.240493, -96.987168)"
445,Sycamore Police Department,De Kalb,Sycamore,IL,No Changes have been made.,NULL,"Sycamore, IL
(41.988817, -88.68686)"
7933,Eglin Fire Dept.,Okaloosa,Eglin Air Force Base,FL,PSAP was added since the original posting of the FCC Registry.,04/20/2004,"Eglin Air Force Base, FL
(30.571819, -86.606889)"
2619,Indian River County Emergency Operations Center (backup),Indian River,Indian River,FL,PSAP was added since the original posting of the FCC Registry.,03/04/2010,"Indian River, FL
(25.87446, -80.141629)"
2321,Navajo Department Of Law Enforcement- Window Rock District,Apache,NULL,AZ,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/03/2017,"Markham, IL
(41.593513, -87.694621)"
2210,Conference Of Western Wayne,Wayne,Livonia,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/08/2008,"Livonia, MI
(42.39709, -83.36961)"
5093,Lewisville Police Department,Denton,Lewisville,TX,No Changes have been made.,NULL,"Markham, IL
(41.593513, -87.694621)"
6830,Seward Ambulance Service,Kenai Peninsula Borough,Seward,AK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/08/2013,"Markham, IL
(41.593513, -87.694621)"
2619,Lower Sioux Indian Community Chief,Renville,Morton,MN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,10/12/2005,"Peru, IN
(40.753762, -86.069115)"
8302,Visalia Police Department,Tulare,Visalia,CA,No Changes have been made.,NULL,"Markham, IL
(41.593513, -87.694621)"
6664,Huntsville Police Department,Walker,Huntsville,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/22/2007,"Markham, IL
(41.593513, -87.694621)"
2619,Kentucky State Police Post 3-bowling Green,Warren,Bowling Green,KY,No Changes have been made.,NULL,"Bowling Green, KY
(37.002405, -86.443486)"
3093,Crossett Police Department,Ashley,Crossett,AR,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/22/2005,"Crossett, AR
(33.1297, -91.961437)"
2321,Sebastian Police Department,Indian River,Sebastian,FL,"PSAP Name, State, County or City text has been modified since the original posting.",12/17/2009,"Sebastian, FL
(27.788834, -80.474784)"
2321,Hudson Police,Middlesex,Hudson,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Hudson, MA
(42.391157, -71.568104)"
2321,Little Rock Police Department,Pulaski,Little Rock,AR,No Changes have been made.,NULL,"Hometown, IL
(41.73199, -87.73231)"
445,Orland Etsb,Cook,Orland Park,IL,No Changes have been made.,NULL,"Orland Park, IL
(41.623192, -87.851282)"
6466,Comanche County Sheriffs Office,Comanche,Lawton,OK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/25/2016,"Inez, KY
(37.866646, -82.539105)"
6830,Adams County Sheriffs Office,Adams,Hastings,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2005,"Hometown, IL
(41.73199, -87.73231)"
2619,Pinellas County Sheriff's Office,Pinellas,Largo,FL,"PSAP Name, State, County or City text has been modified since the original posting.",03/04/2010,"Hometown, IL
(41.73199, -87.73231)"
3230,Antrim County Central Dispatch,Antrim,Bellaire,MI,No Changes have been made.,NULL,"Bellaire, MI
(44.975397, -85.209964)"
6664,Redford Township Police Department,Wayne,Redford,MI,No Changes have been made.,NULL,"Inez, KY
(37.866646, -82.539105)"
445,Telfair - Wheeler County E911,Telfair,Mcrae,GA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/24/2017,"Mcrae, GA
(32.068102, -82.900928)"
5093,Ceres Police Department,Stanislaus,Ceres,CA,No Changes have been made.,NULL,"Ceres, CA
(37.593215, -120.955691)"
6634,Harris County Sheriffs Department,Harris,Houston,TX,No Changes have been made.,NULL,"Peru, IN
(40.753762, -86.069115)"
6902,Sherman Police Department,Grayson,Sherman,TX,No Changes have been made.,NULL,"Sherman, TX
(33.63559, -96.609017)"
2321,Bleckley County Sheriffs Department,Bleckley,Cochran,GA,No Changes have been made.,NULL,"Cochran, GA
(32.386586, -83.354729)"
7531,Mississippi County - Blytheville,Mississippi,Blytheville,AR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/03/2017,"Markham, IL
(41.593513, -87.694621)"
2313,Usmc Logistics Base Barstow - Nebo Provost Marshall,San Bernardino,Barstow,CA,PSAP was added since the original posting of the FCC Registry.,04/27/2010,"Barstow, CA
(34.899659, -117.02405)"
2321,Daytona Beach Shores Police,Volusia,Daytona Beach Shores,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/21/2011,"Daytona Beach Shores, FL
(29.170157, -80.980442)"
5093,Dearborn Heights Police Department,Wayne,Dearborn Heights,MI,"PSAP Name, State, County or City text has been modified since the original posting.",03/10/2011,"Markham, IL
(41.593513, -87.694621)"
4972,Nogales Police Department,Santa Cruz,Nogales,AZ,No Changes have been made.,NULL,"Inez, KY
(37.866646, -82.539105)"
445,Arkansas City Police Department,Cowley,Arkansas City,KS,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/02/2016,"Arkansas City, KS
(37.062327, -97.039015)"
4972,Lowndes County 9-1-1 Emergency Management Center,Lowndes,Valdosta,GA,No Changes have been made.,NULL,"Valdosta, GA
(30.830747, -83.278796)"
2321,Chicago Office Of Emergency Communication-zone 1,Cook,Chicago,IL,"PSAP Name, State, County or City text has been modified since the original posting.",12/07/2004,"Chicago, IL
(41.883229, -87.632398)"
5093,Hamilton County Sheriffs Office,Hamilton,Mcleansboro,IL,No Changes have been made.,NULL,"Mcleansboro, IL
(38.089549, -88.535021)"
1622,Rowland Police Communications,Robeson,Rowland,NC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/12/2007,"Inez, KY
(37.866646, -82.539105)"
1910,Carroll City County Communications Center,Carroll,Carroll,IA,"PSAP Name, State, County or City text has been modified since the original posting.",08/30/2017,"Carroll, IA
(42.065614, -94.867229)"
4972,Mendon Police,Worcester,Mendon,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Mendon, MA
(42.10536, -71.55148)"
4128,Fallon County Dispatch Center,Fallon,Baker,MT,"PSAP Name, State, County or City text has been modified since the original posting.",06/30/2008,"Peru, IN
(40.753762, -86.069115)"
7531,City Of Lexington,Rockbridge,Lexington,VA,PSAP was added since the original posting of the FCC Registry.,04/30/2004,"Lexington, VA
(37.780936, -79.446556)"
445,Sevierville Police Department,Sevier,Sevierville,TN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/11/2013,"Peru, IN
(40.753762, -86.069115)"
445,University Of Central Florida Police Department,Orange,Orlando,FL,No Changes have been made.,NULL,"Orlando, FL
(28.538331, -81.378879)"
5093,South Kingstown Police Fire And Rescue,Washington,Wakefield,RI,No Changes have been made.,NULL,"Hometown, IL
(41.73199, -87.73231)"
2619,Fredericksburg City Police Department,Fredericksburg City,Fredericksburg,VA,No Changes have been made.,NULL,"Fredericksburg, VA
(38.303297, -77.460658)"
2984,San Bernardino City Fire Department,San Bernardino,San Bernardino,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/13/2016,"San Bernardino, CA
(34.108323, -117.29415)"
2654,Randolph County Communications,Randolph,Winchester,IN,No Changes have been made.,NULL,"Winchester, IN
(40.17253, -84.98132)"
4039,Lawrence County Sheriff Duplicate,Lawrence,Brookhaven,MS,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/25/2016,"Peru, IN
(40.753762, -86.069115)"
5475,Sauk Village Police Department,Cook,Sauk Village,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/21/2016,"Peru, IN
(40.753762, -86.069115)"
7974,Lacy Lakeview Police Department,Mclennan,Lacy Lakeview,TX,PSAP was added since the original posting of the FCC Registry.,11/25/2011,"Lacy Lakeview, TX
(31.622805, -97.105349)"
3759,Linn County/ Brookfield Police,Linn,Brookfield,MO,"PSAP Name, State, County or City text has been modified since the original posting.",04/30/2004,"Brookfield, MO
(39.789517, -93.075912)"
5093,Beggs City Police Department,Okmulgee,Beggs,OK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/19/2013,"Beggs, OK
(35.740605, -96.07002)"
2321,Butler County Emergency Services,Butler,Butler,PA,No Changes have been made.,NULL,"Inez, KY
(37.866646, -82.539105)"
7531,Allendale County 9-1-1,Allendale,Fairfax,SC,No Changes have been made.,NULL,"Hometown, IL
(41.73199, -87.73231)"
445,Tyngsboro Police,Middlesex,Tyngsboro,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Tyngsboro, MA
(42.676701, -71.425003)"
8558,Centro De Hato Rey,San Juan,Hato Rey,PR,PSAP was added since the original posting of the FCC Registry.,10/05/2017,"Hato Rey, PR"
2495,Winnetka Police Department,Cook,Winnetka,IL,No Changes have been made.,NULL,"Winnetka, IL
(42.107106, -87.734719)"
999,Torrance Fire Department,Los Angeles,Torrance,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/12/2015,"Torrance, CA
(33.836318, -118.340038)"
17,Bear Creek Volunteer Fire And Rescue,Kenai Peninsula Borough,Seward,AK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/08/2013,"Markham, IL
(41.593513, -87.694621)"
6341,Roane County Eoc,Roane,Kingston,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/22/2008,"Kingston, TN
(35.870998, -84.51564)"
2321,Burleson Police Department,Tarrant,Burleson,TX,"PSAP Name, State, County or City text has been modified since the original posting.",10/09/2007,"Peru, IN
(40.753762, -86.069115)"
1195,Lamar Police Department,Prowers,Lamar,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Lamar, CO
(38.086092, -102.618982)"
2619,La Marque Police Department,Galveston,La Marque,TX,No Changes have been made.,NULL,"Markham, IL
(41.593513, -87.694621)"
5475,Nacogdoches Hospital District,Nacogdoches,Nacogdoches,TX,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/30/2004,"Nacogdoches, TX
(31.603869, -94.656017)"
