objectid(long),routeid(long),beginpoint(double precision),endpoint(double precision),routedirection,roadnumber(long),roadsuffix,nedesc,assumedownership,assmowndesc,assumedroadtype,assmrdtypdesc,townnumber(long),townname,yearvalue(long),global_id,shape_length(double precision)
4439,13581102,0.0,0.03,L,1,W,CT DOT MAINTENANCE (Stratford),PRI,Private Entity,M,Mainline,138,STRATFORD,2022,cb216872-2c4f-465a-9574-b55e367e74cd,190.586407991463
4440,13581955,0.0,0.01,L,1,W,FIRE DEPARTMENT (Stratford),PRI,Private Entity,M,Mainline,138,STRATFORD,2022,5360222c-a423-43cd-8817-125d3d59a63d,90.3081085992685
4441,13581961,0.0,0.03,L,1,W,TOWN HALL CONNECTOR (Stratford),PRI,Private Entity,M,Mainline,138,STRATFORD,2022,fcf76492-13d2-42bf-9624-736682213b5d,197.401466833829
4442,13590846,0.0,0.38,L,1,W,WHITNEY PLACE (Hamden),PRI,Private Entity,M,Mainline,61,HAMDEN,2022,c78d232a-377c-4754-8df6-c9865cec60fd,2023.33725065681
4443,13590848,0.0,0.3,L,1,W,THE LANDING (North Haven),PRI,Private Entity,M,Mainline,100,NORTH HAVEN,2022,a0e299c6-9924-42ec-b023-dfb001a28015,1604.02874930657
4444,13593601,0.0,0.11,R,1,W,BRADLEY APTS REV (Windsor Locks),PRI,Private Entity,M,Mainline,165,WINDSOR LOCKS,2022,d70291fe-15cf-4810-b349-601f5f0d94ec,592.979849761113
4445,13593625,0.0,0.15,L,1,W,SOFIAS PLAZA (East Windsor),PRI,Private Entity,M,Mainline,46,EAST WINDSOR,2022,139bd08a-39d3-438e-b587-549bf9990af3,761.994308503224
4446,13593688,0.0,0.09,L,1,W,CIDER MILL (Ellington),PRI,Private Entity,M,Mainline,47,ELLINGTON,2440,b946eb84-259b-4072-a40d-ca6a1b37702a,515.853305749711
4447,13594379,0.0,0.08,L,1,W,OSBORN HILL SCHOOL (Fairfield),PRI,Private Entity,M,Mainline,50,FAIRFIELD,2022,79a14e2c-ee39-46a3-8e04-d3e1f28a363d,431.667613016212
4448,13594790,0.0,0.3,L,1,W,FLAGLER AV (Private),PRI,Private Entity,M,Mainline,104,OLD LYME,1326,6c661215-3804-445e-86b0-4de1f7bf41ad,1627.3997805123
4449,13595709,0.0,0.12,L,1,W,SHERIDAN MAGNET SCHOOL (New Haven),PRI,Private Entity,M,Mainline,92,NEW HAVEN,2022,ad1ee4be-49ce-439a-bc4a-4cfe9de0f36d,652.169394162092
4450,13595773,0.0,0.07,L,1,W,BITTERSWEET RIDGE (Private),PRI,Private Entity,M,Mainline,81,MIDDLEFIELD,1984,ef46073f-f80f-4b13-aa88-c59873ca2357,391.058314381096
4451,13597412,0.0,0.08,L,1,W,ANNPURNA PLAZA (Wethersfield),PRI,Private Entity,M,Mainline,159,WETHERSFIELD,2022,5a3aee2c-cc06-4a90-98d0-db018a1dd25f,450.071372909755
4452,13597981,0.0,0.36,L,1,W,EDGE LEA RD (Private),PRI,Private Entity,M,Mainline,104,OLD LYME,2022,e8604508-2936-4d73-bcdc-cfac018da445,1934.85417182165
4453,13598051,0.0,0.14,L,1,W,OAK GLEN HILL (Oxford),PRI,Private Entity,M,Mainline,107,OXFORD,2022,c8b22e8c-f8c1-49a6-aae5-f5a15153f09a,665.294750307728
4454,13852694,0.0,0.31,L,1,W,SUMMIT VIEW (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,2022,e688a2cb-0e05-475c-b375-04e6439f8ff1,1651.57600246561
4455,13853031,0.0,0.35,L,1,W,WHITEWOOD RD (Private),PRI,Private Entity,M,Mainline,69,KILLINGWORTH,2022,e3f10e8c-f54e-47ae-8a45-1ad7e6fe5ca5,1869.14576656002
4456,13853070,0.0,0.09,L,1,W,BETHLEHEM ELEMENTARY SCHOOL (Bethlehem),PRI,Private Entity,M,Mainline,10,BETHLEHEM,2022,2ca86043-78ad-4328-ae34-a45410c8279f,460.895382779697
4457,13861914,0.0,0.08,L,1,W,JUDY POINT LA (Private),PRI,Private Entity,M,Mainline,158,WESTPORT,2022,d2f73c3a-27cf-44c6-af95-45b9fd4ecd7b,426.82295293333
4458,13879243,0.0,0.42,L,1,W,DARBROOK RD (Private),PRI,Private Entity,M,Mainline,158,WESTPORT,2022,d39ed4f2-76a2-4df1-88ce-1bc716912176,2175.48095635706
4459,13879304,0.0,0.14,L,1,W,MORELAND RD (Private),PRI,Private Entity,M,Mainline,162,WINCHESTER,2022,cb4f5e7d-21f7-4a19-90e9-8fefa994447e,716.031797760947
4460,13879637,0.0,0.06,L,1,W,ASPETUCK FALLS RD (Private),PRI,Private Entity,M,Mainline,50,FAIRFIELD,2022,614ae41d-64bf-43b0-af78-b8ffb67ef76f,339.868527896315
4461,13879647,0.0,0.09,L,1,W,SAWMILL RD (Private),PRI,Private Entity,M,Mainline,50,FAIRFIELD,2208,9fd74e90-ee23-4101-bd6a-0a00c631b91a,447.988812110885
4462,13879742,0.0,0.07,L,1,W,GRACE MEADOWS (Southbury),PRI,Private Entity,M,Mainline,130,SOUTHBURY,2022,10d88816-c06d-40e6-acec-418147a113e2,406.775708678327
4463,13879743,0.0,0.07,L,1,W,CANNONFIELD (Ridgefield),PRI,Private Entity,M,Mainline,117,RIDGEFIELD,2022,4cf8ba43-6ea8-4e05-a178-45601de43995,393.471090804236
4464,13879790,0.0,0.05,L,1,W,TOMMY K PLAZA (Oxford),PRI,Private Entity,M,Mainline,107,OXFORD,2022,549d177b-e82e-4e0a-ab14-8de49c796417,309.131302989937
4465,13879863,0.0,0.04,L,1,W,AFC URGENT CARE (Danbury),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,34,DANBURY,2094,fd9d21ff-b4fe-4511-b528-788825ed09e2,206.387556187442
4466,13879879,0.0,0.05,L,1,W,EDGE FITNESS CLUBS (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,2022,d69c8a65-25e0-4719-b23e-3d1a6aeb714e,255.576180107052
4467,13889716,0.0,0.05,L,1,W,EXECUTIVE CENTER DR (Private),PRI,Private Entity,M,Mainline,95,NEW MILFORD,2022,2e5fe7c3-f679-40c1-8769-79c13e43c326,278.857234565232
4468,13889745,0.0,0.04,L,1,W,BIG Y PLAZA (Torrington),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,143,TORRINGTON,2022,4f6b5f23-5651-4e43-acb9-9151eed2fdac,229.458287638895
4469,13889756,0.0,0.05,L,1,W,ALDI PLAZA (New Milford),PRI,Private Entity,M,Mainline,95,NEW MILFORD,2022,27a10859-6fcb-426e-b656-7f0fccf5514c,308.243986388213
4470,13889788,0.0,0.02,L,1,W,NEW MILFORD UNITED METHODIST CHURCH (New Milford),PRI,Private Entity,M,Mainline,95,NEW MILFORD,2022,ba7afe31-15f6-4e7d-9d61-51cc8f8808db,130.496214924781
4471,13890119,0.0,0.22,L,1,W,LYNDALE PARK (Private),PRI,Private Entity,M,Mainline,158,WESTPORT,1609,45b633ee-d1dd-4d14-8def-a9a716a8fa41,1171.72129665913
4472,13890130,0.0,0.13,L,1,W,SCHAGHTICOKE TR (Private),PRI,Private Entity,M,Mainline,95,NEW MILFORD,2022,c1f05d45-d57f-43fe-8bdc-31f61cd3b5e7,719.591390581031
4473,13890358,0.0,0.33,L,1,W,FLANDERS LA (Private),PRI,Private Entity,M,Mainline,67,KENT,2022,7ca12b71-b4cb-4f4c-ad52-69983a37ce69,1777.90831114482
4474,13890365,0.0,0.15,L,1,W,PATTERSON ST (Private),PRI,Private Entity,M,Mainline,90,NEW FAIRFIELD,1905,594c34c7-d06b-4435-a779-afd0d81d9bf6,805.030740224691
4475,13890367,0.0,0.12,L,1,W,NEAL RD (Private),PRI,Private Entity,M,Mainline,148,WALLINGFORD,2022,f6c53802-c69e-4d38-a99a-9ec8d53cd7b6,679.461940154845
4476,13890431,0.0,0.29,L,1,W,HICKORY LA (Private),PRI,Private Entity,M,Mainline,31,CORNWALL,2022,f43ecca7-93e9-4e80-ad4c-f12ffe0a90cd,1533.23762416488
4477,13890436,0.0,0.07,L,1,W,RECORD JOURNAL (Meriden),PRI,Private Entity,M,Mainline,79,MERIDEN,2022,41d8335e-3a0e-4d66-b019-d46395c46b4d,363.434670173771
4478,13890450,0.0,0.14,L,1,W,APPLEWOOD LA (Private),PRI,Private Entity,M,Mainline,31,CORNWALL,2022,cf78a9ef-c541-4303-a0e5-c7a227f83e55,738.951087420035
4479,13890457,0.0,0.16,L,1,W,BOTELLE SCHOOL (Norfolk),PRI,Private Entity,M,Mainline,97,NORFOLK,1207,ca37c186-cb13-47ef-bb84-460438d6350e,826.491576988775
4480,13890475,0.0,0.13,L,1,W,WASHINGTON MIDDLE SCHOOL (Meriden),PRI,Private Entity,M,Mainline,79,MERIDEN,2022,f5bec03b-a1e8-4768-a798-015f0cec75bf,747.825372972774
4481,13890568,0.0,0.05,L,1,W,STATE POLICE TROOP B (North Canaan),PRI,Private Entity,M,Mainline,99,NORTH CANAAN,2022,5fcd8243-64a0-476c-8187-b1d05f4f69d0,290.042149311464
4482,13890877,0.0,0.35,L,1,W,SCARBOROUGH FARE (Berlin),PRI,Private Entity,M,Mainline,7,BERLIN,2022,11b0bbed-cebd-40a0-80b9-2243021a7002,1855.49201481966
4483,13890955,0.0,0.05,L,1,W,CARRIE CIR (Private),PRI,Private Entity,M,Mainline,50,FAIRFIELD,2022,10e33b97-9779-4f9f-a0d5-e168c291461d,276.303094476292
4484,13890969,0.0,0.07,L,1,W,SACRED HEART WEST CAMPUS (Fairfield),PRI,Private Entity,M,Mainline,50,FAIRFIELD,2022,2451f781-1b08-485a-a08f-77c379e7a096,368.545067403064
4485,13891059,0.0,0.24,L,1,W,PROSPECT ELEMENTARY SCHOOL (Prospect),PRI,Private Entity,M,Mainline,114,PROSPECT,2022,403036e5-89ba-4b3a-a49e-700a2639ff11,1294.91924304194
4486,13891080,0.0,0.1,L,1,W,RTE 69 PARK AND RIDE (Waterbury),PRI,Private Entity,M,Mainline,151,WATERBURY,1818,01f5d7f7-bb94-41b2-8745-4262de2392fa,596.95123411643
4487,13891096,0.0,0.07,L,1,W,BRASS MILL CENTER (Waterbury),PRI,Private Entity,M,Mainline,151,WATERBURY,2022,d5ac23f3-753d-416c-ad7e-6aa2bf3711b3,409.94431812793
4488,13891135,0.0,0.09,L,1,W,DOT MAINTENANCE (East Windsor),DOT,Department of Transportation,M,Mainline,46,EAST WINDSOR,2022,75e41474-d4f7-42d7-a373-c0eb230a18fb,492.663560956397
4489,13891171,0.0,0.45,L,1,W,INDIANFIELD CAMPGROUND (Salem),PRI,Private Entity,M,Mainline,120,SALEM,2022,015297c8-8545-4b67-bcad-08892052fb75,2373.01868824449
4490,13891180,0.0,0.44,L,1,W,SOUTHRIDGE CONDOS (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,b447a211-da20-4828-84ca-8ef30db5e62a,2348.82150494262
4491,13891192,0.0,0.26,L,1,W,BRISTOL CENTRAL HIGH SCHOOL (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,0469b37d-ab32-4156-a1b1-c9e639ec7517,1389.85079770997
4492,13891199,0.0,0.09,L,1,W,PURPLE HEART BLVD (Private),PRI,Private Entity,M,Mainline,48,ENFIELD,2022,b85e8296-1798-4472-8160-dc38208aef7e,484.959220275909
4493,13891209,0.0,0.16,L,1,W,ENFIELD PLAZA (Enfield),PRI,Private Entity,M,Mainline,48,ENFIELD,2022,0c423648-3d12-4f1a-9822-bc615ff414dc,872.077551581336
4494,13891214,0.0,0.12,L,1,W,CAMP RD (Private),PRI,Private Entity,M,Mainline,22,CANTERBURY,2022,009145a8-1088-4428-95e8-e6386d10f6bc,658.666102120458
4495,13891228,0.0,0.07,L,1,W,SR 633 PARK AND RIDE (Mansfield),PRI,Private Entity,M,Mainline,77,MANSFIELD,2022,a6e56a9c-d2c0-4e2b-9263-de7abd08abbd,400.027991460605
4496,13891993,0.0,0.04,L,1,W,DISPENSARY (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,2022,0e7529ef-4b13-4b06-8a9a-a176c26f1a71,242.952389077335
4497,13892024,0.0,0.01,L,1,W,7 ELEVEN (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,2022,29c123d9-412b-4333-95fd-c4cc4ab31ed5,93.4594478651586
4498,13892032,0.0,0.26,L,1,W,TRUMBULL DOT (Trumbull),DOT,Department of Transportation,M,Mainline,144,TRUMBULL,2022,ab773f37-ba0b-47d2-ac3d-60e4daa9fa5a,1399.92081830754
4499,13892042,0.0,0.09,L,1,W,ESSEX ELEMENTARY SCHOOL WEST (Essex),PRI,Private Entity,M,Mainline,49,ESSEX,2308,4082f53a-7076-4cb5-99ea-e300b3c2ce47,496.664115390183
4500,13892060,0.0,0.41,L,1,W,RIVERSEDGE (Essex),PRI,Private Entity,M,Mainline,49,ESSEX,2022,608be39f-b407-45a9-ac76-3765d5573458,2142.01816238495
4501,13892529,0.0,0.09,L,1,W,ANSONIA SHOPPING CENTER (Ansonia),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,2,ANSONIA,2022,0da91604-8fa6-4684-8250-431f1dba69f2,517.76525323577
4502,13892586,0.0,0.22,L,1,W,SUZIE DR REV (Private),PRI,Private Entity,M,Mainline,96,NEWTOWN,2022,837fc898-c4ba-454b-a97a-05a8d53ff672,1207.91914181733
4503,13893419,0.0,0.13,L,1,W,IVORYTON WOODS (Essex),PRI,Private Entity,M,Mainline,49,ESSEX,2824,4594da97-588e-4130-92f2-6988149a417b,679.984024464756
4504,13893432,0.0,0.26,L,1,W,WOODS WAY (Private),PRI,Private Entity,M,Mainline,116,REDDING,2022,5c8a8ae0-16a7-49d8-abe7-282a8b69a9e3,1404.59802570214
4505,13894654,0.0,0.03,L,1,W,MEADOW RIDGE (Redding),PRI,Private Entity,M,Mainline,116,REDDING,2022,5f79edf8-7548-41f3-a179-dafec5dfcf62,190.06025848869
4506,13894667,0.0,0.6,L,1,W,MOHAWK TR (Private),PRI,Private Entity,M,Mainline,116,REDDING,2022,9011b161-f754-4e48-a1d5-b1acf3c19a9d,3183.60212511127
4507,13894673,0.0,0.13,L,1,W,REDDING ELEMENTARY SCHOOL (Redding),PRI,Private Entity,M,Mainline,116,REDDING,1890,a9bb9909-864a-4ae4-9682-d35eb2bba34a,682.060274210316
4508,13894698,0.0,0.1,L,1,W,RTE 70 PARK AND RIDE (Cheshire),PRI,Private Entity,M,Mainline,25,CHESHIRE,1482,f09c3949-15e7-43ba-ab15-e496c0385e61,520.639180363092
4509,13894718,0.0,0.06,L,1,W,HOME DEPOT NORTH (Danbury),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,34,DANBURY,2022,b561c548-d279-433a-b3af-66e177248cd2,294.972750046785
4510,13894728,0.0,0.2,L,1,W,PARK AND RIDE (North Stonington),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,101,NORTH STONINGTON,1500,35d549ff-cfb5-45ad-8615-372d6a87d584,1038.4439260621
4511,13895078,0.0,0.16,L,1,W,FAIRFIELD RD (Private),PRI,Private Entity,M,Mainline,75,MADISON,2022,b0587d47-811d-4a58-99bc-d365cd66664d,817.311383205606
4512,13895137,0.0,0.11,R,1,W,THE SHOPPES AT FARMINGTON VALLEY (Canton),PRI,Private Entity,M,Mainline,23,CANTON,2022,456e37f6-438a-4f44-b411-ab5dc7adeb10,564.146546967268
4513,13895147,0.0,0.45,L,1,W,LAKEWOOD DR (Private),PRI,Private Entity,M,Mainline,132,SOUTH WINDSOR,2022,3893c33e-45d6-4625-83e0-7d36f5922e30,2404.22040429478
4514,13895277,0.0,0.21,L,1,W,WAKEMORE ST (Private),PRI,Private Entity,M,Mainline,35,DARIEN,2022,a4352677-2548-4d40-9489-d842b3040a74,1090.10067748369
4515,13880185,0.0,0.58,L,1,W,WIRTH WAY (Private),PRI,Private Entity,M,Mainline,138,STRATFORD,2022,6d28be28-8431-4deb-98a8-b0d4577105db,3050.65000855578
4516,13880196,0.0,0.16,L,1,W,PARK AND RIDE (Stratford),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,138,STRATFORD,2022,3b306dfb-d026-4fdf-bebb-67ebd23d5556,869.67920249399
4517,13880207,0.0,0.48,L,1,W,HOMEWOOD SUITES (Stratford),PRI,Private Entity,M,Mainline,138,STRATFORD,2022,cf4d1d43-ab97-4a53-a105-c282333537e9,2538.80425746203
4518,13880266,0.0,0.01,L,1,W,SR 642 PARK RIDE (Norwich),PRI,Private Entity,M,Mainline,103,NORWICH,2022,b442cbd4-ed81-4a93-b9d5-2e90db49e489,56.3375772196958
4519,13880272,0.0,0.07,L,1,W,SAMUEL HUNTINGTON SCHOOL (Norwich),PRI,Private Entity,M,Mainline,103,NORWICH,2022,f876202f-9603-41fa-b3c8-dd7e564882de,402.543971136331
4520,13880304,0.0,0.12,L,1,W,HOUSATONIC RISE (Shelton),PRI,Private Entity,M,Mainline,126,SHELTON,2022,042e3273-1503-4d1d-9558-ef548e294cbe,644.88431082016
4521,13889189,0.0,0.08,L,1,W,CLEARIDGE DR (Private),PRI,Private Entity,M,Mainline,37,DURHAM,2022,16dd03e3-c585-4d23-827b-65fc9c9cbae4,418.440675434037
4522,13889245,0.0,0.26,L,1,W,BJ'S WHOLESALE CLUB (Derby),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,36,DERBY,2022,cccf2f35-bc4c-421f-bb8e-9e5cfdfaa01d,1372.78013080619
4523,13889299,0.0,0.23,L,1,W,WILTON HIGH SCHOOL (Wilton),PRI,Private Entity,M,Mainline,161,WILTON,2022,e13e8a9f-5de9-44cc-a5cb-3cc29d258587,1247.72533711447
4524,13889661,0.0,0.55,L,1,W,REGENCY AT RIDGEFIELD (Ridgefield),PRI,Private Entity,M,Mainline,117,RIDGEFIELD,2022,6aec3e74-66be-42a2-9ea6-fd6319d4e394,2936.49580671912
4525,13850755,0.0,0.17,L,1,W,CHARTER OAK CREDIT UNION (Waterford),PRI,Private Entity,M,Mainline,152,WATERFORD,2022,c53f44ef-7b7d-4889-b3fc-4445920d1cbe,924.470607827972
4526,13850760,0.0,0.15,L,1,W,NEW LONDON WATER DEPARTMENT (Waterford),PRI,Private Entity,M,Mainline,152,WATERFORD,2022,85b277d6-2d29-45b4-9e3e-604c9f264043,818.589774443575
4527,13850768,0.0,0.12,L,1,W,NATURES ART VILLAGE (Montville),PRI,Private Entity,M,Mainline,85,MONTVILLE,2022,dcc8962f-fe27-4410-9c0e-1c37137f24a8,661.6638366719
4528,13851188,0.0,0.05,L,1,W,TRI CITY PLAZA (Vernon),PRI,Private Entity,M,Mainline,146,VERNON,2022,ab1e18e8-8e71-4143-97fa-8171a9256780,300.575891477115
4529,13852012,0.0,0.06,L,1,W,COLLEGE ST (Private),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2022,14a69fd5-28f1-47c4-b52e-a5950d84fcf1,354.92769978917
4530,13852022,0.0,0.19,L,1,W,ENFIELD SQUARE (Enfield),PRI,Private Entity,M,Mainline,48,ENFIELD,2022,a765fb45-b3e8-4a99-a422-d95e9fec53ac,1006.48323588939
4531,13852039,0.0,0.03,L,1,W,HART TRL (Private),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2022,7ecec278-f845-4aea-ae04-298b94a6a607,185.022071059908
4532,13852073,0.0,0.38,L,1,W,VILLAGE CT (Private),PRI,Private Entity,M,Mainline,28,COLCHESTER,1833,74fff415-2a69-44ca-894a-479afe3c2d19,2017.27530214483
4533,13852490,0.0,0.05,L,1,W,PARK AND RIDE (Clinton),PRI,Private Entity,M,Mainline,27,CLINTON,2022,60263fd4-f022-4a73-94be-64b3452e4522,286.238139648317
4534,13852504,0.0,0.02,L,1,W,HENRY CARTER HULL LIBRARY (Clinton),PRI,Private Entity,M,Mainline,27,CLINTON,2022,8110697c-b4a6-4426-8716-0d0157d959d7,104.46927762526
4535,13852638,0.0,0.34,L,1,W,LAKE DR (Private),PRI,Private Entity,M,Mainline,129,SOMERS,2022,3fbbe25c-d5ff-487a-9495-0c0e0a1ebded,1833.78625179327
4536,13852683,0.0,0.09,L,1,W,YANTIC RIVER PLAZA (Norwich),PRI,Private Entity,M,Mainline,103,NORWICH,2022,eec4b242-9bf7-486e-be42-3cbba2e3fb38,471.610196367086
4537,13902242,0.0,0.18,L,1,W,FIRST AVE (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,410e1ae5-685e-45bc-a3d9-21d4cda94c83,930.147765005196
4538,15718247,0.0,0.06,L,1,W,BRISTOL PLAZA (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,c677884d-9d0b-4b32-9c3d-01c94f834c90,374.017507604642
4539,15718268,0.0,0.04,L,1,W,HOBBY LOBBY PLAZA (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,0623687c-202a-4aa7-9cae-b3e9a6f3e1f5,251.974168115277
4540,15719180,0.0,0.04,L,1,W,PERRY PLAZA (Norwalk),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,102,NORWALK,2022,7c3fce63-a56b-4c81-bec7-0c06e328c8e9,205.940504185638
4541,15719199,0.0,0.04,L,1,W,MERRITT VIEW (Norwalk),PRI,Private Entity,M,Mainline,102,NORWALK,2022,23e8083b-12a6-437c-a257-1faf36fd2774,212.595232404168
4542,15719238,0.0,0.13,L,1,W,GOOD HILL LA (Private),PRI,Private Entity,M,Mainline,119,ROXBURY,2739,995cfdd9-bd70-4cc9-9a13-3a746dbcc756,669.240301064096
4543,15719254,0.0,0.04,L,1,W,442 MAIN CONDOS (Norwalk),PRI,Private Entity,M,Mainline,102,NORWALK,1588,53c80819-ec16-40dc-93d3-99505477d54a,217.526261072912
4544,15719319,0.0,0.02,L,1,W,PARK AND RIDE (Southington),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,131,SOUTHINGTON,2022,7ef6b3fa-bdeb-4bf7-bfa8-f86bc8359295,104.779574296814
4545,15719605,0.0,0.3,L,1,W,BAY PATH WAY (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,fd9bebc7-4459-4ef5-8204-ed57b045efe6,1583.19303345388
4546,15719658,0.0,0.17,L,1,W,AIRPORT RD (Private),PRI,Private Entity,M,Mainline,163,WINDHAM,2260,0652dd36-4a08-4111-bbdd-aaecc9aa392a,969.942660522071
4547,15719682,0.0,0.35,L,1,W,HILLCREST DR (Private),PRI,Private Entity,M,Mainline,131,SOUTHINGTON,2492,728e1fb6-2e65-4fd3-b852-cfcc9aafabea,1830.37716738254
4548,15719760,0.0,0.06,L,1,W,OSJL PLAZA (Brooklyn),PRI,Private Entity,M,Mainline,19,BROOKLYN,2022,be6eeb0f-1c1d-47a0-9a31-b50e282ee334,327.94563587044
4549,15719779,0.0,0.11,L,1,W,AKDO (Bridgeport),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,30be6c11-9d94-4169-be6c-d65c02f3d4b9,593.140380379069
4550,15720626,0.0,0.02,L,1,W,LAKE STREET SCHOOL SOUTH (Vernon),PRI,Private Entity,M,Mainline,146,VERNON,2022,0cb49e8c-2db1-4c67-949a-5d62ee96ab47,110.323829225491
4551,15720654,0.0,0.02,L,1,W,CPA AND ATTORNEY (Vernon),PRI,Private Entity,M,Mainline,146,VERNON,2022,7497598c-2983-46de-ac87-e00a4165e2b6,112.916666126099
4552,15720692,0.0,0.02,L,1,W,FIRE STATION NO 4 (Manchester),PRI,Private Entity,M,Mainline,76,MANCHESTER,2022,9db29616-9012-4322-bad8-50c2e5f78608,84.5580192068843
4553,15720698,0.0,0.03,L,1,W,PARK AND RIDE (Trumbull),PRI,Private Entity,M,Mainline,144,TRUMBULL,2507,7b1d9a60-a376-4460-a86f-b78fa366d2c9,176.720056465724
4554,15720749,0.0,0.06,L,1,W,HUNTINGTON CONDOS (Bridgeport),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,9e150608-8ed2-4058-b74d-fbeb1fd74644,322.854107122229
4555,15720812,0.0,0.1,L,1,W,SHELTON SQUARE (Shelton),PRI,Private Entity,M,Mainline,126,SHELTON,2022,7e73a08f-a9b0-46a7-9f2a-3472fb5102e0,520.921668155679
4556,15721094,0.0,0.1,L,1,W,LAKESHORE APTS (Hamden),PRI,Private Entity,M,Mainline,61,HAMDEN,2022,d59e2719-d201-41c0-b153-516d109156a0,549.282220264771
4557,15721112,0.0,0.11,L,1,W,WHITNEY COMMONS CONDOS (Hamden),PRI,Private Entity,M,Mainline,61,HAMDEN,1340,9c6edef8-b3b9-427a-b9e0-ea2dc0c5db7c,581.865910260056
4558,15721445,0.0,0.09,L,1,W,HIGH MEADOW RD (Private),PRI,Private Entity,M,Mainline,100,NORTH HAVEN,2022,52e3433f-b17a-4d87-a8a7-b9b0ed226221,487.460482916966
4559,15721458,0.0,0.02,L,1,W,WOODBRIDGE APTS (Woodbridge),PRI,Private Entity,M,Mainline,167,WOODBRIDGE,2022,47d29830-3478-4ff0-9e0b-ed79413f9b14,125.394820967156
4560,15721460,0.0,0.01,L,1,W,CITY POINT YACHT CLUB (New Haven),PRI,Private Entity,M,Mainline,92,NEW HAVEN,2022,a5ed6e5f-76e6-4cc7-8309-ee30c2d6ff02,65.6158529090228
4561,15721464,0.0,0.05,L,1,W,CHARTER OAK MARKETPLACE (Hartford),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,63,HARTFORD,2022,17c7869a-051e-4ac3-aff6-39c61c0d984c,259.030910295869
4562,15721482,0.0,0.2,L,1,W,BRODER PL AND LAUREL CT (Private),PRI,Private Entity,M,Mainline,139,SUFFIELD,1309,dabb575b-dda5-4c71-9b5b-1cdf721ae580,1072.00277078594
4563,15722079,0.0,0.11,L,1,W,ACADIA LA (Private),PRI,Private Entity,M,Mainline,126,SHELTON,2022,de4313ba-cc37-4a09-99a5-c22cca11a297,589.57347247654
4564,15723595,0.0,0.14,L,1,W,CEDAR LA (Private),PRI,Private Entity,M,Mainline,154,WESTBROOK,2022,441596f2-5984-480f-972b-e4fc70463c5d,741.43070275426
4565,15725733,0.0,0.17,L,1,W,OSWEGATCHIE SCHOOL (Waterford),PRI,Private Entity,M,Mainline,152,WATERFORD,2022,66499df7-7867-4678-8282-1ea9be3fc9c6,905.618817337487
4566,15728630,0.0,0.09,L,1,W,OCEAN STATE JOB LOT (Waterford),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,152,WATERFORD,2022,bdae2073-342f-4f96-bc87-516e9ea5b2b6,491.662432675725
4567,15729768,0.0,0.02,L,1,W,HAMPTON INN (Groton),PRI,Private Entity,M,Mainline,58,GROTON,2022,5c225279-e5f6-4943-a0fb-d5e1bb40e96a,115.895990545372
4568,15729799,0.0,0.01,L,1,W,PIZZA PALACE (Groton),PRI,Private Entity,M,Mainline,58,GROTON,2022,625c6b61-dbde-4e2c-928e-2abfde6f81ec,87.8962610350942
4569,15729803,0.0,0.03,L,1,W,BIG Y (Groton),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,58,GROTON,2022,a6e4a814-6c3e-4bb8-b003-099a41ee11ff,185.089535016302
4570,15734498,0.0,0.16,L,1,W,LANE WAY (Private),PRI,Private Entity,M,Mainline,137,STONINGTON,2022,ddfdd568-2ea3-4098-91a9-a8f75de4ce0c,816.024334890794
4571,15751282,0.0,0.03,L,1,W,MILL ON THE RIVER PARKING (South Windsor),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,132,SOUTH WINDSOR,2022,22f73c7d-7270-4d36-a6db-83bbc7633295,157.605722124433
4572,15801208,0.0,0.06,L,1,W,ROCKY NECK STATE PARK (East Lyme),OSD,Other State Department,PLSC,Parking Lot/Shopping Center,44,EAST LYME,2022,42d3921c-e30d-413a-8667-67d8db7023b4,309.70287847583
