OBJECTID,PERIMETER,ECO_US_,ECO_US_ID,ECOCODE,DOMAIN,DIVISION,PROVINCE,SECTION,SHAPEAREA,SHAPELEN,S_USAEcosys_BaileysEcoregionAREA
163,12397.748,164,323,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.000620778290882889,0.131249246444659,3631426
164,3775613.5,165,9,-131B,POLAR DOMAIN,Subarctic Division,Yukon Intermontane Plateaus Tayga Province,Yukon-Koskokwim Bottoms Section,18.4776359840135,58.3720561811141,101000000000
165,7019.317,166,324,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000257969331121585,0.0788953353120194,1982019.7
166,3287.024,167,325,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,8.5853849408259e-05,0.0402108247151173,479618.18
167,71721.938,168,326,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.0250603398332361,1.12401968061586,137843472
168,2930.417,169,327,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,5.9158492526607e-05,0.0313915713823532,330614.68
169,3427.727,170,328,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.000108924893769199,0.0622260636066354,609125
170,22864.043,171,329,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.00189195836257844,0.295278626517139,14543659
171,28823.936,172,330,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.00449340818833527,0.321788822750061,34764436
172,2076.692,173,331,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,3.3318332881482e-05,0.0254781853647852,257242.5
173,32376.52,174,332,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.00396828674251962,0.359230682058807,30635814
174,8530.303,175,333,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.000576982220726626,0.108734980095664,3112931.7
175,15467.438,176,334,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.00118228290741579,0.184773735278631,9079304
176,10204.708,177,335,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000508889539866074,0.118141807109712,3908319
177,184377.04,178,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.070149046792329,2.25896593150941,536375520
178,3294.205,179,336,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.000112473869655525,0.0788875126796394,475795.75
179,1911.324,180,337,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,4.69441697858095e-05,0.0328421194996633,259022.15
180,2420.269,181,338,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,7.26262653103065e-05,0.035517715947752,401254.4
181,6046.591,182,339,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.000233989983060237,0.134167418532172,987283
182,21924.77,183,340,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.00101294486321848,0.480656198312387,4260556
183,4244.131,184,341,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.000212105463968919,0.105711887101313,894051
184,28599.945,185,342,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.00456987368395132,0.558008716735503,19210490
185,4857.937,186,343,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.000202549359336837,0.0989569437288912,853243.93
186,538436.25,187,11,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.671496147283582,7.64196830682797,4140000000
187,15992.637,188,344,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.00106909357181541,0.380847159182631,4490703
188,4520.111,189,345,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000163984715491014,0.0613063494532851,1262697.7
189,7217.272,190,346,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.000290436637218178,0.168562030407044,1219326.2
190,4183.854,191,347,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.000202711577454113,0.0599891998920857,852352.31
191,169118.34,192,348,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.0476820511967244,2.02440654793479,364693216
192,12164.38,193,349,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.0010499013528975,0.139065374416262,8008296.5
193,1917.632,194,350,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,2.6316009061418e-05,0.0222423359030301,201865.93
194,1492.625,195,351,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,2.01788239374845e-05,0.0208918328803019,123241.96
195,3765.9,196,352,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.000122626709937369,0.0473796061112376,748009.5
196,3264.337,197,353,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.00014391011922996,0.0583031256029588,609939.12
197,2789.065,198,354,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.000102037278169146,0.0560856081178345,432701.31
198,16517.195,199,355,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.000851815074562164,0.356087183788615,3622345.5
199,298387.9,200,356,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.355914224330135,4.30102309627323,2160000000
200,2861.21,201,357,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,8.10709472497175e-05,0.0608555077198011,345275.15
201,23628.514,202,358,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.00550399394493184,0.338656685130896,33155092
202,4648.788,203,359,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.000196597195139541,0.0980678630707687,837710.68
203,6074.542,204,360,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.000358336407784866,0.125311821504027,1528138.6
204,308153.43,205,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.0940535667525623,3.56581449796053,719283584
205,1699.573,206,361,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,2.4902807918555e-05,0.0200370458437977,190267.68
206,63807.543,207,362,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.0171439769770826,0.875936294201982,114875080
207,2266.204,208,363,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,4.42487767499675e-05,0.0262759261797115,338176.81
208,47566.254,209,364,M121A,POLAR DOMAIN,Tundra Regime Mountains,Brooks Range Tundra-Polar Desert Province,Foothills Section,0.00246673846208748,1.05078390688159,10551389
209,5959.567,210,365,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000185084855453791,0.0751489569238952,1414971.2
210,2920.776,211,366,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,7.01965680543315e-05,0.0319883756418768,536273.31
211,4558.261,212,367,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000111640274071591,0.0540986551020797,853308.43
212,4077.416,213,368,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.00012074757781591,0.055009379809954,923225.06
213,12824.333,214,369,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.0016362510359689,0.200352711101117,9853326
214,3661.093,215,370,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.000121629405071468,0.0541884461768936,817920.43
215,3354778,216,18,M139A,POLAR DOMAIN,Subarctic Regime Mountains,Upper Yukon Tayga-Meadow Province,Upper Yukon Highlands Section,34.5092438692767,55.1007862558123,176000000000
216,3318.71,217,371,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.000100824775611749,0.0502905845141098,626208.75
217,1534460.5,218,10,M131B,POLAR DOMAIN,Subarctic Regime Mountains,Yukon Intermontane Plateaus Tayga-Meadow Province,Koskokwim Mountains Section,12.1520134901656,23.7075329951423,67500000000
218,2871.039,219,372,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,7.01884482270925e-05,0.0345300135875104,435984.12
219,2242.736,220,373,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,5.4092957080464e-05,0.0286206186249049,362473.06
220,65406.59,221,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.0202461102083153,0.782002991196327,153947840
221,4054.722,222,374,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,7.86198240380805e-05,0.0465507003733329,602985.43
222,6673.258,223,375,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000176364391141902,0.0745214725259662,1352339.5
223,3386.368,224,376,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,5.25028478116355e-05,0.037192187583332,402342.68
224,79416.031,225,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.0152955284487253,0.930190449096544,116938000
225,3790.531,226,377,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,8.2179603396923e-05,0.0429201678856919,629192.62
226,10894.577,227,378,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000390231762120213,0.119942059899883,2989225
227,2006.462,228,379,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,4.30079834449875e-05,0.0297148298847288,266941.81
228,2395.51,229,380,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,3.57454866715405e-05,0.0255873125398156,273595.81
229,3952.236,230,381,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,9.96425161044365e-05,0.0484207020475331,618440.25
230,3167.201,231,382,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,8.48041290160685e-05,0.0446140443264014,526130.5
231,2309.306,232,383,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,4.3130825045749e-05,0.0286792051679073,266787.03
232,3635.603,233,384,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.000121119594411469,0.05077865351759,729852.62
233,4561.267,234,385,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000141760852321676,0.0577703959344542,1080200.6
234,8348.267,235,386,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000452278100428942,0.108762511381293,3446009.2
235,78978.422,236,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.0095649969416319,0.919294137075802,73079544
236,4147.63,237,387,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000144845362587266,0.0500076532212638,1104108.1
237,17989.49,238,388,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.000975373674501896,0.286731223222405,5864619
238,37578.469,239,389,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.00488713976193618,0.480367732492423,37298012
239,8440.757,240,390,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000451185678918594,0.101918204775405,3438868.2
240,5982.925,241,391,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000267299415009122,0.0680907103170036,2036678
241,3176.474,242,392,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,7.8108938973521e-05,0.0417968445307997,593988.56
242,27413.525,243,393,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.00246092165639314,0.370037919309581,18739728
243,2610.791,244,394,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,5.1544399528419e-05,0.0300025777441998,394141.12
244,22914.34,245,395,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.00232633650268189,0.284724476659148,17731684
245,3461.34,246,396,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,8.18116309444985e-05,0.0420322744609243,624811.5
246,8736.974,247,397,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000682913192467754,0.100919014679635,5177772.5
247,18479.164,248,398,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.00175768807939233,0.231478021226791,13392348
248,3232.076,249,399,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,5.8412609687441e-05,0.0421816101571617,444959.46
249,1888.541,250,400,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,2.22455072444535e-05,0.0237658778640057,169491.56
250,48821.875,251,401,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.0133476676173921,0.713231130787707,90880976
251,2495.096,252,402,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,5.2313412206964e-05,0.0311764286886821,398377.34
252,5422.674,253,403,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000216968735976319,0.0688993286085522,1652107.5
253,3657.461,254,404,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,9.7104686507462e-05,0.0409974157233339,735480.43
254,502622.59,255,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.140802209646424,6.16287805939149,1070000000
255,1415.13,256,405,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,1.98955455253845e-05,0.0185181838811974,123144.5
256,5704.807,257,406,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.000139270374894765,0.0588832898226954,862469.5
257,3010.957,258,407,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,9.08091523460895e-05,0.0385848978917235,562976.37
258,12739.8,259,408,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.000449799221471338,0.130024119861073,2792824.2
259,14134.936,260,409,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.000547336757195965,0.187520641912399,3404088.5
260,2210.765,261,410,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,4.9472505261834e-05,0.0349380354784753,307827.68
261,4809.922,262,411,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000139112676638921,0.0640524656428714,1054807
262,1804.598,263,412,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,3.62872151086435e-05,0.0259427463743351,225748.03
263,2099.485,264,413,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,5.00778168547225e-05,0.0321938328816806,311789.31
264,901629.75,265,4,-139A,POLAR DOMAIN,Subarctic Division,Upper Yukon Tayga Province,Upper Yukon Flats Section,6.7804899632969,16.3567042411257,33500000000
265,3152.657,266,414,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,7.69699832140185e-05,0.0371322553859612,583554.31
266,5872.55,267,415,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000217057687294865,0.0625693962919915,1651402.7
267,3608.54,268,416,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section,0.000110164482469595,0.0463108169030726,668570.12
268,4648.191,269,417,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,0.000122997170752981,0.0587758437472168,935520.18
269,1448.486,270,418,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section,1.80883105368775e-05,0.0160547035489382,137639.78
