objectid(long),statefp(long),countyfp(long),tractce(long),geoid(long),namevalue(double precision),namelsad,mtfcc,funcstat,aland(long),awater(long),li_cor_dac,shape_area(double precision),shape_length(double precision)
22.0,6,37,201401.0,6037183520.0,4339.01,Census Tract 117,G5020,S,720929.0,0,Both,22267342.1289063,2938.53692242629
207.0,6,71,3100.0,6037183520.0,19.06,Census Tract 35.01,G5020,S,152607110.0,0,DAC,1415950.36328125,7211.37944676736
2.0,6,71,1502.0,6071009202.0,92.02,Census Tract 5530,G5020,S,957093.0,255003,LIC,731936.73828125,5706.54437597325
209.0,6,71,201301.0,6037143200.0,15.01,Census Tract 15.01,G5020,S,34601272.0,0,Both,1192884.72265625,7211.37944676736
210.0,6,71,303.0,6037201402.0,35.05,Census Tract 1432,G5020,S,610964651.0,0,Both,1828892.28515625,3382.65553130786
42.0,6,71,3801.0,6037602103.0,38.01,Census Tract 38.01,G5020,S,1882947.0,0,DAC,625490.94921875,67772.938908177
11.0,6,71,183300.0,6071004510.0,1392.0,Census Tract 45.10,G5020,S,2327921.0,0,Both,731936.73828125,2938.53692242629
1.0,6,37,143200.0,6037143200.0,1833.0,Census Tract 4049.01,G5020,S,1141673.0,169,Both,1669271.15625,5170.05380973649
214.0,6,37,139200.0,6037201401.0,1836.2,Census Tract 1393.02,G5020,S,948156.0,0,LIC,756837.7109375,7877.4605034406
16.0,6,37,11602.0,6037139303.0,1393.03,Census Tract 5530,G5020,S,33305608.0,0,Both,9890641.5625,5182.11921080899
114.0,6,37,201402.0,6037123410.0,1395.02,Census Tract 1234.10,G5020,S,1250035.0,8391,Both,1828892.28515625,4907.77012789812
217.0,6,37,143200.0,6001442500.0,1835.2,Census Tract 1200.10,G5020,S,555365.0,11621,Both,553778.4921875,11842.9225481281
218.0,6,37,3012.0,6029003112.0,1175.1,Census Tract 1831.01,G5020,S,421083.0,4518,Both,491492.9921875,3382.65553130786
24.0,6,37,183300.0,6037576501.0,5765.01,Census Tract 5765.01,G5020,S,291367.0,0,LIC,714900.203125,7003.34503482317
9.0,6,37,143200.0,6037294810.0,2948.1,Census Tract 2014.02,G5020,S,320464.0,0,Both,465056.828125,3784.33595472837
236.0,6,71,11001.0,6071011001.0,1838.2,Census Tract 110.01,G5020,S,948156.0,0,LIC,1911762.359375,5182.11921080899
222.0,6,71,102.0,6071011206.0,112.06,Census Tract 3.03,G5020,S,338288.0,3552,LIC,1266062.875,5706.54437597325
223.0,6,71,201402.0,6037143200.0,104.24,Census Tract 3362.01,G5020,S,1678537691.0,0,LIC,2470512502.74219,6217.1008835227
1.0,6,71,143200.0,6037183220.0,1432.0,Census Tract 91.17,G5020,S,629642050.0,1383689,Both,934121801.8125,5170.05380973649
11.0,6,71,109002.0,6071012002.0,120.02,Census Tract 120.02,G5020,S,3960101.0,135415,Both,451313.2734375,6256.07826386147
226.0,6,71,201301.0,6037139200.0,2.01,Census Tract 121.03,G5020,S,141928635.0,0,LIC,208994831.519531,4720.0809947014
23.0,6,71,183300.0,6013336201.0,1122.01,Census Tract 99.13,G5020,S,12394317.0,120971,Both,18478285.5078125,4482.88992040411
58.0,6,71,3012.0,6071010422.0,104.22,Census Tract 1836.10,G5020,S,1279500.0,0,LIC,2290793.09765625,5170.05380973649
229.0,6,71,201402.0,6019005602.0,3362.01,Census Tract 104.20,G5020,S,2547795.0,0,LIC,1911762.359375,7003.34503482317
230.0,6,71,183300.0,6071011205.0,1838.2,Census Tract 112.05,G5020,S,866188.0,50424,LIC,1400949.5234375,3853.19170418149
231.0,6,71,610800.0,6071010419.0,104.19,Census Tract 1393.02,G5020,S,182262605.0,0,LIC,812399.6796875,3784.33595472837
31.0,6,71,2500.0,6077003803.0,46.03,Census Tract 1833,G5020,S,4265988.0,0,Both,731936.73828125,5170.05380973649
15.0,6,71,183300.0,6071009116.0,1122.02,Census Tract 91.16,G5020,S,33781272.0,0,Both,29290830.5625,7003.34503482317
42.0,6,71,139502.0,6071011403.0,30.12,Census Tract 114.03,G5020,S,14357178.0,0,LIC,1687319.19140625,7211.37944676736
235.0,6,71,181600.0,6077003700.0,9404.0,Census Tract 250,G5020,S,1152031.0,18684,LIC,2024724.8671875,7559.59202807264
236.0,6,71,530801.0,6071012700.0,127.0,Census Tract 127,G5020,S,839429.0,0,DAC,1266062.875,5182.11921080899
11.0,6,71,139200.0,6107002800.0,626.49,Census Tract 124,G5020,S,8575106.0,404470,Both,782907.875,4907.77012789812
7.0,6,71,442500.0,6071012500.0,5530.0,Census Tract 125,G5020,S,427707.0,97098,Both,1687319.19140625,4907.77012789812
6.0,6,23,400.0,6023000400.0,4.0,Census Tract 4,G5020,S,2547795.0,77338,LIC,1839324.02734375,4907.77012789812
23.0,6,1,201.0,6037201301.0,4061.0,Census Tract 35.01,G5020,S,1843702.0,74875,Both,3075942.390625,12812.3431953214
30.0,6,111,701.0,6111000701.0,7.01,Census Tract 7.01,G5020,S,610964651.0,0,LIC,1911762.359375,6256.07826386147
6.0,6,111,183300.0,6111003801.0,2014.02,Census Tract 38.01,G5020,S,3369926.0,0,LIC,714900.203125,3382.65553130786
243.0,6,111,139502.0,6111003010.0,30.1,Census Tract 26.02,G5020,S,2327921.0,0,LIC,1415950.36328125,5182.11921080899
6.0,6,111,304.0,6111000304.0,3.04,Census Tract 3.04,G5020,S,323251.0,28869,LIC,779720.953125,5182.11921080899
231.0,6,23,139502.0,6023011100.0,111.0,Censu Tract 111,G5020,S,2842591.0,3764825,LIC,2290793.09765625,5706.54437597325
96.0,6,23,139200.0,6023000800.0,5309.01,Census Tract 8,G5020,S,421083.0,9233489,LIC,1137301.79296875,3853.19170418149
247.0,6,23,201401.0,6071011206.0,3.0,Census Tract 101.02,G5020,S,338288.0,8710502,LIC,2836120.875,5182.11921080899
248.0,6,23,302.0,6059062649.0,105.02,Census Tract 105.02,G5020,S,1047548.0,121322,LIC,4289438.50390625,15615.0475380211
415.0,6,23,1200.0,6023001200.0,12.0,Census Tract 12,G5020,S,2327921.0,1729265,LIC,4289438.50390625,7003.34503482317
250.0,6,23,201301.0,6077005106.0,5308.01,Census Tract 2,G5020,S,3115077.0,590178,LIC,1266062.875,12072.6473196653
2.0,6,23,201301.0,6037139502.0,112.0,Census Tracet 112,G5020,S,995172043.0,30608117,LIC,779720.953125,7003.34503482317
11.0,6,37,143200.0,6037573002.0,1392.0,Census Tract 5730.02,G5020,S,2547795.0,0,Both,1687319.19140625,5182.11921080899
7.0,6,37,181600.0,6037552900.0,5529.0,Census Tract 38.03,G5020,S,2327921.0,0,Both,451313.2734375,4907.77012789812
9.0,6,37,139302.0,6037603704.0,6037.04,Census Tract 5310,G5020,S,239480449.0,20544,Both,1687319.19140625,7003.34503482317
255.0,6,37,139302.0,6037183220.0,2423.0,Census Tract 6020.03,G5020,S,7231730478.0,0,Both,1828892.28515625,2938.53692242629
256.0,6,37,201301.0,6037531000.0,5355.03,Census Tract 2014.02,G5020,S,44063925.0,0,Both,553778.4921875,3382.65553130786
16.0,6,37,143200.0,6037534201.0,5342.01,Census Tract 1395.02,G5020,S,33781272.0,0,Both,910448.23828125,5170.05380973649
38.0,6,23,2602.0,6023000100.0,1.0,Census Tract 1,G5020,S,1941232.0,2216011,LIC,1266062.875,5182.11921080899
84.0,6,23,201402.0,6023010200.0,35.01,Census Tract 102,G5020,S,866188.0,37886476,LIC,910448.23828125,2938.53692242629
260.0,6,23,300.0,6037201401.0,3.0,Census Tract 3,G5020,S,1264078.0,264,LIC,5379411.46484375,5182.11921080899
1.0,6,23,183300.0,6023010800.0,2014.02,Census Tract 108,G5020,S,866188.0,22911654,LIC,615533.94140625,5170.05380973649
2.0,6,23,10300.0,6037183220.0,103.0,Census Tract 103,G5020,S,648595085.0,1138867,LIC,1139278328.67578,4720.0809947014
2.0,6,37,143200.0,6037502302.0,2.0,Census Tract 5023.02,G5020,S,750552.0,0,Both,1533835.921875,5182.11921080899
264.0,6,19,442500.0,6029000200.0,6017.0,Census Tract 70.02,G5020,S,280738745.0,0,Both,2985934.81640625,7877.4605034406
7.0,6,19,201402.0,6037201301.0,70.03,Census Tract 1393.02,G5020,S,8007694.0,0,Both,55072349.7617188,6101.62882049654
15.0,6,19,250701.0,6019007100.0,71.0,Census Tract 71,G5020,S,1279500.0,74452,Both,2290793.09765625,5182.11921080899
267.0,6,19,139200.0,6019005602.0,56.02,Census Tract 2013.01,G5020,S,555365.0,7663,Both,4111521.1875,6256.07826386147
15.0,6,19,139502.0,6107004300.0,72.02,Census Tract 72.02,G5020,S,5344718.0,0,DAC,615533.94140625,7211.37944676736
7.0,6,47,139200.0,6073003105.0,1838.2,Census Tract 5.04,G5020,S,6878274.0,0,Both,1828892.28515625,7211.37944676736
27.0,6,47,143200.0,6047000602.0,6.02,Census Tract 602,G5020,S,1316977.0,0,Both,1533835.921875,7003.34503482317
33.0,6,47,603.0,6037201401.0,6.03,Census Tract 6.03,G5020,S,4153328.0,11735,DAC,6605637.09765625,4670.29243054758
1.0,6,47,701.0,6037183520.0,25.0,Censu Tract 7.01,G5020,S,1926344.0,0,Both,3053546.6171875,4720.0809947014
273.0,6,47,139502.0,6047000801.0,1395.02,Census Tract 8.01,G5020,S,4365064.0,0,Both,2836120.875,5706.54437597325
14.0,6,19,1206.0,6019005408.0,54.08,Census Tract 6020.03,G5020,S,2327921.0,0,Both,2836120.875,6256.07826386147
11.0,6,37,201.0,6037541700.0,5417.0,Census Tract 1833,G5020,S,33305608.0,0,Both,2836120.875,3617.14066767908
276.0,6,37,3012.0,6037533603.0,5336.03,Census Tract 1835.10,G5020,S,948156.0,6,Both,782907.875,2938.53692242629
38.0,6,37,201401.0,6037980015.0,9800.15,Census Tract 5530,G5020,S,1047548.0,220674,LIC,7001195.3359375,7211.37944676736
9.0,6,29,602002.0,6029004402.0,44.02,Census Tract 44.02,G5020,S,948156.0,0,Both,1533835.921875,3617.14066767908
5.0,6,47,139302.0,6037183610.0,1835.1,Census Tract 8.02,G5020,S,2294537.0,0,DAC,553778.4921875,7842.12346008563
6.0,6,85,2602.0,6017031302.0,5014.02,Census Tract 12.06,G5020,S,524641.0,0,LIC,831593.234375,4323.69951326916
6.0,6,47,201.0,6071009116.0,9.02,Census Tract 9.02,G5020,S,21788351.0,68353,DAC,34624348.9882813,4323.69951326916
9.0,6,47,30200.0,6047001003.0,10.03,Census Tract 0.03,G5020,S,239480449.0,0,Both,782907.875,5182.11921080899
359.0,6,5,102.0,6005000102.0,1.02,Census Tract 1.02,G5020,S,500438.0,7940832,LIC,1400949.5234375,5706.54437597325
32.0,6,47,1401.0,6047001401.0,14.01,Census Tract 14.01,G5020,S,44063925.0,0,Both,1192884.72265625,6256.07826386147
4.0,6,47,201401.0,6047001402.0,6020.02,Census Tract 14.02,G5020,S,4931862.0,0,Both,55072349.7617188,2938.53692242629
8.0,6,47,181600.0,6047001501.0,5313.01,Census Tract 15.01,G5020,S,1279500.0,0,DAC,2290793.09765625,5170.05380973649
287.0,6,47,1601.0,6037183610.0,16.01,Census Tract 16.01,G5020,S,1279500.0,0,Both,3347814.87109375,4720.0809947014
14.0,6,47,201401.0,6047001602.0,16.02,Ctensus Tract 16.02,G5020,S,8504817.0,0,Both,782907.875,2938.53692242629
9.0,6,29,201402.0,6029004800.0,1090.02,Census Tract 48,G5020,S,839429.0,0,Both,9890641.5625,7003.34503482317
9.0,6,29,139502.0,6037601502.0,5313.02,Census Tract 49.01,G5020,S,1459379.0,0,Both,2222325.3828125,43066.2005863693
41.0,6,29,201301.0,6029004902.0,6020.02,Census Tract 49.02,G5020,S,2645788.0,0,LIC,1839324.02734375,6256.07826386147
8.0,6,73,202.0,6073021900.0,219.0,Census Tract 20.02,G5020,S,182262605.0,4629122,Both,3122277.35546875,7003.34503482317
293.0,6,73,181600.0,6037139200.0,83.43,Census Tract 200.28,G5020,S,14357178.0,0,LIC,2024724.8671875,43066.2005863693
27.0,6,71,3012.0,6071008002.0,80.02,Census Tract 35,G5020,S,100900703.0,0,Both,910448.23828125,3784.33595472837
5.0,6,47,3900.0,6047001004.0,10.04,Census Tract 10.04,G5020,S,948156.0,0,LIC,853031487.753906,6256.07826386147
296.0,6,47,602002.0,6041109002.0,10.05,Census Tract 1835.10,G5020,S,2327921.0,0,Both,4484835.59765625,6101.62882049654
30.0,6,71,183300.0,6071008404.0,84.04,Census Tract 5311.02,G5020,S,1295176.0,0,LIC,1839324.02734375,2938.53692242629
298.0,6,47,1301.0,6077005106.0,26.01,Census Tract 13.01,G5020,S,280738745.0,0,Both,791809.5078125,3784.33595472837
12.0,6,47,181600.0,6047001302.0,1835.2,Census Tract 13.02,G5020,S,73257597.0,0,Both,2572661.8828125,5170.05380973649
6.0,6,33,502.0,6033000502.0,5308.01,Census Tract 5.02,G5020,S,801273.0,25439352,LIC,1533835.921875,3784.33595472837
301.0,6,47,1700.0,6037183510.0,17.0,Census Tract 17,G5020,S,839429.0,0,Both,6132560.83203125,5170.05380973649
12.0,6,47,201401.0,6047002201.0,1831.01,Census Tract 22.01,G5020,S,3369926.0,0,Both,22267342.1289063,3784.33595472837
5.0,6,73,139200.0,6073020029.0,626.49,Census Tract 200.29,G5020,S,343542060.0,0,LIC,1911762.359375,3617.14066767908
10.0,6,73,139502.0,6073020309.0,203.09,Census Tract 39,G5020,S,3369926.0,0,LIC,1911762.359375,2938.53692242629
305.0,6,73,181600.0,6037531301.0,2014.02,Census Tract 212.05,G5020,S,1941232.0,1475,LIC,14107229.9414063,5170.05380973649
24.0,6,71,202.0,6071003506.0,35.06,Census Tract 1831.01,G5020,S,33781272.0,0,DAC,1911762.359375,6256.07826386147
24.0,6,71,139200.0,6071000404.0,5309.01,Census Tract 4.04,G5020,S,801273.0,0,LIC,1192884.72265625,5706.54437597325
38.0,6,73,300.0,6037183101.0,1392.0,Census Tract 3,G5020,S,898762.0,0,LIC,1274016.55078125,7003.34503482317
309.0,6,73,400.0,6077005106.0,4.0,Census ract 4,G5020,S,948156.0,0,LIC,1669386.359375,43066.2005863693
2.0,6,73,600.0,6029000300.0,6.0,Census Tract 6,G5020,S,940523.0,0,LIC,2290793.09765625,6596.00454545123
2.0,6,111,442500.0,6037143200.0,1836.1,Census Tract 28,G5020,S,16122395.0,614287,LIC,24556267.890625,3617.14066767908
42.0,6,111,139200.0,6037183610.0,12.06,Census Tract 36.08,G5020,S,978994.0,0,LIC,1434499.76953125,6101.62882049654
1.0,6,111,3700.0,6111003700.0,37.0,Census Tract 37,G5020,S,14357178.0,0,LIC,779720.953125,4907.77012789812
314.0,6,83,139200.0,6083002606.0,2014.02,Census Tract 26.06,G5020,S,427707.0,5746564,LIC,9890641.5625,4907.77012789812
315.0,6,83,201401.0,6037139200.0,31.02,Census Tract g31.02,G5020,S,2547795.0,3060189,LIC,2001540.3046875,11842.9225481281
316.0,6,83,181600.0,6037201301.0,2013.01,Census Tract 29.15,G5020,S,1250035.0,110396,LIC,714900.203125,12072.6473196653
42.0,6,83,201402.0,6037201301.0,17.04,Census Tract 17.04,G5020,S,6231353.0,215834,LIC,9490571.41015625,6217.1008835227
8.0,6,73,3103.0,6073003103.0,4425.0,Census Tract 31.03,G5020,S,1279500.0,0,LIC,2888829.8671875,4907.77012789812
4.0,6,73,502.0,6073003105.0,31.05,Census Tract 3362.01,G5020,S,1210504.0,0,LIC,2836120.875,7211.37944676736
320.0,6,37,139200.0,6037201301.0,2014.02,Census Tract 3107.01,G5020,S,9995651.0,0,Both,782907.875,4323.69951326916
10.0,6,53,442500.0,6053013300.0,133.0,Census Tract 2014.01,G5020,S,1152031.0,403212,LIC,4289438.50390625,7003.34503482317
322.0,6,53,139200.0,6037183820.0,1393.02,Census Tract 135,G5020,S,343542060.0,0,LIC,2233840.19921875,24343.9654274082
2.0,6,53,201401.0,6037239201.0,5310.0,Census Tract 137,G5020,S,711788.0,0,LIC,1266062.875,6256.07826386147
46.0,6,53,201301.0,6053013800.0,5313.02,Census Tract 138,G5020,S,384722819.0,0,LIC,910448.23828125,5170.05380973649
33.0,6,37,201301.0,6037310702.0,3.0,Census Tract 3107.02,G5020,S,4365064.0,0,Both,1828892.28515625,2938.53692242629
6.0,6,53,143200.0,6037294810.0,45.0,Census Tract 1.01,G5020,S,10399758.0,22318,LIC,16258295.6015625,6217.1008835227
2.0,6,53,102.0,6041130202.0,2013.01,Censs Tract 1.02,G5020,S,2073847.0,0,LIC,2836120.875,2938.53692242629
328.0,6,53,103.0,6037139302.0,1816.0,Census Tract 1.03,G5020,S,33781272.0,0,LIC,1599207.12109375,11842.9225481281
329.0,6,37,11700.0,6037183510.0,4051.01,Census Tract 1831.01,G5020,S,1121229.0,0,Both,1639139.01171875,5706.54437597325
3.0,6,37,139200.0,6037185320.0,1836.1,Census Tract 1853.20,G5020,S,44063925.0,2709,Both,4111521.1875,2938.53692242629
331.0,6,37,183300.0,6037139200.0,26.02,Census Tract 4816.03,G5020,S,655706.0,0,Both,3122277.35546875,2938.53692242629
332.0,6,37,143200.0,6037481001.0,5765.01,Census Tract 4810.01,G5020,S,801273.0,0,Both,3912121.93359375,4907.77012789812
32.0,6,37,139502.0,6037404600.0,1393.02,Census Tract 4046,G5020,S,957093.0,2038280,Both,1192884.72265625,6256.07826386147
222.0,6,37,250701.0,6037186401.0,1864.01,Census Tract 3362.01,G5020,S,343542060.0,0,Both,4111521.1875,5182.11921080899
11.0,6,37,139200.0,6037197200.0,1972.0,Census Tract 6020.02,G5020,S,866188.0,32985,Both,1192884.72265625,4907.77012789812
23.0,6,37,3700.0,6047001302.0,1973.0,Census Tract 2013.01,G5020,S,654246.0,0,DAC,956123.44140625,6596.00454545123
16.0,6,31,139200.0,6031001601.0,2372.01,Census Tract 16.01,G5020,S,1279500.0,2105941,Both,782907.875,2938.53692242629
1.0,6,31,1300.0,6031001300.0,13.0,Census Tract 13,G5020,S,14357178.0,0,Both,1911762.359375,7003.34503482317
23.0,6,31,200.0,6037531102.0,2.0,Census Tract 2,G5020,S,162771600.0,15365,Both,3122277.35546875,3784.33595472837
9.0,6,31,45217.0,6037201402.0,1.0,Census Tracty 1,G5020,S,255213695.0,75237,DAC,394806934.023438,7877.4605034406
7.0,6,31,139200.0,6031001701.0,17.01,Census Tract 17.01,G5020,S,541305.0,586957,Both,1533835.921875,3617.14066767908
342.0,6,31,1206.0,6037143200.0,12.0,Census Tractd 12,G5020,S,1941232.0,189281,Both,1415950.36328125,67772.938908177
14.0,6,31,300.0,6037181600.0,3.0,Census Trac t3,G5020,S,70118859.0,189883,Both,108500614.0,6256.07826386147
344.0,6,37,442500.0,6037201301.0,1974.2,Census Tract 2.02,G5020,S,615578.0,0,Both,3122277.35546875,4670.29243054758
345.0,6,37,181600.0,6059062649.0,1392.0,Census Tract 1975,G5020,S,948156.0,58811,Both,1828892.28515625,5170.05380973649
15.0,6,37,442500.0,6081601902.0,6021.04,Census Tract 1976,G5020,S,388300.0,0,Both,567293.82421875,6256.07826386147
14.0,6,37,400.0,6037197700.0,1977.0,Census Tract 1816,G5020,S,3369926.0,0,Both,1415950.36328125,7003.34503482317
11.0,6,37,602002.0,6037199000.0,1990.0,Census Tract 116.02,G5020,S,1279500.0,59675,Both,22267342.1289063,7211.37944676736
349.0,6,31,139502.0,6037201301.0,2014.01,Census Tract 4.05,G5020,S,240575292.0,0,LIC,1137301.79296875,3617.14066767908
11.0,6,31,500.0,6031000500.0,20.02,Census Tract 5,G5020,S,31428263.0,0,Both,9890641.5625,5182.11921080899
24.0,6,37,40303.0,6037199110.0,1991.1,Census Tract 3362.01,G5020,S,2327921.0,0,LIC,779720.953125,7003.34503482317
31.0,6,31,139302.0,6037601802.0,8.0,Census Tract 8,G5020,S,10472408.0,0,Both,1828892.28515625,5951.00416851176
353.0,6,37,2302.0,6037602004.0,1871.02,Census Tract 2013.01,G5020,S,3369926.0,236563,Both,3122277.35546875,2938.53692242629
4.0,6,37,181600.0,6037187200.0,6014.02,Census Tract 1872,G5020,S,866188.0,33035,Both,782907.875,5706.54437597325
355.0,6,31,181600.0,6107003501.0,2014.02,Census Tract 9,G5020,S,323251.0,0,Both,6118307.9921875,7632.58889119395
356.0,6,31,139302.0,6031001002.0,5530.0,Census Tract 10.02,G5020,S,3216056.0,0,Both,1038251.31640625,5706.54437597325
12.0,6,31,143200.0,6031001003.0,3362.01,Census Tract 10.03,G5020,S,323251.0,0,Both,1828892.28515625,6256.07826386147
9.0,6,31,201301.0,6037183510.0,1432.0,Census Tract 11,G5020,S,9745966.0,0,Both,782907.875,4907.77012789812
359.0,6,31,201402.0,6031001500.0,6017.0,Census Tract 15,G5020,S,3369926.0,0,LIC,791809.5078125,5182.11921080899
360.0,6,37,183300.0,6037183101.0,1838.2,Census Tract 2364,G5020,S,3369926.0,0,LIC,1400949.5234375,4720.0809947014
361.0,6,37,139200.0,6001442500.0,1395.02,Census Tract 2375,G5020,S,948156.0,0,Both,3122277.35546875,11842.9225481281
11.0,6,65,183300.0,6001442500.0,1838.2,Census Tract 427.19,G5020,S,27252101.0,279979,Both,39970438.6054688,3784.33595472837
42.0,6,65,139200.0,6065042723.0,427.23,Census Tract 1836.10,G5020,S,2547795.0,0,LIC,4289438.50390625,5182.11921080899
5.0,6,65,201402.0,6071003401.0,6015.02,Census Tract 408.08,G5020,S,1782955.0,0,LIC,2594594.078125,7211.37944676736
365.0,6,37,30200.0,6071003401.0,2132.01,Census Tract 20.02,G5020,S,239480449.0,0,Both,489163.16015625,3617.14066767908
14.0,6,37,143200.0,6037139200.0,2013.01,Census Tract 2132.02,G5020,S,337924.0,0,Both,493471.22265625,4670.29243054758
32.0,6,37,139302.0,6037128302.0,2013.01,Census Tract 1283.02,G5020,S,688871.0,0,Both,1828892.28515625,5182.11921080899
4.0,6,37,1502.0,6037134306.0,1343.06,Census Tract 5530,G5020,S,2547795.0,0,LIC,615533.94140625,3617.14066767908
369.0,6,37,139502.0,6037139302.0,9009.0,Census Tract 1432,G5020,S,1250035.0,1597538,LIC,317260209.542969,4670.29243054758
27.0,6,37,1401.0,6073003103.0,1193.2,Census Tract 5310,G5020,S,486438.0,10184,Both,728458.96875,7003.34503482317
371.0,6,37,201.0,6037531102.0,9104.03,Census Tract 1835.10,G5020,S,1255900.0,0,Both,1828892.28515625,5951.00416851176
12.0,6,37,139302.0,6037294520.0,2945.2,Census Tract 5313.02,G5020,S,839429.0,0,Both,1192884.72265625,5170.05380973649
15.0,6,37,45217.0,6001442500.0,5732.02,Census Tract 1833,G5020,S,649038.0,0,Both,782907.875,7559.59202807264
374.0,6,37,201301.0,6037599100.0,5991.0,Census Tract 6020.02,G5020,S,883751.0,1098465188,LIC,1266062.875,4907.77012789812
375.0,6,37,201301.0,6037181600.0,2014.01,Census Tract 5422,G5020,S,1941232.0,55915,Both,782907.875,13306.9793857642
376.0,6,67,442500.0,6107004300.0,89.1,Census Tract 5530,G5020,S,3369926.0,30490,LIC,495484.296875,7211.37944676736
377.0,6,37,143200.0,6037201402.0,20.02,Census Tract 2133.10,G5020,S,323251.0,0,Both,1687319.19140625,12812.3431953214
24.0,6,37,139200.0,6037213320.0,2133.2,Census Tract 1395.02,G5020,S,2327921.0,0,Both,1687319.19140625,3382.65553130786
6.0,6,67,181600.0,6067008911.0,1816.0,Census Tract 89.11,G5020,S,2327921.0,0,LIC,2290793.09765625,2938.53692242629
380.0,6,67,442500.0,6037201401.0,1395.02,Census Tract 89.13,G5020,S,4213052.0,259481,LIC,2290793.09765625,13306.9793857642
381.0,6,37,143200.0,6107002500.0,1833.0,Census Tract 2134.01,G5020,S,948156.0,0,Both,286397.6875,7877.4605034406
3.0,6,67,139200.0,6037143200.0,1392.0,Census Tract 95.03,G5020,S,3783228.0,0,LIC,6147788.515625,12072.6473196653
383.0,6,67,701.0,6029000200.0,95.04,Census Tract 444.03,G5020,S,1279500.0,0,LIC,2836120.875,5951.00416851176
14.0,6,65,1200.0,6037183101.0,303.0,Census Tract 5530,G5020,S,2481817.0,0,Both,3618379.6484375,4882.74807317722
10.0,6,65,181600.0,6013336201.0,304.0,Census Tract 5313.01,G5020,S,2739699.0,0,Both,3993548.91015625,5182.11921080899
11.0,6,65,250701.0,6065030501.0,305.01,Census Tract 1393.02,G5020,S,2327921.0,0,Both,731936.73828125,7003.34503482317
10.0,6,35,139502.0,6035040200.0,6015.02,Census Tract 402,G5020,S,948156.0,131035475,LIC,3422300174.41406,2938.53692242629
