168.shape_area,731936.73828125,692286.4296875
362.tractce,183300.0,42719
166.shape_length,2938.53692242629,29193.0946991402
4359.tractce,1747,1702
380.namevalue,1395.02,89.13
224.shape_length,5170.05380973649,160300.922538238
112.aland,801273.0,2176045
3627.namelsad,Census Tract 2.c02,Census Tract 2.02
453.namelsad,Census Tract 1831.01,Census Tract 1006
283.shape_length,5706.54437597325,194792.152726232
448.tractce,143200.0,45604
333.objectid,32.0,333
587.geoid,6.037139302E9,6025940000
297.shape_length,2938.53692242629,5825.73977831715
392.shape_area,3122277.35546875,572228.765625
503.shape_area,495484.296875,650142.5703125
219.shape_length,7003.34503482317,2677.98039987698
30.tractce,139302.0,62649
159.shape_length,6256.07826386147,6733.20034726399
82.tractce,143200.0,901101
42.shape_length,2938.53692242629,3962.92250147894
206.namelsad,Census Tract 117,Census Tract 4339.01
410.shape_area,495484.296875,628315.2734375
303.tractce,139200.0,20029
3853.tractce,503164,503105
2947.tractce,1604,1600
364.namevalue,6015.02,408.08
186.objectid,14.0,186
256.namelsad,Census Tract 2014.02,Census Tract 5355.03
582.shape_length,2938.53692242629,70239.1968996222
2807.namevalue,41.0,5.0
197.shape_length,5182.11921080899,4096.16925924104
342.aland,1941232.0,397711426
571.shape_length,5706.54437597325,57392.6558561592
458.shape_area,791809.5078125,1368349.8984375
462.geoid,6.0350402E9,6033000600
465.objectid,24.0,465
2885.namelsad,CensusT ract 7,Census Tract 7
2941.namelsad,Census Tract 2.01,Census Tract 12.01
257.shape_area,910448.23828125,743239.29296875
334.namelsad,Census Tract 3362.01,Census Tract 1864.01
177.shape_area,1400949.5234375,7710107.671875
278.aland,948156.0,1865738
2871.namevalue,58.0,5.0
4281.namelsad,Census zTract 6027,Census Tract 6027
3846.namelsad,Census Trac 22.02,Census Tract 22.02
3829.namelsad,Cegnsus Tract 9.04,Census Tract 9.04
335.tractce,139200.0,197200
246.namevalue,5309.01,8.0
63.shape_area,2024724.8671875,2.0125509128125E8
415.namelsad,Censu Tract 3,Census Tract 3
4659.namelsad,Census Tarct 5.01,Census Tract 5.01
499.tractce,139502.0,4201
331.geoid,6.0371392E9,6037481603
2813.namelsad,CensusT ract 1.03,Census Tract 1.03
441.shape_length,5706.54437597325,6613.5698346345
390.objectid,15.0,390
105.geoid,6.111003012E9,6107000800
20.shape_length,4907.77012789812,4566.25240334406
564.shape_length,7211.37944676736,8594.03719452537
2141.namelsad,Census Trct 106,Census Tract 106
175.tractce,139302.0,601902
355.aland,323251.0,3962609
99.shape_length,4482.88992040411,20791.080867289
23.aland,1959818.0,36465188
581.shape_length,2938.53692242629,157751.194435791
333.aland,957093.0,22838234
3175.namelsad,CensusTract 141.02,Census Tract 141.02
325.shape_length,2938.53692242629,4989.82866960075
139.tractce,181600.0,1301
564.shape_area,1533835.921875,2920613.5234375
1887.namelsad,Censusg Tract 1,Census Tract 1
320.aland,9995651.0,515339
10.tractce,201402.0,183101
526.geoid,6.037201401E9,6001435500
261.namevalue,2014.02,108.0
221.objectid,236.0,221
3091.namelsad,Cesus Tract 51,Census Tract 51
113.aland,3369926.0,727397
109.shape_length,7877.4605034406,4782.72997842373
17.objectid,8.0,17
587.objectid,495.0,587
4417.namevalue,136.03,52.03
68.geoid,6.03718382E9,6065051300
70.geoid,6.0371392E9,6071002602
532.geoid,6.065045217E9,6001436300
477.namelsad,Census Tract 34.04,Census Tract 74.08
615.shape_area,3.04947352125E8,711638.59375
365.namelsad,Census Tract 20.02,Census Tract 2132.01
448.aland,535234.0,260985746
1159.namelsad,Census Traact 9400,Census Tract 9400
414.namevalue,3.03,4.0
192.geoid,6.03718351E9,6037535501
2609.namelsad,Census Tfract 72.02,Census Tract 72.02
445.namevalue,3.03,7.01
4231.namelsad,Census ract 3,Census Tract 3
78.aland,948156.0,4245846
120.shape_length,3853.19170418149,6123.98920419908
4309.namelsad,Census Tract 1010.2,Census Tract 101.02
198.objectid,4.0,198
110.shape_length,11842.9225481281,6557.02296806355
2808.namevalue,97.0,10.0
162.shape_length,2938.53692242629,4331.07203853773
489.shape_area,1687319.19140625,2717824.20703125
210.shape_area,1828892.28515625,1911337.125
193.namevalue,626.49,2373.0
40.tractce,201301.0,601802
450.shape_area,4289438.50390625,3739440.62109375
134.tractce,201301.0,700200
356.namevalue,5530.0,10.02
4546.namevalue,125.02000000000001,32.02
255.namelsad,Census Tract 6020.03,Census Tract 2423
3020.namevalue,75.0,34.0
460.objectid,1.0,460
4333.namelsad,Censuws Tract 62.02,Census Tract 62.02
479.aland,2327921.0,173860
2445.namevalue,78.0,37.0
215.objectid,16.0,215
171.geoid,6.03718382E9,6037239601
237.shape_area,782907.875,1.31221064492188E7
2146.namelsad,Census Trcat 117,Census Tract 117
174.tractce,201402.0,504700
2467.namelsad,Census Tracut 12.01,Census Tract 12.01
3030.namelsad,Censu sTract 11,Census Tract 11
501.shape_length,5706.54437597325,8282.76147105423
3699.namelsad,Census Trcat 125.01,Census Tract 125.01
70.shape_area,1828892.28515625,2938274.4609375
315.aland,2547795.0,510755222
459.namevalue,12.06,402.04
221.shape_length,5182.11921080899,26498.9927263924
420.tractce,201301.0,220000
273.aland,4365064.0,3423867
120.geoid,6.037208902E9,6077005124
536.shape_length,4482.88992040411,5754.37546479985
182.shape_area,731936.73828125,342022.96484375
4413.namelsad,Cesnus Tract 40.01,Census Tract 40.01
561.tractce,183300.0,432502
347.tractce,400.0,197700
584.objectid,11.0,584
310.shape_area,2290793.09765625,1333463.01171875
3872.namelsad,Census Traact 403.01,Census Tract 403.01
243.namelsad,Census Tract 26.02,Census Tract 30.10
493.namevalue,1432.0,23.0
388.shape_length,7842.12346008563,591594.75269598
418.shape_area,951352.77734375,813720.578125
463.namevalue,2014.02,10.0
492.tractce,201402.0,2100
325.namevalue,3.0,3107.02
3093.tractce,404084,404000
313.shape_area,779720.953125,1517026.25
2294.namelsad,Cenxsus Tract 27.01,Census Tract 27.01
2563.namelsad,Census Tmract 63,Census Tract 63
482.geoid,6.037531E9,6071006700
4529.namevalue,28.0,18.0
230.aland,866188.0,2783714
3289.namelsad,Censs Tract 65,Census Tract 65
49.shape_length,7632.58889119395,5343.63894757775
508.shape_area,1533835.921875,1212048.8359375
287.shape_length,4720.0809947014,9341.92600824893
360.namevalue,1838.2,2364.0
500.shape_length,3784.33595472837,7384.97113015855
559.tractce,201402.0,432300
2591.namelsad,ensus Tract 69,Census Tract 69
149.shape_length,3802.01654083384,16098.8478203796
4260.namelsad,Census fTract 9,Census Tract 9
161.shape_length,5182.11921080899,19025.4869026076
519.shape_length,5170.05380973649,7826.66983926794
359.shape_length,5182.11921080899,10615.8726136691
409.shape_length,3784.33595472837,3880.01436379921
2695.namevalue,85.02,3.02
105.objectid,7.0,105
408.shape_area,3912121.93359375,652872.125
474.geoid,6.037201301E9,6071006402
396.namelsad,Census Tract 1393.02,Census Tract 2171
346.objectid,15.0,346
263.tractce,143200.0,502302
1617.namelsad,Cnesus Tract 119,Census Tract 119
220.namelsad,Census Tract 2014.02,Census Tract 2948.10
256.aland,4.4063925E7,317379
319.shape_area,2836120.875,1714624.10546875
330.aland,4.4063925E7,587863
506.objectid,42.0,506
32.shape_length,5706.54437597325,25009.4053868531
622.geoid,6.099000602E9,6099000909
104.namelsad,ensus Tract 9,Census Tract 9
276.shape_area,782907.875,1176346.28515625
216.tractce,201402.0,123410
2133.namelsad,Census rTract 7,Census Tract 7
67.tractce,139302.0,45120
4421.namelsad,Census Tratc 27.07,Census Tract 27.07
45.objectid,22.0,45
207.shape_length,7211.37944676736,13622.2150138865
384.namelsad,Census Tract 5530,Census Tract 303
4473.namevalue,496.0,402.0
519.objectid,2.0,519
3182.namevalue,91.0,17.0
272.namevalue,25.0,7.01
240.shape_length,12812.3431953214,8324.67432469335
525.geoid,6.0371392E9,6001434000
230.tractce,183300.0,11205
422.aland,948156.0,317503
104.tractce,139200.0,900
138.geoid,6.073011602E9,6107000302
419.shape_length,5170.05380973649,3590.50320967691
4374.namelsad,Cesnus Tract 6015.02,Census Tract 6015.02
3627.namevalue,86.02,2.02
204.tractce,183300.0,208902
509.shape_area,2024724.8671875,499302.69140625
2125.namelsad,Census Trcat 4.01,Census Tract 4.01
438.namevalue,4053.01,5328.0
4339.namelsad,Census Tract 21n.01,Census Tract 21.01
146.namevalue,35.01,39.02
3524.tractce,5114,5100
633.shape_area,2.4556267890625E7,2.89434005636719E8
2857.namelsad,Census Tracth 12,Census Tract 12
558.shape_length,5984.91604793565,5337.79701039005
404.objectid,33.0,404
4274.tractce,2519,2503
4405.namevalue,55.0,1.0
2324.namelsad,Cesnus Tract 22,Census Tract 22
11.tractce,139302.0,183220
411.aland,948156.0,411644
204.shape_area,4204443.0390625,268817.6484375
97.objectid,15.0,97
202.shape_area,1192884.72265625,650063.1796875
555.geoid,6.0371432E9,6113010513
257.namelsad,Census Tract 1395.02,Census Tract 5342.01
344.tractce,442500.0,197420
4132.namelsad,Census Tract 0,Census Tract 10
2318.namelsad,Census Tractr 41,Census Tract 41
3707.namelsad,Census Trarct 9.02,Census Tract 9.02
537.shape_length,3802.01654083384,6960.2720125499
604.geoid,6.037139502E9,6037533103
2279.namelsad,Census Trac t45.05,Census Tract 45.05
1975.namelsad,Censsu Tract 16.01,Census Tract 16.01
410.tractce,3700.0,267300
586.shape_length,5984.91604793565,75695.2258645865
3435.namevalue,169.01999999999998,101.02
336.shape_length,6596.00454545123,5609.81266596259
337.aland,1279500.0,1697558509
350.shape_length,5182.11921080899,28403.175685853
509.objectid,8.0,509
303.aland,3.4354206E8,5459048
1530.namelsad,Census Trvact 5.02,Census Tract 5.02
515.shape_length,5170.05380973649,6643.58641414624
284.aland,4.4063925E7,1766896
4049.namelsad,Census Tract h3,Census Tract 3
3044.namelsad,Cenus Tract 50.02,Census Tract 50.02
284.shape_length,6256.07826386147,9161.75079662783
327.shape_area,2836120.875,3233182.90234375
457.geoid,6.111003012E9,6029003113
281.shape_length,4323.69951326916,23722.4739542823
4709.namelsad,Census Tract .802,Census Tract 8.02
418.namevalue,51.06,2195.0
558.geoid,6.037201401E9,6001432200
3138.tractce,403666,403600
343.shape_length,6256.07826386147,53563.3977057269
3940.namevalue,47.0,4.0
4160.tractce,3113,3101
81.objectid,23.0,81
63.aland,4426513.0,134979433
391.namelsad,Census Tract 1838.20,Census Tract 5321.02
548.shape_length,3853.19170418149,5707.03815666017
205.objectid,22.0,205
535.shape_length,7003.34503482317,5420.12732168617
3285.namevalue,189.0,151.0
441.tractce,139302.0,1402
99.objectid,20.0,99
473.tractce,139302.0,6401
86.aland,3115077.0,651866
483.namelsad,Census Tract 1831.01,Census Tract 70
67.objectid,5.0,67
671.tractce,1562,1500
4112.namelsad,Censu sTract 34.04,Census Tract 34.04
386.shape_length,7003.34503482317,7727.2747335513
376.shape_length,7211.37944676736,8439.59650544864
132.aland,1.4357178E7,1947308
3054.namelsad,Cenusus Tract 2,Census Tract 2
1892.namevalue,67.03,3.03
4359.namelsad,Census Tract 17.0k2,Census Tract 17.02
98.tractce,201402.0,1302
614.shape_area,3.46243489882813E7,1341017.53125
2602.namelsad,Census Tratc 9,Census Tract 9
368.shape_area,615533.94140625,908586.37890625
388.shape_area,714900.203125,1.33094144527109E10
500.geoid,6.037201301E9,6071004202
1621.namelsad,Census Tract 10.01,Census Tract 110.01
164.objectid,6.0,164
175.shape_length,7211.37944676736,9470.17264414929
251.objectid,2.0,251
79.tractce,139200.0,4001
261.shape_length,5170.05380973649,107433.585191768
446.objectid,42.0,446
2502.namevalue,100.0,4.0
201.aland,4.1895923E7,616656
2253.namelsad,Census ract 37,Census Tract 37
119.shape_length,7003.34503482317,7490.84231048336
484.objectid,371.0,484
162.namelsad,Census Tract 2014.02,Census Tract 2755
143.tractce,201402.0,2400
20.tractce,201301.0,3011
280.namelsad,Census Tract 12.06,Census Tract 5014.02
326.namevalue,45.0,1.01
21.objectid,4.0,21
4553.namevalue,52.019999999999996,26.02
348.shape_area,2.22673421289063E7,2280657.28125
93.shape_length,7211.37944676736,12209.3165141593
528.shape_length,4907.77012789812,11550.8100774348
418.shape_length,6256.07826386147,3836.15039974073
3939.namelsad,Census Trarct 5,Census Tract 5
1662.namelsad,Census rTract 1.01,Census Tract 1.01
3795.namelsad,Census Trcat 4053.01,Census Tract 4053.01
3375.namelsad,Cefnsus Tract 112,Census Tract 112
245.shape_length,5706.54437597325,151591.363134592
314.shape_area,9890641.5625,6.08070118765625E8
557.geoid,6.03718351E9,6001440304
325.objectid,33.0,325
433.aland,1279500.0,260774
33.geoid,6.037201401E9,6041112201
486.objectid,23.0,486
3271.namelsad,Census Tract 19.02,Census Tract 119.02
502.shape_length,12812.3431953214,4168.79199253353
117.shape_area,2290793.09765625,7.23118538359375E7
167.objectid,44.0,167
495.shape_area,756837.7109375,2082466.1640625
45.tractce,181600.0,602103
114.shape_length,3784.33595472837,80306.184285558
3103.namevalue,16.04,5.04
3915.tractce,433185,433102
3335.tractce,301065,301000
27.geoid,6.037201301E9,6037552800
4232.namelsad,Census Trac 8,Census Tract 8
3643.namevalue,51.01,36.01
80.tractce,201402.0,3308
425.shape_length,2938.53692242629,4247.32912556659
453.geoid,6.059062649E9,6087100600
280.shape_length,4323.69951326916,4310.89789025314
39.geoid,6.107003501E9,6037601801
297.shape_area,1839324.02734375,1891813.11328125
174.geoid,6.037462001E9,6085504700
4043.namevalue,102.01,24.01
381.geoid,6.1070025E9,6037213401
4706.namelsad,Census Trat 18,Census Tract 18
365.tractce,30200.0,213201
549.geoid,6.0290003E9,6077003601
378.shape_area,1687319.19140625,454820.47265625
51.objectid,30.0,51
41.tractce,201402.0,11500
4552.namelsad,Census Tvract 26.01,Census Tract 26.01
175.objectid,4.0,175
233.namevalue,1122.02,91.16
92.shape_area,910448.23828125,1207888.21875
491.aland,2327921.0,2008593
2144.namelsad,Census Tract 11b1,Census Tract 111
365.shape_length,3617.14066767908,3021.11575492898
1819.namelsad,Cenuss Tract 3.04,Census Tract 3.04
45.shape_area,3122277.35546875,1217243.3984375
340.geoid,6.037201402E9,6031000100
89.objectid,20.0,89
84.shape_area,782907.875,1444390.5
475.shape_area,1400949.5234375,2131760.1796875
122.aland,1.2394317E7,2046351
478.tractce,139200.0,12100
387.shape_length,2938.53692242629,331011.435595912
3247.namelsad,CensusT ract 31.15,Census Tract 31.15
4262.namelsad,Censsu Tract 11.01,Census Tract 11.01
357.shape_area,1828892.28515625,8416576.4453125
533.namelsad,Census Tract 39,Census Tract 4366.02
3057.tractce,402206,402200
129.shape_length,5706.54437597325,9751.39825868276
169.tractce,201401.0,237201
403.namelsad,Census Tract 1392,Census Tract 2185
396.aland,9995651.0,897832
369.shape_length,4670.29243054758,73623.2873821391
235.namevalue,9404.0,250.0
3187.namevalue,4146.0,4060.0
290.shape_length,43066.2005863693,6319.94467013776
587.shape_length,6101.62882049654,92051.9977624043
103.aland,957093.0,138420551
3592.namelsad,Census Tract t127,Census Tract 127
8.shape_length,6256.07826386147,8236.32630311826
163.aland,1.6122395E7,511706
166.tractce,201301.0,392200
315.namelsad,Census Tract g31.02,Census Tract 31.02
184.namevalue,4425.0,2012.0
147.namevalue,5313.01,7.01
57.geoid,6.107002901E9,6037541001
254.tractce,139302.0,603704
4290.namevalue,128.04,44.04
492.shape_area,1828892.28515625,5334256.55078125
144.tractce,442500.0,3300
4324.tractce,832,801
4254.namevalue,33.0,4.0
126.tractce,3109.0,30602
603.objectid,32.0,603
343.objectid,14.0,343
470.shape_length,3853.19170418149,7221.10523276536
220.shape_length,3784.33595472837,2779.33169352602
14.tractce,181600.0,183520
324.namevalue,5313.02,138.0
416.geoid,6.03718361E9,6065030502
351.shape_length,7003.34503482317,5253.5997733361
3138.namelsad,Cbensus Tract 4036,Census Tract 4036
199.shape_length,43066.2005863693,6731.69474226978
4260.namevalue,95.0,9.0
156.shape_length,5182.11921080899,9756.48906369701
2122.namelsad,iCensus Tract 116.01,Census Tract 116.01
136.geoid,6.0371392E9,6107003002
450.geoid,6.0371392E9,6087121800
604.shape_area,2024724.8671875,504931.53515625
373.objectid,15.0,373
478.namevalue,1831.01,121.0
53.shape_area,1828892.28515625,727579.18359375
445.shape_length,3784.33595472837,6986.32159345973
4272.namelsad,CensusTract 20.05,Census Tract 20.05
233.objectid,15.0,233
509.tractce,139302.0,15500
480.aland,7.3257597E7,279195
443.shape_area,615533.94140625,4049077.5546875
255.shape_length,2938.53692242629,4237.13011497119
217.namevalue,1835.2,1200.1
382.objectid,3.0,382
492.shape_length,7211.37944676736,9419.71233659594
354.aland,866188.0,918312
295.aland,948156.0,2055829
308.namevalue,1392.0,3.0
251.shape_length,7003.34503482317,257067.517570653
292.namelsad,Census Tract 20.02,Census Tract 219
1502.tractce,1997,1900
374.shape_length,4907.77012789812,283566.505811269
479.shape_length,3853.19170418149,2288.50739995018
717.namevalue,188.0,113.0
466.aland,625130.0,184132674
283.objectid,359.0,283
573.tractce,139200.0,5203
146.objectid,14.0,146
296.geoid,6.041109002E9,6047001005
2943.namelsad,Cebnsus Tract 13,Census Tract 13
3523.namelsad,uCensus Tract 6001,Census Tract 6001
79.geoid,6.013336201E9,6077004001
451.objectid,119.0,451
3049.namelsad,Census Tact 1.02,Census Tract 1.02
545.shape_length,7003.34503482317,5913.00513987973
478.shape_area,495484.296875,197911.60546875
390.shape_area,4289438.50390625,2.66164742082031E9
318.objectid,8.0,318
511.namelsad,Census Tract 6021.04,Census Tract 4330
631.geoid,6.037139502E9,6019004703
4312.namelsad,Cesnus Tract 314.02,Census Tract 314.02
26.tractce,201301.0,552700
472.geoid,6.037183101E9,6071006301
61.namelsad,Census Tract 2013.01,Census Tract 452.17
238.aland,427707.0,4265484
95.objectid,20.0,95
224.tractce,143200.0,9117
2974.namevalue,24.0,20.0
187.namelsad,Census Tract 2014.01,Census Tract 2966
116.aland,2547795.0,7311955
294.aland,1.00900703E8,3581248
386.objectid,11.0,386
554.tractce,139200.0,438400
259.tractce,201402.0,10200
452.aland,866188.0,12164699
560.shape_length,7211.37944676736,5069.01762532894
3215.namelsad,ensus Tract 168.02,Census Tract 168.02
104.objectid,10.0,104
3951.tractce,9225,9201
395.tractce,143200.0,216900
13.objectid,6.0,13
1661.namevalue,45.02,1.02
159.shape_area,1687319.19140625,2303156.96875
147.tractce,181600.0,701
449.shape_length,4323.69951326916,68233.4749951547
2052.namevalue,139.0,103.0
74.namelsad,Census Tract 2014.01,Census Tract 51.22
424.shape_length,2938.53692242629,3878.05938629453
3561.tractce,7527,7501
4091.namevalue,83.03999999999999,17.04
394.shape_area,5.50723497617188E7,4759377.04296875
434.namevalue,12.06,2406.0
159.aland,6.10964651E8,1623059
446.geoid,6.037139302E9,6065043505
2182.tractce,288,201
2497.namevalue,69.0,44.0
193.shape_area,495484.296875,1454537.83984375
592.shape_length,7211.37944676736,7641.74990649781
256.shape_length,3382.65553130786,2821.48394705329
505.shape_length,7003.34503482317,4928.78839588453
2975.namelsad,Celnsus Tract 11.01,Census Tract 11.01
105.shape_area,9890641.5625,2.36179112769531E8
385.namelsad,Census Tract 5313.01,Census Tract 304
2614.tractce,5398,5305
510.tractce,201402.0,15600
3022.namelsad,Censusz Tract 36,Census Tract 36
295.shape_length,6256.07826386147,7826.75435492224
2783.awater,69,0
298.geoid,6.077005106E9,6047001301
40.namevalue,9404.0,6018.02
4447.namelsad,lCensus Tract 19,Census Tract 19
439.tractce,139302.0,408202
33.tractce,201.0,112201
371.geoid,6.037531102E9,6037910403
141.objectid,10.0,141
4153.namelsad,Census Tract34.05,Census Tract 34.05
2362.tractce,2870,2800
585.objectid,2.0,585
4432.tractce,1324,1301
2715.tractce,7074,7000
603.geoid,6.037602003E9,6037240020
258.objectid,38.0,258
432.objectid,359.0,432
300.shape_area,1533835.921875,5.25481142578125E7
2501.tractce,106,100
432.aland,2327921.0,882910
332.aland,801273.0,1049645
266.shape_length,5182.11921080899,22920.4701031389
436.aland,1.4357178E7,534855
269.objectid,7.0,269
507.shape_area,1137301.79296875,252607.29296875
608.geoid,6.0014338E9,6037403722
3543.namelsad,Census Tkract 146.01,Census Tract 146.01
1502.namelsad,Census Trcact 19,Census Tract 19
437.namelsad,Census Tract 4425,Census Tract 5324
23.shape_length,5706.54437597325,46534.6439349412
45.namelsad,Census Tract 3362.01,Census Tract 6021.03
3915.namelsad,Censuvs Tract 4331.02,Census Tract 4331.02
197.namevalue,5530.0,5303.01
122.objectid,23.0,122
158.aland,3.3305608E7,2306986
570.objectid,9.0,570
4473.namelsad,Censusn Tract 402,Census Tract 402
541.geoid,6.03718382E9,6001437600
270.shape_area,1533835.921875,2088102.67578125
3417.namelsad,Census Tractf 30,Census Tract 30
3334.namevalue,29.02,22.02
164.tractce,139302.0,360101
326.shape_length,6217.1008835227,18904.2254632458
25.shape_length,6256.07826386147,9633.92893828053
517.geoid,6.037201402E9,6077002701
273.shape_area,2836120.875,5428362.515625
115.shape_area,1415950.36328125,6.051648453125E7
1867.namelsad,Cenuss Tract 3.02,Census Tract 3.02
566.shape_length,5706.54437597325,9709.26805191244
341.shape_length,3617.14066767908,155976.878839002
616.geoid,6.037201401E9,6037432901
4630.namelsad,Census Trct 7.02,Census Tract 7.02
4660.namelsad,Census Tract 70.2,Census Tract 7.02
16.shape_length,7211.37944676736,8372.67151097334
2469.namelsad,Census Tact 2.03,Census Tract 2.03
223.shape_length,6217.1008835227,301896.309341221
352.geoid,6.037601802E9,6031000800
376.namelsad,Census Tract 5530,Census Tract 89.10
120.tractce,139502.0,5124
237.geoid,6.1070028E9,6071012400
427.tractce,10300.0,232500
955.namevalue,6047.01,6038.01
160.shape_length,6256.07826386147,5536.85708577674
330.shape_length,2938.53692242629,5239.53134388002
4298.namevalue,22.01,1.01
67.shape_length,5182.11921080899,12977.9153969686
41.geoid,6.037183101E9,6025011500
323.shape_length,6256.07826386147,4551.38860326777
548.shape_area,3796834.5,1817666.68359375
2023.tractce,2207,2204
244.objectid,6.0,244
490.objectid,1.0,490
442.namevalue,3.03,14.01
3000.namelsad,Census ract 41.02,Census Tract 41.02
224.namevalue,1432.0,91.17
300.shape_length,3784.33595472837,29884.1472144502
83.geoid,6.0371392E9,6073011601
2704.namevalue,44.0,5.0
421.geoid,6.037183101E9,6037220100
1795.namelsad,Census Tract 9a8,Census Tract 98
135.shape_length,3617.14066767908,6644.44895684338
428.aland,3.3781272E7,795281
215.aland,3.3305608E7,415565
513.tractce,201402.0,433300
323.shape_area,1266062.875,1106843.08203125
327.namelsad,Censs Tract 1.02,Census Tract 1.02
401.tractce,201402.0,218300
1971.namelsad,Census Trcat 15.03,Census Tract 15.03
4558.namelsad,Census Trac 38.04,Census Tract 38.04
271.objectid,33.0,271
538.namelsad,Census Tract 3362.01,Census Tract 4372
15.tractce,139502.0,183610
2331.namelsad,Census Trac 17,Census Tract 17
3500.namevalue,118.0,114.0
420.namelsad,Census Tract 1816,Census Tract 2200
251.shape_area,779720.953125,1.76976868290234E9
558.objectid,6.0,558
68.objectid,4.0,68
1620.namelsad,Census Twract 109.02,Census Tract 109.02
3212.namelsad,Census Tract 1y10,Census Tract 110
145.shape_area,1687319.19140625,2.0214540515625E7
510.objectid,4.0,510
3465.tractce,478,401
91.namevalue,35.01,133.09
18.aland,3960101.0,1205737
488.shape_area,1415950.36328125,2399792.53515625
2109.tractce,12040,12000
384.objectid,14.0,384
275.aland,3.3305608E7,1400357
186.namelsad,Census Tract 2014.01,Census Tract 1194
3629.namelsad,Censush Tract 102,Census Tract 102
555.namelsad,Census Tract 2014.02,Census Tract 105.13
157.tractce,139502.0,2401
535.namelsad,Census Tract 105.02,Census Tract 4368
279.tractce,139302.0,802
2147.namelsad,Cenus Tract 118,Census Tract 118
252.tractce,143200.0,573002
3549.namelsad,Census rTact 66,Census Tract 66
195.shape_area,3122277.35546875,845206.375
394.geoid,6.03718352E9,6067009006
379.objectid,6.0,379
357.objectid,12.0,357
456.namevalue,5311.02,31.12
203.shape_length,4882.74807317722,1798.54010053537
234.shape_length,7211.37944676736,19558.4923733333
459.tractce,181600.0,40204
3674.namelsad,Census Tratc 107.03,Census Tract 107.03
321.shape_length,7003.34503482317,15461.2201063345
101.objectid,23.0,101
613.shape_length,6256.07826386147,3746.30679301677
506.geoid,6.03718382E9,6075015900
421.tractce,109002.0,220100
251.geoid,6.037139502E9,6023011200
113.tractce,250701.0,251000
140.tractce,11700.0,4500
1819.namevalue,64.04,3.04
349.geoid,6.037201301E9,6031000405
313.shape_length,4907.77012789812,5572.2898649182
47.objectid,22.0,47
3432.namelsad,Census Tract 38.5,Census Tract 38.05
415.shape_length,7003.34503482317,164891.900177109
358.shape_area,782907.875,1.50382845859375E7
84.shape_length,2938.53692242629,5965.15501734842
24.tractce,201402.0,200
2029.namevalue,80.0,16.0
621.tractce,442500.0,803
1524.namevalue,26.0,7.0
480.tractce,183300.0,15200
325.tractce,201301.0,310702
2421.tractce,3482,3400
331.tractce,183300.0,481603
378.namelsad,Census Tract 1395.02,Census Tract 2133.20
589.objectid,287.0,589
4324.namelsad,Census Tracet 8.01,Census Tract 8.01
283.aland,500438.0,456204145
350.namevalue,20.02,5.0
472.namevalue,6014.02,63.01
471.aland,4365064.0,1578594
669.namevalue,105.0,6.0
56.shape_length,12812.3431953214,5824.08190986439
319.tractce,502.0,3105
635.geoid,6.073003403E9,6019001700
27.namevalue,2014.01,5528.0
414.geoid,6.041109002E9,6009000400
317.tractce,201402.0,1704
2910.namelsad,Census Tnract 29.03,Census Tract 29.03
177.tractce,183300.0,1304
88.namevalue,3362.01,23.04
3813.namelsad,Census Tracft 3.01,Census Tract 3.01
530.shape_length,3617.14066767908,7707.02357114111
1447.namevalue,83.02000000000001,38.02
576.namelsad,Census Tract 4425,Census Tract 63.03
291.shape_length,6256.07826386147,8191.9951726433
2102.namelsad,Census ract 1,Census Tract 1
282.shape_length,5182.11921080899,6459.84548499031
352.shape_area,1828892.28515625,1.61673911992188E7
3744.namelsad,Census Tract 9.05,Census Tract 29.05
504.shape_length,25375.101087556,4416.67017342229
427.namelsad,Census Tract 39,Census Tract 2325
559.objectid,10.0,559
513.geoid,6.037531E9,6001433300
431.objectid,16.0,431
2984.namelsad,Census Tact 45,Census Tract 45
398.aland,4.4063925E7,598601
165.shape_length,5984.91604793565,10796.7376984266
4154.tractce,3201,3102
3597.tractce,10462,10402
97.namevalue,3.0,41.01
408.shape_length,5182.11921080899,3891.18670160979
192.objectid,20.0,192
3420.tractce,12097,12001
459.shape_area,1192884.72265625,2009501.421875
241.aland,6.10964651E8,1430869
372.shape_area,1192884.72265625,702609.1015625
624.shape_area,4.85178728257813E8,2162025.90625
481.shape_length,5984.91604793565,12467.4394465865
3706.namelsad,Ceonsus Tract 1.04,Census Tract 1.04
574.shape_length,113296.394471338,109723.170216135
413.tractce,40303.0,920106
230.namevalue,1838.2,112.05
436.shape_area,451313.2734375,779773.10546875
260.geoid,6.037201401E9,6023000300
170.shape_area,1687319.19140625,655978.8203125
4711.namevalue,35.01,5.01
1964.namelsad,Census Trat 3,Census Tract 3
207.aland,1.5260711E8,7802828
570.geoid,6.037139302E9,6029006007
371.namelsad,Census Tract 1835.10,Census Tract 9104.03
2938.namevalue,17.02,11.02
259.shape_area,910448.23828125,1.17898497560547E9
439.shape_length,3617.14066767908,24586.8610274679
2424.namelsad,Census Triact 302,Census Tract 302
128.geoid,6.107003501E9,6071000303
351.shape_area,779720.953125,1318101.421875
3866.namevalue,52.019999999999996,19.02
484.namevalue,1835.2,71.07
204.objectid,16.0,204
461.tractce,11602.0,40402
1483.tractce,2741,2700
544.namelsad,Census Tract 1816,Census Tract 34.03
208.objectid,2.0,208
306.shape_area,1911762.359375,2389397.81640625
397.shape_area,782907.875,1342137.08984375
