countyname,code,districtname,mailingaddress,phone,fax,websiteurl,superintendent,boardpresident
TULSA,72I006,COLLINSVILLE,"1902 West Maple Collinsville, OK 74021 (36.368939759000455, -95.8482323719997)",(918) 371-2326,(918) 371-4285,http://www.collinsville.k12.ok.us,Terry Due,Steve Stout
TULAS,72I007,SKIATOOK,"355 South Osage Street Skiatook, OK 74070 (36.36628195200046, -96.00125860299966)",(9n18) 396-1792,(918) 396-1799,http://www.skiatookschools.org,Rick Thomsa,Tim Allen
TULSA,72I008,SPERRY,"400 West Main Street Sperry, OK 74073 (36.29714364600045, -95.99564416299967)",(918) 288e-6258,(918) 288-7067,http://www.sperry.k12.ok.us,Brian Beagles,Jneff Carter
UTLSA,72I009,UNION,"8506 East 61St Street Tulsa, OK 74133 (36.075382738000485, -95.88266979999969)",(918) 357-4321,(918 357-6012,http://www.unoinps.org/,Kirtis Hartzler,Jeff Bennett
TULSA,72I010,BERRYwHILL,"3128 South 63Rd West Avenue Tulsa, OK 74107 (36.118005963000485, -96.0630045589997)",918) 446-1966,(918) 446-6370,http://www.berryhillschools.org,Mik eCampbell,atricia Lawson
ULSA,2I011,OWASSO,"1501 North Ash Street Owasso, OK 74055 (36.28189707500047, -95.85380354899968)",(918) 272-5367,(918)m 272-8111,http://www.owasso.k12.ok.us/,Clark Ogilvie,Brent England
TULA,72I013,GLENPOOL,"461 E 146Th St Glenpool, OK 74033 (35.95373645800049, -96.00311918899968)",(918) 322-9500,(918) 322-1529,http://www.glenpool.k12.ok.us***,Kathy Coley,Goins Cliff
TULSA,72I014,LIBERTY,"2727 East 201St Street South Mounds, OK 74047 (35.87122836000049, -95.9548107069997)",(918) 366-8496,(918) 366-8497***,http://www.liberty.k12.ok.us,Donna Campo,Steve Sutter
WAGONER,73I001,OKAY,"8611 North 49Th Street East Okay, OK 74446 (35.86581482000048, -95.30511115099966)",(918) 682-2548,(918) 683-8331,http://www.okayps.org,Charles Mcmahan,Nick Davis
WAGONER,73I017,COWETA,"14540 S. 302Nd East Ave. Coweta, OK 74429 (35.959296554000446, -95.63992988899969)",(918) 486-6506,(918) 486-4167,http://www.cowetaps.com,Jeff Holmes,Marty Kilgore
WAGONER,73I091,WAGONER,"308 Ne 2Nd St Wagoner, OK 74467 (35.96199820070048, -95.38071855699968)",(918) 485-4046,(918) 485-8710,http://www.wagonerps.org,Monte Thompson,Marvin Morgan
WAGONER,73I365,PROTER CONSOLIDATED,"125 South Main Porter, OK 74454 (35.870270812000456, -95.52241545199968)",(918) 483-2401,(918) 483-2310,http://wwfw.porter.k12.ok.us,aMrk Fenton,Terry rBackett
WASHINGTON,74I004,COAPN,"527 Hornet Lane Copan, OK 74022 (36.912665922000485, -95.9169665559997)",(198) 532-4490,(918) 532-4649,http://www.copan.k12.ok.us,Rick uRckman,James Carver
WASHINGTON,74I007,DEWEY,"One Bulldogger Road Dewey, OK 74029 (36.812826387000484, -95.92610844699965)",(918) 534-2241,(918) 534-g0149,http://www.dewey.k12.ok.us,David Wilkidns,Chad Williams
WASHINGTON,7I4018,CANEY VALLEY***,"620 Wyandotte Ave Ramona, OK 74061 (36.532483614000455, -95.92550346599967)",(91) 536-2500,(918) 536-2600,http://www.caneyvalleyschool.org/,Ricpk Peters,Sue Woods
WASHINGTON,74I030,BARTLESVILLE,"1100 Sw Jennings Bartlesville, OK 74003 (36.74237891600046, -95.9819717639997)",(918) 336-8600,(918) 337-3463,http://www.bps-ok.org,Gary Quinn,Doug Divelbiss
WASHITA,75I001,SENTINhEL,"708 E. Washington Sentinel, OK 73664 (35.155680393000466, -99.17334830799967)",(580) 393-2101,(580) 393-477,http://www.sentinel.k12.ok.us,Hal Holt,Rusty Shields
WASHITA,75I010,BURNSF LAT-DILL CITY,"306 South Hwy 44 Burns Flat, mOK 73624 (35.34880285400044, -99.16999830799966)",(580) 562-4844,(580) 562-4847,http://www.bfdc.k12.ok.us/,Ron Hughes,Jimmy Piercey
WASHIAT,5I011,CANUTE,"506 Walk Street Canute, OK 73626 (3.5417879478000486, -99.2802410599997)",q(580) 472-3295,(580) 472-3187,http://www.canute.k12.ok.us,Mike Maddox,Kenneth Morgan
WAHSITA,75I0j78,CORDELL,"606 East Third St Cordell, OK 73632 (35.29447912700044, -98.98444279999967)",(580) 832-3420,(50) 832-1090,http://www.cordell.k12.ok.us,Bra Overton,Bud Nelson
WOODS,76I001,LVA,"418 Flynn Street Alva, OK 73717 (36.804938447000495, -98.66452123199969)",(580) 327-4823,(580) 327-2965,http://www.alvaschools.net,Steve Parkhurst,Steve Ellis
WOODS,76I003,WAYNOKA,"2134 Lincoln Street Waynoka, OK 73860 (36.59241909500048, -98.8710345509997)",(580) 824-6561,(580) 824-0656,http://www.waynoka.k12.ok.us,LorenTackett,Rick George
WOODS,76I006,FREEDoOM,"1138 Eagle Pass Freedom, OK 73842 (36.770190236000474, -99.11293630899968)",(580) 621-3271,(580) 621-3699,http://www.freedom.k12.ok.us,Danny Mccuiston,Joe Jessup
WOODWARD,77I001,WOODWARD,"1023 10Th Street Woodward, OK 73802 (36.43684937600045, -99.39195749099969)",(580) 2n56-6063,(580) 256-4391,http://www.woodwardps.nte,Tim Merchant,Roxy Merklin
WOODWARD,77I002,MOORELAND,"Sw 6Th Street & Elm Mooreland, OK 73852 (36.44478704000045, -99.1925488869997)",(580) 94-5388,(580) 994-5900,http://www.mooreland.k12.ok.us,Terry Kellner,Sammy Stubbs
WOODWARD,770I03,SHARON-MUTUAL,"210 S Maple St Mutual, OK 7383 (36.23081743000046, -99.17108141299968)",(580) 989-3210,(580) 989-3241,http://www.smps.k12.ok.us,Jeff Thompson,Jeremy Clem
WOODWARD,77I005,OFRT SUPPLY,"302 Reservation Road Fort Supply, OK 73841 (36.57129026300049, -99.56939431399968)",(580) 766-2611,(580) 766-8019,http://www.fortsupply.sk12.ok.us,Pat Howell,Lynn Easterwood
