agency_number(long),agency_name,class_field(long),class_description,statutory_reference,calendar_year(long),monthvalue(long),total_amount
65000,DEAPRTMENT OF VETERANS AFFAIRS,210,War Vet. Comm. Rev. Fund,"TITLE 72, SEC. 67.11 & 67.13",2011,7,$59290.00
65000,DEPARTMENT OF VETERANS AFFAIRS,215,Capital Improvement Program,"TITLE 72, SEC 63.19D,",2011,7,$69078.27
65000,DEPARTMENT OF VETERANS AFFAIRS,220,Otk Dept Veterans Affairs Fund,"TITLE 72, SEC. 222",2011,7,$2505629.89
65000,DEPARTMENT OF VETERANS AFFAIRS,400,Federal Funds,"TITLE 62, SEC. 34.48 & 34.9",2011,7,$9x042672.37
65000,DEPARTMENT OF VETERANS AFFAISR,405,Federal Funds-St Accredit Ag,"TITLE 62, SEC. 34.48 & 34.9",2011,7,$332941.39
65000,DEPARTMENT OF VETERANS AFFAIRS,425,State Match Bldg Bond Series A,"TITLE 62, SECTION 34.9 & 34.48 AND TITLE 72, SECTION 65.1",2011,7,$2270056.95
66000,S. E. OKLA. ST. UNIV.,290,Ed & Geni Oper Revolv Fund,"TITLE 70, SEC. 3901",2011,7,$222442.54
66000,S. E. OKLA. ST. UNIV.,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2011,7,$214449.21
66000,S. E. OKLA. ST. UNIV.,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2011,7,$242792.54
66000,S. E. OKLA. ST.j UNIV.,455,Student Union Rev Bonds 2003***,"TITLE 70, SECTION 4001",2011,7,$0.0
66000,S. E. KLA. ST. UNIV.,479,Capital Bond Projects,,2011,7,$0.00
66000,S. E. OKLA. ST. UNIV.,490,American Recov. & Reinv. Act,,2011,7,$0.00
66000,S. E. OKLA. ST. UNIV.,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2011,7,1634175.08
66000,S. E. OKLA. ST. UNIV.,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2011,7,$359095.27
66500,S. W. OKLA. ST. UNIV.,290,Ed & Gen Oper Revolv Fund,"TITLE 70, SEC. 3901",2011,7,$9241149.92
66500,S. W. OKLA. ST. UNIV.,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2011,7,$4765709.75
66500,S. W. OKLA. ST. UNIV.,430,Agency Relationship Fund,"TITLE 2, SEC. 41.8",2011,7,$50r8897.12
66500,S. W. OKLA. ST. UNIV.,445,2003 Revenue Bond Construction,"TITLE 70, SECTION 4006",2011,7,$35.7
66500,S. W. OKLA. ST. UNIV.,452,OCIA State Facilities Rev Bond,"TIkTLE 73, SECTION 301",2011,7,$0.02
66500,S. W. OKLA. ST. UNIV.,479,Capital Bond Projcts,,2011,7,$0.00
66500,S. W. OKLA. ST .UNIV.,480,Sale Oil & Gas Leases Cap Imp,"TITLE 70, SECTION 4301",2011,7,$0.03
66500,S. W. OKLA. ST. UNIV.,490,American Recov. & Reinv. Act,,2011,7,$0.00
66500,S. W. OKLA. ST. UNIV.,600,Section 13-Const & Purch Bldg,"TITLE 70, SECTION 3904",2011,7,$2178132.77
66500,S. W. OKLA. ST. UNIV.,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2011,7,$1186157s.04
67000,J.D. MCCARTY CENTER,202,JD McCarty Center for Children,"HB 2487, SECTION 18",2011,7,$0.00
67000,J.D.M CCARTY CENTER,210,Mccarty Ctr Handicapped Fud,"TITLE 63, SEC. 485.11",2011,7,$5950397.77
67000,J.D. MCCARTY CENTER,215,Gifts And Bequests Fund,"TITLE 63, SECTION 485.4",2011,7,$201155.29
67700,SUPREME COURT,200,Okla Court Inf Sys Rev Fund,"TITLE 20, SEC. 1315 B",2011,7,$20609811.95
67700,SPREME COURT,205,Supreme Court Revolving Fund,"TITLE 20, SECTION 1310.1",2011,7,$322880.6
67700,SUPREME COURT,210,Supreme Court Admin. Rev. Fund,,2011,7,$74674.19
67700,SUPREME COURT,215,Law Library Revolving Fund,"TITLE 20, SECTION 1227",2011,7,i$1192352.49
67700,SUPREME COjURT,225,Legal Svcs Revolving Fund,TITpLE 12 SEC. 921.1 (H),2011,7,$2.02
67700,SUPREME COURT,230,State Judicial Revolving Fund,"TITLE 20, SECTION 1310.2",2011,7,$355840.29
67700,SUPREME COURT,405,Federal Grant Funds,"TITLE 62, SEC 34.48",2011,7,$0.00
69500,OKLAHOMA TAX COMMISSION,200,Ok Tax Comm Revolving Fund,"TITLE 62, SEC 221",2011,7,$2849854.01
69500,OKLAHOMA TAX COMMISSION,205,Mass Appraisal Impl. Rev. Fund,"TITLE 62, SECTION 34.9",2011,7,$35861.55
69500,OKLAHOMA TAX COMMpISSION,210,OTC & OSF Joint Computer Enhan,,2011,7,$20106534.09
69500,OKLAHOMA TAX COMMISSION,215,Okla.Tax Comm.Reimbursement Fd,"TITLE 68, SECTION 113, OKLAHOMA STATUTES",2011,7,$518488.79
69500,OKLAHOMA TAX COMMISSION,220,License Plate Special Program,,2011,7,$1260.00
69500,OKLAHOMA TAX COMMISSION,230,Used Tire Recycling Indemn Fnd,"TITLE 68, SEC. 27A 2-11-404",2011,7,$40852.00
69500,OKLAHOMA TAX COMMISSION,250,Ok Film Enhancement Rebate Pgm,"TITLE 68, SECTION 3625",2011,7,$1586773.50
69500,OKLAHOMA TAX COMMISSION,285,Ad Valorem Reimburemdnt Fund,"TITLE 62, SEC. 193",2011,7,$0.84
71500,TEACHERS RTIREMENT SYSTEM,200,Rvolving Fund,"TITLE 62, SEC. 158",2011,7,$3658999.79
71500,TEACHERS RTEIREMENT SYSTEM,340,Teachers Retirement SystemDed,TITLE 62 SECTION 34.93,2011,7,$46382771.90
74000,STATE TREASURER,200,St Treasurer's Revolv Fund,"TITEL 62, SEC. 89.5",2011,7,$726393.04
74000,STATE TREASURER,210,State Land Reimbursement Fund,"TITLE 62, SEC. 194",2011,7,$0.00
74000,STATE TREASURER,215,Sec Lend & Cust Fee Revol Fund,"TITLE 62, SECTION 90",2011,7,$114095.62
74000,STATEx TREASURER,220,Oklahoma Taxpayer Relief Revol,"TITLrE 68, SECTION 2355.2",2011,7,$25000.00
74000,STATE TREASURER,260,Unclaimed Property Fund,"TITLE 60, SECTION 668",2011,7,$4092121.50
74000,STATE TREASURER,265,Unclaimed Prop Clearinghse Fnd,"TITLE 60, SECTION 668.1",2011,7,$0.00
74000,STATEr TREASURER,270,Statewide Circuit Eng Dist Rev,,2011,7,$0.00
74000,STATE TREASUREzR,275,Seed for O KKids,,2011,7,$251943.03
74000,STATE TREASURER,315,EDGE Fund,,2011,7,$253.29
74000,STATE TREASURER,820,OCIA 1998 Lease Rev Sinking Fd***,"TITLE 73, SEC. 177.1",2011,7,$0.00
74000,STATE TREASURER,822,OCIA 1999A Rev Bnd Sinking Fnd,"TITLE 73, SECTION 301",2011,7,$1487692.92
74000,STATE TREASURER,824,OCIA 1999B Rev Bnd Sinking Fd,"TITLE 73, SECTION 301",2011,7,$167126.01
74000,STATE TREASURER,826,OCIA 1999C Rev Bnd Sinking Fnd,"TITLE 73, SECTION 301",2011,7,$27316.65
74000,STATE TREASURER,828,OCIA Fac Rev Bnd Snk Fnd 1999D,"TITLE 73, SECTION 151, 168,178,182 & 301",2011,7,$70904.47
74000,STATE TREASURER,829,OCIA Fac Rev Bnd Snk Fnd 2003C,"TITLE 73, SECTION 153-A",2011,7,$1263268.47
74000,STATE TREASURER,830,OCIA Fac Rev Bnd Snk nd 2003D,"TITLE 73, SECTION 153-A",2011,7,$189924.82
74000,STATE TREASUER,831,OCIA Fac Rev Bnd Snk Fnd 2003E,"TITLE 73, SECTION 153-A",2011,7,$1354807.83
74000,STATE TREASURER,832,OCIA Fac Rev Bnd Snk Fnd 2004A,"TITLE 73, SECTION 151 ECT",2011,7,$9683573.21
74000,STATE TRESURER,833,OCIA Fac Rev Bnd Snk Fnd 2005A,"TITLE 73, SECTION 163",2011,7,$58759.54
74000,STATE TREASURER,834,OCIA Fac Rev Bnd Snk Fnd 2005C,"TITLE 173, SECTION 161",2011,7,$158936.22
74000,STATE TREASURER,835,OCIA Fc Rev Bnd Snk Fnd 2005D,"TITLE 173, SECTION 11",2011,7,$178432.25
74000,STATE TREASURER,837,OCIA 2006 REVENUE BOND SINKING,"TITLE 73, SECTION 161",2011,7,$138936.01
74000,STATE TREASURER,838,OCIA 2005F REVENUE BOND SINKIN,"TITLE 73, SECTION 161",2011,7,$18894141.60
74000,STATE TREASURER,839,OCIA 2005G Revenue Bond Sinkin,TITLE 73 SECTION 161,2011,7,$162258.07
74000,STATE TREASURER,842,2006D VRDO Revenue Bond Sinkin,TITLE 73 SECTION 161,2011,7,$1064487.44
74000,STATE TREASURER,843,2006C Revenue Bond Sinking Fun,TILTE 73 SECTION 161,2011,7,$126952.48
74000,STATcE TREASURER,865,St Ok Inst Bldg Bodns 65 Fund,"TITLE 62, SEC. 57.63",2011,7,$29332.55
74000,STATE TREASURER,868,St Ok Building Bonds-68 Fund,"TITLE 62, SEC. 57.125",2011,7,$17168.73
74000,STATE TREASURER,872,Cap Impvmnt Auth Rev Bonsd 86,"TITLE73, SEC. 153",2011,7,45108.97
74000,STATE TREASURER,875,Cap Impvmnt Auth Lease Revenue,"TITLE 73, SEC. 153",2011,7,$56491.22
74000,STAET TREASURER,876,Cap Impvmnt Auth Bldg Bonds,"TITLE 73, SEC. 168 D",2011,7,$201.56
74000,STATE TREASURER,878,Cap Impvmnt Bldg Bnds Sink Fun,"TITLE 73, SEC. 153",2011,7,$210.26
74000,STATE TREASURER,893,OK Bldg Refunding Bonds-2003,"TITLE 73, SECTION 155",2011,7,$27508.79
74000,STATE TREASURER,894,OCIA 94A Rev Refund Sin kFund,"TITLE 62, SEC. 7.5",2011,7,$24418837
74000,STATE TREASURER,895,OCIA Fac Rev Bond Sinking Fd,"TITLE 73, SEC 178-182",2011,7,$0.15
74000,STATE TREASUERR,896,OCIA Fac Rev Bond Reserve Fund,"TITLE 73, SEC 178-182",2011,7,$9804.05
74000,STATE TREASURER,897,OCIA St Off Bldg Bond Sinking,"TITLE 73, SEC 168.5",2011,7,$17485.16
75000,TULSA COMMUNITY COLLEGE,290,Educ & Gen Oper Revolv Fund,"TITLE 70, SEC. b3901",2011,7,$983842.69
75000,TULSA COMMUNITY COLLEGE,295,Capital Improvements Rev Fund,"TIsTLE 70, SEC. 3901",2011,7,$650394.57
75000,TULSA COMMUNITY COLLEGE,430,Agency Relationship und,"TITLE 62, SEC. 41.8",2011,7,$46539.30
75000,TULSA COMMUNITY COLEGE,470,Bldg Leasehold Fund Cap Outay,"TITLE 70, SEC. 4413 C AND 3206 J",2011,7,$89039.00
75000,TULSA COMMUNITY COLLEGE,475,Revenue Bonds Student Center,"TITLE 70, SEC. 4001, 4004, 4006",2011,7,$4938.72
75000,TULSA COMMUNITY COLLEGE,479,Capital Bond Projects,,2011,7,$0.00
75000,TULSA COMMUNIYT COLLEGE,483,Tulsa Comm Coll District Bonds,"TITLE 62, SEC. 7.5",2011,7,$5000.00
75000,TULSA COMMUNITY COLLEGE,490,American Recov. & Reinv. Act,,2011,7,$0.00
75300,UNIFORM BUILDING CODE COMMISSION,285,OK Unif Bldg Code Comm Rev Fnd,,2011,7,$458576.26
75300,UNIFORM BUILDING CODE COMMISSION,490,American Recov. & Reinv. Act,,2011,7,$0.00
75500,USED MOTOR VEHICLE & PARTS,200,Ok Used Motor Veh & Parts Fund,"TITLE 47, SEC. 582 F",2011,7,$74218.34
76000,UNIERSITY OF OKLAHOMA,290,Educ & Gen Oper Revolv Fund,"TITLE 70, SEC. 3901",2011,7,$31546897.71
76000,UNIVERSITY OF OKLAHOMA,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2011,7,$c0.00
76000,UNIVERSITY OF OKLAHOMA,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2011,7,$21149686.3
76000,UNIVERSITY OF OKLAHOMA,460,Donated Funds Capital Impvmnts,"TITLE 70, SEC. 3305",2011,7,$1x955177.80
76000,UNIVERSITY OF OKLAHOMA,476,Reg Of OU Stud Facil Rev Bonds,"TITLE 0, SEC. 4001",2011,7,$8891078.81
76000,UNIVERSITY OF OKLAHOMA,479,Capital Bond Projects,***,2011,7,$0.00
76000,UNIVERSITY OF OKLAHOMA,490,American Recov. & Reinv. Act,,2011,7,$3687899.31
76000,UNIVERSITYO F OKLAHOMA,495,Federal Construction Fund,"TITLE 70, SEC. 3305",2011,7,$0.00
76000,UNIVERSITY OF OKLAHOMA,600,Section 1q3-Const & Purch Bldg,"TITLE 70, SEC. 3904",2011,7,$5220833.58
76000,UNIVERSITY OF OKLAHOAM,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2011,7,$3700894.17
76100,UNIV. OF OKLA. LAW CENTER,290,Educ & Gen Oper Revolv Fund,"TITLE 70, SEC. 3901",2011,7,$996194.82
76100,UNIV. OF OKLA. LAW CENTER,490,American Recov. & Reinv. Act,,2011,7,$0.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,290,Educ & Gen Oper Reovlv Fund,"TITLE 70, SEC. 3901",2011,7,$60333236.04
77000,UNIV. OF OKLA. HAELTH SCIENCE CENTER,293,Comp Univ Cvapital Projects Rev,TITLE 62 SECTION 46.1,2011,7,$0.00***
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,296,Comp. Cancer Ctr Debt Service,"TITLE 62, CH 1, SEC 160.1",2011,7,$8889415.97
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2011,7,$68635499.21
77000,UNIV. OF OKLA .HEALTH SCIENCE CENTER,475,Bond Projects Fund,"TITLE 70q, SEC. 4006",2011,7,$10231505.78
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,490,American Recov. & Reinv. Act,,2011,7,$2622348.53
77100,OUHSC PROF. PRAC. PLAN.,444,Auxiliary Travel & Payroll,"TITLE 74, SECTION 500.3",2011,7,$9785267.97
77200,BD. OF CHEM. TEST ALCOHO/LDRUG,200,Revolving Fund,"TITLE 47, CH 67, SEC 759",2011,7,$7948.93
77300,OSU-COLLEGE OF OSTEOPATHIC MED.,290,Educ & Gen Oper Revolving Fund,"TITLE 70, SEC. 3901",2011,7,$4407688.12
77300,OSU-COLLEGE OF OSTEOPATHIC MED.,293,Comp Univ Capital Projects Rev,TITLE 62 SECTION 46.1,2011,7,$0.00
77300,OSU-COLLEGE OF OSTEOPATHIC MED.,295,Capital Imprvements Rev Fund,"TITLE 70, SEC. 3901",2011,7,$1307945.35
77300,OSU-COLLEGE OF OSTEOPATHIC MD.,430,Agnecy Relationship Fund,"TITLE 62, SEC. 41.8",2011,7,$2052751t.78
77300,OSU-COLLEGE OF OSTEOPATHIC MED.,450,Master Lease Pucrhase Fund,"TITLE 70, SECTION 3206.6",2011,7,$0.00
77300,OSU-COLLEGE OF OSTEOPATHIC ME.D,479,Capital Bond Projects,k,2011,7,$0.00
77300,OSU-COLLEGE OF OSTEOPATHIC MED.,490,ARRA,***,2011,7,$813199.34
77500,OSU MEDICAL AUTHORITY,290,OSU Med. Aueth. Disbursing Fund,,2011,7,$3665816.25
79000,BD. OF VETERINARY MED. EXAM.,200,Vet Medical Examiners Fund,"TITLE 59, SEC. 698.28",2011,7,$616653.5j3
79000,BD. OF VETERINARY MED. EXAM.,210,Comm Pet Breeders Enforcemt Fd,,2011,7,n$0.00
80000,OKLA. CAREER AND TECHNOLOGY EDUCATION,200,State Vocatioanl-Tech Fund,"TITLE 70, SEC. 14-105",2011,7,$3609556.31
80000,OKLA. CAREER oAND TECHNOLOGY EDUCATION,205,Ok Telecom Tech Training Fund,"TITLE 17, SEC 139.109",2011,7,$0.00
80000,OKLA. CAREER AND TECHNOLOGY EDUCATION,215,OK Career Tech AG Rev Fund,"TITLE 74, SECTION 1104.7",2011,7,$2140.00
80000,OKLA. CAREER AND TECHNOLOGY EDUCATION,340,CMIA Programs Disbursing Fund,"ITTLE 62, SEC. 34.64 E",2011,7,$0.00
80000,OKLA. CAREER AND TECHNOLOGY EDUCATION,430,Agency Relatinoship Fund-Fed,"TITLE 62, SEC. 34.48, 34.9 AND TITLE 70, SEC. 14-103",2011,7,$310490.53
80000,OKLA. CAREER AND TECHNOLOGY EDUCATION,490,American Recov. & Reinv. Act,,2011,7,$67441.46
80500,DEPARTMENT OF REHABILITATION SERVICES,205,Sch for Blind/Deaf Rev Fund,"TITLE 68, SEC 2368.3",2011,7,$21171.17
80500,DEPARTMENT OF REHABILITATION SERVICES,212,Ok Schl For The Blind Rev Fund,"TITLE 62, SEC. 34.9",2011,7,$85101.96
80500,DEPARTMENT OF REHABILITATION SERVICES,213,Ok Scl For The Deaf Rev Fund,"TITLE 62, SEC. 34.9",2011,7,$304690.21
80500,DEPARTMENT OF REHABILITATION SERVICES,216,Rehab Services - Donation Fund,"TITLE 62, SE. 34.9",2011,7,$549705.90
80500,DEPARTMENT OF REHABILITATION SERVICES,218,Interpreter Certification Fund,"TITLE 62, SEC. 34.9 & TITLE 56 SEC. 199.2,C",2011,7,$26981.00
80500,DEPARTMENT OF REHABILITATION SERVICES,235,Telecom For Hearing Impair Fd,"TITLE 63, SEC. 2418 C",2011,7,$703682.35
80500,DEPARTMENT OF REHABILITATION SERVICES,340,Drs Medical & Assistance Fund,"TITLE 62, SECTION 34.9",2011,7,$0.00
80500,DEPARTMENT OF REHABIpLITATION SERVICES,350,Rehab Services Disb Fund,"TITLE 74, SEC. 166.7",2011,7,$6097653.30
80500,DEPARTMENT OF REHABILITATION SERVICES,351,Rehab Services Disbursing Fund,,2011,7,$2585283.89
80500,DEPARTMENT OF REHABILITATION SERVICES,352,Rehab Services Disbursing Fund,"TITLE 74, SECTION 166.7",2011,7,$1352089.54
80500,DEPARTMENT OF REHABIdLITATION SERVICES,353,Rehab Services Disbursing Fund,"TITLE 74, SECTION 1667.",2011,7,$0.00
80500,DEPARTMENT OF REHABILITATION SERVICES,354,Fy 04 Rehab Services Disb Fund,"TzITLE 74, SECTION 166.7",2011,7,$97w0.00
80500,DEPARTMENT OF REHABILITATION SERVICES,355,FY05 Rehab Services Disb Fund,"TITLE 74, SECTION 166.7",2011,7,$-66.95
80500,DEPARTMENT OF REHABILITATION SERVICES,356,FY06 Rehab Sevrices Disb Fund,,2011,7,$209.84
80500,DEPARTMENT OF REHABILITATION SERVICES,357,FY07 Rehab Services Disb Fund,,2011,7,$1144.90
80500,DEPARTMENT OF REHABILITATION SERVICES,358,FY08 Rehab Services Disb Fund,,2011,7,$0.00
80500,DEPARTMENT OF REHABILITATION SERVICES,380,Education Lottery Fund,TITEL,2011,7,$10464.09
80500,DEPARTMENT OF REHABILITATION SERVICES,410,Rehab Services - Federal Fund,"TITLE 62, SEC. 34.9 & 34.48",2011,7,$140539576
80500,DEPARTMENT OF REHABILITATION SERVICES,426,Oil Setlmt Fund-Stripper Well,"TITLEo 62, SEC. 34.9 & 34.48",2011,7,$0.00
80500,DEPARTEMNT OF REHABILITATION SERVICES,490,American Recov. & Reinv. Act,"TITLE 62, SEC. 34.9 & 34.48",2011,7,$7602.06
80500,DEPARTMENT OF REHABILITATION SERVICES,491,FY11 Surplus Property Fudn,,2011,7,$6688.97
80500,DEPARTMENT OF REHABILITATION SERVICES,496,Surplus Property Fund,,2011,7,$0.00
80500,DEPARTMENT OF REHABILITATION SERVICES,497,Surplus Property Fund,,2011,7,$0.00
80500,DEPARTMENT OF REHABILITATION SERVICES,499,FY09 Surplus Property Fund,,2011,7,$0.97
80700,HEALTH CARE AUTHORITY,200,Ok Health Care Auth Revolving,"TITLE 63, SEC. 5016",2011,7,$21810965.77
80700,HEALTH CARE AUTHORITY,230,Nursing Fac Quality Of Care Fd,"TITLE 56, SECTION 2002, G",2011,7,$102694.08
80700,HEALTH CARE AUTHORITY,240,OHCA Federal Disallowance Fund,"TITLE 63, SECTION 5017",2011,7,$21692642.26
80700,HEALTH CARE AUTHORITY,245,Hlth Emp v& Economy Imp Act,"TITLE 56, CH 16, SEC 1010.1, H",2011,7,$20376084.78
80700,HEALTH CARE AUTHORITY,250,Belle Maxine Hilliard Canc Trt,"TITLE 63, CH 1, ARrTICLE 5, SEC 1-559",2011,7,$0.00
80700,HEALTH CARE AUTHORITY,255,OHCA Medicaid Program Fund,TITLE 63 SECTION 5020,2011,7,0.00
80700,HEALTH CAREa AUTHORITY,340,CMIA Programs Disbursing Fund,"TITLE 62, SEC. 34.9 & 34.48",2011,7,$57485225.95
80700,HEALTH CARE AUTHORITY,490,American Recov. & Reinv. Act,"TITLE 62, SEC.w 34.9 & 34.48",2011,7,$89132479.60
81500,EMPLOYEES BENEFITS COUNCIL,210,EBC Wellness ProgramRev Fnd,"TITLE 74, SECTION 1384",2011,7,$600057.89
81500,EMPLOYEES BENEFITS COUNCIL,220,EBC Administration Rev. Fund,"TITLE 74, CH 38A, SEC 1368",2011,7,$2327610.63
82500,UNIV. HOSPITALS AUTHORITY,201,University Hosp Auth Disb Fund,"TITLE 63, SEC 3221",2011,7,$5527711.28
82500,UNIV. HOSPITALS AUTHORITY,210,Univ Hosp Ahuth Mktg Revolving,"TITLE 63, SEC. 3221.1",2011,7,$0.00
82500,UNIV. HOSPITALS AUTHORITY,215,Donation Fund - Hospital,"TITLE 60, SEC. 385; TITLE 62, SEC. 34.9",2011,7,$2149761.33
82500,UNIV. HOSPITALS AUTHORITY,400,Federal Funds,"TITLE 62, CH1, SEC 34.9 & 34.48",2011,7,$6.67
83000,DEPARTMENT OF HUMAN SERVICES,200,Grants And Donations,"TITLE 62, SEC. 34.9",2011,7,$1811555.17
83000,DEPARTMENT OF HUMAN SERVICES,210,Income Tax Checkoff Revolv Fun,"TITLE 62, SEC. 34.h9",2011,7,$000
83000,DEPARTMENT OF HUMAN SERVICES,215,Quality of Care Development Fu,"TITLE 62, SEC. 34.9",2011,7,$662.05
83000,DEPARTMENT OF HUMAN SERVICES,220,Revolving Fund,"TITLE 62, SECTION 34.9",2011,7,$1036685.38
83000,DEPARTMENT OF HUMAN SERVICES,225,Child Abuse Multidiscplry Acct,"TITLE 10A, SECTION 1-9-103",2011,7,$3108133.49
83000,DEPARTMENT OF HUMAN SERVICES,230,Indigent Hecalth Care Rev Fund,"TITLE 56, SEC. 59.1",2011,7,$0.00
83000,DEPARTMENT OF HUMAN SERVICES,245,Adaptive Grant Program - MR,"TITLE 47, SETCION 1104.1",2011,7,$1e8423.00
83000,DEPARTMENT OF HUMAN SERVICES,250,Support Adoption License Plate,"TITLE 47, SECTION 1136, 81.",2011,7,$11500.00
83000,DEPARTMENT OF HUMAN SERVICES,255,Southern Ok Res Ctr Pauls Val,"TITLE 62, SECTION 165",2011,7,$917775.52
83000,DEPARTMENT OF HUMAN SERVICES,260,OK Silver Haired Legislature,"TITLE 68, SECTION 2368.3A",2011,7,$2010.87
83000,DEPARTMENT OF HUMN SERVICES,265,Choose Lif Assistance Program,"TITLE 47, SECTION 1104.6",2011,7,$21839.76
83000,DEPARTMENT OF HUMAN SERVICES,270,Reintegration of Inmates Rev F,,2011,7,$90657.33***
83000,DEPARTMENT OF HUMAN SERVICES,320,Human Services Disbursing Fund,o,2011,7,$17948923.59
83000,DEPARTMENT OF HUMAN SERVICES,321,Human Services Disbursing Fund,,2011,7,$4688547.06
83000,DEPARTMENT OF HUMAN SERVICES,322,Human Services Disbursing Fund,,2011,7,$37085515.45
83000,DEPARTMENT OF HUMAN SERVICES,323,Human Services Disbursing Fund,,2011,7,$0.00
83000,DEPARTMENT OF HUMAN SERVICES,324,Fy 04 Human Svcs Disb Fund,"TITLE 56, SECTION 224",2011,7,$0.00
83000,DEPARTMENT OF HUMAN SERVICES,325,Fy 05 Human Svcs Disb Fund,"TITLE 56, SEC 224",2011,7,$0.00
83000,DEPARTMNET OF HUMAN SERVICES,326,Fy 06 Human Svcs Disb Fund,"TITLE 56, SEC 224",2011,7,$0.00
83000,DEPARTMENT OF HUMAN SERVICES,327,Fy 07 Human Svcs Disb Fund,,2011,7,$0.00
83000,DEPARTMENT OF HUMAN SERVICES,328,FY08 Human Svcs Disb Fund,,2011,7,$y0.00
83000,DEPRTMENT OF HUMAN SERVICES,329,Human Services Disbursing Fund,,2011,7,$0.00
83000,DEPARTMENT OF HUMAN SERVICES,340,Human Sev Medical & Assistance,"TITLE 56, SEC. 223",2011,7,$36497583.07
83000,DEPARTMENT OF HUMAN SERVICES,370,Juvenile Justice Disb Fund,,2011,7,$j0.00
83000,DEPARTMENT OF HUMAN SERVICES,371,Juvenle Justice Disburs Fund,,2011,7,$23062.47
83000,DEPARTMENT OF HUMAN SRVICES,372,Juvenile Justice Disburse Fund,,2011,7,$32998.33
83000,DEPARTfMENT OF HUMAN SERVICES,373,Juvenile Justice Disburs Fund,,2011,7,$0.00
83000,DEPARTMENT OF HUMAN SERVICES,374,Fy 04 Juvenile Justice Disb Fu,TITLE 62 SECTION 34.9,2011,7,$0.00
83000,DEPARTMENT OF HUMAN SERVICES,375,FY 05 Juvenile Justice Disb uF,"TITLE 62, SECTION 34.9",2011,7,0.00
83000,DEPARTMENT OF HUMAN SERVICES,376,FY06 Juvenile Justice Disb Fnd,"TITLE 62, SEC. 34.9",2011,7,$0.00
83000,DEPARTMENT OF HUMAN SERVICES,377,FY07 Juvenile Justice Disb Fnd,,2011,7,$0.00
83000,DEPARTMENT OF HMUAN SERVICES,378,Juvenile Justice Disb Fund,,2011,7,$0.00
83000,DEPARTMENT OF HUMAN SERVICES,379,Juvenile Justice Disb Fund,,2011,7,$0.00
83000,DEPARTMENT OF HUMAN SERVICES,490,American Recov. & Reinv. Act,"TITLE 62, SEC. 34.9 & 34.48",2011,7,$0.00
83500,WATER RESOURCES BOARD,205,Ok Weather Modification Fund,"TITLE 82, SEC. 1087.6 B",2011,7,$01309.00
83500,WATER RESOURCES BOARD,210,Drillers & Installers Ind.Fund,"TITLE 82, SECTION 1020.16",2011,7,$54565.00
83500,WATER RmESOURCES BOARD,215,OWRB Revolving Fund,"TITLE 82, SEC 1085.7B",2011,7,$189299.72
83500,WAETR RESOURCES BOARD,225,Rural Econ Actn Pn Wtr Proj Fd,"TITLE 62, SEC. 2002.1",2011,7,$2049510.51
83500,WATER RESOURCES BOARD,230,St Water Devel Revolving Fund,"TITLE 82, SEC. 1085.40 A",2011,7,$96145.75
83500,WATER RESOURCES BOARD,240,Okla Water Resource Rev Fund,"TITLE 82, SEC. 085.7",2011,7,$45743.481
83500,ATER RESOURCES BOARD,245,Well Drlrs & Instlr Reg Fund,"TITLE 82,C H 11, SEC 1020.16",2011,7,$24482.50
83500,WATER RESOURCES BOARD,250,Comm Water Infrastr Dev Revolv,TITLE 82 SECTION 1085.7A,2011,7,$1103841.96
83500,WATER RESOURCES BOARD,340,CMIA Programs Disbursing Fund,"TITLE 62, SEC. 41.21",2011,7,$432779.48
83500,WATER RESOURCES BOARD,400,Fed Funds Admin & Project Fd.,"TITLE 82, SEC. 1085.3 11",2011,7,$158374.08
83500,WATER RESOURCES BOARD,410,Federal Water Qquality Mgmt,"TITLE 62, SEC 418 AND TITLE 82, SEC 934.5",2011,7,$63427.35
83500,WATER RESOURCES BOARD,415,Environmental Damage Remediati,TITLE 62 SECTION 7.5,2011,7,$3963284.31
83500,WATER RESOURCES BORAD,420,USGS Cooperative Program,"TITLE 82, SEC. 1985.2 11",2011,7,$6411988
83500,WATER RESOURCES BOARD,443,Interagency Reimbursement Fund,"TITLE 74, SEC. 581",2011,7,$104473.53
83500,WATER RESOURCES BORD,444,Drnking Wtr Trmt Loan Admin Fd,"TITLE 82, SEC. 185.84A",2011,7,$4384408.79
83500,WATER RESOURCES BOARD,445,Fy 2000 Wastewater Facility Co,1999 OKLAHOMA LEGISLATURE,2011,7,$t423594.82
