Paketti,Tilanne,Tiedosto,Kääntäjä,Ryhmä
kdevplatform,100% (4t;0f;0u),po/ru/kdevtemplates_config.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
kdevplatform,100% (4t;0f;0u),po/ru/kdevgenericprojectmanager.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
arandr,100% (37t;0f;0u),data/po/ru.po,HsH,hsh at runtu dot org
gimp-plugin-registry,100% (162t;0f;0u),separate+/separate+/po/ru.po,Александр Прокудин,gnome-cyr at lists dot gnome dot org
gimp-plugin-registry,100% (42t;0f;0u),safe-for-web/gimp-save-for-web-0.29.3/po/ru.po,Alexandre Prokoudine,gnome-cyr at lists dot gnome dot org
gimp-plugin-registry,100% (36t;0f;0u),wavelet-denoise/wavelet-denoise-0.3.1/po/ru.po,Alexandre Prokoudine,gnome-cyr at lists dot gnome dot org
gimp-plugin-registry,100% (17t;0f;0u),wavelet-decompose/wavelet-decompose-0.1.2/po/ru.po,Alexandre Prokoudine,gnome-cyr at lists dot gnome dot org
pidgin-otr,100% (100t;0f;0u),po/ru.po,Sergei Smirnov,moscow at hro dot org
syncevolution,100% (163t;0f;0u),po/ru.po,GLS_Translator_RUS2,Russian (http://www dot transifex dot net/projects/p/meego/team/ru/)
oxygen,100% (95t;0f;0u),po/ru/oxygen_kwin_deco.po,Alexander Potashev,kde-russian at lists dot kde dot ru
oxygen,100% (71t;0f;0u),po/ru/oxygen_style_config.po,Alexander Potashev,kde-russian at lists dot kde dot ru
oxygen,100% (156t;0f;0u),po/ru/oxygen_style_demo.po,Alexander Potashev,kde-russian at lists dot kde dot ru
oxygen,100% (12t;0f;0u),po/ru/liboxygenstyleconfig.po,Julia Dronova,kde-russian at lists dot kde dot ru
oxygen,100% (57t;0f;0u),po/ru/oxygen_kdecoration.po,Alexander Potashev,kde-russian at lists dot kde dot ru
pppoeconf,100% (32t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
bleachbit,100% (235t;0f;0u),po/ru.po,☠Jay ZDLin☠,ru at li dot org
bluedevil,100% (38t;0f;0u),po/ru/plasma_applet_org.kde.plasma.bluetooth.po,Alexander Potashev,kde-russian at lists dot kde dot ru
bluedevil,100% (139t;0f;0u),po/ru/bluedevil.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kpeople,100% (11t;0f;0u),po/ru/kpeople5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
clamtk,100% (140t;0f;0u),po/ru.po,☠Jay ZDLin☠,ru at li dot org
krusader,100% (1737t;0f;0u),po/ru/krusader.po,Alexey D.,kde-russian at lists dot kde dot ru
muon,100% (8t;0f;0u),po/ru/muon-notifier.po,Alexander Potashev,kde-russian at lists dot kde dot ru
muon,100% (7t;0f;0u),po/ru/muon-exporter.po,Alexander Potashev,kde-russian at lists dot kde dot ru
muon,100% (410t;0f;0u),po/ru/libmuon.po,Alexander Potashev,kde-russian at lists dot kde dot ru
muon,100% (137t;0f;0u),po/ru/muon.po,Alexander Potashev,kde-russian at lists dot kde dot ru
muon,100% (36t;0f;0u),po/ru/muon-updater.po,Alexander Potashev,kde-russian at lists dot kde dot ru
muon,100% (67t;0f;0u),po/ru/muon-discover.po,Alexander Potashev,kde-russian at lists dot kde dot ru
muon,100% (2t;0f;0u),po/ru/plasma_applet_org.kde.muonnotifier.po,Alexander Potashev,kde-russian at lists dot kde dot ru
banshee,100% (1534t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
shutter,100% (501t;0f;0u),share/shutter/resources/po/shutter/ru.po,Eugene Marshal,ru at li dot org
shutter,100% (88t;0f;0u),share/shutter/resources/po/shutter-plugins/ru.po,Nkolay Parukhin,ru at li dot org
shutter,100% (17t;0f;0u),share/shutter/resources/po/shutter-upload-plugins/ru.po,bazilio,ru at li dot org
kross,100% (35t;0f;0u),po/ru/kross5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
gtkam,100% (193t;0f;0u),po/ru.po,Yuri Kozlov,gnu at mx dot ru
kactivities-kf5,100% (36t;0f;0u),po/ru/kactivities5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
openafs,100% (21t;0f;0u),src/packaging/Debian/po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
mozo,100% (16t;0f;0u),po/ru.po,Stefano Karapetsas,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
aria2,100% (389t;0f;0u),po/ru.po,ITriskTI,ru at li dot org
powerdevil,100% (8t;0f;0u),po/ru/powerdevilprofilesconfig.po,Julia Dronova,kde-russian at lists dot kde dot ru
powerdevil,100% (21t;0f;0u),po/ru/powerdevilactivitiesconfig.po,Julia Dronova,kde-russian at lists dot kde dot ru
powerdevil,100% (56t;0f;0u),po/ru/powerdevil.po,Alexander Potashev,kde-russian at lists dot kde dot ru
powerdevil,100% (17t;0f;0u),po/ru/powerdevilglobalconfig.po,Alexander Potashev,kde-russian at lists dot kde dot ru
powerdevil,100% (1t;0f;0u),po/ru/libpowerdevilcommonconfig.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
glabels,100% (438t;0f;0u),help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
glabels,100% (747t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at lists dot gnome dot org
mailman,100% (1430t;0f;0u),messages/ru/LC_MESSAGES/mailman.po,Danil Smirnov,danil at smirnov dot la
kdoctools,100% (4t;0f;0u),po/ru/kdoctools5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
mate-netspeed,100% (58t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
debian-security-support,100% (12t;0f;0u),po/ru.po,Yuri Kozlov,man-pages-ru-talks at lists dot sourceforge dot net
ktexteditor,100% (1448t;0f;0u),po/ru/ktexteditor5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
poedit,100% (524t;0f;0u),locales/ru.po,vslavik,Russian
gmtp,100% (256t;0f;0u),po/ru.po,PuppyRus linux Team,http://puppyrus dot org
0ad,100% (41t;0f;0u),binaries/data/l10n/ru.engine.po,grin.sv,Russian (http://www dot transifex dot com/projects/p/0ad/language/ru/)
kino,100% (897t;0f;0u),po/ru.po,Michael Shigorin,ru at li dot org
knotifyconfig,100% (17t;0f;0u),po/ru/knotifyconfig5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
mate-user-share,100% (51t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
konversation,100% (1677t;0f;0u),po/ru/konversation.po,Alexander Potashev,kde-russian at lists dot kde dot ru
tuxpaint-stamps,100% (813t;0f;0u),po/tuxpaint-stamps-ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
steadyflow,100% (93t;0f;0u),po/ru.po,Maia Kozheva,ru at li dot org
help2man,100% (49t;0f;0u),po/ru.po,Yuri Kozlov,gnu at mx dot ru
mate-system-tools,100% (476t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
kvirc,100% (25t;0f;0u),po/modules/filetransferwindow/filetransferwindow_ru.po,,kde-russian at lists dot kde dot ru
kvirc,100% (21t;0f;0u),po/modules/about/about_ru.po,Igor Govorov,ru at li dot org
kvirc,100% (14t;0f;0u),po/modules/notifier/notifier_ru.po,Igor Govorov,russian
kvirc,100% (6t;0f;0u),po/modules/python/python_ru.po,Alexander Antsev,
kvirc,100% (11t;0f;0u),po/modules/torrent/torrent_ru.po,Govorov Igor,Russian
kvirc,100% (6t;0f;0u),po/modules/perl/perl_ru.po,Igor Govorov,russian
kvirc,100% (34t;0f;0u),po/modules/sharedfileswindow/sharedfileswindow_ru.po,Alexander Antsev,
kvirc,100% (16t;0f;0u),po/modules/serverdb/serverdb_ru.po,Alexander Antsev,
gnome-main-menu,100% (111t;0f;0u),po/ru.po,Yuri Kozlov,gnome-cyr at gnome dot org
system-config-lvm,100% (344t;0f;0u),po/ru.po,Andrew Zaytsev,fedora-trans-ru at redhat dot com
fslint,100% (132t;0f;0u),po/ru.po,nIxOiD,
krunner,100% (3t;0f;0u),po/ru/plasma_runner_example_homefiles.po,Alexander Potashev,kde-russian at lists dot kde dot ru
ksshaskpass,100% (12t;0f;0u),po/ru/ksshaskpass.po,Alexander Potashev,kde-russian at lists dot kde dot ru
tuxpaint-config,100% (186t;0f;0u),src/po/ru.po,Yuri Kozlov,man-pages-ru-talks at lists dot sourceforge dot net
nautilus-share,100% (36t;0f;0u),po/ru.po,Denis Koryavov,gnome-cyr at gnome dot org
gwyddion,100% (3053t;0f;0u),po/ru.po,Daniil Bratashov,ru at li dot org
hivex,100% (22t;0f;0u),po/ru.po,rjones,trans-ru at lists dot fedoraproject dot org
kunitconversion,100% (1858t;0f;0u),po/ru/kunitconversion5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kdnssd-kf5,100% (3t;0f;0u),po/ru/kdnssd5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
comix,100% (262t;0f;0u),messages/ru/LC_MESSAGES/comix.po,Artyom Smirnov,smirnoffjr at gmail dot com
josm,100% (8899t;0f;0u),i18n/po/ru.po,Nkolay Parukhin,koptev dot oleg at gmail dot com
kio-extras,100% (1t;0f;0u),po/ru/kio_info.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kio-extras,100% (1t;0f;0u),po/ru/kio_recentdocuments.po,Yuri Efremov,kde-russian at lists dot kde dot ru
kio-extras,100% (11t;0f;0u),po/ru/kio_thumbnail.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kio-extras,100% (31t;0f;0u),po/ru/kio_sftp.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kio-extras,100% (6t;0f;0u),po/ru/kio_bookmarks.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
kio-extras,100% (2t;0f;0u),po/ru/kio_mtp.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kio-extras,100% (2t;0f;0u),po/ru/kio_archive.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
kio-extras,100% (3t;0f;0u),po/ru/kfileaudiopreview5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kio-extras,100% (18t;0f;0u),po/ru/kio_smb.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
kio-extras,100% (9t;0f;0u),po/ru/kio_nfs.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kio-extras,100% (30t;0f;0u),po/ru/kio_man.po,Yuri Efremov,kde-russian at lists dot kde dot ru
kio-extras,100% (5t;0f;0u),po/ru/kio_fish.po,Artem Sereda,kde-russian at lists dot kde dot ru
pidgin-libnotify,100% (12t;0f;0u),po/ru.po,Dmitry Egorkin,Russian
gnome-boxes,100% (208t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
eiskaltdcpp,100% (909t;0f;0u),eiskaltdcpp-gtk/po/ru.po,Boris Pek,Russian (http://www dot transifex dot com/projects/p/eiskaltdcpp/language/ru/)
eiskaltdcpp,100% (158t;0f;0u),dcpp/po/ru.po,Boris Pek,
readahead-fedora,100% (18t;0f;0u),po/ru.po,Yulia,
nautilus-image-converter,100% (19t;0f;0u),po/ru.po,Paul Chavard,Russian
frameworkintegration,100% (21t;0f;0u),po/ru/frameworkintegration5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
widelands,100% (24t;0f;0u),po/map_plateau.wmf/ru.po,Nasenbaer,ru at li dot org
widelands,100% (6t;0f;0u),po/mp_scenario_together_we_re_strong.wmf/ru.po,Georgiy,ru at li dot org
widelands,100% (106t;0f;0u),po/scenario_atl01.wmf/ru.po,lu,ru at li dot org
widelands,100% (2t;0f;0u),po/scenario_dummy.wmf/ru.po,Sergey Fukanchik,ru at li dot org
widelands,100% (44t;0f;0u),po/scenario_emp01.wmf/ru.po,Александр,widelands-public at lists dot sourceforge dot net
widelands,100% (55t;0f;0u),po/scenario_emp02.wmf/ru.po,Massol,widelands-public at lists dot sourceforge dot net
widelands,100% (48t;0f;0u),po/scenario_t01.wmf/ru.po,Massol,ru at li dot org
widelands,100% (164t;0f;0u),po/scenario_tutorial01.wmf/ru.po,Vladimir Kovalenko,ru at li dot org
widelands,100% (42t;0f;0u),po/win_conditions/ru.po,Urra,ru at li dot org
widelands,100% (56t;0f;0u),po/world_desert/ru.po,Александр,ru at li dot org
xfce4-indicator-plugin,100% (31t;0f;0u),po/ru.po,Sergey Alyoshin,xfce-i18n at xfce dot org
khotkeys,100% (129t;0f;0u),po/ru/khotkeys.po,Julia Dronova,kde-russian at lists dot kde dot ru
atomix,100% (53t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
picard,100% (258t;0f;0u),po/countries/ru.po,Дмитрий,Russian (http://www dot transifex dot com/projects/p/musicbrainz/language/ru/)
kjsembed,100% (44t;0f;0u),po/ru/kjsembed5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kxmlrpcclient,100% (2t;0f;0u),po/ru/libkxmlrpcclient5.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
jmol,100% (434t;0f;0u),src/org/jmol/translation/Jmol/ru.po,Ilia Lilov,ru at li dot org
virt-top,100% (77t;0f;0u),po/ru.po,rjones,trans-ru at lists dot fedoraproject dot org
udftools,100% (3t;0f;0u),debian/po.bak/ru.po,Basil Shubin,Russian
giggle,100% (159t;0f;0u),po/ru.po,Trukhachev Alexey,trukhachev at gmail dot com
pppconfig,100% (137t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
gigolo,100% (142t;0f;0u),po/ru.po,Aleksandr P,Russian (http://www dot transifex dot com/projects/p/xfce/language/ru/)
transmageddon,100% (70t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
deja-dup,100% (300t;0f;0u),po/ru.po,,ru at li dot org
desktopnova,100% (3t;0f;0u),po-module-gnome/ru.po,Stefan Haller,ru at li dot org
desktopnova,100% (6t;0f;0u),po-module-xfce/ru.po,Stefan Haller,ru at li dot org
desktopnova,100% (10t;0f;0u),po-tray/ru.po,Sergey Sedov,ru at li dot org
kio-mtp,100% (1t;0f;0u),po/ru/kio_mtp.po,Yuri Efremov,kde-russian at lists dot kde dot ru
anjuta-extras,100% (41t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-devel-docs,100% (162t;0f;0u),platform-overview/ru/ru.po,Yuri Kozlov,gnome-cyr at gnome dot org
gnome-devel-docs,100% (1253t;0f;0u),hig/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
fprintd,100% (57t;0f;0u),po/ru.po,Yuri Kozlov,Russian (http://www dot transifex dot com/projects/p/freedesktop/language/ru/)
parole,100% (273t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfce-apps/language/ru/)
isomaster,100% (107t;0f;0u),po/ru.po,Antonio_99RUS,
indicator-applet,100% (18t;0f;0u),po/ru.po,"Dmitriy \""~SH~ [ms]\"" Fedorov",ru at li dot org
startupmanager,100% (93t;0f;0u),po/ru.po,Alexsandr N.,ru at li dot org
klavaro,100% (232t;0f;0u),po/ru.po,Yuri Kozlov,gnu at mx dot ru
diffuse,100% (186t;0f;0u),translations/ru.po,Oleg Pakhtusov,opakhtusov at gmail dot com
gnome-dvb-daemon,100% (203t;0f;0u),po/ru.po,Aleksej Kabanov,gnome-cyr at gnome dot org
wesnoth-1.13,100% (112t;0f;0u),po/wesnoth-anl/ru.po,Fedor Khod'kov,
wesnoth-1.13,100% (463t;0f;0u),po/wesnoth-dw/ru.po,Fedor Khod'kov,
wesnoth-1.13,100% (357t;0f;0u),po/wesnoth-l/ru.po,Fedor Khod'kov,
wesnoth-1.13,100% (516t;0f;0u),po/wesnoth-sof/ru.po,Fedor Khod'kov,
wesnoth-1.13,100% (1t;0f;0u),po/wesnoth-test/ru.po,Fedor Khod'kov,bugs dot wesnoth dot org
wesnoth-1.13,100% (1005t;0f;0u),po/wesnoth-trow/ru.po,Fedor Khod'kov,
wesnoth-1.13,100% (1913t;0f;0u),po/wesnoth-utbs/ru.po,Fedor Khod'kov,
oggconvert,100% (44t;0f;0u),po/ru.po,Michael Sinchenko,ru at li dot org
xchat-gnome,100% (1063t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
pidgin-sipe,100% (221t;0f;0u),po/ru.po,Stefan Becker,Russian (http://www dot transifex dot com/projects/p/pidgin-sipe/language/ru/)
qof,100% (35t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
vidalia,100% (46t;0f;0u),pkg/win32/po/ru/vidalia_ru.po,runasand,Russian (http://www dot transifex dot net/projects/p/torproject/team/ru/)
vidalia,100% (12t;0f;0u),src/vidalia/help/content/po/ru/bridges.po,,
vidalia,100% (40t;0f;0u),src/vidalia/help/content/po/ru/config.po,euneko,
vidalia,100% (5t;0f;0u),src/vidalia/help/content/po/ru/index.po,Runa Sandvik,
vidalia,100% (22t;0f;0u),src/vidalia/help/content/po/ru/log.po,euneko,
vidalia,100% (37t;0f;0u),src/vidalia/help/content/po/ru/netview.po,,Russian (http://www dot transifex dot net/projects/p/torproject/team/ru/)
vidalia,100% (55t;0f;0u),src/vidalia/help/content/po/ru/server.po,euneko,
vidalia,100% (32t;0f;0u),src/vidalia/help/content/po/ru/services.po,euneko,
vidalia,100% (30t;0f;0u),src/vidalia/help/content/po/ru/troubleshooting.po,euneko,
vidalia,100% (81t;0f;0u),src/vidalia/i18n/po/ru/qt_ru.po,Automatically generated,Russian (http://www dot transifex dot net/projects/p/torproject/language/ru/)
vidalia,100% (910t;0f;0u),src/vidalia/i18n/po/ru/vidalia_ru.po,Den Arefyev,Russian (http://www dot transifex dot com/projects/p/torproject/language/ru/)
gnome-subtitles,100% (319t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
nautilus-scripts-manager,100% (24t;0f;0u),po/ru.po,,Russian (http://www dot transifex dot net/projects/p/nautilus-scripts-manager/team/ru/)
accerciser,100% (221t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
xfce4-mpc-plugin,100% (24t;0f;0u),po/ru.po,Sergey Alyoshin,xfce4-dev at xfce dot org
docky,100% (337t;0f;0u),po/ru.po,Eugene Marshal,ru at li dot org
radiotray,100% (46t;0f;0u),po/ru.po,Pavel Ralovets,Russian (http://www dot transifex dot com/projects/p/radiotray/language/ru/)
solfege,100% (1054t;0f;0u),po/ru.po,Pavel Maryanov,gnu at mx dot ru
eog-plugins,100% (87t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
spacefm,100% (1564t;0f;0u),po/ru.po,Vladimir Kudrya,Russian (http://www dot transifex dot com/projects/p/spacefm/language/ru/)
gnome-paint,100% (54t;0f;0u),po/ru.po,Sergey Basalaev,ru at li dot org
smuxi,100% (25t;0f;0u),po-Server/ru.po,Yuri Myasoedov,Russian (http://www dot transifex dot net/projects/p/smuxi/team/ru/)
smuxi,100% (40t;0f;0u),po-Engine/ru.po,Yuri Myasoedov,Russian (http://www dot transifex dot net/projects/p/smuxi/team/ru/)
smuxi,100% (14t;0f;0u),po-Frontend/ru.po,Yuri Myasoedov,Russian (http://www dot transifex dot net/projects/p/smuxi/team/ru/)
ktp-approver,100% (18t;0f;0u),po/ru/kded_ktp_approver.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
rox,100% (917t;0f;0u),ROX-Filer/src/po/ru.po,Nikita E. Shalaev,ru at li dot org
ocrfeeder,100% (127t;0f;0u),help/ru/ru.po,Aleksej Kabanov,gnome-cyr at gnome dot org
ocrfeeder,100% (262t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gtranslator,100% (390t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
ktp-auth-handler,100% (22t;0f;0u),po/ru/ktp-auth-handler.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
gnome-do,100% (144t;0f;0u),po/ru.po,Valerii Kolem,ru at li dot org
ktp-accounts-kcm,100% (12t;0f;0u),po/ru/kcmtelepathyaccounts_plugin_sunshine.po,Yuri Efremov,kde-russian at lists dot kde dot ru
ktp-accounts-kcm,100% (116t;0f;0u),po/ru/kcm_ktp_accounts.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
ktp-accounts-kcm,100% (39t;0f;0u),po/ru/kcmtelepathyaccounts_plugin_rakia.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
ktp-accounts-kcm,100% (11t;0f;0u),po/ru/kcmtelepathyaccounts_plugin_idle.po,Yuri Efremov,kde-russian at lists dot kde dot ru
ktp-text-ui,100% (16t;0f;0u),po/ru/ktp-adiumxtra-protocol-handler.po,Yuri Efremov,kde-russian at lists dot kde dot ru
sddm-kcm,100% (32t;0f;0u),po/ru/kcm_sddm.po,Alexander Potashev,kde-russian at lists dot kde dot ru
gnome-do-plugins,100% (582t;0f;0u),po/ru.po,Yevgeny Sysmanov,ru at li dot org
ltsp,100% (6t;0f;0u),server/ALTLinux/configs/po/ltsp-login.ru.po,,Russian
kinit,100% (14t;0f;0u),po/ru/kinit5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
alarm-clock-applet,100% (104t;0f;0u),po/ru.po,Alexey Ivanov,ru at li dot org
furiusisomount,100% (57t;0f;0u),po/furiusisomount-ru.po,Лев Логинов,ru at li dot org
gbrainy,100% (172t;0f;0u),help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gbrainy,100% (1048t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
radeontop,100% (27t;0f;0u),translations/ru.po,Nikoli,ru at li dot org
kazam,100% (72t;0f;0u),po/ru.po,Eugene Marshal,ru at li dot org
freedink,100% (42t;0f;0u),po/ru.po,Yuri Kozlov,gnu at mx dot ru
freedink,100% (15t;0f;0u),gnulib/po/ru.po,Yuri Kozlov,gnu at mx dot ru
milou,100% (10t;0f;0u),po/ru/milou.po,Alexander Potashev,kde-russian at lists dot kde dot ru
milou,100% (4t;0f;0u),po/ru/plasma_applet_org.kde.milou.po,Alexander Potashev,kde-russian at lists dot kde dot ru
rhash,100% (93t;0f;0u),po/ru.po,Sergey Basalaev,rhash dot admin at gmail dot com
dhelp,100% (24t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
gdmap,100% (54t;0f;0u),po/ru.po,Misha Bukin,Russian
ardour3,100% (628t;0f;0u),libs/ardour/po/ru.po,Alexandre Prokoudine,
pidgin-privacy-please,100% (36t;0f;0u),po/ru.po,Anatoliy Kozlov,Russian
seahorse-nautilus,100% (110t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
nemiver,100% (338t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
nautilus-wipe,100% (41t;0f;0u),po/ru.po,Валерий Рябошапко,Russian
ktp-contact-runner,100% (35t;0f;0u),po/ru/plasma_runner_ktp_contacts.po,Yuri Efremov,kde-russian at lists dot kde dot ru
minidjvu,100% (92t;0f;0u),po/ru.po,Alexey Kryukov,ru at li dot org
aegisub,100% (1384t;0f;0u),po/ru.po,Igor Urazov,
tvtime,100% (247t;0f;0u),po/ru.po,Denis V. Sirotkin,asbel at mail dot ru
gtick,100% (96t;0f;0u),po/ru.po,Yuri Kozlov,gnu at mx dot ru
ldm,100% (19t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
renameutils,100% (54t;0f;0u),gnulib-po/ru.po,Yuri Kozlov,gnu at mx dot ru
tgif,100% (8t;0f;0u),debian/po.sav/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
gtans,100% (55t;0f;0u),po/ru.po,Valek Filippov,ru at li dot org
gprename,100% (61t;0f;0u),locale/ru.po,,
geary,100% (430t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
gnome-specimen,100% (23t;0f;0u),po/ru.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
isoquery,100% (19t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
linuxinfo,100% (22t;0f;0u),po4a/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
linuxinfo,100% (21t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
pybliographer,100% (263t;0f;0u),po/ru.po,Aleksej Kabanov,gnome-cyr at gnome dot org
agave,100% (34t;0f;0u),po/ru.po,Roxana Chernogolova,ru at li dot org
d-feet,100% (35t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
viewnior,100% (144t;0f;0u),po/ru.po,Kyrill Detinov,ru at li dot org
xneur,100% (293t;0f;0u),po/ru.po,Andrew Kuznetsov,Russian
installation-guide,100% (50t;0f;0u),po/ru/installation-howto.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
installation-guide,100% (19t;0f;0u),po/ru/administrivia.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
installation-guide,100% (4t;0f;0u),po/ru/preface.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
installation-guide,100% (7t;0f;0u),po/ru/bookinfo.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
installation-guide,100% (72t;0f;0u),po/ru/welcome.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
installation-guide,100% (58t;0f;0u),po/ru/gpl.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
gpdftext,100% (51t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
gpdftext,100% (76t;0f;0u),help/ru/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
viewmol,100% (16t;0f;0u),locale/ru/LC_MESSAGES/Viewmol.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
medit,100% (86t;0f;0u),po-gsv/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
cairo-clock,100% (60t;0f;0u),po/ru.po,Valek Filippov,gnome-cyr at gnome dot org
password-gorilla,100% (345t;0f;0u),utilities/gettext/ru.po,Evgenii Terechkov,ru at li dot org
mate-indicator-applet,100% (18t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
tagtool,100% (211t;0f;0u),po/ru.po,Pavel Maryanov,docteam at lafox dot net
transmission-remote-gtk,100% (346t;0f;0u),po/ru.po,Nkolay Parukhin,
debian-edu-config,100% (53t;0f;0u),www/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
manaplus,100% (366t;0f;0u),data/translations/help/ru.po,vislav,Russian (http://www dot transifex dot com/projects/p/manaplus/language/ru/)
guayadeque,100% (1019t;0f;0u),po/ru/guayadeque.po,anonbeat,Russian (Russia) (http://www dot transifex dot com/projects/p/guayadeque/language/ru_RU/)
gip,100% (31t;0f;0u),po/ru.po,Peter Astakhov,gnu at mx dot ru
unknown-horizons,100% (27t;0f;0u),po/voices/ru.po,Вячеслав,https://hosted dot weblate dot org/projects/uh/voices/ru/
unknown-horizons,100% (834t;0f;0u),po/uh/ru.po,Grigory Vershinin,https://hosted dot weblate dot org/projects/uh/uh/ru/
unknown-horizons,100% (22t;0f;0u),po/uh-server/ru.po,Grigory Vershinin,
wdm,100% (25t;0f;0u),po/ru.po,Grigory Batalov,
gmpc-plugins,100% (3t;0f;0u),gmpc-shout/po/ru.po,julja,ru at li dot org
gmpc-plugins,100% (11t;0f;0u),gmpc-alarm/po/ru.po,julja,ru at li dot org
