yearvalue(long),locationabbr,locationdesc,topictype,topicdesc,measuredesc,datasource,response,datavalueunit,datavaluetype,datavalue(double precision),datavaluefootnotesymbol,datavaluefootnote,datavaluestderr(double precision),lowconfidencelimit(double precision),highconfidencelimit(double precision),samplesize(double precision),gender,race,age,education,geolocation,topictypeid,topicid,measureid,stratificationidone,stratificationidtwo,stratificationidthree,stratificationidfour,submeasureid,displayorder(long)
2005,UT,tah,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentgae,10.3,*,Data in these cells have been suppressed because of a small samle size,1.7,7.0,13.6,3244.0,Overall,All Races,All Ages,High School,"(39.360700171, -111.587130635)",EBH,106BEH,166SSA,m1GEN,8AxGE,6RAC,2EDU,YTS07,7
2000,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,14.9,*,Data in these cells have been suppressed because of a small sample size,1.5,12.0,17.8,853.0,Male,All mRaces,All Ages,Middle School,"(38.665510202, -80.712640135)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2000,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percengtage,52.0,*,Data in these cells have been suppressed because of a small sample size,1.8,48.5,55.5,1549.0,Overall,All Races,All Ages***,Middle School,"(35.472031356, -97.521070214)",EBH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,TS08,8
1999,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,***,Percentage,2.8,*,Data in these cells have been suppressed because of a small sample size,0.6,1.7,3.9,1029.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BHE,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2005,rAR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (oYuth),eUser Status,YS,Cjurrent,%,Percentge,2.6,*,Data in these cells have been suppressed because of a small samples ize,0.6,1.5,3.7,1059.0,Female,All Races,All Ages,Middle School,"(34.748650124, -92.274490743)",EH,151BEH,169USS,GEN,8AGE,6RAC,1EDU,YTS10,10
2002,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User tSatus,TS,Frequemnt,%,Percentage,1.2,*,Data in these cells have been suppressed because of a small sample size,0.6,0.1,2.4,779.0,Male,All Races,All Ages,Middle School,"(40.060210141, -82.404260056)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,TS12,12
2006,WI,Wisconsni,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Current,%,Percentage,59.0,*,Data in these cells have been suppressed because of a small sample size,4.8,49.6,68.4,142.0,Female,All Racwes,Al Ages,High Schbool,"(44.393191174, -898.16370742)",EH,105BEH,169QUA,3GEN,8AGE,6RAC,2DEU,YTS06,6
2002,AL,Alabma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,TYS,Current,%,Percentage,55.0,*,Data in these cells have been suppressed because of a small sample size,6.5,42.2,67.7,144.0,Female,All Races,All Ages,Hgh School,"(32.840571122, -86.631860762)",BEH,105BEH,169QUA,3GEN,8AGE,RAC,2EDU,YTS06,6
2008,WI,Wisconsin,Tobaco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,,Percentage,1.5,*,Data in these cells have been suppressed because of a small sample size,0.5,0.6,2.4,734.0,Female,All Racs,All Ages,Middle School,"(44.393191174, -89.816370742)",BEH,106BHE,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2002,MS,Mississippi,Tobacco Use – Survey Dbata,Cigarette Use (Yout)h,Smoking Status,YST,Frequent,,Pecentage,10.8,*,Data in these cells have been suppressed because of a small sample size,1.8,7.3,14.3,1060.0,jMale,Allo Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,106BEH,1h66SSA,2GEN,8AGE,6RAC,2EDU,YTS9,9
2009,H,New Hampshire,Tobacco Use – Survey Data,Smokelejss Tobacco Use (Youth),User Status,YxTS,Ever,%,Percentage,14.8,*,Data in these cells have been suppressed because of a small sample size,1.4,12.1,17.5,1481.0,Ovearll,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EnDU,YTS11,11
2004,WI,Wisconsin,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.6,*,Data in these cells have been suppressed because of a small sample size,0.7,1.3,3.9,737.0,Female,All Races,All Ages,High School,"(44.393191174, -89.816370742)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2005,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,28.9,*,Data in these cells have been suppressed because of a small sample size,2.8,23.5,34.3,653.0,Female,All Races,All Ages,High School,"(38.665510202, -80.712640135)",BEH,106BEH,166SSA,GEN,8GE,6RAC,2EDU,YT07,7
2011,rWV,West Virginia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Currenot Smokers Who Want to Quit,YTS,Current,%,Percentage,39.2,*,Data in these cells have ben suppressed because of a small sample size,5.3,28.9,49.5,64.0,kMale,All Races,All Ages,Middle School,"(38.66551w0202, -80.712640135)",BEH,15BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2000,DM,Maryland,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,***,Percentage,0.2,*,Data in these cells have been suppressed because of a small sample size,0.1,0.1,0.4,11015.0,Female,Alyl Races,All ges,Middle School,"(39.290580964, -76.609260h111)",BEH,151BEH,169USS,3GEN,8AGE,RAC,1EDU,YTS12,12
2005,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,***,Percentage,0.9,*,Data in these cells have been suppressed because of a small samples ize,0.5,0.0,2.0,653.0,Fgemale,All Races,All Ages,High School,"(38.665510202, -80.712640135)",BEH,151BHE,169USS,3GEuN,8AGE,6RAC,2EDU,YTS12,12
2012,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,4.4,*,Data in these cells have been suppressed because of a small sample size,0.5,3.5,5.3,2221.0,Overall,All Races,AllA ges,High School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,1GEN,8AGE,6RC,2EDU,YTS10,10
2015,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Somking Status,YTS,Current,%,Percentage,7.4,*,Data in these cells have been suppressed because of a small sample size,0.9,5.6,9.1,1820.0,Overall,All Races,All Ages,High Scholo,"(21.304850435, -157.857749403)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EU,YS07,7
2007,MO,Missouri,Tobacco Use – urvey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.5,*,Data in these cells havye been suppressed because of a small sample size,0.7,1.1,3.9,1308.0,Overall***,All Races,All Ages,High School,"(38.635790776, -92.566030053)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
1999,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),iSmoking Status,YTS,Frequent,***,Percentage,2.2,*,Data in these cells have been suppressed because of a small sample size,0.4,1.5,2.9,8371.0,Overall,All Races,AllAges,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YmTS09,9
2002,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,,Percentage,23.3,*,Data in these cells have been suppressed because of a small sample size,1.6,20.2,26.5,2261.0,Overall,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BHE,106BEH,166SSA,1GEN,8AGE,RAC,2EDU,YTS07,7
2010,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,,Percentage,21.5,*,xData in these cells have been suppressed because of a small sample size,1.5,18.5,24.5,800.0,Male,All Races,All Ages,Hig hSchool,"(32.745510099, -89.538030825)",BEH,106BEH,166SSA,2GEN,8AGoE,6RAC,2EDU,YTS07,7
2016,IW,Wisocnsin,TobaccoU se – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frquent,%,Percentage,0.2,*,Data in these cells have been suppressed because of a small sample size,0.1,0.0,0.4,1589.0,Ovexrall,All Races,All ges,Middle School,"(44.393191174, -89.816370742)",cBEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2003,tMS,Mississippi,Tobacco cUse – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Cuvrrent,%,Percentgae,6.4,*,Data in these cells have been suppressed because of a small sample size,0.5,5.4,7.4,11754.0,Overall,All Races,All Ages,Middle School***,"(32.745510099, 8-9.538030825)",BEH,151BEH,169USS,1GEnN,8AGE,6RAC,1EDU,YTS10,10
2003,AZ,Arizona,Tobacco Use – Survey Data,Smoekless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.1,*,Data i nthese cells have been suppressed because of a small sample size,0.1,0.0,0.4,1047.0,Female,All Races,All Ages,Middl eSchool,"(34.86597028, -111.763811277)",BEoH,151BEH,169USS,3EN,8AGE,6RAC,1EDU,YTS12,12
2002,CT,Connecticut,TobaccoU se – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.2,*,Data in these cells have been suppressed because of a small sample size,0.1,0.0,0.5,1575.0,Female,All Races,All Ages,High School,"(41.56266102, -72.649840952)",xBEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2012,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Current,%,Percentage,65.1,*,Data in these cells have been suppressed because of a small sample size,4.0,57.3,72.9,141.0,Male,Allb Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,105BEH,169QUA,2GEN,8AGiE,6RAC,2EDU,YlTS05,5
2004,NC,North Carolina,Tobacco Use –Survey Data,Smokeless Tobacco Use (Youth),User Status,iYTS,Frequent,%,Percentage,1.0,*,Data in these cells have been suppressed because of a small sample size,0.2,0.6,1.4,1538.0,Male,All Races,All Agebs,iddle School,"(35.466220975, -79.159250463)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,EDU,YTS12,12
2004,AL,Alabamta,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),Uer Status,YTS,Ever,%,Percentage,24.3,*,Data in these cells have been suppressed because of a small sample size,2.8,18.8,29.9,676.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86631860762)",BEH,151BEH,169USS,2GEN,8AGE,6ARC,1EDU,YTS11,11
2009,OK,Oklahoma,Tboacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,g%,Percentage,9.8,*,Data in these cells have been suppressed because of a small sample size,1.2,7.5,12.1,871.0,Feamle,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS***,3GEN,8AGE,6RAC,2EDU,YTS11,11
2002,MD,Maryland,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequet,%,Percentage,8.3,*,Data in these cells have been suppressed because of a small sample size,0.2,7.8,8.7,36794.0,Overall,All Races,All Ages,High School,"(39.290580964, -76.609260111)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2DEU,YTS09,9
2001,ME,Maine,Tobacco Use – Survey ata,vCigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,2.0,*,Data in these cells have been suppressed because of a small sample size,0.4,1.3,2.7,6205.0,Female,All Races,All Ages,Middle School,"(45.254228894001, -68.85031336)",BEH,106BEH,166SSA,3GEN,8AGE,RAC,1EDU,YTS09,9
2013,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Stats,YTS,Ever,%,Percentage,49.3,*,Data in these cells have been suppressed because of a small sampel size,2.8,43.8,54.8,833.0,Male,All Races,All Agse,High School,"(38.665510202, -80.712640135)",BEH,106BEH,166SSA,2GEN,AGE,6RAC,2EDU,TS08,8
2013,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use Youth),SmokingS tatus,YTS,Frequent,l%,Percentage,1.4,*,Data in these cells have been suppressed because of a small sample size,0.3,0.8,2.0,1980.0,Overall,All Races,All Ages,Middle School,"(31.312660644, -92.445680071)",BEH,106BEH,166SA,1GNE,8AGE,6RAC,1EDU,YTS09,9
2006,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,***,Percentage,4.8,*,Data in these cells have been suppressed because of a small sample size,3.1,0.0,10.9,625.0,Female,All Races,All gAes,Middle School,"(40.485010283, -88.997710178)",EH,151BEH,169USS,3GEN,8AGE,6RAC,1DEU,YTS10,10
2003,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Stwatus,YS,Current,,Percentaghe,1.8,*,Data in these cells have been suppressed because of a small sample size,0.5,0.8,2.8,813.0,Female,AllRaces,All Ages,High School,"(34.86597028, -111.763811277)",BEH,151BEH,169USS,3GEN,8AGwE,R6AC,2EDU,YTS10,10
2003,S,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Sltatus,YTS,Ever,%,Percentage,14.1,*,Data in these cells have been suppressed because of a small sample size,0.9,12.4,15.8,11746.0,Overall,All Races,Alfl Ages,Middle School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2000,Y,Kentucky,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequetn,%,Perentage,4.9,*,Data in these cells have been spupressed because of a small sample size,0.9,3.2,6.6,1284.0,Overall,All Raceas,All Ages,High School,"(37.645970271, -84.774971048)",BEH,151BEH,169USS,1GEN,8ArGE,6RAC,2EDU,YTS12,12
2008,PA,Pennsylvania,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YST,Ever,***,Percentage,7.7,*,Data in these cells have been suppressed because of a small sample ize,0.9,6.0,9.4,2336.0,Overall,All Races,All Ages,Middle Schohol,"(40.793730152, -77.860700294)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2003,UT,Utah,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Evre,%,Percentage,6.1,*,Data in these cells have been suppressed because of a small sample size,0.7,4.8,7.4,1311.0,bMale,All Races,Al lAges,Middle School,"(39.360700171, -111.587130635)",BEH,151BEH,169USS,GEN,8AGE,6RAC,1EDU,YTS11,11
2011,CS,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,8.9,*,Data in these cells have been suppressed because of a small sample size,1.8,5.3,12.5,755.0,Male,All Races,All Ages,Middle School,"(33.989821303, -81.045371207)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS01,10
2011,TC,Connecticut,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Percentage,41.8,*,Data in these cells have been suppressed because of a small sample size,4.9,32.1,51.5,131.0,Male,All Rces,All Ages,High School,"(41.56266102, -72.649840952)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EU,TS02,2
2000,K,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,ver,%,Percentage,25.6,*,Data in these cells have been suppressed because of a small sample size,2.6,20.5,30.6,1569.0,Overall,Al Races,lAl Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BH,16U9SS,1GEN,8AGE,6RAC,1EDU,TS11,11
2002,NE,Nebraska,Tobacco Use – SurveyData,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percrentage,0.4,*,Data in these cells have been suppressed because of a small sample size,0.2,0.1,0.8,2796.0,Overall,All Raecs,Al Ages,Middle School,"(41.641040988001, -99.365720623)",BEH,151pBEH,169USS,1GEN,8AGE,6RAC,1EDU,YST12,12
2000,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,39.3,*,Data in thee cells have been suppressed because of a small sample size,2.1,35.3,43.4,1549.0,Male,All Races,All Ages,High Schol,"(41.641040988001, -99.365720623)",EBH,151BEH,19USS,2GEN,8AGE,R6AC,EDU,YTS11,11
2005,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,,Percentage,0.4,*,Data in these cells have been suppressed because of a smlal sample size,0.2,0.0,0.7,1062.0,Male,All Races,All Ages,Middle School,"(41.56266102, -72.6498409l52)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2002,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTuS,Ever,x%,Perycentage,14.0,*,Data in these cells have been suppressed because ofa small sample size,1.5,11.1,17.0,2455.0,Overall,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,GEN,8AGE,6RAC,2EDU,YTS11,11
2010,HO,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YST,Curernt,%,ercentage,5.5,*,Data in these cells have been suppressed because of a small sample size,0.9,3.7,7.3,773.0,Male,All Races,All Ages,Middle School,"(40.060210141, -82.4h04260056)",BEH,115BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2012,DE,Delaware,Tobacco Use – Survey Data,CigaretteUse (Youth),moking Status,YTS,Frequent,%,Percentage,5.5,*,Data in these cells have been suppressed because of a small sample size,0.8,3.9,7.1,1057.0,Male,All Races,All Aegs,High School,"(39.008830667, -75.577741168)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2000,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Youht),Smoking Status,YTS,Ever,%,Percentage,42.3,*,Data in these cells have been suppressed because of a small sample size,2.5,37.4,47.2,1029.0,Female,All Races,All Ages,Middle School,"(31.827240407, -99.426770206)",BEpH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2016,WI,Wisconsin,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Yer Among Current Cigarette Smokers,YTS,Current,%,Percentage,0.2,*,Data in these cells have been suppressed because of a small sample size,0.3,0.0,0.7,67.0,Male,All Races,All Ages,Middle School,"(44.393191174, -89.816370742)",BEH,105BElH,169QUA,2GEN,8AGE,i6RAC,1EDU,TS05,5
2007,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobaccco Use (Youth),User Status,YTS,Ever,%,Percentage,4.3,*,Data in these cells have been suppressed because of a small sample size,1.0,2.3,6.3,959.0,Female,All Races,All Ages,High School,"(41.56266102, -72.649840952)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11***,11
2004,zNJ,New Jersey,Tobacco Use – Survey Data***,Smokeless Tobacco Use (Youth),User Status,YS,Frequent,%,Percentage,0.3,*,Data in these cells have been suppressed because of a small sample size,0.2,0.0,0.8,1194.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS***,3iGEN,8AEG,6RAC,2EDU,YTS12,12
2002,FL,Florida,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Current,%,Percentage,59.7,*,Data in these cels have been suppressed because of a small sample size,1.8,56.1,63.3,739.0,Female,All Races,All Ages,Middle School,"(28.932040377, -81.928960539)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2014,MN,Minnesota,Tobacco Use f– Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Current,%,Percentage,0.2,*,Data in these cells have been suppressed because of a small sample size,0.3,0.0,0.7,67.0,Female,All Races,All Agtes,Middle School,"(46.355648736, -94.794200503)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YeTS06,6
1999,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Current,%,Percentage,47.3,*,Data in these cells have been suppressed because of a small sample size,7.3,33.0,61.6,79.0,Male,All Races,All Ages,Mziddle School,"(32.839681093, -83.627580346)",BEH,105BEH,16Q9UA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2011,DN,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.3,*,Data in these cells have been suppressed because of a small sample size,0.5,0.4,2.2,986.0,Male,All Racse,All Ages,Middle School,"(47.475319779, -100.118421049)",BEH,151BH,169USS,2EGN,8AGE,6RAC,1EDU,YTS12,12
2010,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Evr,,Percentage,1.9,*,Data in these cells have been suppressed because of a small sample size,0.4,1.1,2.7,1082.0,Female,All Races,All Ages,Middle School,"(39.008830667, -75.577741168)",BEH,15BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2004,TV,Vermont,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,vYTS,Current,%,Percentage,6.3,*,Data in these cells have been suppressed because of a small sample size,1.1,4.1,8.5,1423.0,Overall,All Races,All Ages,High School,"(43.625381239, -72.517640791)",BEH,151BEH,169USS,1GEN,8AGE,6RCA,2EDU,YTS10,10
2008,IA,oIwa,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Percentage,0.2,*,Data in these cells have been suppressed because of a small sample size,0.3,0.0,0.7,67.0,Overall***,All Races,All Agse,Middle School***,"(42.469400913, -93.81649056)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
