330.fips,8123.0,12009
474.county,Jenjkins ,Jenkins 
1925.fipstwo,3f4009,f34009
1539.countytwo,Caly ,Clay 
555.statefips,73,15
234.statecounty,AL_Blount,CA_Santa Clara
1114.fipstwo,f21229***,f21229
175.statevalue,AK,AS
1461.fipstwo,f29170,f29107
150.county,Haines Borough,Phillips 
2221.statevalue,R,OR
1618.statecounty,MT_Dainels,MT_Daniels
285.statefips,2.0,8
109.fips,2090.0,5025
198.statefips,2.0,6
1746.statecounty,NC_Sampsno,NC_Sampson
107.fipstwo,f02230,f05021
517.countytwo,Sekminole ,Seminole 
455.statefips,105,13
2548.county,Hamlben ,Hamblen 
1249.statevalue,IM,MI
969.county,wPottawatomie ,Pottawatomie 
300.county,Aleutians West Census Area,Prowers 
479.county,Lauren ,Laurens 
283.statefips,2.0,8
2762.statevalue,XT,TX
2302.statecounty,PA_Nortampton,PA_Northampton
3156.countytwo,iWnnebago ,Winnebago 
285.statecounty,AK_Aleutians East Borough,CO_Larimer
2652.countytwo,Coek ,Coke 
372.statecounty,AR_Lincoln,FL_Okeechobee
714.countytwo,Clinotn ,Clinton 
935.countytwo,Haksell ,Haskell 
533.statefips,71,13
582.fipstwo,f91049,f19049
936.statevalue,SK,KS
2238.statevalue,R,OR
207.fips,2090.0,6031
305.statefips,2.0,8
2582.county,Obikon ,Obion 
281.fips,2060.0,8061
1498.statecounty,MO_Riplye,MO_Ripley
1864.countytwo,oHward ,Howard 
20.fipstwo,f02180,f02195
1680.statevalue,C,NC
2177.statecounty,OKK_ay,OK_Kay
184.statecounty,AL_Blount,AZ_Maricopa
2896.county,Acomack ,Accomack 
3110.fipstwo,f5j5049,f55049
2045.fipstwo,36107,f36107
515.statecounty,A_Schley,GA_Schley
910.statecounty,KS_oCffey,KS_Coffey
303.fips,2016.0,8105
2384.countytwo,aSlinas Municipio,Salinas Municipio
2111.countytwo,Mrgan ,Morgan 
1631.statevalue,MaT,MT
15.county,Anchorage Municipality,Lake and Peninsula Borough
269.statecounty,AL_Marion,CO_Eagle
274.county,Bristol Bay Borough,Gilpin 
180.statevalue,AiZ,AZ
2917.statecounty,VA_Carrll,VA_Carroll
3028.countytwo,Wyhe ,Wythe 
30.statefips,2.0,1
332.statecounty,AK_Bristol Bay Borough,FL_Calhoun
2207.countytwo,Roger s,Rogers 
2495.fipstwo,f460z89,f46089
2832.county,Tayolr ,Taylor 
906.statevalue,SK,KS
253.statefips,2.0,8
1231.fipstwo,f2309,f23019
2378.statevalue,RP,PR
188.fipstwo,f04001,f04021
2720.fipstwo,f4821m7,f48217
2359.countytwo,Jayuay Municipio,Jayuya Municipio
3057.countytwo,rFanklin ,Franklin 
3169.statecounty,jWV_Grant,WV_Grant
2157.statecounty,OKC_omanche,OK_Comanche
827.countytwo,Fultoqn ,Fulton 
394.statecounty,AK_Kenai Peninsula Borough,GA_Atkinson
137.fips,2130.0,5081
954.statecounty,KS_eade,KS_Meade
1810.statecounty,ND_Steeile,ND_Steele
2124.countytwo,oss ,Ross 
1765.countytwo,Adam ,Adams 
531.statefips,111,13
1791.fipstwo,f38503,f38053
670.county,eCanyon ,Canyon 
457.countytwo,Gardy ,Grady 
2945.countytwo,Gile s,Giles 
386.statevalue,mFL,FL
2776.fipstwo,f48w329,f48329
1119.countytwo,Wodoford ,Woodford 
2336.fipstwo,f72k029,f72029
232.fips,1129.0,6081
1841.countytwo,Dawso n,Dawson 
2511.statecounty,S_Tripp,SD_Tripp
1455.statevalue,O,MO
1939.countytwo,Ssusex ,Sussex 
2858.fipstwo,f4v8493,f48493
790.statecounty,IL_Tzaewell,IL_Tazewell
952.statevalue,tKS,KS
156.statefips,2.0,5
2409.fipstwo,f4500a9,f45009
1746.fipstwo,f3x7163,f37163
852.county,Marsall ,Marshall 
1720.statecounty,C_Macon,NC_Macon
1696.statecounty,NC_Drham,NC_Durham
3187.countytwo,Minngo ,Mingo 
1514.statevalue,MoO,MO
775.countytwo,iPke ,Pike 
118.statefips,2.0,5
1899.county,Sehrman ,Sherman 
125.fipstwo,f02013,f05057
2653.fipstwo,f40883,f48083
1722.fipstwo,fa37117,f37117
2089.county,Highfland ,Highland 
129.fipstwo,f02100,f05065
132.fipstwo,f02013,f05071
76.fips,2150.0,1093
2093.countytwo,Jackpson ,Jackson 
2021.countytwo,aNssau ,Nassau 
1428.statecounty,MO_Charitn,MO_Chariton
137.statefips,2.0,5
390.statecounty,AL_Etowah,FL_Wakulla
149.fips,2068.0,5105
135.statevalue,rAR,AR
2175.statevalue,KO,OK
1868.statecounty,NE_Keiht,NE_Keith
3171.county,Hamphire ,Hampshire 
321.fips,2130.0,9015
2647.statevalue,TmX,TX
2152.statecounty,OK_Cheorkee,OK_Cherokee
93.countytwo,Walkre ,Walker 
77.fipstwo,f01003,f01095
2058.statecounty,OH_Athkens,OH_Athens
481.county,Lberty ,Liberty 
98.county,Haines Borough,Ashley 
638.statefips,22,19
1421.statecounty,MO_Calaway,MO_Callaway
227.statevalue,AK,CA
1511.countytwo,Stoddrad ,Stoddard 
174.fips,2130.0,60030
1378.statevalue,N,MN
2876.statecounty,UT_Gradn,UT_Grand
607.countytwo,Jasiper ,Jasper 
578.statefips,66,19
91.statecounty,AK_Lake and Peninsula Borough,AL_Tallapoosa
2220.countytwo,Bento n,Benton 
1409.statecounty,MO_Anderw,MO_Andrew
1368.countytwo,Milel Lacs ,Mille Lacs 
2552.fipstwo,f47017,f47071
1213.statevalue,MoD,MD
313.fips,2016.0,8125
756.statevalue,LI,IL
621.county,Marshal ,Marshall 
187.fips,2122.0,4019
3065.fipstwo,f53073,f53037
2643.countytwo,aCmp ,Camp 
1335.statevalue,N,MN
220.fipstwo,f02185,f06057
1291.statecounty,MI_Mceosta,MI_Mecosta
3115.statevalue,IW,WI
404.statecounty,CO_Fremont,GA_Bleckley
23.fips,2068.0,2230
489.statefips,88,13
2981.fipstwo,f5700,f51700
1036.countytwo,Franlin ,Franklin 
1817.statecounty,NDW_illiams,ND_Williams
2592.countytwo,cott ,Scott 
1531.county,Bento n,Benton 
2116.county,Pmaulding ,Paulding 
2335.statevalue,RP,PR
2654.countytwo,ollin ,Collin 
262.fips,2070.0,8023
1652.county,Rtosebud ,Rosebud 
348.statevalue,L,FL
334.county,North Slope Borough,Citrus 
93.county,Walke r,Walker 
86.fipstwo,f02020,f01113
380.fipstwo,f02180,f12113
2761.statecounty,X_Llano,TX_Llano
289.fipstwo,f02180,f08077
669.statecounty,ID_amas,ID_Camas
1830.county,Causs ,Cass 
13.county,Bristol Bay Borough,Ketchikan Gateway Borough
609.fipstwo,f19130,f19103
1999.statecounty,Y_Chemung,NY_Chemung
1517.fipstwo,29219,f29219
3018.countytwo,Sussex ***,Sussex 
433.statefips,45,13
2994.fipstwo,51145,f51145
2051.fipstwo,f361f19,f36119
534.statefips,72,13
95.fips,2122.0,1131
1772.fipstwo,f3801a5,f38015
379.fipstwo,f08101,f12107
2830.statevalue,TaX,TX
1201.county,Baltlimore city,Baltimore city
2594.statecounty,TNS_evier,TN_Sevier
549.statevalue,GhA,GA
1453.countytwo,Hwoell ,Howell 
290.fipstwo,f01009,f08079
932.statecounty,KS_Hamliton,KS_Hamilton
623.statefips,22,19
187.statecounty,AL_Cherokee,AZ_Pima
1136.fipstwo,f2033,f22033
2447.statecounty,SC_Sumer,SC_Sumter
847.statevalue,N,IN
1830.countytwo,ass ,Cass 
139.fipstwo,f02090,f05085
2031.fipstwo,fa36079,f36079
999.county,Wyandott e,Wyandotte 
227.fips,2060.0,6071
2246.countytwo,Sehrman ,Sherman 
758.fipstwo,f71121,f17121
2751.statevalue,X,TX
504.fipstwo,f1322a7,f13227
1137.fipstwo,f2203r5,f22035
409.statevalue,GqA,GA
855.statevalue,N,IN
267.county,Haines Borough,Dolores 
251.fips,2130.0,8003
2820.fipstwo,f8417,f48417
19.fips,2060.0,2188
1028.fipstwo,f2q1057,f21057
1393.countytwo,Stearsn ,Stearns 
2363.fipstwo,f72018,f72081
115.fipstwo,f02188,f05037
847.fipstwo,f18098,f18089
2687.statecounty,TX_Fishre,TX_Fisher
2846.fipstwo,f4y8469,f48469
1365.countytwo,Matrin ,Martin 
2421.statevalue,C,SC
161.statecounty,AK_Matanuska-Susitna Borough,AR_Sebastian
1590.fipstwo,f2817,f28127
3196.county,Preson ,Preston 
2717.countytwo,Hemnphill ,Hemphill 
164.county,Bethel Census Area,St. Francis 
2596.statevalue,N,TN
149.statefips,2.0,5
165.statecounty,AK_Fairbanks North Star Borough,AR_Stone
1238.statevalue,I,MI
343.county,Aleutians West Census Area,Franklin 
3123.statecounty,WI_Marinette***,WI_Marinette
2930.statevalue,VfA,VA
2714.fipstwo,f4805,f48205
579.countytwo,layton ,Clayton 
1062.county,Lauerl ,Laurel 
189.statecounty,AK_Yakutat City and Borough,AZ_Santa Cruz
209.fipstwo,f02050,f06035
2814.statecounty,XT_San Augustine,TX_San Augustine
388.statecounty,AK_Juneau City and Borough,FL_Union
1554.statecounty,MS_Isaquena,MS_Issaquena
1092.fipstwo,f12185,f21185
1799.statevalue,NeD,ND
1335.countytwo,Cleawrater ,Clearwater 
199.statecounty,AK_Haines Borough,CA_Del Norte
15.fips,2068.0,2164
3214.countytwo,Big Hon ,Big Horn 
2059.county,Auglakize ,Auglaize 
2908.statevalue,zVA,VA
2890.statecounty,UcT_Uintah,UT_Uintah
159.countytwo,Scot t,Scott 
600.countytwo,Harrisn ,Harrison 
2123.county,Richlyand ,Richland 
2462.countytwo,Clarkz ,Clark 
105.fipstwo,f01029,f05017
1353.county,Kanapbec ,Kanabec 
742.statecounty,IL_Jersye,IL_Jersey
345.statevalue,FoL,FL
2140.statevalue,H,OH
1917.statevalue,HN,NH
1970.county,Socoror ,Socorro 
1064.statecounty,KYLee,KY_Lee
363.fipstwo,f02150,f12077
434.statefips,48,13
901.statecounty,KSw_Brown,KS_Brown
2471.countytwo,Douglaas ,Douglas 
1681.fipstwo,f37033***,f37033
273.fips,2060.0,8045
2869.countytwo,aCche ,Cache 
145.fips,2100.0,5097
609.county,Johnso n,Johnson 
602.statefips,62,19
259.fips,2013.0,8017
3039.statecounty,iVT_Grand Isle,VT_Grand Isle
2736.county,Jim Well ,Jim Wells 
369.statefips,43,12
2051.county,Westcehster ,Westchester 
2655.county,Collingswroth ,Collingsworth 
283.fipstwo,f02282,f08067
2903.county,Arligton ,Arlington 
99.county,Kenai Peninsula Borough,Baxter 
1621.statevalue,bMT,MT
1749.county,Stokaes ,Stokes 
2879.statevalue,T,UT
1842.fipstwo,f3109,f31049
791.county,Unionl ,Union 
85.fipstwo,f02275,f01111
53.fips,2050.0,1047
527.fipstwo,f1373,f13273
421.countytwo,Celarke ,Clarke 
255.statefips,2.0,8
357.statecounty,AK_Haines Borough,FL_Jefferson
2304.countytwo,Perryd ,Perry 
378.county,Poxlk ,Polk 
1908.county,mWebster ,Webster 
1132.county,Catahoula rParish,Catahoula Parish
3193.county,Pnedleton ,Pendleton 
1429.countytwo,hCristian ,Christian 
1416.statecounty,MO_Bolilnger,MO_Bollinger
3090.countytwo,Broqwn ,Brown 
2011.countytwo,Grene ,Greene 
2345.statevalue,RP,PR
1750.county,Sury ,Surry 
480.county,Le ,Lee 
2798.fipstwo,f48m373,f48373
198.county,Denali Borough,Contra Costa 
2251.fipstwo,f4106d5,f41065
256.statefips,2.0,8
2663.fipstwo,4f8103,f48103
2519.countytwo,enton ,Benton 
1972.statecounty,NM_Torracne,NM_Torrance
342.statecounty,AK_Skagway Municipality,FL_Flagler
358.statecounty,CO_Weld,FL_Lafayette
2513.statecounty,SD_nUion,SD_Union
501.statevalue,AG,GA
67.fips,2050.0,1075
49.fipstwo,f01027,f01039
2099.fipstwo,f30991,f39091
2214.statevalue,fOK,OK
1331.countytwo,aCss ,Cass 
635.statefips,60,19
933.fipstwo,f02077,f20077
362.fips,2110.0,12075
280.fipstwo,f01055,f08059
2541.county,Fetnress ,Fentress 
2360.statecounty,PR_Junaa Diaz Municipio,PR_Juana Diaz Municipio
275.statefips,2.0,8
365.statecounty,AL_Etowah,FL_Manatee
1651.countytwo,Roosevtelt ,Roosevelt 
2629.fipstwo,f84035,f48035
299.fipstwo,f02060,f08097
1313.statevalue,IM,MI
1163.statecounty,LA_St. Bernadr,LA_St. Bernard
347.statevalue,rFL,FL
445.statefips,96,13
613.statefips,99,19
2727.fipstwo,f482r31,f48231
554.fipstwo,f1503,f15003
1439.statevalue,O,MO
2839.statevalue,TzX,TX
366.statecounty,AK_Anchorage Municipality,FL_Marion
3090.county,Brorwn ,Brown 
446.county,vans ,Evans 
515.statefips,18,13
3207.statevalue,VW,WV
753.fipstwo,f1705,f17105
2119.statecounty,OH_Pikqe,OH_Pike
467.statefips,72,13
3009.county,cott ,Scott 
388.fipstwo,f08013,f12125
343.statevalue,FuL,FL
2050.statevalue,Y,NY
3160.statevalue,VW,WV
2112.fipstwo,3f9117,f39117
391.statecounty,AK_Bristol Bay Borough,FL_Walton
2375.statecounty,PR_Nafranjito Municipio,PR_Naranjito Municipio
294.statefips,2.0,8
353.statecounty,AK_Bethel Census Area,FL_Hillsborough
537.statefips,93,13
256.statecounty,AK_Denali Borough,CO_Boulder
1998.fipstwo,f3013,f36013
1375.fipstwo,f27019,f27109
228.statevalue,A,CA
252.fips,1129.0,8005
2540.countytwo,Fayettex ,Fayette 
1649.fipstwo,f3008d1,f30081
54.statecounty,AL_Cleburne,AL_DeKalb
1600.statevalue,S,MS
415.statevalue,GoA,GA
1952.fipstwo,f3019,f35019
2585.fipstwo,f4737,f47137
78.fipstwo,f02105,f01097
539.county,Wlaton ,Walton 
217.statefips,2.0,6
274.statefips,2.0,8
1682.statevalue,CN,NC
1360.statecounty,N_Le Sueur,MN_Le Sueur
2964.statecounty,VA_Lacaster,VA_Lancaster
2885.fipstwo,f4903a7,f49037
1759.statecounty,NC_Wataga,NC_Watauga
1457.fipstwo,f2099,f29099
713.fipstwo,f1725,f17025
2731.statevalue,jTX,TX
1865.statecounty,NE_efferson,NE_Jefferson
163.statevalue,RA,AR
2356.countytwo,Hormiugeros Municipio,Hormigueros Municipio
1837.statevalue,E,NE
3052.fipstwo,f5011,f53011
1903.county,Thomtas ,Thomas 
2138.fipstwo,f39196,f39169
2419.statevalue,C,SC
2251.county,Waszco ,Wasco 
1793.statecounty,ND_ercer,ND_Mercer
2911.fipstwo,f15025,f51025
1831.county,Cedadr ,Cedar 
1094.countytwo,Owsey ,Owsley 
2773.statevalue,hTX,TX
37.county,Bethel Census Area,Calhoun 
602.statecounty,IA_wHoward,IA_Howard
387.statevalue,wFL,FL
478.county,Laneir ,Lanier 
1798.statevalue,D,ND
299.statefips,26,8
2658.countytwo,nComanche ,Comanche 
352.statevalue,LF,FL
414.statefips,67,13
1667.county,Alleghny ,Alleghany 
2788.statevalue,TyX,TX
373.fipstwo,f08107,f12095
2972.county,Manassascity,Manassas city
2658.statevalue,X,TX
341.fipstwo,f01009,f12033
1063.county,Lawrenc e,Lawrence 
1528.statecounty,MS_Alcorqn,MS_Alcorn
735.fipstwo,f10769,f17069
250.fips,2050.0,8001
3114.statecounty,I_Juneau,WI_Juneau
266.statecounty,AK_Fairbanks North Star Borough,CO_Denver
1271.county,Inoia ,Ionia 
579.statefips,39,19
1664.countytwo,Yeellowstone ,Yellowstone 
150.fips,2110.0,5107
2444.statecounty,SC_Richlangd,SC_Richland
1774.fipstwo,f83019,f38019
155.statevalue,RA,AR
605.fipstwo,f1995,f19095
548.statefips,85,13
2510.countytwo,Todbd ,Todd 
2463.countytwo,Cla y,Clay 
761.statevalue,LI,IL
211.fipstwo,f02068,f06039
109.statefips,2.0,5
361.fips,2060.0,12073
90.fips,2090.0,1121
355.statecounty,AL_Cleburne,FL_Indian River
401.statefips,58,13
3142.countytwo,Sawer ,Sawyer 
880.fipstwo,jf18155,f18155
343.fips,2090.0,12037
3086.countytwo,jAdams ,Adams 
600.county,Harison ,Harrison 
1933.statecounty,NJ_Momouth,NJ_Monmouth
2995.fipstwo,fz51147,f51147
390.statevalue,LF,FL
1985.county,Lyno ,Lyon 
2789.statecounty,TX_uNeces,TX_Nueces
219.county,Bristol Bay Borough,Napa 
2227.statevalue,RO,OR
3010.county,Shenandoa h,Shenandoah 
196.statefips,2.0,6
407.statevalue,A,GA
367.county,Matin ,Martin 
3122.fipstwo,f550t73,f55073
2442.statecounty,C_Orangeburg,SC_Orangeburg
2517.statevalue,TcN,TN
2695.fipstwo,f4816f7,f48167
2214.countytwo,Waogner ,Wagoner 
526.statefips,81,13
2295.countytwo,Lcoming ,Lycoming 
2275.statecounty,PA_Cumebrland,PA_Cumberland
394.countytwo,Aftkinson ,Atkinson 
633.statecounty,IA_Pochontas,IA_Pocahontas
1775.statevalue,NbD,ND
2840.county,rTyler ,Tyler 
3149.statevalue,mWI,WI
645.fipstwo,f1u9175,f19175
2001.countytwo,Clinotn ,Clinton 
2399.statevalue,RP,PR
2232.county,Hood Riverv ,Hood River 
3038.statevalue,T,VT
552.statevalue,rGU,GU
260.fips,2110.0,8019
2690.county,Fort Befnd ,Fort Bend 
138.fips,2020.0,5083
3189.fipstwo,f50463,f54063
2778.statecounty,TX_Millws,TX_Mills
1255.fipstwo,f6035,f26035
865.county,Pikte ,Pike 
306.statevalue,O,CO
1944.statevalue,MN,NM
1993.statecounty,NY_Alleany,NY_Allegany
1008.fipstwo,21017,f21017
1312.fipstwo,zf26153,f26153
333.statevalue,LF,FL
2772.statevalue,TfX,TX
1440.county,Dernt ,Dent 
218.statefips,2.0,6
92.statevalue,L,AL
2927.countytwo,Culpbeper ,Culpeper 
1423.county,Cape Girardea u,Cape Girardeau 
147.statefips,2.0,5
539.countytwo,Wlaton ,Walton 
1219.county,Washinlgton ,Washington 
636.statefips,57,19
303.statevalue,OC,CO
1367.fipstwo,27093,f27093
536.statefips,66,13
2671.statecounty,X_Delta,TX_Delta
123.fips,2100.0,5053
620.statevalue,tIA,IA
2377.countytwo,atillas Municipio,Patillas Municipio
966.statevalue,S,KS
1891.statevalue,E,NE
1595.statecounty,M_Tate,MS_Tate
638.statecounty,IASac,IA_Sac
468.statefips,42,13
377.fipstwo,f08013,f12103
174.statecounty,AL_Cleburne,AS_Rose Island
1004.countytwo,Barren ***,Barren 
1801.county,Ransome ,Ransom 
46.county,Matanuska-Susitna Borough,Colbert 
2389.county,Santa Isabel Municipoi,Santa Isabel Municipio
194.county,Amadmor ,Amador 
192.county,Bristol Bay Borough,Alameda 
135.fips,1005.0,5077
2378.statecounty,PR_Penuelas unicipio,PR_Penuelas Municipio
2258.statevalue,A,PA
167.statefips,2.0,5
154.fips,2016.0,5115
2888.statevalue,UcT,UT
3230.statecounty,WY_Subletet,WY_Sublette
458.statefips,92,13
1882.statecounty,N_Nuckolls,NE_Nuckolls
2086.county,aHrdin ,Hardin 
625.statefips,79,19
2008.countytwo,Fraknlin ,Franklin 
974.fipstwo,20159,f20159
349.fips,1005.0,12049
447.statefips,59,13
1768.statevalue,NtD,ND
2625.statevalue,X,TX
425.statefips,97,13
1902.fipstwo,31169,f31169
2517.statecounty,N_Anderson,TN_Anderson
908.countytwo,Caly ,Clay 
3117.county,La Corsse ,La Crosse 
186.statefips,2.0,4
1434.county,Cooepr ,Cooper 
3106.statecounty,WI_Froest,WI_Forest
757.statevalue,L,IL
1825.countytwo,Boy ,Boyd 
2679.county,Ecotr ,Ector 
209.statefips,2.0,6
400.statecounty,CO_El Paso,GA_Bartow
1039.statevalue,YK,KY
99.statecounty,AK_Denali Borough,AR_Baxter
300.fipstwo,f05027,f08099
207.fipstwo,f05099,f06031
2674.statevalue,X,TX
3164.countytwo,Clahoun ,Calhoun 
146.fips,2105.0,5099
622.statefips,100,19
490.statevalue,A,GA
1367.statecounty,MN_Mfeeker,MN_Meeker
263.countytwo,Crowwley ,Crowley 
2951.countytwo,Hyalifax ,Halifax 
1188.statevalue,AM,MA
1176.countytwo,Verilion ,Vermilion 
208.statefips,2.0,6
457.statefips,96,13
2913.fipstwo,f51209,f51029
447.county,Fannin ***,Fannin 
457.statecounty,GA_fGrady,GA_Grady
870.county,Randolhp ,Randolph 
790.statevalue,LI,IL
768.countytwo,Mnotgomery ,Montgomery 
2773.county,McMulle n,McMullen 
1669.county,she ,Ashe 
1415.fipstwo,f29105,f29015
1920.countytwo,Sulliva n,Sullivan 
1740.statecounty,NC_andolph,NC_Randolph
1193.fipstwo,f52019,f25019
261.fips,1085.0,8021
604.statefips,104,19
961.countytwo,Neosqho ,Neosho 
142.fips,2105.0,5091
293.statefips,2.0,8
1101.statecounty,KY_Rockcstle,KY_Rockcastle
2317.county,Washingon ,Washington 
1145.countytwo,Jefpferson ,Jefferson 
364.statecounty,AR_Arkansas,FL_Madison
2819.statecounty,T_XScurry,TX_Scurry
2880.county,Millar d,Millard 
2939.statecounty,VA_Fluvnana,VA_Fluvanna
186.county,Bristol Bay Borough,Navajo 
2307.county,Pottmer ,Potter 
138.statefips,2.0,5
569.statefips,70,19
189.county,Bethel Census Area,Santa Cruz 
1756.statecounty,CN_Wake,NC_Wake
82.fips,2068.0,1105
2555.statevalue,N,TN
2926.countytwo,Cragi ,Craig 
130.county,Juneau City and Borough,Jackson 
614.statefips,86,19
1553.statecounty,MS_umphreys,MS_Humphreys
2947.fipstwo,f51l075,f51075
2921.statecounty,VA_Chespeake city,VA_Chesapeake city
469.statefips,81,13
670.countytwo,Canyn ,Canyon 
3165.fipstwo,f5401k5,f54015
2273.countytwo,Columbiag ,Columbia 
2330.countytwo,Barceloneta Municpio,Barceloneta Municipio
446.statefips,73,13
121.fips,5063.0,5049
2833.statevalue,sTX,TX
2898.statevalue,vVA,VA
1795.statevalue,NpD,ND
628.fipstwo,f19411,f19141
2434.countytwo,Laurnes ,Laurens 
1162.statevalue,AL,LA
202.county,Aleutians West Census Area,Glenn 
593.statecounty,IA_Fraemont,IA_Fremont
2855.county,Wilbargerr ,Wilbarger 
140.fips,2020.0,5087
1489.statevalue,vMO,MO
144.countytwo,Monro e,Monroe 
479.statefips,23,13
78.fips,2060.0,1097
1866.statecounty,NE_Johnsn,NE_Johnson
881.countytwo,Tippeclanoe ,Tippecanoe 
349.fipstwo,f02150,f12049
1042.statevalue,Y,KY
365.fipstwo,f02090,f12081
1431.countytwo,Clayo ,Clay 
287.countytwo,Lincon ,Lincoln 
1222.fipstwo,f20301,f23001
278.statefips,50,8
2636.statevalue,X,TX
3121.countytwo,Manitoxwoc ,Manitowoc 
301.county,Dillingham Census Area,Pueblo 
127.fips,2100.0,5061
2343.countytwo,Coamo nMunicipio,Coamo Municipio
1117.county,Whtiley ,Whitley 
3186.countytwo,Minera l,Mineral 
1411.statecounty,MO_Audhrain,MO_Audrain
1316.countytwo,Teuscola ,Tuscola 
863.statecounty,I_NParke,IN_Parke
2894.countytwo,Wyane ,Wayne 
237.statefips,2.0,6
2772.fipstwo,mf48309,f48309
355.fips,2068.0,12061
1480.fipstwo,f92145,f29145
250.county,Kenai Peninsula Borough,Adams 
243.fips,2090.0,6103
982.statevalue,S,KS
547.statefips,53,13
677.countytwo,gFranklin ,Franklin 
1586.statecounty,MS_Qucitman,MS_Quitman
1784.fipstwo,38039,f38039
1108.countytwo,Talyor ,Taylor 
1989.fipstwo,f30229,f32029
3214.statecounty,WY_Big Hon,WY_Big Horn
366.fipstwo,f02016,f12083
212.fipstwo,f02070,f06041
1651.statevalue,MqT,MT
361.statevalue,FgL,FL
1545.countytwo,Frankli ,Franklin 
1256.countytwo,Clitnon ,Clinton 
3100.county,oor ,Door 
488.countytwo,Mraion ,Marion 
2684.countytwo,Faqlls ,Falls 
1053.statevalue,Y,KY
703.county,ond ,Bond 
1524.statevalue,MpP,MP
990.countytwo,Sumne r,Sumner 
2530.statevalue,NT,TN
1174.statevalue,rLA,LA
44.county,Dillingham Census Area,Cleburne 
97.fipstwo,f02013,f05001
319.statecounty,AR_Columbia,CT_New London
3103.statecounty,WI_Eau Clarie,WI_Eau Claire
2743.fipstwo,f48236,f48263
143.fipstwo,f02050,f05093
17.county,Bethel Census Area,Nome Census Area
2944.statecounty,VAGalax city,VA_Galax city
240.fips,2050.0,6097
1219.fipstwo,f4043,f24043
174.statevalue,AL,AS
1366.county,MLeod ,McLeod 
339.statevalue,FqL,FL
2736.fipstwo,48249,f48249
1933.county,Monmuoth ,Monmouth 
637.fipstwo,f1i9159,f19159
493.fipstwo,13205,f13205
2274.countytwo,Crawfokrd ,Crawford 
2568.statecounty,TN_Lincvoln,TN_Lincoln
1020.countytwo,Caroll ,Carroll 
2375.fipstwo,f7105,f72105
1557.county,aJsper ,Jasper 
2564.county,Lak e,Lake 
1961.county,sOtero ,Otero 
658.fipstwo,f16g003,f16003
150.fipstwo,f02068,f05107
129.statefips,2.0,5
68.fips,2100.0,1077
435.statefips,20,13
770.countytwo,Moulrie ,Moultrie 
140.fipstwo,f02122,f05087
3194.countytwo,Pleasnats ,Pleasants 
65.fips,2050.0,1071
284.statefips,2.0,8
206.statecounty,AK_Haines Borough,CA_Kern
2250.statevalue,RO,OR
403.statevalue,AG,GA
2525.countytwo,aCarroll ,Carroll 
1382.county,Rawmsey ,Ramsey 
1332.countytwo,Chiphpewa ,Chippewa 
2323.countytwo,Aguaad Municipio,Aguada Municipio
1479.statevalue,OM,MO
268.fips,2070.0,8035
