gross,net,conventionalaccounting,economicsector,sector,category,subcategoryone,subcategorytwo,subcategorythree,yearvalue(long),gas,mtcotwoearfivetwozeroyr(long),mtcotwoearfouronezerozeroyr(long)
No,Yes,Yes,Net Emissions,AFLOU,Net Emission Removals,Land Use,Wzetlands,"Wetland convedrted to Settlement, Grassland, Cropland, Other Land",2009,C2,-1827,-1827
No,Yes,Ypes,Net Emissions,AFOLU,Net Emission Rxemovals,and Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Otehr Land",2010,CO2,-1827,-1827
No,Yqes,Yes,et Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2011,CO2,-43,-43
No,Yse,es,Net Emissidons,FOLU,Net Emission Removals,Land Upse,Wetlands,"Wetland converted to Settlement, Gmrassland, Cropland, Other Land",2012,CO2,-43,-43
o,lYes,Yse,Net Emissions,AFOoLU,Net Emission Removals,Land Use,Weltands,"Wetland converted to Settlement, rGassland, Cropland, Other Land",2013,CO2,-43,-43
o,Yse,Yes,Net Emssions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2014,CO2,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland,O ther Land",2015,CO2,-43,-43
o,eYs,Yes,Net Emissiogns,AFOLU,Net Emission Remvals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2016,CO2,-43,-43
No,Yes,Ynes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2017,C2,-43,-43
oN,Yes,Yse,Net Emissions,AFOLU,Net Emission Removals,Landq Use,Wcetlands,"Wetland converted to Settlement, Grassland, Crpland, Other Land",2018,CO2,-43,-43
Neo,Yes,es,Net Eissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2019,CO2,-43,-43
o,Yes,eYs,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1990,CO2,-18,-18
No,Yes,Yxes,Net Emisisions,AFOUL,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1991,O2,-18,-18
No,Yes,Yes,Ne Emissions,AFOLU,Net Emission Removals,Land Use,Welands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1992,C2O,-18,-18
No,Yes,Yes,et Emissions,AOLU,Net Emission Remojvals,Land Use,eWtlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1993,CvO2,-18,-18
No,Yes,Ys,Net Emipssions,AFOUL,Net Emissiomn Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1994,O2,-18,-18
No,Yes,Yes,Net Emissions,AFOUL,Net Emission Removals,Land Use,Wetleands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1995,CO2,-18,-18
No,Yse,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other cLand",1996,CO2,-18,-18
No,Yse,Ys,Net Emissiuons,AFOLU,Net Emission Removals,Land Use,eWtlands,"Wetland convserted to Settlement, Grassland, Cropland, Other Land",1997,CO2,-18,-18
No,Yes,Yes,Net Emissions,AbFOLU,NetEmission Removals,Land Use,Weitlands,"Wetland converted tto Settlement, Grassland, Cropland, Other Land",1998,O2,-18,-18
o,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,LandUse,Wetladns,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1999,CO2,-18,-18
No,Yes,Yes,Net Emissions,FAOLU,Net Emission Reovals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2000,CO2,-18,-18
No,es,Yes,Net Emissions,FOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassand, Cropland, Other Land",2001,CO2,-18,-18
Yes,Yes,Yse,Electricity,Energyy,Fuel Combustion,Electic Power,oNt Applicable,Petroleum Coke,1990,CO2,0,0
Yes,eYes,Yes,Elcetricity,nergy,Fuel Combstion,Electric Power,Not Applicable,Petroleum Coke,1990,CH4,0,0
Yes,Yes,Yejs,Electriciy,Enqergy,Fuel Combustion,Electric Power,Nt Applicable,Petroleum Coke,1990,N2O,0,0
Yes,Yes,Yes,Industry,Eergy,Fuel Combustion,Industrial,NotApplicable,Wamxes,1990,CO2,0,0
Yes,Yes,Yse,Industry,Energy,Fuel Combustion,Indusltrial,Not Applicable,Wxaes,1990,CH4,0,0
Ypes,Yes,Yes,Industrly,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1990,N2O,0,0
Yes,Yse,Yes,nIdustry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1990,CH4,0,0
Yes,Ys,Yers,Industryy,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Atsphalt and Road Oil,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Inbdustrial,Not Applicable,Coal - Coking,1990,CO2,0,0
Yes,es,Yes,Indutry,Energy,Other Fossil Fuel Use,Industrial,No Applicable,Coal - Cokinbg,1990,HC4,0,0
es,Yes,Yes,Industry,nergy,tOher Fossil Fuel Use,Industrial,Nto Applicable,Coal - Coking,1990,N2O,0,0
Yes,Yes,Yes,ndustry,nergy,Othzer Fossil Fuel Use,Industrial,NotA pplicable,Coal - Other,1990,CH4,0,0
Yes,es,Yes,Industy,Energy,Other Fosisl Fuel Use,Industrikal,Not pAplicable,Coal - Other,1990,N2O,0,0
Ys,Yes,Yes,Industyr,Energy,Other Fossil Fuel se,Industrial,Not Applicable,Distillate Fuel,1990,CH4,0,0
Yes,eYs,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,iDstillate Fuel,1990,NO,0,0
Yes,Yes,Yes,Idnustry,Energy,jOther Fossil Fuel Use,Industrial,Not Applicable,LPG,1990,CH4,0,0
Yems,es,Yes,Industry,Energy,Other Fossil Fuelu Use,Industtrial,Not Applicable,LPG,1990,2NO,0,0
Ys,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lurbicants,1990,CH4,0,0
es,Yse,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fosil Fuel Use,Industrial,Not Appliable,Lubricants (Transportation),1990,CH4,0,0
Ys,eYs,eYs,Industyr,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants (Tarnsportation),1990,N2O,0,0
Yaes,Yes,Yse,Industry,nEergy,Other Fossil Fuel Use,Iindustrial,Not Applicable,Miscellaneous Petroleum Products,1990,H4,0,0
Yes,Ys,Yes,Industry,Energy,Otxher Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,1990,NO2,0,0
Yezs,Yezs,Yes,Industry,Energy,Other Fossil Fuel Use,Industral,Not Applicable,Natural as,1990,N2O,0,0
es,Yes,Yes,Indsutry,Energy,mOther Fossil Fuel Use,Industial,Not Applicable,Petroleum Coke,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicabfle,Petroleum Coek,1990,N2O,0,0
Yes,xYes,Yes,Industry,Eenrgy,Other Fossil Fuel Use,Industrial,Nto Applicable,Special Naphthas,1990,C4,0,0
Ys,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,ndustrial,Not Applicable,Special Naphthas,1990,N2O,0,0
Yes,eYs,Yes,Indutry,Energy,Other ossil Fuel Use,Industrial,Not Applicable,Waxes,1990,CH4,0,0
Yes,Yes,es,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,1990,Nw2O,0,0
Yes,Nzo,No,Transportation,gEnergy,Fueml Combustion,Transportation,Road,Gasoline,1990,Biogenic C2O,0,0
Yes,No,No,Transportation,Energy,Fuel Combusiton,Transportaton,Road,Desel,1990,Biogenic CO2,0,0
Yes,o,No,Transportation,Enegy,iFuel Combustion,Tarnsportation,Road,CNnG,1990,Biogenic CO2,0,0
Yes,Yes,Yes,Transportaion,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Jet Fuel,1990,CH4,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Tranpsortation,Nonroad- Railroad,Distillate Fuel,1990,Biogenc CO2,0,0
Yeis,No,No,Trasnportation,Eneyrgy,Fuel Combutsion,Transpoortation,Military,Distillate Fuel,1990,Biogenic CO2,0,0
gYes,No,oN,Transportation,Energy,Fuel Combution,Tvransportation,Military,Residual Fuiel,1990,Biogenic CO2,0,0
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,1990,Biogenic CO2,0,0
No,No,No,Exlcuded,Energy,Fuel Combustion,Transportation,Bukner (Aircraft),Jert Fuel,1990,HC4,0,0
Yes,Ndo,No,Traxnsportation,Energy,Fuel Combustion,Transportation,Nonroad - Other,Divesel,1990,Biogeni CO2,0,0
Yes,No,No,Transportation,Ebnergy,iFuel Combustion,Trgansportation,Nonroad - Industria/Commercial,Gasolnie,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Comustion,Trnasportation,Nonroad -Construction,Gasoline,1990,Biogenic C2O,0,0
Yes,No,o,Trasportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gaosline,1990,Biogenic CO2,0,0
Yse,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighawy,Gasojline,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,uel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1990,Bhiogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,asoline,1990,Biogenic CdO2,0,0
Yes,oN,o,Transportation,nergy,Ful Combustion,Transportation,Nonroad - Marine/Boating,Gasolicne,1990,Biogenic CO2,0,0
es,o,No,Transportation,Enegry,Fuel Combustion,Transportatoin,Nonroad - Recreational Vehicle,Gasoline,1990,Biogenic CO2,0,0
Yes,Ys,Nfo,Electricity,Enjergy,Iqmported Electricity,Direct Electricity Imports,Not Applicable,All,1990,CO2,0,0
Yse,Yes,wNo,Electricity,Enegry,Imported Electricity,Direct Electicity Imports,Not Applicable,lAl,1990,CH4,0,0
Yes,Yse,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Aplpicable,All,1990,N2O,0,0
Yes,o,No,Electircity,Energy,Imported Electricity,Direct Electtricity Imports,Not Applicable,All,1990,Biogenic CO2,0,0
Yes,Yes,oN,Electricity,Energy,Imported Fossil Fuels,Electric ePower,NotApplicable,Ptroleum Coke,1990,OC2,0,0
Yezs,Yes,No,Electricity,Enery,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleuum Coke,1990,CH4,0,0
Yes,Yes,o,Electriciyt,Energy,Imported oFssil Fuels,Electric Power,Not Applicable,Petoleum Coke,1990,NO2,0,0
Ytes,Yes,No,Industyr,Eanergy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,1990,zCO2,0,0
Yes,Yes,aNo,ndustry,rEnergy,Imported Ffossil Fuels,Industrial,Nojt Applicable,Waxes,1990,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Indstrial,Not Applicable***,Waxes,1990,N2O,0,0
Yse,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicaxble,Special Naphthas,1990,NO,0,0
Yes,Yes,pNo,Industry,Eneryg,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,axes,1990,NO,0,0
Yes,Yes,bNo,Electricity,Energy,Imported Fossil Fuels,Direct Electribcity Imports,Not Applicable,Distillate Fuel,1990,CO2,0,0
Yse,Yzes,No,Electrictiy,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Naturzal Gas,1990,CO2,0,0
Yse,cYes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Appllicable,Petroleum Coke,1990,CO2,0,0
Yes,Yes,fNo,Electricpity,Eneragy,Impored Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual uFel,1990,O2,0,0
Yes,Yets,No,Electricity,Eergy,Imported Fossil Fuels,Direct Electricity Imports,Novt Applicable,Distillate uel,1990,CH4,0,0
Yes,Yes,oN,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imporst,Not Applicable,Natural Gas,1990,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicble,Petroleum Ckoe,1990,H4,0,0
Yes,Yes,No,Elvectricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1990,zCH4,0,0
Yes,dYes,oN,Electricity,Energiy,Imported Fossil Fuels,Direct Electricity Iports,Not Applicable,Distillate Fuel,1990,NO,0,0
Yse,Yse,Nmo,Electryicity,Energy,Imported Fossil Fuels,Direct Electriity Imports,Not Applicable,Ncatural Gas,1990,N2qO,0,0
es,Yse,No,vElectricity,Energy,Imported Fsosil Fuels,DirectE lectricity Imports,Not Applicable,Petroleum Coke,1990,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1990,N2O,0,0
Yes,Yes,Yes,Elecktricity,Enfergy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1991,CO2,0,0
Yes,Yes,es,Electricity,Energy,Fuel Combustion,lectric Power,Not Applicable,Petroleum Coke,1991,CH4,0,0
eYs,Yes,Yes,Electricitty,Energy,Fuel Combustion,Electric sPower,Not Applicable,etroleum Coke,1991,NO,0,0
Yse,Yse,Yse,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,aWxes,1991,OC2,0,0
Yes,rYes,Yes,Industjry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1991,CH4,0,0
Yes,Yes,es,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energiy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1991,N2O,0,0
Yse,Yes,Yes,Indsutry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1991,CO2,0,0
Yes,Yse,Yes,Industrpy,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1991,CH4,0,0
Yes,Yse,es,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal Coking,1991,N2O,0,0
Yes,Yes,Yes,Industry,Enregy,Other Fossiol Fuel Use,pIndustrial,Not Applicable,Coal - Other,1991,H4,0,0
Yes,Yes,Yes,Industry,Energny,Other Fossil Fuel Use,Industrial,Not Applicabel,Coal - Other,1991,2O,0,0
Yes,Ys,Yes,Industcry,Eneryg,Other Fossil Fuel Ues,Industrial,Not Applicable,Distillate Fuel,1991,CH4,0,0
Yes,Ys,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,1991,N2xO,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossilp Fuel Use,Industrial,Not Applicable,LPG,1991,C4H,0,0
Yres,Yes,iYes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,1991,N2O,0,0
Ys,fYes,Yes,Industry,Energy,Other Fossil Fuel Ujse,Industrial,Not Applicable,Lurbicants,1991,C4,0,0
Yes,eYs,Yzes,Industry,Energy,Other Fossil Fuel Ues,Indstrial,Not Applicabale,Lubricanrts,1991,NO,0,0
Yes,es,pYes,Industy,Energy,Other Fossil Fuel Ues,Industrial,Not Applicable,Lubricants (Transportation),1991,C4H,0,0
Yes,Yes,Yes,Industry,Eneryg,Other Fossil Fuel Use,Industrial,Nto Applicable,Lubricants (Transportation),1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Nto Applicable,Miscellaneous Petroleum Products,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,1991,N2O,0,0
Yes,Yes,Yes,Indurstry,Energy,Other Fssil Fuel Use,Industrial,Not Applicable,Naturall Gas,1991,lCH4,0,0
Yes,Yes,Yes,Industry,Energiy,Other Fossil Ful Use,Industrail,No Applicable,Natural Gas,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossi Fuel Use,Industrial,Not Applicable,Petroleum Coke,1991,CH4,0,0
Yes,bYes,Ybes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuerl Use,Industrial,Not Applicable,pecial Naphthas,1991,CzH4,0,0
Yes,eYs,Yes,Industry,Eznergy,Other Fossil Fuel Use,Industrial,Not Appliccable,Special Naphthas,1991,N2O,0,0
es,Yems,Yes,Industry,Eenrgy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,1991,CH4,0,0
Yes,Yes,Yse,Industry,Energy,Other Fossil Fuel Use,Industriial,Not Applicable,Waxes,1991,2NO,0,0
Yse,No,No,Tarnsportation,Energy,Fuel Comustion,Transportation,Roda,Gasoline,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Cmobustion,Transportation,Road,Diesel,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,nergy,Fuel Combustion,Transportation,Road,CNG,1991,Biogenic CO2,0,0
Yes,Yes,Yes,Transportation,Energy,Fuel Comebustion,ransportation,Nonroad - Aivation,Jet Fuel,1991,CH4,0,0
Yes,oN,o,Trnsportation,nergy,Fuel Combustion,Transportation,Nonroad - Railroad,Distillate Fuel,1991,iogenic CO2,0,0
Yes,o,qNo,Transportation,Energy,Fuel Combustion,Tarnsportation,Militay,Distiyllate Fuel,1991,iBogenic CO2,0,0
Ys,No,No,Transportaiton,Energy,Fuel Cobustion,Twransportation,Miliqtary,Residual Fuel,1991,Biogenic CO2,0,0
No,iNo,hNo,Excluded,Enegrgy,Fuel Combustion,Transportation,Bunker (Vssel),Distillate Fuel,1991,Biogenic CO2,0,0
oN,Npo,Nso,Ezxcluded,Energy,Fuel Combustion,Transportation,Bunker (Aircrat),Jet Fuel,1991,CjH4,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Other,Diesel,1991,Biogenic CO2,0,0
Yes,No,o,Tranpsortation,Eneergy,Fue lCombustion,Transprtation,Nonroad - Industrial/Commercial,Gasoline,1991,Biogenic CO2,0,0
Ys,No,No,Transportaton,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,1991,Biogenic CO2,0,0
Yse,No,No,Transportaion,Energy,Fuel Cobustion,Transporattion,Nonroad - Agricultural,Gasoline,1991,Biogenic CO2,0,0
es,No,oN,ransportation,Energy,Fuelk Combustion,Transportation,Nonroad - Public Nonhighway,Gasolne,1991,Biogenics CO2,0,0
Yes,No,No,Trantsportation,Energy,Fuel Combustion,Tyransportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1991,Biogenic CO2,0,0
Ys,uNo,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasline,1991,Biogenc CO2,0,0
eYs,oN,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,1991,Biogenic CO2,0,0
Yes,No,No,Transportatino,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehice,Gasoline,1991,Biogenic CO2,0,0
es,Yes,o,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1991,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1991,CH4,0,0
Yes,Yes,No,Electricqity,Energy,Importe Electricity,Direct Electricity Imports,Not Applxicable,All,1991,2NO,0,0
Yes,No,No,Electreicity,Enegy,Imported Electricity,Direct Electricity Imports,Nfot Applicable,All,1991,Biogenic CO2,0,0
Yes,Yeas,No,Electricitsy,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1991,CO2,0,0
Yse,Yse,No,Electricity,Energy,Imported Fossil Fuesl,Electrci Power,Not Appicable,Petroleum Coke,1991,CH4,0,0
es,Ys,No,Electricity,Enexrgy,Imported Fossil Fuels,Electric Power,Not Applicable,Petrloeum Coke,1991,N2O,0,0
Yes,Yes,No,Industry,nergy,Imported Fossil Fuels,Industrial,Not pplicable,Waxes,1991,COy2,0,0
Ys,eYs,No,Indnustry,Enery,Improted Fossil Fuels,Industrila,Nomt Applicable,uWaxes,1991,fCH4,0,0
eYes,Yes,No,Indusrty,Energy,Imported Fossilx Fuels,Industrila,Not Applicable,Waxes,1991,N2O,0,0
Yes,Yees,oN,Industry,Enery,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,1991,2O,0,0
Yes,Yes,o,Igndustry,Energy,Imported ossil Fuels,Other Fossil Fuel Use,oNt Applicable,Waaxes,1991,N2O,0,0
Yes,Yes,No,Electricity,Energy,Importedt Fossil Fuels,Direct Electircity Imports,ot Applicable,Distillate Funel,1991,CeO2,0,0
Yes,Yes,No,Electricity,Enenrgy,Imported Fossil Fuels,Diect Electricity Imports,ot Applicable,Natural Gzas,1991,CO2,0,0
kYes,Yeqs,No,Eelctricity,Eergy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1991,CO2,0,0
Yes,Yse,No,Electriicty,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1991,CO2,0,0
Yes,Yes,o,Electricity,Energry,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,1991,CH4,0,0
Yes,Yes,No,Electricity,Eergy,Imported FossilFuels,Direct Electricity Imports,Not Applicbale,Natural Gas,1991,CH4,0,0
Yes,Yes,No,Electricity,Eunergy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable***,Petorleum Coke,1991,H4,0,0
Yes,Yes,No,Electricity,Eneryg,Imported Fossil Fuels,Direct kElectricity Imports,Not Applicable,Residual Fuel,1991,CH4,0,0
Yes,Yecs,No,Electroicity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,1991,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicabel,Natural bGas,1991,N2dO,0,0
Yes,Yse,mNo,Electricity,Enegry,mported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1991,N2O,0,0
Yes,Yes,o,Electricity,Energy,Imported Fossil Fuels,Direct Ellectricity Imports,Not Appliacble,Residual Fuel,1991,N2O,0,0
Yeos,Yfes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Ptroleum Coke,1992,CO2,0,0
Yes,Yes,Yes,Elebctricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1992,CH4,0,0
eYs,Yes,Yes,Electricity,Energy,Fuel Combutstion,Electric Power,Not Applicable,Petroleu mCoke,1992,N2O,0,0
es,Yes,Yes,Indstry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1992,CO2,0,0
Yes,Yes,Yes,nIndustry,Enegy,Fuel Combustion,Industrial,Not Applicable,Waxes,1992,CH4,0,0
Yse,Yes,Ys,Industry,Energy,Fuel Combustion,Indsutrial,Not Applicable,axes,1992,2O,0,0
Yes,Yes,Yes,Indusrty,Energy,Ohter Fossil Fuel Use,Indutrial,Not Applicable,Asphalt and Road Oil,1992,CH4,0,0
Yes,Yse,Yes,Indutsry,Eneryg,Other Fsosil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1992,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1992,CO2,0,0
Yes,es,Yes,Industry,Enerwgy,Other Fossi lFuel Use,fIndustrial,hNot Applicable,Coal - Coking,1992,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Ful Use,Inudstrial,Nto Applicable,Coal - Coking,1992,NO,0,0
es,Ypes,Yes,Industry,Eneryg,Other Fossil Fuel Use,Indunstrial,Not Appliscable,Coal - Other,1992,C4,0,0
Ys,eYs,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicagble,Coal - Other,1992,N2O,0,0
es,eYs,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,1992,C4H,0,0
Yes,Ys,Yes,Indsutry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,1992,2O,0,0
Yes,Yes,eYs,Industry,Energy,Other Fossil Fuel Use,Industral,Not Applicable,LGP,1992,nCH4,0,0
Yes,Yes,Yes,Industry,Energy,Othelr Fossil Fuel Use,Industrial,Not Applicable,LPG,1992,N2O,0,0
Yse,dYes,Yes,Industyr,Enermgy,Other oFssil Fuel Use,Industrial,Not Applicable,Lubricnts,1992,CH4,0,0
Yfes,Yes,es,Industry,Energy,Other Fossinl Fuel Use,Industrial,Not Applicable,Lubricants,1992,NO2,0,0
