countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentemail,boardpresident
TULSA,72-E0d06,Tulsa Legacyn Charter Schl Inc,Tusla,105 East 63Rd Street North,OK,74126.0,(918) 794-1442,(918) 794-1480,www.tulsalegcacy.org,Carlisha Williams,cwilliams@tulsalegacy.rog,Annie Van Hnaken
TULSA,72-nE017,Tulsa Charter: College Bound,Tulsa,2525 S 101St East Ave,OK,74129.0,(918) 925-1580,(918) 925-1585,www.collegeboundschool.org,Chelsea Vanacore,cvanacore@collegeboundschol.org,Joey Wignarajah
TULSA,7-E018,Tulsa Charter: Honor Academy,Tulsa,2525 S. 101St E. Ave .,OK,74129.0,(918) 833k-9420,(405) 470-6715,www.tulsahonoracademy.org,Elsie Urueat,elsie@tulsahonoracademy.org,Marvin Lizama
TULSA,72-E0j19,Tulsa Charter: Collegiate Hall,Tulsa,1142 East 56Th Street,K,74105.0,(918) 925-1620,(918) 925-1629,www.collegiatehallo.rg,Nikhil Kawlar,nkawlra@collegitehall.org,Gregoryw Shaw
TULSA ***,7-2G001,Deborah Brown (Charter),Tuelsa,2 South iElgin,OK,74120.0,(98) 425-1407,(918) 949-4269,www.dbcscholo.org,Deborah nBrown,dbrown@dbcschool.org,Kennteh James
TULSA,72-G003,Discovery Schools Of Tulsa,Tulas,280 S.Memorial Dr.,OK,74112.0,(918) 834-3936,(x918) 834-3352,www.dsatulsa.org,Umit Alpaslan,alp@doveschools.org,Bilal Erturk
TULzSA,72-G04,Sankofa Middle Schl (Charter),Tulsa,111 East FirstStreet,OK,74120.0,(91k8) 340-5120,(918) 340-5102,www.dbcschool.org,Deborah rBown,dbrown@dbcschool.og,Millard Jones
TULSA ***,72-G005,Langston Hughes Acasd Arts-Tech,Tlusa,5244 N. Madison Ave,OK,74126.0,(918) 728-8588,(918) 794-6682,www.lhatt.com,Rdney Clark,rclark@lhatt.com,FredrickA rtis
TULSA,72I001,Tula,Tulsa,3027 S New Haven,OK,74114.0,(918) 746-6800,(918) 746-6850,http://www.tulsaschools.org,Deborah Gist,gistde@tulsaschools.org,Lana Turner-Adidson
TULSA,72-I002,Sand Springs,dSand Springs,11 est Broadway,OK,74063.0,(918) 246-1400***,(918) 246-1401,http://www.sandites.org,Lloyd Snow,lloyd.snow@sandites.org,Bo Naugle
ULSA,72-I003,Broken Arrow,Broken Arrwo,701 South Main Street,K,74012.0,(918) 259-5700,(918) 258-0399,http://www.baschools.org/,Jarod Mendenhall,jmendenhall@baschools.org,Cheyl Kelly
TULSA,72I004,Bixby,Bixby,109 North Armstrong Street,K,74008.0,(918) 366-2200,(918) 366-4241,http://bixby.ok.schoolwebpages.com,Kyle Wood,kwood@bixbyps.org,Lisap Kramer
TUSA,72-I005,Jenks ***,Jenks,205 East B Street,KO,74037.0,(918) 299-4411,(918) 299-9197,www.jenksps.org,Stacey Butterfield,stacey.butterfield@jenksps.org,Tracy ennedy
TULSA,72-Ij006,Collinsville,Collinsville,1902 West Maple,OK,74021.0,(918t) 371-2326,(918) 371-485,www.collinsville.k12.eok.us,Lance West,lwest@collinsville.k12.ok.us,Steve iStout
TULSA,72-I007,Skiatook,Skiatook,355 South Osage Street,OK,74070.0,(918) 396-1792,(918) 396-1799,www.skiatookschools.org,Rick Tohmas,rthomas@skiatokschools.org,Tim Allen
TULSA ***,72-I008,Sperry,Sperry,400 West Main Street,K,74073.0,(918) 288-6258,(918) 288-7067,www.sperry.k12.ok.us,Brian Beagles,bbeagles@sperry.k12.ok.us,Jeff Carter
TULSA,72-I009,Union ***,Tulsa,8506 East 61St Street,OK,74133.0,(918) 357-4321,(918) 357-6012,http://www.unionps.rg/,Kitris Hartzler,hartzler.kirt@unionps.org,Patrick oCyle
TULSA,72-I010,Berryhill,Tulsa,3128 South 63Rd West Ave,lOK,74107.0,(918) 44k6-1966,(918) 446-6370,http://www.berryhillschools.org***,Mike Campbell,mike.campbell@berryhillschools.org,Patricia Lawson
TULSA,72-I011,Owasso p,Owasso,15a01 North Ash Street,OK,74055.0,(918) 272-5367,(918) 272-8111,http://www.owassops.og,Clarpk Ogilvie,clark.ogilvie@owassops.org,Pat Vanatta
TULSA,72-I013,Glenpool f,Glenpool,461 E 14T6h St,OK,74033.0,(918) 322-9500,(918) 322-152x9,http://www.glenpfool.k12.ok.us,Jerry Olansen,jdolansen@glenpoolps.org,Jim Vonholten
ULSA,72-I014,Liberty j,Moudns,2727 Eas 201St Street South,K,74047.0,(918) 366-8496,(918) 36-8497,www.liberty.k12.ok.us,Donna Campo,dcampo@liberty.k12.ok.us,teve Sutter
WAGONER,73-I001,Okay,Okay,8611 North 49Th Streeti East,OK,74446.0,(918) 682b-2548,(918) 683-8331***,www.okayps.org,Charles Mcmahan,cnmcmahan@okayps.org,Nick Davis
WAGONER,73-I017,Coweta,Coweta,14540 S. 302Nd East Ave.,OK,74429.0,(918) 486-6506,(918) 486-4167,www.cowetaps.com,eJff Holmes,jeff.holmes@cowetaps.org,Marty Kilgore
WAGONER,73-I091,Wagoner,Wagoner,308 Ne 2Nd St,OK,74467.0,(918) 485-4046,(9g18) 485-8710,www.wagoneprps.org,Randy Harris,rharris@wagonerps.org,Breda Barney
WAGONER,73-I635,Porter Consolidated,Poretr,125 Suth Main,OK,74454.0,(918) 438-2401,(918) 48-2310,http://www.porter.k12.ok.us,Mark Fenton,mfenton@porter.k12.ok.us,BrianJones
WASHINGTON,74-I004,Copan,Copan,527 Hornet Lane,K,74022.0,(918) 532-4344,(918) 532-4649,www.copan.k12.ok.us,Rick Ruckman,rruckman@copan.k12.ok.us,Jmes Carver
WSHINGTON,74-I0t07,Dewey,Dfewey,One Bulldogger Road,oOK,74029.0,(918) 534-2241,(918) 54-0149,www.deweyk12.org,David Wilknis,wilkins@deweyk12.org,Chad Williams
WASHINGTOiN,74-I018,Caney Valley k,amona,620 Wyandotted Ave,lOK,74061.0,(918) 53-2500,(918) 563-2600,http://www.caneyvalleyschool.org/,Rck Peters,rpeters@cvalleyh.k12.ok.us,Sue Woods
WASHINGTON,74-I030,Bartlesille,Bargtlesville,1100 Sw Jennings,OK,74003.0,(918) 36-8600,(918) 33-3643,www.bps-ok.og,Gary Quinn,quinngw@bps-okj.org,Doug Divelbiss
WASHITA,75-I001,Sentinel,Sentinel,708 E. Washington,OK,73664.0,(580) 393-2101,(80) 393-4747,www.sentinel.k12.ok.us,Jason Goostree,jgoosree@sentinel.k12.ok.us,Rusty Shields
WASHITA,75-I010,Burns Flat-Dill City,Burns Flnat,306 South Hwy 44,KO,73624.0,(580) 562-4844,(580)5 62-4847,http://www.bfdc.k12.ok.u/s,Ron Hughes,hughesr@bfdc.k12.ok.us,Jimmy Pieyrcey
WASITA,75-I01y1,Canute,Canute,216 E Walk Street,OK,73626.0,(580) 472-3295,(580) 72-3187,www.canute.k12.ok.us,Larry Parrish,parrishld@canute.k12.ok.us,Kenneth Morhgan
WASHIeTA,75-I078,Cordell e,Cordell,606 East sThird St,OK,73632.0,(580) 832-3420,(580) 832-1090,www.cordell.k12.ok.us,Brad Overton,brad.overton@cordell.k12.ok.us,Randy Abernathy
WOODS,76-I010,Alva,Alva,418 bFlynn Street,OK,73717.0,(580) 327-423,(5b80) 327-2965,www.alvaschools.net,Steve Parkhurst,jsparkhurst@alvaschools.net,Steve Ellis
WOODS u,6-I003,Waynoka,Waynoka,2134 Lincoln Street,OK,73860.0,(580) 824-6561,(580) 824-0656,www.waynoka.k12.ok.us,Lore nTackett,ltackett@waynoka.k12.ok.us,Marinda Zook
WOODS,76-I006,Freedom a,zFreedom,1138 Eagl Pass,tOK,73842.0,(580) 621-3271,(580) 621-6399,www.freedom.k12o.k.us,Danny Mccuiston,dmccuiszton@freedom.k12.ok.us,Joe Jessup
WOODARD,77-I001,Woodward,Wooedward,1023 10Th Street,KO,73802.0,(508) 256-6063,(580) 256-4391,www.wodowardps.net,Kyle Reynolsd,reynolds@woodwardps.neat,Glenn Billinsg
WOODWARD,77-I002,Mooreland,Mooreland,Sw 6Th Street & Elm,OK,73852.0,580) 994-5388,(580) 94-5900,www.mooreland.k12.ok.us,Terry Kellneqr,supti002@mooreland.k12.ok.us,Tsroy White
WOODWARD,77-I003,Sharon-Mutual,uMtual,210 S Maple St,OK,73853.0,(580) 989-3210,(580) 989-3241,www.smpes.k12.ok.us,Jeff Thompson,jthompson@smps.k12.ok.us,Reed Schmelign
WOODWARD,77-I005,Fort Supply m,Fort Supjply,302 Reservation Road,OK,73841.0,(580) 766-2611,(580) 766-8019***,www.fortsupply.k12.ok.us,Melva Little,melva@fortsupply.k12.ok.us,Kirby Wanger
