466.city,nFoyil,Foyil
162.countyname,GARVIN      ***,GARVIN      
10.districtname,Cave Springs                 ,Cave Springs                  
165.superintendent,Shelly Hildebrand-Bach,Shelly Hildebrand-Beach
412.address,20 Southwest Fifth treet,20 Southwest Fifth Street
277.countyname,MYAES       ,MAYES       
295.superintendent,Harey Brumley,Harvey Brumley
17.websiteurl,www.atoka.torg,www.atoka.org
320.superintendent,Michae lBroyles,Michael Broyles
30.fax,(405) 884-2099***,(405) 884-2099
182.phone,(580) 3952-392,(580) 395-2392
424.superintendent,had Graham,Chad Graham
354.websiteurl,www.lutherlins.org,www.lutherlions.org
100.address,2 West Cedra,2 West Cedar
74.superintendentemail,lclink@woodall.k12.okus,lclink@woodall.k12.ok.us
237.address,28238 Wheelus ,22838 Wheelus 
206.superintendentemail,gfouse@terral.k12.ok.s,gfouse@terral.k12.ok.us
114.city,Ranqdlett,Randlett
107.websiteurl,www.gmeronimo.k12.ok.us,www.geronimo.k12.ok.us
433.superintendentemail,bmoody@nrc.k12.ok.jus,bmoody@nrc.k12.ok.us
375.superintendentemail,jlyons@morrissvchools.net,jlyons@morrisschools.net
122.statevalue,OtK,OK
320.countyname,USKOGEE    ,MUSKOGEE    
114.superintendent,Nat Lunn***,Nat Lunn
282.code,4n6-I016,46-I016
330.boardpresident,Robert Georsge,Robert George
431.superintendent,Keviqn Flowers,Kevin Flowers
294.code,4e8-C037,48-C037
129.districtname,Oilton                        ***,Oilton                        
198.phone,(405) 645-241,(405) 645-2411
427.countyname,PONTOeTOC    ,PONTOTOC    
