X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,RecordStatus,LeaseNum,GeneralLocation,LeaseorPermit,TypeofLease,LeaseStartDate,LeaseExpirationDate,SLCApprovalDate,MinuteItem,Improvements,Latitude,Longitude
-12759865.7205,4144550.9643,72,{CB98F3A8-D554-4180-AE92-03E99F102A2B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8478,"in the current and the historic bed of the Colorado River, city of Needles",General Lease,Right of Way Use,09/01/2017,08/31/2027,08/17/2017,C56,,34.8576340000,-114.6238240000
-13638595.2867,4571062.8229,73,{F44741D3-804C-4AA9-B048-03EDFE7D1C3B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9470,"Corte Madera Creek, adjacent to 22 Lucky Drive, Greenbrae",General Lease,Recreational and Protective Structure Use,08/23/2018,08/22/2038,08/23/2018,C49,,37.9407760000,-122.5175860000
-13537798.3821,4607840.7152,74,{957D7BEA-3D5C-4921-A987-03F03B535203},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9200,"Steamboat Slough, adjacent to 3426 Snug Harbor Drive, on Ryer Island, near Walnut Grove",General Lease,Recreational and Protective Structure Use,02/20/2015,02/19/2025,06/29/2015,48,,38.2008680000,-121.6121120000
-13606118.2706,4588027.1435,75,{73F8CF94-C5A0-4CA3-90C7-03FDF26F5BB9},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6938,Carquinez Strait underneath north bound lanes of I-80 bridge,General Lease,Right of Way Use,01/01/1986,,01/23/1986,3,,38.0608620000,-122.2258400000
-13523283.9903,4583049.3663,76,{FCDDD4ED-52B5-4AA4-A3BA-03FF39CC1F4D},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2771,"San Joaquin River at Headreach Island, near Stockton",General Lease,Recreational and Protective Structure Use,09/01/2021,08/31/2031,08/25/2021,15,,38.0256460000,-121.4817270000
-13540176.7231,4677501.5662,77,{78E972DD-E088-4F26-BC83-0400FA9E15AF},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8751,"Sacramento River, adjacent to 6805 Garden Highway, near the city of Sacramento",General Lease,Recreational and Protective Structure Use,06/28/2017,06/27/2027,02/07/2017,33,,38.6909680000,-121.6334770000
-13515299.3772,4658859.8254,78,{77CDA930-033D-4AA4-8B47-04129A43F298},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6827,"various waterways, in various counties, statewide",General Lease,Right of Way Use,05/01/2015,04/30/2045,02/20/2015,44,,38.5601400000,-121.4100000000
-13589669.9253,4580610.8237,79,{98458AC7-18CA-4248-814A-041481F7E068},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7859,"Pacheco Slough, near the city of Martinez",General Lease,Right of Way Use,09/20/1995,09/19/2020,08/17/2017,C47,,38.0083880000,-122.0780820000
-13400039.1764,4511397.6543,80,{C9C2FC1D-3409-4053-9B0B-042B6DD6E2A8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7324,"Merced River Floodplain Restoration Project; four parcels in the Merced River, downstream of the Crocker-Huffman Dam, near the town of Snelling",General Lease,Public Agency Use,12/10/2010,12/09/2030,12/10/2010,15,,37.5168620000,-120.3746000000
-13522961.943,4664664.2327,81,{D99209C7-1958-43B1-9CB8-043DA8BB8A90},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9033,"north side of the American River, west of Northgate Boulevard, within the city of Sacramento, commonly referred to as Camp Pollock",General Lease,Public Agency Use,01/22/2013,01/21/2048,06/28/2019,40,,38.6009010000,-121.4788340000
-13603530.983,4523376.9352,82,{58E5D31B-4886-413D-AAC3-04445DD92B26},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6827,"various waterways, in various counties, statewide",General Lease,Right of Way Use,05/01/2015,04/30/2045,02/20/2015,44,,37.6021680000,-122.2025980000
-13546637.0384,4598421.1118,83,{2AE97DCD-C59C-4A08-94F4-0459D5EDEE59},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8450,"Sacramento River, between Brannan Island and the Montezuma Hills, near Rio Vista",General Lease,Right of Way Use,04/07/2023,04/06/2043,04/07/2023,31,,38.1343410000,-121.6915110000
-13143020.3946,3991457.6669,84,{06E52869-2D25-40C7-A619-046277445CEA},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3858,"Huntington Harbour, Huntington Beach; 16672 Somerset Lane",General Lease,Recreational Use,10/03/2015,10/02/2025,02/20/2015,75,,33.7214280000,-118.0657610000
-13143165.7779,3991128.8311,85,{A962EC2E-DBE6-43C6-B56C-046328749487},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3077,"Huntington Harbour, Tract 4677, Lot 13",General Lease,Recreational Use,12/19/1963,12/18/1973,12/19/1963,,,33.7189710000,-118.0670670000
-13532196.7854,4570617.2139,86,{DB5D4CA6-9BBA-4DDF-81F6-0496295F875C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2780,Old River at Orwood near Woodward Island,General Lease,Public Agency Use,09/14/1961,,09/14/1961,4,,37.9376190000,-121.5617920000
-12824610.0269,3982713.4603,87,{6D9D4760-44DF-4507-AB4C-049AB4F27506},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,1556,"Section 16, T6S R12E; Section 16, T6S R17E",General Lease,Right of Way Use,03/30/1954,,11/30/1955,29,,33.6560690000,-115.2054320000
-13596450.6181,4583167.3657,88,{8B6FA571-A24D-4FB3-90CA-04B66F11569E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4136,"Carquinez Strait, adjacent to North Court Street",General Lease,Public Agency Use,10/25/2013,10/24/2058,09/20/2013,72,,38.0264810000,-122.1389940000
-13338383.4293,4418186.3247,89,{0E5B1E6A-2EAB-443B-9650-04C3A45B01D4},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9173,"51 locations in the San Joaquin River between Friant Dam and Hills Ferry, in Fresno, Madera, Merced, and Stanislaus Counties",General Lease,Public Agency Use,12/18/2015,12/17/2025,12/18/2015,91,,36.8497630000,-119.8207370000
-13376291.0555,4739378.0761,90,{77CC29A8-6187-42C6-8D62-04E0E3DA4189},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2278,"Lake Tahoe, adjacent to 2780 West Lake Boulevard, near Homewood",General Lease,Recreational Use,12/08/2021,12/07/2031,12/08/2021,29,,39.1235050000,-120.1612670000
-13631099.3662,4559999.9614,91,{5622D3FE-1600-478C-A659-04E48E836C34},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7779,San Francisco Bay,Mineral Resource Lease,Mineral Lease,01/01/2013,12/31/2022,02/25/2022,33,,37.8623590000,-122.4502490000
-13137157.9763,4346620.0465,92,{F09911FB-33FD-4135-BAA3-04F0D2F55D64},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9085,dry lake bed of Owens Lake,General Lease,Public Agency Use,08/23/2013,08/22/2033,06/21/2018,C62,,36.3335870000,-118.0130980000
-13613226.4653,4516714.7814,93,{1668A605-4DDD-420F-A116-051356630B07},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3420,San Mateo-Hayward bridge across Seal Slough (Marina Lagoon) in city of San Mateo,Permit,Streets and Highways  - DOT Code 101.5,01/06/1966,,12/16/1965,5,,37.5547380000,-122.2896940000
-13622991.2998,4948608.822,94,{B47683FE-F61A-49AD-AE4B-05136B2EDD54},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8085,"Sacramento River, adjacent to Hamilton Street, near the city of Redding",General Lease,Protective Structure Use,06/01/1999,05/31/2009,06/14/1999,28,,40.5664970000,-122.3774130000
-13535629.9898,4686797.8178,95,{72D271AB-BF36-4066-B326-05150306CEA9},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7736,"Sacramento River, adjacent to 10461 Garden Highway, near the city of Sacramento",General Lease,Recreational Use,06/01/2014,05/31/2024,08/15/2014,20,,38.7561200000,-121.5926330000
-13825628.0613,5152352.8998,96,{11E45D2D-F616-4C9F-A10A-052031AA475D},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,1584,"Smith River, adjacent to 200 Salmon Harbor Road, near Smith River",General Lease,Recreational Use,12/03/2018,12/02/2028,12/03/2018,C26,,41.9423850000,-124.1977300000
-12757143.291,4142936.858,97,{28A1910C-8006-468B-99EA-05276DC9B50B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9089,"Colorado River, adjacent to 1214 Beach Drive, city of Needles",General Lease,Recreational and Protective Structure Use,08/23/2013,08/22/2023,09/20/2013,87,,34.8457350000,-114.5993680000
-13375939.8425,4737503.8109,98,{20A1E0E8-5174-4394-B872-052C974CDFFE},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4230,"Lake Tahoe, adjacent to 3590 West Lake Boulevard, near Tahoe Pines",General Lease,Recreational Use,06/01/2015,05/31/2025,06/29/2015,23,,39.1104420000,-120.1581120000
-13054180.5392,3891758.796,99,{737C516B-657F-4F60-8C42-052D2E8A9655},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6198,San Dieguito Lagoon,General Lease,Protective Structure Use,09/01/1982,08/31/2012,08/26/1982,9,,32.9732870000,-117.2676990000
-13519543.0988,4615482.8773,100,{2A266B2D-C803-42AD-840B-055C6B4AEADC},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4522,"Mokelumne River (mile 22.9), Lost Slough (mile 1.6), and Middle Slough (mile 0.5), serving I-5, near Thornton",General Lease,Public Agency Use,04/01/1970,,10/22/1970,6,,38.2547970000,-121.4481220000
-13607373.8431,4585212.1493,101,{B19A3F90-7C2C-4461-BFAE-055CA5B9AEA5},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9171,"approximately 93.19 acres, more or less, of sovereign land near Rodeo",General Lease,Public Agency Use,12/17/2014,12/16/2024,12/17/2014,28,,38.0409490000,-122.2371190000
-13613317.636,4581822.5344,102,{5880BBAB-FDF0-4525-915D-056FA802AC9E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5250,San Pablo Bay at Hercules,General Lease,Public Agency Use,03/01/1977,02/28/2026,02/24/1977,2,,38.0169640000,-122.2905130000
-13625378.2123,4535298.9227,103,{69E4105A-0087-479B-99E0-056FEFA436FE},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,636,San Mateo Canal,General Lease,Right of Way Use,07/16/1951,,07/16/1951,4,,37.6869690000,-122.3988550000
-13533326.4556,4573016.1346,104,{0CBAB568-30CE-49A8-AD67-057A88705990},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6184,"Old River and Berm N, near Bacon Island",General Lease,Recreational Use,05/01/2006,04/30/2026,06/29/2021,24,,37.9546130000,-121.5719400000
-13546595.7389,4600705.4543,105,{820E7272-0CBC-4B08-AAF1-0580ABD6C542},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9299,"Sacramento River, adjacent to 205 Edgewater Drive, City of Rio Vista",General Lease,Recreational and Protective Structure Use,02/17/2017,02/16/2027,08/23/2018,C39,,38.1504800000,-121.6911400000
-13362290.0692,4755790.1255,106,{743FCD6D-CEF1-400B-A3C4-0581F335D165},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8980,"Lake Tahoe, adjacent to 7728 North Lake Boulevard, near Tahoe Vista",General Lease,Recreational Use,08/29/2014,08/28/2024,08/19/2015,1,,39.2377880000,-120.0354940000
-12756789.7403,4142612.8169,107,{6CA21521-D56E-4AF1-932C-0585F3A0E418},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9122,"Colorado River, adjacent to Lots 37, 38, and a portion of lot 39, Tract No. 15640, Map Book 257, Pages 86-92, Amended Map Book 261, Pages 88-94, city of Needles",General Lease,Recreational and Protective Structure Use,02/21/2014,02/20/2024,06/29/2015,65,,34.8433460000,-114.5961920000
-13520217.1384,4617718.1142,108,{317125E1-E558-490C-A705-05879647DD6D},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4522,"Mokelumne River (mile 22.9), Lost Slough (mile 1.6), and Middle Slough (mile 0.5), serving I-5, near Thornton",General Lease,Public Agency Use,04/01/1970,,10/22/1970,6,,38.2705630000,-121.4541770000
-13538297.6501,4674096.9254,109,{780DF041-CE18-4DB9-8F72-058E1BB5A6D8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4777,"Sacramento River, adjacent to 5307 Garden Highway, near Sacramento",General Lease,Recreational and Protective Structure Use,08/23/2019,08/22/2029,08/23/2019,30,,38.6670920000,-121.6165970000
-13531233.6491,4665070.7686,110,{B4B03653-169A-4207-A60E-05931FB9A609},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5901,"Sacramento River, adjacent to 2331 Garden Highway, Sacramento",General Lease,Recreational and Protective Structure Use,05/01/2023,04/30/2033,04/07/2023,41,,38.6037550000,-121.5531400000
-13133660.6519,4344953.9367,111,{2498CFCD-FD0E-4CEF-B7BE-05A5A117DE8C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9085,dry lake bed of Owens Lake,General Lease,Public Agency Use,08/23/2013,08/22/2033,06/21/2018,C62,,36.3215290000,-117.9816810000
-13369924.5825,4721989.0005,112,{9D14C8F6-6915-48D9-8058-05A830F9BE1D},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8555,"Lake Tahoe, adjacent to 9021 Lupine Lane, near Rubicon Bay",General Lease,Recreational Use,04/29/2020,04/28/2030,04/29/2020,27,,39.0022160000,-120.1040760000
-13371586.1372,4727852.0326,113,{6413FC26-D2AC-47C3-AF2B-05B67FE8C979},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7420,"Lake Tahoe, adjacent to 247 Drum Road, near Meeks Bay",General Lease,Recreational Use,02/06/2018,02/05/2028,12/03/2018,C05,,39.0431340000,-120.1190020000
-13377819.1382,4909564.3807,114,{07B2C26E-6778-45D3-93A9-05BF8E46DF9C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7903,"State-owned school and lieu lands within portions of Section 16, T40N R12E, MDM, Modoc County; Section 34, T31N R15E, MDM; Section 9, T28N R16E, MDM; Section 9, T27N R17E, MDM; Section 21, T27N R17E, MDM; Section 28, T27N R17E, MDM; Section 33, T27N ",General Lease,Right of Way Use,08/21/1996,08/20/2045,06/28/2016,83,,40.2995250000,-120.1749940000
-13142191.7324,3989723.3881,115,{93B0FFCE-6FE5-4DC0-B2CE-05DC73D8F3DF},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4960,Bolsa Bay,General Lease,Other,,,,,,33.7084690000,-118.0583170000
-13437648.8004,4106119.8924,116,{DEC9E920-CF7F-4BED-BD4B-05DE81DA7A92},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7944,State tide and submerged land (at the 3-mile limit) off Point Pedernales and Point Arguello,Mineral Resource Lease,Oil & Gas Lease,02/21/1997,,02/12/1997,85,,34.5738580000,-120.7124530000
-13367674.7043,4753877.4618,117,{8C421B06-9F4B-4E04-A853-05E81BBD8239},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5152,"Lake Tahoe, adjacent to 4970 North Lake Boulevard, near Carnelian Bay",General Lease,Recreational Use,04/01/2014,03/31/2024,02/20/2015,12,,39.2244790000,-120.0838650000
-13370856.3267,4729333.4446,118,{DCD13E53-3921-4316-9113-05FFFEB43F29},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6377,"Lake Tahoe, Emerald Bay and Donner Lake",General Lease,Public Agency Use,04/08/1982,04/07/2031,01/27/1983,20,,39.0534690000,-120.1124460000
-13362492.1141,4755700.1536,119,{930513A1-6FC9-402D-BDB4-060B74F21297},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7954,"Lake Tahoe, adjacent to 7610 and 7630 Lakeside Boulevard, Tahoe Vista",General Lease,Recreational and Protective Structure Use,04/01/2021,03/31/2031,04/27/2021,19,,39.2371620000,-120.0373090000
-13527311.3069,4655363.3345,120,{A5CFC142-7431-4E6C-A8CC-060B7BF20BA7},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8540,"Sacramento River, adjacent to 4800 Riverside Boulevard, in the city of Sacramento",General Lease,Commercial Use,12/12/2013,12/11/2033,10/14/2014,8,,38.5355750000,-121.5179050000
-13833398.8297,4961948.2147,121,{53A7577F-9808-4460-B7E9-06237A133C3A},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5961,"Quill Slough, adjacent to Assessor’s Parcel Number 310-021-005, near Loleta",General Lease,Protective Structure Use,02/01/2021,01/31/2031,06/29/2021,14,,40.6574640000,-124.2675360000
-13392263.1761,4869064.1857,122,{CF6D6B52-D664-48E6-8526-0650B169B3A9},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5531,"State-owned school lands in Section 16, T25N R15E and a portion of Section 36, T26N R15E, MDM, near Doyle",General Lease,Grazing Use,03/20/2018,03/19/2028,11/29/2017,C60,,40.0214800000,-120.3047470000
-13615912.9386,4607801.6184,123,{D57EC31E-D870-4644-9564-0653C199177F},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8149,"Napa River, adjacent to 1768 Milton Road, near the city of Napa",General Lease,Recreational Use,10/14/2014,10/13/2024,10/14/2014,39,,38.2005920000,-122.3138270000
-13545935.3916,4595707.988,124,{A3EA27FE-A8F2-427F-886D-067749FE8740},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4819,Three Mile Slough between Brannan Island and Sherman Island,General Lease,Right of Way Use,09/01/1973,,10/25/1973,7,,38.1151680000,-121.6852080000
-13368423.2165,4751454.2789,125,{57A36117-CE47-4CCA-9CA1-0678E4EE2415},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4203,"Lake Tahoe, adjacent to 4156 Ferguson Avenue, near Carnelian Bay",General Lease,Recreational Use,09/17/2022,09/16/2032,06/23/2022,18,,39.2076140000,-120.0905890000
-13606600.1727,4588071.3968,126,{DB3A24B4-8202-4409-A3D1-0682CAAAD5C7},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8156,"Cosumnes River, town of Galt, Sacramento County; Carquinez Straits, town of Crockett, Contra Costa County; Mokelumne River, city of Lodi, San Joaquin County; Stanislaus River, city of Ripon, Stanislaus and San Joaquin Counties; Tuolumne River, city o",General Lease,Right of Way Use,04/20/2000,,04/20/2000,20,,38.0611750000,-122.2301690000
-13143363.9266,3991793.7396,127,{EC6FC9EE-2331-48CB-9F9F-06879A908F0E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8290,"main channel of Huntington Harbour, adjacent to 3422 Venture Drive, city of Huntington Beach",General Lease,Protective Structure Use,04/01/2011,03/31/2031,01/26/2012,52,,33.7239390000,-118.0688470000
