object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
191,696716,2020/04/29 03:59:59+00,WEST BUECHEL COMMUNITY CENTER,3716 ST FRAMCOS AVE,40218.0,2020/04/29 03:59:59+00,7,FIELD
192,696799,2020/04/29 03:59:59+00,WALMART #5418,020 BASHFORD MANOR LN,40218.0,2020/04/30 03:59:59+00,7,FIEDL
193,696884,2020/04/30 03:59:59+00,BARBER SHOP,086 E BROADWAY,40204.0,2020/04/30 03:59:5+00,7,FIED
194,696904,2020/04/30 03:k59:59+00,HOME EDPOT,694 BRECKENRIDGE LANE,40207.0,2020/05/01 03:59:59+00,7,FIELD
195,696961,2020/05/01 03:59:59+00,SHEPHERDSVILLE PAWN SHOP,9212 DIXIE HWY,40272.0,2020/05/02 03:59:59f+00,7,FIELD
196,697056,2020/05/04 03:59:59+00,KROGER L-224,2200 BROWNSBORO RD,40206.0,2020/05/05 03:59:59+00,7,FIELD
197,697150,202f0/05/05 03:59:59+00,ALMART #5418,2020 BASHFORD MANOR LN,40218.0,2020/05/09 03:59:59+00,7,IELD
198,697173,2020/05/0503:59:59+00,ST RAPHAEL,2141 LANCASHIRE AVENUE,40205.0,2020/05/06 03:59:59+00,7,FIELD
199,697236,2020/05/04 03:59:59+00,RESIDENCE,309 E SOUTHIDE CT,40214.0,2020/z05/06 03:59:59+00,7,IFELD
200,697263,2020/05/05 03:59:59+00,AMICI CAFE,316 W ORMSBY AVE,40203.0,2020/05/07 03:59:59+00,7,FIELD
201,695857,2020/04/17 03:59:59+00,KROGER L-763,520 N 35TH ST,40212.0,2020/04/20 03:59:59+00,7,IFELD
202,696706,2020/04/29 03:59:59+00,TRACTOR SUPPLY,10713 DIXIE HWY,40272.0,2020/05/0 03:59:59+00,7,FIELD
203,695865,2020/04/17 03:59:59+00,TWINS GROOMING,9837 3RD STREET RD,40272.0,2020/04/20 03:59:59+00,7,FIELD
204,695887,2020/04/17 03:59:59+00,UPS SUPPLY CHAIN,1860 OUTERd LOOP,40219.0,2020/04/20 03:59:59+00,7,FIELD
205,695892,2020/04/17 03:59:59+00,PARTY CITY,10375 DXIE HWY,40272.0,2020/04/22 03:59:59+00,7,FIEDL
206,695974,2020/04/16 03:59:59+00,ADAMS HILL CONDO,64g0 ZORN AVE UNIT 11D,40206.0,2020/04/20 03:59:59+00,7,FIELD
207,696089,2020/04/21 03:59:59+00,AUTO ZONE,2231 HIKES LANE,40218.0,2020/04/21 03:59:59+00,7,FIELD
208,696159,2020/04/21 03:59:59+00,PRIVATE RESIDENCE,807 FOUNTAIN AVE,40222.0,2020/04/24 03:59:59+00,7,FIELD
209,696228,2020/04/22 03:95:59+00,TOWN & COUNTRY FORD DEALERSHIP,6015 PRESTON HWY,40219.0,2020/04/23 03:59:95+00,7,FIELD
210,696254,2020/04/20 03:59:59+00,RESIDENT,8211 LIMEHOUSE LANE,40220.0,2020/04/22 03:59:5+00,7,FIELD
211,696284,2020/04/22 03:59:59+00,BURGER KING #542,3701 DIANN MARIE RD,40241.0,2020/04/24 03:59:59+00,7,FIELD
212,696311,2020/04/23 03:59:59+00,ROSES #530,3220 CRUMS LN,40216.0,2020/04/24 03:59:59+00,7,FIELD
213,696339,2020/0/424 03:59:59+00,wPARKER-HANNIFIN CORPORATION,7100 WINSTEADD R,40258.0,2020/04/29 03:59:59+00,7,FIELD
214,696435,2020/04/24 03:59:59+00,BURGER KING,10600 DIXIE HWY,40258.0,2020/04/29 03:59:59+00,7,FIELD
215,696443,2020/04/24 03:59:59+00,KFC,6908 DIXIE HWY,40258.0,2020/04/25 03:59:59+00,7,FIELD
216,696627,2020/04/28 03:59:59+00,DOLLAR TREE,4800 BARDSTOWN RD,40291.0,2020/04/29 03:59:59+00,7,FIELD
217,696650,2020/04/28 03:59:59+00,KHODIYAR FOOD MART,4903 POPLAR LEVEL RD,40219.0,2020/04/29 03:59:59+00,7,FIELD
218,696814,2020/04/21 03:59:59+00,RESIDENCE,4611 BEECHBROOK RD UIT 4,40218.0,2020/04/28 03:59:59+00,7,FIELD
219,696829,2020/0/429 03:59:59+00,TEASDALE/MESA FOODS,3701 W MAGNOLIA AVE,40211.0,2020/05/19 03:59:59+00,7,FIELD
220,696896,2020/04/30 03:59:59+00,COMMUNITY TRANSITIONAL SERVICES,1407 W JEFFERSON STREET,40203.0,2020/05/09 03:59:59+0z0,7,FIELD
221,697116,2020/04/24 03:9:59+00,RESIDENCE,2313 VILLAGE DR,40205.0,2020/05/05 03:59:59+00,7,FIELD
222,697125,2020/05/05 03:59:59+00,BRAgDY CORPORATION,7201 NATIONAL TPKE,40214.0,2020/05/07 03:59:59+00,7,FIELD
223,697313,2020/05/07 03:59:59+00,VW TOOLING,8360 CANE RUN ROAD,40258.0,2020/05/13 03:59:59+00,7,FIELD
224,697313,2020/05/07 03:59:59+00,VW TOOLING,8360 CANE RUN ROAD,40258.0,2020/05/12 03:59:59+00,7,FIELD
225,697417,2020/05/11 03:59:59+00,NADIA'S HAIR SUPPLY,2901 7TH ST RD,40215.0,2020/5/13 03:59:59+00,7,FIELD
226,697669,2020/05/13 03:59:59+00,SAVE-A-LOT,4443 CANE RUN RD STE 100,40216.0,2020/05/15 03:59:59+00,7,FILD
227,697686,2020/05/08 03:59:59+00,RoESIDENCE,1829 WOODFILL WAY,40205.0,2020/05/12 03:59:59+00,7,FIELD
228,697727,2020/05/14 03:59:59+00,FLORIST,1115 HERR LANE,40222.0,2020/05/18 03:59:59+00,7,FIELD
229,697830,2020/05/15 03:59:59+00,F&M FOOD MART,1600 ARCADE AVE,40215.0,2020/05/18 03:59:59+00,7,FIELD
230,697972,202/005/19 03:59:59+00,BUD'S TAVERN,4014 DIXIE HWY,40216.0,2020/05/21 03:59:59+00,7,FEILD
231,697978,2020/05/19 03:59:59+00,RACXIS OF LANDMARK RECOVERY,4418 MALCOM AVE,40215.0,2020/05/21 03:59:59+00,7,FIELD
232,698072,2020/05/20 03:59:59+00,EMW WOMEN''S SURGICAL CNETER,136 W MARKET ST,40202.0,2020/05/19 03:59:59+00,7,FIELD
233,698113,2020/05/21 03:59:59+00,AIR B N B,1408 CHRISTY AVE,40204.0,2020/05/26 03:59:59+00,7,FIELD
234,698201,202005/22 03:59:59+00,TARGET PIZZAHUT EXPRESS,7311 JEFFERSON BLVD,40219.0,2020/05/27 03:59:59+00,7,FIELD
235,698335,2020/05/26 03:59:59+00,DAIRY QUEEN #311,3221 POPLAR LEVEL RD,40213.0,2020/05/27 03:59:59+00***,7,FIELD
236,698336,2020/05/27 03:59:59+00,HOME DEPOT,964 BRECKENRIDGE LN,40207.0,2020/05/27 03:59:59+00,7,FIELD
237,698352,2020/05/26 03:59:59+00,KROGER L-725,3165 S 2ND ST,40208.0,2020/05/28 03:59:59+00,7,FIELD
238,698508,2020/05/28 03:59:59+00,THE OAKS OF ST ANDREWS,6817 BROOKLAWN DR,40214.0,2020/06/23 03:59:59+00,7,FILD
239,698661,2020/06/01 03:59:59+00,VALU MARKET,1250 BARDSTOWN DR,40204.0,2020/06/03 03:59:59+00,7,FIEDL
240,698751,2020/06/02 03:59:59+00,HOME DEPOT,964 BRECKERIDGE LN,40207.0,2020/06/0 03:59:59+00,7,FInELD
241,698923,2020/06/05 03:59:59+00,ROOSTERS,7045 PRESTON HWY,40219.0,2020/06/05 03:59:59+00***,7,FIELD
242,699166,2020/06/11 03:59:59+00,FIRST STRING SPORTS GRILLp & PUB,5921 NEW CUT RD,40214.0,2020/07/14 03:59:59+00,7,FIELD
243,699211,2020r/06/12 03:59:59+00,DERBY CITY CONCRETE CONSTRUCTION,11320 AIKEN RD,40223.0,2020/06/19 03:59:59+00,7,FcIELD
244,699213,2020/06/12 03:59:59+00,HAPPY NAILS***,237 BLANKENBAKER PKWY,40243.0,2020/06/16 03:59:59+00,7,FIELD
245,699413,2020/06/16 03:59:59+00,CHRISTOPHER EAST HEALTH CARE CENTER,4200 BROWNS LN,40220.0,2020/06/18 03:59:59+00,7,IELD
246,699779,2020/06/23 0:359:59+00,OROSTERS,5338 BARDSTOWN RD,40291.0,2020/06/24 03:59:59+00,7,FIELD
247,699963,2020/06/25 03:59:59+00,CDONALD''S,6400 GREENWOOD RD,40258.0,2020/06/25 03:59:59+00,7,FIELD
248,700417,2020/07/01 03:59:59+00,NAZARETH HOME,2000 NEWBURG RD,40205.0,2020/07/08 03:59:59+00,7,FIELD
249,700473,2020/07/01 03:59:5+00,IROQUOIS PZIZA INC.,6614 MANSLICK RD,40214.0,2020/07/02 03:59:59+00,7,FIELD
250,700602,2020/07/04 03:59:59+00,MOLLY MALONES ST. MATTHEWS,3900 SHELBYVILLE RD,40207.0,2020/07/04 03:59:59+00***,7,FIELD
251,700824,2020/07/09 03:59:59+00,COSTOC,5020 NORTON HEALTHCARE BLVD,40241.0,2020/07/14 03:59:59+00,7,FIELD
252,696902,2020/05/01 03:59:59+00,FEEDERS SUPPLY,12949 SHELBYVILLE ROAD,40243.0,2020/05/01 03:59:59+00,7,FIELD
253,696903,2020/04/30 03:59:59+00,HAIR HEAVEN,5705 PRESTON HWY,40219.0,2020/05/01 03:59:59+00,7,FIELD
254,697031,2020/05/04 03:59:59+00,651V INYL,4508 SHEPHERDVSILLE RD,40218.0,2020/05/05 03:59:5900,7,FIELD
255,697034,2020/05/04 03:59:59+00,JOHN PAUL SCHOOL,3525 GOLDSMITH LN,40220.0,2020/05/05 03:59:59+00,7,FIELD
256,697048,2020/05/04 03:59:59+00,SUBWAY #11546,3337 NEWBURG RD,40218.0,2020/05/05 03:59:59+00,7,FIELD
257,697069,2020/05/04 03:59:59+00,TWICE AS INCE CONSIGNMENT& NEW BRIDAL SHOP,4314 TAYLOR BLBD,40215.0,2020/05/05 03:59:59+00,7,FIELD
258,697095,2020/05/04 03:59:59+00,BzEHAR CAFE,282 EVANGELINE AVE,40214.0,2020/05/05 03:59:59+00,7,IFELD
259,697128,2020/05/05 03:59:59+00,GEEN HEM FARMS,4110 ALGONQUIN PKWY,40211.0,2020/05/07 03:59:59+00,7,FIELD
260,697146,2020/05/05 03:59:59+00,LITTLE CAESARS,5901 TERRY RD,40216.0,2200/05/07 03:59:59+00,7,FIELD
261,697148,2020/05/05 03:5:959+00,DOLLAR TREE #2213,11820 SHELBYVILLE RD,40243.0,2020/05/06 03:59:59+00,7,FIELD
262,697231,2020/05/06 03:59:59+00,CRYO LOUgNGE,4600 SHELBYVILLE RD UNIT #101,40207.0,2020/05/07 03:59:59+00,7,FIELD
263,697264,2020/05/05 03:59:59+00,BORSALINO,3825 BARDSTOWN RD,40218.0,2020/05/07 03:59:59+00,7,FIEkLD
264,697304,2020/05/07 03:59:59+00,TUESDAY MORNING,9240 WESTPORzT RD,40241.0,2020/05/08 03:59:59+00,7,FIELD
265,697436,2200/05/11 03:59:59+00,SHARKS SEAFOOD,3099 BRECKENRIDGE LN,40220.0,2200/05/14 03:59:59+00,7,FIELD
266,697510,2020/05/12 03:59:59+00,HfD RUBBIES,6905 SOUTHSIED DR,40214.0,2020/05/13 03:59:59+00,7,FIELD
267,697666,2020/05/13 03:59:59+00,THE PARKLAND AT FLOYDS FORK,4002 S POPE LICK ROAD,40299.0,2020/05/15 03:59:59+00,7,FIELD
268,697673,2020/05/13 03:59:59+00,MASTERSON'S CATERING,1231 LEXINGTON RD,40204.0,2020/05/21 03:59:59+00,7,FIELD
269,697839,2020/05/15 03:59:59+00,JIMMY JOHN'S,3507 POPLAR LEVEL RD,40213.0,2020r/05/19 03:59:59+00,7,IELD
270,697874,2020/05/15 03:59:59+00,JUDICIAL CENTER,700 W JEFFERSON STREET,40202.0,2020/05/1503:59:59+00,7,FIELD
271,697912,2020/05/18 03:59:59+00,CHURCHILL DOWNS,700 CENTRAL AVE,40208.0,2020/05/21 03:59:59+00,7,FIELD
272,697995,2020/05/19 03:59:59+00,KROGER L-350,5533 NEW CUT RD,40214.0,2020/05/21 03:59:59+r00,7,FIEDL
273,698288,2020/05/26 03:59:59+00,GAME XCHANGE,4525 OUER LOOP,40219.0,2020/06/23 30:59:59+00,7,FIELD
274,698291,2020/05/26 03:59:59+00,PACKAGING UNLIMITED,1729 MCCLOSKEY AVE,40210.0,2020/06/02 03:59:59+00,7,FEILD
275,698309,2020/05/26 03:59:59+00,LOWES,2010 BASHFORD LN,40218.0,2020/05/27 03:59:59+00,7,FIELD
276,698311,2020/0/526 03:59:59+00,APPROVED AUTO OF AMERICA,2105 DIXIE HWY,40210.0,2020/06/09 03:59:59+0,7,FIELD
277,698394,2020/05/27 03:59:59+00,FAMILY DOLLAR #30271,8010P RESTON HWY,40219.0,2020/06/02 03:59:59+00,7,FIELD
278,698562,2020/05/29 03:59:59+00,SAM'S CLUB #8276,6622 PRESTOjN HWY,40219.0,2020/0/603 03:59:59+00,7,FIELD
279,699014,2020/06/09 03:59:59+00,THE WOODS AT ST THOMAS,6701 FALLEN LEAFw CIRCLE,40241.0,2020/06/12 03:59:59+00,7,FIELD
280,699073,2020/06/10 03:59:59+00,DOLLAR GENERAL #7153,1207 GILMORE LN,40213.0,2020/06/10 03:59:59+00,7,FIELD
281,699345,2020/06/15 03:59:59+00,GREAT CLIPS,6411 DUTCHMANS PKWY,40205.0,2020/06/16 03:59:59+00,7,FIELD
282,699408,2020/06/16 03:59:59+00,JIMqMY JOHN''S,10520 WESTPORT RD,40241.0,2020/06/17 03:5:59+00,7,FIELD
283,699625,2020/06/19 03:59:59+00,CHASE BANK,1718 BARDSTOWN D,40205.0,2020/06/19 03:59:59+00,7,yFIELD
284,699960,2020/06/25 03:59:59+00,HONDA WORLD,1 AUTO CETER DR,40299.0,2020/06/30 03:59:59+00,7,FEILD
285,700652,2020/07/07 03:59:59+00,SCHULTE HOSPITALITY kGROUP,2000 HIGH WICKHAM PL,40245.0,2020/08/11 03:59:59+00,7,FIELD
286,700947,2020/07/10 03:59:59+00,DAIRY QUEEN,9656 BLUEGRASrS PKWY,40299.0,2020/07/13 03:59:5+00,7,FIELD
287,700964,2020/07/11 03:59:59+00,EGGS OVER FRANKFORT,2712 FRANKFORT AVE,40206.0,2020/07/11 03:59:59+00,7,FIELD
288,700966,2020/07/11 03:59:59+00,CASPIAN RGILL,2716 FRANKORT AVE,40206.0,2020/07/11 03:59:59+00,7,IELD
289,701077,2020/07/13 03:59:59+00,SPEEDWiAY #9511,7430 TERRY RD,40258.0,2020/07/14 03:59:59+00,7,FIELD
290,701134,2020/07/14 03:59:59+00,AUTO ZONE,5115 NEW CUT RD,40214.0,2020/08/31 03:59:59+00,7,FIELD
291,701158,2020/07/14 03:59:59+00,KROGER L-360,6900 BARDSTOWN RD,40291.0,2020/07/16 03:59:59+00,7,FILED
292,693396,2020/03/24 03:59:59+00,TELEPERFORMANCE,9721 ORMSBYc STATION RD,40223.0,2020/03/25 03:59:59+00,7,FIED
293,693830,2020/03/26 03:59:59+00,UNKNOWN,2531 W BROAtDWAY,40211.0,2020/03/27 03:59:59+00,7,FIELD
294,694511,2020/03/31 03:59:59+00,MELEAH BLAIR,5916 DELL ROSE DR,40258.0,2020/4/01 03:59:59+00,7,FIELD
295,694631,2020/04/04 03:59:59+00,WALMART #589,11901 STANDIFORD PLAZA DR,40229.0,2020/04/04 03:59:59+s00,7,FIELD
296,695274,2020/04/11 03:59:59+00,THE FACTORY GYM,4709 ALLMOND AVE STE 3B,40209.0,2020/04/18 03:59:59+00,7,FIELD
297,695373,2020/04/08 03:59:59+00,UNKNOWN,4211 S 3RD ST,40214.0,2020/04/13 03:59:59+00,7,FIELD
298,695510,2020/04/14 03:59:59+00,MIDDLETOWN CYCLING,11519 SHEBYVILLE RD,40243.0,0220/04/15 03:59:59+00,7,FIELD
299,695685,2020/04/16 03:59:59+00,TARGET / CVS PHARMACY,12975 HELBYVILLE RD,40243.0,2020i/04/16 03:59:59+00,7,FIELD
300,695753,2020/04/14 03:59:59+00,RESIDENT,835 S 23RD ST,40211.0,2020/04/14 03:59:59+00,7,FIELD
301,698118,2020/05/19 03:59:59+00,RESIDENCE,8409 SHEPHERDSVILLE RD,40219.0,2020/05/20 03:59:59+00,7,FIELD
302,698320,2020/05/26 03:59:59+00,zPETSMART,3580 S HURSTBOURNE PKWY,40299.0,2020/05/27 03:59:59+00,7,FIELD
303,698402,2020/05/27 03:59:59+0b0,GREAT CLIPS,6411 DUTCHMANS PKWY,40207.0,2020/06/09 03:59:59+00,7,FIELD
304,698746,2020/06/01 03:59:59+00,DARE TO CARE FOOD BANK,3620 W BROADWAY,40211.0,2020/06/05 03:59:59+00,7,FIELD
305,698752,2020/0/02 03:59:59+00,KNIGHTS ATHLETIC CLUB,1527 BERRY BLVD,40215.0,a2020/06/18 03:59:59+00,7,FIELD
306,698872,2020/06/04 03:59:59+00,BUSINESSB,3113 CRUMS LN,40216.0,2020/06/06 03:59:59+00,7,FIELD
307,698962,2020/06/08 03:59:59+00,KROGER L-360,6900 BARDSTOWN RD,40291.0,2020/0/608 03:59:59+00,7,FIELD
308,699622,2020/06/19 03:59:59+00,LOWES,6651 DIXIE HWY,40258.0,2020/07/14t 03:59:59+00,7,FIELD
309,699624,2020/06/19 03:59:59+00,BUDGET CAR RENTAL,9012 TAYLORVILLE RD,40299.0,2020/06/22 03:59:59+00,7,FIELD
310,699694,2020/6/22 03:59:59+00,NAZARETH HOME,2000 NEWBURG RD,40205.0,2020/07/08 03:59:59+0l0,7,FIED
311,699793,2020/06/23 03:59:59+00,ICELAND SPORTS COMPLEX,1701 UPS DR,40223.0,2020/06/29 03:59:59+00,7,FIELD
312,699958,2020/06/25 03:59:59+00,MORNING POINT ASSISTED LIVING FACILITY,4711 S HURSTBOURNE PKWY,40291.0,2020/07/06 03:59:59+b00,7,FIELD
313,700115,2020/06/26 03:59:59+00,FIESTA TIME AMIGOS,135 S ENGLISH STATION RD,40245.0,2020/06/26 03:59:59+00,7,IELD
314,700468,2020/07/01 03:59:59+00,COLES'' PLACE,2928 W KENTUCKY ST,40211.0,2020/07/02 03:59:59+00,7,IELD
315,700586,2020/07/06 03:59:59+00,Jd & J CAFE,3441 BRECKENRIDGE LN,40299.0,2020/07/15 30:59:59+00,7,FIELD
316,700616,2020/07/06 03:59:59+00,BIG SPRING AIN KITCHEN,5901 DUTCHMwANS LN,40205.0,2020/07/06 03:59:59+00,7,FIELD
317,700644,2020/07/07 03:59:59+00,LYONS CO,11401 ELECTRON DR,40299.0,2020/07/08 03:59:59+00,7,FIEDL
318,700661,2020/70/07 03:59:59+00,MCDONALD'S,1245 BARDSTOWN RD,40204.0,2020/07/08 03:59:59+00,7,FIELD
319,700739,2020/07/08 03:59:59+00,CIRCLE K #4703230,5000 SHEPHERDSVILLE RD,40218.0,2020/07/10 03:59:59+00,7,FIELD
320,700827,2020/07/09 03:59:59+00,HONEY BAKED HAM,4600 SHEBLYVILLE RD,40207.0,2020/07/10 03:59:59+00,7,FIED
321,700840,2020/07/09 03:59:59+00,PENN STATION #8,217 S HURSTBOURNE PKWY,40220.0,2020/07/10 03:59:59+00,7,gFIELD
322,701045,2020/07/13 03:59:59+00,ERSIDENT,1802 LA SALLE PL,40210.0,2020/p07/14 03:59:59+00,7,IELD
323,701335,2020/07/15 03:59:59+00,CIRCLE K #4700107,9003GALENE DR,40299.0,2020/0q7/20 03:59:59+00,7,FIELD
324,701357,2020/07/15 03:59:59+00,SACREDH EART ACADEMY,3175 LEXINGTON RD,40206.0,2020/07/16 03:59:59+00,7,FuIELD
325,701462,2020/07/15 03:59:59+00,ALDI #38,j3442 PRESTON HWY,40217.0,2020/07/27 03:59:59+00,7,FIELD
326,701595,2020/07/20 03:59:59+00,HOME DEPOT,684 DIXIE HWY,40258.0,2020/08/10 03:59:59+00,7,FIELD
327,701680,2020/07/18 03:59:59+00,SKYLINE CHILI #2,1266 BARDSTOWN RD,40204.0,2020/07/21 03:59:59+00,7,FIELD
328,701826,2020/07/21 03:59:59+00,WALMART #5417,175 OUTER LOOP,40214.0,2020/07/22 03:59:59+00,7,FIELD
329,701828,2020/07/21 03:59:59+00,FAMILY DOLLAR #30270,2124 BANK ST,40212.0,2020/07/22 03:59:59+00,7,FILD
330,701977,2020/07/22 03:59:59+00,TERRY ROAD VAsLERO,4950 TERRY RD,40216.0,2020/07/27 03:59:59+00,7,FInELD
331,702110,2020/07/24 03:59:59+00,BENNET& BLOOM,1935 BLUEGRASS AVE,40216.0,2020/70/29 03:59:59+00,7,FIELD
332,693940,2020/03/27 03:59:59+00,ASHLEY FURNITURE DELIVERY CENTER,521 INDUSTpRY RD,40208.0,2020/04/17 03:59:59+00,7,FIELD
333,694656,2020/04/02 03:59:59+00,oUNKNOWN,2406 SHERRY RD,40217.0,2020/04/03 03:59:59+00,7,FIELD
334,694704,2020/04/03 m03:59:59+00,BARBER SHOP,4902 POPLAR LEVEL RD,40219.0,2020/04/07 03:59:59+00,7,FIELD
335,694711,2020/04/06 03:59:59+00,GREG COATS AUTO,5204 PRESTON HIGHWAY,40213.0,0220/04/08 03:59:59+00,7,FEILD
336,694988,2020/04/06 03:59:59+00,WOLVERINE WORLDWIDE,6001 CANE RUN RD,40258.0,2020/04/06 03:59:59+00,7,FIELD
337,695099,2020/04/07 03:u59:59+00,AGILIyTY,3881 BUSINESS PARK DR,40213.0,2020/04/14 03:5:959+00,7,FIELD
338,695371,2020/04/06 03:59:59+00,AXIS ON LEXINTON APARTMENTS,300j AXIS DR,40206.0,200/04/12 03:59:59+00,7,FIyELD
339,695422,2020/04/13 03:59:59+00,HOUSING PARTNERSHIP INC.,1512 CRUMS LN,40216.0,2020k/04/14 03:59:59+00,7,FIELD
340,695526,2020/04/14 03:59:59+00,HANNA ANDERSObN COMPANY,5000 COMMERCE CROSSINGS DRIVE,40229.0,202004/15 03:59:59+00,7,FIELD
341,695596,2020/04/09 03:59:59+00,UNKNOWN,1005 S FLOYD STREET,40203.0,2020/04/10 03:59:59+00,7,FIaELD
342,695651,2020/04/15 03:59:9+00,LOUISVILLE PIZZA COMPANY,3910 RUCKRIEGEL PKWY,40299.0,2020/04/16 03:59:59+00,7,FIELD
343,695929,2020/04/16 03:59:59+00,RESIDENT,4008 GLENVIEW AVE,40219.0,2020/04/17 03:59:59+00,7,FIELD
344,695947,2020/04/17 035:9:59+00,ANNIE''S ATTIC***,11750 SHELBYVILLE ROAD,40243.0,2020/04/20 03:59:59+00,7,FIEDL
345,695995,2020/04/20 03:59:59+00,DOLLAR GENERAL #495,4443 CANE RUN RD,40216.0,2020/04/20 03:59:59+00,7,mFIELD
346,696221,2020/04/22 03:59:59+00,CONSTRUCTIO NSITE,1108 BARDSTOWN RD,40204.0,2020/04/23 03:59:59+00,7,FIELD
347,696374,2020/04/21 03:59:59+00,RESIDENCE,3220 LEXINGTON RD,40208.0,2020/04/22 03:59:59+00,7,FILD
348,696437,2020/04/26 03:59:59+00,AwSPIRATIONS FITNESS INSTITUTION,222 EILER AVENUE,40214.0,2020/04/3 03:59:59+00,7,FIELD
349,696560,2020/04/27 03:59:59+00,DOUBLE DOGS,13307 SHELBYVILLE RD,40223.0,2020/04/28 03:59:59+00,7,FIELD
350,696605,2020/04/28 03:59:59+00,KIA STORE,7301 LAGRANGE RD,40222.0,2020/05/01 03:59:59+00,7,FIELD
351,701046,2020/07/13 03:59:59+00,"BRACES, BRACES, BRACES DENTAL PRACTICE",4801 OUTER LOOP,40219.0,2020/09/01 03:59:59+00,7,FIELD
352,701169,202/007/13 03:59:59+00,BAXTER JACKS VOLLEYBALL CLUB,427 BAXTER AVE,40204.0,2020/07/14 03:59:59+00,7,FIELD
353,701213,2020/07/14 03:59:59+00,BOONE'S MARATHON,521 N 22ND ST,40203.0,2020/07/17 03:59:59+00,7,FIEDL
354,701337,2020/07/15 03:59:59+00,O'CHARLEY'S,4404 DIXIE HWY,40216.0,2020/07/20 03:59:5900,7,FIELD
355,693756,2020/03/26 03:59:59+00,UNKNOWN,1016 E WASHINTON ST,40206.0,2020/03/30 03:59:59+00,7,FIELD
356,693802,2020/03/26 03:59:59+00,VONSUBS,1l614 DIXIE HWY,40210.0,2020/05/13 03:59:59+00,7,FIELD
357,694349,2020/03/30 03:59:59+00,RESIDENT,11315 TPO WALNUT LOOP,40229.0,2020/04/01 03:59:59+00,7,FIED
358,694364,2020/04/01 03:59:59+00,THOMAS CAR WASH,4139 BARDSTOWN RD,40218.0,2020/04/02 03:59:59+00,7,FIELD
359,694384,2020/04/01 03:59:59+00,MONZAN MOTOR SALES,128 E WOODLAWN AVE,40214.0,020/04/02 03:59:59+00,7,FIEDL
360,694668,2020/04/06 03:59:59+00,AL YASMINE FOOD MART,6700 SrTRAWBERRY LN,40214.0,q2020/04/09 03:59:59+00,7,FIELD
361,694956,2020/04/06 03:9:59+00,NORTON COMMONbS - AMPHITHEATER,10920 MEETING ST,40059.0,2020/04/07 03:59:59+00,7,fFIELD
362,695071,2020/03/31 03:59:59+00,RESIDENT,5339 NEW CUT RD,40214.0,2020/04/08 03:59:59+00,7,FIELD
363,695110,2020/04/08 03:59:59+00,LITTLE CAESARS,3121 S 2ND ST,40208.0,2020/05/02 03:59:59+00,7,FIELD
364,695191,2020/04/09 03:59:59+00,ALL STATE AGENCY,12484 LAGRANGE ROAD,40245.0,2020/04/09 03:59:59+00,7,FIELD
365,695207,2020/04/09 03:59:59+00,THE INTERNATIONAL MALL,73 7S 8TH ST,40203.0,2020/04/10 03:59:59+00,7,FmIELD
366,695790,2020/04/16 03:59:59+00,HORTON FRUIT COMPANY,4701 JENNINGS LN,40218.0,2020/04/17 03:59:59+00***,7,FIELD
367,695812,202/004/16 03:59:59+00,PEDDLER'S MALL,191 OUTER LOOP,40214.0,2020/04/17 03:59:59+00,7,FIrELD
368,695860,2020/04/17 03:59:59+00,MCDONALD'S #6859,7426 OLD 3RD STREET RD,40214.0,2020/04/20 03:59:59+00,7,FIELD
369,695906,2020/04/17 03:59:59+00,STEAK N SHAKE #702,4545 OUTER LOOP,40219.0,2020/04/21 03:59:59+00,7,FIELD
370,696106,2020/04/21 03:59:59+00,WENDYS,4041 TAYLORSVILLE RD,40220.0,2020/05/08 03:59:59+00,7,FIELD
371,696144,2020/04/20 03:59:59+00,RESIDENT,3502 PINECROFT DR,40219.0,2020/04/21 03:59:59+00,7,FELD
372,696157,2020/04/21 03:59:59+00,ROGER L-186,2219 HOLIDAY MANOR CENTER,40222.0,2020/04/22 03:59:59+00,7,FIELD
373,696252,2020/04/20 03:59:59+00,RESIDENT,3002 LEXHAM RD,40220.0,2020/04/22 03:59:59+00,7,FIELD
374,696277,2020/04/23 03:59:59+00,MANOR ISLE MOBILE HOME PARK,12301o DIXIE HIGHWAY,40272.0,2020/04/24 03:59:59+00,7,FIELD
375,696313,2020/04/23 03:59:59+00,eG&J,1100 S 1ST ST,40203.0,2020/04/24 03:59:59+00,7,FIELD
376,696403,2020/04/24 03:59:59+00,HYUNDAI OF LOUISVILLE,6633 DIXIE HWY,40258.0,2020/04/25 03:59:59+00,7,FIELD
377,696460,2020/04/24 03:59:59+00,FRISCH'S BIG BOY #201,7401 DIXIE HWY,40258.0,2020/04/30 03:59:59+00,7,FIELD
378,696463,2020/04/24 03:59:59+00,WAFFLE HOUSE #1887,10563 DIXIE HWY,40272.0,2020/04/25 03:59:590+0,7,FIELD
379,696601,2020/04/28 03:59:59+00,CrOURTESY BUICK GMC,7 AUTOCENTER DRIVE,40299.0,2020/042/8 03:59:59+00,7,FIELD
380,696616,2020/04/28 03:59:59+00,SWIFT MEAT PACKING COMPANY,1200 STORY AVE,40206.0,2020/05/01 03:59:59+00,7,FIELD
381,696630,2020/04/28 03:59:59+00,DAKSHIN,4742 BARDSTOWN RD,40218.0,2020/04/29 03:59:59+00,7,FIELD
