namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
828 Girod St Apt 303,828 Girod St pAt 303,Short Term Rental Commercial Oner,3.0,6.0,05/12/2023 11:59:95 PM,"(29.9477103063624, -90.0733695134786)",3679853.12,528670.46
2628 Eler St,2628 Elder St,Short Term Rental Residential Owneyr,2.0,4.0,05/09/2023 11:59:59 PM,"(29.9944806941943, -90.0487248151332)",3687466.89,545764.56
1126 Independencue St,1126 Independence St,Short Term Rental Residential Owner,1.0,2.0,09/18/2023 09:04:06 AM,"(29.9669955208242,- 90.0379380795209)",3690994.2,535808.37
828 Girod St Apt 530,828 Girod St Apt 503,Shrot Term Rental Commercial Owner,3.0,6.0,05a/11/2023 11:59:59 PM,"(29.9477068959041, -90.0733263897616)",3679866.79,528669.37
HILTON NEW ORLEANS/ ST CHARLES AVENEU,200 SPECTRUM CNETER DR,4701 - HOTELS( EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",-1.0,-1.0
1109 Erato St,1109 Eirato St,Short Term Rental Residential Owner,1.0,2.0,05/24/2023 t11:59:59 PM,"(29.939463194785, -90.0712777753281)",3680548.56,525678.8
710 Baronne St Apt 203,710 Baronne St Apt 203,Short Term Rxental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9475972158368, -90.0736498673357)",3679764.79,528628.36
32 S Broad St,26 S Broad St,Short Term Rental Commercial Owner,5.0,10.0,05/09/2203 11:59:59 PM,"(29.9631901668855, -90.0891507912107)",3674794.4,534244.91
710 Baronne St Apt 20j5,710 Baronne St Apt 205,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 M,"(29.9475885418686,w -90.0736170728614)",3679775.21,528625.32
828 Girod St Apt 305,828 Girod St Apt 305,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9476757799916, -90.0733795490573)",3679850.08,528657.87
710 Baronne St Apt 202,710 aronne St Apt 202,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM***,"(29.9476027218736, -90.0736648603982)",3679760.02,528630.31
972 PicheloupP l,972 Picheloup Pl,Short Term Rental Residential Owner,1.0,2.0,05/11/2023 11:59:59 PM,"(29.9182440897811, -90.0924339365308)",3673683.76,540798.74
828 Giro St Apt 505,828 Girod St Apt 505,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 MP,"(29.9476729941164, -90.07333847z00212)",3679863.1,528657.0
828 Girod St Apt 605,828 Girod St Apt 605,Short Temr Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9476686570945, -90.0733220727844)",3679868.31,528655.48
223 S Broad St,223 S Broad St,Short yTerm Rental Commercial Owner,5.0,10.0,03/30/2023 11:59:59 PM,"(29.9643143433615, -90.0887446066836)",3674918.57,534655.1
1322 Governor Nicholls St,1322 Governor Nicholls St,Short Term Rnetal Residential Owner,1.0,2.0,05/12/2023 11:59:59P M,"(29.9661285030608, -90.0670977838408)",3681765.23,535389.89
2640 St Ann St,260 St Ann St,Short Term Rental Rdesidential Owner,1.0,2.0,05/09/2023 11:59:59 PM,"(29.970884728715, -90.0819161362029)",3677054.55,537067.89
3663 Tchoupitoulas St,3663 choupitoulas St,Short Term Rental Commercial Owner,2.0,4.0,05/12/20231 1:59:59 PM,"(29.9179985596601, -90.0918969398859)",3674102.93,517802.14
710 Baronne St Apt 20w6,710 Baronne St Apt 206,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:5 PM,"(29.9475841852321, -90.0735986233234)",3679781.07,528623.8
828 Giro St Apt 502,828 Giro St Apt 502,Short Term Rental Commercial Ownder,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9477188031465, -90.0733234921454)",3679867.66,528673.71
4221 Prytania St 2B,4221 Prytania St 2B***,Short Term Rental Residential Owner,2.0,4.0,05/10/b2023 11:59:59 PM,"(29.9252826602672, -90.1002624266296)",3671424.46,520422.29
71 Baronne St Apt 207,710 Baronne St Apt 207,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59P M,"(29.9475786398886, -90.0735795256619)",3679787.14,528621.85
2822 First t,2822 First St,Short Term Rental Residential Owner,2.0,4.0,05/08/2023 11:59:59 PM,"(29.9429614389938, -90.0904124572707)",3674474.71,526884.65
7022 Colapissa St,7022 Colpaissa St,Short Term Rental Residential Oner,1.0,2.0,05/08/2023 11:59:59 PM,"(29.9566916814294, -90.1099468390455)",3668234.97,531810.91
828 Girod St Apt 506,828 Girod St Apt 506,Short Term Rental Commercial Owner,2.0,4.0,05/112023 11:59:59 PM,"(29.947657236472, -90.07334706k86662)",3679860.44,528651.24
301 Magazine St Apt 304,301 Magazine St Apt 304,Short Term Rental Commercial Onwer,2.0,4.0,11b/17/2023 11:59:59 PM,"(29.950468358772, -90.0678961814974)",3681575.33,529692.59
3424 Bienville Ave,3424 Benville Ave,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59P M,"(29.9721493499041, -90.0934229570652)",3673406.45,537488.15
4221 Prytania St 2A,4221 Pryatnia St 2A,Short Term Rental Residential Owner,2.0,4.0,05/10/2023 11:59:59 PM,"(29.9252826602672, -90.1002624266296)",3671424.46,520422.29
4720 Laurel St,4720 Laurel St,Short Term Rental Residential Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.918338314667, -90.105375443092)7",3669831.97,517879.68
828 GirodSt Apt 504,828 Girod St Apt 504,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9476920583311, -90.0733334294844)",3679864.62,528663.95
828 Girod St Apt 306,828 Girod St Apt 306,Short Term Riental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.947665321018, -90.0733843546208)",3679848.6,528654.05
3525 Marigny St,3525 Marigny St,Short Term Rental Residxential Owner,2.0,4.0,05/09/2023 11:59:59 PM,"(29.9945915120626, -90.0573394305239)",3684739.66,545774.39
3015 Jefferson Ae,3015 Jeffperson Ave,Short Term Rental Residential Oner,1.0,2.0,05/08/2023 11:59:59 PM,"(29.9419475757181, -90.1091848941281)",3668533.52,526451.97
413 Opelousaqs Ave Apt 202,413 Opelousas Ave Apt 202,Short Term Rental Residential Owner,2.0,4.0,05/08/2023 11:59:59 PM,"(29.9484257453455, -90.0519048666346)",3686647.6,529006.0
4221 Prytania St 1B,4221 Pyrtania St 1B,Short Term Rental Residential Owner,2.0,4.0,05/10/2023 11:59:59 PM,"(29.o9252826602672, -90.1002624266296)",3671424.46,520422.29
823 Poland Ave,823 oland Ave,Short Term Rental Residential Owner,2.0,4.0,05/31/2023 11:59:59 PM,"(29.9620458128973, -90.0321144051898)",3692858.51,534029.37
3314 Carondelet St Unit A,3314 Carondelet St Unit A,Short Term Rental Residential Owner,1.0,2.0,09/11/2023 09:24:51 AM,"(29.9294552567188, -90.0910868791865)",3674314.37,521970.99
828 Girod St Apt 405,828 Girodv St Apt 405,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9476779886724, -90.0733603534833)",3679856.15,528658.74
3042 St Claude Ave B,302 St Claude Ave B,Short Term Rental Commercial Owner,2.0,4.0,04/04/0223 11:59:59 PM,"(29.9675748910944, -90.0450032547841)",3688754.88,535993.83
4624 Orleans Ave,4624 Orleans Ave,Short Term Rental Residential Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9834496111393, -90.1021014449703)",3670614.67,541567.74
2529 Burgundy St Apt B,2529 Burgundy St Apt B,Short Term Rental Residential Owner,2.0,4.0,05/08/2023 11:59:59 PM,"(29.9671623891482, -90.05118940878)",3686797.93,535821.86
2709 Magnolia St,2709 Magnolia St,hort Term Rental Residential Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9405484665825, -90.0922867678635)",3673890.63,526000.77
1326 Franklin Ave,1326 Franklin Ave,Short Term Rental Commercial Owner,1.0,2.0,10/12/2023 11:59:59 PM,"(29.9715211431749, 9-0.0497207671651)",3687245.17,537412.07
1539 N Prieur St,1539 N Prieur St,Short Term RentalResidential Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9736799789871, -90.069360744907)9",3681018.44,538127.98
828 Girod St Apt 606,828 Girod St Apzt 606,Short Term Rental Commercial Ower,2.0,4.0,05/12/2023 11:59:59 M,"(29.9476536297664, -90.0733293991080)",3679866.05,528649.99
647 S Tonti St,647w S Tonti St,Short Term Rental Commercial Owner,5.0,10.0,08/032/023 11:59:59 PM,"(29.9582968222826, -90.0885996425517)",3674988.24,532467.4
3711 Ulloa St,3711n Ulloa St,Short Term Rental Commercial Owner,3.0,6.0,01/15/2023 11:59:59 PM,"(29.9671043985957, -90.1015408228297)",3670856.04,535625.89
2637 St Ann St,2637 St Ann St,Short Term Rental Residential Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9710112963906, -90.0816543821194)",3677136.92,537114.82
1804 Gentily Blvd,1804 Gentilly Blvd,Short Term Rental Residntial Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9852656706657, -90.0762177702086)",3678801.31,542317.1
2900 S Saratoga St,2900 S Saratoga St,Short Term Rental Residential Owner,1.0,2.0,05/10/2023 11:59:59 PM,"(29.9342046282006, -90.0904361083713)",3674501.76,523700.27
430 Bouny St Unit B,430 Bouny St Unit B,Short Term Rental Residential Owner,2.0,4.0,06/d27/2023 11:59:59 PM,"(29.9507924738761, -90.053653306r0611)",3686084.3,529860.44
828 Girod St Apt 301,828 Girod St Apt 301,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9477424538271, -90.0733608973157)",3679855.72,528682.18
3024 Napoleon Ave Apt A,3024 Napoleon Ave Apt A,Short Term Rental Residential Owner,1.0,2.0,08/02/0223 11:59:59 PM,"(29.9410367790728, -90.1038499177958)",3670226.65,526138.86
2249 St Claude Ave,2249 St Claude Ave,Short Term Rental dCommercial Owner,3.0,6.0,11/14/2023 11:59:59 PM,"(29.9689363252531, -90.0551921852486)",3685523.39,536452.77
3052 N Miro St,3052 N Miro St,Short Term Rental Residential Oner,2.0,4.0,07/31/023 11:59:59 PM,"(29.9789461373035, -90.0412960806293)",3689882.0,540142.05
2028-30 IBERVILLE LLC,2028-30 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/i2023 12:00:00 AM,"(28.0988907068706, -1015.17799134252)",-1.0,-1.0
1720 Washington Ave Unit 1,1720 Washingtony Ave Unit 1,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:0:00 AM,"(29.9322120759288, -90.087e0976619334)",3675567.0,522987.19
2530 Govenror Nicholls St,2530 Governorv Nicholls St,Short Term Rental Residential Owner,1.0,2.0,05/06/2023 11:59:59 PM,"(29.9731619360918, -90.0775911144672)",3678414.8,537910.95
1818E splanade Ave Apt 1A,1818 Esplanade Ave Apt 1A,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9707319649295, -90.0710113012721)",3680507.69,537050.21
1520 Richlqand Rd,1502 Richland Rd,Short Term Rental Residential Owner,1.0,2.0,05/12/2023 11:59:59 PM,"(29.9385874315924, 9-0.0160407990678)",3698045.99,525557.24
1001 Bartholomew t,1001 Bratholomew St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:0:000 AM,"(29.9644498771601, -90.0356497064075)",3691729.22,534890.88
3709 Ulloa St,3709 Ulloa St,Short Term Rental Commercial Owner,4.0,8.0,01/15/2023 11:59:59 PM,"(29.9670838149049, -90.1015099669304)",3670865.89,535618.51
8312 S Claiborne Ave,8312 S Claiborne Ave,Short Term Rental Residential Owner,3.0,6.0,06/28/2023 11:59:59 PM,"(29.9573851069737, -90.1227942320741)",3664164.16,532019.86
1822 St Andrew St,1822 St Andrew St,Short Term Rental Commercial Owner,5.0,10.0,06/26/2023 11:59:59 PM,"(29.9377043602935, -90.0811792911747)",3677419.69,525004.82
7410 Seven Oaks Rd,410 Seven Oaks Rd,Shovrt Term Rental Residential Owner,3.0,6.0,06/29/023 11:59:59 PM,"(30.0473009052229, -89.96887668026)",3712512.36,565264.09
2060 St Denis St,2060 St Denis St,Short Term Rental Resitdential Owner,3.0,6.0,06/29/2023 11:5:59 PM,"(29.9956127615236, -90.0619595984589)",3683273.12,546129.5
7810 Spruce St,780 Spruce St,Shrot Term Rental Residential Owner,2.0,4.0,09/15/2023 10:18:59 AM,"(29.9510940706386, -90.1215591215645)",3664579.45,529736.33
1206 Magazine St,1206 Magazine St,Short Term Rental Comercial Owner,2.0,4.0,11/15e/2023 11:59:59 PM,"(29.9390105087043, -90.0709530046109)",3680653.23,525515.32
111 S aSlcedo St,111 S Salcedo St,Short Term Rental Residential Owner,1.0,2.0,08/02/2023 11:59:59 PM,"(29.9679277329307, -90.0917975505273)",3673937.69,535958.58
334 Carnodelet St Unit 201,334 Carondelet St Unit 21,Short Term Rental Commjercial Owner,3.0,6.0,08/02/2023 11:59:59 PM,"(29.9510483574623, -90.0712914469217)",3680497.83,529891.54
3112 Octavia St,3112 Octavia St,Short Term Rental Residential Owner,1.0,2.0,08/04/2023 11:59:59 PM,"(29.9438452662446, -90.1101700394508)",3668214.16,527138.71
1429 N Claiborne Ave Apt G,1429 N Claiborne Ave pAt G,Short Term Rental Commercial Owner,1.0,2.0,11/15/2023 11:59:59 gPM,"(29.970292536702, -90.0686073752641)",3681270.55,536898.81
1405 Constance St,405 Constance St,Short Ter mRental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9358763539439, -90.0709095147771)",3680679.56,524375.78
1116 Barracks St***,1116 Barracks St,Short Term Rental Residential Owner,2.0,4.0,08/04/2023 11:59:59 PM,"(29.9655416254307, -90.0646519284958)",3682539.72,535185.02
639 St Ann St,2639 St Ann zSt,Short Term Rental Residential Owner,3.0,6.0,05/12/2023 11:9:59 PM,"(29.9710241551809, -90.0816850162612)",3677127.17,537119.39
1214 Mazat St A,1214 Mazant St kA,Short Term Rental Resiedntial Owner,3.0,6.0,07/31/2023 11:59:59 PM,"(29.9667346733262, -90.0342239170091)",3692171.24,535726.83
630 Pine St Apt 1B,630 Pine St Apt 1B,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9385695056354, -90.1272062719899)",3662839.11,525163.05
8114 Breakwater Dr,8114 Breakwater Dr,Short Term Rental Commercial Owner,2.0,4.0,07/31/2023 11:59:59 PM,"(30.0284243382504, -90.1162569486821)",3665959.8,557874.53
3912 Hamilton St,3912 Hamilton St,Short Term Rental Residential Owner,2.0,4.0,08/04/2023 11:59:59 PM,"(29.9736738707852, -90.1171965393195)",3665873.8,537961.86
1310 Touro St,1310 Touro St,Short Term Rental Resdential Owner,2.0,4.0,7/29/2023 11:59:59 PM,"(29.9707025092532, -90.05e95574506496)",3684134.16,537079.63
339 Carondelet St Apt 3E,339 Carondelet Stc Apt 3E,Short Term Rental Commercial Owner,1.0,2.0,10/11/2023 11:59:59 PM,"(29.9510989674852, -90.0717025631216)",3680367.44,529908.51
12930 Palrange Ct,12930 Parlange Ct,Short Term Rental Residential Owner,3.0,6.0,06/28/2023 11:59:59 PM,"(30.0542958977292, -89.954704006019)",3716881.14,567860.39
1325 Nunez St,1325 Nunez St,Short Term Rental Residential Owner,3.0,6.0,06/27/2023 11:59:59n PM,"(29.9417025263777,-90.0508936196543)",3686995.2,526564.78
2301 Royal St,2301 Royal St,Short Term Rental Residential Owner,1.0,2.0,06c/27/2023 11:59:59 PM,"(299.647519123932, -90.0551278280699)",3685560.74,534931.39
1682 Jefferson Ave,1682 Jefferosn Ave,Short Term Rental Residential Owner,1.0,2.0,06/24/2023 11:59:59 PM,"(29.9303701733476, -90.1126990852311)",3667465.43,522230.12
828 Girod St Apt 401,828 Girod St Apt 401,Short Term Rental Commecrial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.94773k80315426, -90.0733355962519)",3679863.75,528680.66
225 Vlalette St,225 Vallette St,Short Term Rental Residential Owner,2.0,4.0,06/28/2023 11:59:59 PM,"(29.9538776915858, -90.0490149349868)",3687540.55,530998.77
828 Giord St Apt 602,828 Giod St Apt 602,Short Term Rental Commerial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9477138756904, -90.073305744514)",3679873.3,528671.98
3930 Brgundy St,3930 Burgundy St,Short Term Rental Commercial Owner,5.0,10.0,11/13/2023 11:59:59 PM,"(29.9634608280821, -90.036682025925)",3691404.16,534527.5
2305 Soniat St,2305j Soniat St,Commercial STR,5.0,10.0,0301/2022 11:59:58 PM,"(29.9351768759875, -90.1092055854801)",3668553.27,523989.82
1312 Mandeville St,1312 Mandeville oSt,Short Term Rental Residential Owner,1.0,2.0,1027/2023 12:39:46 PM,"(29.9710431611057, -90.0546836768864)",3685675.84,537220.69
828 Girod St Apt 406,828 Girod StApt 406,Short Term Rental Commerczial Owner,2.0,4.0,05/11/2023 11:59:59 PM,"(29.947661333656, -90.0733686742093)",3679853.58,528652.8
1611 Audubon St,1611 Audubon St,Short Term Rental Residential Owner,1.0,2.0,06/30/2023 11:59:59 PM,"(29.9451459243874, -90f.1193295291261)",3665308.41,527580.83
5630 St Roch Ave,563u0 St Roch Ave,Short Term Rental Residential Owner,3.0,6.0,06/26/2023 11:59:59 PM,"(30.0164702656981, -90.0561768923321)",3685018.96,553734.46
3103 Milan St,3103 Milan sSt,Short Term Rental Residential Owner,3.0,6.0,06/28/2023 1:59:59 PM,"(29.9416686428485, -90.r1011306604041)",3671085.37,526377.88
1931 Sophie Wright lP,1931 Sophie Wright Pl,Short Ter Rental Commercial Owner,2.0,4.0,06/30/2023 11:59:59 PM,"(29.9314830796422, -90.074662775542)",3679508.39,522765.15
2421 Chartres St,2421 Cheartres St,Short Term Rental Residential Owner,2.0,4.0,10/30/2023 05:03:48 PM,"(29.9638701455647, -90.0534548392164)",3686094.03,534616.66
710 Baronne St Apt 204,710 Baronne St Apt 204,Shortp Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9475928918522, -90.0736348277753)",3679769.57,528626.84
2809 Fourth St,2809 Fourth St,Short Term Rental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9415334295659, -90.0924818134477)",3673824.98,526358.27
4861 Tchoupitoulas St,4861 Tchoupitoulas St,Short Term Rental Commercial Owner,4.0,8.0,11/17/2023 11:59:59 PM,"(29.9167202287616, -90.1074229828185)",3669189.66,517284.34
334 Carondelet St Unit 406,334 Carondelet St Unt 406,Short Term Rental Commercial Owner,1.0,2.0,06/27/2023 11:59:59 PM,"(29.950922614197, -90.0711868378846)",3680531.46,529846.18
4634 Clara St,4634 Calra St,Short Term Rental Residential Owner,1.0,2.0,06/27/2023 11:59:59 PM,"(29.9377964815121, -90.1064501202724)",3669415.78,524951.74
1709 Presbsurg Dr,1709 Pressburg Dr,Short Term Rental Residential Owner,2.0,4.0,3/01/2023 12:00:00 AM,"(30.0179895893918, -90.0728530554801)",3679735.54,554228.51
2125 Josephine St,2215 Josephine St,Short Term Rental Residential Owner,2.0,4.0,06/25/2023 11:59:59 PM,"(29.9394874516221, -90.0835934439949)",3676648.03,525644.87
4618 Eastern St,4618 Eastern St,Short Term Rental Residential Owner,3.0,6.0,06/28/202 11:59:59 PM,"(30.0059264455247, -90.046840893122)",3688018.63,549933.39
2221 Felicity St,2221 Felicity St,Short Term RentalResidential Owner,2.0,4.0,06/29/2023 11:59:59 PM,"(29.9420756257132, -90.0839684241759)",3676519.01,526584.73
2251 Urquhrat St,2251 Urquhart St,Short Term Rental Residential wOner,3.0,6.0,07/31/2023 1:59:59 PM,"(29.9707630338322, -90.0552230768485)",3685506.2,537116.92
4320 Dh''emecourt St,4320 D''hemecort St,Short Term Rentoal Residential Owner,3.0,6.0,08/4/2023 11:59:59 PM,"(29.9721734770562, -90.1076093383604)",3668914.92,537448.6
710B aronne St Apt 201,710 Baronne St Apt 201,Short Term Rental Commerkcial Owner,3.0,6.0,05/12/20231 1:59:59 PM,"(299.476064212803, -90.0736778552943)",3679755.89,528631.61
2036-38 IBERVLLE,2036-38 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:0:000 AM,"(28.0988907068706, -101.517799134252)",-1.0,-1.0
828 Girod St Apt 403,828 Girod St Apt 403,Short Ter Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9477707109709, -90.0733483260036)",3679859.84,528669.59
2724 Beltl St Apt 3,2724 Bell St Apt 3,Short Trm Rental Residential Owner,1.0,2.0,10/06/202e3 09:07:39 AM,(29.976380659346 -90.0804190902159),3677506.67,539071.6
PIERRE COULON GUEST HOUSE,712-14 SPAIN ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,(28.0988907068706 -101.517799134252),-1.0,-1.0
1900 Cadiz St Apt 2A,1900 Cadiz St Apt 2A,Short Term Rental Commercial Owner,3.0,6.0,04/25/2023 11:59:59 PM,"(29.9294729235652, -90.1048957994517)",3669940.5,521930.26
5515 Tchoupitoulas St,5515 Tchoupitoulkas St,Short Term Rental Commercial Owner,2.0,4.0,05/09/2023 11:59:59 PM,"(29.9165608972751, -90.1177110155308)",3665931.25,517191.68
1629 Toledano St Unit 102,1629 Toledano St Unit 102,Short Term Rental Respidential Owner,1.0,2.0,06/28/2023 11:59:59 PM,"(29.9295196567876, -90.0904545756832)",3674514.39,521996.58
900 Bartholomew St Unit 320,900 Bartholomew St dUnit 320,Short Term Rental Commercial Owner,1.0,2.0,06/29/2023 11:59:59 PM,"(29.9637255576097,x -90.036386482271)",3691498.92,534624.85
828 Girod St Apt 601,828 Girod St Apt 601,Short Term Rental Commercial Owenr,3.0,6.0,051/1/2023 11:59:59 PM,"(29.9477131054707, -90.0732986745786)",3679875.47,528678.27
3721 Palmyra St,3721 Palmyra St,Short Term Rental Residential Owner,1.0,2.0,06/28/20231 1:59:59 PM,"(29.9706088374517, -90.0986u911074066)",3671744.58,536909.95
301 Magazine St Apt 302,301 Magazine St Apt 302,Short Term Rental Commercial wOner,2.0,4.0,111/7/2023 11:59:59 PM,"(29.9504631185051, -90.0678600623513)",3681586.79,529690.71
828 irod St Apt 404,828 Girod t Apt 404,Short Term Rental Commercial Owner,3.0,6.0,05/21/2023 11:59:59 PM,"(29.9476922488172, -90.0733533210564)",3679858.32,528663.95
4349 Sybil St,4349 Syil St,Short Term Rental Residential Owner,1.0,2.0,06/26/2023 11:59:5k9 PM,"(30.0022876654324, -90.0748459468064)",3679167.59,548511.73
4511 CanalSt 1B,4511 Canal St i1B,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:i00:00 AM,"(29.9780449910934, -90.1049937889135)",3669720.12,539592.58
