2345.locationvalue,"(29.950840295232, -90.0713554986585)","(29.9508403295232, -90.0713554986585)"
2649.locationvalue,"(29.9177441986167, -90.1015601297005z)","(29.9177441986167, -90.1015601297005)"
1758.expirationdate,01/06/2023 11:d59:59 PM,01/06/2023 11:59:59 PM
912.namevalue,32x23 Canal St,3223 Canal St
2094.type,Shorte Term Rental Residential Owner,Short Term Rental Residential Owner
2578.type,Short eTrm Rental Residential Owner,Short Term Rental Residential Owner
2589.expirationdate,03/01/2023 12:0000 AM,03/01/2023 12:00:00 AM
1893.address,3071 ULLOA ST,3701 ULLOA ST
1660.locationvalue,"(v29.9609569415225, -90.0668990679786)","(29.9609569415225, -90.0668990679786)"
403.expirationdate,3/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
2078.locationvalue,"(29.9380330506318, -90.078265498b4658)","(29.9380330506318, -90.0782654984658)"
576.locationvalue,"(29.9338203911133, -901316061159485)","(29.9338203911133, -90.1316061159485)"
2286.expirationdate,07/f13/2023 11:59:59 PM,07/13/2023 11:59:59 PM
2.type,Shojrt Term Rental Residential Owner,Short Term Rental Residential Owner
1649.type,4701 - HOTELS (EXC CASINO HOTELS)  &MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
627.type,Short Termc Rental Residential Owner,Short Term Rental Residential Owner
1685.type,Short Term Rental Reisdential Owner,Short Term Rental Residential Owner
1271.expirationdate,03/01/203 12:00:00 AM,03/01/2023 12:00:00 AM
291.expirationdate,06/2/2023 11:59:59 PM,06/12/2023 11:59:59 PM
1141.namevalue,1312 Lessfeps St,1312 Lesseps St
1707.address,127 Camp uSt,127 Camp St
113.type,Shor tTerm Rental Commercial Owner,Short Term Rental Commercial Owner
206.namevalue,2530 Govenror Nicholls St,2530 Governor Nicholls St
1520.type,Short Term Rentala Commercial Owner,Short Term Rental Commercial Owner
2532.expirationdate,03/01/2023 12:00:0 AM,03/01/2023 12:00:00 AM
560.address,1221 Mazant St A,1212 Mazant St A
532.expirationdate,12/07/2022 11:59:59 PqM,12/07/2022 11:59:59 PM
2721.type,Short Term Rental Residerntial Owner,Short Term Rental Residential Owner
450.address,1430 ST CHARELS AVE,1430 ST CHARLES AVE
598.namevalue,4106 uplessis St,4106 Duplessis St
1939.expirationdate,03/01/2023 12:00:0 AM,03/01/2023 12:00:00 AM
2187.namevalue,647 S Pierec St,647 S Pierce St
880.address,731 St Chajrles Ave Apt 504,731 St Charles Ave Apt 504
1758.namevalue,300 N Cortez tS Unit A,300 N Cortez St Unit A
266.type,Short Term Rental Commercial Owenr,Short Term Rental Commercial Owner
2568.address,1118m N Prieur St,1118 N Prieur St
2777.type,Short Ter mRental Residential Owner,Short Term Rental Residential Owner
600.address,1479 N Prieur tS,1479 N Prieur St
1493.expirationdate,08/16/2023 11:9:59 PM,08/16/2023 11:59:59 PM
1186.expirationdate,08/25/202 11:59:59 PM,08/25/2023 11:59:59 PM
2495.namevalue,5671 WoodlawnP l,5671 Woodlawn Pl
270.address,4349 Syil St,4349 Sybil St
1188.namevalue,1106 Treme tS,1106 Treme St
1159.type,4701 - HOTELS (EXC CASINO HOTELS) & MOTjELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
2168.expirationdate,07/1/2023 11:59:59 PM,07/13/2023 11:59:59 PM
651.namevalue,2350 Magzaine St,2350 Magazine St
789.type,Shrt Term Rental Commercial Owner,Short Term Rental Commercial Owner
2638.expirationdate,03/012023 12:00:00 AM,03/01/2023 12:00:00 AM
2589.type,Short Term Rental Residental Owner,Short Term Rental Residential Owner
1658.type,Short Teerm Rental Residential Owner,Short Term Rental Residential Owner
2138.locationvalue,"(29.9638185709173, -90.731116406798)","(29.9638185709173, -90.0731116406798)"
668.locationvalue,"(29.934901145015, -90.1100079371274)","(29.9349011450165, -90.1100079371274)"
512.expirationdate,05/05x/2023 11:59:59 PM,05/05/2023 11:59:59 PM
427.namevalue,4520 St Ann tS,4520 St Ann St
1284.locationvalue,"(29.9x524322232006, -90.0685432543855)","(29.9524322232006, -90.0685432543855)"
1853.expirationdate,02/14/2023 11:5n9:59 PM,02/14/2023 11:59:59 PM
1820.type,Short Term Rental Residntial Owner,Short Term Rental Residential Owner
842.type,Short Term Retnal Residential Owner,Short Term Rental Residential Owner
1810.type,Short eTrm Rental Commercial Owner,Short Term Rental Commercial Owner
2651.locationvalue,"(29.9626543301979, -90.041363578p5886)","(29.9626543301979, -90.0413635785886)"
1041.address,2421 Peinston St,2421 Peniston St
561.locationvalue,"(29.9689557626919, -0.0982919661504)","(29.9689557626919, -90.0982919661504)"
2291.expirationdate,08/30/2023 08:34:10 AlM,08/30/2023 08:34:10 AM
264.type,Short Term Rental Respidential Owner,Short Term Rental Residential Owner
723.namevalue,512 oRbert St,512 Robert St
829.locationvalue,"(29.9680892924113, -90.0812730386247)","(29.9680982924113, -90.0812730386247)"
238.address,2305j Soniat St,2305 Soniat St
1123.address,1422 Chratres St Apt C,1422 Chartres St Apt C
2053.expirationdate,07/18/2023 11y:59:59 PM,07/18/2023 11:59:59 PM
2136.type,ShortTerm Rental Residential Owner,Short Term Rental Residential Owner
1391.locationvalue,"(2e9.9525814026875, -90.072487820335)","(29.9525814026875, -90.072487820335)"
948.namevalue,1011 Third tS,1011 Third St
2196.type,Short Term Rental Cmmercial Owner,Short Term Rental Commercial Owner
624.type,Short Term Rental eRsidential Owner,Short Term Rental Residential Owner
169.address,4221 Prytania St 2B***,4221 Prytania St 2B
391.expirationdate,11/28/0222 11:59:59 PM,11/28/2022 11:59:59 PM
2361.type,Short Term Rental Residentia lOwner,Short Term Rental Residential Owner
145.type,Short Term Rental Cmomercial Owner,Short Term Rental Commercial Owner
1218.expirationdate,03/01/2023 12:00:0x0 AM,03/01/2023 12:00:00 AM
592.namevalue,401 Barontne St,401 Baronne St
2480.locationvalue,"(29.9457380458305, -90.118393425d341)","(29.9457380458305, -90.118393425341)"
915.type,Short Term bRental Residential Owner,Short Term Rental Residential Owner
524.locationvalue,"(29.9810183912752, -90.0771755730582)***","(29.9810183912752, -90.0771755730582)"
2107.namevalue,600 Canal S Apt 504,600 Canal St Apt 504
2770.address,2025 Oretha Castle Haley Bvld,2025 Oretha Castle Haley Blvd
54.locationvalue,"(29.9f410719890831, -90.1038509996286)","(29.9410719890831, -90.1038509996286)"
187.expirationdate,04/04/0223 11:59:59 PM,04/04/2023 11:59:59 PM
2298.expirationdate,092/6/2023 03:19:24 PM,09/26/2023 03:19:24 PM
1526.locationvalue,"(29.93791z16088832, -90.0689055851653)","(29.9379116088832, -90.0689055851653)"
1241.namevalue,516 Mandeville St,1516 Mandeville St
1056.locationvalue,"(29.9774301757647, -90.080871201722)","(29.9774301757647, -90.0808971201722)"
732.address,1927 Iberville mSt,1927 Iberville St
65.expirationdate,12/16/2022 11:59:59PM,12/16/2022 11:59:59 PM
2702.expirationdate,03/01/2023 12:00:00 AlM,03/01/2023 12:00:00 AM
2101.address,1322 Burdtte St,1322 Burdette St
2213.type,Short Term Rentalj Commercial Owner,Short Term Rental Commercial Owner
1126.address,2312 aBrracks St,2312 Barracks St
2494.namevalue,1472 Chartres St,1427 Chartres St
708.type,Short Term Rental Commecrial Owner,Short Term Rental Commercial Owner
2065.type,Short Term RentalCommercial Owner,Short Term Rental Commercial Owner
319.address,917M ilan St,917 Milan St
1664.type,4701 - HOTELS (EXC CASINO HTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
2179.locationvalue,"(29.9344279295367, -90.1092197912276)","(29.9344279925367, -90.1092197912276)"
913.namevalue,2222 St Louwis St,2222 St Louis St
1691.address,69 Marywood tC,69 Marywood Ct
1552.locationvalue,"(29.9328177259658, -9.0660667095787)","(29.9328177259658, -90.0660667095787)"
772.namevalue,2213 Chartes St Apt 2,2213 Chartres St Apt 2
580.address,1410 nErato St,1410 Erato St
1050.locationvalue,"(29.9260038587011, -90.0087966475818)","(29.9260035887011, -90.0087966475818)"
2301.address,2821 aPlmyra St,2821 Palmyra St
889.address,1708 Poalnd Ave,1708 Poland Ave
2209.address,846 Bvartholomew St,846 Bartholomew St
306.address,1515 Callioe St Apt 102,1515 Calliope St Apt 102
1989.locationvalue,"(30.0126805890446, -89.9955488504631)","(30.0126805890446, -89.9955488506431)"
1521.expirationdate,09/0/2023 11:59:59 PM,09/01/2023 11:59:59 PM
1238.locationvalue,"(29.9528339899058, -90.049703229899)","(29.9528339899058, -90.0497032529899)"
153.address,200 SPECTRUM CNETER DR,200 SPECTRUM CENTER DR
1821.address,83 7Alvar St,837 Alvar St
106.address,4100 St Peer St Apt 2A,4100 St Peter St Apt 2A
649.type,Short Term ental Residential Owner,Short Term Rental Residential Owner
572.locationvalue,"(29.9638q230305552, -90.0436069092104)","(29.9638230305552, -90.0436069092104)"
390.address,11g05 Numa St,1105 Numa St
1578.type,Short Term Rental Residentfial Owner,Short Term Rental Residential Owner
501.address,1429 N Claiborne AveApt B,1429 N Claiborne Ave Apt B
2238.address,3323 Bugundy St,3323 Burgundy St
421.locationvalue,"(29.9559524603943, -90.0649016837192)","(29.9559524630943, -90.0649016837192)"
528.locationvalue,"(29.9628050940396, -90.1269426552919)","(29.9628059040396, -90.1269426552919)"
2511.address,536 S Rocheblave t,536 S Rocheblave St
2105.expirationdate,09/01/2023 5:10:21 PM,09/01/2023 05:10:21 PM
2093.address,1014 Canal St pt 303,1014 Canal St Apt 303
2725.type,Short Term Rental Residenial Owner,Short Term Rental Residential Owner
595.type,Short Term Rental Commercialk Owner,Short Term Rental Commercial Owner
1666.expirationdate,03/01/2032 12:00:00 AM,03/01/2023 12:00:00 AM
707.type,Short Term Rental Residental Owner,Short Term Rental Residential Owner
2562.locationvalue,"(29.9440450159537, -90.100113206471)","(29.9440450159537, -90.1020113206471)"
521.locationvalue,"(29.9743927335736, -90.08792c44178875)","(29.9743927335736, -90.0879244178875)"
1980.locationvalue,(29.9415609449304 -90.1040180789874),"(29.9415609449304, -90.1040180789874)"
1299.type,Short Term Rental Commercial Ower,Short Term Rental Commercial Owner
2103.address,600 Canla St Apt 404,600 Canal St Apt 404
1441.type,4701 - HOTEgLS (EXC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
271.address,4511 Canal St i1B,4511 Canal St 1B
2373.type,Short Term Rental Residentila Owner,Short Term Rental Residential Owner
390.namevalue,1105 Numa eSt,1105 Numa St
511.expirationdate,04/29/2023 11x:59:59 PM,04/29/2023 11:59:59 PM
2505.locationvalue,"(29.94045206784, -90.082444585676)","(29.94045206784, -90.0824445856776)"
677.locationvalue,"(29.9482219677699, -90.073377998391)","(29.9482219677699, -90.0733777998391)"
162.type,Short Temr Rental Commercial Owner,Short Term Rental Commercial Owner
1838.address,334 Carondleet St Unit 310,334 Carondelet St Unit 310
2081.locationvalue,"(2.99709416154763, -90.0712111090763)","(29.9709416154763, -90.0712111090763)"
2268.type,Short Term Rental Residentail Owner,Short Term Rental Residential Owner
1050.address,267 Cupid St,2670 Cupid St
164.expirationdate,05/12/2023 11:59:59P M,05/12/2023 11:59:59 PM
464.type,Short Term Rental Resnidential Owner,Short Term Rental Residential Owner
723.locationvalue,"(29.916882974757, -90.1093809081404)","(29.9168829747574, -90.1093809081404)"
371.type,Short Term Rental CommercialO wner,Short Term Rental Commercial Owner
2057.address,1328 Felicity jSt,1328 Felicity St
2199.address,711 Alvra St,711 Alvar St
842.expirationdate,03/01/2023 1:200:00 AM,03/01/2023 12:00:00 AM
595.address,1919 Sophiqe Wright Pl Unit 3,1919 Sophie Wright Pl Unit 3
1141.type,Short Term Rental Residential wner,Short Term Rental Residential Owner
1941.expirationdate,03/01/2023 12:0c0:00 AM,03/01/2023 12:00:00 AM
1727.type,4701 - HOETLS (EXC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
842.namevalue,1415 Bugrundy St,1415 Burgundy St
1057.type,Short Term Rental Residentiaal Owner,Short Term Rental Residential Owner
1028.locationvalue,"(29.9400080827045, -9.0773703181116)","(29.9400080827045, -90.0773703181116)"
2747.type,Short Term Renta lCommercial Owner,Short Term Rental Commercial Owner
829.namevalue,617 N Rocheblwave St,617 N Rocheblave St
2755.type,Short TermRental Commercial Owner,Short Term Rental Commercial Owner
1517.locationvalue,"(29.9758232481703, -90.041245666411)","(29.9758232481703, -90.0412405666411)"
2275.expirationdate,08/28/2023 05:43:24 PM,08/28/2023 05:43:42 PM
829.address,617 N Rsocheblave St,617 N Rocheblave St
1257.address,715 Freret St,4715 Freret St
2091.address,1207 Carondetlet St Unit A,1207 Carondelet St Unit A
2603.address,169A lix St,169 Alix St
838.locationvalue,"(29.932140365a6226, -90.1001196057547)","(29.9321403656226, -90.1001196057547)"
1362.address,1633 SixthSt,1633 Sixth St
602.type,Short Term Rental Comercial Owner,Short Term Rental Commercial Owner
1133.address,1428 N Clcaiborne Ave B,1428 N Claiborne Ave B
1415.namevalue,724 N Claiborne vAe,724 N Claiborne Ave
1613.namevalue,5826 S Robertso St,5826 S Robertson St
519.address,1029 N Dorenois St,1029 N Dorgenois St
278.locationvalue,"(29.9g485282013568, -90.1248904824869)","(29.9485282013568, -90.1248904824869)"
1240.address,1523 Desiref St,1523 Desire St
2227.locationvalue,"(29.954291944861, -90.053923994755)","(29.9754291944861, -90.053923994755)"
2163.address,3 ive Oaks Dr,3 Five Oaks Dr
1592.locationvalue,"(30.0054072924715, -90.111764432462)6","(30.0054072924715, -90.1117644324626)"
924.namevalue,3221 Canal t,3221 Canal St
2757.type,Short Term Rental Commercil Owner,Short Term Rental Commercial Owner
2321.address,1427 St BernardAve,1427 St Bernard Ave
676.locationvalue,"(29.958660641779, -90.0893899420546)","(29.9586603641779, -90.0893899420546)"
2492.locationvalue,"(29.964809531959, -90.0837039221245)","(29.964809531959, -90.0837039221254)"
1896.expirationdate,02/13/2023 11:5959 PM,02/13/2023 11:59:59 PM
231.expirationdate,06/27/2023 11:59:59n PM,06/27/2023 11:59:59 PM
2609.namevalue,2814 Mila nSt,2814 Milan St
1983.locationvalue,"(29.9643103210079, -90.055079z7965532)","(29.9643103210079, -90.0550797965532)"
1154.address,6001 RFANCE RD,6001 FRANCE RD
705.address,2122 Oretha Castle Haleym Blvd,2122 Oretha Castle Haley Blvd
857.address,1900C adiz St Apt 2B,1900 Cadiz St Apt 2B
2139.namevalue,1737 Josephine Szt,1737 Josephine St
2742.expirationdate,03/01/2023 12:00:0 0AM,03/01/2023 12:00:00 AM
2011.namevalue,551 Eads St,5518 Eads St
2711.namevalue,203 Seventh St,2037 Seventh St
2323.expirationdate,09/08/2023 1:59:59 PM,09/08/2023 11:59:59 PM
2045.namevalue,618 Arabellfa St,618 Arabella St
2173.type,Short Term rRental Commercial Owner,Short Term Rental Commercial Owner
2090.expirationdate,07/17/2023 11:5959 PM,07/17/2023 11:59:59 PM
2463.expirationdate,09/15/20j23 11:59:59 PM,09/15/2023 11:59:59 PM
1370.type,4701 - HOTEL S(EXC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
183.locationvalue,"(29.o9252826602672, -90.1002624266296)","(29.9252826602672, -90.1002624266296)"
2447.namevalue,2009 N tClaiborne Ave,2009 N Claiborne Ave
13.namevalue,1572 Magazrine St Apt E,1572 Magazine St Apt E
1935.expirationdate,03/01/2203 12:00:00 AM,03/01/2023 12:00:00 AM
330.address,1303 GOVERNOR NICHOLLSr ST,1303 GOVERNOR NICHOLLS ST
694.locationvalue,"(30.003723315153, -90.0822081885993)","(30.0073723315153, -90.0822081885993)"
2585.type,Short Termv Rental Commercial Owner,Short Term Rental Commercial Owner
103.type,Shotr Term Rental Commercial Owner,Short Term Rental Commercial Owner
1698.locationvalue,"(29.971261428562t1, -90.0483140789121)","(29.9712614285621, -90.0483140789121)"
2177.namevalue,4100 Duplesss St,4100 Duplessis St
1528.address,21 Celeste St Apt E,621 Celeste St Apt E
1040.namevalue,1444 Magazine Std Unit A,1444 Magazine St Unit A
1673.locationvalue,"(29.921635879289, -90.0831193365987)","(29.9216358779289, -90.0831193365987)"
585.namevalue,336 Olivier tS,336 Olivier St
917.type,Shohrt Term Rental Residential Owner,Short Term Rental Residential Owner
534.type,Short Termz Rental Commercial Owner,Short Term Rental Commercial Owner
1508.locationvalue,"(29.934814890551, -90l.1043413182654)","(29.934814890551, -90.1043413182654)"
1019.address,241q0 Pine St,2410 Pine St
519.namevalue,1029 N Dorgenoist St,1029 N Dorgenois St
516.locationvalue,"(29.9320809745753,-90.074790998204)","(29.9320809745753, -90.074790998204)"
2502.locationvalue,"(30.0012102815401, -90.0456050142341)","(30.0012102815401, -90.0465050142341)"
181.type,Short Term Rental Residential Oner,Short Term Rental Residential Owner
2279.type,Short Term Rentpal Residential Owner,Short Term Rental Residential Owner
1379.expirationdate,03/01/2023 120:0:00 AM,03/01/2023 12:00:00 AM
1438.namevalue,900 Bartholomew St Unt 516,900 Bartholomew St Unit 516
2325.expirationdate,09/06/2023 11:59:59 PvM,09/06/2023 11:59:59 PM
2111.locationvalue,"(29.9828113794076, -90.0530033010645)","(29.9828131794076, -90.0530033010645)"
2066.locationvalue,"(29.9605543s666208, -90.089308754908)","(29.9605543666208, -90.089308754908)"
735.address,3715 Magazine Sat,3715 Magazine St
2591.namevalue,2417r Delery St,2417 Delery St
1154.expirationdate,03/01/2023 12:0:00 AM,03/01/2023 12:00:00 AM
2524.type,Short Term RentalResidential Owner,Short Term Rental Residential Owner
152.expirationdate,05a/11/2023 11:59:59 PM,05/11/2023 11:59:59 PM
1895.type,Short Term Rental Commercial Ownre,Short Term Rental Commercial Owner
2335.expirationdate,08/20/2023 11:59:59 PM,08/02/2023 11:59:59 PM
435.locationvalue,"(2.9242494609078, -90.0979765610537)","(29.9242494609078, -90.0979765610537)"
1469.locationvalue,"(30.0108392155705, -90.0181697501768)","(30.0108392155705, -90.0181697510768)"
975.locationvalue,"(29.904205493382, -90.0469844959995)","(29.9804205493382, -90.0469844959995)"
395.expirationdate,03/30/2023 11:59:59PM,03/30/2023 11:59:59 PM
2634.address,51 Philip St,451 Philip St
2653.type,Short TermR ental Residential Owner,Short Term Rental Residential Owner
2776.locationvalue,"(30.0169705881232, -9.00612097238727)","(30.0169705881232, -90.0612097238727)"
2151.namevalue,1738 Clion St Apt A,1738 Clio St Apt A
1098.locationvalue,"(29.942450841887, -90.0756161205341)","(29.942450841887, -90.0756161205431)"
289.namevalue,2602 Otcavia St,2602 Octavia St
438.namevalue,1002 Veret St,1002 Verret St
756.type,Short Term ental Residential Owner,Short Term Rental Residential Owner
2228.expirationdate,07/24/2023 11:59:b59 PM,07/24/2023 11:59:59 PM
2190.type,Short Ter Rental Residential Owner,Short Term Rental Residential Owner
2632.locationvalue,"(29.9613331890167, -9.0348272285455)","(29.9613331890167, -90.0348272285455)"
2104.locationvalue,"(29.9280903440782, -90.0984994540122)","(29.9280903440782, -90.0984994541022)"
1265.locationvalue,"29.9677458196698, -90.0709496889427)","(29.9677458196698, -90.0709496889427)"
895.namevalue,1537 S Carrollon Ave,1537 S Carrollton Ave
917.locationvalue,"(g29.961719355991, -90.0792882783484)","(29.961719355991, -90.0792882783484)"
2376.locationvalue,"(29.9634638507746, -90.0574184483502n)","(29.9634638507746, -90.0574184483502)"
1514.type,4701 - HOTES (EXC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
1947.namevalue,CHIMES pBED & BREAKFAST (THE),CHIMES BED & BREAKFAST (THE)
64.locationvalue,"(29.9513745008304, -90.0583897261756)","(29.9513745008304, -90.0538897261756)"
2563.address,1020 Race St Apt2,1020 Race St Apt 2
