1634.city,Cany,Caney
8190.city,Louiksville,Louisville
8203.city,Nashivlle,Nashville
8382.typeofchangefulltext,N oChanges have been made.,No Changes have been made.
8234.city,gMacomb,Macomb
153.psapid,5137.0,8177
708.psapid,7516.0,8387
6216.county,Somreset,Somerset
3569.geocodecitylevel,"Devnille, NJ
(40.889066, -74.4786)","Denville, NJ
(40.889066, -74.4786)"
453.psapid,2619.0,1983
4748.datelastmodified,0/316/2006,03/16/2006
850.psapid,6421.0,3645
277.county,Okulgee,Okmulgee
601.typeofchangefulltext,No Changes hav ebeen made.,No Changes have been made.
3419.statevalue,E,ME
7663.city,Ft Yukno,Ft Yukon
281.psapid,6534.0,8558
733.psapid,2619.0,5592
7669.datelastmodified,k04/30/2004,04/30/2004
4464.datelastmodified,03f/04/2004,03/04/2004
6877.statevalue,TC,CT
1184.psapid,2321.0,3671
8287.city,Sehlbyville,Shelbyville
1393.city,Neport,Newport
1651.datelastmodified,03/04/2g004,03/04/2004
6663.city,Weatherofrd,Weatherford
6625.psapname,Rogersvillxe Police Department,Rogersville Police Department
3578.statevalue,R,AR
6697.typeofchangefulltext,Orphaned PSAzP no longer considered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
4212.county,Natchitochs,Natchitoches
542.geocodecitylevel,"Markham, IL
(41.593513, -87.694621)","Frostproof, FL
(27.739929, -81.536022)"
7382.statevalue,aOH,OH
6692.statevalue,MN,NM
5060.city,zLubbock,Lubbock
648.psapid,2321.0,5000
74.psapid,7346.0,5560
7129.statevalue,AC,CA
7729.psapname,Yakima Public Safet Communications,Yakima Public Safety Communications
6366.county,Pocahvontas,Pocahontas
6227.psapname,Clinton County Central Dipatch,Clinton County Central Dispatch
166.psapid,7620.0,3700
6189.statevalue,RO,OR
331.psapid,7516.0,333
5657.psapname,Fairhaven Police Departmetn,Fairhaven Police Department
3235.psapname,hildersburg Police Department,Childersburg Police Department
1637.datelastmodified,09/19/005,09/19/2005
4183.statevalue,X,TX
2651.psapname,aCmeron Parish Sheriff,Cameron Parish Sheriff
7132.statevalue,oCO,CO
3008.psapname,Cicero Police Departent,Cicero Police Department
7710.city,Jersey iCty,Jersey City
2709.datelastmodified,3/04/2004,03/04/2004
365.psapid,2321.0,7358
7868.geocodecitylevel,"Kiln, MS
c(30.406697, -89.427343)","Kiln, MS
(30.406697, -89.427343)"
3465.statevalue,CN,NC
5328.city,LittleR ock,Little Rock
6254.psapname,Starr ounty Sheriffs Office,Starr County Sheriffs Office
400.psapid,7346.0,4866
5766.datelastmodified,30/04/2004,03/04/2004
6634.typeofchangefulltext,Secondary PSAP associated with a Primary SAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
7343.geocodecitylevel,"Ripo, WI
(43.84154, -88.835355)","Ripon, WI
(43.84154, -88.835355)"
5775.city,Ahens,Athens
4227.datelastmodified,07/25/2h017,07/25/2017
421.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using thesein future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
856.psapid,2321.0,2372
5165.statevalue,IW,WI
219.psapid,2619.0,8258
1173.psapid,1151.0,8117
739.psapid,5093.0,2736
676.geocodecitylevel,"Peru, IN
(40.753762, -86.069115)","Mays Landing, NJ
(39.45215, -74.727511)"
1218.psapid,5093.0,3122
6708.geocodecitylevel,"Barlberton, OH
(41.017602, -81.604754)","Barberton, OH
(41.017602, -81.604754)"
7613.city,Rokford,Rockford
5407.datelastmodified,03x/04/2004,03/04/2004
446.psapid,2619.0,4446
8295.statevalue,GaA,GA
6437.datelastmodified,03/4/2004,03/04/2004
7773.city,ilan,Milan
2131.statevalue,AC,CA
3091.psapname,Alaska Statke Troopers Soldotna Post - E Detatchment,Alaska State Troopers Soldotna Post - E Detatchment
4494.typeofchangefulltext,No hanges have been made.,No Changes have been made.
4836.geocodecitylevel,"reeley, NE
(41.548687, -98.530819)","Greeley, NE
(41.548687, -98.530819)"
6149.statevalue,MhS,MS
8114.city,Bakersfiedl,Bakersfield
125.geocodecitylevel,"Waupaca, WI
(44.358804, -89.084882)","Virginia City, MT
(45.293704, -111.944132)"
6378.city,Paerl,Pearl
4510.geocodecitylevel,"Treasure sland, FL
(27.768461, -82.768167)","Treasure Island, FL
(27.768461, -82.768167)"
4819.typeofchangefulltext,"PSAP Name, State, County or City text as been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
332.county,Cubmerland,Cumberland
1343.psapid,7531.0,3399
5979.psapname,Poinsett County Stheriffs Office,Poinsett County Sheriffs Office
6922.city,Bliar,Blair
189.geocodecitylevel,"Inez, KY
(37.866646, -82.539105)","Elmwood Park, IL
(41.923363, -87.81597)"
5012.county,Vernn,Vernon
375.typeofchangefulltext,o Changes have been made.,No Changes have been made.
2831.statevalue,yTN,TN
2894.typeofchangefulltext,No Change shave been made.,No Changes have been made.
8409.geocodecitylevel,"Penn Yan, NY
(42.660945, -7n7.053647)","Penn Yan, NY
(42.660945, -77.053647)"
7198.statevalue,N,TN
397.psapid,6534.0,2336
185.geocodecitylevel,"Markham, IL
(41.593513, -87.694621)","Imperial, CA
(32.847479, -115.569054)"
7894.city,Tucsuon,Tucson
6134.datelastmodified,0/304/2004,03/04/2004
5107.datelastmodified,03/u04/2004,03/04/2004
7101.statevalue,O,MO
5989.statevalue,A,WA
1061.psapid,1564.0,5742
6946.typeofchangefulltext,No Changes have een made.,No Changes have been made.
1136.psapid,2299.0,1405
8445.datelastmodified,04/20/2040,04/20/2004
3136.datelastmodified,10/05r/2017,10/05/2017
63.psapid,2984.0,5415
90.county,arion,Marion
8362.datelastmodified,8/19/2016,08/19/2016
5897.typeofchangefulltext,"PSAP Name, State, County or Ctiy text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
1356.county,Greenvimlle,Greenville
6529.psapname,North Smithfield Polgice Department,North Smithfield Police Department
2235.city,Bedfod,Bedford
2732.statevalue,AC,CA
4224.geocodecitylevel,"Bixby, OK
3(5.942372, -95.883173)","Bixby, OK
(35.942372, -95.883173)"
1442.psapname,Beaverhead Countsy Sheriff,Beaverhead County Sheriff
6578.city,t Louis,St Louis
427.psapid,2619.0,4668
3798.county,arris,Harris
927.county,Middlseex,Middlesex
2086.city,Big Sprig,Big Spring
1806.city,mLafayette,Lafayette
2569.typeofchangefulltext,No Changes hav ebeen made.,No Changes have been made.
1081.psapid,2266.0,1873
2925.datelastmodified,03/0q4/2004,03/04/2004
158.psapid,8131.0,1622
6453.statevalue,C,DC
73.geocodecitylevel,"Gallup, NM
(35.519123, -108.739769)","Vermilion, OH
(41.422021, -82.364611)"
2588.psapname,Joint Base Lewis Mccwhord (jblm),Joint Base Lewis Mcchord (jblm)
7059.city,inslow,Winslow
878.geocodecitylevel,"Derby, CT
(41.322959, -73.089594)","Ouray, CO
(38.022637, -107.671509)"
7138.geocodecitylevel,"Cordon, IN
(38.212238, -86.126305)","Corydon, IN
(38.212238, -86.126305)"
4078.typeofchangefulltext,No Changes hvae been made.,No Changes have been made.
6531.datelastmodified,01/4/2004,01/14/2004
7630.geocodecitylevel,"Red Lake Falls, MN
(47.8c81234, -96.274141)","Red Lake Falls, MN
(47.881234, -96.274141)"
8137.statevalue,iIL,IL
1753.psapname,Lake County Sheiffs Office,Lake County Sheriffs Office
6408.city,Stillwatejr,Stillwater
718.geocodecitylevel,"Seattle, WA
(47.603229, -122.33028)","Oakdale, CA
(37.76861, -120.849475)"
910.psapid,7346.0,6331
2492.statevalue,O,CO
1005.city,Mayfieild Village,Mayfield Village
2803.geocodecitylevel,"Spencer, MA(42.244061, -71.992439)","Spencer, MA
(42.244061, -71.992439)"
3728.datelastmodified,12/08/004,12/08/2004
855.geocodecitylevel,"Del Rio, TX
(29.365723, -100.897922)","Seattle, WA
(47.603229, -122.33028)"
1097.county,Osaeg,Osage
7503.city,Soulthern Pines,Southern Pines
5794.county,Spiunk,Spink
8189.county,Atndrews,Andrews
744.datelastmodified,12/15/2106,12/15/2016
7497.typeofchangefulltext,No Changes have beben made.,No Changes have been made.
380.geocodecitylevel,"Del Rio, TX
(29.365723, -100.897922)","Audubon, IA
(41.71697, -94.93186)"
4946.city,Salisbpury,Salisbury
7427.county,Mercr,Mercer
105.psapid,8131.0,5746
4741.statevalue,sCT,CT
1276.psapid,2266.0,7480
7248.datelastmodified,03/04/204,03/04/2004
912.psapid,6263.0,1318
3304.geocodecitylevel,"Carthage, T
X(32.156595, -94.338483)","Carthage, TX
(32.156595, -94.338483)"
1726.datelastmodified,03/042/004,03/04/2004
2560.datelastmodified,03/04d/2004,03/04/2004
1873.statevalue,CN,NC
6052.statevalue,lOH,OH
1092.psapid,7344.0,4383
830.psapid,1475.0,5771
2944.geocodecitylevel,"Ward AR
(35.030288, -91.950536)","Ward, AR
(35.030288, -91.950536)"
377.county,Jfeferson,Jefferson
8000.city,Jefferso nCity,Jefferson City
301.statevalue,pTX,TX
5196.psapname,Johnsvon County,Johnson County
8261.statevalue,X,TX
428.geocodecitylevel,"Albion, IL
(38.377003, -88.056281)","Carlsbad, NM
(32.412716, -104.227819)"
3475.typeofchangefulltext,No Canges have been made.,No Changes have been made.
1613.typeofchangefulltext,PSAP was added since the original posting of the FCC Reistry.,PSAP was added since the original posting of the FCC Registry.
5291.city,Manassas Parwk,Manassas Park
7172.geocodecitylevel,"Rosemontd, MN
(44.740679, -93.112232)","Rosemont, MN
(44.740679, -93.112232)"
2743.county,Washingon,Washington
4754.datelastmodified,04/0/2004,04/30/2004
689.psapid,2321.0,521
454.psapid,8131.0,3824
8310.statevalue,IM,MI
5792.city,Holdrgee,Holdrege
6461.county,ravis,Travis
3287.psapname,Campbellf County Sheriffs Department,Campbell County Sheriffs Department
4762.city,Ulln,Ullin
6796.typeofchangefulltext,Secondary PASP associated with a Primary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
7144.psapname,Fond Du Lac Poilce Department,Fond Du Lac Police Department
7851.typeofchangefulltext,No Change have been made.,No Changes have been made.
6172.city,Wooldand,Woodland
875.geocodecitylevel,"Hometown, IL
(41.73199, -87.73231)","Morganton, NC
(35.745556, -81.688118)"
1927.geocodecitylevel,"Ripley, TN
(35.745317, -8x9.530837)","Ripley, TN
(35.745317, -89.530837)"
3787.city,Ontraio,Ontario
491.geocodecitylevel,"Seattle, WA
(47.603229, -122.33028)","Orofino, ID
(46.480519, -116.257495)"
4925.county,mMaricopa,Maricopa
4963.city,Mepmhis,Memphis
3947.psapname,Ingleside Police Deartment,Ingleside Police Department
7419.statevalue,SwC,SC
4939.county,Ells,Ellis
2473.county,El Doraod,El Dorado
5705.psapname,Washington Police Departvment,Washington Police Department
924.psapid,7531.0,5333
8494.geocodecitylevel,"Wiscaset, ME
(44.002822, -69.665867)","Wiscasset, ME
(44.002822, -69.665867)"
1150.typeofchangefulltext,Orphaned PSAP no longer considered a primary clal taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
2623.geocodecitylevel,"Hardinsburg, KY
(37.78021, -86.460966)","Hardinsburg, KY
(37.780021, -86.460966)"
8417.city,ay,Jay
7391.typeofchangefulltext,PSAP was added since the original posting of the FCC Registr.y,PSAP was added since the original posting of the FCC Registry.
3957.city,qAda,Ada
8058.statevalue,zMN,MN
7755.city,Lafayette***,Lafayette
99.geocodecitylevel,"Medford, WI
(45.14287, -90.342964)","Lower Brule, SD
(44.07109, -99.581761)"
8144.statevalue,Z,AZ
2514.city,Bouflder,Boulder
859.geocodecitylevel,"Sturtevant, WI
(42.69799, -87.89603)","Walla Walla, WA
(46.065552, -118.333644)"
4711.county,Pokl,Polk
1190.psapid,7403.0,1409
1018.psapid,6574.0,67
4190.geocodecitylevel,"Heath, OH
(40.02525, -82.44443)","Heath, OH
(40.025265, -82.44443)"
3712.datelastmodified,08/18/20b16,08/18/2016
4605.datelastmodified,m11/06/2013,11/06/2013
8251.city,SanJ ose,San Jose
5974.typeofchangefulltext,No Chnages have been made.,No Changes have been made.
7951.statevalue,A,GA
6299.geocodecitylevel,"Allen, SD
(43.28387, -101.925669)","Allen, SD
(43.281387, -101.925669)"
1057.geocodecitylevel,"Peekskill, NY
(41.290357, -73.921894)","Charleston, WV
(38.351194, -81.638362)"
5564.city,hCico,Chico
7339.geocodecitylevel,"Kalispell, MT
48.197751, -114.31346)","Kalispell, MT
(48.197751, -114.31346)"
227.geocodecitylevel,"Darrington, WA
(48.255271, -121.604924)","Sycamore, IL
(41.988817, -88.68686)"
7395.datelastmodified,03/04/204,03/04/2004
1110.psapid,2984.0,6397
8239.county,Willimasburg,Williamsburg
4793.county,ogan,Logan
5068.city,Wezst Union,West Union
7892.statevalue,CvA,CA
6040.city,Ckleveland,Cleveland
190.psapid,5215.0,3305
82.psapid,6534.0,6457
659.geocodecitylevel,"Peekskill, NY
(41.290357, -73.921894)","Truckee, CA
(39.328161, -120.184054)"
1340.statevalue,oMA,MA
8421.statevalue,AI,IA
5122.datelastmodified,03/40/2004,03/04/2004
8081.city,Indianapolsi,Indianapolis
822.city,Rchland,Richland
3337.county,St. Lousi,St. Louis
4746.county,Madsion,Madison
4947.datelastmodified,30/04/2004,03/04/2004
5309.statevalue,AW,WA
6709.statevalue,AM,MA
4446.geocodecitylevel,"Randolph, MA
(42.16258, -71.041328)","Randolph, MA
(42.162583, -71.041328)"
5696.geocodecitylevel,"Pinole, CA(37.990804, -122.285192)","Pinole, CA
(37.990804, -122.285192)"
1151.psapid,2027.0,1679
330.geocodecitylevel,"Hometown, IL
(41.73199, -87.73231)","Cross City, FL
(29.636228, -83.120039)"
4068.datelastmodified,03/04/s2004,03/04/2004
492.datelastmodified,03/04/2004***,03/04/2004
6236.datelastmodified,05/11/016,05/11/2016
3204.city,Bloomfield Hills***,Bloomfield Hills
1394.psapname,Rice/steele Counties Comzbined Psap,Rice/steele Counties Combined Psap
7531.city,Glenowod,Glenwood
1363.psapname,Karnes County Sheriffs ffice,Karnes County Sheriffs Office
173.psapid,5093.0,6830
3267.typeofchangefulltext,No Changes havye been made.,No Changes have been made.
673.geocodecitylevel,"Murray, KY
(36.610582, -88.315258)","Great Falls, MT
(47.506453, -111.306019)"
7783.county,Grnt,Grant
5639.city,Weslao,Weslaco
2431.datelastmodified,11/02/200w7,11/02/2007
8289.statevalue,L,AL
531.datelastmodified,03/04/204,03/04/2004
2637.psapname,Presdiio County Sheriffs Office,Presidio County Sheriffs Office
4885.psapname,Overton Police Departmetnt,Overton Police Department
507.psapid,2321.0,6953
6347.geocodecitylevel,"Madison, VA
(38.380213 -78.257662)","Madison, VA
(38.380213, -78.257662)"
3983.county,Dacre,Dare
569.psapid,7516.0,349
2131.city,Los Anegles,Los Angeles
1121.psapid,7346.0,2745
5690.datelastmodified,q03/04/2004,03/04/2004
8250.statevalue,CN,NC
7970.statevalue,CuO,CO
3393.statevalue,C,SC
6341.datelastmodified,3/04/2004,03/04/2004
5656.psapname,Fairchild Fire & Emergency ervices,Fairchild Fire & Emergency Services
7199.psapname,Southside Pylace Police Department,Southside Place Police Department
31.psapid,2321.0,1299
6496.typeofchangefulltext,"PSAP Name, Sgtate, County or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
1312.county,zCook,Cook
6281.city,Andferson,Anderson
7916.geocodecitylevel,"Dadeville,r AL
(32.832902, -85.76361)","Dadeville, AL
(32.832902, -85.76361)"
8358.geocodecitylevel,"Stanardsville, VA
(38.297483, y-78.437302)","Stanardsville, VA
(38.297483, -78.437302)"
184.geocodecitylevel,"Sibley, IA
(43.404, -95.751208)","Wheaton, IL
(41.866128, -88.106633)"
649.geocodecitylevel,"Homewood, IL
(41.563348, -87.668329)","Metlakatla, AK
(55.125243, -131.570612)"
1305.psapid,2984.0,2182
6817.psapname,Tequesta Polaice Department,Tequesta Police Department
4423.statevalue,IpA,IA
2301.datelastmodified,03/04/2004***,03/04/2004
625.psapid,6263.0,5879
524.geocodecitylevel,"Peru, IN
(40.753762, -86.069115)","Girdwood, AK
(60.95389, -149.159834)"
6879.statevalue,wAZ,AZ
236.geocodecitylevel,"Malad City, ID
(42.183976, -112.248058)","Huntsville, TX
(30.720391, -95.551435)"
4834.statevalue,UrT,UT
2758.city,Ogdne,Ogden
52.psapid,7403.0,7832
5919.city,Bater Springs,Baxter Springs
4257.city,Nils,Niles
6418.geocodecitylevel,"Forney, TX
32.752075, -96.472348)","Forney, TX
(32.752075, -96.472348)"
4102.statevalue,O,CO
8159.city,Salt LakeCity,Salt Lake City
1283.psapid,2984.0,1012
3879.statevalue,MyO,MO
661.statevalue,H,OH
310.psapid,8131.0,6854
1005.typeofchangefulltext,No Changes have been mad.e,No Changes have been made.
7475.datelastmodified,n02/13/2016,02/13/2016
1056.psapid,7531.0,3765
296.psapid,5215.0,2301
109.psapid,7620.0,571
3423.city,Dalotn,Dalton
3829.geocodecitylevel,"Raleigh-durham Universitsy, NC","Raleigh-durham University, NC"
6623.geocodecitylevel,"Clinton, CT
(41.278677 ,-72.528067)","Clinton, CT
(41.278677, -72.528067)"
3827.county,Ne,Nye
4539.city,Sapnta Ana,Santa Ana
3161.datelastmodified,03/04/0204,03/04/2004
5101.datelastmodified,03/04/2040,03/04/2004
1231.psapid,5093.0,195
7656.city,Rapd City,Rapid City
