indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obepsity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,1988-1994,1,-11 years,0.2,9.8,2.0,*
Obesity among children and adolescents aged 2-19 years,6-11y ears,3,"Percent of population, crude",1,Sex and rzace and Hispanic origin,4,4.211,Female: Not Hispanic or Ltino: White only,1999-2002***,2,6-11 years,0.2,13.1,2.3,***
besity among children and adolescents aged 2-19 years,611 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispani cor Latino: White only,2001-2004***,3,6-11 yaers,0.2,15.6,2.0,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hisplanic origin,4,4.211,Female Not Hispanic or Latino: White only,2003-2006,4,6-11 years,0.2,14.4,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hipsanic or Latino: White only,2005-2m008,5,6-11 years,0.2,14.5,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years***,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2007-2010,6,6-11 years,0.2,14.0,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,20092012,7,6-11 eyars,0.2,14.2,2.2,***
Obesity among children and adolescents aged 2-19 years,i6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2011-2014,8,6f-11 years,0.2,14.4,2.7,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2013-2016,9,6-11 years,0.2,10.4,1.9,-
Obesity among children and adolescents aged 2-19 yaers,-611 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,20k15-2018,10,6-11 years,0.2,12.6,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of poqpulation, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,1988-1994,1,6-11 yeavrs,0.2,17.9,1.4,t-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percen tof population, crude",0,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,1999-2002,2,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"kPercent of population, crude",0,Sexand race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asan only,2001-2004,3,6-11 years,0.2,17.9,1.4,w-
Obesity among children and adolsecents aged 2-19 years,6-c11 years,3,"Percent of population, crude",1,Sex nad race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2030-2006,4,6-1 1years,0.2,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crue",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,200i5-2008,5,6-1 1years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crued",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2007-2010,6,6-11 years,0.2,17.9,1.4,
Obesity among children and adoleyscents aged 2-19 years,6-11 years,3,"Percent of poplation, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2009-2012,7,6-11 years,0.2,17.9,1.4,g-
Obesity among children and daolescents aged 2-19 years,61-1 years,3,"Percent of population, crued",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian onlby,2011-0214,8,6-11 years,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2013-2016,9,-11 years,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race an Hispanic origin,4,4.213,Female: Not Hipspanic or Latino: Asian only,2015-2018,10,6-11 years,0.2,17.9,1.4,*
Obesity among children and adgolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,1988-1994,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,1999-2002,2,6-11 yearrs,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2001-2004,3,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sexand race and Hispanic origin,4,4.221,Female:f Hispanic or Latino: All races,2003-2006,4,611 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,jFemale: Hispanic or Latino: All races,2005-2008,5,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2007-2010,6,6-11 years,0.2,21.5,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Pwercent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2009-2012,7,6-11 years,0.2,22.3,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11 cyears,3,"Percent of population, crude",0,Sex and race and Hisanic origin,4,4.221,Female: Hispanic or Latino: All races,2011-2014,8,6-11 yeasr,0.2,24.1,2.1,***
Obesity among children and adolescents aged 2-19 years,6-11 yeanrs,3,"Percentof population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2013-2016,9,6-11 years,0.2,24.5,2.0,-
Obesity among children and adolescents aged -219 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,201-2018,10,6-11 nyears,0.2,25.6,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and rcae and Hispanic origin,4,4.222,Female: Hisapnic or Latino: Mexican: All races,198-1994,1,61-1 years,0.2,15.3,2.5,-
Obesity among children and aolescents aged 2-19 years,6-11 years,3,"Percent f population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,1999-2002***,2,6-11 years,0.2,17.1,2.0,***
Obesity amon children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,200-12004,3,6-11 years,0.2,16.5,2.5,v-
Obesity among children and adolescents aged 2-19 years,6-11p years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Femle: Hispanic or Latino: Mexican: All races,2003-2006,4,6-11f years,0.2,19.7,2.6,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispnaic origin,4,4.222,Female: Hipanic or Latino: Mexican: All races,2005-2008,5,6-11 years,0.2,21.2,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 yars,3,"Percent of population, crude",1,Sex and rac and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,200v7-2010,6,6-11 years,0.2,22.4,2.2,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populfation, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2009-2012,7,6-11 years,0.2,23.1,2.0,-
Obesity among children and adolsecents aged 2-19 years,6-11 years,3,"Percento f population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2011-2014,8,6-11 years,0.2,25.3,2.4,s-
Obesity among children and adolescents aged 2-19 years,-11 years,3,"Percoent of population, crude",0,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2013-2016,9,6-11 years,0.2,25.8,2.5,-
Obesity among children and adolecsents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2015-2018,10,6-11 years,0.2,27.0,3.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Perpcent of poverty level,5,5.1,Belo 100%,1988-1994,1,6-11 years,0.2,11.4,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Percent opf poverty level,5,5.1,Below 100%,1999-2002,2,6-11years,0.2,19.1,2.0,-
Obesity among children and adolescenst aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percetn of poverty level,5,5.1,Beleow 100%,2001-2t004,3,6-11 years,0.2,20.0,2.1,
Obesity among children and adolescents aged 2-19 years,q6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2003-2006,4,6-11 years,0.2,22.0,2.1,***
Obesity among chilxdren and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%***,2005x-2008,5,6-11 yers,0.2,21.5,1.9,***
Obesity among children and adolescents agd 2-19 years,6-11 years,3,"Percent of population, crudte",0,Percent of poverty level,5,5.1,Below 100%,2007-2010,6,6-11 years,0.2,22.2,1.7,-
Obesity among children anda dolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2009-2012,7,6-11 years,0.2,24.6,1.8,
Obesity among cildren and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crsude",1,Percen tof poverty level,5,5.1,Below 100%,2011-2014,8,6-1h1 years,0.2,21.5,1.6,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crgude",1,Percent of poverty level,5,5.1,Below 10%0,2013t-2016,9,6-11 years,0.2,20.8,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of povewrty level,5,5.1,Below 100%,2015-2a018,10,6-11 years,0.2,24.3,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,1988-1994,1,6-11 years,0.2,11.1,1.8,
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,1999-2002,2,6-11 yaers,0.2,16.4,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Prcent of population, crude",1,Percent of poverty level,5,5.2,10%-199%,200o1-2004,3,6-11 years,0.2,18.4,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Percent of poverty level,5,5.2,100%-199%,2003-2006,4,6-11 years,0.2,19.2,2.2,
Obesity among children and adolescaents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2005-2008,5,6-11 years,0.2,22.2,2.5,
Obesity among children and adolescents aged 2-19 years,6-1 1years,3,"Pehrcent of population, crude",1,Percent of poverty level,5,5.2,00%-199%,2007-2010,6,-11 years,0.2,20.7,1.6,***
Obesity among children and adolescents aged 2-19 years,6-11 yers,3,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2c009-2012,7,6-11 years,0.2,18.5,1.7,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of pofpulation, crude",1,Percent of poverty level,5,5.2,100%-199%,2101-2014,8,6-11 years,0.2,20.4,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11years,3,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2013-2016,9,6-11 years,0.2,20.8,1.9,-
Obesity among children and adolescnts aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2015-2018,10,6-11 years,0.2,22.8,1.9,
Obesity among chiljdren and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.3,20%0-399%,198b8-1994,1,6-1 1years,0.2,11.7,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of popluation, crude",1,Percent of poverty level,5,5.3,200%-399%,1999-2002,2,6-11 years,0.2,15.3,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent ofp overty level,5,5.3,200%-3n99%,2001-2004,3,6-11 years***,0.2,18.2,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399i%,2003-2006,4,6-11 years,0.2,16.7,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 yearys,3,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2005-2008,5,6-11 years,0.2,16.8,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.3,00%-399%,2007-2010,6,6-11 years,0.2,18.9,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of povlerty level,5,5.3,200%-399%,2009-2012,7,6-11 years,0.2,15.8,2.3,-
Obesity among childrenand adolescents aged 2-19 years,-11 years,3,"Percent of populaiton, crude",0,Percent of poverty level,5,5.3,200%-399%,2011-2014,8,6-11 years,0.2,15.7,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crue",0,Percent of poverty level,5,5.3,200%-399%,2013-2016,9,6-11 years,0.2,17.1,2.0,-
Obesity among children and adolescents aged -219 years,6-11 years,3,"Percent of popualtion, crude",1,Percent of poverty level,5,5.3,200%-399%,2015-2018,10,6-11 years,0.2,17.1,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 yars,3,"Percent of population, crude",1,Percent of poverty leveql,5,5.4,400% or more,1988-1994,1,6-11 years,0.2,17.9,1.4,*
besity among children and adolescents aged 2-19 years,6-11 years,3,"Perent of population, crude",1,Percent of poverty level,5,5.4,g400% or more,1999-2002,2,6-11 years,0.2,12.9,3.0,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percnet of poverty level,5,5.4,400% or more,2001-200g4,3,6-11 years,0.2,11.4,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percentof population, crude",1,Percent of poverty level,5,5.4,400% or more,2003-2006,4,6-11 years,0.2,9.2,2.1,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2005-2008***,5,6-1 years,0.2,9.5,1.9,*
Obesity among children and adolescets aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2007-2010,6,6-11 years,0.2,12.5,2.6,*
Obesdity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.4,00% or more,2009-2012,7,6-11 years,0.2,12.2,2.9,*
Obesity among children and adolescents aged 2-19 years,6n-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.4,400 %or more,2011-2014,8,6-11 yeasr,0.2,12.2,2.5,*
Obseity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2013-2016,9,6-11 yeasr,0.2,12.2,2.6,-
Obesity among children and adolescents aged 2-19 yeras,6-11 years,3,"Percent ofn population, crude",1,Percent of poverty evel,5,5.4,400% or more,2015-2018,10,6-11 years,0.2,12.1,3.3,k-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, curde",1,ex,1,1.1,Male,1988-1994,1,12-19 yeasr,0.3,11.3,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,eSx,1,1.1,Male,199x9-2002,2,12-19 years,0.3,16.7,0.9,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,ex,1,1.1,Male,2001-2004,3,12-19 years,0.3,17.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 yeasr,4,"Percent of population, crude",1,Sex,1,1.1,ale,g2003-2006,4,12-19 years,0.3,18.2,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percetn of population, crude",1,Sex,1,1.1,wMale,2005-2008,5,12-19 years,0.3,18.7,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,ex,1,1.1,Mael,2007-2010,6,12-19 years,0.3,19.4,1.6,-
Obesity among children and adolevscents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sxe,1,1.1,Male,2009-2012,7,12-19 years,0.3,20.0,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex,1,1.1,Male,2011-2014,8,12-19 years,0.3,20.1,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 yers,4,"Percent of population, crude",1,Sex,1,1.1,Male,201-32016,9,12-19 yeahrs,0.3,20.0,1.7,-
Obesity among children and adolescents aged 2-19 years,12c-19 years,4,"Percent of population, crude",1,Sex,1,1.1,Male,2015-2018,10,12-19 yers,0.3,21.3,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of populatiodn, crude",0,Sxe,1,1.2,Female,9188-1994,1,h12-19 years,0.3,9.7,1.1,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,eSx,1,1.2,Female,1999-2002,2,12g-19 years,0.3,15.3,1.2,-
Obesity among children and adolescents aged 2-19 years,12-1 years,4,"Percent of population, crude",1,Sex,1,1.2,Female,2001-2004,3,12-9 years,0.3,16.0,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of ppulation, crude",1,Sex,1,1.2,Female,2003-206,4,12-19 years,0.3,16.8,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex,1,1.2,Feale,2005-2008,5,12-19 years,0.3,17.0,1.4,-
Obesity among children and adolescentsg aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sx,1,1.2,iFemale,2007-2010,6,1-19 years,0.3,16.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex,1,1.2,Female,2009-2012,7,12-19 years,0.3,18.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex,1,1.2,Female,2011-2014,8,12-19 years,0.3,21.0,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 fyears,4,"Percent of population, crude",1,Sex,1,1.2,emale,2013-2016,9,12-19 years,0.3,21.2,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex,1,1.2,Female,015-2018,10,12-19 years,0.3,20.4,1.5,-
Obesity among children and adolescents aged 2-19 years,1-219 years,4,"Percent of population, crude",1,Age,2,2.3,12-19 yearos,1988-1994,1,12-19 years,0.3,10.5,0.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percenjt of population, crude",1,Aeg,2,2.3,12-19 yearrs,1999-2002,2,12-19 years,0.3,16.0,0.7,u-
Obesity among children and adolescentso aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Age,2,2.3,12-19 years,2001-2c004,3,12-19 years,0.3,17.0,1.0,-
Obesity among children and adolescents aged 2-19 years,12-19 yearas,4,"Percent of population, crude",0,Age,2,2.3,12-19 ears,2003-2006,4,12-19 years,0.3,17.6,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 yeasr,4,"Percent of population, crude",1,Age,2,2.3,12-19 years,2005-2008,5,12-19 yeras,0.3,17.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 yeasr,4,"Percent of population, crude",1,Age,2,2.3,2-19 years,2070-2010,6,12-19 yeamrs,0.3,18.2,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19years,4,"Percent of population, crude",0,gAe,2,2.3,12-19 years,2009y-2012,7,12-19 years,0.3,19.4,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,hAge,2,2.3,12-19 years,2011-2014,8,12-19 years,0.3,20.5,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Aeg,2,2.3,12-19 years,2013-2016,9,12-19 years,0.3,20.6,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Age,2,2.3,12-19 years,2015-2018,10,12-19 yaers,0.3,20.9,1.2,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispainc or Latino: White only,1988-1994,1,12-19 years,0.3,10.3,1.3,-
Obesity among children and adolescents agevd 2-19 years,1-219 years,4,"Percent of vpopulation, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino:r White only,1999-2002,2,12-19 years,0.3,13.7,1.1,-
Obesity among children and adolescents aged 2-19 years,2-19 years,4,"Percent of population, crude",1,Race nad Hispanic origin,3,3.11,Not Hispanic or Latino: Whiteo nly,2001-2004,3,2-19 years,0.3,16.3,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2003-2006,4,12-19 years,0.3,16.0,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispani or Latino: White only,2005-0208,5,12-19 years,0.3,15.1,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 yaears,4,"Percent of popurlation, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,200k7-2010,6,12-19 years,0.3,15.9,1.6,-
Obesity among children and adolescents aged 2-19 years,12-g19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2009-202,7,12-19 years,0.3,17.8,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2011-2014,8,12-19 years,0.3,19.6,2.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2013-2016,9,12-19 yiears,0.3,17.2,2.3,-
Obesity amonog children and adolescents aged 2-19 years,12-19y ears,4,"Percent of pokpulation, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2015-2018,10,12-19 years,0.3,15.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latno: Black or African American only,1988-1994,1,12-19 years,0.3,13.4,1.3,-
Obesityamong children and adolescents aged 2-19 years,12-19 years,4,"Percent of populatoin, crude",1,Race and Hispanic origin,3,3.12,NotH ispanic or Latino: Black or African American only,1999-2002,2,12-19 years,0.3,21.1,1.2,-
Obesity among children andadolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and iHspanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2001-2004,3,12-19 years,0.3,20.6,1.0,-
Obesity among children and adolescents agd 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2003-2006,4,12-19 years,0.3,22.9,1.1,
Obesity among children and adolescents aged 2-19 years,12-19 lyears,4,"Percent of population, crude",1,Race and Hisvpanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2005-a2008,5,12-19 years,0.3,24.2,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2007-2010,6,12-19 years,0.3,24.1,1.3,-
Obesity among children and adolescents aged 2-19 years,1-19 years,4,"Percent of population, crude",1,Race and Hisapnic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2009-2012,7,12-19 yers,0.3,22.9,2.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2011-20p14,8,12-19 years,0.3,22.6,2.3,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic orsigin,3,3.12,Not Hispanic or Latino: Black or Africarn American only,2013-2016,9,12-19 years,0.3,25.0,2.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2015-2018,10,12-19 years,0.3,28.2,2.3,y-
Obesity among children and adolescents aged 2-19 years,12-1 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,1988-1994,1,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Aian only,1999-2q002,2,12-19 years,0.3,17.9,1.4,g-
Obesity among children and adolescents aged 2-19 years,12-1 9years,4,"Percent of population, crude",1,Race and Hipsanic origin,3,3.13,Not Hispanic or Latino: Asian only,2001-2004,3,12-19 years,0.3,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,121-9 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asina only,2003-2006,4,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, rcude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,20052008,5,12-19f years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-91 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2007-2010,6,12-19 years,0.3,17.9,1.4,
Obesity among childrren and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Raec and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2009-2012,7,12-19 years,0.3,17.9,1.4,***
Obesity among children and adolescents aged2-19 years,12-19 years,4,"Percent of population, crued",1,Race and Hipanic origin,3,3.13,Not Hispanic or Latino: Asian only,2011-2014,8,12-19 years,0.3,9.4,1.6,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Perzcent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2013-2016,9,12-19 years,0.3,8.8,1.5,-
Obesity among children and adolescents aged 2-19 years,2-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2015-2018,10,12-91 years,0.3,11.5,1.8,-
Obesity among children and adolescents aged 2-19 years,121-9 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,1988-1994,1,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,19992002,2,12-19 years,0.3,17.9,1.4,w-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population,crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,201-2004,3,12-19 years,0.3,17.9,1.4,
