2290.stlnstlocname,EAST EM ST,EAST ELM ST
1246.global_id,fa8d0a0e-00524-f32-bd28-d0845921e718,fa8d0a0e-0052-4f32-bd28-d0845921e718
17.routeid,04-S,104-S
1556.xsp,LGO,LOG
1161.stlnstlocname,NEW CANAANa RD,NEW CANAAN RD
1354.xsp,COTN,CONT
1389.xsp,bCONT,CONT
313.stlnstlocname,DURxHAM RD,DURHAM RD
1657.stlnstlocname,AIN ST,MAIN ST
1748.stlnstlocname,NORTH MANI ST,NORTH MAIN ST
135.xsp,COTN,CONT
665.xsp,ONT,CONT
781.xsp,LGO,LOG
1806.xsp,ONT,CONT
2131.stlnstlocname,BROAD TS,BROAD ST
1488.stlnstlocname,WESTORT RD,WESTPORT RD
2123.townname,LEBNAON,LEBANON
211.xsp,ONT,CONT
179.routeid,5-N,35-N
1808.global_id,6f419d5c-40d7421c-a447-0ee67ac9d588,6f419d5c-40d7-421c-a447-0ee67ac9d588
2153.xsp,CONtT,CONT
769.xsp,CiONT,CONT
1138.xsp,LGO,LOG
2092.global_id,abacd966-3345-4853-9998-bb3a97263afb,abacd966-3345-4853-9998-bb3a97236afb
1609.global_id,f68574e5-bc9a-44f1-aac7-890d38119ef1,f68574e5-bc9a-44f1-aac7-890d38119fe1
182.global_id,71b6c85e-8ff3-4388-99a9-6c881f032191,71b6c85e-8ff3-4388-99a9-6c881f032911
195.stlnstlocname,GAYLORDSmVILLE RD,GAYLORDSVILLE RD
1411.townname,NORTH STONINwGTON,NORTH STONINGTON
1431.stlnstlocname,uPARK LA,PARK LA
2267.global_id,b1085b3c-d199e-4723-ac88-b33b5e28019e,b1085b3c-d199-4723-ac88-b33b5e28019e
1187.routeid,11-0N,110-N
1360.global_id,2a14942-c5e1-4b1a-825b-c62486cefd23,2a149742-c5e1-4b1a-825b-c62486cefd23
316.townname,EDEP RIVER,DEEP RIVER
1683.townname,BRSTOL,BRISTOL
1598.global_id,c469e44d-adcc-4846-b6da-430299162d35,c649e44d-adcc-4846-b6da-430299162d35
380.stlnstlocname,EbAST MAIN ST,EAST MAIN ST
2072.xsp,COzNT,CONT
914.routeid,2-N,12-N
2289.xsp,ONT,CONT
1098.xsp,ONT,CONT
2242.global_id,a3b3bce2-11f6-4b69-a475-bea6nac9a1dfd,a3b3bce2-11f6-4b69-a475-bea6ac9a1dfd
1051.townname,COLCHSETER,COLCHESTER
1755.xsp,LdOG,LOG
1910.stlnstlocname,EASfT CENTER ST,EAST CENTER ST
906.xsp,aCONT,CONT
1102.townname,PORTALND,PORTLAND
1200.xsp,COT,CONT
511.townname,SHRMAN,SHERMAN
868.stlnstlocname,EbLM ST,ELM ST
1298.stlnstlocname,MAI NST,MAIN ST
1676.townname,SOMESR,SOMERS
793.townname,ELLINGTOuN,ELLINGTON
1632.townname,SOUTHINGeTON,SOUTHINGTON
1696.routeid,90-E,190-E
1720.global_id,6a693921-f987-41cc-a045-bbe9dd6ffdba,6a693921-f987-41cc-a045-bbe9dd6ffdab
1522.townname,SRATFORD,STRATFORD
195.global_id,df60f259-970e-447a-a3b9-f8b6ff0cc877***,df60f259-970e-447a-a3b9-f8b6ff0cc877
1458.xsp,COTN,CONT
597.xsp,CONtT,CONT
734.townname,OZRAH,BOZRAH
1999.global_id,de4743b-e93f-4b04-b867-5f0b040a7e63,de47143b-e93f-4b04-b867-5f0b040a7e63
1779.townname,SHRON,SHARON
2004.xsp,CNT,CONT
847.routeid,26d2-N,262-N
2543.routeid,13-S,136-S
997.townname,EAST HAVNE,EAST HAVEN
2042.townname,SYEMOUR,SEYMOUR
2429.routeid,1-0N,10-N
1054.townname,WATERBnURY,WATERBURY
1864.routeid,n1-N,1-N
1964.townname,PLAINVILEL,PLAINVILLE
1996.xsp,RsEV,REV
184.xsp,COTN,CONT
1789.xsp,CsONT,CONT
2178.routeid,053-E,503-E
94.routeid,812-E,182-E
1680.stlnstlocname,WESTePORT RD,WESTPORT RD
2405.xsp,ONT,CONT
1639.xsp,COT,CONT
1519.stlnstlocname,WEiST MAIN ST,WEST MAIN ST
1927.global_id,b756794f-81n6d-459b-b9b6-443a95b09c25,b756794f-816d-459b-b9b6-443a95b09c25
1831.stlnstlocname,CROOKED ST***,CROOKED ST
2404.xsp,OCNT,CONT
1530.townname,EAST rHAVEN,EAST HAVEN
1244.global_id,bcb447be-cad7-42j22-ad99-98ee6906045c,bcb447be-cad7-4222-ad99-98ee6906045c
857.xsp,RVE,REV
1334.stlnstlocname,SOUTH MAN ST,SOUTH MAIN ST
515.townname,BURLNIGTON,BURLINGTON
279.stlnstlocname,NEWTONW RD,NEWTOWN RD
901.routeid,54p1-N,541-N
1329.xsp,ONT,CONT
1688.global_id,72898817-88bb-4391-bf04-baa356488a9,72898817-88bb-4391-bf04-ba9a356488a9
1024.routeid,20-uE,20-E
1898.routeid,10-wN,10-N
1612.stlnstlocname,BORAD ST,BROAD ST
1387.stlnstlocname,THOMPSO RD,THOMPSON RD
435.global_id,e5eb67f2-4d68-4b02-b15d-e007ec3416e,e5eb67f2-4d68-4b02-b15d-e0057ec3416e
2556.xsp,CdONT,CONT
2186.townname,BROKFIELD,BROOKFIELD
1764.routeid,661N,661-N
2390.routeid,322-E***,322-E
2310.routeid,907E-,907-E
2053.global_id,3b972fc2-1ba6-4ff-db110-6096da0e9866,3b972fc2-1ba6-4ffd-b110-6096da0e9866
51.stlnstlocname,OLD BOSTON POhST RD,OLD BOSTON POST RD
52.townname,OLD SYABROOK,OLD SAYBROOK
1743.xsp,CyONT,CONT
1824.global_id,57738f0a-1295o-46e6-8753-e7ae20350a7a,57738f0a-1295-46e6-8753-e7ae20350a7a
1464.stlnstlocname,LITCHFIELD DR,LITCHFIELD RD
1041.xsp,lCONT,CONT
1614.routeid,5t-S,5-S
1567.stlnstlocname,GREAT HAMMOCK D,GREAT HAMMOCK RD
1424.townname,GLASTNOBURY,GLASTONBURY
2477.stlnstlocname,NOReTH RD,NORTH RD
2563.townname,RIDGEFIaELD,RIDGEFIELD
1861.townname,BETHLE,BETHEL
1580.routeid,33N-,33-N
35.global_id,811630a-65dec-4a1b-a9ef-0fa1dd70b007,811630a6-5dec-4a1b-a9ef-0fa1dd70b007
1148.townname,WINHCESTER,WINCHESTER
1637.xsp,COTN,CONT
1302.xsp,COaNT,CONT
759.routeid,85N-,85-N
2138.stlnstlocname,TOTOKET D,TOTOKET RD
2451.townname,NEW ANAAN,NEW CANAAN
612.routeid,a72-N,72-N
158.stlnstlocname,EXETR RD,EXETER RD
270.xsp,ONT,CONT
58.stlnstlocname,HIGH RIGE RD,HIGH RIDGE RD
1936.xsp,CONjT,CONT
1586.stlnstlocname,MILLi ST,MILL ST
1344.xsp,COlNT,CONT
2207.routeid,8-1S,81-S
1635.stlnstlocname,DERBYe AVE,DERBY AVE
187.routeid,44E-,44-E
479.xsp,ONT,CONT
1966.stlnstlocname,GEORGEOWN RD,GEORGETOWN RD
1174.townname,FARiMINGTON,FARMINGTON
233.townname,COLCHESTR,COLCHESTER
118.townname,lSIMSBURY,SIMSBURY
2071.global_id,26729e9f-2c1d-479a-aa3-a75c1a56134d9,26729e9f-2c1d-479a-aa3a-75c1a56134d9
1798.routeid,2-E,22-E
1928.xsp,ERV,REV
1491.routeid,309E-,309-E
580.xsp,COT,CONT
314.stlnstlocname,DURHA MRD,DURHAM RD
93.townname,BRKHAMSTED,BARKHAMSTED
2259.xsp,ONT,CONT
1696.townname,STAFORD,STAFFORD
2124.stlnstlocname,MOUNTIN ST,MOUNTAIN ST
2332.xsp,CNOT,CONT
1884.global_id,5f995c3c-658b-4068-b055-a70d5362bc61,5f995c3c-658b-4068-b055-a70d5362bc16
716.routeid,148-tE,148-E
1193.global_id,7c85a33d-053f-447b-a56f-6f3f313c2f2qe,7c85a33d-053f-447b-a56f-6f3f313c2f2e
145.xsp,LGO,LOG
2072.global_id,f917c533-4a4c-4cf5-afa95-e13c41e5100,f917c533-4a4c-4cf5-afa9-5e13c41e5100
990.xsp,COTN,CONT
2245.global_id,7a5e9c65-0ac9-4d99-80b4-012af5e6692,7a5e9c65-0ac9-4d99-80b4-0712af5e6692
1467.global_id,e7f5d25c-353-42a1-b2e9-87c760dd457b,e7f5d25c-3538-42a1-b2e9-87c760dd457b
761.stlnstlocname,WASHINGTON pBLD,WASHINGTON BLD
2286.routeid,846N-,846-N
727.xsp,RVE,REV
477.global_id,261e024b-26cf-4ck02-8598-4864c448ba1c,261e024b-26cf-4c02-8598-4864c448ba1c
1874.townname,rCANTON,CANTON
902.routeid,555E,555-E
131.xsp,vCONT,CONT
2519.stlnstlocname,CHOgPSEY HILL RD,CHOPSEY HILL RD
1508.routeid,318E-,318-E
889.global_id,3c6b732-20c7-4090-ad75-f1be1f57d961,3ac6b732-20c7-4090-ad75-f1be1f57d961
2462.xsp,COnNT,CONT
1105.routeid,2d2-E,22-E
762.routeid,2-E,22-E
454.routeid,813-N,183-N
1265.xsp,LGO,LOG
2237.xsp,EV,REV
2280.routeid,82E-,82-E
2003.xsp,CgONT,CONT
2286.global_id,0b5d60b8-0fe8-4c2b-906c-b64eb45aefa,0b5d60b8-0fe8-4c2b-906c-ba64eb45aefa
1623.routeid,619-N,169-N
1998.global_id,9b09b277-bf5f-4347-ad78-c0934ddd0c89,9b09b727-bf5f-4347-ad78-c0934ddd0c89
2568.routeid,14-E,146-E
2494.global_id,56fc4cae-6db2-40a2-aed2-7650de86cccf,56fc4cae-6db2-40a2-aed2-7650de68cccf
2133.xsp,CONjT,CONT
1579.stlnstlocname,kMERIDEN WATERBURY TPKE,MERIDEN WATERBURY TPKE
1772.stlnstlocname,NOWRICH SALEM RD,NORWICH SALEM RD
903.townname,WSTPORT,WESTPORT
673.global_id,ed67aaa2-4d69-649-9622-3ce478d7d8eb,ed67aaa2-4d69-4649-9622-3ce478d7d8eb
1585.xsp,COmNT,CONT
2151.xsp,nLOG,LOG
1545.townname,kNEW HAVEN,NEW HAVEN
173.xsp,LOyG,LOG
1506.xsp,COTN,CONT
794.global_id,0ef27d21i-0e62-4fb9-9a9e-bc8261661378,0ef27d21-0e62-4fb9-9a9e-bc8261661378
1613.stlnstlocname,MAINST,MAIN ST
757.global_id,82be4056-8d82-46f4-aeed-o2bffed86815d,82be4056-8d82-46f4-aeed-2bffed86815d
1875.stlnstlocname,INDIAN WEST DR,INDIAN WEST RD
966.stlnstlocname,GREENMANVILLE RfD,GREENMANVILLE RD
622.global_id,48a1f4d6-c7f3-49ea-be85-8c81a806f97,48a1f4d6-c7f3-49ea-be85-8c816a806f97
547.routeid,40-N,450-N
2489.routeid,693S,693-S
843.stlnstlocname,WINDSO AVE,WINDSOR AVE
2592.routeid,268-N,286-N
224.stlnstlocname,COLTH WY,COLT HWY
2183.stlnstlocname,MAINt ST,MAIN ST
824.townname,RIDGFEIELD,RIDGEFIELD
38.townname,THOMPSNO,THOMPSON
1554.xsp,COTN,CONT
300.xsp,ERV,REV
1306.global_id,7b72efeb-ba3-45be-9d87-279620d36f6b,7b72efeb-b5a3-45be-9d87-279620d36f6b
2104.routeid,478v-E,478-E
1112.townname,BRIDGEWTER,BRIDGEWATER
1401.stlnstlocname,SKEET CLwUB RD,SKEET CLUB RD
595.routeid,6-6W,66-W
573.townname,EWINGTON,NEWINGTON
1288.global_id,0aeaa784-c9d0-4ff0-9ed5-0a403e6dcc2,0aeaa784-c9d0-4ff0-9ed5-0a403e6dcc02
1719.townname,MIpLFORD,MILFORD
523.xsp,ERV,REV
2212.xsp,COT,CONT
1246.townname,MANCHETER,MANCHESTER
2137.xsp,COTN,CONT
626.routeid,85S-,85-S
371.stlnstlocname,WASSERMAN WY,WASSERMAN WAY
1592.stlnstlocname,INCHOLS AVE,NICHOLS AVE
181.xsp,ONT,CONT
404.routeid,114N-,114-N
1203.routeid,71v-N,71-N
1276.routeid,80-N,480-N
1741.townname,WODOBURY,WOODBURY
2522.xsp,COTN,CONT
1222.townname,BRAKHAMSTED,BARKHAMSTED
250.xsp,COjNT,CONT
1221.xsp,ONT,CONT
1953.routeid,119-N,191-N
725.stlnstlocname,FAIRFILD AVE,FAIRFIELD AVE
1724.stlnstlocname,POQUONqOCK AVE,POQUONOCK AVE
1329.townname,BOZRHA,BOZRAH
585.stlnstlocname,STONY HIL LRD,STONY HILL RD
2284.routeid,837N-,837-N
2192.xsp,CONhT,CONT
1781.stlnstlocname,CHESTNUT TREE HLL RD,CHESTNUT TREE HILL RD
891.routeid,71-N,17-N
1572.xsp,CNT,CONT
984.stlnstlocname,HARTFORD TPE,HARTFORD TPKE
2572.townname,GSOHEN,GOSHEN
2198.townname,IWNDSOR LOCKS,WINDSOR LOCKS
2264.townname,ADNBURY,DANBURY
146.stlnstlocname,CHELSEA HArRBOR DR,CHELSEA HARBOR DR
439.stlnstlocname,yMAPLETON AVE,MAPLETON AVE
2269.xsp,CONoT,CONT
1340.townname,NnEW BRITAIN,NEW BRITAIN
1334.townname,MIDsDLETOWN,MIDDLETOWN
2496.townname,PUTAM,PUTNAM
1929.stlnstlocname,BRIGGS - MOHEGAN CONNCETOR,BRIGGS - MOHEGAN CONNECTOR
702.global_id,181c4353-80d2-444d-b361-7a80f7cb261,181c4353-80d2-444d-b361-f7a80f7cb261
863.stlnstlocname,CORTLAND AVE,COURTLAND AVE
47.townname,BERLIjN,BERLIN
1190.stlnstlocname,PROSPETC DR,PROSPECT DR
1398.global_id,1b9dd6c5-2cf33-435a-9077-e19704f444b1,1b9dd6c5-2f33-435a-9077-e19704f444b1
2180.stlnstlocname,BIRDGE ST,BRIDGE ST
2388.xsp,RV,REV
703.global_id,a2cc2a74z-c510-4012-a93e-58c8cc33d4fb,a2cc2a74-c510-4012-a93e-58c8cc33d4fb
625.stlnstlocname,NEW LOdNDON RD,NEW LONDON RD
2532.routeid,20-2S,202-S
18.global_id,29038a4d-8752-4dea-9596-2af57b33fec9,29083a4d-8752-4dea-9596-2af57b33fec9
1729.townname,NOWRICH,NORWICH
254.townname,COLUMBA,COLUMBIA
104.global_id,be22cc6c-f093-48bd-b9cf-68c8a594812,be22cc6c-f093-48bd-b9cf-68c8a5948212
1978.routeid,97-E,197-E
2271.townname,TORRINGTrON,TORRINGTON
1789.stlnstlocname,EAST HADDAM D,EAST HADDAM RD
2085.townname,AMDEN,HAMDEN
622.townname,cWATERBURY,WATERBURY
2540.routeid,08-E,80-E
1391.global_id,1ic772a0b-2be1-4736-b573-7105120e577c,1c772a0b-2be1-4736-b573-7105120e577c
2163.global_id,2ba2b871-3546-447d-8825-9329e32d9c54,2ba28b71-3546-447d-8825-9329e32d9c54
34.routeid,131-N,113-N
1018.stlnstlocname,UNION TS,UNION ST
110.global_id,47d13aea-84bb-4e45-b9ef-b726k970ef0de,47d13aea-84bb-4e45-b9ef-b726970ef0de
777.routeid,139m-N,139-N
745.global_id,266c8f6d-2edf-40b0-b029-d0b1e44148f4,266c8f6d-2edf-40b0-b209-d0b1e44148f4
2179.townname,ENaFIELD,ENFIELD
13.global_id,2d203d05x-6439-47d1-880f-346d26a6663d,2d203d05-6439-47d1-880f-346d26a6663d
178.xsp,COT,CONT
466.global_id,83228bfb-84bf-4c10-bfbb-f3w63ddd075f9,83228bfb-84bf-4c10-bfbb-f363ddd075f9
2176.routeid,-S,5-S
411.townname,EAST HADDM,EAST HADDAM
1785.routeid,8-E,68-E
1669.xsp,OCNT,CONT
604.stlnstlocname,WOODTCIK RD,WOODTICK RD
1959.routeid,510N-,510-N
523.stlnstlocname,MERIDEN WATERUBRY TPKE,MERIDEN WATERBURY TPKE
1310.global_id,196c4f98-8d0b-4ab0-8e82-0ee1728e6b0,196c4f98-8d0b-4ab0-8e82-0ee17428e6b0
56.stlnstlocname,COMPO RD SOUvTH,COMPO RD SOUTH
529.xsp,CNOT,CONT
2503.xsp,COT,CONT
945.routeid,33-E,334-E
412.global_id,a460517-5015-41e4-a5a7-315db39949da,a4605517-5015-41e4-a5a7-315db39949da
96.global_id,bf34d6c7-bf58-4249-aw0b9-17bb1c4c418c,bf34d6c7-bf58-4249-a0b9-17bb1c4c418c
1857.routeid,45y-N,45-N
1043.townname,EAST RANBY,EAST GRANBY
708.routeid,f14-E,14-E
2030.stlnstlocname,STRATORD AVE,STRATFORD AVE
789.xsp,CNOT,CONT
1089.xsp,COTN,CONT
2008.routeid,12-1N,121-N
405.townname,PRETON,PRESTON
2584.townname,PLAINFEILD,PLAINFIELD
348.global_id,7fcde6ce-f86047ac-b41e-a046abceb900,7fcde6ce-f860-47ac-b41e-a046abceb900
1687.townname,FARMIGNTON,FARMINGTON
2035.routeid,251-E,215-E
21.routeid,10-7N,107-N
2211.stlnstlocname,REW TER,FREW TER
95.stlnstlocname,COLEBOOK RD,COLEBROOK RD
1445.townname,WEhST HAVEN,WEST HAVEN
1004.townname,MANFSIELD,MANSFIELD
1983.routeid,02-E,20-E
1314.xsp,COTN,CONT
1093.routeid,-1S,1-S
1340.stlnstlocname,EAST TS,EAST ST
88.global_id,8a8a49ea-79d3-4f2a-856a-d48118dcbaf0,8a8a49ea-79d3-4f2a-856a-d48118dbcaf0
2250.stlnstlocname,EAST HIjGH ST,EAST HIGH ST
1652.stlnstlocname,CNTER GROTON RD,CENTER GROTON RD
1207.global_id,c6b89ecf-e2cb-40f2-9bc2-7e5d3850765,c6b89ecf-e2cb-40f2-9bc2-7e5d38570765
914.townname,HOMPSON,THOMPSON
1694.routeid,18-N,188-N
2074.global_id,6eb907bc-b3c7-4e9e-9811-07e371414507,6eb907bc-b37c-4e9e-9811-07e371414507
61.xsp,CNT,CONT
2504.townname,qHAMDEN,HAMDEN
633.townname,TORRINGhTON,TORRINGTON
1212.townname,KILINGLY,KILLINGLY
1130.townname,TRUMoBULL,TRUMBULL
2021.townname,HERBON,HEBRON
2161.stlnstlocname,SOUTH MAIN TS,SOUTH MAIN ST
2407.townname,SOUTHIGNTON,SOUTHINGTON
90.routeid,17-N,179-N
1558.routeid,b45-N,45-N
149.routeid,20-cE,20-E
1762.routeid,401o-N,401-N
2532.xsp,EV,REV
1099.townname,BOOKLYN,BROOKLYN
2489.xsp,RVE,REV
2228.xsp,ONT,CONT
1924.stlnstlocname,BLACVILLE RD,BLACKVILLE RD
765.routeid,2-E,42-E
1116.stlnstlocname,MAI ST,MAIN ST
2240.routeid,6W-,6-W
2149.routeid,c34-E,34-E
1866.stlnstlocname,NoECK RD,NECK RD
2110.global_id,704c57e5-a2e4-417d-9d1e-944e83d5aa62,074c57e5-a2e4-417d-9d1e-944e83d5aa62
418.townname,WOODSOTCK,WOODSTOCK
348.xsp,CNT,CONT
650.xsp,ONT,CONT
642.townname,BsRISTOL,BRISTOL
1021.global_id,62e8b6a0-5ced-4dcd-ab9e-621dcc7073ea,62e8b6a0-5ced-4dcd-ab9e-621dcc7037ea
1724.routeid,7-5N,75-N
537.townname,PESTON,PRESTON
1195.xsp,OCNT,CONT
2076.townname,OWODBRIDGE,WOODBRIDGE
14.global_id,4097c8a-c9e68-4910-b9b9-872256a9192e,4097c8ac-9e68-4910-b9b9-872256a9192e
1053.townname,PLAINVLLE,PLAINVILLE
1255.stlnstlocname,POQUONOCK AEV,POQUONOCK AVE
797.xsp,COTN,CONT
543.global_id,54d404a8-495-4ff4-a8ee-30b41b967004,54d404a8-c495-4ff4-a8ee-30b41b967004
200.townname,BURLINGeTON,BURLINGTON
2216.xsp,CNT,CONT
2207.global_id,0d08eace-9f3e-4c95-8385-7524d5cz42448,0d08eace-9f3e-4c95-8385-7524d5c42448
1595.global_id,e712b723-8c01-48e5f-a36a-4cb8f9e32948,e712b723-8c01-48e5-a36a-4cb8f9e32948
1679.stlnstlocname,ESTPORT RD,WESTPORT RD
1455.townname,WApTERBURY,WATERBURY
278.routeid,7d-N,7-N
1048.townname,BROOKFELD,BROOKFIELD
1238.stlnstlocname,HALL BLDV,HALL BLVD
1331.global_id,b94a41bc-87b2-4e7-bdbe-1fccbaf121c0,b94a41bc-87b2-4be7-bdbe-1fccbaf121c0
2175.stlnstlocname,CORNWLL BRIDGE RD,CORNWALL BRIDGE RD
129.global_id,f93251b3-bab1-4a6c-b4ec-58252036424p9,f93251b3-bab1-4a6c-b4ec-582520364249
1876.stlnstlocname,WASINGTON WOODBURY RD,WASHINGTON WOODBURY RD
1981.townname,WSHINGTON,WASHINGTON
316.routeid,8o0-E,80-E
396.townname,STRTFORD,STRATFORD
1877.xsp,COTN,CONT
1985.xsp,LGO,LOG
2265.townname,NEWi MILFORD,NEW MILFORD
610.routeid,71-N,714-N
2208.townname,KILLINGWkORTH,KILLINGWORTH
1690.xsp,ONT,CONT
574.routeid,57-S,517-S
2456.townname,WINDHAkM,WINDHAM
107.townname,NEWINGTNO,NEWINGTON
2325.global_id,b9010339-8b46-4a28-9841x-6b82561253dc,b9010339-8b46-4a28-9841-6b82561253dc
1723.xsp,RV,REV
926.xsp,ERV,REV
1559.xsp,CNOT,CONT
2140.global_id,74b7c61e-380e-4fc8-a3d-34b40dcf7c2e1,74b7c61e-380e-4fc8-a3d3-4b40dcf7c2e1
1687.routeid,7-1N,71-N
1016.routeid,74E,74-E
2051.townname,BARKHAMSED,BARKHAMSTED
905.xsp,OCNT,CONT
1330.townname,SUFhFIELD,SUFFIELD
1259.routeid,132N-,132-N
532.xsp,RElV,REV
1102.routeid,1-7N,17-N
1641.xsp,COT,CONT
1461.xsp,LmOG,LOG
2147.global_id,959a01fd-e909-4dad-b9f0-47d9c90e5529,959a01fd-e909-4dad-9bf0-47d9c90e5529
887.routeid,12-E,112-E
787.stlnstlocname,FxERRENCE RD,FERRENCE RD
2121.routeid,309E,309-E
1896.routeid,-1S,1-S
1497.townname,WINCEHSTER,WINCHESTER
631.stlnstlocname,DURbHAM RD,DURHAM RD
108.stlnstlocname,WILLARD kAVE,WILLARD AVE
1903.routeid,84-E,184-E
1915.xsp,LaOG,LOG
297.routeid,7-jS,7-S
485.townname,GRISWOxLD,GRISWOLD
646.xsp,OCNT,CONT
1603.stlnstlocname,NEW HAVEN AEV,NEW HAVEN AVE
2422.xsp,CNT,CONT
2326.stlnstlocname,ELLA T RASSO TPKE,ELLA T GRASSO TPKE
2571.stlnstlocname,T TOBE RD,MT TOBE RD
2087.global_id,d4a881f0-11a9-4c92-a313-a5531d86b77f,d4a88f10-11a9-4c92-a313-a5531d86b77f
615.routeid,77-N,727-N
359.townname,MADISN,MADISON
384.xsp,OCNT,CONT
1183.xsp,ChONT,CONT
1194.stlnstlocname,MuAIN ST,MAIN ST
602.global_id,f7ac72f9-b974-4091-8c15-46be246a660,f7ac72f9-b974-4091-8c15-46be2246a660
1693.townname,BRDGEPORT,BRIDGEPORT
1380.routeid,y154-N,154-N
2300.routeid,77-E,717-E
2387.routeid,32N-,32-N
1721.townname,ERNON,VERNON
2143.routeid,f80-E,80-E
763.xsp,COTN,CONT
1404.townname,WINDOSR LOCKS,WINDSOR LOCKS
735.xsp,CNT,CONT
1343.xsp,CsONT,CONT
1742.routeid,64E-,64-E
1268.global_id,2dd4bae8-d7ce-4f08-9839-bd18d46906a1,2dd4bae8-d7ce-4f08-9839-b1d8d46906a1
2043.global_id,8s9af8420-5858-4a58-add4-c5145e1959e7,89af8420-5858-4a58-add4-c5145e1959e7
1976.xsp,OCNT,CONT
2451.stlnstlocname,CHRRY ST,CHERRY ST
2435.townname,INCHESTER,WINCHESTER
289.routeid,82k-E,82-E
1858.routeid,50-S,450-S
1369.global_id,45411525-f6d3-4d5b-a399-26db519c599,45411525-f6d3-4d5b-a399-26db5119c599
1011.global_id,7d57b6d5-c8f3-4470-b9bd-df5dc492df9,7d57b6d5-c8f3-4470-b9bd-2df5dc492df9
2238.stlnstlocname,HOP IRVER RD,HOP RIVER RD
1962.townname,NORWAKL,NORWALK
954.townname,HEBON,HEBRON
1106.global_id,6c5a6c44-6a79-421f-b789-777e3701a44,6c5a6c44-6a79-421f-b789-777e37501a44
1786.stlnstlocname,FOXWOODSBLVD,FOXWOODS BLVD
1688.xsp,ONT,CONT
2192.stlnstlocname,SAYBROO RD,SAYBROOK RD
924.stlnstlocname,FARMS VLILAGE RD,FARMS VILLAGE RD
1046.xsp,RV,REV
709.stlnstlocname,MAIN jST,MAIN ST
2528.routeid,75h-N,75-N
1157.routeid,6-8E,68-E
1605.global_id,8aed0b3c-d134-4757-9efc-538a316d93e8,8ae0db3c-d134-4757-9efc-538a316d93e8
2266.stlnstlocname,KENTx RD,KENT RD
2065.townname,STMAFORD,STAMFORD
2141.stlnstlocname,POUQONOCK AVE,POQUONOCK AVE
2114.townname,LELINGTON,ELLINGTON
337.routeid,1-0N,10-N
2196.stlnstlocname,SHARO TPKE,SHARON TPKE
1340.xsp,CNOT,CONT
2141.townname,WINDSR,WINDSOR
2540.xsp,COT,CONT
367.xsp,bLOG,LOG
2098.global_id,fec4b121-ee8c-474e-a4a5-79e41389343,fec4b121-ee8c-474e-a4a5-79e413b89343
1629.routeid,50-1S,501-S
2340.global_id,ecb4aed6-5522-4f3d-8ea-1527ec575150,ecb4aed6-5522-4f3d-8eaa-1527ec575150
82.xsp,COTN,CONT
1494.townname,SEYMOkUR,SEYMOUR
815.global_id,ef0800dc-deed-4cce-be15-d2553f0d76c7,ef0800dc-deed-4cce-be15-d2553fd076c7
31.stlnstlocname,BRIDGEPROT AVE,BRIDGEPORT AVE
2305.townname,TRUMbBULL,TRUMBULL
626.townname,SAaLEM,SALEM
1379.global_id,ef80a76-2b98-43af-bf38-3f45679f5d56,ef80fa76-2b98-43af-bf38-3f45679f5d56
2479.routeid,u12-N,12-N
1301.xsp,RjEV,REV
1105.townname,NORT BRANFORD,NORTH BRANFORD
279.global_id,5442686-4864-41a3-8539-f751d78ba6b4,5442686b-4864-41a3-8539-f751d78ba6b4
1975.townname,NORWCIH,NORWICH
266.stlnstlocname,ELA GRASSO BLVD,ELLA GRASSO BLVD
550.stlnstlocname,EAST RIaVER RD,EAST RIVER RD
162.global_id,f6db0d73-9df3-4fe5-bb1e-48759d5f19ed,f6db0d73-9df3-4f5e-bb1e-48759d5f19ed
612.townname,RBISTOL,BRISTOL
409.townname,STAjFFORD,STAFFORD
957.xsp,dCONT,CONT
854.stlnstlocname,HOOKERS T,HOOKER ST
235.routeid,641S,641-S
858.xsp,RVE,REV
367.townname,WATREFORD,WATERFORD
689.global_id,20fa2036-5d0f-4ce2-af3c-a8fcs73ac6aea,20fa2036-5d0f-4ce2-af3c-a8fc73ac6aea
752.stlnstlocname,FARMsINGTON AVE,FARMINGTON AVE
2479.global_id,dd83b9ca-870d-430b-963of-37215c2989a8,dd83b9ca-870d-430b-963f-37215c2989a8
1871.townname,NEWINqGTON,NEWINGTON
1702.xsp,ONT,CONT
1160.global_id,e7b75e28-ddd2-4e28-a02d-d660d19db28ba,e7b75e28-ddd2-4e28-a02d-d660d19b28ba
491.routeid,1b78-E,178-E
1178.global_id,3ec2a08d-fa78-45c0-a8df-78596c66682f,3ec2a08d-fa78-45c0-a8fd-78596c66682f
99.xsp,ONT,CONT
2321.townname,MILFRD,MILFORD
325.global_id,b10d79c-170d-4e6e-a596-8eaffe9618fc,b10d799c-170d-4e6e-a596-8eaffe9618fc
1260.global_id,c2ee3a68-384e-4e8a-a59c-f31c31a95037,c2ee3a68-38e4-4e8a-a59c-f31c31a95037
2073.global_id,acec8ef2-f673-40kaa-a0ef-e01b62705be3,acec8ef2-f673-40aa-a0ef-e01b62705be3
395.xsp,REbV,REV
1720.routeid,737k-S,737-S
1397.stlnstlocname,JONATHNA TRUMBULL HWY,JONATHAN TRUMBULL HWY
335.xsp,RElV,REV
1473.stlnstlocname,STONE RANHC RD,STONE RANCH RD
1996.global_id,cd1f6815-c4e2-4221-8697-394e71512e4f,cd1f6815-c4e2-4221-8679-394e71512e4f
