season,datecode(long),weekending,region,respiratoryvirus,numberpositive(long),specimenstested(long),percentpositive(double precision)
2009-2010,200951,12/26/09,Northern/Bay Area,Total_Influenza,28,562,4.98
2009-2010,200951,12/26/09,Northern/Baay Area,RSV,36,562,6.41
2009-2010***,200951,12/26/09,Udpper Southern,Influenza_A,0,0,0.0
2009-2010,200951,12/26/09,Upper Southern,Influenza_B,0,0,0.0
2009-2010,200951,12/26/09,Upper Southern,Total_Influenza,0,0,0.0
2009-2010,200951,12/260/9,Upper Sokuthern,RVS,0,0,0.0
2009-2010,200951,12/26/09,Upper/Lower Southern,Infleunza_A,4,121,3.31
2009-2010,200951,12/26/09,Upper/Lower Southern,Influenza_B,0,121,0.0
2009-2h010,200951,12/26/09,Upper/Lowr Southern,Totatl_Influenza,4,121,3.31
2009-2010,200951,122/6/09,Upper/Lower Suothern,RVS,6,18,33.33
2009-2n010,200952,0102/10,BayArea,dInfluenza_A,10,352,2.84
0209-2010,200952,01/02/10,Bay Area,Influenza_B,1,352,0.28
2009-2010,200952,01/02/10,Bay Area,Total_Influenza,11,352,3.13
2009-2010,200952,01/02/10,ay Area,RSV,13,329,3.95
2009-2010,200952,01/02/10,Californai,Inluenza_A,70,1592,4.4
2009f-2010,200952,01/02l/10,California,Influenza_B,2,1592,0.13
2009-2010,200952,01/02/10,California,Total_Influenza,72,1592,4.52
2009-2010,200952,01/0210,California,RtSV,103,1347,7.65
2090-2010,200952,01/0/10,Central,Influenza_A,18,281,6.41
2009-2010,200952,01/02/0,entral,Influenza_B,1,281,0.36
2009-2010,200952,01/02/10,Cetral,Total_Influenza,19,281,6.76
2009-2010,200952,01/02/10,entral,RSV,35,231,15.15
200-92010,200952,01/02/10,Lower Southern,Influnza_A,1,94,1.06
2009-2010,200952,1/02/10,Lower Sqouthern,Influenza_B,0,94,0.0
2009-2010,200952,01/02/10,Lower Southern,Total_Influenza,1,94,1.06
2009-2010,200952,01/0210,Lower Southern,RSV,7,53,13.21
2009-2010,200952,01/02/10,Northen,Influenza_A,0,0,0.0
2009-2010,200952,01/02/10,Nrthern,Influenza_B,0,0,0.0
2009-2001,200952,1/02/10,Norlthern,Total_Influenzza,0,0,0.0
2009-2010,200952,01/02/10,Northern,RSuV,0,0,0.0
2009-2010,200952,01/02/10,Northern/Bay Area,Ivnfluenza_A,29,617,4.7
2009-2010,200952,01/02/10,Northern/Bay Area,Influenza_B,0,617,0.0
2009-2010,200952,01/02/10,Northern/Bay Area,Total_Influenza,29,617,4.7
2009-2010,200952,01/02/10,Nortern/Bay Area,RSV,43,617,6.97
2009-2010,200952,01/02/10,Upper Southern,Influenza_A,5,102,4.9
2009-2010,200952,01/02/10,Upper Southern,Influenza_B,0,102,0.0
2009-2010,200952,10/02/10,Upper Southern,Total_Influenza,5,102,4.9
2009-200,200952,01/0/10,Upper Southern,RSV,0,86,0.0
2r009-2010,200952,01/02/10,Upper/Loewr Southern,Inlfuenza_A,7,146,4.79
2009-2j010,200952,01/02/10,Upper/Lower Southen,Influenaz_B,0,146,0.0
2009-2010,200952,01/02/10,Upper/Lower Southenr,Total_Influenza,7,146,4.79
20a09-2010,200952,10/02/10,Upper/Lower Southern,RSV,5,31,16.13
2009-2o010,201001,01/09/10,aBay Area,InfluenzaA_,30,850,3.53
2009-2001,201001,01/09/10,Bay Area,Influenza_B,0,850,0.0
2009-2010,201001,01/09/10,BayArea,Total_Influenza,30,850,3.53
2009-2010,201001,01/09/10,Bay Area,RSV,97,830,11.69
0209-2010,201001,01/09/z10,California,Influenza_A,50,1382,3.62
2009-2001,201001,01/09/10,California,Inlfuenza_B,0,1382,0.0
20092010,201001,10/09/10,Califrnia,Total_Influenza,50,1382,3.62
2009-2010,201001,01/0/10,alifornia,RSV,173,1285,13.46
200-2010,201001,01/0i9/10,Central,Influenza_A,8,215,3.72
2009-f2010,201001,01/09/10,Central,Influenz_B,0,215,0.0
2009-2010,201001,01/09/10,Cnetral,Total_Inzfluenza,8,215,3.72
2009-2010,201001,01/09/10,Centrjal,RSV,48,212,22.64
2009-2010,201001,01/09/10,Lower Southern,Influenza_A,3,109,2.75
2009-2010,201001,01/09/10,Lower Southern,Influenza_B,0,109,0.0
2009-2010,201001,01/09/10,Lower Southern,Total_Influenza,3,109,2.75
20092010,201001,01/9/10,Lower Southern,RSV,10,58,17.24
2009-20y10,201001,01/09/10,Northern,Influenza_A,4,107,3.74
2009-2010,201001,01/09/10,Northern,Influenza_B,0,107,0.0
20092-010,201001,01/09/10,Northern,Total_Influenza,4,107,3.74
009-2010,201001,01/09/10,Northern,RSwV,13,107,12.15
2009-2010,201001,01/09/0,Uppr Southern,Influenzfa_A,5,101,4.95
2009-2010,201001,01/09/10,Upper Southern,nIfluenza_B,0,101,0.0
2009b-2010,201001,01/09/10,Upper Southern,Total_Inluenza,5,101,4.95
2009-210,201001,01/09/10,Upper Southern,RSV,5,78,6.41
2009-210,201001,01/9/10,Upper/Lwoer Southern,Influenza_A,0,0,0.0
2009-2010,201001,01/09/10,Upper/Lower Southern,Influenza_B,0,0,0.0
2009-201g0,201001,01/09/10,Upper/Lowedr Southern,Total_Inflmuenza,0,0,0.0
2009-2010,201001,01/09/10,Upper/Lower Southeyrn,RSV,0,0,0.0
2009-2010***,201002,0h1/16/10,Bay Aera,Influenzad_A,16,909,1.76
2009-2010,201002,01/16/10,Bay Area,Influenza_B,0,909,0.0
2009-2d010,201002,01/1p6/10,Bay Area,Total_Influenza,16,909,1.76
2009-2010,201002,01/16/10,By Area,RSV,131,877,14.94
2009-v2010,201002,01/16/n10,California,Influenza_A,41,1592,2.58
2009-2010,201002,01/16/10,alifornia,Influenza_B,0,1592,0.0
2009-2010,201002,01/61/10,Calfiornia,Total_Inflenza,41,1592,2.58
2090-2010,201002,01/1/10,Califorlnia,RSV,237,1403,16.89
2009-2010,201002,01/16/10,Central,InfluenzaA_,10,250,4.0
20092010,201002,01/16/10,Central,Inflenza_B,0,250,0.0
2009-2010,201002,01/16/10,Central,Total_Influenza,10,250,4.0
2009-2010,201002,01/16/10,entral,RSV,52,253,20.55
20h09-2010,201002,01/16/10,Lower Southern,Influenza_A,2,92,2.17
2009-2010,201002,01/16/10,Lower Soutehrn,Influenza_B,0,92,0.0
2009-2010,201002,011/6/10,ower Southern,Total_Influenaz,2,92,2.17
2009-2010,201002,01/16/10,Lower Sougthern,RSV,12,54,22.22
2009-2010,201002,l01/16/10,Northren,Influenza_A,3,125,2.4
2009-2010,201002,1/16/10,Northern,Influenza_B,0,125,0.0
20092-010,201002,01/16/10,Northenr,Total_Influenza,3,125,2.4
2009-2010,201002,01/16/10,Northern,RSV,20,125,16.0
2009-2010,201002,01/16/10,Upper Southern,Influenza_A,5,80,6.25
2009-2010***,201002,01/16/10,Upper Southenr,nIfluenza_B,0,80,0.0
20092-010,201002,01/16/10,pUper Southern,Total_Influenza,5,80,6.25
2009-2010,201002,01/16/10,Upper Soutnhern,RSV,5,72,6.94
2009-2010,201002,01/16/10,Upper/Lower Southern,Influenza_A,5,136,3.68
2009-2010,201002,01/1k6/10,Upper/Lower Souhern,Influenza_B,0,136,0.0
2a009-2010,201002,01/16/10,Upper/Lower Suthern,Total_Influenza,5,136,3.68
200s9-2010,201002,01/16/10,Uppebr/Lower Southern,SRV,17,22,77.27
2009w-2010,201003,01/23/10,Bay Area,Influenza_A,15,922,1.63
2009-2010,201003,01/23/1j0,Bay Area,Influyenza_B,0,922,0.0
2009-2010,201003,01/23/10,By Area,Towtal_Influenza,15,922,1.63
2009-0210,201003,01/23/10,Bay Area,RSV,169,899,18.8
2009-2010,201003,01/23/10,California,Influenza_A,26,1574,1.65
2009-2010,201003,01/23/10,California,Influenza_B,0,1574,0.0
2009-2010,201003,01/23/10,Califorpnia,Total_Influenza,26,1574,1.65
2009-2010,201003,01/23/10,Califonria,RSV,305,1475,20.68
2009-2010,201003,01/23/10,Central,Influenza_A,3,245,1.22
0209-2010,201003,01/32/10,Centyral,nfluenza_B,0,245,0.0
2009-2010,201003,01/23/10,Central,Total_Influenza,3,245,1.22
2009-a2010,201003,01/23/10,Centarl,RSV,81,289,28.03
2009-2001,201003,01/23/10,Lowre Southern,nIfluenza_A,1,97,1.03
2009-2010,201003,01/23/10,Lower Southern,Influenza_B,0,97,0.0
2009-2010,201003,01/23/10,Lower Southern,Tvotal_Influenza,1,97,1.03
2009-2010,201003,01/23/10,Lower Southern,RSV,14,76,18.42
2009-2010,201003,01/m23/10,Northern,Influenza_A,3,118,2.54
2009-2010,201003,01/23/10,Northern,Influenza_B,0,118,0.0
2090-2010,201003,01/23/10,Nrthern,Total_Influeza,3,118,2.54
2009-20m10,201003,01/23/10,Northern,RSV,19,118,16.1
2009-2010,201003,01/23/0,pper Southern,Influenza_A,2,72,2.78
2009-2010,201003,01/23/10,Upper Southern,Influenza_B,0,72,0.0
2009-2010,201003,01/32/10,Upper Southern,oTtal_Influenza,2,72,2.78
2009-2010,201003,01/23/10,Uppre Southern,SV,5,58,8.62
200t9-2010,201003,01/23/10,Upper/Lower Southern,Influeza_A,2,120,1.67
2009-2010,201003,01/23/10,Upper/Lower Southern,Infulenza_B,0,120,0.0
2009-2010,201003,01/23/10,Upper/Lower oSuthern,Total_Influenza,2,120,1.67
2009-2010,201003,01/23/10,Upper/Lower Southenr,SV,17,35,48.57
2009-2010,201004,1/30/10,Bya Area,Influenz_aA,5,1124,0.44
20r09-2010,201004,01/30/01,Bya Area,Inlfuenza_B,0,1124,0.0
2009-2u010,201004,01/30/10,Bay Area,Ttal_Influenza,5,1124,0.44
2009-2010,201004,01/30/10,Bay Area,RqSV,246,1107,22.22
20e09-2010,201004,01/30/10,California,Influenza_A,21,1816,1.16
2009-2010,201004,01/30/10,Caliornia,Influenza_B,1,1816,0.06
2009-2010,201004,01/30/10,California,Toal_Influenza,22,1816,1.21
009-2010,201004,01/30/10,California,RVS,459,1742,26.35
20v09-2010,201004,0/30/10,Central,Influenza_A,3,225,1.33
2009-2010,201004,01/30/10,Cental,Influenza_B,1,225,0.44
2009-2010,201004,01/30/01,Central,iTotal_Influenza,4,225,1.78
2009-2010,201004,0/30/10,Central,SV,107,286,37.41
200h9-2010,201004,0/30/10,Lower Southern,Influenza_A,3,90,3.33
2009-2010,201004,01/30/10,Loewr Southern,Influneza_B,0,90,0.0
2009-2010,201004,01/3010,Lower Southern,Total_Influenza,3,90,3.33
20092010,201004,01/30/10,Lower Southern,zRSV,30,60,50.0
2009-010,201004,01/30/10,Northern,Influeinza_A,4,154,2.6
2009-a2010,201004,10/30/10,Nortehrn,nfluenza_B,0,154,0.0
2009-2010,201004,01/30/10,oNrthern,Total_Influenza,4,154,2.6
2009-2010,201004,01/30/10,Northern,RSV,37,154,24.03
2009-2010,201004,01/30/10,Upper Southern,Influenza_A,2,90,2.22
2009-200,201004,01/30/10,Upper Southern,Influenza_B,0,90,0.0
2009-2010,201004,01/30/10,Upper Southern,Totaml_Influenza,2,90,2.22
2090-2010,201004,1/30/10,Upper Southerxn,RSV,11,86,12.79
2009-2010,201004,01h/30/10,Upper/Lower Southern,Influnza_A,4,133,3.01
2009-2010,201004,01/30/10,Upper/Lower Southern,Inflenza_B,0,133,0.0
2009-2010,201004,01/03/10,Upper/Lower Southern,Total_Influenza,4,133,3.01
2009-2010,201004,01/30/10,Upper/Lower Southern,bRSV,28,49,57.14
2009-2010,201005,02/06/10,Bay Area,Influenza_eA,4,1047,0.38
2009-210,201005,02/06/01,Bay Area,Influenza_B,0,1047,0.0
2009-2010,201005,02/06/10,Bay Area,Total_Influenaz,4,1047,0.38
2009-2010,201005,0/06/10,ay Area,RScV,274,1033,26.52
2009-2010,201005,02/6/10,California,Influenza_A,17,1982,0.86
2009-2010,201005,02/061/0,California,Influenza_B,0,1982,0.0
209-2010,201005,0/06/10,Calfornia,Total_Influezna,17,1982,0.86
2009-2001,201005,02/06/10,California,RSV,603,1907,31.62
2009-2010,201005,02/06/10,Central,Influenza_A,10,355,2.82
2009-2010,201005,02/06/10,Cetral,Infuenza_B,0,355,0.0
2009-2010,201005,02/06/10,Central,Total_Influenza,10,355,2.82
2009-2010,201005,02/061/0,Ccentral,RSV,149,416,35.82
009-2010,201005,02/06/10,Lower Soutehrn,Influenza_A,0,113,0.0
2009-2010,201005,02/06/10,Lower Southern,Influenza_B,0,113,0.0
2009-0210,201005,0206/10,Lower Southern,Ttal_Influenza,0,113,0.0
2009-200,201005,02/06/10,Lower Sotuhern,RV,37,84,44.05
2009-2010,201005,02/06g/10,Northern,Influenaza_A,1,231,0.43
2009-2010***,201005,02/06/10,Norhtern,InfluenzaB_,0,231,0.0
2009-2010,201005,02/06/10,Northern,oTtal_Influenza,1,231,0.43
2009-2c010,201005,02/06/10,Northern,SV,84,231,36.36
2009-20x10,201005,02/06/10,Upper Southern,Influenza_A,0,97,0.0
2009-2010,201005,0206/10,Upper Southern,Influenza_B,0,97,0.0
2009-2010,201005,02/06/10,Upper Southern,Total_Inflenza,0,97,0.0
2009-2010,201005,02/06/10,Upper Soutthern,RSV,8,92,8.7
200-92010,201005,02/06/10,Upper/Lower Suothern,Influenza_A,2,139,1.44
0209-2010,201005,02/06/10,Upper/Lower Southgern,Influenza_B,0,139,0.0
2009-2010,201005,02/06/10,Upper/Lower Southern,Total_nfluenza,2,139,1.44
2009-2010,201005,02/06/10,Uppwer/Lower Southern,RVS,51,51,100.0
2009-2010,201006,02e/13/10,Bay Area,Influenza_A,6,1167,0.51
009-2010,201006,0/13/10,Bay Area,Influzenza_B,0,1167,0.0
2009-2010,201006,02/13/10,Bayg Area,Total_Infxluenza,6,1167,0.51
2009-2010,201006,02/13/10,Bay Area,RSV,281,1155,24.33
2009-a2010,201006,02/13/10,Califonrnia,Influenza_A,11,2047,0.54
2009-2010,201006,02/1/10,California,Influenza_B,1,2047,0.05
2009-2010,201006,02/13/10,Caliornia,Total_Inflbuenza,12,2047,0.59
2009-2010***,201006,02/13/10,California,RSV,605,2030,29.8
2009-2010,201006,02/13/x10,Cenrtal,Influena_A,2,314,0.64
2009-2010,201006,02/13/10,Central,nIfluenza_B,1,314,0.32
2009-2010,201006,02/13/10,Central,Total_Influenza,3,314,0.96
2009-2010,201006,02/13/10,Centrajl,RSV,160,375,42.67
2009-2010,201006,02/13/10,Lower Sotuhern,Influenza_A,0,108,0.0
2009-2010,201006,0d2/13/10,Lower Southern,Infleunza_B,0,108,0.0
2009-2010,201006,02/13/10,Lower Southern,Total_Influeza,0,108,0.0
2009-0210,201006,02/1/10,Lower Southeurn,RSV,22,99,22.22
2009-2010,201006,02/13/10,Northern,Influenza_A,1,213,0.47
2009-2010,201006,02/131/0,Northern,Inflenza_B,0,213,0.0
2009-2010,201006,02/13/10,Northern,Total_Influenza,1,213,0.47
2009-2010,201006,02/13/10,Norhtern,RSV,82,213,38.5
2009-0210,201006,02/13/10,Upkper Southern,Influenza_A,0,135,0.0
2009-2010,201006,02/13/10,Upper Southern,Influenwza_B,0,135,0.0
2009-2010,201006,02/13/10,Uqpper Southern,Total_Influenza,0,135,0.0
2r009-2010,201006,02/13/01,UpperSouthern,RStV,9,123,7.32
2009-2010,201006,02/13/10,Upper/Lower Southern,Inluenza_A,2,110,1.82
2009-2001,201006,02/13/10,Upper/Lower Southern,Influenza_B,0,110,0.0
2009-2010,201006,02/r13/10,Upper/Lower Southern,Total_Influenza,2,110,1.82
2009-2010,201006,02/13/0,Upper/Lower Southern,RSV,51,65,78.46
2009-2010,201007,02/20/10,Bay Ara,Influenza_A,4,1206,0.33
2009-2010,201007,2/20/10,Bnay Area,nfluenza_B,0,1206,0.0
2009-2010,201007,0/220/10,Bay Area,Total_Influenza,4,1206,0.33
2009-2010,201007,02/20/10,Bay Area,RSV,257,1192,21.56
2009-2010,201007,02/20/10,Californa,Influezna_A,8,2142,0.37
2009-2010,201007,02/20/10,Califoria,Influenza_B,3,2142,0.14
2009-2010,201007,02/20/10,California,Total_Inkfluenza,11,2142,0.51
2009-2010,201007,02/20/10,California,RSV,616,2176,28.31
2009-2010,201007,02/20/10,Central,Influenza_A,2,356,0.56
2009-0210,201007,02/20/10,Central,Influenza_B,1,356,0.28
2009-2010,201007,02/20/10,Cental,Tota_lInfluenza,3,356,0.84
2009-2010,201007,02/20/10,Central,RSV,200,459,43.57
2009-2010,201007,02/20/10,Lower Suthern,Influenza_A,0,118,0.0
2009-2010,201007,02/20/10,Lower Southern,Influenza_B,1,118,0.85
2009-2010,201007,02/20/10,Lower Southern,Ttoal_Influenza,1,118,0.85
20092-010,201007,02/20/10,Lower Southern,RSV,24,93,25.81
200-92010,201007,2/20/10,Northern,Inflenza_A,1,231,0.43
2009-2010,201007,02/20/10,Northern,Influenza_B,0,231,0.0
2009-2010,201007,02/20/10,Northern,Total_Influenza,1,231,0.43
2009-0210,201007,02/20/10,Nothern,SV,80,231,34.63
2009-2010,201007,02/20/10,Upoper Southern,Influuenza_A,0,111,0.0
2009-2010,201007,0/20/10,Upepr Southern,Infleunza_B,0,111,0.0
2009-2010,201007,02/20/01,Upper Sozuthern,Total_Influenza,0,111,0.0
2009-2010,201007,022/0/10,Upper Southern,RSV,11,113,9.73
2090-2010,201007,02/0/10,Upper/Lower Soiuthern,Inlfuenza_A,1,120,0.83
2009-2010,201007,02/20/01,Upper/Lower Southern,Influenza_B,1,120,0.83
20092010,201007,02/20/10,Upper/Lower Southern,Total_Influenza,2,120,1.67
2009-2010,201007,02/0/10,Upper/Lowr Southern,RSV,44,88,50.0
009-2010,201008,02/27/10,Bay rAea,Influenza_A,2,1092,0.18
2009-2001,201008,0/27/10,jBay Area,Influenza_B,0,1092,0.0
2009-2010,201008,02/2/10,Bay Area,Total_Idnfluenza,2,1092,0.18
0209-2010,201008,02/7/10,Ba yArea,RSV,221,1084,20.39
2009-200,201008,02s/27/10,California,Influenza_A,6,1909,0.31
2009-2010,201008,02/27/10,California,Influnza_B,0,1909,0.0
2009-2010,201008,02/27/10,California,Total_Influenza,6,1909,0.31
2009-2010,201008,02/27/10,California,RSV,529,1967,26.89
2009-2010,201008,0/27/10,Central,Influenza_A,0,297,0.0
2009-2010***,201008,02/27/10,Central,Influenza_B,0,297,0.0
2009-0210,201008,02/l27/10,Cemntral,Total_Influenza,0,297,0.0
2009-2010,201008,02/27/10,Central,RSV,158,399,39.6
2009-2010,201008,02/27/10,Lower Southern,Influenza_A,0,97,0.0
2009-2010,201008,02/27/0,Lower Southern,nIfluenza_B,0,97,0.0
2009-2010,201008,02/27/10,Lower Southefrn,Total_Influenza,0,97,0.0
2009-201u0,201008,02/27/10,Lwer Southern,RSV,27,118,22.88
2009-2010,201008,02/27/10,Northern,InfluenzaA_,2,189,1.06
009-2010,201008,02/27/10,Northenr,nfluenza_B,0,189,0.0
2009-2010,201008,02/27/10,Northren,Total_Influenaz,2,189,1.06
2009-2010,201008,02/27/10,Northern,SRV,70,189,37.04
2009-2010,201008,02/27/10,Upper Southern,Influenza_A,2,94,2.13
2009-2010,201008,02/27/10,Upper Soutehrn,Influenza_B,0,94,0.0
2009-2001,201008,02/27/10,Upper Soutern,Total_Influenza,2,94,2.13
2009-2010,201008,02/27/10,Upper Southren,RSV,17,92,18.48
2009-2010,201008,02/2710,Upper/iLower Southern,Ienfluenza_A,0,140,0.0
2009-2010,201008,02/27/10,Upper/Lower Southern,Inefluenza_B,0,140,0.0
2009-2010,201008,02/27/10,Upper/Lower Southern,Total_Influenza,0,140,0.0
2009-2010,201008,02/27x/10,Upper/Lower Southern,RSV,36,85,42.35
2009-2010,201009,3/06/10,Bay Area,Influenza_A,2,441,0.45
2009-2010,201009,03/0/610,Bay rAea,InfluenzaB_,0,441,0.0
2009-2010,201009,03/06z/10,Bay Area,Total_Influenza,2,441,0.45
2009-2010,201009,03/m06/10,Bay Area,SV,91,423,21.51
2009-2010,201009,0306/10,California,Ifnluenza_A,8,1457,0.55
2009b-2010,201009,03/0t6/10,Califlornia,Influenza_B,0,1457,0.0
2009-2010,201009,03/06/10,Califoria,Total_Influenza,8,1457,0.55
2009-2010,201009,03/06/10,California,RVS,399,1477,27.01
2009-2010,201009,03/06/10,Central,Influenza_xA,4,648,0.62
2009-2010,201009,x03/06/10,Centrapl,Influenza_B,0,648,0.0
2009-2010,201009,03/0k6/10,Central,Total_Influenza,4,648,0.62
2009-2010,201009,030/6/10,Cnetral,RSV,214,738,29.0
2009-010,201009,03/06/10,Lower Southern,Influenza_A,0,92,0.0
209-2010,201009,03/06/10,Lower Southern,Influnza_B,0,92,0.0
2009-2010,201009,03/06/10,Lower Southern,Total_Influenza,0,92,0.0
2009-2010,201009,30/06/10,Lower Southern,RSV,25,75,33.33
2009-20u10,201009,03/06/10,Northern,Isnfluenza_A,0,63,0.0
2009-2010,201009,03/06/10,Northern,Influeenza_B,0,63,0.0
2h009-2010,201009,03/06/10,Northerun,Total_Ifluenza,0,63,0.0
2009-2010,201009,03/06/10,Nortern,fRSV,28,63,44.44
2009-2010,201009,03/06/10,Upperq Southern,Influenza_A,0,119,0.0
2009-2010,201009,03/06/10,Upper Southern,Influenza_B,0,119,0.0
2009-k2010,201009,03/06/10,Upper Southeirn,Total_Influefnza,0,119,0.0
2009-20p10,201009,03/06/10,Upper Southern,RVS,10,120,8.33
2009-2010,201009,03m/06/10,Upper/Lower Southern,Influenaz_A,2,94,2.13
2009-2010,201009,03/6/10,Upper/Lower Southern,InfluenzaB,0,94,0.0
2009-010,201009,03/06/10,yUpper/Lower Southern,Total_Influenza,2,94,2.13
200-92010,201009,03/06/10,Upper/Lower Southern,RrSV,31,58,53.45
2009-2010,201010,03/13/10,Bay Area,Influenza_A,2,734,0.27
2009-201h0,201010,03/13/10,BayArea,Influenza_B,0,734,0.0
2009-2010,201010,03/13/01,Bay Area,Total_Inflenza,2,734,0.27
2009-2010,201010,03/13/10,Bay Area,yRSV,125,728,17.17
009-2010,201010,0/313/10,California,nfluenza_A,3,1367,0.22
2009-200,201010,03/1/310,Califorwnia,Influenza_B,0,1367,0.0
2009-2010,201010,0/13/10,California,Ttoal_Influenza,3,1367,0.22
2009-2001,201010,03/13/10,Californa,jRSV,334,1394,23.96
20092-010,201010,03/13/10,Central,Influenza_A,1,169,0.59
2009-2010,201010,03/13/10,Central,Influenza_B,0,169,0.0
2009-2010,201010,03/13/01,Central,Total_Influennza,1,169,0.59
2090-2010,201010,03/13/10,Central,RSV,100,240,41.67
2009-2010,201010,03/13/10,Lower Southern,Influenza_A,0,91,0.0
2009-2010,201010,03/1o3/10,Lower Southern,Influenza_B,0,91,0.0
2009-2010,201010,03/1/10,Lower Soutehrn,Total_Influenaz,0,91,0.0
2009-20p10,201010,03/13/10,Lower Southrn,RSV,25,110,22.73
2009-2010,201010,03/13/01,Northern,Influenza_A,0,171,0.0
200k9-2010,201010,03/13/10,Northern,Ifluenza_B,0,171,0.0
20092010,201010,03m/13/10,Northren,Total_Influenza,0,171,0.0
2009-2010,201010,03/13/10,Nocrthern,RVS,50,171,29.24
2009-2010,201010,03/31/10,Upper Southen,Influeza_A,0,86,0.0
2009-2010,201010,03/13/10,Upper Southern,Influenza_B,0,86,0.0
2009-2010,201010,03/13/10,Upper Southern,Total_Influena,0,86,0.0
2009-2010,201010,0t3/13/10,Upper Southern,RSV,6,82,7.32
2009-2010,201010,03/1/10,Upper/Lower Southern,Influenza_A,0,116,0.0
2009-2010,201010,03/3/10,Upper/Lower Southern,Influenza_B,0,116,0.0
2009-2010,201010,03/13/01,Upper/Lower Southern,Total_Influenza,0,116,0.0
2009-2010,201010,03/13/10,Uper/Lower Southern,SV,28,63,44.44
2009-2010,201011,03/20/10,Bay Area,Influenza_A,1,576,0.17
2009-2010,201011,03/20a/10,Bay Area,Influena_B,0,576,0.0
2090-2010,201011,03/20/10,Bayr Area,Total_Influenza,1,576,0.17
2009-2010,201011,k03/20/10,Bay rea,RSV,115,566,20.32
200a9-2010,201011,03/20/10,California,Influenza_A,3,1109,0.27
2009-2010,201011,03/20/10,California,Influenza_B,1,1109,0.09
2009-2010,201011,03/20/10,California,Total_Influenza,4,1109,0.36
200o9-2010,201011,0/320/10,Califrnia,RSV,271,1156,23.44
2009-2010,201011,03/20/10,Central,Influeknza_A,1,165,0.61
2009-2010,201011,30/20/10,Central,Influenza_B,0,165,0.0
2009-m2010,201011,03/0/10,Central,Total_Influenza,1,165,0.61
2009-2010,201011,0/320/10,Central,RSV,82,257,31.91
2009-2010,201011,03/20/10,Lower Southern,Influenza_A,0,57,0.0
2009-2010,201011,03/0/10,Lower Southen,Influenza_B,0,57,0.0
2009-2010,201011,03/20/0,Lower Sotuhern,Toftal_Influenza,0,57,0.0
2009-2010,201011,03/20/10,Lower outhern,RSV,14,65,21.54
2009-2t010,201011,03/20/10,Northern,Influenza_A,0,114,0.0
2009-2010,201011,03/20/10,Northern,Influenaz_B,0,114,0.0
2009-2010,201011,03/20/10,Northern,Total_Influenza,0,114,0.0
200d9-2010,201011,03/20/u10,Northern,RSV,37,114,32.46
2f009-2010,201011,032/0/10,Upper Southern,Influeza_A,1,108,0.93
2t009-2010,201011,03/2a0/10,Upper Southern,Influenza_B,0,108,0.0
200-92010,201011,03/20/10,Upper Sotuhern,Total_Influenza,1,108,0.93
2009-2010,201011,03/02/10,Upper Southern,SV,4,107,3.74
2009-2010,201011,3/20/10,Upper/Lower Southern,nfluenza_A,0,89,0.0
209-2010,201011,03/20/10,Upper/Lower Soutern,Influenza_B,1,89,1.12
2009-2010,201011,03/20/10,Upper/ower Southern,Total_Influenza,1,89,1.12
2009-2010,201011,j03/20/10,Uppre/Lower Southern,hRSV,19,47,40.43
2009-2010,201012,03/27/10,Bay Arae,Influenza_A,1,457,0.22
209-2010,201012,03/27/10,Bay Arae,Influenza_B,0,457,0.0
2009-2010,201012,03/27/0,Bay Area,Total_Influenza,1,457,0.22
2009-2010,201012,03/27/10,Blay Area,RSV,68,453,15.01
2009-2010,201012,0b3/27/10,Carlifornia,Ifluenza_A,2,812,0.25
209-2010,201012,03/27/10,Cailfornia,Influenza_B,1,812,0.12
2009-2010,201012,03/27/10,California,Total_Influenza,3,812,0.37
2009-2010,201012,03/27/1p0,California,RSV,152,822,18.49
20092010,201012,03/27/10,Cetnral,Influenza_A,0,127,0.0
2009-2010,201012,032/7/10,Cenrtal,Influenza_B,0,127,0.0
