RespondentID,StartDate,EndDate,FamiliarityNews,FamiliarityTech,SharedCyclist,SharedPedestrian,SafeAv,SafeHuman,AvImpact,ProvingGround,Speed25Mph,TwoEmployeesAv,SchoolZoneManual,ShareTripData,SharePerformanceData,ReportSafetyIncident,ArizonaCrash,ZipCode,BikePghMember,AutoOwner,SmartphoneOwner,Age
10471380756,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Not sure,Yes,4,3,Slightly Better,Somewhat Approve,Yes,No,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15214,No,Yes,Yes,55-64
10471378247,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Yes,Yes,4,3,Slightly Better,Approve,No,No,Yes,Yes,Yes,Yes,No change,15139,Yes,Yes,Yes,null
10471370989,1/16/2019,1/16/2019,To a moderate extent,Extremely familiar,Not sure,Not sure,4,3,Slightly Better,Approve,No,No,No,No,No,No,No change,15236,Yes,Yes,Yes,45-54
10471367715,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Yes,4,3,Slightly Better,Approve,Not sure,No,Yes,Yes,Not sure,Yes,No change,15217,Yes,Yes,Yes,65+
10471367704,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,Yes,4,3,Significantly Better,Approve,No,Not sure,No,Yes,Yes,Yes,No change,15228,Yes,Yes,Yes,18-24
10471367048,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,4,3,Slightly Better,Approve,No,No,No,Yes,Yes,Yes,No change,15226,Not sure,Yes,Yes,25-34
10471366515,1/16/2019,1/16/2019,To some extent,Not familiar at all,No,No,2,3,Slightly Worse,Somewhat Disapprove,Not sure,Yes,Yes,Yes,Yes,Yes,No change,15143,No,Yes,Yes,45-54
10471366065,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,No,3,3,Slightly Better,Somewhat Approve,Yes,Not sure,Not sure,Yes,No,Yes,No change,15201,Yes,Yes,Yes,25-34
10471363435,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,Yes,5,3,Significantly Better,Approve,No,No,Not sure,Yes,Yes,Yes,No change,15142,No,Yes,Yes,65+
10471362955,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,null,5,2,Significantly Better,Approve,No,Not sure,Not sure,Yes,Yes,Not sure,No change,15213,Yes,Yes,Yes,18-24
10471359102,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,2,1,Slightly Better,Somewhat Approve,Yes,Not sure,Yes,Yes,Yes,Yes,No change,15208,No,Yes,Yes,45-54
10471354875,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,No,1,4,Significantly Worse,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15212,Yes,Yes,Yes,35-44
10471347622,1/16/2019,1/16/2019,To some extent,Mostly familiar,No,Yes,5,4,Slightly Better,Somewhat Approve,No,No,No,Yes,Yes,Yes,No change,15636,No,Yes,Yes,45-54
10471345459,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Not sure,Yes,1,4,Significantly Better,Approve,Yes,No,Yes,Yes,Yes,Yes,No change,15241,Yes,Yes,Yes,55-64
10471342118,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,5,3,Significantly Better,Approve,Not sure,No,No,Not sure,Yes,Not sure,No change,15213,Yes,Yes,Yes,18-24
10471339291,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Not sure,No,4,4,Slightly Better,Approve,Yes,No,Yes,Yes,Yes,Yes,No change,15206,No,Yes,Yes,18-24
10471338316,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,No,1,1,null,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15238,No,Yes,Yes,55-64
10471336319,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,5,3,Slightly Better,Somewhat Approve,No,No,No,Yes,Yes,No,No change,15221,No,Yes,Yes,25-34
10471334774,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,Yes,5,3,Significantly Better,Approve,No,Not sure,Not sure,Yes,Yes,Yes,Somewhat more positive opinion,15206,Yes,Yes,Yes,45-54
10471334604,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Yes,5,4,Slightly Better,Approve,No,No,No,No,No,No,Somewhat more negative opinion,15222,Yes,No,Yes,55-64
10471332743,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Not sure,5,1,Significantly Better,Neutral,Yes,Not sure,Not sure,Yes,Yes,Yes,No change,15204,Yes,Yes,Yes,65+
10471329553,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,No,Yes,3,4,Significantly Better,Somewhat Disapprove,No,Not sure,Yes,Yes,Yes,Yes,No change,15222,No,Yes,Yes,35-44
10471327702,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,5,2,Significantly Better,Approve,No,Yes,Not sure,Yes,Yes,Yes,Significantly more negative opinion,15206,Yes,Yes,Yes,25-34
10471327441,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,5,3,Significantly Better,Approve,Not sure,No,No,No,No,Not sure,No change,15219,No,Yes,Yes,45-54
10471326524,1/16/2019,1/16/2019,To some extent,Not familiar at all,Yes,Yes,2,3,Slightly Better,Neutral,Yes,Not sure,Yes,Yes,Yes,Yes,Significantly more negative opinion,15212,No,Yes,Yes,35-44
10471326189,1/16/2019,1/16/2019,To some extent,Not familiar at all,No,Yes,4,3,Slightly Better,Somewhat Approve,Not sure,Not sure,Not sure,Yes,Yes,Yes,Somewhat more negative opinion,null,null,Yes,Yes,null
10471325503,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Not sure,Yes,1,3,Slightly Worse,Somewhat Disapprove,Not sure,Yes,No,Yes,Yes,Yes,Somewhat more negative opinion,2554,Not sure,No,No,25-34
10471323600,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,Yes,1,3,Significantly Worse,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15219,Not sure,Yes,Yes,35-44
10471320613,1/16/2019,1/16/2019,To a moderate extent,Extremely familiar,Yes,Yes,4,2,Significantly Better,Approve,Yes,Yes,No,Yes,Yes,Yes,No change,15241,Yes,Yes,Yes,55-64
10471316467,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,4,2,Significantly Better,Approve,Yes,Not sure,Not sure,Yes,Yes,Yes,No change,15201,Yes,Yes,Yes,35-44
10471315374,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,5,3,Significantly Better,Approve,No,Not sure,Not sure,Not sure,Yes,Yes,Somewhat more negative opinion,15232,No,Yes,Yes,35-44
10471314924,1/16/2019,1/16/2019,To a large extent,Extremely familiar,No,Yes,4,3,Significantly Better,Approve,No,No,No,Not sure,Yes,Yes,No change,15217,Yes,Yes,Yes,45-54
10471310932,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,5,5,No effect,Neutral,Yes,Not sure,Yes,Yes,Yes,Yes,Significantly more negative opinion,15227,Yes,Yes,Yes,45-54
10471310738,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,No,3,2,Slightly Better,Approve,Yes,Yes,Not sure,Not sure,Yes,Yes,No change,15237,Yes,Yes,Yes,55-64
10471305816,1/16/2019,1/16/2019,To a moderate extent,Extremely familiar,Yes,No,2,2,Slightly Worse,Somewhat Approve,Yes,Yes,Yes,Yes,Yes,Yes,No change,16066,Yes,Yes,Yes,45-54
10471302330,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,5,4,Significantly Better,Approve,No,No,Yes,No,No,No,No change,15203,No,Yes,Yes,25-34
10471301071,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,4,3,Significantly Better,Approve,Not sure,No,Yes,Yes,Not sure,Yes,No change,15217,Yes,Yes,Yes,35-44
10471296576,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Not sure,Yes,3,3,Slightly Better,Somewhat Approve,Not sure,Not sure,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15218,Not sure,Yes,Yes,45-54
10471295394,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Yes,5,3,Significantly Better,Approve,Yes,Not sure,Not sure,Yes,Yes,Yes,Somewhat more negative opinion,15208,Yes,Yes,Yes,65+
10471290938,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Not sure,3,2,Slightly Better,Somewhat Approve,Not sure,No,Not sure,Yes,Yes,Yes,Somewhat more negative opinion,15224,No,No,Yes,45-54
10471290175,1/16/2019,1/16/2019,To little extent,Not familiar at all,No,No,4,3,Slightly Better,Approve,Not sure,No,No,Yes,Yes,Yes,No change,15241,Yes,Yes,Yes,35-44
10471284224,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Not sure,Yes,5,2,Significantly Better,Somewhat Approve,No,Yes,Not sure,Yes,Yes,Yes,No change,15232,No,No,Yes,25-34
10471283626,1/16/2019,1/16/2019,To little extent,Somewhat familiar,Not sure,Not sure,null,2,Slightly Better,Approve,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15201,Yes,Yes,Yes,45-54
10471281172,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Not sure,Not sure,3,4,Slightly Better,Neutral,Not sure,Not sure,Not sure,Yes,Yes,Yes,No change,15224,Not sure,Yes,Yes,25-34
10471280960,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,No,4,3,Significantly Better,Approve,Not sure,No,Not sure,Yes,Yes,Yes,No change,15101,No,Yes,No,65+
10471279606,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Not sure,Not sure,3,3,Slightly Better,Neutral,No,No,No,Not sure,Yes,Yes,No change,15237,No,Yes,Yes,35-44
10471279294,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Not sure,Yes,5,3,Significantly Better,Approve,No,No,No,Not sure,Yes,No,No change,15201,Not sure,Yes,Yes,45-54
10471278861,1/16/2019,1/16/2019,To some extent,Somewhat familiar,No,No,4,2,Significantly Better,Somewhat Approve,Yes,Not sure,Not sure,Yes,Yes,Yes,Somewhat more negative opinion,15223,Yes,Yes,Yes,65+
10471278495,1/16/2019,1/16/2019,To little extent,Not familiar at all,No,No,4,3,Slightly Better,Somewhat Disapprove,Not sure,Not sure,Yes,Yes,Yes,Yes,No change,15102,Yes,Yes,Yes,55-64
10471276577,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,No,Yes,4,4,Significantly Better,Approve,Yes,No,Yes,No,Yes,Yes,No change,1522/,No,Yes,Yes,65+
10471276267,1/16/2019,1/16/2019,To some extent,Not familiar at all,No,No,3,3,Slightly Worse,Neutral,Not sure,Not sure,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15201,Not sure,Yes,Yes,65+
10471275633,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Not sure,No,4,2,Slightly Better,Somewhat Approve,Not sure,Yes,Yes,Yes,Yes,Yes,No change,15221,Yes,Yes,Yes,25-34
10471274343,1/16/2019,1/16/2019,To some extent,Mostly familiar,Yes,Yes,3,1,Slightly Better,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15217,No,No,Yes,18-24
10471274332,1/16/2019,1/16/2019,To a large extent,Extremely familiar,No,No,1,2,Significantly Worse,Disapprove,Yes,Yes,No,Yes,Yes,Yes,Significantly more negative opinion,15108,Yes,Yes,Yes,55-64
10471272813,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Yes,3,4,Significantly Worse,Somewhat Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15213,Yes,No,Yes,18-24
10471266310,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,No,5,2,Significantly Better,Approve,No,No,No,Yes,Yes,Yes,No change,15228,Yes,Yes,Yes,55-64
10471262735,1/16/2019,1/16/2019,To a moderate extent,Extremely familiar,Yes,Yes,5,3,Significantly Better,Approve,No,No,No,Yes,Yes,Yes,No change,15217,Not sure,Yes,Yes,25-34
10471258454,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Yes,2,3,Slightly Better,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15217,No,Yes,Yes,45-54
10471255545,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,No,No,5,2,Significantly Better,Approve,No,No,No,No,No,Yes,Somewhat more positive opinion,15217,Yes,Yes,Yes,25-34
10471254811,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Yes,No,5,3,Significantly Better,Approve,Not sure,Not sure,Not sure,No,Yes,Yes,Somewhat more negative opinion,15202,No,Yes,Yes,45-54
10471253868,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,No,4,3,Slightly Better,Approve,Not sure,Not sure,Yes,Not sure,Not sure,Yes,No change,15202,Yes,Yes,Yes,65+
10471253559,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,5,3,Significantly Better,Approve,Yes,No,No,No,Yes,Yes,No change,15214,Yes,Yes,Yes,45-54
10471252805,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Not sure,Not sure,5,4,Significantly Better,Approve,Not sure,Not sure,No,Yes,Yes,Yes,No change,15136,Not sure,Yes,Yes,65+
10471252564,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,No,2,2,Slightly Worse,Somewhat Disapprove,Yes,Not sure,Not sure,Yes,Yes,Yes,No change,15202,Yes,No,Yes,45-54
10471251349,1/16/2019,1/16/2019,To some extent,Somewhat familiar,No,Yes,3,3,No effect,Somewhat Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15201,No,Yes,Yes,25-34
10471251100,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Yes,3,3,Slightly Better,Neutral,Not sure,Not sure,Yes,Yes,Yes,Yes,No change,15206,No,Yes,Yes,25-34
10471250183,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,5,2,Slightly Better,Approve,Not sure,No,Yes,Yes,Yes,Yes,No change,15108,No,Yes,Yes,25-34
10471249779,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,4,2,Slightly Better,Somewhat Approve,Not sure,Not sure,Yes,Yes,Yes,Yes,Significantly more negative opinion,15228,Yes,Yes,Yes,55-64
10471248999,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Yes,Yes,3,3,No effect,Approve,No,No,No,Yes,Yes,No,No change,15017,Yes,Yes,Yes,55-64
10471248291,1/16/2019,1/16/2019,To some extent,Extremely familiar,No,Yes,4,3,Slightly Better,Neutral,Not sure,Yes,Yes,Not sure,Yes,Not sure,No change,15213,Not sure,Yes,Yes,25-34
10471248003,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,5,3,Significantly Better,Approve,Yes,Yes,No,No,No,No,No change,15201,Not sure,Yes,Yes,25-34
10471247067,1/16/2019,1/16/2019,To some extent,Somewhat familiar,No,No,3,3,No effect,Neutral,Yes,No,Yes,Yes,Yes,Yes,No change,15132,No,Yes,Yes,55-64
10471245727,1/16/2019,1/16/2019,To some extent,Not familiar at all,Not sure,No,3,3,No effect,Somewhat Approve,No,No,Yes,Yes,Yes,Yes,Significantly more negative opinion,15120,No,Yes,Yes,25-34
10471245177,1/16/2019,1/16/2019,To a moderate extent,Extremely familiar,No,Yes,5,2,Significantly Better,Approve,Not sure,No,Yes,Yes,Yes,Yes,No change,15213,No,No,Yes,25-34
10471243862,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,Yes,4,3,Slightly Better,Approve,Not sure,Not sure,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15238,Not sure,Yes,Yes,45-54
10471241325,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,5,3,Significantly Better,Approve,No,Yes,No,Yes,Yes,Yes,No change,15206,Yes,No,Yes,25-34
10471240736,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,No,4,2,Significantly Better,Neutral,Not sure,Not sure,No,Yes,Yes,Not sure,No change,15108,Yes,Yes,Yes,25-34
10471240625,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,Yes,5,4,Significantly Better,Approve,No,No,No,Yes,No,Yes,No change,15212,No,Yes,Yes,35-44
10471239870,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,1,3,No effect,Disapprove,Yes,Not sure,Yes,Yes,Yes,Yes,Significantly more negative opinion,15221,Yes,No,Yes,45-54
10471239337,1/16/2019,1/16/2019,To some extent,Somewhat familiar,No,No,3,2,Significantly Better,Neutral,No,No,No,Yes,Yes,Yes,No change,null,Not sure,Yes,Yes,55-64
10471237738,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Not sure,Yes,3,3,Slightly Worse,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,No change,null,No,Yes,Yes,25-34
10471236117,1/16/2019,1/16/2019,To some extent,Not familiar at all,No,Yes,4,2,Slightly Better,Approve,Not sure,No,Yes,Yes,Yes,Yes,No change,15147,No,Yes,Yes,45-54
10471235552,1/16/2019,1/16/2019,To little extent,Somewhat familiar,No,No,2,3,No effect,Somewhat Disapprove,Yes,Not sure,Yes,Yes,Yes,Yes,Significantly more negative opinion,null,No,Yes,Yes,35-44
10471234506,1/16/2019,1/16/2019,To some extent,Not familiar at all,No,Yes,5,4,Slightly Better,Somewhat Disapprove,Not sure,Not sure,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15213,Not sure,Yes,Yes,18-24
10471233783,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Not sure,Not sure,4,3,Significantly Better,Somewhat Approve,Yes,Not sure,Not sure,Yes,Yes,Yes,Somewhat more negative opinion,15232,null,Yes,Yes,18-24
10471233769,1/16/2019,1/16/2019,To some extent,Mostly familiar,Yes,Yes,4,1,No effect,Somewhat Approve,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15206,No,Yes,Yes,35-44
10471233575,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,3,2,No effect,Approve,Yes,No,Not sure,Yes,Not sure,Not sure,No change,15224,No,No,Yes,35-44
10471233553,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,No,1,3,Significantly Worse,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,98102,No,Yes,Yes,25-34
10471232788,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,1,4,Significantly Better,Approve,No,No,No,Yes,Yes,Yes,No change,15206,No,null,No,55-64
10471230241,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,Yes,2,3,Slightly Worse,Somewhat Approve,Not sure,Yes,Yes,Yes,Yes,Yes,No change,15221,null,null,null,65+
10471213561,1/16/2019,1/16/2019,To a large extent,Extremely familiar,No,No,3,2,Significantly Better,Somewhat Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,No change,15139,No,Yes,Yes,35-44
10471210632,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,No,Yes,2,4,Slightly Worse,Somewhat Approve,Yes,No,Not sure,Yes,Yes,Yes,No change,15012,Yes,Yes,No,65+
10471209961,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,1,3,Significantly Better,Approve,No,No,Yes,Not sure,Yes,Yes,No change,15212,Yes,Yes,Yes,65+
10471209765,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,No,Yes,5,2,Significantly Better,Approve,Not sure,Not sure,Yes,No,No,Yes,Significantly more positive opinion,null,No,Yes,Yes,25-34
10471208375,1/16/2019,1/16/2019,To some extent,Mostly familiar,Yes,Yes,4,2,Slightly Better,Somewhat Approve,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15203,Yes,Yes,Yes,25-34
10471203652,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,5,2,Slightly Better,Somewhat Approve,Yes,Yes,Yes,Yes,Yes,Yes,No change,15211,Yes,Yes,Yes,35-44
10471202664,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,Yes,No,4,3,Slightly Better,Approve,No,No,Not sure,No,No,No,No change,15233,No,Yes,Yes,45-54
10471202634,1/16/2019,1/16/2019,To little extent,Somewhat familiar,No,No,3,4,Slightly Better,Neutral,No,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15215,Yes,Yes,Yes,25-34
10471192237,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,Yes,Yes,4,2,Slightly Better,Somewhat Disapprove,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat more negative opinion,15206,Yes,Yes,Yes,25-34
10471190723,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,No,4,3,Significantly Better,Somewhat Approve,Not sure,Not sure,Not sure,Yes,Yes,Yes,No change,15232,Yes,No,Yes,25-34
10471190357,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,No,Yes,3,3,No effect,Approve,Not sure,No,Yes,Yes,Yes,Yes,No change,15222,No,Yes,Yes,45-54
10471190181,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Yes,No,5,3,Slightly Worse,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15237,Yes,Yes,Yes,65+
10471185345,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,No,2,4,No effect,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15219,Not sure,Yes,Yes,45-54
10471184188,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,No,Yes,3,3,Slightly Better,Approve,Not sure,Not sure,Not sure,Yes,Yes,Yes,Somewhat more negative opinion,15217,Yes,Yes,Yes,25-34
10471181187,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,5,3,Significantly Better,Approve,No,No,No,No,No,No,No change,15275,No,Yes,Yes,45-54
10471180646,1/16/2019,1/16/2019,To little extent,Not familiar at all,Not sure,Yes,2,2,Slightly Better,Somewhat Disapprove,Yes,Not sure,Yes,Yes,Yes,Yes,Significantly more negative opinion,15224,Yes,Yes,Yes,25-34
10471178204,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,3,2,Significantly Better,Approve,Not sure,Yes,Yes,Yes,No,Yes,Somewhat more negative opinion,15221,Yes,Yes,Yes,35-44
10471174445,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,Yes,No,4,4,Slightly Better,Approve,Not sure,Yes,Yes,Yes,Yes,Yes,No change,15203,Yes,Yes,Yes,25-34
10471174202,1/16/2019,1/16/2019,To little extent,Not familiar at all,Not sure,Not sure,3,1,Slightly Better,Somewhat Disapprove,Yes,Not sure,Not sure,Yes,Yes,Yes,Somewhat more negative opinion,15206,No,Yes,Yes,35-44
10471173168,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,No,Yes,3,3,No effect,Somewhat Approve,Not sure,No,Not sure,Yes,Yes,Yes,No change,15108,Yes,Yes,Yes,55-64
10471170557,1/16/2019,1/16/2019,To little extent,Not familiar at all,Not sure,Not sure,3,3,No effect,Approve,No,Not sure,Not sure,Yes,Yes,Yes,No change,15206,Yes,Yes,Yes,55-64
10471170121,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Not sure,Yes,1,3,Significantly Worse,Disapprove,Yes,Yes,Yes,Not sure,Yes,Yes,Significantly more negative opinion,15207,No,Yes,Yes,35-44
10471169844,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,Yes,No,5,3,Slightly Better,Approve,No,Not sure,Not sure,Yes,Yes,Yes,No change,15217,Yes,Yes,Yes,65+
10471169800,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,No,5,3,Slightly Better,Approve,Not sure,Not sure,Yes,Not sure,Yes,Yes,No change,15238,Yes,Yes,Yes,65+
10471167570,1/16/2019,1/16/2019,To some extent,null,No,null,null,3,null,null,Not sure,Yes,Yes,Yes,null,null,Somewhat more negative opinion,15145,Yes,Yes,Yes,65+
10471167228,1/16/2019,1/16/2019,To a moderate extent,Extremely familiar,No,No,3,3,Significantly Better,Approve,Yes,No,No,Not sure,Not sure,No,No change,44720,No,Yes,Yes,45-54
10471166268,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,Yes,2,4,Slightly Worse,Somewhat Disapprove,null,null,null,null,Yes,Yes,Significantly more negative opinion,15120,No,No,null,null
10471166224,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,4,2,Slightly Better,Approve,No,No,No,Yes,Yes,Yes,No change,15206,Yes,Yes,Yes,65+
10471157583,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,Yes,2,3,Slightly Worse,Disapprove,Not sure,Not sure,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15221,No,Yes,Yes,35-44
10471154971,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,Yes,4,3,Slightly Better,Somewhat Approve,No,Yes,No,Yes,Yes,Yes,Somewhat more negative opinion,15206,No,Yes,Yes,35-44
10471154026,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,Yes,4,4,No effect,Approve,Not sure,Not sure,Not sure,No,No,Yes,No change,15222,No,Yes,Yes,65+
10471152859,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,No,null,3,Slightly Better,Approve,Yes,No,Not sure,Yes,Yes,Yes,No change,15005,Not sure,Yes,Yes,65+
10471151483,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,No,No,4,3,Slightly Better,Approve,No,No,Yes,Yes,Yes,Yes,No change,15221,Yes,Yes,Yes,35-44
10471149961,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Not sure,Yes,4,2,No effect,Somewhat Disapprove,Not sure,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15232,Yes,Yes,Yes,25-34
10471149370,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Not sure,Not sure,5,1,Significantly Better,Approve,Not sure,No,No,Not sure,No,No,Somewhat more positive opinion,15203,No,Yes,Yes,35-44
10471149107,1/16/2019,1/16/2019,To some extent,Not familiar at all,No,No,3,1,Slightly Better,Somewhat Approve,Yes,No,Yes,Yes,Yes,Yes,No change,15221,Yes,Yes,Yes,45-54
10471149018,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,4,3,Slightly Better,Somewhat Approve,Yes,Not sure,Yes,Yes,Yes,No,No change,15224,Yes,Yes,Yes,25-34
10471148134,1/16/2019,1/16/2019,To a moderate extent,Extremely familiar,Yes,Yes,4,2,Significantly Better,Approve,Not sure,No,No,Not sure,Not sure,Yes,No change,16001,No,Yes,No,45-54
10471146201,1/16/2019,1/16/2019,To some extent,Somewhat familiar,No,No,2,4,Slightly Worse,Somewhat Disapprove,Not sure,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15139,Yes,Yes,Yes,45-54
10471145579,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,No,5,4,Significantly Better,Approve,No,No,Not sure,Yes,Yes,Yes,Somewhat more negative opinion,15206,Yes,Yes,Yes,35-44
10471145366,1/16/2019,1/16/2019,To a large extent,Extremely familiar,No,Yes,5,4,Significantly Better,Approve,No,Not sure,Yes,No,Yes,No,No change,15116,No,Yes,Yes,25-34
10471145082,1/16/2019,1/16/2019,To some extent,Somewhat familiar,No,Yes,2,4,Slightly Worse,Somewhat Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15217,Yes,Yes,No,45-54
