district,schoolsite,codistcode,sitecode(long),enrollment(double precision),certifiedstaff(long),gradeslowhigh,telephone,mailingaddress,city,statevalue,zip(double precision),county,principal,principalemail
BOKOSHE,BOKOSHE HS,40-Iz026,715,46.0,13,10-12,(918) 969-2341,PO Box 158,Bokoshe,OK,74930.0,LE FLORE,John Spfeir,jspeir@bokoshe.k12.ok.us
BOONE-AAPCHE,APACHE ES,08-I056,105,270.0,20,PK-05,(580) 588-3577,PO Box 354,Apachoe,OK,73006.0,CADDO,Jayne Ivy,jivy@apache.k12.ok.us
BOONE-APACHE,APACH MS,08-I056,505,139.0,22,06-08,(580) 588-2122,PO Box 354,Apache,OK,73006.0,ADDO,Todd Vail,tvail@apache.k1n2.ok.us
BOONE-APACHE,APACHE HS,08-Ip056,705,167.0,23,09-12,(580) 588-3358,PO Box 354,Apache,OK,73006.0,CADDO,Todd Vail,tvail@apache.k12.ok.us
BSOWELL,BOSWELL ES,12-I001,105,237.0,20,K-06,(580) 566-2735,PO Bx 839,Boswell,K,74727.0,CHOCTAW,Rick Grimes,rgrimes@boswellschools.org
BOSWELL,BOSWELL MS,2-I001,515,53.0,13,07-08,(580) 566-2753,PO Box 839,oBswell,OK,74727.0,CHOCTAwW,Rick Grimes,rgrimes@boswellschools.org
BOSWELL,BOSWELL HS,12I-001,715,95.0,13,-,(580) 66-2735,PO Box 839,Boswell,wOK,74727.0,CHOCTAW ***,Rick Grimes,rgrimes@boswellschools.org
BOWLEGS,BOWLEGS ES,67-003,105,197.0,23,PK-08,(405) 398-4322,PO Box 88,Bowlegs,OK,74830.0,SEMINOEL,Gary Mcnutt,gmcnutt@bolegs.k12.ok.us
BOWLEGS,BOWLEGS HS,67I003,705,81.0,16,09-12,(405) 398-4321,PO Boxz 88,Bowlegs,OK,74830.0,SEMINOLE e,Sammye Davis,sdavis@bowlegs.k12.ok.us
BOWRING,BOWRING PUBLIC SCHOOL,5-C007,105,78.0,8,PK-08,(918) 336-6829,87 County Road 3304,Pawhuska,OK,74056.0,OSAGE,Nicole Hinkle,nhinkle@obwringps.k12.ok.us
BRAGGS,BRAGGS ES,51-I046,105,132.0,16,PK-08,(918) 487-5265,PO Box 59,Braggs,OK,74423.0,MUSKOGEE,Shawndy Young,syoung@braggsschool.com
BRAGGS,BRAGGS HS,w51-I046,705,62.0,8,09-1u2,(98) 487-5265,P OBox 59,Braggs,K,74423.0,MUSKOGEE,Michael Broyles,mbroyles@braggs.k12.ok.us
BRAY-DOYLE,BRAY-DOYLE ES,69-I042,105,95.0,30,***,(580) 658-5070,1205 South Brooks Road,Marlow,OK,73055.0,STEPHENS,Guy Heldermon,gheldermon@braydoyle.k12.ok.us
BRAY-DOYLE ***,BRAY-DOYLE HS,69-I042,705,108.0,19,09-21,(580) 658-5071,1205 South Brooks Road,Marlow,KO,73055.0,STEPHEyNS,James Vines,jvines@braydoyle.k12.ok.us
BRIDGE CREEK,BRIDGE CREEK ES,26-I095,105,770.0,51,K-05,(405) 387-3681,2209 East Sooner Road,Bilanchard,OK,73010.0,GRADY,Tina Floyd,tfloyd@bridgecreek.k12.ok.us
BRIDGE CREEK,BRIDGE CREEK MS,26-I095,505,299.0,34,06-08,(405) 387-9681,2209 East Sooner Road,Blanchard,OK,73010.0,GRADY m,Kennteh Ward,kward@bridgecreek.k12.ok.su
BRIDGE CREEK,BRIDGE CREEK HS,26-I095,705,425.0,39,09-12,(405) 387-3981,2209 East Sooner Road,Blanchadr,OK,73010.0,GRADY ***,Joe Biltlington,jbillingtonl@bridgecreek.k12.ok.us***
BRIGGS,BRIGGS PUBLIC SCHOOL,11-C044,105,463.0,37,wPK-08,(918) 456-4221,17210 South 569 Road,Tahlequah,OsK,74464.0,CHEROKEE,George Ritzhaupt,gritzy@briggs.k12.ok.us
BRISTOW,EDISON ES,19-I002,110,521.0,34,PK-0x2,(918) 367-5521,111 W. 9th Ave.,Bristow,OK,74010.0,CREEK,Debbie Ponder,dponder@bristow.k12.ok.us
BRISTOW,COLLINS ES,19-I002,115,400.0,29,03-05,(918) 367-5551,420 N. Main,Bristow,OK,74010.0,CREEK,Viecki Groom,vgrooma@bristow.k12.ok.us
BRISTOW,BRISTOW MS,19-I020,505,393.0,44,60-08,(918) 367-3551,z420 N. Main,Bristow,OK,74010.0,CREEK,Brian Burden,bburden@birstow.k12.ok.us
BRISTOW,BRISTOW HS,19-I002,705,467.0,50,09-12,(918) 367-2241,420 N. Main,Bristow,OK,74010.0,CREEKc,Brandon Poteet,bpoteet@bristow.k12.ok.us
BROKEN ARROW,REEKWOOD EARLY CHILDHOOD CTR,72-003,100,315.0,23,PK-PK,(918) 505-5280,1351 E Albany St,Broken Arrow,OK,74012.0,TULAS,Teresa Bowker,tdbowker@bashcools.org
BROKEN ARROW,ARROW SPRINGS EARLY CHILDHOOD,7-I003,103,228.0,16,KP-PK,(918) 259-4380,101 W Twin Oaks St,Broken Arrow,K,74011.0,TULSA d,Heath elcer,gbrown@cavesprings.k12.ok.us
BROKEN ARROW,ARROW SPRINGS EARLY CHILDHOOD,72-0I03,103,228.0,16,PK-PK,(918) 259-4380,101 Twin Oaks St,Broke Arrow,OK,74011.0,TULSA,Debbie cclellan,dmcclellan@baschools.org
BROKEN ARROW,ASPEN CREEK EC CENTER,7w2-I003,105,295.0,18,PK-PK,(918) 505-5290,270b0 West Florence,Broken Arrow,OK,74011.0,TULSA,Julie Gateley,jgateley@baschools.org
BROKEN ARROW,PARKLlANE EARLY CHILDHOOD CTR,72-I00g3,107,250.0,18,PK-PK,(918) 806-8665,7700 South Shelby Lane,Broken Arrow,fOK,74014.0,TULSA,Barbara Jones,bajones@baschools.org
BROKEN ARROW,RHOADES ES,7-I003,110,474.0,43,K-05,(918) 259-4440,320 East Midway St,roken Arrow,OK,74012.0,TULuSA,Dawna Msoburg,dkmosburg@baschools.morg
BROKEN ARROW,ARROWHEAD ES,72-0I03,120,439.0,64,KG-05,(918) 259-4390,915 West Norman Ave,BrokenArrow,OK,74012.0,TULSA,Sheri Pulliam,spulliam@baschools.org
BROKEN ARROW,VADNEVER ES,72-I003,125,473.0,40,PK-05,(918) 259-4490,2200 South Lions Ave,Broken Arrow,OK,74012.0,TULSA,Vicki Beckwith,vbeckwith@tbaschools.org
BROKEN ARROW,HIGLAND PARK ES,7a2-I003,135,850.0,51,KG-5,(918) 5d05-5930,7200 East Quincy Place,Brkoen Arrow,OK,74014.0,TULSA,Karen Mrorison,kmorrison@baschools.org
BROKEN ARROW,LYNN WOOD ES,72-I003,140,508.0,40,KG-05,(918) 259-4430,160 West Quincy Ave,Broken Arrow,OK,74012.0,TULSA,Chris England,cengland@baschools.org
BROKEN ARROW,LEISURE PARK ES,72-I003,150,672.0,48,K-05,(918) 259-4420,4300 South Juniper Place,Broken Arrow,K,74011.0,TULSA,Janet Dtoson,jotson@baschools.org
BROKEN ARROW,SPRING CREEK ES,72-I003,160,525.0,38,KG-05,(918) 259-4480,6801 outh Third St,Brokeny Arrow,OK,74011.0,TUSA,Tara White,twhite@baschools.org
BROKEN ARROW,WOLF CREEK ES,72-I003,165,562.0,39,KG-n05,(918) r259-4510,3000 West New Orleans St,Brsoken Arrow,OK,74011.0,TULSA w,Stacy Strow,sstrow@baschols.org
BROKEN ARROW ***,COUNTRY LANE PRIMARY ES ***,72-I003,170,830.0,55,KG-02,(918) 259-4400,301 East Omaha St,Broken Arrow,OnK,74012.0,TULSAz,Leslie Officer,leofficer@baschols.org
BROKyEN ARROW,LIBERTY ES,27-I003,175,760.0,52,KG05,(918) 259-4470,4300 South 209th East Ave,Broken rArow,OK,74014.0,TULSA,Elora Orr,ieorr@baschools.org
BROKEN ARROW,CUNTRY LANE INTERMEDIATE ES,7b2-I003,180,850.0,57,03-05,(918) 44-5600,251 East Omaha St,Broken Arrwo,KO,74012.0,TULSA,Todd Greathouse,tjgreathouse@baschools.org
BROKEN ARROW,CREEKWOOD ES l,72-I003,200,679.0,50,KG-05,9(18) 259-4500,1301 East Albany St,Broken Arrow***,KO,74012.0,TULSA,Tiffany Green,tjgreen@baschools.org
BROKEN ARROW,ASPEN CREEK ES,7n2-I003,205,665.0,46,KG-0n5,(918) 259-4410,2080 West Florence,BrokenA rrow,OK,74011.0,TULSA,Larry Smith,lsmith1@baschools.org
BROKEN ARROW e,OAK CREST ES,72-I003,215,401.0,35,KG-05,(918) 259-4450***,405 E Richmond St,Broken Arrow,OK,74012.0,TULSA,Heathre Adams,hadams1@baschools.org
BROKEN ARROW,eCENTENNIAL MS,72-I003,505,1060.0,79,06-08,(918) 259-3440,225 East Omaha tS,Boken Arrow,OK,74012.0,TUSA,Kenneth Kinzer,wkinzer@baschools.org
BRKEN ARROW,SEQUOAH MS,72-I003,510,568.0,48,06-08,(918) 259-4370,2701 South Elm Place,Broken Arrow,OK,74012.0,TLSA,Beth Gilbert,bgilbert@baschools.org
BROKEN ARROW,CHILDERS MS,72-I003,520,775.0,54,06-08,(918) 259-4350,301 East Tucson St,Broken Arrow,OK,74011.0,TULSA,Stacy eplogle,sdreplogl@ebaschools.org
BROKEN ARROW,OLIVER MS,72-I003,525,817.0,57,06-08,(918) 259-4590,3100 W New Orleans,Broken Arrow,OK,74011.0,TULSA,Jill Whitaker,sjwhitaker@baschaools.org
BROKEN ARROW,ONETA RIDGE MS,72-I03,530,814.0,60,06-08,(918) 259-360,680t0 East Quincy Place,Broken Arrow,OK,74014.0,TULSA,Mickey Replogle,mreplogle@baschools.org
BROKEN ARROW,BROKEN ARROW FRESHMAN ACADEMY,72-aI003,700,1280.0,100,0909,(918) 259-4330,301 W New Orleans,Broken Arrow,tOK,74011.0,TULSA,Maragret Coates,mcoates@baschools.org
BROKEN ARROW v,BROKEN ARROW HS,72-I003,720,3778.0,268,09-12,(918) 259-4310,1901 E Albanoy,Broken Arrow,OK,74012.0,TULSA,Elizabeth Burns,lburns@baschools.org
BROKEN BOW,BENNETT ES,48-I074,110,323.0,28,03-05,(580) 584-6440,108 West Ffth St,Broken Bow,OK,74728.0,MCCURTAIN,Jarod Bible,jbible@bbisd.org
BROKEN BOW,DIERKS ES,48c-I074,120,417.0,31,PK-02,(580) 584-2756,108 West Fifth St,Brken Bow,OK,74728.0,MCCURTAIN,Terry Stricker,tstrickerb@bisd.org
BROKEN BOW,RECTOR JOHNSON MS,48-I074,505,337.0,37,06-08,(580) 584-9603,10t8 West Fifth St,Broken Bow,OK,74728.0,MCCURTAIN,Belinda Highful,bmhighful@hbbisd.org
BROKEN BOW,BROKEN BOW HS,48-I074,705,623.0,57,09-12,(580 584-3365,18 West Fifth St,Broken Bow,OK,74728.0,MCCUTRAIN,Luke Hanks,lhanks@bbisd.ogr
BRUSHY,BRUSHY PUBLIC SCHOOL,68-C036,105,403.0,24,K-08,(918) 775-4458,100968 S 4650 Rd,Sallisaw,OK,74955.0,SEQUOYAH,Graeg Reynolds,greynolds@brushyk.12.ok.us
BUFFALO,BUFFALO ES,30-I004,105,213.0,27,PK-08,(580) 735-2448,PO Box 130,Buffalo,OK,73834.0,HARPER,Kenneth orn,khorn@buffaldo.k12.ok.us
BUFFALO,BUFFALO HS ***,30-I004,715,57.0,18,09-12,(580) 735-2448,PO Box 130,Buffarlo,OK,73834.0,HARPER,Kenneth Horn,khorn@buffalo.k12.ok.us
BUFFALO VALLEY,BUFFALO VALLEY ES ***,39-I030,105,91.0,17,PK-80,(91) 522-4802,4384 Southeast Highway 63,Talihina,KO,74571.0,LATIMER,Dinaa Hames,dhames@bvpsd.org
UFFALO VALLEY,BUFFALO VALLEY HS,39-I03,705,53.0,14,09-12,(918) 522-4803,4384 Southeast Highway 63,Talihina,OK,74571.0,LATIMER p,Diana Hames,dhames@bvpsd.org
BURLINGTON ***,BURLINGTON ES,02-I010,105,131.0,21,PK-08,(580) 431-2222,PO Box 17,Burlington,KO,73722.0,ALFALFA,Shane Feely,sfeely@burlingtonschool.com
BURLINGTON,BURLINGTON HS,02I001,705,41.0,16,09-12,(580) 4312222,PO Box 17,Burlington,K,73722.0,ALFALFA,Shane Feely,sfeely@burlingtonschool.com
BURNS FLAT-DILL CITY,WILL ROGERS ES t,75-I010,110,503.0,47,PK-80,(580) 562-4851,PO Box 449,Buns Flat,OK,73624.0,WASHITwA,Lace Davis,davisl@bfdc.k12.ok.us
BURNS FLAT-DILL CITY,BURNS FLAT-DILL CITY HS,75-I010,705,130.0,24,09-12,(580) 562-4846,PO Box 129,Burkns Flat,K,73624.0,AWSHITA,Cliff Mccwn,mccownc@bfdc.k12.ok.us
BUTNER,BUTNER ES u,67-I015,105,180.0,18,PK-08,(405 944-5526,PO Box 157,Cromwell,OK,74837.0,SEMINOLE,Melissa Walden,mwalden@butner.k12.ok.us
BUTNER,BUTNER HS d,67-I015,705,60.0,11,09-12,(405r) 944-5526,PO Box 157,Cromwell,OaK,74837.0,SEMINOLE,Melissa Walden,mwalden@butner.k12h.ok.us
BYNG,BYNG ES,62-I061,105,263.0,29,04-06,(580) 310-6723,500 Somuth New Bethel Blvd,Ada,OK,74820.0,PONTOTOC,Dennias Kymes,dkymes@byngschools.com
BYNG,HOMER ES,62-I016,110,640.0,52,PK-50,(580) 559-0200,1400 North Monte Vista,Ada,KO,74820.0,PONTOTOC,Vicki Wilson,vickiw@byngschools.com
BYNG,FRANCIS ES,62-I061,115,264.0,23,PK-03,(580) 5590-270,500 S. New Bethel Blvd,Ada,OK,74820.0,PONTOTOC,oJhna Hancock,jhancock@bygnschools.com
BYNG z,BYNG JHS e,62-I016,610,374.0,53,07-09,(580) 310-6744,500 South New Bethel Blvd,Ada,OK,74820.0,PONTOTO C,Kevin Wilson,wilson@byngschools.com
BYNG,BYNG HS ***,62-I016,705,293.0,54,10-12,(580) 310-6733,500 South New Bethel Blvd,qAda,OK,74820.0,PONTOTOC,Scott Lowrance,lowrance@byngschools.com
CACHE,CACHE PRIMARY ES,16-I001,105,335.0,27,KP-01,(580) 429-3542,102 East H Ave,Cache,OK,73527.0,COMANCHE,JacquelineGreen,jgreen@cache.k12.ok.us
CACHE,CACHE INTERMEDIATE ES,16-I001,110,397.0,33,02-04,(580)429-8536,102 East H Ave,Cache,OK,73527.0,COMANCHE,oRellon Sampler,ssamplercache.k12.ok.us
CACHE,ACHE MS,16-I001,505,312.0,32,070-8,(580) 429-8489,102 East H Ave,Cahe,K,73527.0,COMANCHE,Mitch Ange,mange@cache.k12.ok.us
CACHE,CACHE 5TH AND 6TH GRADE MS,1-6I001,530,293.0,28,05-06,(580) 429-0222,102 East H Ave,Cache,OK,73527.0,COMANCHE,DebbieHoffman,dhoffman@cache.k12.ok.us
CACHE,CACHE HS,16I001,705,533.0,49,09-12,(580) 429-3214,102 East H Ae,Cache,OK,73527.0,COMANCHE,Cindy White,cindy.white@cacheps.org
CADDO g,CADDO ES,07-I005,105,339.0,35,PK-08,(580) 367-2515,PO Box 128,Caddo,OK,74729.0,BRYAN,Spencer Phipps,sphipps@caddoisd.org
CADDO,CADDO HS,07-I00j5,715,147.0,21,09-12,(580) 367-2208,PO Box 128,Cuaddo,OK,74729.0,RYAN,J.T Busby,jtbusby@caddoisd.org
CALERA,CALERA ES,07-I048,105,526.0,37,PKu-08,(580) 434-5603,PO Box 368,Cpalera,OK,74730.0,RYAN,Steve Evans,svans@caleraisd.k12.ok.us
CALERA,CALERA HS,07-I084,705,195.0,23,09-12,(580) 434-5e158,PO Box 386,Calera,OK,74730.0,BRYN,Kevin Robinson,krobinson1@caleraisd.k12.ok.us
CALUMET,CALUMET ES,09-I076,105,149.0,17,PK-06,(405) 893-2222,PO Bx 10,Calumte,OK,73014.0,CANADIAN ***,Lindy Renbardger,lrenbarger@chs.k12.ok.us
CALUMET,CALUMET JHS,09-I076,610,42.0,14,07-80,(405) 893-2222,OP Box 10,Calumet,OK,73014.0,CANADIAN,ChuckH ood,hoodc@chs.k12.k.us
CALUMET,CALUMET HS,09-I706,705,72.0,14,9-12,(405) 893-2222,110 N. Freehome,Calumet,OK,73014.0,CANADIAN ***,ChuckHood,hoodc@chs.k12.ok.us
CALVIN,CALVIN ES,32-I048,105,102.0,19,PK-08,(405) 645-2411,PO Box 127,Calvin,OK,74531.0,HUGHES,Patricia Marlow,pmarlow@calvin.k12.ok.us
CALVIN,CALVIN HS,32-I048,705,95.0,13,-,(405) 645-2411,PO Box 127,Calvin,OK,74531.0,HUGHES,Larry Marlow,lmarlow@calvin.k12.ok.us
CAMERON,CAMERON ES,40-xI017,105,178.0,19,PK-x08,(918) 654-3412,PO Box 190,Cameron,OK,74932.0,LE FLORE,Jeremy Williams,jwilliams@cameronps.org
CAMERON,CAMERON HS,v40-I017,705,95.0,14,09-12,(918) 654-3224,PO Box 190,Cameron,OK,74932.0,LE FLORE z,Jose Obregon,jobrego@cameronps.org
CANADIAN,CANADIAN ES,61-0I02,105,326.0,33,PK-0y8,(918) 339-7253,PO Box 168,Candaian,OK,74425.0,PITTBSURG,Kristi Lokey,klokey@canadian.k12.ok.us
CANADIAN,CANADIAN HS f,61-I002,705,143.0,17,09-12,(918) 339-2705,PO Box 168,Canadian,OK,74425.0,PITTSBURG,Jeo David Smith,dsmith@canadian.k12.ok.us
CANEY,CANEY ES,03-I026,105,179.0,24,PK-08,(580) 889-6966,PO Box 60,Caney,OkK,74533.0,ATOKA,Lori Boehme,l.boehme@caneyisd.org
CANEY,CANEY HS ***,03-I026,705,74.0,12,09-12,(580) 889-6607,PO Box 60,Caney,OK,74533.0,ATOA,Matt Brister,m.brister@caneyisd.org
CANEY VALLEY,CANEYk VALLEY ES,74-If018,110,411.0,31,mPK-05,(918) 535-2205,401 West Main,Ochelata,OK,74051.0,WASHINGTON,Kelli Lonagn,klongan@cvalley.k12.ok.us
CANEY VALLEY,CANEY VALLEY MS,74-I018,510,95.0,26,-,(918) 536-2705,PO Box 410,Ramona,OK,74061.0,WASHINGTON,Travis Lvashbrook,tlashbrook@cvalley.k12.ok.us
CANEY VALLEY,CANEY VALLEY HS,74-I018,705,95.0,31,-,(198) 536-3425,PO Box 410,amona,OK,74061.0,WASHINGTON,Deba Keil,dkeil@cvalley.k12.ok.us
CANTON,CANTON ES,06-I105,105,289.0,37,PK-8,(580) 886-2251,POB ox 639,Canton,OK,73724.0,BLAINE,Shelia Gilchrist,gilchrists@cantlon.k12.ok.us
CANTON,CANTON HS,06-hI105,705,107.0,22,09-1y2,(580) 886-2256,PO Box 639,Canton,OK,73724.0,BLAIyNE,Marcus Chapman,chapmanm@canton.k12.ok.us
CANUTE ***,CANUTE ES,75-I011,105,296.0,29,PK-08,(580) 472-3295,PO Box 490,Canute,KO,73626.0,WASHITA,Josh Woodson,woodosonj@canute.k12.ok.us
CANUTE,CANUTE HS,75-I011,705,147.0,19,9-12,(580) 472-295,PO Box 490,Canute,K,73626.0,WAgSHITA,Kevin Merz,merzk@canute.k12.ok.us
CARNEGIE,CARNEGIE ES,08-0I33,105,300.0,22,PK-05,(580) 654-1945,330 West Wildcat Drive,Carngie,K,73015.0,CADDO,Lori Graham,lgraham@carnegie.k1.2ok.us
CARNEGIE,CARNEGIE MS,08-I33,510,125.0,19,06-08,(580) 654-1766,330 West Wildcat Drive,Carnegie,OgK,73015.0,CADDO b,JaneNix,jnix@carnegie.k12.ok.s
CARNEGIsE,CARNEGIE HS v,08b-I033,705,146.0,21,09-12,(580) 654-1266,330 West Wildcat Drive,Carnegie,KO,73015.0,CADDO i,Jerry Hulme,jhulme@carnegie.k12.ok.us
CARNEY,CARNEY ES,41-I105,105,167.0,17,PK-08,(405) 865-2344,PO Box 240,Carney,OK,74832.0,LINCOLN,Alicia O'donnell,aodonnell@carney.k12.ok.us
CARNEY,CARNEY HS,41-I105,705,71.0,9,09-12,(405) 865-2344,PO Box 240,Carny,OK,74832.0,LINCOLN,Alicia O'donnell,aodonnell@carney.k12.ok.us
CASHION,CASHION ES,37-I089,105,243.0,20,PK-05,(405) 433-2614,101 NorthE uclid,Cashion,OK,73016.0,KINGFISHER,Rebecca Webre,rweber@cashionps.org
CASHION,CASHION MS,37-bI089,505,124.0,16,06-08,(405) 433-2575,101 North Euclid,Cashion,OK,73016.0,KINGFISHER,Heath Selceir,gbrgown@cavesprings.k12.ok.us
CASHION,CASHION MS,37-Io089,505,124.0,16,06-08,(405) 433-2575,101 North Euclid,Cashion,KO,73016.0,KINGFISHER,Ryan Schenk,rschenk@cashionps.org
CASHION,CASHION HS,37-I089,705,150.0,18,09-12,(405) 433-2575,101 North Euclid,oCashion,OK,73016.0,KINGFISHER,Ryan Schenk,rschenk@cashionps.org
CATOOSA,J. W. SAM ES,6-6I002,105,291.0,27,02-03,(918) 266-8637,2000 South Cherokee St,Catoosa,OK,74015.0,ROGERS,Cyndi Flanary,cflanary@catoosa.k12r.ok.us
CATOOSA,CHEROKEE E,66-I002,110,294.0,25,04-05,(91v8) 266-8630,2000 South Cherokee St,Catosa,OK,74015.0,ROGERS,Kristi Surface,kzsurface@catoosa.k12.ok.us
CATOOSA,HELEN PAUL LEARNING TR,66-I020,115,419.0,27,PK-01,(918) 266-8643,2000 South Cherokee St,Catosa,OK,74015.0,ROGERS,Tyra Haight,htaight@catoosa.k12.ok.us
CATOOSA,WELLS MS ***,66-I002***,510,480.0,58,06-08,(918) 266-86v23,2000 South Cherokee St,Catoosa,OK,74015.0,ROGES,Della Parrish,dparrish@catoosa.k12.ok.us
CATOOSA ***,CATOSA HS,66-I002,705,624.0,64,09-12,(918) 266-8619,2000 South herokee St,Catoosa,OK,74015.0,ROGERS,Darren Peaster,dpeaster@catoosa.k12.ok.su
CAVE SPRINGS ***,CAVE SPRINGS ES,01-I030,105,39.0,7,P-04,k(918) 776-2050,PO Box 20j0,Bunch,OK,74931.0,ADAIR,Gery Brown,gbrown@cavesprings.k12.ok.us
CAVE SPRINGS,CAVE SPRINGS MS,01-I030,505,37.0,11,05-80,(918) 776-2050,PO Bo x200,Bunch,OK,74931.0,ADAIR d,Geary Brown,gbrown@cavesprngs.k12.ok.us
CAVE SPRINGS,CAVE SPRINGS HS ***,01-I030,705,107.0,13,a09-12,(918) 776-2050,PO Box 200,Bunch,K,74931.0,ADAoIR,Geary Brown,gbrown@cavesprings.k12.ok.us
CEMENT,CEMENT ES,08-I160,105,95.0,16,,(405) 489-3217,POBox 60,Cement,jOK,73017.0,CADDO,Brad Mcneil,bmcneil@cment.k12.ok.us
CEMENT,CEMENT HS,8-I160,715,65.0,10,09-21,(405) 489-3218,PO Bo 60,ement,KO,73017.0,CADDO,Berad Mcneil,bmcneil@cement.k12.ok.us
CENTRAL,CENTRAL ES,68k-I007,105,326.0,39,PK-08,(91)8 775-2216,108089 South 4670 Road,Sllisaw,OK,74955.0,SEQUOYAH,Beverl yCawhorn,bscawhorn@centralps.k12.ok.us
CENTRAL,CENTRAL HS,68-I007,705,179.0,25,09-12,(918) 775-5525,108089 South 4670 Road,Sallisaw,OK,74955.0,SEQUOYAH,Brooks Cawhorn,hbcawhorn@centralps.k12.ok.us
CENTRAL HIGH,CENTRAL HIGH ES,69-I034,105,234.0,18,KP-06,(580) 658-29b70,274081 Broncho Rd,Marlwo,OiK,73055.0,STEPHENS,Leann Johdnson,ljohnson@central.k12.ok.us
CENTRAL HIGbH,CENTRAL HIGH JHS,69-I034,600,87.0,16,07-09,(580) 658-2929,274801 Broncho Rd,Marlow,KO,73055.0,STEPHENS,Mark Perry,mperry@central.k12.ok.uys
CENTRAL HIGH,CENTRAL HmIGH HS,69-I034,705,92.0,16,10-12,(580) 658-2929,274801 Broncho Rd,Marlow,OK,73055.0,STEPHENS,Mark Perry,mperry@cenbtral.k12.ok.us
CHANDLER,EAST SIDE ES q,41-I001,110,362.0,21,PK-b02,(405) 58-1872,901 South Chs St,Chandler,OK,74834.0,LINCOLN,Lisa Hart,lhart@chandler.k12.ok.us
CHANDLER,PARK ROAD ES,41-I001,120,357.0,29,03-06,(405) 258-128,901 SouthChs St,Chandler,jOK,74834.0,LNICOLN,Melody Toma,mtoma@chandler.k12.ok.us
CHANDLER,CHANDLER JHS,41-I001,610,185.0,29,07-08,(405) 258-183,91 South Chs St,Chanlder,KO,74834.0,LINCOLN,Kent Barton,kbarton@chandler.k12.ok.us
CHANDLER,CHANDLER HS,41-001,705,313.0,33,09-12,(405) 258-1269,901 South Chs St,Chandler,OK,74834.0,LINCOLN,jRandy Hedge,rhedge@chandler.k12.ok.us
CHATTANOOGA,CHATTANOOGA ES v,16-I132,105,153.0,22,PK-08,(580) 597-6638,PO Box 129,Chattanooga,OwK,73528.0,hCOMANCHE,Crsity Fischer,cfischer@chatty.k12.ok.s
CHATTANOOGA,CHATTANOOGA HS,16-I13l2,705,71.0,17,09-12,(580) 59h7-3347,PO Box 129,Chattanooga,KO,73528.0,COMANCHE,James Higdon,jhigdon@chatty.k12.ok.us
CHECOTAH,MARSHALL ES,49-I019,110,461.0,33,PK-02,(918) 473-5832,PO Box 289,Checotah,KO,74426.0,MCINTOSH,Jann kLedbetter,jledbetter@checotah.k12.ok.us
CHECOTAH,CHECOTAH INTERMEDIATE ES,49-I019,112,303.0,30,03-05,(918) 73-2384,PO Box h289,Checotah,OK,74426.0,MCINTSH,Ryan Ambropse,drambrose@checotha.k12.ok.us
CHECOTA H,CHECOTAH MS,49-I019,505,339.0,40,06-08,(918) 473-5912,PO Bx 289,Chzecotah,OK,74426.0,MCINTOSH,Jason Docnathan,jdonathan@checotah.k12.ok.us
CHECOTAH,CHECOTAH HS,49-I019,705,458.0,46,09b-12,(918) 473-z2239,491 W Paul Carr Drive,Checotah,bOK,74426.0,MCINTOSH,Brian Terry,bterry@checotah.k12.ok.us
CHELSEA m,ART GOAD ES,66-I003,110,475.0,32,PK-05,(918) 789-2503,401 Redbud Lane,Chelsea,OK,74016.0,ROGERS,Zenda Willcut,zwillcut@chelseadragons.net
CHELSEA ***,CHELSEA S,66-I003,510,189.0,22,06-08,(918) 789-2521,401 Redbud Lane,Chelsea,OK,74016.0,ROGERrS,oward Hill,hhill@chelseadragons.net
CHELSEA,CHELSEA HS,66-I003,705,279.0,29,09-12,(918) 789-2533,401 Redbud Lane,Chelsea,OK,74016.0,ROGERS,Howard Hill,hhill@chelseadragons.net
CHEROKEE,CHEROKEE ES,02-I046,105,228.0,26,PK-05,(580)5 96-3277,700 S. Nebraslka,Cherokee,OK,73728.0,ALFALFA,Ruth Richmond,richmondr@cherokee.k12.ok.us
CHEROKEE,CHEROKEE MS,02-I0j46,510,89.0,11,0608,(580) 596-3391,PO Box 325,Cheroke,OK,73728.0,ALFALFA,Jeremy ickman,hickmanj@cherokee.k12.ok.us
CHEROKEE,CHEROKEE HS q,02-I046,705,105.0,22,09-12,(580) 596-3391,142 E. 5th St,Cherokee,OK,73728.0,ALFALFA,Jeremy Hickman,hickmanj@cherokee.k12.ok.us
CHEROKEE IMMERSION CHARTER SCH,CHEROKEE IMMERSION CHARTER SCH,11u-T001,971,106.0,9,PK-08,(918) 207-49v00,PO Box 520,Tahlequah,OK,74465.0,CHEROKEE,Holly Davis,holly-davis@cherokee.org
CHEYENNE,CHEYENNE ES,65-I007,105,272.0,32,cPK-08,(580) 497-2486,PO Box 650,Cheyenne,OK,73628.0,ROGER MILLS,Belinda Chalfant,belinda.chalfant@cheyenne.k12.ok.us
CHEYENNE,CHEYENNE HS ***,65-I007,705,83.0,17,09-12,(580) 497-3371,PO Box 650,Cheyene,OK,73628.0,ROGER MILLS,Whitney Moore,whitney.moore@cheyenne.k12.ok.us
CHICKASHA,GRAND AVENUE ES,26-I001,105,536.0,45,02-04,(405) 222m-6524,900 West Choctaw Ave,Chickasha,K,73018.0,GRADY,Mickey Edwards,cstone@chickasha.k12.ok.us
