324.telephone,580) 296-2198,(580) 296-2198
1748.principal,iKm Hall,Kim Hall
261.district,CHANDLER                     ,CHANDLER                      
1626.gradeslowhigh,0-12,09-12
1722.city,arner,Warner
1691.statevalue,KO,OK
1589.codistcode,72-I01,72-I001
1439.district,SHAWNEE                      ,SHAWNEE                       
874.principalemail,dtesta@mcaelster.k12.ok.us,dtesta@mcalester.k12.ok.us
947.principalemail,charlauhles@mooreschools.com***,charlauhles@mooreschools.com
1542.gradeslowhigh,09-21,09-12
1614.mailingaddress,2010 Esat 48th St North,2010 East 48th St North
1729.telephone,(18) 422-5131,(918) 422-5131
1063.schoolsite,NORMAN NORTH HS               ***,NORMAN NORTH HS               
630.schoolsite,HAMMON ES                    ,HAMMON ES                     
1514.schoolsite,SULPHU RHS                    ,SULPHUR HS                    
845.telephone,(580) 79i5-3339,(580) 795-3339
570.statevalue,rOK,OK
947.county,LEVELAND   ,CLEVELAND   
946.gradeslowhigh,KG-w06,KG-06
269.gradeslowhigh,09b-12,09-12
708.principal,Kyle Frod,Kyle Ford
916.statevalue,KO,OK
541.district,FORT COBB-BROXTON             ***,FORT COBB-BROXTON             
1467.district,SOUTH ROCK CEREK              ,SOUTH ROCK CREEK              
780.mailingaddress,1202 Southmwest 27th St,1202 Southwest 27th St
530.codistcode,23-I02,23-I002
885.county,GRANT p      ,GRANT       
187.gradeslowhigh,0909,09-09
1523.gradeslowhigh,09-2,09-12
926.principal,Joey Mcbried,Joey Mcbride
708.county,ROGERS     ,ROGERS      
431.district,DUNCN                        ,DUNCAN                        
1689.statevalue,K,OK
570.principal,Pil Hoopes,Phil Hoopes
286.county,GAFIELD    ,GARFIELD    
1552.mailingaddress,1300 ast Main St,1300 East Main St
513.schoolsite,ENID HS                      ,ENID HS                       
946.telephone,(405) 735-4501,(405) 735-4510
416.city,Ardore,Ardmore
875.schoolsite,WASHINGTOfN EC CTR             ,WASHINGTON EC CTR             
18.principal,Tony Hoolt,Tony Holt
310.statevalue,fOK,OK
440.district,DURANT                        ***,DURANT                        
1171.gradeslowhigh,0-708,07-08
1272.telephone,(580) 7583282,(580) 758-3282
1044.codistcode,14-029,14-I029
1407.codistcode,19-I033***,19-I033
335.schoolsite,COLLINSVILLE 6TH GRADiE CENTER ,COLLINSVILLE 6TH GRADE CENTER 
1749.codistcode,18-I107,18-I017
1177.gradeslowhigh,9-12,09-12
966.mailingaddress,400 North Braodway St,400 North Broadway St
808.principal,Julie fMalone,Julie Malone
635.schoolsite,HARDESTY H                   ,HARDESTY HS                   
1253.city,tSilwell,Stilwell
544.telephone,(9n18) 478-4841,(918) 478-4841
1628.city,uTlsa,Tulsa
463.statevalue,OmK,OK
855.district,MAPLE                         ***,MAPLE                         
570.codistcode,24-047,24-I047
930.city,Okalhoma City,Oklahoma City
511.gradeslowhigh,60-08,06-08
93.statevalue,KO,OK
94.district,BEGGS     q                    ,BEGGS                         
1212.telephone,(58) 648-2243,(580) 648-2243
73.gradeslowhigh,fPK-08,PK-08
1479.telephone,(9r18) 689-5241,(918) 689-5241
585.schoolsite,GOODWELL HS                  ,GOODWELL HS                   
62.district,ARKOMA                       ,ARKOMA                        
1022.district,ENW LIMA                      ,NEW LIMA                      
1630.codistcode,7-I001,72-I001
532.statevalue,KO,OK
1117.schoolsite,EUGENE FIELD ES          i     ,EUGENE FIELD ES               
1271.gradeslowhigh,PK-60,PK-06
264.statevalue,OwK,OK
437.schoolsite,WASHINGTON IRVIN ES          ,WASHINGTON IRVING ES          
1014.statevalue,K,OK
1361.mailingaddress,PO Box 01,PO Box 10
351.mailingaddress,400 E aMine,400 E Maine
111.principalemail,nlunn@ibgpastureps.k12.ok.us,nlunn@bigpastureps.k12.ok.us
1633.principalemail,butlemi@tulsashools.org,butlemi@tulsaschools.org
1403.gradeslowhigh,P-05,PK-05
719.schoolsite,SOTUHEAST ES                  ,SOUTHEAST ES                  
1182.principalemail,cmgardner@okpcs.org,cmgardner@okcps.org
1492.county,ADAIR       ***,ADAIR       
76.county,OSGAE       ,OSAGE       
109.schoolsite,BETHEL HS                     ***,BETHEL HS                     
164.principal,Heath elcer,Heath Selcer
1146.principalemail,dmlisenby@okcps.org,mdlisenby@okcps.org
192.county,MCCUTRAIN   ,MCCURTAIN   
1634.principalemail,martile@tulsaschools.org,martiel@tulsaschools.org
173.principal,Janet Dtoson,Janet Dotson
310.mailingaddress,304 N. 1st t.,304 N. 1st St.
261.statevalue,jOK,OK
1127.district,OKLAHOMA CITY                ,OKLAHOMA CITY                 
1399.principalemail,ernie.kothe@sanditse.org,ernie.kothe@sandites.org
489.gradeslowhigh,,-
1345.schoolsite,WESTERN OAKS M               ,WESTERN OAKS MS               
325.city,oClbert,Colbert
107.principalemail,cookt@bethel.k12.ok.s,cookt@bethel.k12.ok.us
344.codistcode,47-I004,74-I004
738.codistcode,21C030,21-C030
163.county,TULAS       ,TULSA       
388.mailingaddress,400n East Atlanta Ave,400 East Atlanta Ave
1201.statevalue,K,OK
1156.principal,Susna Robertson,Susan Robertson
1353.city,Quintn,Quinton
511.telephone,(50) 366-8200,(580) 366-8200
1250.mailingaddress,602 Fporest St,602 Forest St
1334.schoolsite,OVERHOLSER ES       o          ,OVERHOLSER ES                 
974.mailingaddress,PO Bo x80,PO Box 80
712.principalemail,kkell@yk12.com,kkelly@k12.com
1795.gradeslowhigh,x02-05,02-05
3.statevalue,K,OK
562.principal,Aton Rawlins,Alton Rawlins
580.codistcode,72w-I013,72-I013
1333.statevalue,K,OK
41.schoolsite,AMBRE-POCASSET JHS            ,AMBER-POCASSET JHS            
1824.gradeslowhigh,04z-05,04-05
228.county,ATOA       ,ATOKA       
1329.principalemail,ljohnson@putnaqmcityschools.org,ljohnson@putnamcityschools.org
1236.county,LE FLORE   ,LE FLORE    
966.county,CLEVELAN   ,CLEVELAND   
863.principalemail,rbrown@myaryetta.k12.ok.us,rbrown@maryetta.k12.ok.us
33.principal,Roe Worbse,Roe Worbes
1590.schoolsite,MARSHALL ES              r     ,MARSHALL ES                   
415.principalemail,dgardne@dickson.k12.ok.us,dgardner@dickson.k12.ok.us
877.district,MCALESTER y                    ,MCALESTER                     
974.principalemail,mwomack@omrris.k12.ok.us,mwomack@morris.k12.ok.us
1668.county,TULSqA       ,TULSA       
1689.city,Seminovle,Seminole
634.gradeslowhigh,PK-q08,PK-08
1198.schoolsite,OKLAHOM AUNION ES             ,OKLAHOMA UNION ES             
320.principalemail,eknny.stringer@clintonokschools.org,kenny.stringer@clintonokschools.org
1193.telephone,(405) 605-6200,(405) 605-2600
837.statevalue,K,OK
1243.principalemail,mwinters@paulsavlley.k12.ok.us,mwinters@paulsvalley.k12.ok.us
1618.principalemail,regnjio@tulsaschools.org,regnijo@tulsaschools.org
1477.city,Serling,Sterling
1822.principal,ance Haggard,Lance Haggard
757.gradeslowhigh,KP-05,PK-05
1425.statevalue,K,OK
23.mailingaddress,PO Boxw 49,PO Box 49
826.codistcode,37-I030,37-I003
15.codistcode,y58-I026,58-I026
325.county,BRYAN  j     ,BRYAN       
802.schoolsite,MACARTHUR HS               q   ,MACARTHUR HS                  
704.city,Indiahma,Indiahoma
400.principalemail,bregier@dclabk12.org,bregier@dclak12.org
639.principalemail,dparker@harrahschools.com***,dparker@harrahschools.com
880.mailingaddress,PO Bo 189,PO Box 189
870.principal,Kathy Hunpt,Kathy Hunt
1031.codistcode,36I125,36-I125
1139.schoolsite,THELMA R. PARKS ES        p    ,THELMA R. PARKS ES            
291.codistcode,55-004,55-I004
27.city,Atus,Altus
1276.county,ARTER      ,CARTER      
597.statevalue,KO,OK
41.city,mAber,Amber
1664.city,Tulgsa,Tulsa
113.telephone,(580) 725-3721,(580) 725-3271
1444.codistcode,63-I0t93,63-I093
346.mailingaddress,O Box 510,PO Box 510
486.county,BECoKHAM     ,BECKHAM     
1413.mailingaddress,PO Bx 323,PO Box 323
1494.statevalue,OhK,OK
1532.gradeslowhigh,3-05,03-05
489.telephone,(580) 25-2229,(580) 225-2229
860.mailingaddress,PO Bo x73,PO Box 73
1826.schoolsite,YUKON MSk                      ,YUKON MS                      
1436.principalemail,rdonalodson@smps.k12.ok.us,rdonaldson@smps.k12.ok.us
1248.codistcode,57-002,57-I002
672.mailingaddress,PO Box 89y9,PO Box 899
615.district,GTUHRIE                       ,GUTHRIE                       
1482.county,HASKELL    w ,HASKELL     
825.county,KINGFISHE R ,KINGFISHER  
39.schoolsite,ALV HS                       ,ALVA HS                       
1674.schoolsite,MARbSHALL T. MOORE ES          ,MARSHALL T. MOORE ES          
696.principal,Brad Feguson,Brad Ferguson
201.city,Burkns Flat,Burns Flat
142.district,BOONE-AAPCHE                  ,BOONE-APACHE                  
606.principalemail,trumbull@ridgerunners.net,ktrumbull@ridgerunners.net
1719.gradeslowhigh,PK-0m8,PK-08
1550.district,TISHOMINGOl                    ,TISHOMINGO                    
985.telephone,(580) 347-2211***,(580) 347-2211
136.schoolsite,BOIfSE CITY ES                 ,BOISE CITY ES                 
1268.mailingaddress,823 Second StN orthwest,823 Second St Northwest
1146.gradeslowhigh,PK-0d6,PK-06
1328.mailingaddress,7j501 West Hefner Road,7501 West Hefner Road
929.telephone,(580 384-5514,(580) 384-5514
85.statevalue,K,OK
665.principal,Kair Ridenhoucr,Kair Ridenhour
569.schoolsite,GANSHS                       ,GANS HS                       
1261.mailingaddress,01 Elm St,901 Elm St
1447.telephone,(580) 2692-911,(580) 269-2911
65.city,sher,Asher
638.district,HARRAH                        ***,HARRAH                        
1264.gradeslowhigh,P-PK,PK-PK
614.gradeslowhigh,7-08,07-08
293.telephone,(40)5 769-3106,(405) 769-3106
1499.mailingaddress,P OBox 589,PO Box 589
1411.telephone,(918) 224l-6560,(918) 224-6560
769.city,Kremlni,Kremlin
935.gradeslowhigh,iPK-08,PK-08
829.telephone,(580) 657-313r2,(580) 657-3132
358.telephone,(918) 486c-4474,(918) 486-4474
1654.county,ATOKAk       ,ATOKA       
530.schoolsite,FARGO HS                w      ,FARGO HS                      
623.principalemail,mark.stickland@guymontigers.com,mark.strickland@guymontigers.com
323.district,COALGATE                     ,COALGATE                      
802.gradeslowhigh,0912,09-12
276.codistcode,11u-T001,11-T001
989.schoolsite,MULDROW MS                    ***,MULDROW MS                    
1131.codistcode,5n5-I089,55-I089
1661.county,OKMULGE    ,OKMULGEE    
392.telephone,(405) 38-9100,(405) 348-9100
267.telephone,(918) 73-2384,(918) 473-2384
1764.telephone,(405) 530-3415,(405) 350-3415
74.schoolsite,BALKO HS                     ,BALKO HS                      
1422.statevalue,wOK,OK
513.principalemail,jdbeireschmitt@enidk12.org,jdbeierschmitt@enidk12.org
617.statevalue,K,OK
1462.mailingaddress,PO Box3 68,PO Box 368
652.statevalue,OiK,OK
1667.principalemail,kiger.theresta@unionps.org,kiger.theresa@unionps.org
1291.schoolsite,PONCA CITY WEST MvS            ,PONCA CITY WEST MS            
1547.statevalue,KO,OK
220.principal,ChuckHood,Chuck Hood
316.county,CUSTRE      ,CUSTER      
1050.gradeslowhigh,K-05,PK-05
39.codistcode,76-Im001,76-I001
281.codistcode,y26-I001,26-I001
1631.county,TULSA      ,TULSA       
568.schoolsite,GANS ES   h                    ,GANS ES                       
1109.telephone,(405) 587h-9800,(405) 587-9800
847.county,kGREER       ,GREER       
1752.telephone,(405) 7862-203,(405) 786-2203
540.gradeslowhigh,PK-5,PK-05
1387.gradeslowhigh,09-21,09-12
157.principal,Joe Biltlington,Joe Billington
972.city,Moobreland,Mooreland
238.county,CADDO   i    ,CADDO       
419.principal,bAidin Erez,Abidin Erez
1404.principalemail,sharriman@santafesrouth.org,sharriman@santafesouth.org
1044.statevalue,K,OK
404.principalemail,tmartin@depew.k12.ok.uls,tmartin@depew.k12.ok.us
1592.schoolsite,MCLCURE ES                    ,MCCLURE ES                    
854.mailingaddress,PO Box 86,PO Box 68
1508.codistcode,1-I054,41-I054
292.telephone,(405) 769-078,(405) 769-3078
11.city,dAair,Adair
468.city,Edmnod,Edmond
1624.statevalue,K,OK
1089.city,Oklahom aCity,Oklahoma City
1014.gradeslowhigh,K-04,PK-04
466.district,EDMOND        r                ,EDMOND                        
1725.principalemail,dcrabbe@washnigton.k12.ok.us,dcrabbe@washington.k12.ok.us
114.county,CADOD       ,CADDO       
1681.codistcode,0l9-I057,09-I057
477.mailingaddress,PO Bokx 580,PO Box 580
1228.schoolsite,STONE CANYON ES              ,STONE CANYON ES               
1083.mailingaddress,991 Nw 23rd St.,919 Nw 23rd St.
1242.principal,Mia Lisa Wiegley,Mia Lisa Wigley
259.principalemail,mperry@cenbtral.k12.ok.us,mperry@central.k12.ok.us
1110.principalemail,mkstafford@okpcs.org,mkstafford@okcps.org
733.county,DELAWvARE    ,DELAWARE    
1213.gradeslowhigh,09-2,09-12
1002.city,Mwuskogee,Muskogee
247.principalemail,htaight@catoosa.k12.ok.us,thaight@catoosa.k12.ok.us
957.district,MORE                         ,MOORE                         
250.principal,Gery Brown,Geary Brown
784.mailingaddress,PO Bokx 130,PO Box 130
380.mailingaddress,300 Smiath Ave,300 Smith Ave
531.codistcode,3-I010,13-I010
1421.district,SEILING                      ,SEILING                       
1611.principal,Mleissa Woolridge,Melissa Woolridge
1787.principalemail,tmedlock@wgpstigers.k12.ok.us,tmedlock@wpstigers.k12.ok.us
564.county,NOLBE       ,NOBLE       
120.district,BIXBY                        ,BIXBY                         
1407.mailingaddress,1521 Snouth Wickham Road,1521 South Wickham Road
1067.mailingaddress,700 WestOsage Ave,700 West Osage Ave
1046.telephone,(405) 366-5940,(405) 366-5904
441.city,Duant,Durant
1191.city,Oklahoma Ciyt,Oklahoma City
899.mailingaddress,2130 Crounty Road 1317,2130 County Road 1317
606.statevalue,kOK,OK
979.principalemail,charlene@moseleyschool.coxm,charlene@moseleyschool.com
927.county,JOHNSTON    ***,JOHNSTON    
1744.statevalue,vOK,OK
743.principalemail,jgramlich@ketchumwarrziors.com,jgramlich@ketchumwarriors.com
1346.principalemail,cvinyard@putnamcityschoos.org,cvinyard@putnamcityschools.org
175.gradeslowhigh,KG-n05,KG-05
12.district,ADAIR        m                 ,ADAIR                         
821.mailingaddress,PO Box 99,PO Box 399
1115.mailingaddress,1123 Notheast Grand Blvd,1123 Northeast Grand Blvd
858.mailingaddress,PO Box p289,PO Box 289
1273.telephone,(580) 75-3282,(580) 758-3282
1589.telephone,(18) 746-9140,(918) 746-9140
571.district,GARBER                    w    ,GARBER                        
1235.mailingaddress,P Box 1680,PO Box 1680
1604.codistcode,72-I00g1,72-I001
1009.district,MUSTAmNG                       ,MUSTANG                       
751.county,CREEK       ***,CREEK       
1440.gradeslowhigh,01-5,01-05
1077.principalemail,tkruse@oilto.nk12.ok.us,tkruse@oilton.k12.ok.us
246.city,Catosa,Catoosa
131.city,Blancahrd,Blanchard
1752.statevalue,KO,OK
1009.statevalue,K,OK
1624.principalemail,johsneb@tulsaschools.org,johnseb@tulsaschools.org
1543.codistcode,i20-I007,20-I007
758.principalemail,bbrister@kingtson.k12.ok.us,bbrister@kingston.k12.ok.us
755.city,Kingisher,Kingfisher
1191.county,OKLAHbOMA    ,OKLAHOMA    
1665.telephone,(918) 35n7-4330,(918) 357-4330
1239.principal,Linda Albight,Linda Albright
800.mailingaddress,52l02 West Gore Blvd,5202 West Gore Blvd
671.district,HOBART                        ***,HOBART                        
377.city,yril,Cyril
1756.codistcode,1-I004,41-I004
1606.county,TULSA      ,TULSA       
122.statevalue,KO,OK
1612.district,TULSA                         ***,TULSA                         
1812.district,YALE                         ,YALE                          
1821.county,CNAADIAN    ,CANADIAN    
149.county,SEMINOLE   e ,SEMINOLE    
61.city,Arkoam,Arkoma
318.principal,Gene aRy,Gene Ray
665.principalemail,kridenhour@hlldaleps.org,kridenhour@hilldaleps.org
1088.principalemail,ruthie.mrayner@wvacademy.com,ruthie.rayner@wvacademy.com
1185.principal,Ruthie Ranyer,Ruthie Rayner
318.district,CLINTON                      ,CLINTON                       
492.schoolsite,ELMORE ICTY-PERNELL ES        ,ELMORE CITY-PERNELL ES        
511.principal,ScottFitzgerald,Scott Fitzgerald
544.city,FortG ibson,Fort Gibson
429.county,STEPHEN    ,STEPHENS    
101.gradeslowhigh,07-0b8,07-08
1339.schoolsite,WILL ROGERS ES     f           ,WILL ROGERS ES                
184.principalemail,sdreplogl@ebaschools.org,sdreplogle@baschools.org
1406.codistcode,19I033,19-I033
1407.schoolsite,JEFFERSON HEIGHTS E S         ,JEFFERSON HEIGHTS ES          
238.schoolsite,CARNEGIE HS      v             ,CARNEGIE HS                   
564.telephone,(580) 7234582,(580) 723-4582
1605.schoolsite,PROJECT ACCEPT TRAICE E S     ,PROJECT ACCEPT TRAICE ES      
173.statevalue,K,OK
177.city,Broken rArow,Broken Arrow
254.gradeslowhigh,09-21,09-12
902.principal,Heath Selcejr,Heath Selcer
348.district,CORDELL                       ***,CORDELL                       
1748.statevalue,dOK,OK
1313.mailingaddress,POBox 548,PO Box 548
1061.district,NORMAN                        ***,NORMAN                        
1427.principal,Steven sborn,Steven Osborn
1160.telephone,4(05) 587-6600,(405) 587-6600
673.gradeslowhigh,a09-12,09-12
370.mailingaddress,2401 North Ai rDepot Blvd,2401 North Air Depot Blvd
710.codistcode,6-I005,66-I005
866.mailingaddress,PO Box1 30,PO Box 130
964.mailingaddress,901 NorthSanta Fe Ave,901 North Santa Fe Ave
553.telephone,(580 )673-2082,(580) 673-2082
997.gradeslowhigh,yKG-06,KG-06
1742.principal,gSean Buchanan,Sean Buchanan
1200.principal,David Lovelaec,David Lovelace
1330.district,PUTNAM CITY                  ,PUTNAM CITY                   
1066.telephone,(918) 4j78-3092,(918) 478-3092
683.statevalue,KO,OK
1679.mailingaddress,8506 E 1 St,8506 E 61 St
1689.schoolsite,VARNUiM HS                     ,VARNUM HS                     
616.telephone,(58)0 338-4370,(580) 338-4370
165.codistcode,72-0I03,72-I003
1118.principalemail,smmartinrachels@okpcs.org,smmartinrachels@okcps.org
803.gradeslowhigh,P-K08,PK-08
1292.county,AKY         ,KAY         
1000.principal,P. David hSouse,P. David Shouse
732.principalemail,bxryon@kansasps.com,bryon@kansasps.com
974.codistcode,56-pI003,56-I003
478.schoolsite,TETA DALE JHS                 ,ETTA DALE JHS                 
738.principal,Bill yTaylor,Billy Taylor
1356.principalemail,neilb@rattan.k12.otk.us,neilb@rattan.k12.ok.us
1218.principal,Rex Hasle,Rex Hale
1004.telephone,(918 684-3750,(918) 684-3750
648.mailingaddress,30 0N. Maple St,300 N. Maple St
1103.schoolsite,OKEMAwH HS                     ,OKEMAH HS                     
1387.codistcode,e46-I016,46-I016
891.schoolsite,MERRITTHS                    ,MERRITT HS                    
