OBJECTID,GlobalID,VRM_ID,LUP_ID,LUP_NM,VRM_CLASS,DSGNTN_SRCE,DSGNTN_RSN,ADMIN_ST,ADM_UNIT_CD,COORD_SRC_TYPE,COORD_SRC2,GIS_ACRES,AZ_DSTRBTE_EXTRNL_CODE,Shape__Area,Shape__Length
138,{3D9CDD4B-7291-451E-9F37-2DC2DAB66692}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,482283.21903663,,1951730942.37412,530032.829158847
139,{F5C3400D-9221-489A-85F9-2A752AD3FE62}, , , ,II , , ,AZ,AZA01000,UNK,,20.73045709,,83893.18342591,2885.82534024093
140,{B8FA1F2D-6448-47BE-A9BC-FC7DCC6B4587}, , , ,III , , ,AZ,AZA01000,UNK,,638.53046769,,2584041.12407069,7233.74117179113
141,{C577B483-D807-472A-BFED-1B9A3024C9EB}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,IV , , ,AZ,AZA01000,UNK,,5.7394697,,23226.80979853,595.411033695979
142,{8F8261B1-98D5-4E84-B71D-EC5866690689}, , , ,II , , ,AZ,AZA01000,UNK,,27.34442943,,110658.979847705,1706.49928528276
143,{6F42B4F8-B13E-40CC-86B4-4C8625488705}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,IV , , ,AZ,AZA01000,UNK,,17.51231836,,70869.83802855,1086.67717767106
144,{5CD17A7E-EDA2-4222-AADA-AF0E14C58488}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,IV , , ,AZ,AZA01000,UNK,,75.52345008,,305632.55901258,2196.04908457565
145,{AAF112E6-E9FF-4EED-B99B-E36CC3F4F47C}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,IV , , ,AZ,AZA01000,UNK,,4.66985679,,18898.239934085,518.707211801242
146,{04D9BCF8-13F7-4901-9DBE-8A886793409C}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,IV , , ,AZ,AZA01000,UNK,,45.23825626,,183072.727887945,1743.08886366265
147,{3AF66C9E-A9E4-45BE-97D1-A09270020E64}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,IV , , ,AZ,AZA01000,UNK,,38.31809132,,155067.81395998,1972.13709325237
148,{5C9FF557-2EE9-4AA2-A6A1-FFF358CBA52C}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,IV , , ,AZ,AZA01000,UNK,,92.97738105,,376266.11163568,2683.99742419377
149,{EFE67B8B-F8A9-4C40-B464-496955084B67}, , , ,III , , ,AZ,AZA01000,UNK,,277.7390932,,1123970.23306569,4965.81840307274
150,{BC749F9E-39AA-44AC-AD2B-7B83192F4FED}, , , ,II , , ,AZ,AZA01000,UNK,,0.07965755,,322.36266989,90.7650724650405
151,{2A7EC052-DD0C-49F5-B098-97E2815F1561}, , , ,III , , ,AZ,AZA01000,UNK,,11.88747087,,48106.88783226,1107.98064724112
152,{4868B4CA-CCD3-4ED4-9847-4E088514FD7A}, , , ,II , , ,AZ,AZA01000,UNK,,2.09863239,,8492.863954705,617.80285986173
153,{03E51288-3021-40AE-8CDF-9A82B51FECE2}, , , ,II , , ,AZ,AZA01000,UNK,,5.17775379,,20953.626175375,791.738549710097
154,{CD67DB0C-948D-4D6D-8B7E-8B12A2F5FD78}, , , ,II , , ,AZ,AZA01000,UNK,,14.51657402,,58746.490786245,1204.24622436086
155,{C0DF8367-C093-49D1-AE41-CA09EFAE0D51}, , , ,IV , , ,AZ,AZA01000,UNK,,7.03164586,,28456.06119149,692.776547646448
156,{0D8FF6F3-3024-473B-B9E2-FC7A539C956D}, , , ,II , , ,AZ,AZA01000,UNK,,199.30918133,,806575.64049863,3611.21226701261
157,{855A2FF6-52D3-450F-ACBF-E9A2C42EC2F2}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,III , , ,AZ,AZA03000,UNK,,16804.47752933,,68005307.8146341,56023.5724065688
158,{C8E3A4EC-06F8-4215-9EA5-165C401B789D}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,II , , ,AZ,AZA01000,UNK,,42.39995227,,171586.51913876,1845.19585858785
159,{B7FDBEEB-C15C-4741-8119-C71281266E82}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,II , , ,AZ,AZA01000,UNK,,30.34515739,,122802.495079155,1648.94479377494
160,{218BBD53-D77A-4764-B2D0-768E03D6E904}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,IV , , ,AZ,AZA01000,UNK,,3.9195327,,15861.78607427,519.5787343154
161,{714BFBE4-670C-4599-8351-F7410828CA18}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,IV , , ,AZ,AZA01000,UNK,,10.69809533,,43293.655782825,896.404645042086
162,{28BAED8E-858B-4DC3-BB6B-03BE9825860E}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,II , , ,AZ,AZA01000,UNK,,7072.68088818,,28622124.0759036,83878.6494555927
163,{D83AB16E-5A2D-4772-8F10-EAB78733E24F}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,III , , ,AZ,AZA01000,UNK,,2.03946755,,8253.43235246,443.97895148858
164,{99FCEAB7-25F6-47E5-B748-D553D7AC6B1F}, , , ,III , , ,AZ,AZA01000,UNK,,49667.42764577,,200996948.552369,75862.2407622513
165,{1D048493-3D91-4B98-9D93-76C5C714E094}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,IV , , ,AZ,AZA03000,UNK,,7.96780132,,32244.54794746,667.347846354079
166,{01F7C8E3-AD52-41A7-9316-5314B710A250}, , , ,II , , ,AZ,AZA01000,UNK,,2278.39506298,,9220337.69338883,19104.9267251756
167,{DB45E0AD-A135-48FA-9AD7-B22EDBE8D11E}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,II , , ,AZ,AZA01000,UNK,,9349.68663575,,37836839.4093321,37349.2594907531
168,{9DBCB9A5-1769-4506-9303-1719A1F17D5A}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,II , , ,AZ,AZA01000,UNK,,5705.19073436,,23088087.7643612,70233.6000443652
169,{98A6A3C6-2F2E-4824-9025-B0FE65B8BCB4}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,37272.52910699,,150836573.795712,96458.3931424143
170,{DEA5D0A6-CBFB-4DA2-A3AE-CACBDBFA235C}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,I , , ,AZ,AZA01000,UNK,,6798.81942222,,27513846.0435555,57248.83463073
171,{517380E8-D2B3-4578-A3C7-68387E99899A}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,IV , , ,AZ,AZA01000,UNK,,8.1039831,,32795.656045245,953.299390727758
172,{BD07DA3E-F5E3-4C09-9601-A295D40706A2}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,IV , , ,AZ,AZA01000,UNK,,8.67614503,,35111.11321666,1080.63146565935
173,{969D8900-447D-46BC-BC5E-09FCD359CE0D}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,III , , ,AZ,AZA03000,UNK,,814.4695098,,3296041.16659455,11995.9711319791
174,{8E814321-B1F9-489C-BB0E-E5D8FB614CDA}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,97111.20597243,,392995107.576524,350362.299367297
175,{6C145BA4-9198-4A75-9111-DE5F679FBBBE}, ,LUP-AZ-009,Arizona Strip Field Office Resource Management Plan,IV , , ,AZ,AZA01000,UNK,,4.62145673,,18702.37185309,519.526028864956
176,{DA37721C-DC8D-4385-A24C-5F2E7540F598}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,III , , ,AZ,AZA03000,UNK,,144206.34879448,,583582388.769797,305806.748735925
177,{8C643845-FB98-4AD3-A294-F52653009AC8}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,7998.71361152,,32369645.5497335,27278.2292186441
178,{819D6983-E3CB-44EC-8BA2-8DDDBB1B04A0}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,III , , ,AZ,AZA03000,UNK,,2554.53189359,,10337823.799792,22082.4079533277
179,{A99C468F-3964-4E17-919F-66C989C15890}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,7004.24565625,,28345176.5180656,34029.9675305402
180,{99A6F9C5-9047-4347-BE29-1CA54D654FC6}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,IV , , ,AZ,AZA03000,UNK,,2.71248067,,10977.01982655,382.990286186848
181,{21CE5A48-83AE-4C07-9EB9-E323A3FB74C4}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,7609.31457701,,30793803.5660213,33336.8286100885
182,{3867B193-8996-4772-AF35-0108C7B9264C}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,8604.52210078,,34821265.5252441,35903.3827594637
183,{DC6915F4-458D-4E72-9105-8BF5133193A9}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,7102.7097476,,28743646.5585134,41067.8300414549
184,{8A6BE766-F5FA-4AF6-B68F-7FF6742BF7CC}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,4172.00438117,,16883502.7242201,20088.6616900205
185,{5CF24B5C-276F-4644-9F8D-AC40B77DAB56}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,997.03755277,,4034867.82380349,8882.92135593595
186,{C3321857-2C9B-4020-9313-215323E3FBFD}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,31561.87213531,,127726364.953758,68294.9034917363
187,{4330186F-5F97-47DA-81BB-2F7822791BFC}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,284.18672027,,1150062.85410484,4742.67642402484
188,{757EAEE3-515E-402A-B9EC-DC33B7206FC0}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,6.92463432,,28023.00086003,892.731140147964
189,{89C08595-4715-470C-9480-F4DF6A905227}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,16148.69890266,,65351465.8676406,44898.2569102017
190,{915081ED-A983-4895-A5EE-8973E7A2F996}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,44.85293266,,181513.378604915,6077.90786410333
191,{33747BCA-451C-45C0-8E69-25717456B932}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,56.57653084,,228957.09719958,2904.28233013795
192,{CD6FDD6D-3305-4260-B859-35EA69107F9B}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,425.39819913,,1721525.43423122,55345.9467789429
193,{4041A2C1-F2F0-42C5-A4E5-C4BB65B1BC95}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,52460.68970004,,212300879.036161,299151.149119647
194,{521EA1EA-BCBC-4E0D-B01B-3537FE598F33}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,14.73808524,,59642.91489064,2070.92891049261
195,{D4430DE2-4C89-41B7-9D32-4BF6647E4BB8}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,871.04132294,,3524979.17191241,23266.3292874901
196,{5206AEDB-86A4-40B8-AFD3-9BADCB584E1C}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,1474.68234195,,5967827.7065082,113486.237646779
197,{033CDE33-DC42-46DF-9A16-5FDC386842B6}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,1116.1168682,,4516764.71622911,9728.92554457665
198,{FBB6717C-F70F-4AAE-A766-1ABA26238386}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,50.75511836,,205398.676720075,2528.64913687292
199,{5F9227BF-971E-4C39-BA39-FAA974E18532}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,285.97313413,,1157292.21446773,37780.7645704365
200,{95289A89-ACA7-4919-93E3-6A662D28E0C6}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,32607.05703854,,131956078.191982,185263.430293107
201,{E7FC21AA-5474-4DAA-8DE1-2E57BB10DDAE}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,1344.65945813,,5441643.76406166,134393.50172262
202,{2477E129-E2CF-40DA-AC7D-D2916C223FAE}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,39963.57884232,,161726865.700143,322689.165831123
203,{838FBCA0-711C-486F-B1D3-38A383F85DC9}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,2316.75429555,,9375572.00008202,14834.1086301816
204,{4C44C13E-B947-4951-B5A0-0E25C761B447}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,111.54682851,,451413.99934706,6110.94222461343
205,{216581E9-1492-46D6-B258-2DA0DD9E6EF6}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,5662.0837675,,22913640.0586797,64841.7405797838
206,{72120F55-CAA1-47D8-9A2D-FD169CB56652}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,113.83611702,,460678.421271475,5175.15911222909
207,{11851B27-533A-4D50-A360-53677786FA68}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,266.29309271,,1077649.91249096,35455.0874037782
208,{66331118-7990-4D96-8077-52279C40B3A5}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,634.42045665,,2567408.49950272,8418.38484467335
209,{ECA0670E-1A21-4CAC-AB69-0C5641399399}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,6.11991057,,24766.39938668,1063.68608855795
210,{7FCE03A0-7EEB-4C63-8021-A9BED34DBC7A}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,0.92221723,,3732.08071354,267.434570263236
211,{10AD72DC-9E36-493A-8489-1FD098984FF7}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,1.61748122,,6545.71424995,368.500138419812
212,{05378EC2-F040-410B-8EE4-626FBD46A84B}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,8.23631867,,33331.199114555,1123.77196316673
213,{36C4B716-0A1A-4DBF-B73B-D4863A7E67DE}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,II , , ,AZ,AZA03000,UNK,,56.5445467,,228827.66196814,4075.86286708076
214,{02B19467-4B9A-49DD-A644-89AB2619071D}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,2.91528114,,11797.72419189,1328.6045220106
215,{59D6123D-4CF7-43B5-B0FE-B1CF7C1ADC6F}, ,LUP-AZ-007,Grand Canyon-Parashant National Monument Resource Management Plan,I , , ,AZ,AZA03000,UNK,,563.38028541,,2279919.12624745,19199.8601862551
216,{BA0134B9-EC33-43E7-80DD-626F0AA6D310}, , , ,III , , ,AZ,AZP01000,UNK,,432134.65910638,,1748786920.54631,1054503.82921399
217,{0BB3E657-6900-4A6B-817A-423D30CDAF4A}, , , ,II , , ,AZ,AZP01000,UNK,,170000.05806706,,687965826.797056,155842.711458192
218,{894C0315-DA42-4306-874A-2112E54951EF}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,II , , ,AZ,AZP01000,UNK,,460636.43553201,,1864129517.52417,545394.766131223
219,{4EA912A9-C353-4B96-9036-6F92F333B5BE}, ,LUP-AZ-012,Agua Fria National Monument Resource Management Plan,II , , ,AZ,AZP01000,UNK,,25016.45041041,,101237983.009013,75474.0938576562
220,{5DCDED5B-6B1C-41D9-98A9-722FD7F821AA}, ,LUP-AZ-012,Agua Fria National Monument Resource Management Plan,II , , ,AZ,AZP01000,UNK,,34131.50657112,,138125306.573537,74884.71970938
221,{842A18F5-CCF6-466A-8375-44E04C5FDD59}, , , ,IV , , ,AZ,AZP01000,UNK,,81117.5754179,,328271181.049436,123633.520571282
222,{A69A2256-F745-4AFF-BC35-0820EFFBB612}, , , ,III , , ,AZ,AZP01000,UNK,,70409.93348819,,284938891.537439,97928.6852948114
223,{FD4BF7E3-5FD6-43A4-9AEB-397C0DB28FC5}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,I , , ,AZ,AZP01000,UNK,,12122.41286754,,49057664.367975,49581.815698988
224,{0D1301AA-2737-412F-9234-D33627E5CA5C}, , , ,II , , ,AZ,AZP01000,UNK,,5765.21576374,,23331000.4400185,21830.3632621343
225,{55E3B8DB-4150-4CE8-9EB5-651D0E2729A5}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,II , , ,AZ,AZP01000,UNK,,22881.72638391,,92599061.372325,43128.959115071
226,{F9F6376C-6ED1-4B10-9FEB-EDD7244B43B7}, , , ,II , , ,AZ,AZP01000,UNK,,1748.98134693,,7077876.3964875,20675.8512995971
227,{620FC24C-4465-44E8-9642-A5B47FD6AD35}, , , ,II , , ,AZ,AZP01000,UNK,,12951.5482294,,52413056.132175,48905.3318320469
228,{8823D00D-ED01-4D77-A151-CBA1BE8237F7}, , , ,IV , , ,AZ,AZP01000,UNK,,754594.10347892,,3053733993.96883,536050.234575512
229,{91862ED7-0275-450F-B3DC-E37DB5D29973}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,IV , , ,AZ,AZP01000,UNK,,1124.11828514,,4549145.3017375,11142.6383149233
230,{27C46C6C-682B-45AA-8506-D9C440C9E2F0}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,II , , ,AZ,AZP01000,UNK,,4098.18312609,,16584758.704,22333.1599608787
231,{DA61F8AB-1692-424E-9E13-212E12C539D2}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,III , , ,AZ,AZP01000,UNK,,582.8144883,,2358566.555025,7468.65253420552
232,{FBF01F05-80E2-481D-B9D0-56A16513AEA7}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,III , , ,AZ,AZP01000,UNK,,17343.51618616,,70186719.86495,46411.5100467922
233,{DDF5E305-625F-4125-99D4-EA2AC725C8EE}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,I , , ,AZ,AZP01000,UNK,,10595.55117784,,42878674.3329125,34012.1203882848
234,{3FD37B73-8E52-43A5-B371-E3043867598C}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,II , , ,AZ,AZP01000,UNK,,18305.3534503,,74079137.17465,46510.1902521444
235,{F2CDFDE8-CAF6-4A33-94CA-4BC67FBF5253}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,III , , ,AZ,AZP01000,UNK,,2848.77849226,,11528597.5374125,18304.6924601112
236,{8E5C82A7-1234-437E-8F9A-BFB7FF24C676}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,IV , , ,AZ,AZP01000,UNK,,2865.21843884,,11595127.6408,15395.135497348
237,{7EA7899F-F25A-45F1-AA9D-795399C00696}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,II , , ,AZ,AZP01000,UNK,,19678.96786752,,79637957.5008625,48294.8635395162
238,{35B0372A-EA32-4055-8188-4322B5E0A091}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,II , , ,AZ,AZP01000,UNK,,7506.64725175,,30378323.6414375,23649.7978975807
239,{28BB8043-7699-4FF0-A8E2-801FE7DF6B3D}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,II , , ,AZ,AZP01000,UNK,,2532.03595031,,10246785.947275,15535.0284245008
240,{53AC84C9-EDA8-43B6-9B36-42DE8C4B73AD}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,II , , ,AZ,AZP01000,UNK,,6804.66217166,,27537490.81165,37285.2736138034
241,{B89ABC8B-C17F-4336-A3B6-B200F85D288F}, , , ,III , , ,AZ,AZP01000,UNK,,12326.9094782,,49885232.790214,63243.3439427249
242,{DD8BB42F-CF04-4FFE-8DC1-A30DC1A51BEE}, , , ,II , , ,AZ,AZP01000,UNK,,194460.94467638,,786955522.869555,304240.895901165
243,{E8EC1904-9A1F-448C-860D-4E24D2F3B897}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,I , , ,AZ,AZP01000,UNK,,22961.54716317,,92922084.6055195,54254.1790836978
244,{9820C221-9A88-4FB9-AD1B-672B63B1B3FA}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,II , , ,AZ,AZP01000,UNK,,14878.0963537,,60209519.7820625,53152.5477551677
245,{172531E8-9998-4E02-AE89-36208557751E}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,II , , ,AZ,AZP01000,UNK,,6970.99362349,,28210610.3157125,22916.4632593531
246,{220F800A-50D0-41E4-B758-160F39DE0614}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,III , , ,AZ,AZP01000,UNK,,7096.94822197,,28720330.491525,23412.6643891332
247,{E3EF88C4-895D-4ECC-8241-9AD63A59F3E9}, ,LUP-AZ-006,Lake Havasu Field Office Resource Management Plan,III , , ,AZ,AZP01000,UNK,,112013.59252445,,453302926.303681,159333.241700699
248,{16070E61-7B72-4A98-88AB-32A6F042DA7D}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,I , , ,AZ,AZP01000,UNK,,31531.64242624,,127604029.661457,75533.8307437714
249,{888C92DC-A240-4A7D-805B-E20EB7ED9F5F}, , , ,IV , , ,AZ,AZP01000,UNK,,35585.02298273,,144007478.798927,72731.4163579533
250,{A71E661C-DED9-4E28-9AE7-1AA61452C3D5}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,I , , ,AZ,AZP01000,UNK,,20960.56416032,,84824393.6893209,49659.7795598433
251,{20966896-6623-43B4-9EA9-AF7CF89226DC}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,II , , ,AZ,AZP01000,UNK,,56450.91436681,,228448745.355675,58422.1072966299
252,{F09D1239-2C9C-4697-80D2-5AEA6D0CE96A}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,II , , ,AZ,AZP01000,UNK,,3286.51269718,,13300045.0159,16133.4120498985
253,{5736D5FA-5DF2-4729-BB02-8EFFB827E108}, ,LUP-AZ-011,Bradshaw-Harquahala Resource Management Plan,II , , ,AZ,AZP01000,UNK,,2048.68867012,,8290748.90216351,14337.3894365305
254,{451E675D-C2FC-467A-9CF6-AC442DADBFCC}, , , ,III , , ,AZ,AZP01000,UNK,,0.96709277,,3913.685577285,2793.96051642761
255,{48B14A47-C51C-460E-A89E-0400165A129F}, , , ,IV , , ,AZ,AZP01000,UNK,,389.5349047,,1576391.83083989,59280.7102032299
256,{D56BAF23-8080-4811-B3D5-7FC67F5065DA}, , , ,II , , ,AZ,AZP01000,UNK,,0.6536802,,2645.34990336,1413.20891377158
257,{4F0B2DE5-A55F-41F2-ABBF-4D9EF2D059EE}, ,LUP-AZ-006,Lake Havasu Field Office Resource Management Plan,IV , , ,AZ,AZC03000,UNK,,11132.0398277,,45049766.8711479,29237.8041644012
258,{7B60A87B-0F77-4D62-82E6-CFF16BE6D3BE}, ,LUP-AZ-006,Lake Havasu Field Office Resource Management Plan,IV , , ,AZ,AZC03000,UNK,,4298.70542621,,17396243.6620691,19868.7193902169
259,{0BA1845B-4461-4A4D-85CE-EF9445727F8A}, ,LUP-AZ-006,Lake Havasu Field Office Resource Management Plan,III , , ,AZ,AZC03000,UNK,,392.31769681,,1587653.39094101,5788.91251565414
260,{1D8235D2-2C9A-42E8-A971-0A0FA2B402E9}, ,LUP-AZ-006,Lake Havasu Field Office Resource Management Plan,II , , ,AZ,AZC03000,UNK,,312.62558527,,1265150.85753821,6697.53328321244
261,{5C27A90D-397D-4279-8F3F-30F0585C7B95}, ,LUP-AZ-006,Lake Havasu Field Office Resource Management Plan,III , , ,AZ,AZC03000,UNK,,5155.55414986,,20863787.4223885,22439.7430937668
262,{08BE7211-5C17-41AB-93F2-ACB730EE3CCC}, , , ,II , , ,AZ,AZC03000,UNK,,3350.0951977,,13557354.2664571,15506.1047182294
263,{773D7582-E425-48AA-9BB3-371A0291D057}, ,LUP-AZ-006,Lake Havasu Field Office Resource Management Plan,III , , ,AZ,AZC03000,UNK,,76911.94466838,,311251597.240502,124590.820797992
264,{D1C13628-AB27-4936-BA28-90AEAF30BACB}, , , ,II , , ,AZ,AZC03000,UNK,,19766.52992821,,79992308.5885373,57065.4462496908
265,{04167F57-330D-4C4F-878A-ED0BE9D4ECAD}, , , ,II , , ,AZ,AZC03000,UNK,,4460.31276976,,18050245.3782203,22138.3303655535
266,{C98A431F-6232-4C40-96F6-A27F9E50748B}, ,LUP-AZ-006,Lake Havasu Field Office Resource Management Plan,III , , ,AZ,AZC03000,UNK,,0.10831495,,438.335057835,246.547102754332
267,{1E18822E-0EFD-4CD0-A32F-55DA3A8189D0}, ,LUP-AZ-006,Lake Havasu Field Office Resource Management Plan,I , , ,AZ,AZC03000,UNK,,25179.04153578,,101895965.948945,55047.6182152219
268,{37FCE03C-246C-4853-9818-80E768C2E3F4}, , , ,II , , ,AZ,AZC03000,UNK,,30401.63392415,,123031047.497387,68960.6761690104
