907.operativeprocedure,Hinp prosthesis,Hip prosthesis
631.facilityname,"John Muri Medical Center, Walnut Creek Campus","John Muir Medical Center, Walnut Creek Campus"
324.yearvalue,2020uH1,2020H1
171.operativeprocedure,Cardiac srgery,Cardiac surgery
307.statevalue,Californa,California
434.facilitytype,Pediatrijc,Pediatric
1013.facilityname,"Kaise rFoundation Hospital, Panorama City","Kaiser Foundation Hospital, Panorama City"
412.facilitytype,"Community, <125 eBds","Community, <125 Beds"
749.hospitalcategoryriskadjustment,Critical Access Hoshpital,Critical Access Hospital
817.operativeprocedure,All rpocedures,All procedures
534.facilityname,Sutter Lakeside Hospital***,Sutter Lakeside Hospital
939.facilitytype,Major Tealching,Major Teaching
65.yearvalue,202H1,2020H1
578.hospitalcategoryriskadjustment,Acute aCre Hospital,Acute Care Hospital
4.operativeprocedure,STATE OF CALFORNIA POOLED DATA - Cardiac surgery,STATE OF CALIFORNIA POOLED DATA - Cardiac surgery
914.facilityname,Loma Linda University Children's Hospitla,Loma Linda University Children's Hospital
720.statevalue,alifornia,California
994.county,Los Angeels,Los Angeles
1046.yearvalue,2002H1,2020H1
756.statevalue,Caliofrnia,California
162.county,Frenso,Fresno
597.facilityname,Sierra View Medical Cnter,Sierra View Medical Center
711.hospitalcategoryriskadjustment,Acute are Hospital,Acute Care Hospital
1102.hospitalcategoryriskadjustment,Acute Car Hospital,Acute Care Hospital
25.hai,SurgicalS ite Infections (SSI),Surgical Site Infections (SSI)
969.hai,Surgical Site Infectionks (SSI),Surgical Site Infections (SSI)
667.statevalue,Californai,California
1169.facilityname,"Kaiser Foundation Hospital, Wodland Hills","Kaiser Foundation Hospital, Woodland Hills"
661.hospitalcategoryriskadjustment,Acute Care Hospvital,Acute Care Hospital
482.facilitytype,MajorT eaching,Major Teaching
829.yearvalue,0220H1,2020H1
694.facilityname,Zuckerberg San Francisco General Hoskpital and Trauma Center,Zuckerberg San Francisco General Hospital and Trauma Center
942.yearvalue,220H1,2020H1
822.hai,Surigcal Site Infections (SSI),Surgical Site Infections (SSI)
727.statevalue,alifornia,California
933.hai,Surgical SiteI nfections (SSI),Surgical Site Infections (SSI)
690.yearvalue,220H1,2020H1
570.facilitytype,"Comunity, <125 Beds","Community, <125 Beds"
499.yearvalue,202H01,2020H1
854.yearvalue,20201H,2020H1
153.hospitalcategoryriskadjustment,Acute Care Hospitaml,Acute Care Hospital
1018.facilityname,East Lost Angeles Doctors Hospital,East Los Angeles Doctors Hospital
25.hospitalcategoryriskadjustment,Aucte Care Hospital,Acute Care Hospital
731.operativeprocedure,All procedurs,All procedures
364.hospitalcategoryriskadjustment,Acute Care Hoospital,Acute Care Hospital
86.operativeprocedure,Appendixsurgery,Appendix surgery
927.statevalue,Claifornia,California
527.county,Solanno,Solano
1138.hai,Surgical Site Infections (SIS),Surgical Site Infections (SSI)
447.hai,Surgical Site Ifections (SSI),Surgical Site Infections (SSI)
26.facilitytype,"Cmmunity, <125 Beds","Community, <125 Beds"
826.facilityname,Doctors Hospital of Rjiverside,Doctors Hospital of Riverside
1119.statevalue,Califonia,California
730.facilitytype,Critcial Access,Critical Access
610.statevalue,alifornia,California
1006.hai,Surgical Site Infections (SSIk),Surgical Site Infections (SSI)
623.county,Alaeda,Alameda
379.facilitytype,Maojr Teaching,Major Teaching
100.hai,Surgical Site Infectinos (SSI),Surgical Site Infections (SSI)
1020.hospitalcategoryriskadjustment,Acute Care Hosital,Acute Care Hospital
565.hai,Surgical Site Infections(SSI),Surgical Site Infections (SSI)
727.operativeprocedure,Gallbladder surgery***,Gallbladder surgery
475.facilityname,Sharp Memorial Hospitla,Sharp Memorial Hospital
299.statevalue,alifornia,California
175.hospitalcategoryriskadjustment,Acute Care Hsopital,Acute Care Hospital
366.hospitalcategoryriskadjustment,Acue Care Hospital,Acute Care Hospital
1143.hai,Srgical Site Infections (SSI),Surgical Site Infections (SSI)
929.yearvalue,20201H,2020H1
595.operativeprocedure,Gallbladdelr surgery,Gallbladder surgery
527.hai,Surgical Siet Infections (SSI),Surgical Site Infections (SSI)
221.statevalue,Californa,California
1033.hai,Surigcal Site Infections (SSI),Surgical Site Infections (SSI)
113.yearvalue,2b020H1,2020H1
909.yearvalue,0220H1,2020H1
1054.yearvalue,2j020H1,2020H1
359.yearvalue,20201H,2020H1
7.facilityname,Lucile aPckard Children's Hospital Stanford,Lucile Packard Children's Hospital Stanford
53.facilitytype,"Cmomunity, <125 Beds","Community, <125 Beds"
237.facilitytype,Major Teachnig,Major Teaching
848.statevalue,rCalifornia,California
971.hospitalcategoryriskadjustment,Acute Care Hsopital,Acute Care Hospital
609.statevalue,Calfornia,California
108.yearvalue,20y20H1,2020H1
1056.statevalue,Calfornia,California
82.facilityname,"Kaiser Foundation Hospital, Sacamento","Kaiser Foundation Hospital, Sacramento"
220.hai,Surgial Site Infections (SSI),Surgical Site Infections (SSI)
1090.hai,Surgical Site Infectoins (SSI),Surgical Site Infections (SSI)
597.yearvalue,20201H,2020H1
243.operativeprocedure,Opne reduction of fracture,Open reduction of fracture
994.hai,Surgical Site Infections SSI),Surgical Site Infections (SSI)
809.county,Rierside,Riverside
53.hai,Surgical Site Infectios (SSI),Surgical Site Infections (SSI)
41.hospitalcategoryriskadjustment,Acute Care Hospitla,Acute Care Hospital
615.facilityname,Sutter DeltaMedical Center,Sutter Delta Medical Center
746.county,yNevada,Nevada
584.hai,Surgical Sit eInfections (SSI),Surgical Site Infections (SSI)
292.statevalue,Califonia,California
971.facilityname,Huntingtoon Hospital,Huntington Hospital
105.county,an Joaquin,San Joaquin
845.county,Rioverside,Riverside
600.hai,Surgical Site Infectons (SSI),Surgical Site Infections (SSI)
469.facilitytype,Peldiatric,Pediatric
806.facilitytype,"Community, 125-q250 Beds","Community, 125-250 Beds"
607.hospitalcategoryriskadjustment,Acute Caer Hospital,Acute Care Hospital
1145.operativeprocedure,Appendxi surgery,Appendix surgery
488.facilitytype,"Community, >250 eBds","Community, >250 Beds"
351.hospitalcategoryriskadjustment,Aucte Care Hospital,Acute Care Hospital
578.statevalue,Califoria,California
88.statevalue,Californa,California
246.hospitalcategoryriskadjustment,Acute Care Hoospital,Acute Care Hospital
570.operativeprocedure,Appendix skurgery,Appendix surgery
619.hai,Surgical iSte Infections (SSI),Surgical Site Infections (SSI)
872.county,Rvierside,Riverside
44.yearvalue,20201,2020H1
843.hai,urgical Site Infections (SSI),Surgical Site Infections (SSI)
929.facilityname,UCSF Medcial Center at Mission Bay,UCSF Medical Center at Mission Bay
394.hospitalcategoryriskadjustment,Acute Care Hospial,Acute Care Hospital
6.facilitytype,Major eaching,Major Teaching
196.operativeprocedure,Exploratory acbdominal surgery (laparotomy),Exploratory abdominal surgery (laparotomy)
1065.operativeprocedure,Spnal fusion,Spinal fusion
870.yearvalue,20t20H1,2020H1
1144.hospitalcategoryriskadjustment,Aute Care Hospital,Acute Care Hospital
934.hospitalcategoryriskadjustment,Acute Care Hospxital,Acute Care Hospital
804.facilitytype,Major Teanching,Major Teaching
1171.operativeprocedure,Open reduction o fracture,Open reduction of fracture
477.statevalue,Californisa,California
1141.hai,Surgical Site Infcetions (SSI),Surgical Site Infections (SSI)
1001.facilitytype,"Community ,125-250 Beds","Community, 125-250 Beds"
149.statevalue,aClifornia,California
1088.facilityname,Providence Cedar-sSinai Tarzana Medical Center,Providence Cedars-Sinai Tarzana Medical Center
476.operativeprocedure,Apendix surgery,Appendix surgery
1138.yearvalue,2200H1,2020H1
879.statevalue,Clifornia,California
656.yearvalue,2020uH1,2020H1
649.hai,urgical Site Infections (SSI),Surgical Site Infections (SSI)
681.statevalue,Califorina,California
255.hai,Surgical Site Itnfections (SSI),Surgical Site Infections (SSI)
456.yearvalue,20201H,2020H1
810.statevalue,Californiya,California
473.facilitytype,Peditric,Pediatric
1039.yearvalue,0220H1,2020H1
613.facilityname,UCSF Beniotff Children's Hospital Oakland,UCSF Benioff Children's Hospital Oakland
497.yearvalue,020H1,2020H1
1017.facilityname,"PIH Healith Hospital, Downey","PIH Health Hospital, Downey"
244.operativeprocedure,Recatl surgery,Rectal surgery
341.facilityname,hCildren's Hospital at Mission,Children's Hospital at Mission
474.county,San iDego,San Diego
336.yearvalue,020H1,2020H1
1051.yearvalue,202H01,2020H1
973.statevalue,Califrnia,California
675.facilitytype,Majeor Teaching,Major Teaching
932.statevalue,aClifornia,California
757.facilitytype,Ctritical Access,Critical Access
842.facilitytype,"Comzmunity, <125 Beds","Community, <125 Beds"
625.hospitalcategoryriskadjustment,Acute Casre Hospital,Acute Care Hospital
324.operativeprocedure,Open redution of fracture,Open reduction of fracture
532.county,olano,Solano
1103.statevalue,alifornia,California
740.operativeprocedure,Appenxdix surgery,Appendix surgery
920.county,Sano Francisco,San Francisco
495.facilitytype,Mawjor Teaching,Major Teaching
848.hai,Surgical Site Infections( SSI),Surgical Site Infections (SSI)
868.hospitalcategoryriskadjustment,Acute CareH ospital,Acute Care Hospital
1033.county,Los Angelegs,Los Angeles
95.yearvalue,20201,2020H1
367.hai,Surglical Site Infections (SSI),Surgical Site Infections (SSI)
1007.operativeprocedure,Explooratory abdominal surgery (laparotomy),Exploratory abdominal surgery (laparotomy)
1149.statevalue,Cialifornia,California
736.facilityname,Faircild Medical Center,Fairchild Medical Center
392.operativeprocedure,Open reduction of fractuer,Open reduction of fracture
355.operativeprocedure,Exploratory abdominal surgery (lapaarotomy),Exploratory abdominal surgery (laparotomy)
193.statevalue,Cazlifornia,California
155.county,Sancramento,Sacramento
357.hospitalcategoryriskadjustment,Acute Care Hospvital,Acute Care Hospital
849.hai,Srugical Site Infections (SSI),Surgical Site Infections (SSI)
188.hospitalcategoryriskadjustment,Acute Care Hoispital,Acute Care Hospital
1152.hai,Surgical Site Infections (SSId),Surgical Site Infections (SSI)
708.statevalue,Cawlifornia,California
405.facilitytype,"Communinty, >250 Beds","Community, >250 Beds"
863.operativeprocedure,pApendix surgery,Appendix surgery
382.facilitytype,"Community, >250 Beds***","Community, >250 Beds"
264.hospitalcategoryriskadjustment,Acuet Care Hospital,Acute Care Hospital
336.facilitytype,"Communityg, <125 Beds","Community, <125 Beds"
157.county,Stainslaus,Stanislaus
1055.statevalue,Califofrnia,California
315.yearvalue,20201H,2020H1
285.statevalue,Cailfornia,California
989.hai,Srugical Site Infections (SSI),Surgical Site Infections (SSI)
1186.facilityname,MemorialCare Miller Children's & Women' sHospital Long Beach,MemorialCare Miller Children's & Women's Hospital Long Beach
665.facilitytype,"Communit,y 125-250 Beds","Community, 125-250 Beds"
696.hai,Surgical Site Infections b(SSI),Surgical Site Infections (SSI)
405.operativeprocedure,Open reduction of fractuer,Open reduction of fracture
151.operativeprocedure,Thoarcic surgery,Thoracic surgery
710.facilitytype,"Communitmy, >250 Beds","Community, >250 Beds"
308.yearvalue,2020fH1,2020H1
886.hospitalcategoryriskadjustment,AcuteCare Hospital,Acute Care Hospital
899.county,San Berynardino,San Bernardino
385.hospitalcategoryriskadjustment,Acutme Care Hospital,Acute Care Hospital
227.facilitytype,ajor Teaching,Major Teaching
746.facilityname,Sierra Nevada Memoria Hospital,Sierra Nevada Memorial Hospital
485.operativeprocedure,Exploratory adbominal surgery (laparotomy),Exploratory abdominal surgery (laparotomy)
1051.county,Lo sAngeles,Los Angeles
436.hai,Surgical Site Infectionsw (SSI),Surgical Site Infections (SSI)
796.hospitalcategoryriskadjustment,Acute Care Hosxpital,Acute Care Hospital
167.county,Mxerced,Merced
72.operativeprocedure,Aplpendix surgery,Appendix surgery
975.facilityname,West Hills Hospita l& Medical Center,West Hills Hospital & Medical Center
1098.statevalue,Clifornia,California
675.facilityname,"Kaiser Foundation Hospital,San Francisco","Kaiser Foundation Hospital, San Francisco"
406.statevalue,Caifornia,California
851.yearvalue,020H1,2020H1
1115.hai,Sugrical Site Infections (SSI),Surgical Site Infections (SSI)
1062.yearvalue,020H1,2020H1
1028.yearvalue,220H1,2020H1
989.hospitalcategoryriskadjustment,Acute Crae Hospital,Acute Care Hospital
133.yearvalue,2200H1,2020H1
244.county,Sant Barbara,Santa Barbara
238.statevalue,Califonria,California
547.facilityname,Providoence Redwood Memorial Hospital,Providence Redwood Memorial Hospital
145.facilityname,"Kaiser Foundation Hospita, Roseville","Kaiser Foundation Hospital, Roseville"
955.operativeprocedure,mSall bowel surgery,Small bowel surgery
384.statevalue,Caliofrnia,California
237.yearvalue,2200H1,2020H1
235.county,Vezntura,Ventura
617.statevalue,gCalifornia,California
248.facilityname,Adventist Hekalth Simi Valley,Adventist Health Simi Valley
221.facilitytype,"Comrmunity, 125-250 Beds","Community, 125-250 Beds"
928.hospitalcategoryriskadjustment,Acute Care Hosptial,Acute Care Hospital
421.hai,Surgical Site Infections (SSIj),Surgical Site Infections (SSI)
735.facilitytype,Citical Access,Critical Access
752.yearvalue,20201,2020H1
842.statevalue,Clifornia,California
920.operativeprocedure,Colon suregry,Colon surgery
633.operativeprocedure,Small bowel sugrery,Small bowel surgery
1105.hospitalcategoryriskadjustment,Acuten Care Hospital,Acute Care Hospital
130.statevalue,alifornia,California
967.yearvalue,2200H1,2020H1
159.statevalue,Claifornia,California
409.facilitytype,"Commuqnity, <125 Beds","Community, <125 Beds"
104.facilitytype,Major Taching,Major Teaching
233.hospitalcategoryriskadjustment,Acute Car eHospital,Acute Care Hospital
851.facilityname,"Ventura County Medical Center, Sana Paula Hospital","Ventura County Medical Center, Santa Paula Hospital"
634.statevalue,Califsornia,California
438.operativeprocedure,Open reductiono f fracture,Open reduction of fracture
139.facilityname,"Kaiser Foundation Hospital,M anteca","Kaiser Foundation Hospital, Manteca"
837.hai,Srurgical Site Infections (SSI),Surgical Site Infections (SSI)
1179.hospitalcategoryriskadjustment,Acute Care Hosptal,Acute Care Hospital
609.hospitalcategoryriskadjustment,Acute Care Hosptial,Acute Care Hospital
819.hospitalcategoryriskadjustment,Acute Car eHospital,Acute Care Hospital
410.hospitalcategoryriskadjustment,Acutez Care Hospital,Acute Care Hospital
439.operativeprocedure,Small bowel srugery,Small bowel surgery
630.yearvalue,2002H1,2020H1
1062.hospitalcategoryriskadjustment,Acute Care Hospitl,Acute Care Hospital
566.county,Sonoam,Sonoma
225.county,Sazn Luis Obispo,San Luis Obispo
641.yearvalue,202d0H1,2020H1
462.statevalue,Caliofrnia,California
192.facilitytype,Major Teachign,Major Teaching
1063.county,Losw Angeles,Los Angeles
927.facilityname,UCSF zMedical Center at Mission Bay,UCSF Medical Center at Mission Bay
77.facilityname,Mercy San Juapn Medical Center,Mercy San Juan Medical Center
576.county,Ketrn,Kern
959.facilitytype,"Community, j125-250 Beds","Community, 125-250 Beds"
571.facilitytype,"Community, <215 Beds","Community, <125 Beds"
991.yearvalue,20201H,2020H1
550.statevalue,Califrnia,California
413.hospitalcategoryriskadjustment,Ahcute Care Hospital,Acute Care Hospital
432.facilitytype,Pediaric,Pediatric
1180.operativeprocedure,Cardiac smurgery,Cardiac surgery
348.hai,Surgical Site Infetcions (SSI),Surgical Site Infections (SSI)
507.county,San Deigo,San Diego
989.facilityname,Children'sp Hospital Los Angeles,Children's Hospital Los Angeles
581.facilitytype,Majoir Teaching,Major Teaching
324.statevalue,Calhifornia,California
659.facilityname,"John Muir Medical Center, Conord Campus","John Muir Medical Center, Concord Campus"
1137.operativeprocedure,"Bile dut, liver or pancreatic surgery","Bile duct, liver or pancreatic surgery"
1037.facilityname,"Good amaritan Hospital, Los Angeles","Good Samaritan Hospital, Los Angeles"
1090.statevalue,Califrnia,California
35.county,Sacarmento,Sacramento
545.yearvalue,2002H1,2020H1
725.statevalue,Clifornia,California
80.county,cSacramento,Sacramento
776.hospitalcategoryriskadjustment,Acute aCre Hospital,Acute Care Hospital
373.operativeprocedure,All proceudres,All procedures
878.statevalue,Caliornia,California
646.hai,Srugical Site Infections (SSI),Surgical Site Infections (SSI)
1095.county,Lpos Angeles,Los Angeles
713.operativeprocedure,All pqrocedures,All procedures
957.facilitytype,"Communty, 125-250 Beds","Community, 125-250 Beds"
1131.statevalue,alifornia,California
356.facilityname,Commsunity Hospital of The Monterey Peninsula,Community Hospital of The Monterey Peninsula
861.hospitalcategoryriskadjustment,Acute Caer Hospital,Acute Care Hospital
516.county,San iDego,San Diego
272.facilityname,Fountain Valley Regional Hospital and Medical Cefnter,Fountain Valley Regional Hospital and Medical Center
443.statevalue,Claifornia,California
585.county,Kenr,Kern
1119.hospitalcategoryriskadjustment,Acute Care Hospitl,Acute Care Hospital
410.facilityname,Watsonville Communit yHospital,Watsonville Community Hospital
70.statevalue,Calihfornia,California
35.facilityname,University of California Davis Mediacl Center,University of California Davis Medical Center
913.facilityname,Loma Linda University Children's Hopital,Loma Linda University Children's Hospital
1081.hospitalcategoryriskadjustment,Acute Care Hsopital,Acute Care Hospital
220.facilitytype,"Community, 125-250 Beds***","Community, 125-250 Beds"
1038.county,Los Aneles,Los Angeles
159.facilityname,Community Regional Medial Center,Community Regional Medical Center
8.hospitalcategoryriskadjustment,AcuteCare Hospital,Acute Care Hospital
725.facilityname,Orovilqle Hospital,Oroville Hospital
910.statevalue,Caifornia,California
39.operativeprocedure,Rectal surgerey,Rectal surgery
899.hospitalcategoryriskadjustment,Acute Care Hospiatl,Acute Care Hospital
745.yearvalue,220H1,2020H1
575.hospitalcategoryriskadjustment,Acute Care Hospitl,Acute Care Hospital
543.facilityname,rovidence Queen of the Valley Medical Center,Providence Queen of the Valley Medical Center
616.operativeprocedure,Appendix sugrery,Appendix surgery
511.facilitytype,Major Teachinjg,Major Teaching
375.facilitytype,Major eaching,Major Teaching
865.county,Rierside,Riverside
954.county,Los Angeless,Los Angeles
101.county,SanJoaquin,San Joaquin
217.operativeprocedure,Spinal fusikon,Spinal fusion
377.facilityname,Natividad Medical Centr,Natividad Medical Center
1139.facilitytype,"Commnity, >250 Beds","Community, >250 Beds"
557.operativeprocedure,Appendix srugery,Appendix surgery
1058.operativeprocedure,"Bile duct, liver or pancreatic surgeyr","Bile duct, liver or pancreatic surgery"
836.facilityname,Riverside University Health Sysetm - Medical Center,Riverside University Health System - Medical Center
568.facilityname,"Kaiser Foundation Hospital, Sanat Rosa","Kaiser Foundation Hospital, Santa Rosa"
516.facilityname,UC San Diego HealthHillcrest,UC San Diego Health Hillcrest
16.county,Los Angeeles,Los Angeles
857.facilityname,"Kaiser Foundatin Hospital, Modesto","Kaiser Foundation Hospital, Modesto"
503.facilityname,Scripps Mercy Hosptal,Scripps Mercy Hospital
599.statevalue,Calmifornia,California
940.facilityname,"California Hospital Medical Center, LosAngeles","California Hospital Medical Center, Los Angeles"
272.hospitalcategoryriskadjustment,cute Care Hospital,Acute Care Hospital
1142.hospitalcategoryriskadjustment,Acut Care Hospital,Acute Care Hospital
173.county,Maera,Madera
1108.statevalue,Caliqfornia,California
689.county,San aMteo,San Mateo
378.statevalue,Cailfornia,California
139.operativeprocedure,Gallblader surgery,Gallbladder surgery
1025.operativeprocedure,Ctesarean section,Cesarean section
83.facilitytype,"Community, >20 Beds","Community, >250 Beds"
358.facilityname,Community Hospital of The Motnerey Peninsula,Community Hospital of The Monterey Peninsula
664.statevalue,Californiza,California
602.hospitalcategoryriskadjustment,Acute Care kHospital,Acute Care Hospital
1030.facilityname,Hollywpood Presbyterian Medical Center,Hollywood Presbyterian Medical Center
1152.facilitytype,"Community, >250 Bds","Community, >250 Beds"
269.hai,Surgical Siter Infections (SSI),Surgical Site Infections (SSI)
704.statevalue,alifornia,California
206.facilitytype,"Community, 125-25 0Beds","Community, 125-250 Beds"
798.yearvalue,20201H,2020H1
1175.county,Los Angels,Los Angeles
18.statevalue,Californica,California
880.operativeprocedure,Gallbladder surgery***,Gallbladder surgery
148.facilityname,"Kaiser Foundation Hospital, oseville","Kaiser Foundation Hospital, Roseville"
298.county,Los Aneles,Los Angeles
1127.hospitalcategoryriskadjustment,Acutce Care Hospital,Acute Care Hospital
95.statevalue,Californa,California
612.hospitalcategoryriskadjustment,Acute Care Hospfital,Acute Care Hospital
1143.yearvalue,200H1,2020H1
506.operativeprocedure,Small bowel squrgery,Small bowel surgery
827.county,Rivesride,Riverside
958.facilityname,Beverly Hospial,Beverly Hospital
38.facilityname,University of Caliofrnia Davis Medical Center,University of California Davis Medical Center
86.statevalue,Caylifornia,California
73.statevalue,Cqalifornia,California
627.facilitytype,Major Teachig,Major Teaching
230.facilityname,Ventura County Medial Center,Ventura County Medical Center
948.statevalue,Californa,California
168.facilityname,Valley Children's Hopsital,Valley Children's Hospital
771.operativeprocedure,Gallbladder urgery,Gallbladder surgery
507.statevalue,Califrnia,California
703.hospitalcategoryriskadjustment,Actue Care Hospital,Acute Care Hospital
429.hai,Surgical Site Infections( SSI),Surgical Site Infections (SSI)
950.facilityname,Antelopex Valley Hospital,Antelope Valley Hospital
624.operativeprocedure,Oen reduction of fracture,Open reduction of fracture
910.operativeprocedure,Open redution of fracture,Open reduction of fracture
918.hospitalcategoryriskadjustment,Acute Care Hospitla,Acute Care Hospital
125.hospitalcategoryriskadjustment,cute Care Hospital,Acute Care Hospital
836.yearvalue,20201H,2020H1
694.hospitalcategoryriskadjustment,Acute Care gHospital,Acute Care Hospital
685.hospitalcategoryriskadjustment,Acute Coare Hospital,Acute Care Hospital
201.hospitalcategoryriskadjustment,Acue Care Hospital,Acute Care Hospital
835.statevalue,Calfiornia,California
40.yearvalue,20201H,2020H1
362.statevalue,Ckalifornia,California
1022.hospitalcategoryriskadjustment,Acute Care tHospital,Acute Care Hospital
610.hai,Surgical Site Inifections (SSI),Surgical Site Infections (SSI)
742.operativeprocedure,Ghallbladder surgery,Gallbladder surgery
367.operativeprocedure,Appendix surgrey,Appendix surgery
575.facilitytype,"Community, >250 eds","Community, >250 Beds"
455.county,Santa Calra,Santa Clara
645.facilityname,"Kaiser Foundation Hospital, mOakland/Richmond","Kaiser Foundation Hospital, Oakland/Richmond"
373.county,Montrey,Monterey
1094.yearvalue,2020Hy1,2020H1
557.facilityname,"Providence St. Joseph Hopsital, Eureka","Providence St. Joseph Hospital, Eureka"
1128.statevalue,Californai,California
940.county,Los Angteles,Los Angeles
1123.county,Los Angelies,Los Angeles
8.operativeprocedure,STATE O CALIFORNIA POOLED DATA - Gallbladder surgery,STATE OF CALIFORNIA POOLED DATA - Gallbladder surgery
859.facilityname,"Kaiser Foundation Hospital, Oravnge County, Irvine","Kaiser Foundation Hospital, Orange County, Irvine"
593.facilitytype,"Community, <125 eBds","Community, <125 Beds"
756.hai,Surgical Site Infectiaons (SSI),Surgical Site Infections (SSI)
993.statevalue,Califotrnia,California
810.hospitalcategoryriskadjustment,Acutet Care Hospital,Acute Care Hospital
1004.yearvalue,2200H1,2020H1
645.facilitytype,Major Teachng,Major Teaching
969.county,Los Anegles,Los Angeles
665.statevalue,Califoria,California
642.hospitalcategoryriskadjustment,Acute Care Hospitla,Acute Care Hospital
1146.facilitytype,"Coimmunity, >250 Beds","Community, >250 Beds"
577.county,Kenr,Kern
1158.facilitytype,Major Tecahing,Major Teaching
562.facilityname,Sutter Solano Medical Cenrter,Sutter Solano Medical Center
687.hospitalcategoryriskadjustment,Acute aCre Hospital,Acute Care Hospital
129.county,Suacramento,Sacramento
541.statevalue,qCalifornia,California
770.hospitalcategoryriskadjustment,Acute Care Hsopital,Acute Care Hospital
61.facilityname,Doctors Medical Cenater,Doctors Medical Center
148.facilitytype,Major kTeaching,Major Teaching
649.yearvalue,20201H,2020H1
150.hai,Surgicl Site Infections (SSI),Surgical Site Infections (SSI)
218.statevalue,Califoria,California
832.facilitytype,Major Teching,Major Teaching
970.yearvalue,020H1,2020H1
879.operativeprocedure,Appendix saurgery,Appendix surgery
1003.statevalue,Caliofrnia,California
201.facilityname,Los Rnobles Hospital & Medical Center,Los Robles Hospital & Medical Center
161.hai,Sugical Site Infections (SSI),Surgical Site Infections (SSI)
689.yearvalue,20201,2020H1
348.yearvalue,202j0H1,2020H1
59.operativeprocedure,Gallbladdre surgery,Gallbladder surgery
1095.yearvalue,2s020H1,2020H1
907.county,Sa nBernardino,San Bernardino
295.county,Lo Angeles,Los Angeles
420.statevalue,aClifornia,California
1047.operativeprocedure,Exploratory abdominald surgery (laparotomy),Exploratory abdominal surgery (laparotomy)
1187.statevalue,alifornia,California
130.yearvalue,2020gH1,2020H1
592.yearvalue,20q20H1,2020H1
555.yearvalue,202H01,2020H1
1097.yearvalue,20201,2020H1
138.yearvalue,b2020H1,2020H1
362.yearvalue,200H1,2020H1
1109.facilityname,"St. Mary Medical Cenrter, Long Beach","St. Mary Medical Center, Long Beach"
1049.statevalue,Californa,California
1130.statevalue,aClifornia,California
378.operativeprocedure,All proceduers,All procedures
420.hai,Surgical Sfite Infections (SSI),Surgical Site Infections (SSI)
25.facilitytype,"Community, <125 Bedks","Community, <125 Beds"
1123.hai,Surgical Site Infections (SSIs),Surgical Site Infections (SSI)
978.county,Lso Angeles,Los Angeles
331.hospitalcategoryriskadjustment,Abcute Care Hospital,Acute Care Hospital
169.county,Maera,Madera
153.operativeprocedure,Exploratory abdominals urgery (laparotomy),Exploratory abdominal surgery (laparotomy)
314.county,Oange,Orange
852.hospitalcategoryriskadjustment,Acute Care Hosptial,Acute Care Hospital
771.county,San Bernardion,San Bernardino
1105.county,Los Agneles,Los Angeles
674.hai,Surgical Siet Infections (SSI),Surgical Site Infections (SSI)
1075.yearvalue,202H01,2020H1
677.facilityname,"Kaiser Foundation Hopital, San Francisco","Kaiser Foundation Hospital, San Francisco"
146.facilityname,"Kaiser Foundatio nHospital, Roseville","Kaiser Foundation Hospital, Roseville"
75.statevalue,Calfornia,California
654.county,Contra Cmosta,Contra Costa
575.statevalue,Caligfornia,California
883.facilitytype,"Community, >205 Beds","Community, >250 Beds"
183.statevalue,Caifornia,California
860.county,Oranrge,Orange
115.statevalue,Claifornia,California
1036.facilitytype,"Ccommunity, >250 Beds","Community, >250 Beds"
591.hai,Surgical Site nfections (SSI),Surgical Site Infections (SSI)
1039.hai,Surgrical Site Infections (SSI),Surgical Site Infections (SSI)
358.county,onterey,Monterey
219.facilityname,St Jhns Regional Medical Center,St Johns Regional Medical Center
533.yearvalue,202H01,2020H1
1156.facilitytype,Major Teachign,Major Teaching
151.statevalue,Clifornia,California
751.county,Nevaa,Nevada
292.hai,Sugrgical Site Infections (SSI),Surgical Site Infections (SSI)
749.hai,Surgicval Site Infections (SSI),Surgical Site Infections (SSI)
792.facilityname,Arrowhead Regional Medical Cengter,Arrowhead Regional Medical Center
310.yearvalue,020H1,2020H1
329.operativeprocedure,Exploratory abdominfal surgery (laparotomy),Exploratory abdominal surgery (laparotomy)
474.yearvalue,2h020H1,2020H1
190.hospitalcategoryriskadjustment,Acumte Care Hospital,Acute Care Hospital
436.county,Santa Claar,Santa Clara
500.facilityname,Scripps Mercy Hospitl,Scripps Mercy Hospital
1066.hai,Surgical Site Infections(SSI),Surgical Site Infections (SSI)
36.facilityname,Universit of California Davis Medical Center,University of California Davis Medical Center
772.county,Sn Bernardino,San Bernardino
822.hospitalcategoryriskadjustment,Aucte Care Hospital,Acute Care Hospital
961.hai,Surgical Site Infectons (SSI),Surgical Site Infections (SSI)
306.hai,Surgical Site Infections (SI),Surgical Site Infections (SSI)
888.yearvalue,0220H1,2020H1
919.county,Sna Francisco,San Francisco
169.yearvalue,202H1,2020H1
130.hospitalcategoryriskadjustment,Acute Care Hospitla,Acute Care Hospital
1008.hai,Surgical mSite Infections (SSI),Surgical Site Infections (SSI)
1067.county,Locs Angeles,Los Angeles
1131.yearvalue,20201H,2020H1
604.facilitytype,Peadiatric,Pediatric
453.county,Santa Cara,Santa Clara
186.facilitytype,aMjor Teaching,Major Teaching
1027.operativeprocedure,All procedurs,All procedures
1100.facilityname,"PIH Healtfh Hospital, Whittier","PIH Health Hospital, Whittier"
