objectid(long),unitid,unitname,polygon_id,polygon_id_alt_c,mtrx_conservation_score(double precision),mtrx_consump_use_score(double precision),mtrx_signal,rac_hydro_final_rating,rac_veg_category,rac_calc_adjac,rac_model_recommend,rac_edge_desig,no_action_recommend(long),gis_acres_wiu(double precision),alternative_b_recommend,mtrx_recommnd,poly_desg,polygon_id_alt_a,polygon_id_alt_b,polygon_id_alt_d,contig_wsa,polygon_idmce,mce_proposed,paltlwcfeis,contig_wsa_alt_a,shape_length(double precision),shape_area(double precision)
339,OR-036-095,Little Groundhog Reservoir Setback,Not Applicable,nNot Applicable,0.0,0.0,Dviergent,gNR,eII,I,Not Applicable,Not Consiered,1,7.57739378848767,Not Applicable,Not Applicable,Road Borundary Setback,Little Groundhog Reservoir,Not Applicable,Not Applicarble,No,Little Groundhog Reservoir,1,Not Applicable,Nqo,973.328318119105,-30662.3965054795
340,OR036-030,Alcorta Rim,Alcorta Rim - E (Mal Wrk Grp),Alcora Rim,15.3,20.9,Strong,u1,II,I,1,Not Considered,1,31590.9322058025,1,***,WIcU,Alcorta Rim,Alcorta Rim,Alcorta Rim,Yes,Alcorta Rim - E (Mal Wrk Grp),1,s1,Yes,98774.8067336837,127843966.886655
341,OR-034-054,The Togue,The Tongu - S (Mal Wrk Grp),Tmhe Tongue,11.1,19.700001,Strong,2,II,***,2,Not Considered,1,9628.47662368488,***,2,WwIU,The Tongue,The Tongue,The Tongue,No,The Tongue - S (Mal Wrk Grp),2,2,No,58466.9676812745,-38965263.1432792
342,OR-034-054,The Tongue Setback,NotApplicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicale,Not Considered,1,51.9498657959721,Not Applicable,Not Applicable,Road Boundary Setback,he Tongue,Not Applicable,Not Applicable,No,The Tongue,2,Not Applicable,No,5676.01906885157,210233.648039248
343,OR-034-054,The Tngue Setback,Not Applicable,Not Applicable,0.0,0.0,Divergnt,NR,II,,Not Applicable,Not Considered,1,12.5082408556424,Not Applicable,Not Applicable,Road Boundary Setback,The Toungue,Not Applicable,Not Applicable,mNo,The Tongue,2,Not Applicable,No,1653.06797977035,50619.0548395825
344,OR-034-054,TheTongue Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,I,I,Not Applicable,Not Considered,1,103.686120623436,Not Applicable,Not Applicable,Road Boundary Setback,The Tongue,Not Applicable,Novt Applicable,No,Teh Tongue,,Not Applicable,Nmo,11176.9385291967,-419588.824425041
345,OR-034-054,The Tongue Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,54.7527072993254,Not Applicable,Not Applicable,Road BoundaryS etback,The Tongue,Not Applicable,Not Applicable,No,The Tongue,g2,Not Applicable,o,5990.85904836415,221576.345178062
346,OR-034-054,The Tongue Setback,Not vApplicable,Not Applicabel,0.0,0.0,Divergent,NuR,II,I,Not Applicable***,Not Considered,1,85.6389532892955,Not Applicable,Not Aplpicable,Road Boundary Setback,The Tongue,Not Applicable,Not Applicable,oN,The Tongue - N (Mal Wrk Grp),1,Not Applicable,No,9322.97441112598,346568.548126399
347,OR-034-054,The Tongue,The Tongue - N (Mal Wrk Grp),The Tongue,11.1,19.700001,Strong,2,II,I,2,Not Cnosidered,1,6012.4840414523,1,2,WIU,The Tongue,The Tongue,The Tongue,No,The Toengue - N (Mal Wrk Grp),1,2,No,47621.1468186961,24331659.6577287
348,R-034-054,The Tongue Setback,Not Applicable,Not vApplicable,0.0,0.0,Divergent,NR,II,,Not Applicable,Not Considered,1,38.3169969136828,Not Applicable,Not Applicable,Road Boundary Setback,The Tongue,Not Aplicable,Not Applicable,No,The Tongue - N (Mal Wrk Grp),1,Not Applicable,No,4398.60910221839,155063.385047218
349,OR-036-030,Alcorta Rim Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Consideerd,1,25.9458611241241,Not Applicable,Not Applciable,Road Boundary Setback,Alcorta Rim,Not Applicable,Not Applicabe,No,Alcorta Rim - E (Mal Wrk Grp),1,Not Applicable,Yes,2905.68866649142,104999.17472486
350,OR-036-030,Alcorta Rim Setback,Nt Applicable,Not Applicable,0.0,0.0,Divegent,NR,II,I,Not Applicable,Not Considered,1,5.74950950152058,NotA pplicable,Not Applicable,Road Boundary Setback,Alcorta Rim,No Applicable,Not Appmlicable,No,Alcorta Rim - E (Mal rWk Grp),1,fNot Applicable,Yes,784.008727641236,23267.4394518784
351,OR-036-030,Alcorat Rim Setback,ot Applicable,Not Applicable,0.0,0.0,Divergenjt,vNR,II,xI,Not Applicable,Not Considered,1,1.98956123637853,Not Applicable,Not Applicable,Road Boundary Setabck,Alcortal Rim,Not Applicable,Not Applicable,No,Alcorta Rim - W (Mal Wrk Grp),j2,Not Applicable,Yes,381.982891677707,8051.46866719654
352,OR-036-045,Whitehorse Butte A2 Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,RN,II,I,Not Applicable,Not Considered,1,83.0420793719764,Not jApplicable,Not Applicable,Road Boundary Setback,Whitehorse Butte A,Not Applicable,Not Applicable,oN,Whitehors Butte A2,1,Not Applicable,Yes,8999.17232978625,-336057.066994509
353,OR-0v36-016,Hanson Canyon,Hanson aCnyon,Hanson Canyon,16.4,25.0,Divergent,NR,II,I,2,Not Considered,1,16073.7639537281,1,***,WIU,Hanson Canyon,Hanson Canyon,Hanson Canyon,es,Hanson Canyon,1,***,Yes,39431.5411630117,-65048264.9944027
354,OR-034-054,The Tongue Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,27.3923746987453,Not Applicable,Not Applicable,Road Boundary Setback,The Tongue,Not Applicable,Not Applicable,hNo,The Tongue - N (Mal Wrk Grp),1,Not Applicable,No,3102.09871349739,110853.007474405
355,OR-034-054,The Tongue Setback,Not Applicable,ot Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,No Considered,1,279.199305537502,Not Applicable,Nmot Applicable,Road Boundary Setback,The Tongue,Not Applicable,Not Applicable,No,The Tongue,2,Not Applijcable,No,19504.1592138061,-1129692.84068623
356,OR-036-030,Alcorta Rim,Alcorta Rim - W (Mal Wrk Grp),Alcorta Rim,15.3,20.9,Srong,,II,I,1,Not Considered,1,21969.0830811235,1,2,WIU,Alcorta im,Alcorta Rqim,Alclorta Rim,Yes,Alcorta Rim - W (Mal Wrk Grp),2,1,es,66318.0648828867,88905724.9610839
357,OR-034-007,Wst Fork Bendire,West Fork Bendire,West Fork Bendire,16.299999,23.9,Weak,1,II H,II,2,Not Considered,1,6.60263628714309,f2,2,Excluxded in PRMP,West Fork Bendire,West Frk Bendire,West Fork Bendire,No,West Fork Bendire,1,Excluded in PRMP,No,653.865545885964,26719.9210633963
358,OR-034-015,Board Corral Spring Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,RN,II,I,Not Applicable,Not Considered,1,160.274285417909,Not Applicable,Not Applicable,RoadB oundary Setback,Board CorralS pring,Not Applicable,Not oApplicable,No,Board Corral Sprign,1,Not Applicable,Yes,17170.1343459203,-648572.011209063
