OBJECTID,LAND_CLASS,CT_LEGEND,MA_LEGEND,ME_LEGEND,NH_LEGEND,NJ_LEGEND,NY_LEGEND,RI_LEGEND,VT_LEGEND,STATE_COD,STATE_NAME,CNTY_FIELD,CNTY_COD,CNTY_NAME,TOWN_FIELD,TOWN_NAME,LABEL_FLAG,MAP_LABEL,CT_LABEL_Y,CT_LABEL_N,SHAPE_Length,SHAPE_Area
120,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,T10 R6 WELS,True,T10 R6 WELS, ,T10 R6 WELS,129806.274340414,1049425089.12868
121,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T10 R9 WELS,True,T10 R9 WELS, ,T10 R9 WELS,130625.901701165,1067435867.33013
122,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,T10 R7 WELS,True,T10 R7 WELS, ,T10 R7 WELS,132769.255759056,1102625855.84576
123,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T10 R10 WELS,True,T10 R10 WELS, ,T10 R10 WELS,134466.187689879,1128609251.72584
124,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T10 R11 WELS,True,T10 R11 WELS, ,T10 R11 WELS,131205.427025178,1073428002.89578
125,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T10 R12 WELS,True,T10 R12 WELS, ,T10 R12 WELS,129580.988205011,1040658948.49713
126,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T10 R13 WELS,True,T10 R13 WELS, ,T10 R13 WELS,129513.154217172,1045555313.72818
127,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T10 R14 WELS,True,T10 R14 WELS, ,T10 R14 WELS,128224.283007788,1026551744.61717
128,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T10 R15 WELS,True,T10 R15 WELS, ,T10 R15 WELS,128994.017022302,1039744303.85064
129,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,25,Somerset,GEOCODENUM,T10 R16 WELS,True,T10 R16 WELS, ,T10 R16 WELS,129618.326286076,1047207935.9228
130,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Blaine,True,Blaine, ,Blaine,97255.6508678514,523932385.801484
131,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,25,Somerset,GEOCODENUM,Big Ten Twp,True,Big Ten Twp, ,Big Ten Twp,157700.277664843,1504129300.74166
132,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,E Twp,True,E Twp, ,E Twp,103368.577284107,603952782.649954
133,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Bridgewater,True,Bridgewater, ,Bridgewater,132472.404914909,1094527097.78889
134,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Cox Patent,True,Cox Patent, ,Cox Patent,26226.3577510763,40927436.1461447
135,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,T9 R3 WELS,True,T9 R3 WELS, ,T9 R3 WELS,130886.393631782,1066865145.50918
136,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,T9 R4 WELS,True,T9 R4 WELS, ,T9 R4 WELS,131329.02852689,1075232244.01232
137,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,TD R2 WELS,True,TD R2 WELS, ,TD R2 WELS,133493.852321045,1084109263.70195
138,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,T9 R8 WELS,True,T9 R8 WELS, ,T9 R8 WELS,128300.654791932,1030437449.4375
139,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,T9 R5 WELS,True,T9 R5 WELS, ,T9 R5 WELS,131071.715931741,1077247735.28836
140,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T9 R9 WELS,True,T9 R9 WELS, ,T9 R9 WELS,128888.756675196,1035623748.32727
141,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Oxbow Plt,True,Oxbow Plt, ,Oxbow Plt,131125.798760383,1075196266.94747
142,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,T9 R7 WELS,True,T9 R7 WELS, ,T9 R7 WELS,128906.551387037,1039319918.99253
143,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T9 R10 WELS,True,T9 R10 WELS, ,T9 R10 WELS,132348.569501449,1092408348.92828
144,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T9 R11 WELS,True,T9 R11 WELS, ,T9 R11 WELS,129795.817583242,1052706065.14643
145,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T9 R12 WELS,True,T9 R12 WELS, ,T9 R12 WELS,127742.770912321,1019906860.71664
146,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T9 R13 WELS,True,T9 R13 WELS, ,T9 R13 WELS,129951.159009529,1055670097.65489
147,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T9 R14 WELS,True,T9 R14 WELS, ,T9 R14 WELS,129452.739382821,1043862681.35532
148,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T9 R15 WELS,True,T9 R15 WELS, ,T9 R15 WELS,130611.748073972,1065986244.00096
149,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,25,Somerset,GEOCODENUM,T9 R16 WELS,True,T9 R16 WELS, ,T9 R16 WELS,132738.464408674,1102165697.72313
150,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,25,Somerset,GEOCODENUM,T9 R17 WELS,True,T9 R17 WELS, ,T9 R17 WELS,131915.19104945,1086047867.87703
151,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,25,Somerset,GEOCODENUM,T9 R18 WELS,True,T9 R18 WELS, ,T9 R18 WELS,133582.172428407,725662507.875918
152,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Monticello,True,Monticello, ,Monticello,131548.620054522,1078316291.02986
153,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,T8 R3 WELS,True,T8 R3 WELS, ,T8 R3 WELS,128959.524332632,1009266488.96822
154,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Saint Croix Twp,True,Saint Croix Twp, ,Saint Croix Twp,132405.524765683,1118015901.28688
155,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,19,Penobscot,GEOCODENUM,T8 R8 WELS,True,T8 R8 WELS, ,T8 R8 WELS,129597.60628831,1050667419.24836
156,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,TC R2 WELS,True,TC R2 WELS, ,TC R2 WELS,132112.950635507,1095373504.3481
157,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,T8 R5 WELS,True,T8 R5 WELS, ,T8 R5 WELS,129968.373914155,1051456030.58893
158,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T8 R9 WELS,True,T8 R9 WELS, ,T8 R9 WELS,132575.348682431,1095571290.62603
159,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,19,Penobscot,GEOCODENUM,T8 R6 WELS,True,T8 R6 WELS, ,T8 R6 WELS,130445.317661077,1064014202.21132
160,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T8 R10 WELS,True,T8 R10 WELS, ,T8 R10 WELS,134044.653338621,1124555607.49692
161,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,19,Penobscot,GEOCODENUM,T8 R7 WELS,True,T8 R7 WELS, ,T8 R7 WELS,129190.123027764,1042079163.32117
162,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T8 R11 WELS,True,T8 R11 WELS, ,T8 R11 WELS,132297.281966336,1094226811.79797
163,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,Soper Mountain Twp,True,Soper Mountain Twp, ,Soper Mountain Twp,128764.050995901,1037666824.06218
164,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,Eagle Lake Twp,True,Eagle Lake Twp, ,Eagle Lake Twp,131466.68673407,1080740866.9033
165,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T8 R14 WELS,True,T8 R14 WELS, ,T8 R14 WELS,131617.902761532,1086071336.20739
166,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T8 R15 WELS,True,T8 R15 WELS, ,T8 R15 WELS,130538.696863817,1064351167.77216
167,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,25,Somerset,GEOCODENUM,T8 R16 WELS,True,T8 R16 WELS, ,T8 R16 WELS,131083.944502892,1073252181.41081
168,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,25,Somerset,GEOCODENUM,T8 R17 WELS,True,T8 R17 WELS, ,T8 R17 WELS,129217.40247491,1042831104.79365
169,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,25,Somerset,GEOCODENUM,T8 R18 WELS,True,T8 R18 WELS, ,T8 R18 WELS,136759.483310074,1073371105.12229
170,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,25,Somerset,GEOCODENUM,T8 R19 WELS,True,T8 R19 WELS, ,T8 R19 WELS,108589.335175,487971715.01547
171,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Dudley Twp,True,Dudley Twp, ,Dudley Twp,128268.402030366,1027261512.85109
172,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Webbertown Twp,True,Webbertown Twp, ,Webbertown Twp,134573.112748059,1129675742.87895
173,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Littleton,True,Littleton, ,Littleton,133437.332352558,1076172915.4672
174,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,T7 R5 WELS,True,T7 R5 WELS, ,T7 R5 WELS,131407.392034914,1078112761.86124
175,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,19,Penobscot,GEOCODENUM,T7 R8 WELS,True,T7 R8 WELS, ,T7 R8 WELS,130021.431134897,1057305860.37577
176,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Hammond,True,Hammond, ,Hammond,135132.903613849,1105636387.78636
177,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,19,Penobscot,GEOCODENUM,T7 R6 WELS,True,T7 R6 WELS, ,T7 R6 WELS,129374.103287765,1047489060.14022
178,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T7 R9 WELS,True,T7 R9 WELS, ,T7 R9 WELS,132591.722105067,1097490516.79203
179,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,19,Penobscot,GEOCODENUM,T7 R7 WELS,True,T7 R7 WELS, ,T7 R7 WELS,129360.904627802,1042468981.90819
180,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T7 R10 WELS,True,T7 R10 WELS, ,T7 R10 WELS,133809.614532704,1117563312.74666
181,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T7 R11 WELS,True,T7 R11 WELS, ,T7 R11 WELS,134288.308891621,1120640626.31551
182,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T7 R12 WELS,True,T7 R12 WELS, ,T7 R12 WELS,131453.145627415,1080435894.6419
183,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T7 R13 WELS,True,T7 R13 WELS, ,T7 R13 WELS,132456.291561217,1092637469.06428
184,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T7 R14 WELS,True,T7 R14 WELS, ,T7 R14 WELS,133723.050092635,1114987425.67115
185,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T7 R15 WELS,True,T7 R15 WELS, ,T7 R15 WELS,132467.657943893,1099016594.84181
186,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,25,Somerset,GEOCODENUM,T7 R16 WELS,True,T7 R16 WELS, ,T7 R16 WELS,132126.533637952,1091296720.7539
187,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,25,Somerset,GEOCODENUM,T7 R17 WELS,True,T7 R17 WELS, ,T7 R17 WELS,130863.726381221,1065753239.13047
188,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,25,Somerset,GEOCODENUM,T7 R18 WELS,True,T7 R18 WELS, ,T7 R18 WELS,132098.52939769,1089117594.37397
189,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,25,Somerset,GEOCODENUM,T7 R19 WELS,True,T7 R19 WELS, ,T7 R19 WELS,144386.120555408,1107327568.85286
190,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Smyrna,True,Smyrna, ,Smyrna,126295.763036013,987876124.822657
191,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Merrill,True,Merrill, ,Merrill,129902.218574021,1048947865.28942
192,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Moro Plt,True,Moro Plt, ,Moro Plt,128540.805778325,1025521955.3103
193,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Houlton,True,Houlton, ,Houlton,129339.126511293,1030480123.46136
194,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,3,Aroostook,GEOCODENUM,Ludlow,True,Ludlow, ,Ludlow,105543.579010807,617967309.943669
195,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,19,Penobscot,GEOCODENUM,T6 R6 WELS,True,T6 R6 WELS, ,T6 R6 WELS,124985.315385378,969362534.0823
196,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,19,Penobscot,GEOCODENUM,T6 R8 WELS,True,T6 R8 WELS, ,T6 R8 WELS,130252.65600968,1061220297.75368
197,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,19,Penobscot,GEOCODENUM,T6 R7 WELS,True,T6 R7 WELS, ,T6 R7 WELS,128299.69739728,1000804639.5552
198,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,Trout Brook Twp,True,Trout Brook Twp, ,Trout Brook Twp,132704.100458852,1099844024.53093
199,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T6 R10 WELS,True,T6 R10 WELS, ,T6 R10 WELS,132803.592316834,1102411254.52697
200,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T6 R11 WELS,True,T6 R11 WELS, ,T6 R11 WELS,132386.225878456,1096879990.28963
201,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,21,Piscataquis,GEOCODENUM,T6 R12 WELS,True,T6 R12 WELS, ,T6 R12 WELS,130622.434409666,1067165618.3643
