OBJECTID,name,reportdt,confirmed,recovered,deaths,active,GlobalID,tested,Negative,Pending,MaleCases,FemaleCases,Cases0to19,Cases20to29,Cases30to39,Cases40to49,Cases50to59,Cases60to69,Cases70to79,Cases80plus,NewCases,MaleDeaths,FemaleDeaths,Deaths0to19,Deaths20to29,Deaths30to39,Deaths40to49,Deaths50to59,Deaths60to69,Deaths70to79,Deaths80plus,AsianCases,BlackCases,HispanicCases,NativeAmCases,OtherCases,WhiteCases,CurrentlyHospitalizedCases,PercAsianCases,PercBlackCases,PercHispanicCases,PercNativeAmCases,PercOtherCases,PercWhiteCases,PercPopAsianCases,PercPopBlackCases,PercPopHispanicCases,PercPopNativeAmCases,PercPopOtherCases,PercPopWhiteCases,NewDailyDeaths,NewDailyTested,DailyPercentPositive,TotalPercentPositive,NewDailyNegative,ThreeDayAvg,SevenDayAvg,Cases0to9,Cases10to19,Deaths0to9,Deaths10to19,TotalDoses,TotalRecipients,MalesVaccinated,FemalesVaccinated,Vaccinated0to9,Vaccinated10to19,Vaccinated20to29,Vaccinated30to39,Vaccinated40to49,Vaccinated50to59,Vaccinated60to69,Vaccinated70to79,Vaccinated80plus,NewDailyDoses,NewDailyRecipients,Total1DoseRecipients,Total2DoseRecipients,TotalJJDoses,TotalJJRecipients,TotalVaccinated,Pfizer3DoseRecipients,Moderna3DoseRecipients,Total3DoseRecipients,PartialVaccinated
60,South Dakota,2020/05/15 16:40:00+00,3887,2574,44,1269,b50e07a7-fa1d-499d-a790-aac696014559,27414,23527,0,2106,1781,363,693,907,716,657,355,91,105,95,21,23,0,0,1,1,6,7,5,24,461,848,674,250,500,1154,80,11.8600463082068,21.8163107795215,17.3398507846668,6.4316953949061,12.8633907898122,29.6887059428865,3.64139020537125,5.22135336494058,2.10657915299266,0.331868686198245,1.66694449074846,0.158068766762275,1,941,10.0956429330499,14.1788867002262,846,74.667,106.14,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
61,South Dakota,2020/05/16 18:02:00+00,3959,2673,44,1242,cfbf34f4-93a7-4f89-a5aa-0875b54da4b8,28176,24217,0,2143,1816,366,714,923,726,669,362,93,106,72,21,23,0,0,1,1,6,7,5,24,472,854,690,259,502,1182,75,11.9222025764082,21.5711038140945,17.4286435968679,6.54205607476635,12.6799696893155,29.8560242485476,3.72827804107425,5.25829690290007,2.15658696671355,0.343815958901382,1.67361226871145,0.161904057463613,0,762,9.44881889763779,14.0509653605906,690,75.667,80.86,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
62,South Dakota,2020/05/17 17:30:00+00,3987,2724,44,1219,a356f6a5-44b9-4a3d-b6a2-80eb99e3f962,28559,24572,0,2157,1830,368,719,926,728,675,365,99,107,28,21,23,0,0,1,1,6,7,5,24,475,859,696,264,503,1190,77,11.9137195886632,21.5450213192877,17.456734386757,6.62151993980436,12.6160020065212,29.8470027589666,3.75197472353871,5.28908318453297,2.17533989685888,0.350453332625347,1.67694615769295,0.162999854806852,0,383,7.31070496083551,13.9605728491894,355,65,67.14,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
63,South Dakota,2020/05/18 16:41:00+00,4027,2784,44,1199,ae156953-52f1-4e70-81af-86a50836e4d6,29045,25018,0,2180,1847,369,729,933,734,685,369,99,109,40,21,23,0,0,1,1,6,7,5,24,476,862,705,271,507,1206,77,11.8202135584803,21.4055127886764,17.506828904892,6.72957536627763,12.590017382667,29.9478519990067,3.75987361769352,5.30755495351271,2.20346929207689,0.359745655838898,1.69028171361894,0.165191449493331,0,486,8.23045267489712,13.8646927181959,446,46.667,59,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
64,South Dakota,2020/05/19 16:46:00+00,4085,2914,46,1125,caace86c-0a80-4ae6-b824-a4d3e6429f6b,29709,25624,0,2206,1879,378,741,943,744,690,377,102,110,58,22,24,0,0,1,1,7,7,5,25,478,863,713,292,515,1224,75,11.7013463892289,21.1260709914321,17.4541003671971,7.14810281517748,12.6070991432069,29.9632802937576,3.77567140600316,5.3137122098393,2.22847319893733,0.38762262547955,1.71695282547091,0.167656993515619,2,664,8.73493975903614,13.7500420747922,606,42,60.29,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
65,South Dakota,2020/05/20 16:42:00+00,4177,3023,46,1108,7b3c9137-4b6a-41bb-aa3d-1ba6337c952b,30389,26212,0,2261,1916,392,767,957,756,705,385,104,111,92,22,24,0,0,1,1,7,7,5,25,488,868,729,310,535,1247,81,11.6830260952837,20.7804644481685,17.4527172611922,7.42159444577448,12.8082355757721,29.853962173809,3.85466034755134,5.3444984914722,2.27848101265823,0.411517170885824,1.78363060510085,0.170807410877432,0,680,13.5294117647059,13.7451051367271,588,63.333,63.57,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
66,South Dakota,2020/05/21 16:56:00+00,4250,3145,48,1057,5e2d217a-8999-45b3-bb7d-579b819048b0,31301,27051,0,2297,1953,399,780,974,768,718,390,109,112,73,23,25,0,0,2,1,7,7,5,26,497,873,744,324,547,1265,91,11.6941176470588,20.5411764705882,17.5058823529412,7.62352941176471,12.8705882352941,29.7647058823529,3.92575039494471,5.3752847731051,2.32536333802157,0.430101817312926,1.82363727287881,0.173272954899721,2,912,8.00438596491228,13.5778409635475,839,74.333,65.43,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
67,South Dakota,2020/05/22 16:38:00+00,4356,3267,50,1039,91b7c132-ab23-48ac-a48a-e0a9aab1acc3,32344,27988,0,2340,2016,413,812,992,781,730,400,112,116,106,23,27,0,0,2,1,7,7,5,28,508,880,761,350,562,1295,83,11.6620752984389,20.2020202020202,17.4701561065197,8.03489439853076,12.9017447199265,29.7291092745638,4.01263823064771,5.41838556739117,2.37849664010002,0.464616160677543,1.87364560760127,0.177382194936868,2,1043,10.1629913710451,13.4677219886223,937,90.333,67,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
68,South Dakota,2020/05/23 05:11:00+00,4468,3336,50,1082,157ba45e-b238-4b61-bd9e-b51b3154b819,33528,29060,0,2394,2074,425,836,1014,799,742,419,116,117,112,23,27,0,0,2,1,7,7,5,28,517,886,777,376,574,1338,90,11.5711727842435,19.8299015219338,17.3903312444047,8.41539838854074,12.8469113697404,29.946284691137,4.08372827804107,5.45532910535066,2.42850445382091,0.499130504042161,1.91365227537923,0.18327210565678,0,1184,9.45945945945946,13.3261751371988,1072,97,72.71,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
69,South Dakota,2020/05/24 05:01:00+00,4563,3371,50,1142,d4abc90b-aa36-444d-a786-711c2828e897,34905,30342,0,2437,2126,428,854,1040,807,760,431,121,122,95,23,27,0,0,2,1,7,7,5,28,522,889,782,396,594,1380,85,11.439842209073,19.4827964058733,17.1378479070787,8.67850098619329,13.0177514792899,30.2432610124918,4.12322274881517,5.4738008743304,2.44413189560869,0.52567999893802,1.98033005500917,0.189025041708786,0,1377,6.89905591866376,13.072625698324,1282,104.333,82.29,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
70,South Dakota,2020/05/25 17:55:00+00,4586,3415,50,1121,20a8a501-24c8-4943-9cce-020b49da5747,35283,30697,0,2450,2136,431,858,1045,809,762,433,122,126,23,23,27,0,0,2,1,7,7,5,28,525,893,791,399,585,1393,99,11.4478848669865,19.4723070213694,17.2481465329263,8.70039249890973,12.7562145660707,30.3750545137375,4.14691943127962,5.49842989963672,2.47226129082669,0.529662423172399,1.9503250541757,0.19080571239155,0,378,6.08465608465608,12.9977609613695,355,76.667,79.86,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
71,South Dakota,2020/05/26 16:29:00+00,4653,3528,50,1075,4f44328b-a89c-45e4-8839-f7ffc1b301fe,37038,32385,0,2482,2171,431,858,1045,809,762,433,122,126,67,23,27,0,0,2,1,7,7,5,28,525,893,791,399,585,1393,106,11.2830431979368,19.1919191919192,16.9997850848915,8.57511283043198,12.5725338491296,29.9376746185257,4.14691943127962,5.49842989963672,2.47226129082669,0.529662423172399,1.9503250541757,0.19080571239155,0,1755,3.81766381766382,12.5627733678924,1688,61.667,81.14,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
72,South Dakota,2020/05/27 16:46:00+00,4710,3619,54,1037,0bf11c4a-4240-4917-97a0-a38074936bfe,38006,33296,0,2505,2205,439,890,1069,828,790,442,124,128,57,25,29,0,0,3,1,8,9,5,28,555,895,819,440,567,1434,101,11.7834394904459,19.0021231422505,17.3885350318471,9.34182590233546,12.0382165605096,30.4458598726115,4.38388625592417,5.51074441228988,2.55977496483826,0.584088887708911,1.89031505250875,0.196421673775652,4,968,5.88842975206612,12.3927800873546,911,49,76.14,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
73,South Dakota,2020/05/28 17:13:00+00,4793,3698,54,1041,018b4eda-a0b3-45e3-910b-e3eda91bc506,39026,34233,0,2543,2250,453,913,1081,835,802,449,129,131,83,25,29,0,0,3,1,8,9,5,28,562,900,846,453,562,1470,105,11.7254329230127,18.77738368454,17.6507406634676,9.45128312121844,11.7254329230127,30.6697266847486,4.4391785150079,5.54153069392279,2.64416315049226,0.60134605939122,1.87364560760127,0.201352761820229,0,1020,8.13725490196078,12.2815558858197,937,69,77.57,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
74,South Dakota,2020/05/29 16:53:00+00,4866,3744,59,1063,2c4a4c05-07cd-4759-b13d-00e724c3c9c2,40682,35816,0,2584,2284,464,937,1091,848,808,451,131,136,73,27,32,0,0,3,3,8,9,6,30,569,904,855,461,579,1498,95,11.6933826551582,18.5778873818331,17.5709001233046,9.47390053431977,11.8988902589396,30.7850390464447,4.49447077409163,5.56615971922911,2.67229254571027,0.611965857349564,1.93032172028671,0.205188052521567,5,1656,4.40821256038647,11.9610638611671,1583,71,72.86,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
75,South Dakota,2020/05/30 17:45:00+00,4960,3805,62,1093,7bcb237d-388c-47dd-9581-ed2a114ab719,42938,37978,0,2631,2329,472,957,1112,862,823,460,135,139,94,27,35,0,1,3,4,8,10,6,30,573,905,873,481,603,1525,93,11.5524193548387,18.2459677419355,17.6008064516129,9.69758064516129,12.1572580645161,30.7459677419355,4.5260663507109,5.57231697555569,2.72855133614627,0.638515352245424,2.01033505584264,0.208886368554999,3,2256,4.16666666666667,11.5515394289441,2162,83.333,70.29,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
76,South Dakota,2020/05/31 18:13:00+00,4993,3837,62,1094,12aa65c4-fa5d-4ec2-acf1-a7c40903ec08,44128,39135,0,2645,2348,475,964,1123,868,825,462,136,140,33,27,35,0,1,3,4,8,10,6,30,580,906,881,493,594,1539,86,11.616262767875,18.145403564991,17.6447025836171,9.87382335269377,11.8966553174444,30.8231524133787,4.58135860979463,5.57847423188227,2.75355524300672,0.654445049182939,1.98033005500917,0.210804013905668,0,1190,2.77310924369748,11.314811457578,1157,66.667,61.43,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
77,South Dakota,2020/06/01 16:37:00+00,5034,3903,62,1069,18d789d0-aaa3-4182-a9ca-474f4f8903c5,45661,40627,0,2667,2367,482,972,1131,872,832,465,139,141,41,27,35,0,1,3,4,8,10,6,30,585,909,890,508,592,1550,87,11.6209773539928,18.057210965435,17.6797775129122,10.0913786253476,11.7600317838697,30.7906237584426,4.62085308056872,5.59694600086202,2.78168463822472,0.674357170354834,1.97366227704617,0.212310735252622,0,1533,2.67449445531637,11.0247256958893,1492,56,64,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
78,South Dakota,2020/06/02 16:53:00+00,5067,3990,62,1015,b425ec31-b039-43ca-9e08-afb48924c50a,46846,41779,0,2682,2385,487,975,1139,882,838,466,139,141,33,27,35,0,1,3,4,8,10,6,30,591,912,894,522,590,1558,89,11.6637063351095,17.9988158673771,17.643576080521,10.3019538188277,11.6439707913953,30.7479771067693,4.66824644549763,5.61541776984176,2.79418659165495,0.692941816781936,1.96699449908318,0.213406532595862,0,1185,2.78481012658228,10.8162916791188,1152,35.667,59.14,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
79,South Dakota,2020/06/03 16:30:00+00,5162,4084,62,1016,6b149bd7-4d46-47c5-90d2-38c24c7f7c81,48662,43500,0,2717,2445,487,975,1139,882,838,466,139,141,95,27,35,0,1,3,4,8,10,6,30,591,912,894,522,590,1558,87,11.4490507555211,17.6675707090275,17.3188686555599,10.1123595505618,11.4296784192174,30.1820999612553,4.66824644549763,5.61541776984176,2.79418659165495,0.692941816781936,1.96699449908318,0.213406532595862,0,1816,5.23127753303965,10.6078665077473,1721,56.333,64.57,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
80,South Dakota,2020/06/04 19:47:00+00,5247,4163,64,1020,3c4e8fba-bd79-4b08-b6ab-32483eb14b60,52622,47375,0,2759,2488,501,995,1154,898,848,478,145,143,85,28,36,0,1,3,4,8,10,6,30,599,917,903,541,607,1595,86,11.4160472651039,17.4766533257099,17.2098341909663,10.3106537068801,11.5685153421002,30.398322851153,4.73143759873618,5.64620405147466,2.82231598687295,0.718163836933002,2.02367061176863,0.218474595308344,2,3960,2.14646464646465,9.97111474288321,3875,71,64.86,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
81,South Dakota,2020/06/05 17:00:00+00,5277,4179,65,1033,1146570c-2069-459b-a1f8-497a2a8bcc99,53363,48086,0,2775,2502,522,1026,1178,911,861,482,148,149,30,29,36,0,1,3,4,9,11,6,31,616,920,930,568,608,1635,83,11.6732992230434,17.4341481902596,17.6236498010233,10.7636914913777,11.5216979344324,30.9835133598636,4.86571879936809,5.66467582045441,2.90670417252696,0.754005655042413,2.02700450075013,0.22395358202454,1,741,4.04858299595142,9.88887431366303,711,70,58.71,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
82,South Dakota,2020/06/06 17:47:00+00,5367,4273,65,1029,c00b518e-b966-4822-a366-7625c8aedc05,55458,50091,0,2825,2542,535,1047,1204,919,872,486,152,152,90,29,36,0,1,3,4,9,11,6,31,621,923,934,590,627,1672,93,11.5707098937954,17.1976895844979,17.4026457983976,10.9931060182597,11.6825041922862,31.1533445127632,4.90521327014218,5.68314758943415,2.91920612595718,0.783210099427858,2.09034839139857,0.229021644737022,0,2095,4.29594272076372,9.67759385480904,2005,68.333,58.14,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
83,South Dakota,2020/06/07 17:15:00+00,5438,4335,65,1038,9af7ec3b-3d0a-4782-ad5d-0e64ec846c2e,57060,51622,0,2861,2577,544,1067,1218,927,880,491,158,153,71,29,36,0,1,3,4,9,11,6,31,634,924,944,604,631,1701,87,11.658698050754,16.9915410077234,17.3593232806179,11.1070246414123,11.6035307098198,31.2798823096727,5.00789889415482,5.68930484576073,2.95046100953274,0.80179474585496,2.10368394732455,0.232993910106265,0,1602,4.43196004993758,9.53031896249562,1531,63.667,63.57,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
84,South Dakota,2020/06/08 16:32:00+00,5471,4403,65,1003,5529b752-ee4e-405f-81a8-d546c42a1997,57819,52348,0,2874,2597,546,1081,1226,929,882,493,160,154,33,29,36,0,1,3,4,9,11,6,31,636,926,946,611,628,1724,92,11.6249314567721,16.9256077499543,17.2911716322427,11.1679766039115,11.4787059038567,31.5116066532627,5.02369668246445,5.70161935841389,2.95671198624785,0.811087069068511,2.09368228038006,0.236144327468078,0,759,4.34782608695652,9.46228748335322,726,64.667,62.43,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
85,South Dakota,2020/06/09 16:33:00+00,5523,4483,68,972,a4bb2896-31b6-4ed2-9865-6faafa26527f,59159,53636,0,2897,2626,555,1096,1231,934,887,500,165,155,52,30,38,0,1,3,4,10,11,6,33,639,929,949,628,633,1745,90,11.5697990222705,16.8205685315952,17.182690566721,11.3706319029513,11.4611624117328,31.5951475647293,5.04739336492891,5.72009112739363,2.96608845132052,0.833654139729992,2.11035172528755,0.239020795494081,3,1340,3.88059701492537,9.33585760408391,1288,52,65.14,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
86,South Dakota,2020/06/10 17:06:00+00,5604,4573,69,962,0a8633e7-9d6a-49d3-9942-378370213821,60685,55081,0,2935,2669,563,1123,1247,944,900,503,164,160,81,31,38,0,1,3,4,10,11,6,34,642,931,956,657,643,1775,101,11.4561027837259,16.6131334760885,17.0592433975732,11.7237687366167,11.4739471805853,31.6738044254104,5.07109004739337,5.7324056400468,2.98796686982341,0.872150907328988,2.14369061510252,0.243130035531229,1,1526,5.30799475753604,9.23457197000906,1445,55.333,63.14,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
87,South Dakota,2020/06/11 15:58:00+00,5665,4664,73,928,a5fe6ad7-48c2-4d94-a222-7a30bbfdbe30,61744,56079,0,2965,2700,570,1140,1258,950,908,510,167,162,61,33,40,0,1,3,5,10,12,6,36,646,935,960,674,652,1798,87,11.4033539276258,16.504854368932,16.946160635481,11.8976169461606,11.5092674315975,31.738746690203,5.10268562401264,5.75703466535312,3.00046882325363,0.894717977990469,2.17369561593599,0.246280452893042,4,1059,5.76015108593012,9.17498056491319,998,64.667,59.71,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
88,South Dakota,2020/06/12 16:32:00+00,5742,4755,74,913,f7e90dd8-0359-4a27-a251-d7eb38338004,63005,57263,0,3007,2735,579,1163,1268,958,921,517,173,163,77,34,40,0,1,3,5,10,13,6,36,647,938,969,697,660,1831,87,11.2678509230233,16.3357715081853,16.8756530825496,12.138627655869,11.4942528735632,31.8878439568095,5.11058451816746,5.77550643433286,3.02859821847164,0.925249897120707,2.20036672778796,0.250800616933904,1,1261,6.10626486915147,9.1135624156813,1184,73,66.43,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
89,South Dakota,2020/06/13 18:12:00+00,5833,4828,75,930,d8cf5443-f4a3-4c5c-886a-116dbeff48d1,64513,58680,0,3044,2789,586,1186,1285,966,934,526,180,170,91,34,41,0,1,3,5,11,13,6,36,653,940,979,727,656,1878,85,11.19492542431,16.1152065832333,16.7838162180696,12.4635693468198,11.246356934682,32.1961254928853,5.15797788309637,5.78782094698602,3.0598531020472,0.965074139464497,2.18703117186198,0.257238426325435,1,1508,6.03448275862069,9.04158851704308,1417,76.333,66.57,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
90,South Dakota,2020/06/14 16:50:00+00,5898,4899,75,924,3748eea8-4f3f-416e-a9a6-d59573e105ae,65319,59421,0,3079,2819,597,1196,1298,974,943,533,181,176,65,34,41,0,1,3,5,11,13,6,36,654,944,986,740,660,1914,87,11.088504577823,16.0054255679892,16.7175313665649,12.5466259749067,11.1902339776195,32.4516785350966,5.16587677725119,5.81244997229235,3.08173152055009,0.982331311146805,2.20036672778796,0.262169514370012,0,806,8.06451612903226,9.02953198916089,741,77.667,65.71,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
91,South Dakota,2020/06/15 16:22:00+00,5928,4961,75,892,a7136d09-60d1-44b9-b9c0-4fa7239b232e,66395,60467,0,3079,2819,599,1203,1303,980,947,537,183,176,30,34,41,0,1,3,5,11,13,6,36,658,946,990,747,658,1929,93,11.0998650472335,15.9581646423752,16.7004048582996,12.6012145748988,11.0998650472335,32.5404858299595,5.19747235387046,5.82476448494551,3.09423347398031,0.991623634360356,2.19369894982497,0.264224134388586,0,1076,2.78810408921933,8.92838316138263,1046,62,65.29,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
92,South Dakota,2020/06/16 16:06:00+00,5966,5069,77,820,cd042fcc-693d-4def-b174-37e7db304536,67202,61236,0,3115,2851,601,1217,1309,981,952,540,187,179,38,35,42,0,1,3,5,12,13,7,36,662,947,995,758,655,1949,92,11.0962118672477,15.873281930942,16.6778410995642,12.7053302044921,10.9788803218237,32.6684545759303,5.22906793048973,5.83092174127209,3.10986091576809,1.00622585655308,2.18369728288048,0.266963627746685,2,807,4.7087980173482,8.87771197285795,769,44.333,63.29,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
93,South Dakota,2020/06/17 16:08:00+00,6050,5143,78,829,819fceff-25cc-4d93-8ffc-3779c8ea84e4,68988,62938,0,3149,2901,613,1235,1326,992,960,546,195,183,84,36,42,0,1,3,5,12,13,7,37,668,954,999,780,669,1980,91,11.0413223140496,10.8099173553719,16.5123966942149,12.8925619834711,11.0578512396694,32.7272727272727,5.27646129541864,4.02684563758389,3.12236286919831,1.03543030093852,2.23037172862144,0.271209842451737,1,1786,4.70324748040314,8.76964109700238,1702,50.667,63.71,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
94,South Dakota,2020/06/18 15:57:00+00,6109,5221,78,810,e43d0d57-8d90-4d70-8936-e53c66232d69,70353,64244,0,3181,2928,618,1250,1332,1002,970,549,202,186,59,36,42,0,1,3,5,12,13,7,37,673,955,1006,799,663,2013,93,11.0165329841218,15.6326731052545,16.4675069569488,13.0790636765428,10.8528400720249,32.9513832051072,5.31595576619273,5.88017979188474,3.1442412877012,1.06065232108959,2.21036839473246,0.275730006492599,0,1365,4.32234432234432,8.68335394368399,1306,60.333,63.43,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
95,South Dakota,2020/06/19 05:17:00+00,6158,5278,81,799,a7700825-81e4-4d85-a59c-2a96150e40f1,71193,65035,0,3203,2955,627,1265,1339,1005,979,551,206,186,49,36,45,0,1,3,5,12,13,7,40,674,958,1012,809,669,2036,95,10.9451120493667,15.5569990256577,16.4339071126989,13.1373822669698,10.8639168561221,33.0626826891848,5.32385466034755,5.89865156086448,3.16299421784654,1.07392706853752,2.23037172862144,0.278880423854412,3,840,5.83333333333333,8.64972679898305,791,64,59.43,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
96,South Dakota,2020/06/20 16:14:00+00,6225,5335,81,809,0eeb9aad-23c6-4083-991e-3002da00bbf2,71915,65690,0,3238,2987,633,1275,1356,1015,991,558,210,187,67,36,45,0,1,3,5,12,13,7,40,677,959,1021,827,677,2064,91,10.8755020080321,15.4056224899598,16.4016064257028,13.285140562249,10.8755020080321,33.1566265060241,5.34755134281201,5.90480881719106,3.19112361306454,1.09782161394379,2.25704284047341,0.28271571455575,0,722,9.2797783933518,8.65605228394633,655,58.333,56,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
97,South Dakota,2020/06/21 16:25:00+00,6297,5389,81,827,9379051a-37b7-400d-b345-59de3dc0dd79,73026,66729,0,3273,3024,638,1292,1370,1032,1001,562,213,189,72,36,45,0,1,3,5,12,13,7,40,687,961,1030,838,679,2102,89,10.9099571224393,15.2612355089725,16.3569953946324,13.3079244084485,10.7829124980149,33.3809750674925,5.42654028436019,5.91712332984422,3.21925300828254,1.11242383613652,2.26371061843641,0.287920751936137,0,1111,6.48064806480648,8.62295620737819,1039,62.667,57,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
98,South Dakota,2020/06/22 20:29:00+00,6326,5437,81,835,02a69922-bb97-491f-9a21-e0a377bc3560,73329,67003,0,3286,3040,645,1299,1372,1036,1007,566,212,189,29,36,45,0,1,3,5,12,13,7,40,688,962,1041,842,677,2116,88,10.8757508694278,15.2070818842871,16.4558963009801,13.3101485931078,10.7018653177363,33.449257034461,5.43443917851501,5.9232805861708,3.25363338021566,1.11773373511569,2.25704284047341,0.289838397286806,0,303,9.57095709570957,8.62687340615582,274,56,56.86,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
99,South Dakota,2020/06/23 16:13:00+00,6353,5497,83,773,5b430375-d0e2-454b-be39-9a161a7601c5,73986,67633,0,3298,3055,650,1302,1377,1037,1012,569,217,189,27,37,46,0,1,3,5,12,13,8,41,689,961,1045,852,678,2128,85,10.8452699512042,15.1267117897057,16.4489217692429,13.4109869353062,10.6721234062648,33.4959861482764,5.44233807266983,5.91712332984422,3.26613533364588,1.13100848256362,2.26037672945491,0.291482093301665,2,657,4.10958904109589,8.58675965723245,630,42.667,55.29,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
100,South Dakota,2020/06/24 16:11:00+00,6419,5554,84,781,e344110c-6f76-4baa-a4d8-d1804bd395d6,75077,68658,0,3326,3093,654,1311,1391,1048,1024,577,219,195,66,38,46,0,1,3,5,12,13,9,41,696,961,1055,877,680,2150,81,10.8428104066054,14.9711793114192,16.4355818663343,13.6625642623462,10.5935503972581,33.4943137560368,5.49763033175355,5.91712332984422,3.29739021722144,1.16419535118344,2.2670445074179,0.294495535995573,1,1091,6.04949587534372,8.54988878085166,1025,40.667,52.71,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
101,South Dakota,2020/06/25 16:24:00+00,6479,5592,87,800,0b02dd0d-7df8-40ad-81fd-2090abb769b4,75854,69375,0,3353,3126,664,1329,1401,1052,1032,585,220,196,60,39,48,0,1,3,6,12,13,11,41,696,963,1061,893,681,2185,79,10.7423985182899,14.8634048464269,16.3759839481401,13.782991202346,10.510881308844,33.7243401759531,5.49763033175355,5.92943784249738,3.31614314736678,1.18543494710013,2.2703783963994,0.299289649372245,3,777,7.72200772200772,8.54140849526722,717,51,52.86,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
102,South Dakota,2020/06/26 16:24:00+00,6535,5652,88,795,1c1bc05b-efbc-47d5-b2b1-b313dee161ef,77015,70480,0,3381,3154,669,1347,1410,1059,1040,590,223,197,56,39,49,0,1,3,6,12,13,11,42,697,965,1067,906,690,2210,79,10.6656465187452,14.7666411629686,16.327467482785,13.8638102524866,10.5585309869931,33.8179035960214,5.50552922590837,5.94175235515055,3.33489607751211,1.20269211878244,2.30038339723287,0.302714016069868,1,1161,4.82342807924203,8.48535999480621,1105,60.667,53.86,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
103,South Dakota,2020/06/27 17:13:00+00,6626,5717,91,818,526c44ba-58cc-42e0-84bd-f6b387da5ad2,78100,71474,0,3429,3197,684,1365,1423,1072,1051,605,229,197,91,40,51,0,1,3,6,12,15,12,42,698,967,1071,951,695,2244,73,10.5342589797766,14.5940235436161,16.1635979474796,14.3525505584063,10.4889827950498,33.8665861756716,5.51342812006319,5.95406686780371,3.34739803094234,1.26242848229812,2.31705284214036,0.307371154778635,3,1085,8.38709677419355,8.48399487836108,994,69,57.29,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
104,South Dakota,2020/06/28 16:51:00+00,6681,5752,91,838,4d4a75e8-9b2d-443f-aff6-5d8c87d8a534,78893,72212,0,3454,3227,689,1375,1434,1076,1061,612,235,199,55,40,51,0,1,3,6,12,15,12,42,700,968,1077,962,701,2273,75,10.4774734321209,14.4888489747044,16.1203412662775,14.3990420595719,10.4924412513097,34.0218530160156,5.52922590837283,5.96022412413029,3.36615096108767,1.27703070449085,2.33705617602934,0.311343420147878,0,793,6.93568726355612,8.46843192678691,738,67.333,54.86,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
105,South Dakota,2020/06/29 18:44:00+00,6716,5818,91,807,d11f3f01-b945-4c1f-87a1-da8fc419fa73,79457,72741,0,3476,3240,690,1383,1442,1084,1068,614,235,200,35,40,51,0,1,3,6,12,15,12,42,700,969,1081,977,699,2290,70,10.4228707564026,14.4282310899345,16.0958904109589,14.5473496128648,10.4079809410363,34.0976771888029,5.52922590837283,5.96638138045687,3.37865291451789,1.29694282566274,2.33038839806634,0.313671989502261,0,564,6.20567375886525,8.45237046452798,529,60.333,55.71,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
