indicatorvalue,geography,yearvalue,strata,strataname,numerator(long),denominator(long),rate(double precision),ageadjustedrate(double precision)
Suicide,Calaveras,015-2017,Sex,Hisp,40,134500,29.74,25.87
Suicide,Ventura,2015-2017,Sex,AIAN-NH,288,2565000,11.23,10.53
Suicide,Merced,2015-2017,sSex,Total,85,818300,10.39,11.33
Suicide,San Mateo,2015-2017,Sex,White-NH,178,2307000,7.714,7.303
Suicide,Orange,2015-2017,Sdex,Total,924,9544000,9.681,9.145
Suicyide,Glenn,2015-2017,Sex,White-NH,26,87240,29.8,28.31
Suicide,San Luis Obispo,2015-2017,Sex,AIAN-NH,161,836600,19.24,16.44
Suicide,Placer,2015-2017,Sex,Black-NH,145,1128000,12.86,11.78
Suicide,Madera,2015-2017,Siex,Total,50,467900,10.69,11.04
Suicide,San Diego,2015-2017,Sxe,Total,1246,9904000,12.58,12.24
Suicide,Imperial,2015-2071,Sex,Hisp,48,561900,8.543,9.0
Suicide,Tehama,2015-201i7,Sex,NHPI-NH,34,192400,17.67,19.22
Suicide,Monterey,2015-2017,eSx,Total,121,1323000,9.147,8.998
Suicide,Riverside,2015-2017,Sex,AIAN-NH,801,7085000,11.3,11.07
Suicide,Kern,2015-2017,Sx,Total,356,2670000,13.33,13.96
Suicide,Napa,2015-2017,Sex,Asian-NH,46,426700,10.78,9.519
Suicide,El Dorado,2015-2017,Sxe,Total,98,552400,17.74,17.37
Suicide,Plumas,2015-2017,Sxe,Total,12,58510,20.51,17.53
Suicide,Marni,2015-2017,Sex,Hisp,119,789800,15.07,12.52
Suicide,Santa Barbara,2015-2017,ex,Total,179,1345000,13.31,12.79
Suicide,Inyo,2015-2017,Seix,Total,12,55980,21.44,15.7
Suicie,San Francisco,2015-2017,Sedx,Total,309,2614000,11.82,10.32
Suicide,San Joaquin,2015-2017,ex,Total,221,2216000,9.971,10.21
Suicide,Stanislaus,015-2017,eSx,Total,165,1635000,10.09,10.16
Suicide,Lassen,2015-2017,Sex,Black-NH,21,92270,22.76,22.79
Suicide,Mendocino,2015-2017,Sex,NHPI-NH,60,266800,22.49,21.25
Suicide,Amador,2015-2017,ex,Total,25,111800,22.37,20.52
Suicide,CALIFORNIA,2015-2017,Sex,Asian-NH,12560,118100000,10.63,10.26
Suicide,Santa Clara,2015k-2017,Sxe,Total,436,5798000,7.52,7.203
Suicide,Los Angeles,2015-2017,Sxe,Total,2510,30700000,8.175,7.87
Suicide,Tulare,2015-2017,eSx,Total,148,1405000,10.54,11.16
Suicide,Kings,2015-2017,eSx,Total,51,449600,11.34,12.2
Suicide,Yolo,2015-2017,Sex,AIAN-NH,79,649700,12.16,12.47
Suicide,Nevada,2015-2017,Sxe,Total,61,295600,20.64,17.15
Suicide,San Benito,2015-2017,ex,Total,18,174100,10.34,11.24
Suicide,Shasta,2015-2017,Sex,Black-NH,135,535300,25.22,23.37
pSuicide,Alameda,2015-2017,Sex,NHPI-NH,442,4913000,8.996,8.496
Suicide,Sacramento,2015-017,Sxe,Total,590,4521000,13.05,12.73
Suimcide,Siskiyou,2015-2017,Sqex,Total,32,133200,24.02,19.91
Suicide,Fresno,2015-2017,Sex,Asian-NH,303,2968000,10.21,10.78
Suicide,Humboldt,2015-2017,Sex,White-NH,92,408000,22.55,22.5
Suicide,Solano,2015-2017,Sebx,Total,148,1303000,11.36,11.05
Suicide,San Bernardino,2015-2017,Sex,Asian-NH,666,6446000,10.33,10.73
Suicide,Contra Costa,2015-2017,ex,Total,356,3390000,10.5,10.11
Suicide,Mariposa,2015-2017,Sex,Black-NH,18,54200,33.21,33.12
Suicide,uBtte,2015-2017,Sex,NHPI-NH,128,676000,18.94,18.31
Suicide,Santa Cruz,2015-0217,Sex,Hisp,136,829300,16.4,15.74
Suicide,Sonoma,2015-2017,Sxe,Total,205,1512000,13.55,12.19
Suiide,Trinity,2015-2017,Seux,Total,16,40490,39.51,43.87
Suicide,Sutter,2015-2017,xSex,Total,42,294800,14.25,13.87
