indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and pover",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic odrigin,4,Male: Not Hisapnic or Latino: Asian only,3.131,2015-2018,10,20 years andi over,1.0,41.9,1.7,
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 42.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,1988-1994,1,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,1999-2002,2,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults agedo 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of populatiion, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2001-2004,3,20 years and ovejr,1.0,7.6,1.2,---
"Normal weiht, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, ag-eadjusted",1,Sex and race and Hispanic orgin,4,Female: Not Hispanic or Latino: Asian only,3.132,200-2006,4,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 2 0and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2005-2008,5,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and rsace and Hispanic origin,4,Female: Not Hispanic or Latino: uAsian only,3.132,007-2010,6,20 years and over,1.0,7.6,1.2,--u-
"Normal weight, overweight, and obesity amonxg adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2009-2012,7,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, an dobesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2011-2014,8,2w0 years and over,1.0,60.5,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BIM from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Femalex: Not Hispanic or Latino: Asian only,3.132,2013-2016,9,20 years uand over,1.0,59.3,1.7,--
"Normal weight, overweight, and obesity among adults kaged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino Asian only,3.132,2015-2018,10,20 years and over,1.0,53.7,1.8,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanc origin,3,Hispanic or Latino: All races,3.24,1988-1994,1,20 yers and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 nd over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of populaiton, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,1999-2v002,2,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,ispanic or Latino: All races,3.24,2001-0204,3,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 anwd over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2003-2006,4,20 year and over,1.0,7.6,1.2,---
"Normal weight, overwieght, and obesity among adults aged 20 and over",Normal weight (BMI kfrom 18.5 to 24.9),1,"Percent of population, ge-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2005-2008,5,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,ace and Hispanic origin,3,Hispanic or Latino: All races,3.24,2007-2010,6,20y ears and over,1.0,21.1,1.1,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hivspanic origin,3,Hispanic or Latino: All races,3.24,2009-2012,7,20 years and over,1.0,21.0,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.),1,"Percent of population, age-adjusted",1,Race and Hispaic origin,3,Hispanic or Latino: All races,3.24,2011-2014,8,20 years and over,1.0,20.9,1.2,c---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2013-2016,9,20 years and over,1.0,18.8,1.1,---
"Normal weight, overweight, and obeisty among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2015-2018,10,20 years and over,1.0,16.5,0.8,
"Normal weight, overweight,a nd obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjsted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,1988-1994,1,20 years and over,1.0,7.6,1.2,-g--
"Normal weight, overweight, and obesity among adults aged 20 and ver",Normal weight (BMI from 18.5 to 24.9),1,"Percent of populatwion, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Al races,3.241,1999-2002,2,20 years and over,1.0,7.6,1.2,-z--
"Normal weight, overweight, and obesity among adults aged 20 and over",Nromal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2001-2004,3,20 years and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race an Hispanic origin,4,Male: Hispanic or Lation: All races,3.241,t2003-2006,4,20 year and over,1.0,7.6,1.2,n---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,n2005-2008,5,0 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,207-2010,6,20 years and over,1.0,19.0,1.4,---
"Normal weight, overweight, and obesity among adultsj aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race an dHispanic origin,4,Male: Hispanic or Latino: All races,3.241,2009-q2012,7,20 years and over,1.0,19.3,1.4,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, ge-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2011-2014,8,20 yearsand over,1.0,19.5,1.5,m---
"Normal weight, overweighbt, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2013-2016,9,20 years and over,1.0,17.5,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",sNormal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2015-2018,10,20 year and over,1.0,13.7,1.0,***
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 tob 24.9),1,"Percent of population, age-dajusted",1,Sex and arce and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,1988-1994,1,20 years nad over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,1999-200j2,2,20 yeears and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adgjusted",1,Sex and race and Hispanic origin,4,Female: iHspanic or Latino: All races,3.242,2001-2004,3,20 years and over,1.0,7.6,1.2,---
"Nomral weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"ePrcent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2003-2006,4,20 years anid over,1.0,7.6,1.2,---
"Normal weight, overweight, andobesity among adults aged 20 and over",Nomral weight (BMI from 18.5 to 24.9),1,"Percent of popfulation, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2005-2008,5,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2007-2010,6,20 years and over,1.0,23.5,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2009-2021,7,20 years and over,1.0,22.9,1.1,---
"Normal weight, verweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 42.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic uorigin,4,Female: Hispanic or Latino: All races,3.242,2011-2014,8,20 years ad over,1.0,22.3,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 185. to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: ispanic or Latino: All races,3.242,2013-2016,9,2 0years and over,1.0,20.4,1.6,---
"Normal eight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and rcae and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2015-2081,10,20 years and over,1.0,19.6,1.3,***
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic orign,3,Hispanic o rLatino: Mexican origin: All races,3.25,1988-1994,1,20 qyears and over,1.0,30.1,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BM Ifrom 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,1999-2002,2,20 years and over,1.0,26.9,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: Mexican origni: All races,3.25,200n1-2004,3,20 years and ovre,1.0,25.9,2.0,---
"Normal weight, overweight, and obesity among admults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race apnd Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2003-206,4,20 years and over,1.0,24.4,1.5,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2005-2008,5,20 years and over,1.0,22.7,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispandic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2007-2010,6,20 ears and over,1.0,19.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race nd Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,20092-012,7,20 years an over,1.0,19.0,1.4,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Rce and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,211-2014,8,20 years and over,1.0,17.7,1.3,---
"Normal wieght, overweight, and obesity among adults aged 20 and over",Normla weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusetd",1,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2013-2016,9,20 years and over,1.0,15.9,1.2,---
"Normal weight, oerweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2015-2018,10,20 ears and over,1.0,14.6,1.2,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weigh t(BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: Al races,3.251,1988-1994,1,20 years and over,1.0,30.2,1.0,-u--
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.)9,1,"Percetn of population, age-adjusted",1,Percent of poverty level,5,Below 100%,5.1,003-2006,4,20 yeaars and over,1.0,32.1,1.8,---
"Normal weght, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,1999-2002***,2,20 years and over,1.0,26.5,1.8,---
"Normal weight, overweight, and obesity among adults aged 0 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent ofp opulation, age-adjusted",1,Sex and race nd Hispanic origin,4,Male: Hispanic or Latino: Mexica norigin: All races,3.251,2001-2004,3,20 years and over,1.0,25.3,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2003-2006,4,20 years and over,1.0,23.8,1.9,---
"Normal weight, loverweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanicorigin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2005-2008,5,20 years andy over,1.0,21.8,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5f to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic oriagin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2007-2010,6,20 years and over,1.0,18.5,1.6,---
