OBJECTID,County,FDID,MACSID,Name,Address,City,Zip,FireChief,Phone,Notes,LastUpdated,Website,CALFIREUnit,SHAPE_Length,SHAPE_Area
782,PLACER,,,CAL FIRE/USFS,,,,,,,2023/01/27 00:00:00+00,https://www.fire.ca.gov/,NEU,314513.066908567,1556428411.82842
783,PLACER,31030,CFX,COLFAX FD,PO BOX 702,COLFAX,95713,BRIAN ESTES,(530) 346‐6776,,2023/01/27 00:00:00+00,https://www.placer.ca.gov/7873/City-of-Colfax-Station-36,NEU,20426.6976820034,3644277.65177084
784,PLACER,31555,NEU,DRY CREEK FIRE (CSA 28 ZONE 165),13760 LINCOLN WY,AUBURN,95603,BRIAN ESTES,(530) 823‐4904,CAL FIRE/Placer County Fire Department Cooperative Fire Protection Agreement,2023/01/27 00:00:00+00,https://www.placer.ca.gov/7865/Dry-Creek-Station-100,NEU,52086.4971565544,69102598.286818
785,PLACER,31555,NEU,DUTCH FLAT FIRE (CSA 28 ZONE 150),13760 LINCOLN WY,AUBURN,95603,BRIAN ESTES,(530) 823‐4904,CAL FIRE/Placer County Fire Department Cooperative Fire Protection Agreement,2023/01/27 00:00:00+00,https://www.placer.ca.gov/7874/Dutch-Flat-Station-32,NEU,114743.851788224,206208229.622599
786,PLACER,31040,FHF,FORESTHILL FPD,PO BOX 1099,FORESTHILL,95631,JARED MATCHAM,(530) 367‐2465,,2023/01/27 00:00:00+00,https://www.foresthillfire.org/,NEU,90641.3459031585,217411341.931507
787,PLACER,31050,LNC,LINCOLN FD,126 JOINER PARKWAY,LINCOLN,95648,DOUGLAS R. LEE,(916) 645‐4040,,2023/01/27 00:00:00+00,http://www.lincolnca.gov/city-hall/departments-divisions/fire-department,NEU,50853.3177579105,61488892.9705995
788,PLACER,31065,NEW,NEWCASTLE FPD,PO BOX 262,NEWCASTLE,95658,IAN GOW,(916) 663‐3323,,2023/01/27 00:00:00+00,https://newcastlefire.org/,NEU,43895.9522554215,36912836.9714569
789,PLACER,,,NORTH AUBURN/OPHIR FIRE (CSA 28 ZONE 193),13760 LINCOLN WY,AUBURN,95603,BRIAN ESTES,(530) 823‐4904,CAL FIRE/Placer County Fire Department Cooperative Fire Protection Agreement,2023/01/27 00:00:00+00,https://www.placer.ca.gov/7864/Ophir-Station-182,NEU,75015.7000257913,126323048.677035
790,PLACER,31044,NTF,NORTH TAHOE FPD,PO BOX 5879,TAHOE CITY,96145,STEVE LEIGHTON,(530) 583‐6911,,2023/01/27 00:00:00+00,,NEU,106125.706477193,55535770.3161209
791,PLACER,31115,NRS,NORTHSTAR FD,910 NORTHSTAR DRIVE,TRUCKEE,96161,JASON GEBEAUT,(530) 562‐1212,,2023/01/27 00:00:00+00,https://www.northstarcsd.org/FireDept.WelcomePage,NEU,24879.3576449579,7868481.25564726
792,PLACER,31070,OLV,OLYMPIC VALLEY FD,PO BOX 2522,OLYMPIC VALLEY,96146,ALLEN RILEY,(530) 583‐6111,,2023/01/27 00:00:00+00,https://www.ovpsd.org/ovfd/home,NEU,42289.5113699596,25594397.6009
793,PLACER,31075,RYN,PENRYN FPD,PO BOX 219,PENRYN,95663,IAN GOW,(916) 663‐3389,,2023/01/27 00:00:00+00,http://penrynfire.ca.gov/,NEU,31418.461014667,21003569.1404249
794,PLACER,31555,NEU,PLACER COUNTY FIRE (CSA 28 ZONE 137),13760 LINCOLN WY,AUBURN,95603,BRIAN ESTES,(530) 823‐4904,CAL FIRE/Placer County Fire Department Cooperative Fire Protection Agreement,2023/01/27 00:00:00+00,https://www.placer.ca.gov/7625/Fire-Department,NEU,265297.664307482,313039603.049668
795,PLACER,31060,PHF,PLACER HILLS FPD,PO BOX 350,MEADOW VISTA,95722,IAN GOW,(530) 878‐0405,,2023/01/27 00:00:00+00,https://placerhillsfire.org/,NEU,58217.5096668927,87468191.8993131
796,PLACER,31080,ROK,ROCKLIN FD,4060 ROCKLIN RD,ROCKLIN,95677,REGINALD WILLIAMS,(916) 625‐5300,,2023/01/27 00:00:00+00,https://www.rocklin.ca.us/fire,NEU,40765.9211702022,51109424.0600768
797,PLACER,31085,RSV,ROSEVILLE FD,316 VERNON ST STE 480,ROSEVILLE,95678,RICK BARTEE,(916) 774‐5800,,2023/01/27 00:00:00+00,https://www.roseville.ca.us/government/departments/fire_department,NEU,80496.2420879716,114443080.36898
798,PLACER,,,SACRAMENTO METROPOLITAN FIRE DISTRICT,,,,,,,2023/01/27 00:00:00+00,,NEU,7925.93448770248,3434378.9145686
799,PLACER,31555,NEU,SHERIDAN FIRE (CSA 28 ZONE 6B),13760 LINCOLN WY,AUBURN,95603,BRIAN ESTES,(530) 823‐4904,CAL FIRE/Placer County Fire Department Cooperative Fire Protection Agreement,2023/01/27 00:00:00+00,https://www.placer.ca.gov/7866/Sheridan-Station-78,NEU,32395.3600252503,55798054.7248497
800,PLACER,31150,SPL,SOUTH PLACER FPD,6900 EUREKA RD,GRANITE BAY,95746,MARK DUERR,(916) 791‐7059,,2023/01/27 00:00:00+00,https://www.southplacerfire.org/,NEU,93289.5216664133,108898509.770362
801,PLACER,,,SUBURBAN PINES CSD,,,,,,,2023/01/27 00:00:00+00,,NEU,2117.22049611059,167334.453859516
802,PLACER,31555,NEU,SUNSET INDUSTRIAL AREA FIRE (CSA 28 ZONE 97),13760 LINCOLN WY,AUBURN,95603,BRIAN ESTES,(530) 823‐4904,CAL FIRE/Placer County Fire Department Cooperative Fire Protection Agreement,2023/01/27 00:00:00+00,https://www.placer.ca.gov/7861/Sunset-Station-77,NEU,26233.1146555944,17060928.7059173
803,PLACER,,,SUNSET/WESTERN PLACER OVERLAP,,,,,,,2023/01/27 00:00:00+00,,NEU,4872.93367991531,1318357.93408393
805,PLACER,31555,NEU,WESTERN PLACER FIRE (CSA 28 ZONE 76),13760 LINCOLN WY,AUBURN,95603,BRIAN ESTES,(530) 823‐4904,CAL FIRE/Placer County Fire Department Cooperative Fire Protection Agreement,2023/01/27 00:00:00+00,,NEU,158904.397067497,361399349.832703
806,CALAVERAS,05005,ALT,ALTAVILLE‐MELONES FPD,PO BOX 431,ALTAVILLE,95221,JOHN ROHRABAUGH,(209) 736‐9116,,2022/02/25 00:00:00+00,https://altavillemelonesfireprotectiondistrict.wordpress.com/tag/altaville-melones-fire-district/,TCU,105358.817519168,200864726.29931
807,CALAVERAS,05010,AGL,CITY OF ANGELS FD,PO BOX 667,ANGELS CAMP,95222,JOHN ROHRABAUGH,(209) 736‐4081,,2022/02/25 00:00:00+00,https://angelscamp.gov/fire/,TCU,24306.700011243,9236068.8111812
808,CALAVERAS,05066,CCN,CALAVERAS CONSOLIDATED FPD,6501 JENNY LIND RD,VALLEY SPRINGS,95252,RICHARD DICKINSON,(209) 786‐2227,,2022/02/25 00:00:00+00,https://www.calcofire.org/,TCU,108374.159062465,421052450.439206
809,CALAVERAS,05060,CCF,CENTRAL CALAVERAS FIRE/RESCUE,PO BOX 2,MOUNTAIN RANCH,95246,PHIL SORIA,(209) 754‐4330,,2022/02/25 00:00:00+00,https://www.centralcalaverasfire.org/,TCU,92765.2660699301,299172254.943781
810,CALAVERAS,05020,COP,COPPEROPOLIS FPD,PO BOX 131,COPPEROPOLIS,95228,SCOTT O. HERTZOG,(209) 785‐2393,,2022/02/25 00:00:00+00,,TCU,116060.761514155,485490661.783008
811,CALAVERAS,05015,EBB,EBBETTS PASS FPD,PO BOX 66,ARNOLD,95223,MICHAEL R JOHNSON,(209) 795‐1646,,2022/02/25 00:00:00+00,https://epfd.org/,TCU,152521.479058168,505865793.550531
812,CALAVERAS,05025,MOK,MOKELUMNE HILL FPD,8160 CHURCH STREET,MOKELUMNE HILL,95245,MICHAEL R DELL'ORTO,(209) 286‐1389,,2022/02/25 00:00:00+00,https://www.mokehillfire.org/,TCU,55997.508775057,85048583.2847709
813,CALAVERAS,05030,MRP,MURPHYS FPD,PO BOX 1260,MURPHYS,95247,BILL FULLERTON,(209) 728‐3864,,2022/02/25 00:00:00+00,https://mfpd.specialdistrict.org/,TCU,67451.6122263856,120528741.471789
814,CALAVERAS,,,PROTECTED BY CENTRAL CALAVERAS FIRE/RESCUE,,,,,,,2022/02/25 00:00:00+00,,TCU,78424.4423713596,100106430.142539
815,CALAVERAS,05035,AND,SAN ANDREAS FPD,PO BOX 88,SAN ANDREAS,95249,DON YOUNG,(209) 754‐4693,,2022/02/25 00:00:00+00,,TCU,77893.396858782,176583436.817007
816,CALAVERAS,05050,WPT,WEST POINT FPD,PO BOX 315,WEST POINT,95255,TERRY MILLER,(209) 293‐7000,,2022/02/25 00:00:00+00,https://westpointfire.org/,TCU,97464.750310934,278523079.874231
817,EL DORADO,09050,CAM,CAMERON PARK FD,3200 COUNTRY CLUB DR,CAMERON PARK,95682,MIKE BLANKENHEIM,(530) 677‐6190,,2023/02/09 00:00:00+00,https://www.cameronpark.org/,AEU,28232.3460631695,16911197.3021723
818,EL DORADO,09060,SLT,S LAKE TAHOE FIRE RESCUE,2101 LAKE TAHOE BLVD,SOUTH LAKE TAHOE,96150,JIM DRENNAN,(530) 542‐6160,,2023/02/09 00:00:00+00,https://www.cityofslt.us/384/Fire,AEU,46975.1942266682,44525736.167733
819,EL DORADO,09005,DSP,DIAMOND SPRINGS ‐ EL DORADO FPD,501 PLEASANT VALLEY ROAD,DIAMOND SPRINGS,95619,MATTHEW GALLAGHER,(530) 626‐3190,,2023/02/09 00:00:00+00,https://www.diamondfire.org/,AEU,123279.102906908,169788786.847624
820,EL DORADO,09015,EDH,EL DORADO HILLS FD,1050 WILSON BLVD,EL DORADO HILLS,95762,MAURICE JOHNSON,(916) 933‐6623,,2023/02/09 00:00:00+00,https://www.edhfire.com/,AEU,134449.932539389,204801182.417883
821,EL DORADO,09012,ECF,EL DORADO CO FPD,PO BOX 807,CAMINO,95709,TIM CORDERO,(530) 644‐9630,,2023/02/09 00:00:00+00,https://www.eldoradocountyfire.com/,AEU,435725.279576378,735660395.182804
822,EL DORADO,09017,FLL,FALLEN LEAF FD,PO BOX 9415,SOUTH LAKE TAHOE,96158,GARY GERREN,(530) 542‐1343,,2023/02/09 00:00:00+00,https://fllcsd.org/fire-department/,AEU,21452.6404000908,13670344.976466
823,EL DORADO,09100,GRV,GARDEN VALLEY FPD,P.O. BOX 408,GARDEN VALLEY,95633,WES NORMAN,(530) 333‐1240,,2023/02/09 00:00:00+00,https://www.gardenvalley.org/,AEU,73654.4085180449,152234281.273967
824,EL DORADO,09020,322,GEORGETOWN FPD,PO BOX 420,GEORGETOWN,95634,GLENN W. BROWN,(530) 333‐4111,,2023/02/09 00:00:00+00,https://www.geofire.org/,AEU,151526.489567498,177611902.669981
825,EL DORADO,,,KIRKWOOD MEADOWS P.U.D.,,,,,,,2023/02/09 00:00:00+00,,AEU,2930.56706293112,293928.771967564
826,EL DORADO,09065,LAV,LAKE VALLEY FPD,2211 KEETAK ST,SOUTH LAKE TAHOE,96150,CHAD STEPHEN,(530) 577‐3737,,2023/02/09 00:00:00+00,https://lakevalleyfire.org/,AEU,138404.286439654,190131693.211131
827,EL DORADO,,,MEEKS BAY FPD,,,,,,,2023/02/09 00:00:00+00,https://www.meeksbayfire.com/,AEU,34931.1843842702,15706285.1262144
828,EL DORADO,09026,MQT,MOSQUITO FPD,8801 ROCK CREEK RD,PLACERVILLE,95667,EDWARD M. DWYER,(530) 626‐9017,,2023/02/09 00:00:00+00,https://mfpd.us/,AEU,31639.5793046921,28289617.2920109
829,EL DORADO,09090,PIO,PIONEER FPD,P.O. BOX 128,SOMERSET,95684,DAVID WHITT,(530) 620‐4444,,2023/02/09 00:00:00+00,https://pioneerfire.org/,AEU,228750.952401595,744962556.97618
830,EL DORADO,09110,RES,RESCUE FPD,PO BOX 201,RESCUE,95672,BRYAN RANSDELL,(530) 677‐1868,,2023/02/09 00:00:00+00,https://www.rescuefiredepartment.org/,AEU,62401.4512343332,86554796.9523873
831,COLUSA,06035,PRN,PRINCETON FPD,PO BOX 176,PRINCETON,95970,ANDY FERRENDELLI,(530) 439‐2389,,2022/11/22 00:00:00+00,,LNU,35322.5518786325,61252967.6686772
832,COLUSA,,,GLENN - COLUSA,,,,,,,2022/11/22 00:00:00+00,,LNU,41564.2080144866,73291899.1451854
833,COLUSA,06030,MAX,MAXWELL FPD,231 WEST OAK & CAIFORNIA,MAXWELL,95955,DAVE WELLS,(530) 438‐2320,,2022/11/22 00:00:00+00,https://www.maxwellfiredepartment.net/,LNU,88069.6279394693,340905754.433642
834,COLUSA,,,USFS,,,,,,,2022/11/22 00:00:00+00,https://www.fs.usda.gov/,LNU,82410.4778398857,295899418.793383
835,COLUSA,06040,BIV,BEAR VLY INDIAN VLY FPD,PO BOX 111,STONEYFORD,95979,BARNEY COOK,(530) 517‐1428,,2022/11/22 00:00:00+00,https://www.bearvalleyindianvalleyfireprotectiondistrict.com/,LNU,64522.8934590939,146765456.500139
836,COLUSA,06555,LNU,CDF‐COLUSA COUNTY,1199 BIG TREE RD,ST HELENA,94574,MIKE MARCUCCI,(707) 967‐3601,,2022/11/22 00:00:00+00,https://www.fire.ca.gov/,LNU,199002.008638296,836319164.191277
837,COLUSA,06020,SRV,SACRAMENTO RIVER FPD,235 MARKET ST,COLUSA,95932,JEFF WINTERS,(530) 458‐0239,,2022/11/22 00:00:00+00,https://www.sacramentoriverfiredistrict.org/,LNU,176722.977684534,528136954.158024
838,COLUSA,06045,WIL,WILLIAMS FPA,P.O. BOX 755,WILLIAMS,95987,JEFFERY GILBERT,(530) 473‐2269,,2022/11/22 00:00:00+00,https://www.williamsfireprotectionauthority.org/,LNU,96259.5389130866,356339186.190654
839,COLUSA,06005,ARB,ARBUCKLE COLLEGE CITY FPD,PO BOX 727,ARBUCKLE,95912,CASEY COX,(530) 476‐2231,,2022/11/22 00:00:00+00,,LNU,90973.0776402649,355661144.162866
840,MONO,26015,ANT,ANTELOPE VALLEY FPD,1166 LARSON LANE,COLEVILLE,96107,RICHARD C NALDER,(530) 495‐2900,,2019/03/09 00:00:00+00,,BDU,69188.6856151282,91190307.2681478
841,MONO,26010,BRI,BRIDGEPORT FPD,PO BOX 375,BRIDGEPORT,93517,MICHAEL BOOHER,(760) 933‐2252,,2019/03/09 00:00:00+00,,BDU,84395.8956310645,37256914.9430211
842,MONO,26012,CVV,CHALFANT FD,215 VALLEY RD,CHALFANT,93514,ROB DEFORREST,(760) 873‐5402,,2019/03/09 00:00:00+00,,BDU,51467.7115193434,135981166.404213
843,MONO,26020,JUN,JUNE LAKE FPD,PO BOX 144,JUNE LAKE,93529,RICHARD ROBERTS,(760) 648‐7390,,2019/03/09 00:00:00+00,https://junelakefiredept.com/,BDU,30138.3234945153,16986882.7258966
844,MONO,26025,LEE,LEE VINING VFD,PO BOX 207,LEE VINING,93541,TOM STRAZDINS,(760) 647‐6329,,2019/03/09 00:00:00+00,,BDU,35032.115599899,10222014.5666489
845,MONO,26035,LNG,LONG VALLEY FPD,3605 CROWLEY LAKE DR,CROWLEY LAKE,93546,VINCENT MANIACI,(760) 935‐4545,,2019/03/09 00:00:00+00,https://www.longvalleyfire.com/~lvf/wp/,BDU,78242.5152987767,294546381.477843
846,MONO,26030,MAM,MAMMOTH LAKES FPD,PO BOX 5,MAMMOTH LAKES,93546,ALES TOMAIER,(760) 934‐2300,,2019/03/09 00:00:00+00,https://mlfd.ca.gov/,BDU,40377.0073440211,85011127.6902983
847,MONO,26040,MON,MONO CITY FPD,PO BOX 373,LEE VINING,93541,MICHAEL CLAYTON,(760) 647‐6601,,2019/03/09 00:00:00+00,,BDU,10293.8619296878,1608734.93216391
848,MONO,26042,PRD,PARADISE FPD,5300 LOWER ROCK CREEK RD,BISHOP,93514,DALE SCHMIDT,(760) 387‐2255,,2019/03/09 00:00:00+00,https://www.paradisefire.net/,BDU,3279.97000960523,588670.391782827
849,MONO,26045,SWF,WHEELER CREST FPD,129 WILLOW RD,SWALL MEADOWS,93514,DALE SCHMIDT,(760) 789‐1330,,2019/03/09 00:00:00+00,https://www.wheelercrestfire.org/,BDU,12902.5823774928,10313398.545127
850,MONO,26005,WMT,WHITE MOUNTAIN FPD,25470 HIGHWAY 6,BENTON,93512,DAVE DOONAN,(760) 933‐2252,,2019/03/09 00:00:00+00,https://whitemountainfire.com/,BDU,188726.397839535,320530494.747518
851,NEVADA,29015,NCC,NEVADA COUNTY CONS FD,640 COYOTE STREET,NEVADA CITY,95959,JASON ROBITAILLE,(530) 265‐4431,,2022/08/13 00:00:00+00,https://www.nccfire.com/,NEU,203855.859056788,360989630.150423
852,NEVADA,29042,HGF,HIGGINS FPD,10106 COMBIE RD,AUBURN,95602,JERRY M. GOOD,(530) 269‐2488,,2022/08/13 00:00:00+00,https://www.higginsfire.org/,NEU,98821.851193567,202782282.763124
853,NEVADA,29055,RAR,ROUGH AND READY FPD,14506 ROUGH AND READY HWY,ROUGH & READY,95975,ROBB ROTHENBERGER,(530) 432‐1140,,2022/08/13 00:00:00+00,http://rrvfd.com/,NEU,27645.2266005944,23031234.2717186
854,NEVADA,29065,PNV,PENN VALLEY FPD,PO BOX 180,PENN VALLEY,95946,DON WAGNER,(530) 432‐2630,,2022/08/13 00:00:00+00,https://pennvalleyfire.com/,NEU,100684.021824446,235821846.522977
855,NEVADA,29005,GRS,GRASS VALLEY FD,125 E MAIN ST,GRASS VALLEY,95945,MARK BUTRON,(530) 274‐4370,Consolidated with Nevada City Fire Department in 2018.,2022/08/13 00:00:00+00,https://www.cityofgrassvalley.com/fire-department,NEU,65605.8931962845,22219597.8026278
856,NEVADA,29060,TRK,TRUCKEE FPD,PO BOX 2768,TRUCKEE,96160,KEVIN MCKECHNIE,(530) 582‐7850,,2022/08/13 00:00:00+00,https://www.truckeefire.org/,NEU,153467.307059102,330523900.671169
857,NEVADA,29050,NSJ,NORTH SAN JUAN FPD,PO BOX 299,NORTH SAN JUAN,95960,JASON FLORES,(530) 292‐9159,,2022/08/13 00:00:00+00,https://nsjfire.org/,NEU,96976.3230547664,224550771.582432
858,NEVADA,29030,PCP,PEARDALE ‐ CHICAGO PARK FPD,PO BOX 697,CHICAGO PARK,95712,JIM BIERWAGEN,(530) 273‐2503,,2022/08/13 00:00:00+00,https://www.pcpfire.org/,NEU,31526.1010179895,47991183.422407
859,NEVADA,29025,OPH,OPHIR HILL FPD,PO BOX 940,CEDAR RIDGE,95924,JEFF WAGNER,(530) 273‐8351,,2022/08/13 00:00:00+00,http://www.ophirhillfire.org/,NEU,33116.5081235155,21424409.3106471
860,SACRAMENTO,,,PACIFIC FRUITRIDGE FPD,,,,,,,2022/08/31 00:00:00+00,https://pacificfruitridgefire.specialdistrict.org/,AEU,30681.1830782716,12484700.8868304
861,SACRAMENTO,34135,RID,RIVER DELTA FIRE DISTRICT,16969 JACKSON SLOUGH RD,ISLETON,95641,PAUL CUTINO,(916) 777‐8700,,2022/08/31 00:00:00+00,https://riverdeltafire.com/,AEU,61850.2081698233,75154560.6045216
862,SACRAMENTO,34055,ISL,ISLETON FD,PO BOX 716,ISLETON,95641,SCOTT BARONI,(916) 777‐7776,,2022/08/31 00:00:00+00,https://cityofisleton.com/fire-department/,AEU,8063.57392811849,1183056.42773493
863,SACRAMENTO,34080,SCR,SACRAMENTO FD,5770 FREEPORT BLVD #200,SACRAMENTO,95822,CHRIS COSTAMAGNA,(916) 808‐1300,,2022/08/31 00:00:00+00,https://www.cityofsacramento.org/fire,AEU,154561.753827513,260673272.372621
864,SACRAMENTO,,,NATOMAS,,,,,,,2022/08/31 00:00:00+00,https://saclafco.saccounty.net/ServiceProviders/Documents/atozlistings/NatomasFPD.pdf,AEU,85090.1489924274,89315457.3143611
865,SACRAMENTO,34140,MAF,SACRAMENTO COUNTY AIRPORT FIRE,7203 EARHART DRIVE,SACRAMENTO,95835,KENNY PRETE,(916) 874‐0648,,2022/08/31 00:00:00+00,https://sacramento.aero/scas/about/general_information,AEU,15596.7956591725,11713046.4812823
866,SACRAMENTO,34050,HER,HERALD FPD,PO BOX 52,HERALD,95638,JAMES HENDRICKS,(209) 748‐2322,,2022/08/31 00:00:00+00,https://www.heraldfire.com/,AEU,73875.3504066425,239217630.17371
867,SACRAMENTO,34125,WLT,WILTON FPD,9800 DILLARD RD,WILTON,95693,KENNETH S. DIEDE,(916) 687‐6920,,2022/08/31 00:00:00+00,http://www.wilton-fire.org/index.html,AEU,71944.092649992,153492209.74615
868,SACRAMENTO,34015,CLF,COURTLAND FPD,PO BOX 163,COURTLAND,95615,DAVID WELCH,(916) 775‐1210,,2022/08/31 00:00:00+00,https://courtlandfire.com/,AEU,67503.4415031914,86881930.6199855
869,SACRAMENTO,34120,WAL,WALNUT GROVE FD,PO BOX 41,WALNUT GROVE,95690,JOE SANCHES JR,(916) 776‐1090,,2022/08/31 00:00:00+00,https://saclafco.saccounty.net/ServiceProviders/Documents/atozlistings/sac_006788.pdf,AEU,68583.2190522059,104629472.901504
870,SACRAMENTO,34130,DLT,DELTA FPD,P.O. BOX,RIO VISTA,94571,JEFF ARMSTRONG,(707) 374‐2233,,2022/08/31 00:00:00+00,https://saclafco.saccounty.net/ServiceProviders/Documents/atozlistings/DeltaFireDistrict.pdf,AEU,57552.9086842284,98229117.2882208
871,SACRAMENTO,34035,FOL,CITY OF FOLSOM FD,535 GLENN DRIVE,FOLSOM,95630,KEN CUSANO,(916) 461‐6300,,2022/08/31 00:00:00+00,https://www.folsom.ca.us/government/fire,AEU,45733.9748054102,77608887.9875372
872,SACRAMENTO,34020,CSM,COSUMNES CSD FD,10573 E STOCKTON BLVD,ELK GROVE,95624,FELIPE RODRIGUEZ,(916) 405‐7100,,2022/08/31 00:00:00+00,https://www.yourcsd.com/968/Fire,AEU,129516.02883665,409637162.000824
873,SACRAMENTO,34090,SAC,SACRAMENTO METROPOLITAN FD,"10545 ARMSTRONG AVE, STE 200",MATHER,95655,TODD HARMS,(916) 859‐4300,,2022/08/31 00:00:00+00,https://metrofire.ca.gov/,AEU,199374.114917881,928540484.398191
874,SAN JOAQUIN,39070,,BOGGS TRACT FPD,619 S LOS ANGELES,STOCKTON,95203,AL RUDA,,,2023/01/17 00:00:00+00,,TCU,4418.06714648327,390103.299422487
875,SAN JOAQUIN,39020,CLE,CLEMENTS RURAL FPD,PO BOX  523,CLEMENTS,95227,DAVID INGRUM,(209) 759‐3371,,2023/01/17 00:00:00+00,https://www.clementsfire.org/,TCU,76701.6796733167,281447597.186844
876,SAN JOAQUIN,39075,CGV,COLLEGEVILLE FD,13225 E. MARIPOSA RD,STOCKTON,95215,DENNIS  E. FAIST,(209) 462‐3883,,2023/01/17 00:00:00+00,https://www.collegevillefire.com/,TCU,52753.9632214161,72960109.2455423
877,SAN JOAQUIN,,,COUNTRY CLUB,,,,,,,2023/01/17 00:00:00+00,,TCU,18329.6046005011,5364829.65102311
878,SAN JOAQUIN,,,EASTSIDE,,,,,,,2023/01/17 00:00:00+00,,TCU,43559.7176812961,30040992.0943435
879,SAN JOAQUIN,39025,ESL,ESCALON CONSOLIDATED FPD,1749 COLEY AVE,ESCALON,95320,RICK MELLO,(209) 838‐7500,,2023/01/17 00:00:00+00,https://www.escalonfire.com/,TCU,59800.2747380492,155049051.163455
880,SAN JOAQUIN,39030,FAR,FARMINGTON RURAL FPD,PO BOX 25,FARMINGTON,95230,CONNI BAILEY,(209) 886‐5321,,2023/01/17 00:00:00+00,https://farmingtonfire.net/,TCU,73318.7891788414,230530763.237617
881,SAN JOAQUIN,39085,FRC,FRENCH CAMP MCKINLEY RURAL FPD,PO BOX 790,FRENCH CAMP,95231,MARIO MCARN,(209) 982‐0592,,2023/01/17 00:00:00+00,https://frenchcampfire.com/,TCU,39525.5295260474,34088869.6964993
882,SAN JOAQUIN,39055,LMD,LATHROP‐MANTECA FPD,800 EAST J ST,LATHROP,95330,JOSHUA CAPPER,(209) 941‐5100,,2023/01/17 00:00:00+00,https://www.lmfire.org/,TCU,175426.835470959,212839756.763147
883,SAN JOAQUIN,39010,LIB,LIBERTY RURAL FPD,24124 N BRUELLA RD,ACAMPO,95220,STANLEY D. SEIFERT,(209) 339‐1329,,2023/01/17 00:00:00+00,https://www.libertyfiredistrict.com/,TCU,47941.7271275792,93028042.3570315
884,SAN JOAQUIN,,,LINCOLN,,,,,,,2023/01/17 00:00:00+00,,TCU,71184.1291720293,31785272.4137306
885,SAN JOAQUIN,39040,LPE,LINDEN PETERS RURAL FPD,17725 E HWY 26,LINDEN,95236,KIRK NOFFSINGER,(209) 887‐3710,,2023/01/17 00:00:00+00,https://lindenfire.org/,TCU,77132.2415399563,309610863.543841
886,SAN JOAQUIN,39045,LOD,LODI FD,210 W. ELM STREET,LODI,95240,KEN JOHNSON,(209) 333‐6735,,2023/01/17 00:00:00+00,https://www.lodi.gov/281/Fire,TCU,35684.9042918984,32021580.202386
887,SAN JOAQUIN,39050,MAN,MANTECA FD,1154 S. UNION ROAD,MANTECA,95337,DAVID MARQUES,(209) 239‐8435,,2023/01/17 00:00:00+00,https://www.manteca.gov/departments/fire-department,TCU,68855.1707370237,55497868.6549546
888,SAN JOAQUIN,39125,MKE,MOKELUMNE RURAL FD,13157 E BRANDT RD,LOCKEFORD,95237,FRANK RAMIREZ,(209) 727‐0564,,2023/01/17 00:00:00+00,https://www.mokelumnefire.org/,TCU,54402.04720546,86680742.0584254
889,SAN JOAQUIN,39095,ZUM,MONTEZUMA FPD,2405 S B ST,STOCKTON,95206,EDWARD MARTEL,(209) 464‐5234,,2023/01/17 00:00:00+00,https://montezumafiredistrict.com/,TCU,46218.0625963497,22766203.167894
890,SAN JOAQUIN,39150,,MOUNTAIN HOUSE CSD FD,911 TRADITION WAY,MOUNTAIN HOUSE,95391,PAUL TUALLA,(209) 831‐2300,,2023/01/17 00:00:00+00,https://www.mountainhousecsd.org/,SCU,28359.0519999111,16638579.3408814
891,SAN JOAQUIN,39559,,CDF‐SAN JOAQUIN UNPROTECT AREA,P. O. BOX 944246,SACRAMENTO,94244,GEORGE HUANG,(209) 754‐3831,,2023/01/17 00:00:00+00,,SCU,227684.781271503,718723836.89659
892,SAN JOAQUIN,39060,RIP,RIPON FPD,142 S STOCKTON AVE,RIPON,95366,DENNIS BITTERS,(209) 599‐4209,,2023/01/17 00:00:00+00,http://www.riponfire.com/,TCU,81922.234594568,112273309.380124
893,SAN JOAQUIN,39065,STO,STOCKTON FD,"400 E. MAIN ST., FOURTH FLOOR",STOCKTON,95202,RICHARD EDWARDS,(209) 937‐8801,,2023/01/17 00:00:00+00,http://www.stocktonca.gov/government/departments/fire/default.html,TCU,216533.886068014,168788087.147564
894,SAN JOAQUIN,39115,THO,THORNTON FPD,PO BOX 78,THORNTON,95686,EVEREN O. WATKINS,(209) 794‐2460,,2023/01/17 00:00:00+00,https://www.thorntonfiredistrict.org/,TCU,50662.6578066768,109320328.74937
895,SAN JOAQUIN,39120,SJC,SOUTH SAN JOAQUIN CFA,835 CENTRAL AVE,TRACY,95376,RANDY BRADLEY,(209) 831‐6702,,2023/01/17 00:00:00+00,https://www.sjcfire.org/,SCU,128048.070266068,412911390.250735
896,SAN JOAQUIN,39105,WMR,WATERLOO MORADA RURAL FPD,6925 E FOPPIANO LN,STOCKTON,95212,ERIC G. WALDER,(209) 931‐3107,,2023/01/17 00:00:00+00,https://www.wmfire.org/,TCU,56699.1478882607,98966001.2361391
897,SAN JOAQUIN,39130,WOO,WOODBRIDGE FPD,400 E AUGUSTA STREET,WOODBRIDGE,95258,DARIN DOWNEY,(209) 369‐1945,,2023/01/17 00:00:00+00,https://www.woodbridgefire.org/,TCU,182719.750499531,402201401.787692
