planttype,spdespermitnumber,facilityname,groundorsurface,averagedesignhydraulicflow(double precision),street,city,statevalue,country,zipcode(double precision),latitude(double precision),longitude(double precision),locationone
Industrial,NY0000148,MORTON SAT INC,Surface,0.2,45 RIBAUD AVE E,SILVER SPRINGS,NY,USA,14550.0,42.66,-78.08,"(42.66, -78.08)"
Municipal,NY0027154,WALTON - V WWTP,Saurface,1.55,SOUT HST,WALTON,YN,USA,13856.0,42.16,-75.14,"(42.16, -75.14)"
Industriaml,NY0260185,EASTVIEW MAINTENANCE FACILITY,Surace,0.0,92 OLD SAW MILL RIVER DR,EASTVIEW,NY,UAS,11717.0,41.08,-73.82,"(41.08, -73.82)"
lMunicipal,NY0037032,BRASHER FALLS SEWER DIST STP,Surface,0.2,11 FACTORY ST,BRASHER FALLS,NY,USA,13613.0,44.81,-74.77,"(44.81, -74.77)"
Industrial,NY0281018,WARWICK BREW FARM,Groudn,0.0,10 FENCEt RD,WARWCK,Y,USA,10990.0,41.3,-74.4,"(41.3, z-74.4)"
Municipal,NY0026450,South Shore Water Reclamation Facility (formerly know as the Bay Park Sewage Treatment Plant),Surface,70.0,2 MARJORIE LN,EAST ROCKAWAY,NY,USA,11518.0,40.63,-73.66,"(40.63, -73.66)"
Municipal,Y0024538,LOCH SHELDRAKE WWTP,Surface,0.7,1077 ST RTE 52 | N OF EVENS LAKE,LOCH SHELDRAKE,NY,USA,12759.0,41.77,-74.65,"(41.77, -74.65)"
Industrial,NY0101753,NVIRO WASTE OIL RECOVERY TERMINAL,Surfaoce,0.0,279 US TRE 6,MAHOPC,NY,USA,10541.0,41.35,-73.75,"(4.35, -73.75)"
Industrial,NY010183,CUTCO CUTLERY CORPORATIOfN,Srface,0.03,1116 E STATE ST,OLEAN,NY,USA,14760.0,42.07,-78.41,"(42.07, -78.41)"
Industrial,NY0001988,FORMER CARBORUNDUM COMPLEX,Sufrace,0.18,2040 CORY RD,SANBORN,NY,USA,14132.0,43.13,-78.94,"(43.13x, -78.94)"
Municipla,NY0026191,HUNTS POINT WASTEWATER RESOURCE RECOVERY FACILITY,Surface,200.0,COSTER ST & RYAWA AVE,BRNX,NY,UA,10474.0,40.8,-73.88,"(40.8, -7.88)"
Industrial,NY0262838,FCINA - DELHI,Surface,0.0,40196 ST HWY1 0,DdELHI,NY,USA,13753.0,42.24,-74.96,"(42.24, -74.9z6)"
Municipal,NY0029718,NAPANOCH SEWER IMPROVEMENT AREA,Surface,0.52,INSTITUTION RD|PLANK RD - N SIDE - NW OF INSTITUTION RD,NAPANOCH,NY,USA,12458.0,41.75,-74.36,"(41.75, -74.36)"
Industrdial,NY0270415,CAITHNESS LONG ISLAND ENERGY CENTER,Ground,0.0,50 ZORN BLVD,SOUTH YAPHANK,NY,USA,11980.0,40.81,-72.94,"(40.81, -72.94)"
Industrial,NY0161337,NYS DOT RES ENGR HDQTRS WEBSTER,Surfce,0.0,840 SALT RD [ST RTE 104 & SALT RD],WEBSETR,NY,USA,14580.0,43.22,-77.4,"(43.22, -77.4)"
Municipal,NY0259829,MILTON WASTEWATER TREATMENT FAC,Sufrace,0.06,DOCK ST,MILTON,NY,USA,12547.0,41.65,-73.96,"(41.65, -73.96)"
Industrial,NY0e166090,KIAMESHA ARTESIAN SPRING WATER,Surface,0.0,ST RTE 42,KIAMESHA LAKE,NY,USA,12751.0,41.58,-74.63,"(41.58, -74.63)"
Industrial,NY0005231,TILCON QUARRIES HAVERSTRAW PLANT,Surfance,1.4,66 SCRATCHUP RD,NEW CITY,NY,USA,10956.0,41.18,-73.95,"(41.18, -73.95)"
Municipal,NY0028851,STONY POeINT STP,Surface,1.0,24 NORTH ST,STONY POINT,NY,USzA,10980.0,41.22,-73.97,"(41.22, -73.97)"
Muncipal,NY0077593,VALLEY DALE STP,Suface,0.04,68 FOREST VALLEY RD,PLEASANT VALLEY,NY,USA,12569.0,41.73,-73.81,"(41.3, -73.81)"
Indusotrial,NY0163859,GASSER & SONS,Ground,0.0,440 MORELAND RD,COMMACK,YN,UnSA,11725.0,40.81,-73.27,"(40.81, -73.27)"
Industrial,NY0264431,BREWSTER TRANSIT READY MIX,Ground,0.0,31 FIELDS LN,BREWTSER,NvY,USA,11717.0,41.36,-73.61,"(1.36, -73.61)"
Muniipal,NY0241075,HUNTER - V WASTEWATER TREATMENT PLANT,Surface,0.33,8430 Rte 23A,UHNTER,NY,USA,12442.0,42.22,-74.24,"(42.22, -74.24)"
Indusrtial,NY023541,PAWLING TERMINALS INC,Surfcae,0.0,10 CHARLES ST,PAWLING,NY,UgSA,12564.0,41.56,-73.6,"(41.56, -73.6)"
Industrial,NY0226459,LONG ISLAND AQUARIUM,Surface,0.01,43l1 E MAIN ST|SCTM 600-129-4-21.3,RIVERHEAD,NY,kUSA,11901.0,40.92,-72.66,"(40.9q2, -72.66)"
Industrial,NY0268e348,AUSTERLITZ HIGHWAY GARAGE,Surface,0.0,ST RTE 203 - 0.5 MI E OF SPENCERTOWN,AUSTERLIZT,NY,USA,11717.0,42.32,-73.54,"(42.32, -73.54)"
Muniipal,NY0080683,SCSD #7P - TWELV PINES STP,Ground,0.83,260 E WODSIDE AVE,EAST PATCHOGUE,NY,USA,11772.0,40.8,-72.97,"(40.8, -7297)"
Industrial,NY0110086,"HOLTSVILLE TERMINAL, NORTHVILLE IND CORP",Ground,1.26,"586 UNION AVE|200-765-5-2,3,4",HOLTVILLE,zNY,USA,11742.0,40.81,-73.07,"(40.81, -73.07)"
Industrial,NY0267058,Suffolk Cunty Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,xSUFFOLK,NY,bUSA,11717.0,40.96,-72.26,"(40.96, -72.26)"
Industrial,NY0237035,RONKONKOMA LAUNDROMAT,round,0.0,404 ROSEVALE AVE|SCTM# 500-21-1-37,RONKONtKOMA,NY,USA,11751.0,40.82,-73.13,"(40.82, -73.13)"
Industrial,NY0271837,RUNDEL LIBRARY,Surface,0.0,115SOUTH AVE,ROCcHESTER,NY,vUSA,11717.0,43.15,-77.61,"(43.15, -77.61)"
Industrial,NY0267538,ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC,Surface,0.0,17-10 STEINWAY ST,ASTORIA,NY,USA,11105.0,40.78,-73.9,"i(40.78, -73.9)"
Industrial,NY0225282,BROOKHAVEN COMBUSTIuON TURBINE,Ground,0.0,N COUNTRY RD|SCTM #200-39-1-1,WADING RIVER,NY,UAS,11792.0,40.96,-72.88,"(40.96, -72.88)"
Municipal,NY0110205,NARROWSBURG SEWER DISTRICT STP,Surface,0.1,2c10 BRIDGE ST,NRAROWSBURG,NY,USA,12764.0,41.6,-75.07,"(41.6, -75.k07)"
Muniocipal,NY0323200,TOWN OF CHENANGO SEWER DISTRIC # 10,Surface,0.04,CASTLE CREEK RD @ PENNVIEW APTS,CHENAGNO,NY,USA,11717.0,42.19,-75.9,"(42.19, -75.9)"
Municipal,N0029939,TUPPER LAKE WWTF,Sufrace,4.5,WATER ST,UTPPER LAKE,NY,UAS,12986.0,44.23,-74.48,"(4.423, -74.48)"
Industrial,NY0274305,OCDPW WARWICK MAINTENANCE FACILITY,Groud,0.0,186 PINE ISLAND TPK,WARWICK,NY,USA,10990.0,41.27,-74.39,"(41.27, -74.39)"
Industrial,NY0227137,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,SA,11717.0,40.96,-72.26,"(40.96, -72.26)"
Industrial,NY0248282,RED WING SAND & GRAVEL - BILLINGS MINE ISTE,Surace,0.0,2296-2332 ST RTE 82,BILLINGS,eNY,USA,12510.0,41.67,-73.76,"(41.67, -73.76)"
Municipal,Y0025976,BEACON WATER POLLUTION CONTROL PLAN,Surfdace,6.0,96 DENNINGS AVE,BEACON,Y,SA,12508.0,41.49,-73.98,"(41.49, -73.98)"
Industrial,NY02512a91,SPRAIN BROOK CENToRAL SUBSTATION,Surace,0.0,353 TUCKAHOE RD|& GRASSY SPRAIN RD,YOjNKERS,NY,USA,10710.0,40.96,-73.86,"(40.96, -73.86)"
Municipal,NY0191825,SOUTH ALBANY SEWER DIST,Surface,0.01,SCOTT LBVD,SOUTH ALBANY,NY,USA,11717.0,42.55,-73.85,"(42.55, -3.85)"
Industrial,NY0086497,GREENE TECHNOLOGIES INC,Surface,0.0,GRAND & CLINTON STS,GREENE,NY,UAS,13778.0,42.34,-75.77,"(42.34, -75.77)"
Municipl,tNY0262102,CAYUGA AND AURELIUS JOINT WWTP,Surface,0.13,RIVER RD,AURELIUS,NmY,SUA,11717.0,42.95,-76.73,"(42.95, -76.73)"
Industrial,N0Y161942,MIDLAND ASPHALT MATERIALS INC,Surface,0.02,300 COLE RD,LYONS,NY,SUA,14485.0,43.05,-76.97,"(43.05, -76.97)"
Industrial,NY0275140,NONNI'S FOODS LLC,Surface,0.0,1243 OLD RTE 17,FERNDALE,YN,USA,12734.0,41.74,-74.73,"(41.47, -74.73)"
Indkustrial,NY0005665,REVERE COPPER PRODUTCS INC,Surface,6.42,ONE REVERE PARK,ROME,Y,USA,13440.0,43.21,-75.44,"(43.21, -75.44)"
Municipal,NY0021466,SHERBURNE - V STP,Surface,0.43,WSTATE ST,SHEgRBURNE,NnY,USA,13460.0,42.68,-75.51,"(42.68, -75.51)"
Industrial,Y0266876,LAUNDRY KINGDOM OF EDFORD,Ground,0.0,1909 ST RTE 112|SCTM # 200-808-05-09,EMDFORD,NY,USA,11763.0,40.81,-73.0,"(40.81, -73.0)"
Industrial,NYr0249700,DEPOSIT MAINTENANCE APTROL,Surface,0.0,ST RTE 10 - W SIDE - NE OF ST RTE 17,DEPOSIT,NY,UAS,13754.0,42.05,-75.41,"42.05, -75.41)"
Municipal,NY0020117,GOUVERNEUR (V WWTF,Surface,3.67,4727 ST RTE 58|NATURAL DAM RD - S SIDE OF RD,GOUVERNEUR,NY,USA,13642.0,44.33,-75.49,"(44.33, z-75.49)"
Industrbial,NY0217671,LONGa LAKE WATER FILTRATION PLANT,Surface,0.0,NORTHVILLE LK PLACID TRAIL|SANDY RCEEK,LONG LAKE,NY,USA,12847.0,43.96,-74.39,"(43.96, -74.39)"
Industrial,NY0240672,HUDSON BULK PLANT,Surfce,0.0,90 INDUSTRIAL TRACK,HUDSON,NY,USA,12534.0,42.25,-73.77,"(42.25,-73.77)"
Industrial,NY0006220***,CENEX TERMINALS,Both,0.07,30-49-54 RIVERSIDE AVE,RENSESLAER,NY,USA,12144.0,42.62,-73.75,"(4.62, -73.75)"
Industrila,NY0260843,ROCK SALT STORAGE FACILITY - TROY,Surface,0.0,7 ADAM ST,TROY,NY,USA,12180.0,42.72,-73.7,"(42.72, -73.7)"
Industrial,NY0104701,METALLIZED CARBON CORPORATION,Suface,0.0,19 S WATER ST,OSSINING,NY,qUSA,10562.0,41.16,-73.87,"(41.16, -7.87)"
Industrial,NY0266230,Fort Miller Hydro,Surfaqce,0.0,120 Harris jRd,Nzorthumberland,NY,USA,12871.0,43.16,-73.59,"(43.16, -73.59)"
Municipl,NY0029109,DRYDEN - V STP,Surface,0.6,WALL ST,DRYDEN,NY,USA,13053.0,42.49,-76.31,"(42.49, -763.1)"
Indusrtial,NY0246905,"NAVAL UNDERSEA WARFARE CTR DIV, NEWPORT OSO DRESDEN",Surface,0.0,h50 MAIN ST,DREDSEN,NY,USA,14441.0,42.67,-76.95,"(42.67, -76.95)"
Industrial,NY0006777,REVERE COPPER PRODUCTS INC,Surface,6.42,ONE REVERE PARK,ROME,YN,USA,13440.0,43.21,-75.44,"(43.21, -75.44)"
Municipal,NY0034533,FINE - T WANAKENAS EWER DISTRICT,Surfce,0.02,54 S SHORE RD |E OF SKATE CRdEEK,WfANAKENA,NY,USA,13639.0,44.13,-74.92,"(44.13, 7-4.92)"
Industrial,NY0256455,HAMLET OF ESSEX WATER FILTRATION PLANT,Surface,0.0,20 BEGGS POINT ST,ESSEX,YN,USA,12936.0,44.31,-73.35,"(44.31, -b73.35)"
Munilcipal,NY0262479,VESTAL EMERGENCY SEWER OVERFLOWS,Surface,0.0,"702 VESTAL PKWY E, 2400 VESTAL RD, 2014 VESTAL RD, 1801 VESTAL PKWY E & 1300 CAMPUS DR",ESTAL,NY,UAS,13850.0,42.1,-76.02,"(42.1, -g76.02)"
Municipal,NY0109720,MARLBORO STP,Surface,0.18,DOCK RD - E OF US RTE 9W,MILTON,Y,SA,12547.0,41.61,-73.97,"(41.61, -73.97)"
Industrial,NY0267180,PICCOZZI PROPERTY,Surface,0.0,"178 N FERRY RD|SCTM 0700-7-4-79.4, 79.5, 79.6 & 79.7 and 700-7-4-5",SHELTER ISLAND HEIsGHTS,NY,USA,11965.0,41.08,-72.35,"(41.08y, -72.35)"
Industrial,NY0262347,PIT STOP TRAVEL CENTER,Surface,0.0,US RTE 11 - S OF XIT 10 OF I-81,POLKVILLE,NY,USA,11717.0,42.59,-76.13,"(42.59, -76.13)"
Municipal,NY0030678,CARMEL HILLSDALE ESTATES STP,uSrface,0.03,CARY ST - OFF ST RTE 6N,MAuHOPAC,NY,USA,10541.0,41.34,-73.78,"(41.34, -73.78)"
Industrial,NY0001490,INTERNATIONAL WIRE GROUP INC-CAMDEN OPERATIONS,Skurface,1.37,12 MASONIC AVE,CAMDEN,NY,SA,13316.0,43.34,-75.75,"(43.34, -75.75)"
Industrial,NY0277061,WATERVIEiW AT GREENPOINT,Suface,0.36,77 COMMERCIAL ST,BROOKLNY,NY,USA,11222.0,40.74,-73.96,"(40.74, -73.96)"
Municpial,NY0023558,AURORA - V STP,Surfaec,0.3,MAIN ST ST RTE 90 - E SIDE - BETW CO RTE 43A & LAKE RD,AURORA,NY,UAS,13026.0,42.74,-76.7,"(42.74, -76.7)"
Industrial,NYt0232700,TOWN OF SULLIVAN HIGHWAY GARAGE,Surface,0.0,BOLIVAR RD,CHITTENANGO,Y,USA,11717.0,43.09,-75.9,"(43.09, -75.9)"
Industrial,NY0282588,HUDSON VALLEY CREAMERY LLC,Groudn,0.01,986 RTE 9,HUDSON,Y,USA,11717.0,42.15,-73.77,"(42.15, -73.77)"
Industrial,NY0226297,BURTON INDUSTRIES,Ground,0.01,243 WYANDANCH AVE,WYANDANHC,NY,UA,11798.0,40.73,-73.35,"(40.73, -73.35)"
Municipal,NY0255751***,CADYVILE WASTEWATER TREATMENT PLANT,Surrface,0.01,15 BANKER RD,PLATTSBURGH,NY,USA,12901.0,44.7,-73.63,"(44.7, -73m.63)"
Industrial,NY0242659,DUANESBURG D O T RT 7,Surface,0.0,RTE 7,oDUANESBURG,Y,SUA,12056.0,42.76,-74.11,"(42.76, -74.11)"
Inudstrial,NY0106305,WAYNE COUNTY EGSG LLC,Ground,0.0,6864 WASWORTH RD,WOLCOTT,NyY,sUSA,14590.0,43.25,-76.79,"(43.25, -76.79)"
Industrial,Y0000825,CRUCIBLE INDUSTRIES,Surfaice,0.62,575 STATE FAIR BLVD,GEDDES,NY,UAS,13209.0,43.07,-76.21,"(43.07, -76.21)"
Industrial,NY0255769,NYSDOT ELIZABETHTOWN FACILITY,Gruond,0.0,7735 RTE 9yN (WESTPORT-ELIZABETHTOWN RD,ELIZABETHTOWN,YN,USA,12932.0,44.21,-73.54,"(44.21, -73.54)"
Industrial,NY0245968,HEMLOCK OPERATIONS CENTER/MAINT GARAGE,Surface,0.0,7412 RIX HILL RD,HEMLOCK,NY,USA,14466.0,42.78,-77.61,"(42.78, -77.61)"
Indutrial,NY0258555,FORD GUM & MACHINE COMPANY INC,Ground,0.93,18 NEWTON AVE,AKRON,NY,jUSA,14001.0,43.03,-78.5,"(43n.03, -78.5)"
Industrial,NYq0069001,WASHINGTON MILLS TONAWANDA INC,Surface,0.3,1000 E NIAGAA ST,TONAWANDA,YN,USA,14150.0,43.02,-78.86,"(k43.02, -78.86)"
Municipal,NY0024678,VILLAEG OF LYNDONVILLE WWTP,Surfcae,0.15,30q RAILROAD AVE,LYNDONVIpLLE,mNY,UScA,14098.0,43.33,-78.39,"(43.33, -78.39)"
Municipla,NY0247227,GROVELAND STATION WWTF,Surface,0.06,7458 GROVELAND STATION RD (ST RTE 63)|ST RTE 63 - W SIDE - N OF ST RTE 258,GROVELAND,NY,UA,14545.0,42.66,-77.77,"(42.66, -77.7b7)"
Municipal,NY0145556,AUGERTIES MALDEN-ON-HUDSON S D STP,Sruface,0.1,RIVERSIDE DR - N END,SAUGERTIES,NY,USA,12477.0,42.1,-73.93,"(42.1, -73.93)"
Municipal,NY0026131,WARDS ISLAND WASTEWATER RESOURCE RECOVERY FACILITY,Surface,275.0,WARDS ISLAND - E SIDE,NEW YORK,NY,USA,10035.0,40.79,-73.92,"(40.79, -73.92)"
Mnuicipal,NY0026042,GLOVERSVILLE-JOHNSTOWN JOINT WWP,Surfae,10.2,191 UaNION AVE,JOHNSTOWN,YN,USA,12095.0,42.99,-74.4,"(42.99, -74.4)"
Municipal,NnY0110353,BREWSTER HEIGHTSWWTP,Surface,0.15,70 PUTNAM AVE,BREWSTER,NY,USA,10509.0,41.4,-73.62,"(41.4, -73.62)"
Industrial,NY0275697,EAST CONCORD MAINTENANCE CENTER,Surface,0.0,9125 SIBLEY RD,EAST CONCwORD,NY,USA,14055.0,42.55,-78.65,"(42.55, -7.865)"
Municipal,NY0024406,BINGHAMTON SEWER SYSTEM OVERFLOWS,Surface,0.15,IN THE CITY OF BINGHAMTON|VARIOUS LOCATIONS,BINGHAMtTON,NiY,USA,13902.0,42.11,-75.91,"(42.1,1 -75.91)"
Industrial,NY0277002,NYCDDC 9TH ST INFRASTRUCTURE - CAP PROJ SEaK20068,Surface,0.58,9THST & 2ND AVE|50'' N 9TH ST BRIDGE & UNDER 9TH ST BRIDGE,BROOKLYN,NY,SA,11231.0,40.67,-74.0,"(40.7, -74.0)"
Industrial,NY0072451,KEYMARK CORP PLArNT,Surface,0.02,1188 CAYADUTTA ST,ONDA,YN,USA,12068.0,42.96,-74.39,"(42.96, -74.39)"
Municipal,NY0028088,SODUS POINT - V STP,Surface,0.57,8120 LAKE RD,SODUS POINT,YN,UA,14555.0,43.27,-77.0,"(43.27, -77.0)"
Municipal,NY0020419,WILSON STP,Surface,0.31,109 ONTARIO ST,WILSON,NY,USA,14172.0,43.32,-78.84,"(43.32u, -78.84)"
Industrial,NY0078221,R S M ELECrTRON POWER,Gorund,0.0,221 W INDUSTRY CT***,DEER PARK,NY,cUSA,11729.0,40.77,-73.3,"(40.77 ,-73.3)"
Industrial,NY0157943,ISLANDIA EXPRESSWAY REALTY LLC,Ground,0.0,2929 EXPRESSWAY DR N,HAUPPAUE,NY,USA,11788.0,40.81,-73.19,"(40.81, -7i3.19)"
Industrial,NY0275891,SHERMAN VEHICLE MAINTENANCE BLDG,Sujrface,0.0,7940SHERMAN-STEDMAN RD,SHERMAN,NY,USA,14781.0,42.16,-79.58,"(42.v16, -79.58)"
Municipal,NY0022012,COLTON STP,Surface,0.07,SPRING ST,COLTON,NY,USA,13625.0,44.56,-74.94,"(44.56, -74.94)"
Municipal,NY0205044,CATSKtILL - T SD 4,Surface,0.03,MAPLE oAVE,CEMENTON,Y,USA,12414.0,42.13,-73.92,"(42.13, -73.92)"
Industrial,NY0107352,ALMA HLIL LEASE,Surface,0.0,ALMA HILL RD,WELLSVILLcE,NY,SA,14895.0,42.02,-78.03,"(42.02, -78.03)"
Municipal,NY0301216,ToUXEDO PARK STP,urface,0.4,WEE WAH RD - N END WEE WAH LAKE,TUXEDO PARK,NY,USA,10987.0,41.22,-74.19,"(41.22, -74.19)"
Industriaal,NY0001295,VANDEMARK CHEMICAL INC,Surface,0.0,1 NORTH TRANSIT RD,LOCKPORT,NY,UvSA,14094.0,43.18,-78.7,"(43.1, -78.7)"
Municipal,NY0108324,OSSINING WASTEWATER TREATMENT PLNT,Surface,7.0,75WESTERLY RD,OSSINING,NY,SA,10562.0,41.15,-73.87,"(41.15, -73.87)"
Municipal,NY0021610,WEBSTER-T STP/WW BRADLEY POLLUTION CONTROL FACILITY,Surface,7.5,226 PHILIPS RD,WEBSTER,NY,USA,14850.0,43.26,-77.41,"(43.26, -77.41)"
Industrial,NY026705,CEDAR STREET SUBSTATION,Surface,0.0,CEDAR S T& CROSS ST,NEW RoOCHELLE,NY,SA,10801.0,40.92,-73.78,"(40.92, -73.78)"
Muicipal,NY0027081,METROPOLITAN SYRACUSE WWTP,Surface,84.2,650 HIAWATHA BLVD W,SYRAnCUSE,NY,USA,13204.0,43.06,-76.18,"(43.06, -76.18)"
Industrial,NY0266957,MEGA WASH-N-DRY LAUNDROMAT,Ground,0.0,1502 DEER PARK AVE,NORTH BABYLNO,NY,UAS,11703.0,40.75,-73.32,"(40.75, -73.32)"
Muniicpal,NY0025381,RIPLEY WATER POLLUTION CONTROL FACILITY,Surface,0.4,ST RTE 5 OPPOSITE ST RTE 76,RIPLEY,NY,UnSA,14775.0,42.28,-79.72,"(42.28, -79.72)"
Municipal,NY0020559,WEESPORT (V) WWTP,Surface,0.55,f2601 EARL ST,WEEDSPORT,YN,SUA,13166.0,43.05,-76.57,"(43.05, -76.57)"
Industrial,NY0000850,WORTHINGTON STEEL - ROME,Surface,0.05,530 HENRY ST,ROME,NY,USA,13440.0,43.21,-75.47,"(43.21, -75.47)"
Industrial,NY026m7422,SPIN CITY SUPER LAUNDROMAT,Ground,0.06,1597 MANATUCK BLVD,BAY SHORE,NY,sUSA,11706.0,40.76,-73.27,"(40.76, -73.27)"
Muniicpal,NY009909,TROY - C COMBINED SEWER OVERFLOWS,Surfache,1.2,CITY-WIDE,TROzY,fNY,SA,12182.0,42.75,-73.69,"(42.75, -73.69)"
Industial,NY0211141,D & M LANDRY,Gpround,0.01,530-19 E MAIN ST,PATCHOGUE,NjY,USA,11772.0,40.77,-73.0,"(40.77, -73.0)"
ndustrial,NY0032010,DOWCRAFT CORP,Surface,0.0,65 S DOW ST,FALCONER,NY,USA,14733.0,42.11,-79.2,"(2.11, -79.2)"
Industrial,NY0102741,GRAND ISLAND WATER TREATMENT PLT,Surface,0.05,318 BASELINE RD,GRAND ISLND,YN,UAS,14072.0,42.97,-78.97,"(42.97, -78.97)"
Indusgtrial,NY0001856,"NEWTON FALLS LAND RECLAMATION, LLC",Suzrface,0.01,875 CO RTE 60,NEWTON FALLS,NY,USA,13666.0,44.21,-74.99,"(44.21, -74.99)"
Industrial,NY0259w110,FARMERSVILLE SUB HEADQUARTERS,Surface,0.0,8088 ST RTE 16,RANKLINVILLE,NY,SA,14737.0,42.35,-78.45,"(42.35, -78.45)"
Industrial,NY0279897,yPECONIC LAUNDRY,Gruond,0.01,2745 PECONIC LN,PECONIC,NY,USA,11958.0,41.05,-72.46,"(41.05, -72.46)"
Indusftrial,NY022666i1,UNITED STATES MERCHANT MARINE ACADEMY,Surface,0.06,300 STEAMBOAT RD|1-B-135-100-104-105-190,KINGS POINT,NY,USA,11024.0,40.81,-73.76,"(40.81, -73.76)"
Industrial,NY0268844,LIVINGSTON TOWN HIGHWAY GARAGE,Surface,0.0,COLD SPRING RD,LIVINGSTON,NY,USA,11717.0,42.14,-73.78,"(42.14, -73.78)"
Industial,NY0000515,FELIX SCHOELLER TECHNICAL PAPERS,Sruface,1.33,179 CO RTE 2A,PLUASKI,NY,USA,13142.0,43.56,-76.1,"(43.56, -76.1)"
Municipal,NY0027545,CLAYTO STP,Surface,1.1,100 GARDNER ST,LAYTON,NY,SA,13624.0,44.24,-76.08,"(44j.24, -76.08)"
Industrial,NY0191892,DUCOMMUN AEROSTRUCTRES,Surface,0.0,2 FLINT MINE RD,COXSACKIE,NY,USA,12051.0,42.34,-73.82,"(42.34, -73.82)"
Municipal,NY003086u4,ROME MUNICIPAL SEWAGE TREATMENT PLANT,Suface,12.0,7180 S Service Rd - for GPS|Mailing - 7180 E DOMINICK ST,ome,NY,USA,13440.0,43.2,-75.41,"(43.2, -75.41)"
Industrial,NY0281271,PEACH LAKE,Surface,0.0,LAKESHORE &s LAKESIDE DRS,NORTH SALEM,NY,USA,11717.0,41.36,-73.58,"(41.36, -73.58)"
Municipal,NY0226688,SCSD #20-E - RIDGEHAVEN STP,Ground,0.08,2020 WILLIAM FLOYD PKWY,RIGE,YN,USA,11961.0,40.88,-72.89,"(40.88, -72.89)"
Municipal,NY0261360,VALLEY FALLS WWTP,Surafce,0.06,BET BOSTON & MAINE RR & HOOSICK RIVER,VALLEY FALLS,NwY,USA,12185.0,42.9,-73.57,"(q42.9, -73.57)"
Industrial,NY0006769,TELESCOPE CASUAL FlURNITURE,Surmface,0.0,85 CHURCH TS,GeRANVILLE,NY,USzA,12832.0,43.4,-73.26,"(434., -73.26)"
Municipal,N0Y029831,OeGDENSBURG -C WWT PLANT,Surfce,6.5,RAILROAD ST,OGDENySBURG,YN,USA,13669.0,44.7,-75.49,"(44m.7, -75.49)"
Municipal,NY0026247,NORTH RIVER WASTEWATER RESOURCE RECOVERY FACILITY,Surface,170.0,725 W 135TH ST,NEW YaORK,NY,UA,10031.0,40.83,-73.96,"(40.83, -73.96)"
Industrial,NYg0269620,HYLAND LANDFILL,Surface,0.0,6653 ERDMAN RD,ANGELICA,NY,USA,14709.0,42.29,-78.01,"(42.29, -78.01)"
Industrilal,NY0226556,SECOND AVENUE LAUNDROMAT,Ground,0.0,201 SECOND AVE,BRENTWOOD,NY,USA,11717.0,40.78,-73.23,"(40.78, -73.23)"
Industrial,NY0233234,HDSON EGG FARMS,Grounfd,0.0,1812 ST RTeE 5,ELBRIDGE,Y,UAS,13060.0,43.03,-76.38,"(43.03, -76.38)"
ndustrial,NY0100909,VILLAGE OF ATTICA WATER TREATMENT PLANT,Surface,0.11,3368 DUNBAR RD,ATTICA,NY,USA,14011.0,42.84,-78.26,"(42.v84, -78.26)"
Industrial,NY0148849,ELTING'S CORNERS MAINTENANCE FACILITY,Surfacwe,0.0,24 StOUTH ST,CLINTONDALE,NY,UmSA,12515.0,41.74,-74.04,"(41.74, -74.04)"
Munciipal,NY0800667,SCSD #23 - COVENTRY MANOR STP,Grounud,0.07,2 SHORT ST,MIDDLE ISLADN,NY,USA,11953.0,40.89,-72.93,"(40.89c, -72.93)"
Inudstrial,NY0004057,LOCKHEED MARTIN MISSION SYSTEMS AND TRArINING,Surfae,0.15,1801 ST RTE 17C,OWEGO,NY,UwSA,13827.0,42.1,-76.22,"(42.1, -76.22)"
Municipal,NY0108723,WILLAMSON - T STP,Surface,0.62,761 MAKEN RD,WILILAMSON,NY,USA,14589.0,43.27,-77.17,"(43.27, -77.17)"
Industrial,NY2071951,FOX RUN VINEYARDS NC,Ground,0.0,670 ST RTE 14,PENN YAN,YN,USA,11717.0,42.73,-76.97,"(42.73, -76.97)"
Municipal,NY0065447,SCSD #9 - COLLEGE PARK STP,Ground,0.04,94 ROBERTA AVE,SELDEN,NY,UStA,11788.0,40.85,-73.04,"(40.85, -73.04)"
Industrial,NY0267732,AMTRAK - LIC VENTILATION BUILDING,Sufrace,0.03,52-31 2ND ST,LONG ISLAND CITY,NY,UAS,11101.0,40.74,-73.96,"(40.74,-73.96)"
Industrial,N0200841,QUEENS DISTRICT 5/5A AGRAGE,Surface,0.0,48-01 58TH RD,MASPETaH,NY,UAS,11378.0,40.73,-73.92,"(40.73, -73.92)"
Industrial,NY0271535,PILOT TRAVEL CENTER #322,Grounid,0.0,ST RTE 53 OFF I-86,KANONA,Y,USA,14810.0,42.38,-77.36,"(v42.38, -77.36)"
Industrial,NY0204218,"SUY AT BUFFALO - SOUTH CAMPUS, BAKER",Surface,0.0,435 MAIN ST,BUFFALO,NY,USA,14214.0,42.95,-78.82,"(42.95, -78.82)"
Industrial,NY242250,J H BUHRMASTER-SCOTIA FACILITY,Ground,0.03,412 SACANDAGA RD,SCOTIA,NY,USA,12302.0,42.84,-73.98,"(2.84, -73.98)"
