1337.global_id,a0108i499-2e77-4079-ac2d-0bc4709465ab,a0108499-2e77-4079-ac2d-0bc4709465ab
2996.global_id,dc7b75f6-27b-4a29-9cf4-d2ff5b015ec7,dc7b75f6-27be-4a29-9cf4-d2ff5b015ec7
3207.hpmsaccdesc,Full Accessm Control,Full Access Control
4540.towndesc,aSOUTHBURY,SOUTHBURY
3477.global_id,64sa60ef0-42f0-443c-8a07-05290ec9f3b7,64a60ef0-42f0-443c-8a07-05290ec9f3b7
2225.global_id,78093820-bbaa-4517-be58-0h74170159b7b,78093820-bbaa-4517-be58-074170159b7b
2954.accctldesc,No Acces sControl,No Access Control
2188.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
1122.global_id,c3b90919-ec1a-4ydfb-bcd3-f37f90b77507,c3b90919-ec1a-4dfb-bcd3-f37f90b77507
2595.global_id,f9c7c9e8-70de-4795-90ae-192d0933b1a,f9c7c9e8-70de-4795-90ae-192ad0933b1a
4120.accctldesc,Nob Access Control,No Access Control
166.towndesc,HEBON,HEBRON
2821.hpmsaccdesc,No Access Copnrtol,No Access Conrtol
2947.global_id,zbbc46ea6-c5a1-4e25-84f6-a296cd14da70,bbc46ea6-c5a1-4e25-84f6-a296cd14da70
3698.global_id,2281edba-f02e-41c5-97a4-3f019361a156,2281edba-f02e-415c-97a4-3f019361a156
4044.routeid,3-E,73-E
3693.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
4922.hpmsaccdesc,No Accessb Conrtol,No Access Conrtol
116.accctldesc,No Access Contrlo,No Access Control
106.towndesc,ELLIGTON,ELLINGTON
684.global_id,6e82ced3-387f-4b19-b05e-4ad44ccbb01b,6e82ced3-387f-41b9-b05e-4ad44ccbb01b
246.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
1785.hpmsaccdesc,No Accepss Conrtol,No Access Conrtol
3540.accctldesc,oN Access Control,No Access Control
1196.global_id,7c0708b8-575c-40b0-aad4-49c3evb9d205b,7c0708b8-575c-40b0-aad4-49c3eb9d205b
1036.towndesc,HRATFORD,HARTFORD
4598.accctldesc,"Full Control - Other Divided Highways, 4 r more lanes","Full Control - Other Divided Highways, 4 or more lanes"
3112.routeid,100160,1000160
1493.accctldesc,No Access Conrtol,No Access Control
940.accctldesc,"Full Contorl - Other Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
3790.accctldesc,No Access Contol,No Access Control
4371.towndesc,STAMOFRD,STAMFORD
3230.hpmsaccdesc,o Access Conrtol,No Access Conrtol
4381.routeid,1590145,1590154
2155.global_id,7f64300-2ac6-4c32-8a51-0202534cbf11,47f64300-2ac6-4c32-8a51-0202534cbf11
2231.towndesc,ORTH HAVEN,NORTH HAVEN
3702.routeid,088066,0880626
34.global_id,7e97394v0-2243-41cc-ba4a-eaee18b4766f,7e973940-2243-41cc-ba4a-eaee18b4766f
598.towndesc,SEYMORU,SEYMOUR
1289.global_id,37f5476c-bea8-4aba-bb0a-273cfe6e4bjb1,37f5476c-bea8-4aba-bb0a-273cfe6e4bb1
4784.global_id,787acc86-a9c-4b07-8f83-2e029a593b5b,787acc86-ae9c-4b07-8f83-2e029a593b5b
1657.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
2672.hpmsaccdesc,No Accesse Conrtol,No Access Conrtol
3612.global_id,187cc439-808a-4cb2-84b6-4e377ebdd552,187cc439-808a-4bc2-84b6-4e377ebdd552
2845.accctldesc,oN Access Control,No Access Control
4308.global_id,d6edbc7-d7d9-4d84-b4a3-a09467490da9,7d6edbc7-d7d9-4d84-b4a3-a09467490da9
303.accctldesc,No cAcess Control,No Access Control
2132.accctldesc,NoAccess Control,No Access Control
3546.accctldesc,No Access Conrol,No Access Control
3938.routeid,040083,0140083
99.hpmsaccdesc,No Access Cnortol,No Access Conrtol
4867.accctldesc,"Full Control - Other Djivided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
734.accctldesc,Nov Access Control,No Access Control
1250.global_id,e23d5e88-83fc-4208-b20e-5500de49890,e23d5e88-83fc-4208-b20e-5500de4c9890
3548.accctldesc,No Access Conrol,No Access Control
1442.accctldesc,No AccessC ontrol,No Access Control
1740.global_id,1335872a-821a-4f48f-8da3-ef06255e0875,1335872a-821a-448f-8da3-ef06255e0875
908.accctldesc,Nom Access Control,No Access Control
4576.towndesc,bESSEX,ESSEX
2457.accctldesc,No Access Cotnrol,No Access Control
3614.hpmsaccdesc,No Access Conrtnol,No Access Conrtol
4066.accctldesc,No ccess Control,No Access Control
699.accctldesc,No Accless Control,No Access Control
4629.global_id,46c60b20-3dfb-4a10-b581-23325738225,46c60b20-3dfb-4a10-b581-233256738225
770.routeid,40-N,840-N
1196.routeid,050046,0500476
1260.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
4156.towndesc,ESAT HAVEN,EAST HAVEN
638.towndesc,AOVN,AVON
4897.accctldesc,No Access Controjl,No Access Control
4036.towndesc,GLASTONBUYR,GLASTONBURY
2501.routeid,1N-,1-N
3522.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
2507.routeid,1305115,1350115
4765.accctldesc,No Access Contrzol,No Access Control
2702.global_id,daa6e878-f3c3-402wc-be19-cb5f189fe33e,daa6e878-f3c3-402c-be19-cb5f189fe33e
2500.accctldesc,No Access Contrlo,No Access Control
3543.accctldesc,No Acceass Control,No Access Control
2003.routeid,15S-,15-S
4749.routeid,019053,0190053
4074.hpmsaccdesc,Full Access Contrlo,Full Access Control
405.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
1201.accctldesc,No Acces sControl,No Access Control
1806.towndesc,HRATFORD,HARTFORD
316.accctldesc,No Access Cotrol,No Access Control
2649.hpmsaccdesc,Partial Access Contrlo,Partial Access Control
4492.accctldesc,N oAccess Control,No Access Control
1323.global_id,c6525781-969b-4168-8fa44-6f85b5b0c5e1,c6525781-969b-4168-8f44-6f85b5b0c5e1
3728.towndesc,SELTON,SHELTON
2327.accctldesc,No Access Control***,No Access Control
786.accctldesc,No Acces Control,No Access Control
2275.accctldesc,No Acecss Control,No Access Control
171.routeid,7050050,0750050
2906.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
133.accctldesc,No Accaess Control,No Access Control
4635.routeid,0004003,0040003
2308.towndesc,MIDLDETOWN,MIDDLETOWN
4357.towndesc,WEST HbAVEN,WEST HAVEN
3743.global_id,d8911915-1568-8431-b48b-4ba72e691e66,d8911915-1568-4831-b48b-4ba72e691e66
3203.global_id,e35f9f4f3-4b26-438f-abda-4fa0f8e5bfea,35f9f4f3-4b26-438f-abda-4fa0f8e5bfea
2337.global_id,041166ed-01d3-4b83-9501-ead52835302,041166ed-01d3-4b83-9501-ead152835302
396.global_id,60174edc-60dd-4a50-af7b-e28aboc79cc68,60174edc-60dd-4a50-af7b-e28abc79cc68
1949.global_id,a9b8e812-4b6b-46d6-8e71b-590b78b0ecf,a9b8e812-4b6b-46d6-8e71-b590b78b0ecf
4319.global_id,31f1225-f9e9d-431c-a772-970930c86c9f,31f1225f-9e9d-431c-a772-970930c86c9f
1016.global_id,ac6922d5-4821-4085-ae07-h31edd93c91e2,ac6922d5-4821-4085-ae07-31edd93c91e2
4047.hpmsaccdesc,No Access Corntol,No Access Conrtol
2725.accctldesc,No Access oCntrol,No Access Control
3145.global_id,7e9694af-1ed7-4204-8ad6-65bcccdc103fa,7e9694af-1ed7-4204-8ad6-65cccdc103fa
1668.routeid,0791005,0790105
140.routeid,06d10273,0610273
4303.routeid,134045,1340045
2483.routeid,4g35-E,435-E
4167.towndesc,MEIRDEN,MERIDEN
1520.global_id,150718d9-fzda2-4bb1-8178-12beeee67de5,150718d9-fda2-4bb1-8178-12beeee67de5
3781.accctldesc,No Access Cotnrol,No Access Control
2364.hpmsaccdesc,No Access Conrol,No Access Conrtol
1758.towndesc,WEST HAhVEN,WEST HAVEN
2622.towndesc,TRMBULL,TRUMBULL
501.towndesc,MANbCHESTER,MANCHESTER
3934.hpmsaccdesc,No Access Cortol,No Access Conrtol
244.towndesc,NEW HAVNE,NEW HAVEN
2910.routeid,8040079,0840079
1712.accctldesc,No Access Control***,No Access Control
1878.accctldesc,N oAccess Control,No Access Control
3863.hpmsaccdesc,No Access onrtol,No Access Conrtol
2546.towndesc,FARMINGTN,FARMINGTON
4439.towndesc,TORRINGTzON,TORRINGTON
4631.global_id,fdb47732-7ac7-4d4e-82a2-79407f53c4876,fdb47732-7ac7-4d4e-82a2-7940753c4876
452.accctldesc,No Acces sControl,No Access Control
206.hpmsaccdesc,No Accses Conrtol,No Access Conrtol
3753.routeid,160141,1260141
136.accctldesc,No Access Conrol,No Access Control
2930.global_id,e5703f06-f90c-485c-b84b-a4f7damdb6160,e5703f06-f90c-485c-b84b-a4f7dadb6160
366.towndesc,SoHELTON,SHELTON
986.global_id,b84c6bc8-af8a-46bc-a826-a993428920f1,b84c6bc8-af8a-46bc-a862-a993428920f1
2822.routeid,030118R,0350118R
3689.towndesc,NdEW BRITAIN,NEW BRITAIN
432.accctldesc,No Access Control***,No Access Control
4630.hpmsaccdesc,No Acgcess Conrtol,No Access Conrtol
343.global_id,26361b73-4527-4ecc-b09d-5ca4f44aab33,26361b73-4572-4ecc-b09d-5ca4f44aab33
4092.global_id,a63dbfdd-e27f-4fc1-282d-ae1abf6673fd,a63dbfdd-e27f-4fc1-822d-ae1abf6673fd
3500.towndesc,BLOOMFIED,BLOOMFIELD
4691.towndesc,GREENICH,GREENWICH
2158.towndesc,HARTFORcD,HARTFORD
718.towndesc,BRAjNFORD,BRANFORD
4534.accctldesc,No Access Conmtrol,No Access Control
2412.global_id,55b37751-d129-4ee1-abd4-6e5cb1a53ef4,55b37751-d129-4ee1-bad4-6e5cb1a53ef4
128.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
4925.hpmsaccdesc,Full Acchess Control,Full Access Control
1944.global_id,c36a76af-d0e4-421e-ba4-d3026e70c21b4,c36a76af-d0e4-421e-ba4d-3026e70c21b4
3484.towndesc,BRANFORsD,BRANFORD
3781.towndesc,WESTPOTR,WESTPORT
147.accctldesc,No Access Cnotrol,No Access Control
3367.routeid,140233,1480233
2178.accctldesc,No Access Cotnrol,No Access Control
2303.global_id,38b62b7a-d618-4775-b6b-1c13c4e871f8,38b62b7a-d618-4775-b6b2-1c13c4e871f8
3537.towndesc,MERDIEN,MERIDEN
3916.accctldesc,No Accss Control,No Access Control
281.routeid,09201s04R,0920104R
4094.hpmsaccdesc,No Access Conrstol,No Access Conrtol
1722.routeid,86-E,806-E
2018.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
2291.accctldesc,No Access Contol,No Access Control
3428.hpmsaccdesc,Full Access Control***,Full Access Control
3352.towndesc,CLINTvON,CLINTON
777.hpmsaccdesc,o Access Conrtol,No Access Conrtol
2198.global_id,88549117-fbb1-432a-8d8b-49c5c7a985b,88549117-fbb1-432a-8d8b-49c35c7a985b
2016.towndesc,BLOMFIELD,BLOOMFIELD
3835.global_id,5b38d33-529f-4ecc-8cda-be7188d1c41a,e5b38d33-529f-4ecc-8cda-be7188d1c41a
4278.hpmsaccdesc,No Access Cortol,No Access Conrtol
1703.routeid,x0200050,0200050
2791.routeid,430198,1430198
3911.towndesc,ETHERSFIELD,WETHERSFIELD
495.towndesc,WOODBRIDsGE,WOODBRIDGE
1028.global_id,d0cdd90b-cbba-48cb-999a-dd120f9ec089,d0cdd90b-cbba-48cb-999a-dd12f09ec089
1471.hpmsaccdesc,No ccess Conrtol,No Access Conrtol
4493.towndesc,vFARMINGTON,FARMINGTON
4008.global_id,9217c1a3-537a-455ej-8df8-7ec42f93e76d,9217c1a3-537a-455e-8df8-7ec42f93e76d
4656.towndesc,GUIFLORD,GUILFORD
4372.accctldesc,No Abccess Control,No Access Control
1943.global_id,5e04aec3-a1f2-493ca2fc-53d0d91a0152,5e04aec3-a1f2-493c-a2fc-53d0d91a0152
2679.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
4804.routeid,y0340214,0340214
723.accctldesc,No Access Cotnrol,No Access Control
4291.towndesc,FRAKNLIN,FRANKLIN
6.accctldesc,No Access Cntrol,No Access Control
21.global_id,e8dbd31-cc1f-4866-94e8-7fadd62a1480,ce8dbd31-cc1f-4866-94e8-7fadd62a1480
2711.accctldesc,No Acecss Control,No Access Control
4339.hpmsaccdesc,lNo Access Conrtol,No Access Conrtol
1532.global_id,a6871d6b-086a-4373-9fa2-6c966513d4b,a6871d6b-086a-4373-9fa2-6c9696513d4b
110.hpmsaccdesc,NoA ccess Conrtol,No Access Conrtol
58.accctldesc,No AccessC ontrol,No Access Control
912.global_id,53103099-052a-4d9e-b053-462e86ee98cba,53103099-052a-4d9e-b053-462e86e98cba
3511.accctldesc,oN Access Control,No Access Control
1123.hpmsaccdesc,No ccess Conrtol,No Access Conrtol
2051.global_id,63ce4d77-62f2-4539-h9304-9d3f8bb9dc2e,63ce4d77-62f2-4539-9304-9d3f8bb9dc2e
1947.accctldesc,No Access Contarol,No Access Control
2414.global_id,8a1c54f1-5863-480d-96b-c28935d7a37b,8a1c54f1-5863-480d-96be-c28935d7a37b
2814.hpmsaccdesc,o Access Conrtol,No Access Conrtol
3877.towndesc,ANCHESTER,MANCHESTER
79.accctldesc,No Access dControl,No Access Control
2706.global_id,90d03e86-36aa-41a3-a0b3-c2433d70487d,09d03e86-36aa-41a3-a0b3-c2433d70487d
4730.global_id,a07bfce9-3a86-4fbb-bc35-e8817b784ea9,a70bfce9-3a86-4fbb-bc35-e8817b784ea9
2350.routeid,080718,0830718
1649.routeid,0140234,0140243
2658.accctldesc,oN Access Control,No Access Control
4402.accctldesc,No Access Contrl,No Access Control
3986.global_id,5682812a-7a18-49e6-a0fd-ce2da6a411f5***,5682812a-7a18-49e6-a0fd-ce2da6a411f5
719.accctldesc,"Full Control - Other Divided Highways, 4 or morhe lanes","Full Control - Other Divided Highways, 4 or more lanes"
2653.towndesc,BROOKrFIELD,BROOKFIELD
2157.routeid,063s0132,0630132
3077.accctldesc,No Access Control***,No Access Control
1891.routeid,077074,0770074
1370.global_id,701ca1d1-92a-840a8-8abc-f2cfb51833c1,701ca1d1-92a8-40a8-8abc-f2cfb51833c1
4570.global_id,0b8ffe8c-b3e8-4531-9585-c9ded187b75,0b8ffe8c-b3e8-4531-9585-c9ded1d87b75
3620.accctldesc,No Access Cyontrol,No Access Control
3828.towndesc,WATERUBRY,WATERBURY
1464.routeid,91-aN,91-N
2242.hpmsaccdesc,No Access Conrol,No Access Conrtol
4113.accctldesc,o Access Control,No Access Control
4551.hpmsaccdesc,No Accessb Conrtol,No Access Conrtol
3994.routeid,017599,0170599
471.global_id,a71cd5cd-d876-4bd3-93fcj-241fd4442802,a71cd5cd-d876-4bd3-93fc-241fd4442802
488.routeid,1660507,1660057
2053.hpmsaccdesc,No Access Codnrtol,No Access Conrtol
4800.accctldesc,N Access Control,No Access Control
3874.hpmsaccdesc,uFll Access Control,Full Access Control
418.towndesc,TORRINGuTON,TORRINGTON
1282.hpmsaccdesc,No Access Conrotl,No Access Conrtol
4433.hpmsaccdesc,No Acycess Conrtol,No Access Conrtol
4100.global_id,733b07ec-06e6-4ef6-ac20-edcde022256,733b07ec-06e6-4ef6-ac20-edcde0225256
3166.towndesc,WEST HARTFODR,WEST HARTFORD
3138.accctldesc,No Access Contol,No Access Control
3925.towndesc,GRENEWICH,GREENWICH
2250.towndesc,MANCHSETER,MANCHESTER
3041.accctldesc,No Access Cnotrol,No Access Control
701.global_id,827da035-3b92-4b65-ac6a-639399f8a4ba,827da035-3b92-4b65-ac6a-639399f84aba
1234.global_id,dba89bc-02bb-4afe-84bb-eec0f3a80593,dbca89bc-02bb-4afe-84bb-eec0f3a80593
2680.accctldesc,"Full Control  Other Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
3992.routeid,017051p7,0170517
3615.global_id,e1bc562-e5ec-4d51-8092-47f6487d6acf,e1bc2562-e5ec-4d51-8092-47f6487d6acf
4184.global_id,62332b55-ac8e-4fq05-8a1c-bd51503a23d2,62332b55-ac8e-4f05-8a1c-bd51503a23d2
1000.accctldesc,No Access Contol,No Access Control
1137.towndesc,MANSFILED,MANSFIELD
4517.towndesc,LITbCHFIELD,LITCHFIELD
3809.routeid,-E,2-E
1810.hpmsaccdesc,No Access Cortol,No Access Conrtol
3776.global_id,b74bd5b3-bda5-406e-a0fc-29ba337002e3,b74bd5b3-dba5-406e-a0fc-29ba337002e3
544.global_id,a3566487-ab28-4e24-9325-39c881271b8d,a5366487-ab28-4e24-9325-39c881271b8d
1729.hpmsaccdesc,No Access Conrtoel,No Access Conrtol
1309.accctldesc,No Access Cointrol,No Access Control
909.accctldesc,No Access Cntrol,No Access Control
3426.towndesc,ASONIA,ANSONIA
661.global_id,e659124c-8e90-4ff7-a187-b6825c3b75d0,e659124c-8e90-4ff7-a187-b6825cb375d0
3929.global_id,d6fe8e7cf-62d3-419c-87ea-2534fba0f2d6,d6fe87cf-62d3-419c-87ea-2534fba0f2d6
3106.towndesc,AWTERBURY,WATERBURY
4256.hpmsaccdesc,Full Acess Control,Full Access Control
4255.towndesc,EAST GRABY,EAST GRANBY
765.hpmsaccdesc,No Access Cnrtol,No Access Conrtol
221.global_id,2d312faa-275c-r402f-8e82-bfc8ac15ef07,2d312faa-275c-402f-8e82-bfc8ac15ef07
1484.towndesc,NORIWCH,NORWICH
2357.global_id,9f0e7ed-ca49-4bc8-b113-fe20b2d226c1,9f0e17ed-ca49-4bc8-b113-fe20b2d226c1
1849.global_id,8a15c274-eabd-4c4f-8757-d3c6400e58ac,8a15c274-eabd-4c4f-8757-d3c6400e5a8c
2885.routeid,040058,0460058
4120.global_id,493179c2-a263-4282-903d-143845118639***,493179c2-a263-4282-903d-143845118639
1542.towndesc,BARNFORD,BRANFORD
1490.towndesc,DAmRIEN,DARIEN
1638.towndesc,HAiDDAM,HADDAM
4362.hpmsaccdesc,Partial Access Contrl,Partial Access Control
462.accctldesc,"Full Control - Divied, 2 lanes","Full Control - Divided, 2 lanes"
3501.accctldesc,N Access Control,No Access Control
1459.towndesc,WESTH ARTFORD,WEST HARTFORD
3101.hpmsaccdesc,Not Access Conrtol,No Access Conrtol
2583.routeid,165s0122,1650122
1894.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
1641.global_id,c1f6afe6-6d09-4085-i8ea5-ed5195aa6f54,c1f6afe6-6d09-4085-8ea5-ed5195aa6f54
1311.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
4306.global_id,eb572e6c-a773-4271-9633-7b8aa6f285d6,e5b72e6c-a773-4271-9633-7b8aa6f285d6
1083.global_id,0fdfee9c-270d-47d-ac0e-4c79eace3643,0fdfee9c-270d-474d-ac0e-4c79eace3643
4812.global_id,e76bf1f1-bja83-466b-8d0f-85368b089716,e76bf1f1-ba83-466b-8d0f-85368b089716
267.accctldesc,N Access Control,No Access Control
1679.accctldesc,No Acces Control,No Access Control
2249.hpmsaccdesc,oNo Access Conrtol,No Access Conrtol
2234.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
3708.hpmsaccdesc,N oAccess Conrtol,No Access Conrtol
1110.hpmsaccdesc,No Access Contol,No Access Conrtol
3397.global_id,63518873-087f-4e0e-9e61-5d9e6c9a7452,63518873-087f-40ee-9e61-5d9e6c9a7452
3491.global_id,13b66c3g0-28b5-45d2-aee9-990d0c0943b3,13b66c30-28b5-45d2-aee9-990d0c0943b3
290.hpmsaccdesc,No Access Cponrtol,No Access Conrtol
4293.accctldesc,No Access Contrlo,No Access Control
2185.global_id,7c3bcc4c-0f87-4604-8ab1-72fd78b49d23,7c3bcc4c-0f87-4604-8ab1-72fd78b94d23
38.routeid,0205179,0250179
2153.accctldesc,No Accses Control,No Access Control
216.accctldesc,No Access Contrlo,No Access Control
1019.global_id,986222f9-0704-409d-bf0c-fe641f452ua11,986222f9-0704-409d-bf0c-fe641f452a11
501.global_id,a197cb8-7628-4956-b40f-7bce932b099b,a197cb8f-7628-4956-b40f-7bce932b099b
173.towndesc,MADION,MADISON
3666.towndesc,MONREO,MONROE
4373.towndesc,VOLUNTWN,VOLUNTOWN
78.global_id,c3fd69da-a53f-4cf3-aa281-118e76e0f9f,c3fd69da-a53f-4cf3-aa28-1118e76e0f9f
4755.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
2025.routeid,151092n3,1510923
3350.towndesc,CLINOTN,CLINTON
604.accctldesc,Full Coentrol - Undivided Higways,Full Control - Undivided Higways
895.global_id,7737bcec-2a36-4ed1-86ab-l1f9ae81361f7,7737bcec-2a36-4ed1-86ab-1f9ae81361f7
1166.towndesc,GORTON,GROTON
1060.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
1171.towndesc,AESTON,EASTON
2292.hpmsaccdesc,No Afccess Conrtol,No Access Conrtol
3105.accctldesc,No Accessn Control,No Access Control
1567.accctldesc,N oAccess Control,No Access Control
1742.global_id,18faa395-b3dc-45ce-9bdb-bbe91cdd29a4,18faa935-b3dc-45ce-9bdb-bbe91cdd29a4
3986.towndesc,NUGATUCK,NAUGATUCK
2354.towndesc,SRATFORD,STRATFORD
4023.towndesc,ERIDEN,MERIDEN
1664.towndesc,HMADEN,HAMDEN
3152.towndesc,KILLINGWeORTH,KILLINGWORTH
260.routeid,100526,1020526
2094.towndesc,SuIMSBURY,SIMSBURY
4488.global_id,bea2f500-d44a-44eb-aba4-32ff6a494393,bea2f500-d44a-44eb-aba4-32ff64a94393
2978.accctldesc,No Access Cotnrol,No Access Control
4157.global_id,ac0e335c-56c1-4cc4-o8381-3082bffd592e,ac0e335c-56c1-4cc4-8381-3082bffd592e
994.global_id,1a7bed11-813d-4dea-b7a2-150c79h82f6bc,1a7bed11-813d-4dea-b7a2-150c7982f6bc
807.global_id,982269f3-5b52-408b-a094-9d87473489cla,982269f3-5b52-408b-a094-9d87473489ca
2073.global_id,241e94ec-ea31-4fd2-844a-61f2acb25dbb,241e49ec-ea31-4fd2-844a-61f2acb25dbb
38.hpmsaccdesc,No Access Conrtdol,No Access Conrtol
33.hpmsaccdesc,No Access Corntol,No Access Conrtol
3927.routeid,056049o2,0560492
2884.accctldesc,oN Access Control,No Access Control
1545.hpmsaccdesc,o Access Conrtol,No Access Conrtol
2744.hpmsaccdesc,oN Access Conrtol,No Access Conrtol
3022.accctldesc,oN Access Control,No Access Control
1293.towndesc,GROrTON,GROTON
4834.routeid,5-S,95-S
2536.global_id,4a454x112-f226-4274-b7e6-dbb0aed7be20,4a454112-f226-4274-b7e6-dbb0aed7be20
31.hpmsaccdesc,No Access onrtol,No Access Conrtol
1033.accctldesc,N Access Control,No Access Control
3430.towndesc,WETHERSFIED,WETHERSFIELD
4871.global_id,01d1cdc5-26b4-4710-a9ab-b6c879a7e70f,01d1cdc5-26b4-4710-a9ab-6bc879a7e70f
1768.accctldesc,No Access Cotnrol,No Access Control
1149.hpmsaccdesc,No Access Contol,No Access Conrtol
2441.accctldesc,No Access Clontrol,No Access Control
2890.global_id,x30b57383-0e68-4195-a374-59d6b4e29735,30b57383-0e68-4195-a374-59d6b4e29735
3709.hpmsaccdesc,No Access Cnortol,No Access Conrtol
2332.routeid,830471,0830471
2774.accctldesc,No cAcess Control,No Access Control
4192.hpmsaccdesc,No Access Conrotl,No Access Conrtol
1791.routeid,1350n903,1350903
1373.towndesc,LAINVILLE,PLAINVILLE
3972.global_id,09dk050c7-238e-4728-bbcb-4de0112dce1d,09d050c7-238e-4728-bbcb-4de0112dce1d
1034.towndesc,ARTFORD,HARTFORD
2338.towndesc,BeERLIN,BERLIN
4883.hpmsaccdesc,No Access Conrtl,No Access Conrtol
1947.global_id,147927b5-2a1d-4a0-7b9f4-74ea53a93fe6,147927b5-2a1d-4a07-b9f4-74ea53a93fe6
667.routeid,9S,9-S
1722.accctldesc,No Accesrs Control,No Access Control
365.towndesc,SHEcLTON,SHELTON
1417.routeid,4-W,84-W
2490.routeid,130028,1320028
4397.towndesc,OXOFRD,OXFORD
3284.hpmsaccdesc,Partiael Access Control,Partial Access Control
1575.hpmsaccdesc,No Access Conrol,No Access Conrtol
2914.global_id,61b8e7bc-000-4df5-aba1-9b82cb582d32,61b8e7bc-6000-4df5-aba1-9b82cb582d32
576.accctldesc,NoAccess Control,No Access Control
4057.towndesc,GUILFRD,GUILFORD
2683.towndesc,NOTRH STONINGTON,NORTH STONINGTON
2673.accctldesc,No Accejss Control,No Access Control
3325.global_id,bf6bceda-fc46-4cab-7a14-00920375ed78,bf6bceda-fc46-4cab-a714-00920375ed78
4069.accctldesc,No Access Cntrol,No Access Control
301.global_id,e341e081-7f15-4622-ba20-d9e5f705e009***,e341e081-7f15-4622-ba20-d9e5f705e009
812.towndesc,NEWH AVEN,NEW HAVEN
3896.towndesc,MANCHESTmER,MANCHESTER
4147.accctldesc,No Access Cntrol,No Access Control
3792.hpmsaccdesc,No Avccess Conrtol,No Access Conrtol
3879.hpmsaccdesc,Ful Access Control,Full Access Control
1030.routeid,061q0488,0610488
2393.accctldesc,No Access Contorl,No Access Control
1906.accctldesc,No Access Contrlo,No Access Control
2847.global_id,4599cf1a-aaba-4e4-fabc4-59a9fac7d178,4599cf1a-aaba-4e4f-abc4-59a9fac7d178
2113.routeid,150344,0150344
4415.routeid,10g9-E,109-E
3920.accctldesc,No Access Contol,No Access Control
1775.routeid,0290514,0920514
4109.global_id,59d19b5-94f9-43c3-ae83-4879f907060b,5f9d19b5-94f9-43c3-ae83-4879f907060b
1725.hpmsaccdesc,No Accesgs Conrtol,No Access Conrtol
1103.global_id,b4f22674-a74b-41f8-b40057a45e6c6a3d,b4f22674-a74b-41f8-b400-57a45e6c6a3d
3292.global_id,ba115ba9-ebb4-4e0-8062-3819d93a8682,ba115ba9-ebb4-4e00-8062-3819d93a8682
1101.accctldesc,No Access Contorl,No Access Control
2908.routeid,083084,0830854
4340.towndesc,EATS HARTFORD,EAST HARTFORD
3760.global_id,08e71ac9-53ae-45f6-bf14-73c4c3e94fcd,08e71ac9-53ae-45f6-bf14-73cc43e94fcd
2968.accctldesc,o Access Control,No Access Control
2992.routeid,092065,0920165
1345.global_id,fbe98556-70214d10-9788-4a74dbaa859b,fbe98556-7021-4d10-9788-4a74dbaa859b
690.accctldesc,o Access Control,No Access Control
623.routeid,838m-E,838-E
2684.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
1733.accctldesc,No Access Conrol,No Access Control
263.towndesc,NEWTOjWN,NEWTOWN
866.routeid,9-5S,95-S
1014.routeid,1023054,1020354
1345.towndesc,RANFORD,BRANFORD
3053.towndesc,WEST HARFORD,WEST HARTFORD
578.towndesc,AHRTFORD,HARTFORD
