gross,net,conventional_accounting,economic_sector,sector,category,sub_category_one,sub_category_two,sub_category_three,year,gas,mtco_twoear_five_two_zeroyr,mtco_twoear_four_one_zero_zeroyr
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2013,CO2,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2014,CO2,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2015,CO2,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2016,CO2,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2017,CO2,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2018,CO2,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2019,CO2,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1990,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1991,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1992,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1993,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1994,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1995,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1996,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1997,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1998,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1999,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2000,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2001,CO2,-18,-18
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1990,CO2,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1990,CH4,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1990,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1990,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Other,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Other,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants (Transportation),1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants (Transportation),1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Natural Gas,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,1990,N2O,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,Gasoline,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,CNG,1990,Biogenic CO2,0,0
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Jet Fuel,1990,CH4,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Railroad,Distillate Fuel,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Military,Residual Fuel,1990,Biogenic CO2,0,0
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,1990,Biogenic CO2,0,0
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Aircraft),Jet Fuel,1990,CH4,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Other,Diesel,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,1990,Biogenic CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1990,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1990,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1990,N2O,0,0
Yes,No,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1990,Biogenic CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1990,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1990,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1990,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,1990,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,1990,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,1990,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,1990,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,1990,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,1990,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,1990,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1990,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1990,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,1990,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,1990,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1990,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1990,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,1990,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,1990,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1990,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1990,N2O,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1991,CO2,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1991,CH4,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1991,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1991,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Other,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Other,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants (Transportation),1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants (Transportation),1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Natural Gas,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Natural Gas,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,1991,N2O,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,Gasoline,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,CNG,1991,Biogenic CO2,0,0
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Jet Fuel,1991,CH4,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Railroad,Distillate Fuel,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Military,Residual Fuel,1991,Biogenic CO2,0,0
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,1991,Biogenic CO2,0,0
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Aircraft),Jet Fuel,1991,CH4,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Other,Diesel,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,1991,Biogenic CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1991,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1991,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1991,N2O,0,0
Yes,No,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1991,Biogenic CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1991,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1991,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1991,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,1991,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,1991,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,1991,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,1991,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,1991,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,1991,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,1991,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1991,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1991,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,1991,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,1991,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1991,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1991,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,1991,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,1991,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1991,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1991,N2O,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1992,CO2,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1992,CH4,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1992,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1992,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1992,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1992,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1992,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1992,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1992,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1992,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1992,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Other,1992,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Other,1992,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,1992,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,1992,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,1992,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,1992,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,1992,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,1992,N2O,0,0
