objectid,statefp,countyfp,tractce,geoid,namevalue,namelsad,mtfcc,funcstat,aland,awater,li_cor_dac,shape_area,shape_length
235,6,71,25000,6071025000,250.0,Census Tract 250,G5020,S,2770573219,18684,LIC,4178010600.5,292190.649785344
236,6,71,12700,6071012700,127.0,Census Tract 127,G5020,S,26807887,0,DAC,39147922.4960938,34682.7259722707
237,6,71,12400,6071012400,124.0,Census Tract 124,G5020,S,8575106,404470,Both,13122106.4492188,17444.8355037712
238,6,71,12500,6071012500,125.0,Census Tract 125,G5020,S,4265484,97098,Both,6372297.1640625,12963.0979148533
239,6,23,400,6023000400,4.0,Census Tract 4,G5020,S,7022793,77338,LIC,12387732.5429688,17105.7471444843
240,6,1,406100,6001406100,4061.0,Census Tract 4061,G5020,S,1843702,74875,Both,3075942.390625,8324.67432469335
241,6,111,701,6111000701,7.01,Census Tract 7.01,G5020,S,1430869,0,LIC,2104122.265625,6195.50783991129
242,6,111,3801,6111003801,38.01,Census Tract 38.01,G5020,S,945661,0,LIC,1385401.16796875,4868.38726653348
243,6,111,3010,6111003010,30.1,Census Tract 30.10,G5020,S,783462,0,LIC,1148784.96484375,4525.56752177562
244,6,111,304,6111000304,3.04,Census Tract 3.04,G5020,S,44851768,28869,LIC,66102782.8398438,50035.7499726716
245,6,23,11100,6023011100,111.0,Census Tract 111,G5020,S,301387536,3764825,LIC,527410728.949219,151591.363134592
246,6,23,800,6023000800,8.0,Census Tract 8,G5020,S,15569451,9233489,LIC,43334534.796875,31579.6162768822
247,6,23,10102,6023010102,101.02,Census Tract 101.02,G5020,S,2020446981,8710502,LIC,3582301110.0625,521179.794508749
248,6,23,10502,6023010502,105.02,Census Tract 105.02,G5020,S,29023552,121322,LIC,51117920.9726563,34292.565727553
249,6,23,1200,6023001200,12.0,Census Tract 12,G5020,S,652269391,1729265,LIC,1138488264.33203,259149.099902418
250,6,23,200,6023000200,2.0,Census Tract 2,G5020,S,3115077,590178,LIC,6469427.17578125,12072.6473196653
251,6,23,11200,6023011200,112.0,Census Tract 112,G5020,S,995172043,30608117,LIC,1769768682.90234,257067.517570653
252,6,37,573002,6037573002,5730.02,Census Tract 5730.02,G5020,S,324505,0,Both,471068.93359375,2912.43030443253
253,6,37,552900,6037552900,5529.0,Census Tract 5529,G5020,S,1309994,0,Both,1905978.85546875,5880.88986627538
254,6,37,603704,6037603704,6037.04,Census Tract 6037.04,G5020,S,624351,20544,Both,938441.58984375,3877.42435066754
255,6,37,242300,6037242300,2423.0,Census Tract 2423,G5020,S,630038,0,Both,917899.76171875,4237.13011497119
256,6,37,535503,6037535503,5355.03,Census Tract 5355.03,G5020,S,317379,0,Both,462460.14453125,2821.48394705329
257,6,37,534201,6037534201,5342.01,Census Tract 5342.01,G5020,S,510043,0,Both,743239.29296875,3800.34642943735
258,6,23,100,6023000100,1.0,Census Tract 1,G5020,S,3861118,2216011,LIC,10616857.9179688,14791.6007547554
259,6,23,10200,6023010200,102.0,Census Tract 102,G5020,S,629137972,37886476,LIC,1178984975.60547,218165.147627199
260,6,23,300,6023000300,3.0,Census Tract 3,G5020,S,3081757,264,LIC,5379411.46484375,11906.221487806
261,6,23,10800,6023010800,108.0,Census Tract 108,G5020,S,102210642,22911654,LIC,217615323.65625,107433.585191768
262,6,23,10300,6023010300,103.0,Census Tract 103,G5020,S,648595085,1138867,LIC,1139278328.67578,225323.970670499
263,6,37,502302,6037502302,5023.02,Census Tract 5023.02,G5020,S,750552,0,Both,1093915.86328125,5176.59113934042
264,6,19,7002,6019007002,70.02,Census Tract 70.02,G5020,S,1922208,0,Both,2985934.81640625,8351.26205767388
265,6,19,7003,6019007003,70.03,Census Tract 70.03,G5020,S,8007694,0,Both,12446580.4023438,15585.6160990218
266,6,19,7100,6019007100,71.0,Census Tract 71,G5020,S,14229144,74452,Both,22215643.7109375,22920.4701031389
267,6,19,5602,6019005602,56.02,Census Tract 56.02,G5020,S,3198792,7663,Both,5013663.1484375,11143.6162245646
268,6,19,7202,6019007202,72.02,Census Tract 72.02,G5020,S,5344718,0,DAC,8289271.83984375,13825.2518217207
269,6,47,504,6047000504,5.04,Census Tract 5.04,G5020,S,6878274,0,Both,10916605.8867188,16289.8621209627
270,6,47,602,6047000602,6.02,Census Tract 6.02,G5020,S,1316977,0,Both,2088102.67578125,6350.45367444901
271,6,47,603,6047000603,6.03,Census Tract 6.03,G5020,S,4153328,11735,DAC,6605637.09765625,12037.7783385581
272,6,47,701,6047000701,7.01,Census Tract 7.01,G5020,S,1926344,0,Both,3053546.6171875,7638.67950126086
273,6,47,801,6047000801,8.01,Census Tract 8.01,G5020,S,3423867,0,Both,5428362.515625,11220.2628837651
274,6,19,5408,6019005408,54.08,Census Tract 54.08,G5020,S,4957619,0,Both,7750671.3046875,11443.1856261723
275,6,37,541700,6037541700,5417.0,Census Tract 5417,G5020,S,1400357,0,Both,2038672.203125,6452.74416850659
276,6,37,533603,6037533603,5336.03,Census Tract 5336.03,G5020,S,806971,6,Both,1176346.28515625,5998.55527078533
277,6,37,980015,6037980015,9800.15,Census Tract 9800.15,G5020,S,5188935,220674,LIC,7849842.7265625,13149.7441900702
278,6,29,4402,6029004402,44.02,Census Tract 44.02,G5020,S,1865738,0,Both,2827597.90625,7986.81555652472
279,6,47,802,6047000802,8.02,Census Tract 8.02,G5020,S,2294537,0,DAC,3636812.61328125,7842.12346008563
280,6,85,501402,6085501402,5014.02,Census Tract 5014.02,G5020,S,524641,0,LIC,831593.234375,4310.89789025314
281,6,47,902,6047000902,9.02,Census Tract 9.02,G5020,S,21788351,68353,DAC,34624348.9882813,23722.4739542823
282,6,47,1003,6047001003,10.03,Census Tract 10.03,G5020,S,1600638,0,Both,2535398.68359375,6459.84548499031
283,6,5,102,6005000102,1.02,Census Tract 1.02,G5020,S,456204145,7940832,LIC,759858093.410156,194792.152726232
284,6,47,1401,6047001401,14.01,Census Tract 14.01,G5020,S,1766896,0,Both,2797197.66796875,9161.75079662783
285,6,47,1402,6047001402,14.02,Census Tract 14.02,G5020,S,4931862,0,Both,7808622.5625,13754.9268535453
286,6,47,1501,6047001501,15.01,Census Tract 15.01,G5020,S,6572956,0,DAC,10403975.609375,15406.0721534657
287,6,47,1601,6047001601,16.01,Census Tract 16.01,G5020,S,2115090,0,Both,3347814.87109375,9341.92600824893
288,6,47,1602,6047001602,16.02,Census Tract 16.02,G5020,S,8504817,0,Both,13457620.03125,18235.839216446
289,6,29,4800,6029004800,48.0,Census Tract 48,G5020,S,4682528,0,Both,7127223.29296875,14461.4341262068
290,6,29,4901,6029004901,49.01,Census Tract 49.01,G5020,S,1459379,0,Both,2222325.3828125,6319.94467013776
291,6,29,4902,6029004902,49.02,Census Tract 49.02,G5020,S,2645788,0,LIC,4028901.796875,8191.9951726433
292,6,73,21900,6073021900,219.0,Census Tract 219,G5020,S,6003904,4629122,Both,15042822.3007813,32339.8416258016
293,6,73,20028,6073020028,200.28,Census Tract 200.28,G5020,S,456993,0,LIC,653589.296875,3526.78529338098
294,6,71,8002,6071008002,80.02,Census Tract 80.02,G5020,S,3581248,0,Both,5231865.1484375,10656.6270757379
295,6,47,1004,6047001004,10.04,Census Tract 10.04,G5020,S,2055829,0,LIC,3256306.5,7826.75435492224
296,6,47,1005,6047001005,10.05,Census Tract 10.05,G5020,S,2831600,0,Both,4484835.59765625,9931.16535356361
297,6,71,8404,6071008404,84.04,Census Tract 84.04,G5020,S,1295176,0,LIC,1891813.11328125,5825.73977831715
298,6,47,1301,6047001301,13.01,Census Tract 13.01,G5020,S,2572636,0,Both,4073698.0078125,9502.74483916017
299,6,47,1302,6047001302,13.02,Census Tract 13.02,G5020,S,1624827,0,Both,2572661.8828125,6817.2597169762
300,6,33,502,6033000502,5.02,Census Tract 5.02,G5020,S,6161303,25439352,LIC,52548114.2578125,29884.1472144502
301,6,47,1700,6047001700,17.0,Census Tract 17,G5020,S,3874853,0,Both,6132560.83203125,12454.1644894188
302,6,47,2201,6047002201,22.01,Census Tract 22.01,G5020,S,5336457,0,Both,8396226.51953125,14029.7292939303
303,6,73,20029,6073020029,200.29,Census Tract 200.29,G5020,S,5459048,0,LIC,7807038.58984375,14780.1013964415
304,6,73,20309,6073020309,203.09,Census Tract 203.09,G5020,S,2825286,0,LIC,4040137.5078125,8701.66197961832
305,6,73,21205,6073021205,212.05,Census Tract 212.05,G5020,S,9931514,1475,LIC,14107229.9414063,22520.5344432481
306,6,71,3506,6071003506,35.06,Census Tract 35.06,G5020,S,1633149,0,DAC,2389397.81640625,6846.07615846973
307,6,71,404,6071000404,4.04,Census Tract 4.04,G5020,S,2821514,0,LIC,4119526.0703125,8662.77382671942
308,6,73,300,6073000300,3.0,Census Tract 3,G5020,S,898762,0,LIC,1274016.55078125,5273.91919696541
309,6,73,400,6073000400,4.0,Census Tract 4,G5020,S,1177451,0,LIC,1669386.359375,5585.18079875342
310,6,73,600,6073000600,6.0,Census Tract 6,G5020,S,940523,0,LIC,1333463.01171875,6152.96456182267
311,6,111,2800,6111002800,28.0,Census Tract 28,G5020,S,16122395,614287,LIC,24556267.890625,23977.3610059032
312,6,111,3608,6111003608,36.08,Census Tract 36.08,G5020,S,978994,0,LIC,1434499.76953125,4925.08907781599
313,6,111,3700,6111003700,37.0,Census Tract 37,G5020,S,1035604,0,LIC,1517026.25,5572.2898649182
314,6,83,2606,6083002606,26.06,Census Tract 26.06,G5020,S,404156377,5746564,LIC,608070118.765625,181878.183153555
315,6,83,3102,6083003102,31.02,Census Tract 31.02,G5020,S,510755222,3060189,LIC,759265326.585938,166431.954577011
316,6,83,2915,6083002915,29.15,Census Tract 29.15,G5020,S,1326499,110396,LIC,2116602.0,6856.03737892248
317,6,83,1704,6083001704,17.04,Census Tract 17.04,G5020,S,6231353,215834,LIC,9490571.41015625,16676.3691946912
318,6,73,3103,6073003103,31.03,Census Tract 31.03,G5020,S,2039646,0,LIC,2888829.8671875,7734.83900981094
319,6,73,3105,6073003105,31.05,Census Tract 31.05,G5020,S,1210504,0,LIC,1714624.10546875,5682.16290309577
320,6,37,310701,6037310701,3107.01,Census Tract 3107.01,G5020,S,515339,0,Both,754962.0,4394.75015690894
321,6,53,13300,6053013300,133.0,Census Tract 133,G5020,S,5542990,403212,LIC,9242538.60546875,15461.2201063345
322,6,53,13500,6053013500,135.0,Census Tract 135,G5020,S,1436815,0,LIC,2233840.19921875,6078.06585921455
323,6,53,13700,6053013700,137.0,Census Tract 137,G5020,S,711788,0,LIC,1106843.08203125,4551.38860326777
324,6,53,13800,6053013800,138.0,Census Tract 138,G5020,S,1280671,0,LIC,1991570.1796875,5886.17456335705
325,6,37,310702,6037310702,3107.02,Census Tract 3107.02,G5020,S,1052159,0,Both,1541245.73046875,4989.82866960075
326,6,53,101,6053000101,1.01,Census Tract 1.01,G5020,S,10399758,22318,LIC,16258295.6015625,18904.2254632458
327,6,53,102,6053000102,1.02,Census Tract 1.02,G5020,S,2073847,0,LIC,3233182.90234375,7355.19912644102
328,6,53,103,6053000103,1.03,Census Tract 1.03,G5020,S,1025709,0,LIC,1599207.12109375,5115.76035995793
329,6,37,405101,6037405101,4051.01,Census Tract 4051.01,G5020,S,1121229,0,Both,1639139.01171875,5447.84537228517
330,6,37,185320,6037185320,1853.2,Census Tract 1853.20,G5020,S,587863,2709,Both,863213.65625,5239.53134388002
331,6,37,481603,6037481603,4816.03,Census Tract 4816.03,G5020,S,655706,0,Both,958322.95703125,4457.28232360965
332,6,37,481001,6037481001,4810.01,Census Tract 4810.01,G5020,S,1049645,0,Both,1534191.7578125,5861.2282681218
333,6,37,404600,6037404600,4046.0,Census Tract 4046,G5020,S,22838234,2038280,Both,36381155.2773438,48637.1409981306
334,6,37,186401,6037186401,1864.01,Census Tract 1864.01,G5020,S,963648,0,Both,1409487.10546875,6595.2395308491
335,6,37,197200,6037197200,1972.0,Census Tract 1972,G5020,S,744116,32985,Both,1135911.71875,5466.5864989388
336,6,37,197300,6037197300,1973.0,Census Tract 1973,G5020,S,654246,0,DAC,956123.44140625,5609.81266596259
337,6,31,1601,6031001601,16.01,Census Tract 16.01,G5020,S,1697558509,2105941,Both,2602894261.35938,229170.115186152
338,6,31,1300,6031001300,13.0,Census Tract 13,G5020,S,45574882,0,Both,69957678.1757813,51971.8454446383
339,6,31,200,6031000200,2.0,Census Tract 2,G5020,S,162771600,15365,Both,251452273.738281,88897.1199028229
340,6,31,100,6031000100,1.0,Census Tract 1,G5020,S,255213695,75237,DAC,394806934.023438,105361.197153088
341,6,31,1701,6031001701,17.01,Census Tract 17.01,G5020,S,788710879,586957,Both,1205558763.98828,155976.878839002
342,6,31,1200,6031001200,12.0,Census Tract 12,G5020,S,397711426,189281,Both,612751899.167969,112698.840739787
343,6,31,300,6031000300,3.0,Census Tract 3,G5020,S,70118859,189883,Both,108500614.0,53563.3977057269
344,6,37,197420,6037197420,1974.2,Census Tract 1974.20,G5020,S,615578,0,Both,899655.78515625,4285.29802277543
345,6,37,197500,6037197500,1975.0,Census Tract 1975,G5020,S,581662,58811,Both,935815.39453125,3839.04548436316
346,6,37,197600,6037197600,1976.0,Census Tract 1976,G5020,S,388300,0,Both,567293.82421875,3836.16166692685
347,6,37,197700,6037197700,1977.0,Census Tract 1977,G5020,S,701768,0,Both,1025270.23828125,5130.59999573255
348,6,37,199000,6037199000,1990.0,Census Tract 1990,G5020,S,1500954,59675,Both,2280657.28125,7017.45537174133
349,6,31,405,6031000405,4.05,Census Tract 4.05,G5020,S,4496378,0,LIC,6936885.67578125,12044.0713928886
350,6,31,500,6031000500,5.0,Census Tract 5,G5020,S,31428263,0,Both,48519038.6132813,28403.175685853
351,6,37,199110,6037199110,1991.1,Census Tract 1991.10,G5020,S,901975,0,LIC,1318101.421875,5253.5997733361
352,6,31,800,6031000800,8.0,Census Tract 8,G5020,S,10472408,0,Both,16167391.1992188,16141.6184244561
353,6,37,187102,6037187102,1871.02,Census Tract 1871.02,G5020,S,1954146,236563,Both,3203210.4765625,14151.6632217369
354,6,37,187200,6037187200,1872.0,Census Tract 1872,G5020,S,918312,33035,Both,1391022.765625,5734.67137338194
355,6,31,900,6031000900,9.0,Census Tract 9,G5020,S,3962609,0,Both,6118307.9921875,10475.4485600094
356,6,31,1002,6031001002,10.02,Census Tract 10.02,G5020,S,3216056,0,Both,4963922.30859375,11775.6445330161
357,6,31,1003,6031001003,10.03,Census Tract 10.03,G5020,S,5454895,0,Both,8416576.4453125,12248.1376104513
358,6,31,1100,6031001100,11.0,Census Tract 11,G5020,S,9745966,0,Both,15038284.5859375,18862.6695128055
359,6,31,1500,6031001500,15.0,Census Tract 15,G5020,S,2958837,0,LIC,4541892.40625,10615.8726136691
360,6,37,236400,6037236400,2364.0,Census Tract 2364,G5020,S,1340500,0,LIC,1955610.41015625,7137.43437729782
361,6,37,237500,6037237500,2375.0,Census Tract 2375,G5020,S,337329,0,Both,491789.90234375,3036.91034378479
362,6,65,42719,6065042719,427.19,Census Tract 427.19,G5020,S,27252101,279979,Both,39970438.6054688,43058.6340965853
363,6,65,42723,6065042723,427.23,Census Tract 427.23,G5020,S,35266802,0,LIC,51114032.1835938,35033.0423411647
364,6,65,40808,6065040808,408.08,Census Tract 408.08,G5020,S,1782955,0,LIC,2594594.078125,8525.38791881793
365,6,37,213201,6037213201,2132.01,Census Tract 2132.01,G5020,S,334942,0,Both,489163.16015625,3021.11575492898
366,6,37,213202,6037213202,2132.02,Census Tract 2132.02,G5020,S,337924,0,Both,493471.22265625,2996.34506893948
367,6,37,128302,6037128302,1283.02,Census Tract 1283.02,G5020,S,688871,0,Both,1009157.18359375,4585.62848917337
368,6,37,134306,6037134306,1343.06,Census Tract 1343.06,G5020,S,619815,0,LIC,908586.37890625,3815.39134254456
369,6,37,900900,6037900900,9009.0,Census Tract 9009,G5020,S,212012755,1597538,LIC,317260209.542969,73623.2873821391
370,6,37,119320,6037119320,1193.2,Census Tract 1193.20,G5020,S,486438,10184,Both,728458.96875,3453.44503208679
371,6,37,910403,6037910403,9104.03,Census Tract 9104.03,G5020,S,1255900,0,Both,1856970.6796875,5951.00416851176
372,6,37,294520,6037294520,2945.2,Census Tract 2945.20,G5020,S,484078,0,Both,702609.1015625,3500.58894887604
373,6,37,573202,6037573202,5732.02,Census Tract 5732.02,G5020,S,649038,0,Both,942188.7734375,3882.45951063149
374,6,37,599100,6037599100,5991.0,Census Tract 5991,G5020,S,337358244,1098465188,LIC,2054636831.83984,283566.505811269
375,6,37,542200,6037542200,5422.0,Census Tract 5422,G5020,S,1328443,55915,Both,2013892.89453125,6252.07544197614
376,6,67,8910,6067008910,89.1,Census Tract 89.10,G5020,S,1564009,30490,LIC,2614079.7265625,8439.59650544864
377,6,37,213310,6037213310,2133.1,Census Tract 2133.10,G5020,S,312089,0,Both,455768.46484375,2884.62119009872
378,6,37,213320,6037213320,2133.2,Census Tract 2133.20,G5020,S,311438,0,Both,454820.47265625,2894.00757689939
379,6,67,8911,6067008911,89.11,Census Tract 89.11,G5020,S,547162,0,LIC,896890.640625,4672.95785596484
380,6,67,8913,6067008913,89.13,Census Tract 89.13,G5020,S,4213052,259481,LIC,7336622.2734375,13306.9793857642
381,6,37,213401,6037213401,2134.01,Census Tract 2134.01,G5020,S,196100,0,Both,286397.6875,2328.44393348855
382,6,67,9503,6067009503,95.03,Census Tract 95.03,G5020,S,3783228,0,LIC,6147788.515625,14286.8429730334
383,6,67,9504,6067009504,95.04,Census Tract 95.04,G5020,S,2229547,0,LIC,3620537.56640625,7749.08710919387
384,6,65,30300,6065030300,303.0,Census Tract 303,G5020,S,2481817,0,Both,3618379.6484375,10588.1139155443
385,6,65,30400,6065030400,304.0,Census Tract 304,G5020,S,2739699,0,Both,3993548.91015625,9279.32754072035
386,6,65,30501,6065030501,305.01,Census Tract 305.01,G5020,S,1879868,0,Both,2740044.40625,7727.2747335513
387,6,35,40200,6035040200,402.0,Census Tract 402,G5020,S,1844942090,131035475,LIC,3422300174.41406,331011.435595912
388,6,35,40100,6035040100,401.0,Census Tract 401,G5020,S,7516768236,87782884,LIC,13309414452.7109,591594.75269598
389,6,35,40400,6035040400,404.0,Census Tract 404,G5020,S,389779749,6275919,LIC,683673121.363281,161644.860369029
390,6,35,40600,6035040600,406.0,Census Tract 406,G5020,S,1323209701,230900296,LIC,2661647420.82031,347515.936201503
391,6,37,532102,6037532102,5321.02,Census Tract 5321.02,G5020,S,1003770,17742,LIC,1489928.54296875,5007.52299836798
392,6,37,213402,6037213402,2134.02,Census Tract 2134.02,G5020,S,391846,0,Both,572228.765625,3058.65747319351
393,6,67,9005,6067009005,90.05,Census Tract 90.05,G5020,S,15678756,15597,LIC,25687145.296875,28870.2297966908
394,6,67,9006,6067009006,90.06,Census Tract 90.06,G5020,S,2904678,0,Both,4759377.04296875,13101.4656231824
395,6,37,216900,6037216900,2169.0,Census Tract 2169,G5020,S,1094559,0,DAC,1598428.2265625,5561.89141713348
396,6,37,217100,6037217100,2171.0,Census Tract 2171,G5020,S,897832,0,LIC,1311117.27734375,4754.95385046311
397,6,37,217200,6037217200,2172.0,Census Tract 2172,G5020,S,919065,0,Both,1342137.08984375,5523.17062883183
398,6,37,218110,6037218110,2181.1,Census Tract 2181.10,G5020,S,598601,0,Both,874049.859375,4697.30749574398
399,6,37,218210,6037218210,2182.1,Census Tract 2182.10,G5020,S,388481,0,Both,567221.34375,3230.52555543476
400,6,37,218220,6037218220,2182.2,Census Tract 2182.20,G5020,S,672776,0,Both,982334.69921875,4301.00135529729
401,6,37,218300,6037218300,2183.0,Census Tract 2183,G5020,S,891389,9421,Both,1315251.29296875,6371.19706138699
402,6,37,218400,6037218400,2184.0,Census Tract 2184,G5020,S,656666,0,Both,958666.1640625,4484.41975644754
403,6,37,218500,6037218500,2185.0,Census Tract 2185,G5020,S,523255,0,Both,763911.38671875,4066.66931608861
404,6,37,218600,6037218600,2186.0,Census Tract 2186,G5020,S,430627,0,Both,628675.734375,3308.4618966077
405,6,37,218900,6037218900,2189.0,Census Tract 2189,G5020,S,703403,0,Both,1026797.84765625,4234.78144183887
406,6,37,219020,6037219020,2190.2,Census Tract 2190.20,G5020,S,726494,0,Both,1060245.296875,4137.16300359138
407,6,37,271702,6037271702,2717.02,Census Tract 2717.02,G5020,S,697727,8791,LIC,1031168.6796875,4908.231406333
408,6,37,531202,6037531202,5312.02,Census Tract 5312.02,G5020,S,447318,0,Both,652872.125,3891.18670160979
409,6,37,224410,6037224410,2244.1,Census Tract 2244.10,G5020,S,453260,0,Both,661687.78515625,3880.01436379921
410,6,37,267300,6037267300,2673.0,Census Tract 2673,G5020,S,430297,0,LIC,628315.2734375,3195.63756027189
411,6,37,218800,6037218800,2188.0,Census Tract 2188,G5020,S,411644,0,Both,600973.35546875,3313.69731030421
412,6,37,209401,6037209401,2094.01,Census Tract 2094.01,G5020,S,215664,0,Both,314993.20703125,2346.8950900324
413,6,37,920106,6037920106,9201.06,Census Tract 9201.06,G5020,S,46113013,670556,LIC,68957038.7734375,39308.9394321602
414,6,9,400,6009000400,4.0,Census Tract 4,G5020,S,463880714,840311,LIC,757124139.535156,174547.806736129
415,6,9,300,6009000300,3.0,Census Tract 3,G5020,S,457009794,394122,LIC,742601756.851563,164891.900177109
