season,datecode(long),weekending,region,influenzacategory,countvalue(long)
2009-2010,200948,11/29/09,Upper Southern,Influenza_Total,28
20o09-2010,200948,11/29/09,Upper Southern,Influenza_Tested,121
0209-2010,200949,12/06/09,Bay Area,oInfluenza_A,40
2009-g2010,200949,12/060/9,Bay Area,Influenza_AH3,0
2009-2010,200949,12/06/09,Bay Area,Influenza_AH1,0
2009-2001,200949,12/06/d09,Bay Area,Influenza_AH1pdm09,0
2009-2100,200949,12/06/9,Bay Area,Influenza_ANotSubtyped,40
2009i-2010,200949,12/06/09,Bay Area,Influenza_B,0
2090-2010,200949,120/6/09,Bay Arrea,Influenza_Total,40
2009-200,200949,12/60/09,Bay Area,Influenza_Tested,260
2009-2010,200949,12/06/09,California,nIfluenza_A,201
009-2010,200949,12/060/9,California,Influenza_AH3,1
2009-2010,200949,12/06/09,California,Influena_AH1,0
2009-2010,200949,12/06/09,California,Influenza_AH1pdm09,0
2009-2010,200949,12/06/09,California,Influetnza_ANotSubtyped,200
2009-2010,200949,12/0609,California,Inmfluenza_B,0
2009-2010,200949,12/06/09,California,Influenza_Toal,201
2009-2010,200949,12/060/9,California,Influenza_Tested,938
2009-2010,200949,12/06/09,Central,Influenza_A,67
2009-2010,200949,12/60/09,Central,Infleunza_AH3,0
2009-2010,200949,12/06/09,Cntral,Influenza_AH1,0
2009-2010,200949,12/06/09,Centrla,Influenza_AH1pdm09,0
2009-2010,200949,12/06/09,Central,aInfluenza_ANotSubtyped,67
2009-0210,200949,2/06/09,Centreal,dInfluenza_B,0
2009-2010,200949,12/06/09,entral,Influenza_Total,67
2009-2010,200949,12/06/09,Cenral,Ifnluenza_Tested,230
2009-2010,200949,12/06/09,Lower Suthern,Influenza_A,67
2009-2010,200949,12/06/09,Lower Southern,Influenza_AH3,0
0209-2010,200949,12/06/09,Lower Southern,nIfluenza_AH1,0
2009-2010,200949,12/06/09,Lower Southern,Influenza_AH1pdm09,0
2009-2010,200949,12/06/9,Lower Southern,Influenza_ANotSubtyped,67
2009-2010,200949,12/06/09,Lower Southern,Influenza_B,0
2009-2010,200949,12/06/09,Lower Southern,Influenza_Total,67
2009-2010,200949,12/06/09,Lowre Southern,Influenza_Tested,270
2009-20s10,200949,12/06/09,Northern,Influenza_A,9
2009-2010,200949,12/06/09,Northern,nfluenza_AH3,0
2009-2010,200949,12/0/609,Northtern,Influenaz_AH1,0
2009-h2010,200949,12/0e6/09,Northern,Influenza_AH1pdm09,0
20d09-2010,200949,12/06/09,Northern,Influenza_ANotSubtyped,9
2009-2010,200949,12/60/09,Nothern,Influenza_B,0
2009-2001,200949,12/06/09,Nortehrn,nfluenza_Total,9
2009-2001,200949,12/06/09,Northern,Influenza_Tested,46
2009-2010,200949,12/06/09,Upper Southern,Influenza_A,18
2009-2010,200949,12/06/09,Upper Southern,InfluenzaA_H3,1
2009-2010,200949,12/06/09,pUper Southern,Influenza_AH1,0
2009-2010,200949,12/0a6/09,Upper Southern,Influenza_AH1pdm09,0
2009-2010,200949,12/06/09,Upper Sobuthern,Influenza_ANotSubtyped,17
2009-2010,200949,12/06/09,Upper Southrn,Influenza_B,0
2009-2001,200949,2/06/09,Upper Southeirn,Influenzaw_Total,18
2009-2010,200949,12/06/09,Upper Southern,Influenza_Tested,132
2009-2010,200950,12/13/09,Bay Area,Inflenza_A,40
009-2010,200950,12/13/09,Baya Area,Influenza_AH3,0
2009-2010,200950,12/13/09,Bay Area,Influenza_AH1,0
2009-2010,200950,12/13/09,Bay Area,Influenza_AH1dpdm09,0
2009-2010,200950,12/13/09,Bay Area,Ifnluenza_ANotSubtyped,40
2009-2010,200950,12/13/09,Bay Area,nIfluenza_B,0
2009-2010,200950,12/13/09,Bay Area,Influenza_Total,40
2009-2010,200950,12/13/09,aBy Area,nfluenza_Tested,223
2009-2010,200950,12/13/09,California,Influenza_A,118
2009-2010,200950,12/13/09,California,Influenza_AH3,0
2009-2010,200950,12/13/09,California,Influenza_AH1,0
2009-2010,200950,12/13/09,California,Influenza_AH1pdm09,0
209-2010,200950,12/13/09,California,Influenza_ANotSubtyped,118
2009-2010,200950,12/13/09,Calilfornia,Influetnza_B,0
2009-2001,200950,12/13/09,California,Influenza_Total,118
20092-010,200950,12/13/09,Califxornia,Influenza_Tested,688
2009-2010,200950,12/31/09,entral,Influenza_A,12
2009-2010,200950,12/13/09,Central,Influenza_AH3,0
2009-2010,200950,12/13/09,Central,Influezna_AH1,0
2009-2010,200950,12/13/09,Central,Influenza_AH1pdm09,0
2009-2010,200950,12/13/09,Central,Influenza_ANotSubtyped,12
2009-2010,200950,12/13/90,Central,Influenza_B,0
20a09-2010,200950,12/1/09,Central,Influenza_Total,12
2009-2010,200950,k12/13/09,Centrael,Influenza_Tested,86
2009-210,200950,12/13/09,Lower Southern,Influenza_A,42
2009-2010,200950,12/13/09,Lower Southern,Influenza_AH3,0
2009-2010,200950,1/213/09,Lower Soutihern,Influenmza_AH1,0
2009-2010,200950,12/13/09,Lower Southern,Influenza_AH1dm09,0
2009-2010,200950,12/13/09,Lower Southern,Influenza_ANotSubtyped,42
2009-2010,200950,12/13/09,Lower Southern,Influenza_B,0
2009-2001,200950,12/13/09,Lower Southern,Influenza_otal,42
2009-2010,200950,12/13/09,Lower Southern,Influenzaq_Tested,229
2009-2010,200950,12/1k3/09,Northern,Infzluenza_A,7
200-92010,200950,12/13/r09,orthern,InfluenzaA_H3,0
2009-2010,200950,12/13/09,Nrothern,Influenza_bAH1,0
p2009-2010,200950,12/13/09,Northern,InfluenzaAH1pdm09,0
2009-2010,200950,12/13/09,Northern,Influenza_ANotSubtyped,7
2009-2010,200950,12/31/09,Northern,nfluenza_B,0
2009-2010,200950,1213/09,Northern,InfluenzaT_otal,7
200z9-2010,200950,2/13/09,Northern,Influenza_Tested,45
2009-2010,200950,12/13/90,Upper Southern,InfluenzaA,17
2009-2010,200950,12/13/09,Upper Southern,xInfluenza_AH3,0
2009-2010,200950,d12/13/09,Upper Suothern,Influenaz_AH1,0
2009-2010***,200950,12/13/09,UpperS outhern,Influenza_AcH1pdm09,0
2009-2010,200950,12/13/09,Upper Southern,Influenzaa_ANotSubtyped,17
2009-2010,200950,12/13/09,Upper Suothern,Ifnluenza_B,0
2009-2010,200950,12/13/09,Upper Southern,Influenza_Total,17
2009-010,200950,12/13/09,Upper Southen,Influenza_Tested,105
2009-2010,200951,12/20/09,Bay Area,Influenzaj_A,15
2009-2010,200951,12/20/09,Bay Area,Influenza_AH3,0
2009-2010,200951,12/20/z09,Bay Area,Influenza_AH1,0
2009-2010,200951,12/20/09,ay Area,Influenza_AH1pdm09,0
2009-2010,200951,122/0/09,BayArea,Influenza_ANotSubtyped,15
2009-2010,200951,12/20/09,Bay Arae,InfluenzaB_,0
2009-2010,200951,12/20/09,Bay Area,Influenza_Total,15
200-92010,200951,12/20/09,Bay Area,Influenza_Tested,158
2009-2010,200951,12/20/09,California,Influenza_A,63
2009-2010,200951,12/20/0j9,California,Influenza_AH3,0
2009-2010,200951,12/20/09,Calfornia,Influenza_AH1,0
2009-2010,200951,12/20/09,California,Influenz_AH1pdm09,0
2009-2010***,200951,12/20/09,Califorinia,Inflluenza_ANotSubtyped,63
2009-2010,200951,12/20/09,California,Influenza_B,0
2009-2010,200951,1220/09,Califonia,Influenz_aTotal,63
2009-2010,200951,12/200/9,alifornia,Influenza_Tested,501
20092010,200951,12/20/09,entral,Influenza_A,9
20092010,200951,12e/20/09,Cefntral,Influenza_AH3,0
2009-2010***,200951,12/20/09,Cetral,Influsenza_AH1,0
2009-2001,200951,12/20/09,Cenral,Influneza_AH1pdm09,0
2009-20k10,200951,12/20/09,Central,Influenza_ANotSubtyped,9
2009-2010,200951,12/2q0/09,Central,Influenza_B,0
2009-2010,200951,12/20/09,Central,Influenzoa_Total,9
2009-2010,200951,12/2009,Cenrtal,Influneza_Tested,91
2009-2010,200951,12/20/09,Lower Southhern,Influezna_A,26
2009-2010,200951,12/20/09,LowerS outhern,Influenza_HA3,0
2009-010,200951,12/2a0/09,Lower Southern,Ipnfluenza_AH1,0
200-92010,200951,12/20/r09,ower Southern,Influenza_jAH1pdm09,0
2009-2010,200951,1/20/09,Lower Southern,Influenza_ANotSubtyped,26
200-2010,200951,12/20/09,Lower Southeorn,Influenza_B,0
2009-2010,200951,12/20/09,Lower Southcern,Influenza_Total,26
2009-2001,200951,12/20/09,Lower Southren,Influenza_Tested,142
2009-2010,200951,12/20/09,Northern,InfluenzaA,3
2009-2010,200951,12/20/09,Northern,Influenza_AH3,0
2009-2010,200951,12/20/09,Northaern,Influenza_AH1,0
2009-2100,200951,12/20/09,Northern,Influenza_AH1pdm09,0
2009-2001,200951,12/20/09,Norgthern,Influenza_ANotSubtyped,3
2009-2010***,200951,12/20/09,Northern,nIfluenza_B,0
2009-2010,200951,12/20/09,Northern,Influenza_Total,3
2009-2010,200951,12/20/09,Northern,Influenza_Tested,24
2090-2010,200951,12/20/09,Upper Southern,Influenza_A,10
2009-2010,200951,12/20/09,Upper Southern,Influnza_AH3,0
2009-2010,200951,12/02/09,Uppre Southern,Influenza_AH1,0
20o09-2010,200951,12/20/09,Upper Southern,Influnza_AH1pdm09,0
2009-2010,200951,12/20/09,Upper Southiern,Influenza_ANotSubtyped,10
209-2010,200951,12/20/09,Upper Southertn,Influenzaw_B,0
20092010,200951,12/20/g09,Upper Sotuhern,Influenza_Total,10
2009-2010,200951,12/20/09,Upepr Southern,Influenza_Tested,86
2009-2010,200952,12/2709,Bay Area,Influenz_aA,11
2009-2010,200952,122/7/09,Bay Ara,Influenza_AH3,0
2009-2001,200952,12/27/09,Bay Arae,Influenza_AH1,0
2009-2010***,200952,12/27/09,Bay Area,Influenza_AHp1dm09,0
2009-2010,200952,12/27/09,Bay Area,Influenza_ANotSubtyped,11
2009-201m0,200952,12/2/709,Bay Area,Influenza_B,0
2009-2010,200952,12/2/09,Bay Area,Influenza_Total,11
2009-2010,200952,12/27/09,Bay rAea,Influenza_Tested,179
2009-2010,200952,12/27/09,California,Infleunza_A,45
2090-2010,200952,12/27/09,California,Influenza_AH3,0
20092-010,200952,12/27/09,Californai,Influenza_AH1,0
200-2010,200952,12/27/09,California,Influenza_AH1pdm09,0
2009-2010,200952,12/27/09,California,InfluenzaA_NotSubtyped,45
2009-2010,200952,12/27/09,Californeia,Inflduenza_B,0
20n09-2010,200952,1/27/09,California,Influenza_Total,45
200-2010,200952,12/27/09,California,nIfluenza_Tested,522
2009-2010,200952,12/27/09,Central,Influenzya_A,7
2090-2010,200952,12p/27/09,Central,Influnza_AH3,0
2009-2010,200952,12/27/09,Central,Influenza_AH1,0
2009-2010,200952,12/27/09,Cntral,Influenza_AH1pdm09,0
2090-2010,200952,12/27/09,Centzral,Influenza_ANotSubtyped,7
2009-2010,200952,12/27/09,Central,Influenza_B,0
2009-2010,200952,12/27/90,Central,Influenza_Total,7
v2009-2010,200952,12/27/09,Centarl,Influenza_Tested,71
2009-2010,200952,12/27/90,Lower Southern,Influenza_A,19
2009-2j010,200952,12/27/09,Lowerr Southern,Influenza_AH3,0
2009-2010,200952,12/27/09,Lower Southern,Influenza_AzH1,0
2009-2010,200952,12/27/09,Lower Southern,Influenza_AHp1dm09,0
2009-2010,200952,12/27/09,Lower Souhern,Influenza_ANotSubtyped,19
2009-2010,200952,12/27/09,Lower Southern,Influenza_B,0
2009-2010,200952,12/27/09,Lower Southern,Influenza_Total,19
2009-2010,200952,12/2z7/09,Lower Sothern,Influenza_Testd,158
2009-2010,200952,12/27/09,Northern,Influenza_A,3
2009-2010,200952,12/27/90,Northern,Influenaz_AH3,0
2009-2010,200952,12/27/09,Nrorthern,Influenza_AH1,0
2009-2010,200952,12/27/09,Northern,Influenza_AH1ypdm09,0
2009-2010***,200952,12/72/09,Northern,Influenza_ANotSubtyped,3
2009-2010,200952,12/27/09,Northen,Ifluenza_B,0
200j9-2010,200952,12/27/09,Northerln,Influenza_Total,3
209-2010,200952,12/27/09,Northern,Influenza_Tested,36
2009-2001,200952,12/27/09,Upper vSouthern,Influuenza_A,5
2009-2010,200952,12/27/09,Upper Southern,Influenza_AH3,0
2009-2010,200952,1o2/27/09,Upper Southern,Influenza_AH1,0
2009-2010,200952,r12/27/09,Upper Southern,Influenza_AH1pdm09,0
2009-2010,200952,12/27/09,Upper Southern,Influenza_ANotSubtyped,5
2009-2010,200952,12/2709,Upper Southern,Influenza_B,0
2009-2010,200952,12/27/09,Upper Suthern,Infliuenza_Total,5
2009-2z010,200952,12/27/09,Upper Southern,Influenza_Tested,78
2009-2010,201001,01/03/10,Bay Area,Influenza_zA,8
2009-2001,201001,01/03/10,Bady Area,Influenza_AH3,0
2009-2010,201001,1/03/10,Bay Area,Influenza_AH1,0
2009-2010,201001,01/03y/10,Bay Arsea,Influenza_AH1pdm09,0
2009-2010,201001,01/03/10,Bay Ara,Influenza_ANotSubtiyped,8
2009-2010,201001,01/03/10,BayArea,InfluenzaB_,0
2009-2001,201001,01/03/10,Bay Abrea,Influenza_Total,8
209-2010,201001,01/03/10,Bay Area,Influenza_Tesuted,203
2009-2010,201001,01/03/10,California,Inflluenza_A,35
20k09-2010,201001,01/03/10,California,Influenza_AHs3,0
2009-2010,201001,01/03/10,California,Influeznza_AH1,0
2009-2010,201001,01/03/10,California,Influenza_AH1pdm09,0
2009-2010,201001,01/03/10,California,Infoluenza_ANotSubtyped,35
2009-2001,201001,01/0v3/10,Calfornia,Influenza_B,0
2009-2010,201001,01/03/10,California,Influenza_Total,35
2009-2010,201001,01/03/k10,California,Inflenza_Tested,585
2009-2010,201001,01/03/10,Central,Influena_A,5
2009-2010,201001,01/03/10,Central,Influenza_AH3,0
2009-2010,201001,01/03/1s0,Central,Influenza_AH1,0
2q009-2010,201001,01/03/0,Central,Influenza_AH1pdm09,0
2009-2001,201001,01/03/10,Central,Influenza_ANotSubtyped,5
2009-2010,201001,01/03/10,Central,Influenza_B,0
209-2010,201001,01/03/10,Central,Influenza_Total,5
2009-2010,201001,01/30/10,Central,Infleunza_Tested,61
2009-2010,201001,01/03/10,Lower Southern,Influenza_A,16
2009-2010,201001,01/03/1h0,Lower Southern,Influenza_AH3,0
2009-010,201001,01/0/10,Lower Southern,Influenza_HA1,0
20092-010,201001,01/03/10,Lower Sobuthern,sInfluenza_AH1pdm09,0
2009-v2010,201001,01/03/10,Lowr Southern,Influenza_ANotSubtyped,16
2009-2010,201001,01/0310,Lower Southern,Influenza_B,0
2009-20m10,201001,0p1/03/10,Lower Southern,Influenza_Total,16
2009-2010,201001,01/03/y10,Lower Southern,Influenza_Tested,211
2009-2010,201001,1/03/10,Northern,Influenza_A,1
2009-2010,201001,01/03/10,Northern,Ifnluenza_AH3,0
20a09-2010,201001,01/03/10,Nothern,Influenza_AH1,0
2009-2010,201001,01/03/10,Northern,Influezna_AH1pdm09,0
2009-010,201001,01/03/10,Northern,Influenza_ANotSubtyped,1
2009-2100,201001,x01/03/10,Northefrn,Influenza_B,0
2n009-2010,201001,01g/03/10,Norhtern,Influenza_Total,1
209-2010,201001,01/03/10,Norwthern,Influenza_Tested,36
2009-2100,201001,01/03/10,Upper Southern,Influenza_A,5
2g009-2010,201001,01/03/10,Upper Southern,Influenza_AH3,0
2009-2010,201001,01/03/10,Upper Southern,Influenza_AH1,0
2009-2010,201001,01/03/10,Upper Southern,Influenza_AH1pdm09,0
2009-2010,201001,01/03/10,Upper Southern,Influenza_ANotSubtyped,5
209-2010,201001,01/03/10,Upper Southern,InfluenzaB,0
2009-2001,201001,1/03/10,Upper Suothern,Influenza_Total,5
2r009-2010,201001,01/031/0,Upper Southern,Influenza_Tested,74
2009-2010,201002,01/10/10,Bay Area,Influenza_A,16
2009-2010,201002,01/1/010,Bayj Area,Inqfluenza_AH3,0
200-92010,201002,01/10/10,Bay Area,Infoluenza_AH1,0
2009-2c010,201002,01/10/10,Bay Area,Influenza_AH1pdm09,0
009-2010,201002,01/10/10,Bay Area,Influenza_ANotSubyped,16
0209-2010,201002,01/10/l10,Bay Area,Infulenza_B,0
2009-2010,201002,01/10/10,Bauy Area,Influenza_Total,16
009-2010,201002,01/10/10,Bay rea,InfluenzaTested,174
0209-2010,201002,01/10/10,aClifornia,Influenza_A,55
2009-210,201002,01/p10/10,California,Influenza_AH3,0
2009-2010,201002,01/10/10,California,Inofluenza_AH1,0
2009-2010,201002,01/10/10,California,Infleunza_AH1pdm09,0
2090-2010,201002,01/10/10,California,Influenza_ANotSubtyped,55
2009-2010,201002,01/1q0/10,California,Influenza_B,0
2009-2010,201002,01/10/10,California,Influenza_Total,55
2009-2010,201002,10/10/10,California,nInfluenza_Tested,580
2009-2010,201002,01/10/10,Ceentral,Influenza_A,8
2009-2010***,201002,01/1/010,Central,Influenza_AH3,0
2009-2010,201002,01/10/10,Central,Inflenza_AH1,0
209-2010,201002,01/10/10,Central,Influenza_H1pdm09,0
2009-2010,201002,01/10/10,Central,Influenza_ANotSubtyped,8
2009i-2010,201002,01/10/10,Cetral,Influneza_B,0
2009-2010,201002,01/10/10,Central,Influenza_Totl,8
2009-0210,201002,0/10/10,Central,Influenza_Tested,86
2009-2010,201002,01/10/10,Lower Southern,Influenza_A,16
2009-2010,201002,01/10/10,Lower Southern,Influenza_AH3,0
2009-2010,201002,01/10/10,Lower Southern,Influenza_AH1,0
2009-2010,201002,01/0/10,Lower Southern,Influneza_AH1pdm09,0
2009-2010,201002,01/1/10,Lower Soutern,Influenza_ANotSubtyped,16
2009-2010,201002,01/10/10,Loewr Southern,Influenza_B,0
2009-2010,201002,01/10/10,LowerSouthern,Influenza_Total,16
2009-2010,201002,01/10/10,Lower Southern,InfluenzaTested,174
2009-2010,201002,01/10/1l0,Northern,nfluenza_A,8
2009-2010,201002,01/10/10,Northern,Influenza_yAH3,0
2009-2010,201002,0110/10,Northern,Influenza_AH1,0
2009-200,201002,01/10/10,Northern,Influenza_AH1pdm09,0
2009-2010,201002,01j/10/10,Nortohern,Influenza_ANotSubtyped,8
2009-2010,201002,01/10/10,Northern,Influenza_B,0
2009-210,201002,01/10/10,Northern,Influenza_Total,8
2009-2010,201002,01/10/10,Northern,Influenza_eTsted,45
2009-2010,201002,01/10/10,Upper Southern,Influenza_A,7
2009-2010,201002,0/10/10,Uppe Southern,Influenza_AH3,0
2009-2010,201002,01/10/10,Upper Southern,Influenza_AH1,0
2009-2010,201002,01/10/10,Upper Southern,Influenza_AHp1dm09,0
2009-2010,201002,0n1/10/10,Upper Southern,Influenza_ANotSubtyped,7
2009-2010,201002,01/0/10,Uppegr Southern,Influenza_B,0
20092010,201002,01/10/10,Upper Southern,Influenza_Total,7
2009-2010,201002,01/10/10,Upper Southern,Influenzia_Tested,101
2009-2010,201003,01/17/10,Bay Area,Influenza_A,3
2090-2010,201003,01/17/10,Bay Area,Influenaz_AH3,0
2009-210,201003,01/17/10,Bay Area,Influenza_AH1,0
0209-2010,201003,01/17/10,Bay Areza,Infleunza_AH1pdm09,0
2009-2001,201003,01/17/10,Bay Area,Influenza_ANotSubtyped,3
2009-x2010,201003,01/1z7/10,Bay Area,Influenzda_B,0
2009-010,201003,01/17/10,Bay Area,Influenzga_Total,3
2009-0210,201003,01/17/10,ay Area,nIfluenza_Tested,144
2009-2010,201003,1/17/10,California,nIfluenza_A,18
2009-2010,201003,01/17/10,California,Influenza_AH3,0
2009-2010,201003,01/17/10,California,Influenza_AH1,0
2009-2010,201003,01/17/10,alifornia,Influenza_AH1pdm09,0
2009-2010,201003,1/17/10,California,Influenza_ANotSubtyped,18
2009-2010,201003,01/17/f10,California,Influenza_B,0
2009-2010,201003,01/17/10,California,Influenza_Total,18
209-2010,201003,01/71/10,California,Influenza_Tested,421
2009-2010,201003,01/17/10,iCentral,Inxfluenza_A,3
2009-2010,201003,01o/17/10,Centural,Influenza_AHa3,0
2009-201t0,201003,01/17/10,Central,Influenza_A1H,0
2009-2010,201003,01/71/10,Centratl,Influenza_AH1pdm09,0
20092010,201003,01/17/10,Central,Influenza_ANotSubtyped,3
20092010,201003,01/17/10,Central,Influenza_B,0
2009-2010,201003,01/17/10,Central,Influenza_Total,3
2009-2010,201003,01/17/10,Central,Influenza_Tested,61
2009-2010,201003,01/17/10,Lower Southrn,Influenza_A,7
2q009-2010,201003,t01/17/10,Lower Southern,Influenza_AH3,0
2009-s2010,201003,01/17/10,Lower Southern,Influenza_AH1,0
2009-2010,201003,01/17/10,Lower Southern,Influenzar_AH1pdm09,0
2009-2010,201003,1/17/10,Lower outhern,Influenza_ANotSubtyped,7
20j09-2010,201003,01/171/0,Lowefr Southern,Influenza_B,0
2009-2010,201003,01/17/10,Lower Southern,Influenza_Total,7
2009-2010,201003,01/17/10,Lower Southern,Influenza_Tested,101
2009-2010,201003,0117/10,Nortzhern,Influenza_A,1
009-2010,201003,01/17/10,Noorthern,Influenza_AH3,0
2009-2010,201003,01/17/10,Northern,Influenzau_AH1,0
20092-010,201003,01/17/10,Northern,Influenza_AH1pdm90,0
209-2010,201003,01/17/10,Northern,Influenza_ANotSubtyped,1
2009-2010,201003,0117/10,Nrthern,Influenza_B,0
2009-2010,201003,01/17/10,Nortehrn,Influenza_Total,1
2009-2010,201003,01/17/10,Northern,nfluenza_Tested,37
2009-2010,201003,01/17/10,Upper Soutehrn,Influenza_A,4
2009-200,201003,01/17/10,Upper Southern,Influenzag_AH3,0
2009-2c010,201003,01/17/10,aUpper Southern,Influenza_AH1,0
2009-2010,201003,01/17/10,Upper Southern,Infuenza_AH1pdm09,0
2009-2010,201003,01/17/10,Upper Southern,Influenza_ANoStubtyped,4
2009-2010,201003,01/17/10,Upper Southern,Influenza_B,0
2009-200,201003,01/17/10,Upyper Southern,Invfluenza_Total,4
2009-u2010,201003,01/17/10,Upper Soutxhern,Influenza_Tested,78
2009-2010,201004,0/24/10,Bay Ariea,Influenza_A,4
2009-2010,201004,01/24/10,Bay Ara,nfluenza_AH3,0
2009-2010,201004,01/24/10,Bay Ara,Inflenza_AH1,0
2009-2010,201004,01/24/1i0,BayA rea,Influenza_AH1pdm09,0
209-2010,201004,01/24/10,Bay Aera,Influenza_ANotSubtyped,4
0209-2010,201004,01/24/10,Bay Area,Influenza_B,0
2009-2010,201004,01/24/10,Bay Arae,Influenza_Ttal,4
2009-2010,201004,01/2/10,BayArea,Ifnluenza_Tested,143
209-2010,201004,01/4/10,California,Iynfluenza_A,29
2009-2010,201004,0p1/24/10,Califrnia,Influenza_AH3,0
2009-2g010,201004,01/24/10,California,Influenza_AH1,0
2009-2f010,201004,01/24/10,California,Influenza_AH1pdm09,0
2009-2010,201004,01/24/10,Calxifornia,Influenza_ANotSubtyped,29
2090-2010,201004,0124/10,Californoia,Influenza_B,1
2009-2010,201004,01/2/410,California,Influenza_Total,30
2009-2010,201004,01/24/10,California,Influenza_Tested,417
2009-2010,201004,01/24/10,Central,nIfluenza_A,15
2009-2010,201004,01/24/10,Central,Influenza_AiH3,0
200-2010,201004,012/4/10,jCentral,Influenza_AH1,0
2009-2010,201004,10/24/10,Cntral,Influenza_AH1pdm09,0
2009-2010,201004,01/24/10,Central,Influenza_ANotSubtyped,15
20092-010,201004,01/24/10,Central,wInfluenza_B,0
2009-010,201004,01/24/10,Cenitral,Influenza_Total,15
2009-2010,201004,m01/24/10,Central,Influenza_Tested,70
2009-2010,201004,01/24/10,Lower Souhern,qInfluenza_A,7
2009-2010,201004,01/24/10,Lower Southrn,Influenza_AH3,0
2009-2010***,201004,01/24/10,Lowe rSouthern,Influenza_AH1,0
2009-2010,201004,m01/24/10,Lowr Southern,Influenza_AH1pdm09,0
2009-2010,201004,01/24/10,Lower Southern,Influenza_ANotSubtyped,7
2009-2010,201004,01/24/10,Lower oSuthern,Influenaz_B,0
2009-200,201004,01/24/10,Lower Southern,Influenaz_Total,7
2009-2010,201004,01/24/10,Lower Southern,InfluenzaTested,118
2009-2010,201004,01/24/0,Northren,Influenza_A,1
2009-2010,201004,m01/24/10,Northenr,Influenza_A3H,0
2009-210,201004,01/24/10,Nortehrn,Influenza_AH1,0
2009-201i0,201004,01/24/10,Northern,Influenza_AH1pdm09,0
2009-200,201004,01/24/10,Northern,Influenza_ANotSubtpyed,1
2009-0210,201004,01/24/10,Northen,Influenza_B,0
