3215.weekending,01/30/y11,01/30/11
19732.weekending,06/11/r17,06/11/17
15512.region,alifornia,California
30033.season,2019-2002,2019-2020
18174.region,Norhtern,Northern
13014.weekending,04/19/51,04/19/15
26562.influenzacategory,Influenza_Teszted,Influenza_Tested
20247.influenzacategory,Inflenza_B,Influenza_B
15089.influenzacategory,Ifnluenza_BYamagata,Influenza_BYamagata
27416.season,2019-2o020,2019-2020
14590.weekending,1/18/15,10/18/15
14032.influenzacategory,Influenza_Teted,Influenza_Tested
6205.weekending,06/10/21,06/10/12
22899.season,2107-2018,2017-2018
29673.region,Centrla,Central
3612.season,0210-2011,2010-2011
21697.region,Centfral,Central
19512.region,pper Southern,Upper Southern
4084.influenzacategory,Inflenza_Total,Influenza_Total
24377.influenzacategory,nfluenza_B,Influenza_B
14709.region,Upper Southrn,Upper Southern
19784.season,206-2017,2016-2017
16698.weekending,06/2m6/16,06/26/16
16366.season,015-2016,2015-2016
5854.influenzacategory,Influenzal_B,Influenza_B
29363.weekending,0/712/20,07/12/20
23065.influenzacategory,Influenza_AH1pdm9,Influenza_AH1pdm09
23010.season,20172-018,2017-2018
20053.influenzacategory,Infxluenza_A,Influenza_A
17127.season,205-2016,2015-2016
11449.season,201m4-2015,2014-2015
25762.weekending,5/19/19,05/19/19
25243.region,Lowe rSouthern,Lower Southern
27191.influenzacategory,Influenzma_Total,Influenza_Total
575.season,20092010,2009-2010
27163.region,hLower Southern,Lower Southern
14336.weekending,09/x20/15,09/20/15
5895.region,nUpper Southern,Upper Southern
2232.influenzacategory,Influenza_Teted,Influenza_Tested
13267.weekending,051/7/15,05/17/15
17109.region,Uppr Southern,Upper Southern
8473.weekending,06/2313,06/23/13
22322.influenzacategory,Ifluenza_Tested,Influenza_Tested
7318.influenzacategory,Influenza_Ttoal,Influenza_Total
14910.influenzacategory,Influenza_BNotLienageTyped,Influenza_BNotLineageTyped
21947.weekending,02/25/1g8,02/25/18
18837.season,2016-2071,2016-2017
26356.season,018-2019,2018-2019
27284.weekending,11/10/91,11/10/19
5068.season,011-2012,2011-2012
19006.weekending,03m/19/17,03/19/17
26673.region,eCntral,Central
12553.region,BayA rea,Bay Area
19961.influenzacategory,Influenza_Toktal,Influenza_Total
6400.season,201-2012,2011-2012
2515.region,Clentral,Central
18293.weekending,21/25/16,12/25/16
6699.influenzacategory,Infxluenza_AH1pdm09,Influenza_AH1pdm09
14492.season,201n5-2016,2015-2016
26801.region,cCentral,Central
29343.weekending,07/052/0,07/05/20
18362.region,orthern,Northern
3808.influenzacategory,Influenza_AH1pm09,Influenza_AH1pdm09
20186.weekending,0p8/06/17,08/06/17
7839.influenzacategory,Influenza_A3H,Influenza_AH3
22840.influenzacategory,Influenza_BNvotLineageTyped,Influenza_BNotLineageTyped
14808.region,Lowerm Southern,Lower Southern
18566.influenzacategory,Influenza_ANotSubtypeld,Influenza_ANotSubtyped
26667.influenzacategory,Influevnza_B,Influenza_B
27404.region,Lower Soutzhern,Lower Southern
5485.influenzacategory,Influenaz_Tested,Influenza_Tested
8884.influenzacategory,Influenza_ANoStubtyped,Influenza_ANotSubtyped
18028.weekending,11/27/61,11/27/16
7511.region,Centrla,Central
29809.season,2019-2002,2019-2020
894.weekending,02/0/10,02/07/10
13313.season,2014-2105,2014-2015
25321.region,Nortern,Northern
20208.season,20162-017,2016-2017
21149.weekending,u11/26/17,11/26/17
22359.season,201-2018,2017-2018
26100.region,Nortern,Northern
1036.weekending,02/28/0,02/28/10
14154.weekending,08/301/5,08/30/15
18480.influenzacategory,Influenza_BNotLineageTybped,Influenza_BNotLineageTyped
15728.weekending,02/8/16,02/28/16
29036.season,2019-2002,2019-2020
4587.season,2010-2101,2010-2011
29976.weekending,09/02/20,09/20/20
12785.influenzacategory,Influenzea_AH1pdm09,Influenza_AH1pdm09
4385.influenzacategory,Influenza_dTotal,Influenza_Total
22575.weekending,0/13/18,05/13/18
5043.region,Lwer Southern,Lower Southern
5495.weekending,02/1/12,02/12/12
24440.weekending,12/16/1r8,12/16/18
29726.region,Califonria,California
17495.influenzacategory,Influena_AH1pdm09,Influenza_AH1pdm09
19099.region,Bay Arae,Bay Area
27021.influenzacategory,Influoenza_Total,Influenza_Total
27565.region,Califcornia,California
20680.weekending,10/0117,10/01/17
7120.weekending,11/11/12***,11/11/12
8587.region,yBay Area,Bay Area
25936.weekending,06/09/91,06/09/19
745.region,Lower Southrn,Lower Southern
3574.season,2010-0211,2010-2011
9171.region,Upper Souxthern,Upper Southern
5184.weekending,2/18/11,12/18/11
15400.region,Ceintral,Central
18547.influenzacategory,Influeza_B,Influenza_B
7965.region,aClifornia,California
25914.weekending,06/0/219,06/02/19
2236.region,Lowre Southern,Lower Southern
21914.influenzacategory,Infuenza_AH3,Influenza_AH3
23791.influenzacategory,Influenza_oTtal,Influenza_Total
15311.region,Upper Southen,Upper Southern
10168.season,2013-214,2013-2014
26741.region,Cjentral,Central
25133.influenzacategory,Influezna_A,Influenza_A
10860.region,Bayb Area,Bay Area
11253.influenzacategory,Influenaz_A,Influenza_A
7573.weekending,01/20/3,01/20/13
872.region,BayA rea,Bay Area
29290.season,2109-2020,2019-2020
9914.season,20132-014,2013-2014
12991.season,201-2015,2014-2015
5572.region,Califrnia,California
13475.weekending,0/614/15,06/14/15
703.region,LowerSouthern,Lower Southern
7534.season,2012-2031,2012-2013
3168.influenzacategory,Infulenza_Tested,Influenza_Tested
18453.region,eCntral,Central
14587.region,Upper Southqern,Upper Southern
3224.weekending,01/30/1h1,01/30/11
15484.influenzacategory,Influenza_A3H,Influenza_AH3
4765.weekending,10/161/1,10/16/11
2927.season,201x0-2011,2010-2011
29205.influenzacategory,Influenza_A1Hpdm09,Influenza_AH1pdm09
7366.weekending,12/16l/12,12/16/12
5457.influenzacategory,Influenzai_Tested,Influenza_Tested
12430.weekending,20/08/15,02/08/15
27778.region,Nrothern,Northern
28122.influenzacategory,Ifluenza_Tested,Influenza_Tested
17945.weekending,11/i13/16,11/13/16
26284.region,Upperg Southern,Upper Southern
4190.influenzacategory,Inflenza_Tested,Influenza_Tested
12709.weekending,03/1/15,03/15/15
6436.season,2011-202,2011-2012
27584.season,2019-200,2019-2020
22639.influenzacategory,nfluenza_BYamagata,Influenza_BYamagata
13280.influenzacategory,Influenza_BNtLineageTyped,Influenza_BNotLineageTyped
10245.influenzacategory,nfluenza_Tested,Influenza_Tested
25000.influenzacategory,Influenza_BNotLineagzeTyped,Influenza_BNotLineageTyped
9378.weekending,1/17/13,11/17/13
29444.weekending,07/k19/20,07/19/20
16629.season,015-2016,2015-2016
9876.season,201-32014,2013-2014
4621.season,2100-2011,2010-2011
28950.season,2019-2002,2019-2020
6034.region,Califonia,California
1497.region,Calirfornia,California
9594.weekending,1/222/13,12/22/13
16357.region,Centraal,Central
17054.season,2015-0216,2015-2016
26862.weekending,0/22/19,09/22/19
737.region,iCentral,Central
16342.influenzacategory,nfluenza_Tested,Influenza_Tested
18916.weekending,03/1/217,03/12/17
13455.weekending,06/41/15,06/14/15
17622.weekending,10/0/916,10/09/16
11402.season,2014-2105,2014-2015
21708.weekending,01/28/1c8,01/28/18
14048.region,pper Southern,Upper Southern
4102.influenzacategory,Influenza_AH1dpm09,Influenza_AH1pdm09
12803.region,alifornia,California
12565.influenzacategory,Influenzab_AH1pdm09,Influenza_AH1pdm09
8646.influenzacategory,Inlfuenza_ANotSubtyped,Influenza_ANotSubtyped
9912.region,Lowe Southern,Lower Southern
22889.season,2017-2081,2017-2018
6672.season,2011l-2012,2011-2012
24275.influenzacategory,Influenza_AH1pbdm09,Influenza_AH1pdm09
12715.weekending,03/151/5,03/15/15
13390.region,Upper Souhern,Upper Southern
19307.region,ower Southern,Lower Southern
8271.season,201-22013,2012-2013
2145.weekending,08/0/810,08/08/10
4025.region,Centrl,Central
9206.weekending,10/20/r13,10/20/13
17206.weekending,08/21/6,08/21/16
13841.region,Centarl,Central
1672.influenzacategory,Influezna_Tested,Influenza_Tested
19696.season,2016-0217,2016-2017
11431.weekending,10/19/41,10/19/14
20843.weekending,o10/22/17,10/22/17
24470.season,20182-019,2018-2019
29241.weekending,06/282/0,06/28/20
13629.weekending,06/2815,06/28/15
2409.weekending,9/19/10,09/19/10
16731.region,Lobwer Southern,Lower Southern
14813.influenzacategory,InfluenzaA,Influenza_A
22709.season,2017-2081,2017-2018
12477.season,i2014-2015,2014-2015
13351.region,Calfornia,California
3696.influenzacategory,Influenza_AH1pdm90,Influenza_AH1pdm09
15860.season,20c15-2016,2015-2016
22996.influenzacategory,Influenza_ANotSubntyped,Influenza_ANotSubtyped
21380.region,Bay Arqea,Bay Area
17692.season,2016-217,2016-2017
20976.weekending,11/05/1j7,11/05/17
27328.influenzacategory,Infdluenza_BVictoria,Influenza_BVictoria
17392.weekending,09/c11/16,09/11/16
719.season,20092010,2009-2010
18356.region,Northerkn,Northern
22473.weekending,0/29/18,04/29/18
19089.weekending,03/2/617,03/26/17
11061.region,Upper Southeqrn,Upper Southern
5451.influenzacategory,InfluenzaA_,Influenza_A
12925.weekending,0412/15,04/12/15
12017.season,j2014-2015,2014-2015
27025.season,20192-020,2019-2020
24563.weekending,g12/30/18,12/30/18
25726.weekending,0/512/19,05/12/19
22997.weekending,07/01i/18,07/01/18
2058.influenzacategory,Inflruenza_AH3,Influenza_AH3
1973.influenzacategory,Influenza_ANotSkubtyped,Influenza_ANotSubtyped
24387.weekending,2/09/18,12/09/18
767.season,2009-200,2009-2010
3208.influenzacategory,Ihnfluenza_B,Influenza_B
27303.influenzacategory,Influenz_aA,Influenza_A
5201.region,Cenral,Central
16428.region,oLwer Southern,Lower Southern
30067.season,2019-202l0,2019-2020
19268.season,2016-20h17,2016-2017
28010.region,Lower Southrn,Lower Southern
5583.influenzacategory,Inftluenza_Tested,Influenza_Tested
29368.region,Californkia,California
30057.influenzacategory,Insfluenza_B,Influenza_B
2845.season,2010-2h011,2010-2011
21448.influenzacategory,Influenza_BpVictoria,Influenza_BVictoria
12545.influenzacategory,Influenza_AH1pm09,Influenza_AH1pdm09
21134.season,2107-2018,2017-2018
29037.influenzacategory,Infulenza_B,Influenza_B
4189.region,hCalifornia,California
26017.influenzacategory,Influenza_dB,Influenza_B
1372.season,009-2010,2009-2010
15047.season,2015-216,2015-2016
18664.region,Upper Southrn,Upper Southern
16499.region,orthern,Northern
18572.region,Califronia,California
14159.influenzacategory,Influenz_BYamagata,Influenza_BYamagata
24767.region,Lower Southren,Lower Southern
26327.season,201e8-2019,2018-2019
4935.influenzacategory,Influenza_AH1pd0m9,Influenza_AH1pdm09
28255.season,2091-2020,2019-2020
19704.weekending,06/1117,06/11/17
8845.influenzacategory,Influenza_ested,Influenza_Tested
10024.region,Cmalifornia,California
18821.season,2016g-2017,2016-2017
14446.weekending,100/4/15,10/04/15
18250.weekending,12/18/61,12/18/16
10383.weekending,05/0v4/14,05/04/14
3563.weekending,0327/11,03/27/11
9799.influenzacategory,nfluenza_AH3,Influenza_AH3
16839.season,201f5-2016,2015-2016
19748.season,201e6-2017,2016-2017
3921.season,2001-2011,2010-2011
21989.region,alifornia,California
21196.region,Bay fArea,Bay Area
15116.region,Norithern,Northern
19570.weekending,05/21/71,05/21/17
29569.weekending,08/20/20,08/02/20
20829.season,2017-201e8,2017-2018
18198.influenzacategory,Inlfuenza_BVictoria,Influenza_BVictoria
15330.region,Calfiornia,California
3701.region,Northervn,Northern
16817.weekending,07q/10/16,07/10/16
26322.weekending,0/721/19,07/21/19
19556.weekending,05/2/117,05/21/17
22965.season,20172018,2017-2018
7611.weekending,0/127/13,01/27/13
23262.region,Centrcal,Central
28080.region,Nrothern,Northern
2288.weekending,08/2910,08/29/10
9881.region,Northenr,Northern
12351.influenzacategory,Influenza_Totl,Influenza_Total
11887.influenzacategory,Infuenza_B,Influenza_B
18124.influenzacategory,Influneza_AH3,Influenza_AH3
3378.influenzacategory,Intfluenza_Tested,Influenza_Tested
15338.season,20152016,2015-2016
27706.influenzacategory,Influenza_ANotSubyped,Influenza_ANotSubtyped
2952.region,Uppe Southern,Upper Southern
9270.weekending,11/3/13,11/03/13
19165.season,20d16-2017,2016-2017
8918.influenzacategory,Influernza_AH1pdm09,Influenza_AH1pdm09
19175.season,2016-207,2016-2017
11624.season,2014-201d5,2014-2015
27292.influenzacategory,Influenza_Testd,Influenza_Tested
4515.influenzacategory,Influenza_AH1pd09,Influenza_AH1pdm09
25971.season,2018-2w019,2018-2019
19768.region,jCalifornia,California
27908.season,2109-2020,2019-2020
1521.region,Northen,Northern
23234.region,gBay Area,Bay Area
22595.influenzacategory,Influennza_AH1pdm09,Influenza_AH1pdm09
5056.weekending,11/27/p11,11/27/11
1313.weekending,04/11/01,04/11/10
21701.region,Cpentral,Central
11532.region,Uper Southern,Upper Southern
477.region,Upper Sobuthern,Upper Southern
234.influenzacategory,nfluenza_AH3,Influenza_AH3
2677.influenzacategory,nIfluenza_Total,Influenza_Total
8954.influenzacategory,Ifluenza_ANotSubtyped,Influenza_ANotSubtyped
17827.season,2016-017,2016-2017
18858.weekending,03/05/t17,03/05/17
7784.influenzacategory,Influezna_AH1pdm09,Influenza_AH1pdm09
16376.region,orthern,Northern
8357.influenzacategory,Inlfuenza_AH3,Influenza_AH3
19359.season,2016-217,2016-2017
16733.weekending,06/26/a16,06/26/16
287.region,Upperg Southern,Upper Southern
21918.weekending,02/2/18,02/25/18
18838.weekending,2/26/17,02/26/17
8356.season,012-2013,2012-2013
24109.weekending,11/041/8,11/04/18
8424.influenzacategory,Influenza_Totla,Influenza_Total
21656.influenzacategory,Influenyza_ANotSubtyped,Influenza_ANotSubtyped
21190.weekending,11/26/7,11/26/17
20096.season,2016-2071,2016-2017
3382.weekending,0/227/11,02/27/11
15332.season,205-2016,2015-2016
4263.influenzacategory,Influenza_AHp1dm09,Influenza_AH1pdm09
685.season,2090-2010,2009-2010
22859.weekending,06/1z0/18,06/10/18
2779.influenzacategory,Influenza_AHp1dm09,Influenza_AH1pdm09
29766.season,2019-2002,2019-2020
26238.region,Bay Arae,Bay Area
3839.season,010-2011,2010-2011
29924.influenzacategory,Influeza_AH3,Influenza_AH3
8419.region,Bay Arlea,Bay Area
13785.region,Lovwer Southern,Lower Southern
468.season,2009-h2010,2009-2010
25563.region,Upper Soutdhern,Upper Southern
23898.weekending,0/14/18,10/14/18
14852.season,2015-2061,2015-2016
10242.influenzacategory,Influenza_ANotSiubtyped,Influenza_ANotSubtyped
5926.influenzacategory,Infuenza_Tested,Influenza_Tested
18815.season,2061-2017,2016-2017
27189.region,Upper Suothern,Upper Southern
21941.season,2017-218,2017-2018
21282.weekending,12/101/7,12/10/17
9845.region,Upper Southern***,Upper Southern
27724.region,Upper Souhtern,Upper Southern
13191.season,2014-2051,2014-2015
23859.weekending,1/07/18,10/07/18
21938.weekending,02/2/518,02/25/18
3565.weekending,03/27/1,03/27/11
20772.weekending,10/0/817,10/08/17
3869.weekending,05/15/11***,05/15/11
4875.weekending,10/30l/11,10/30/11
23494.region,Centrla,Central
5701.region,Califronia,California
26177.region,yBay Area,Bay Area
17700.season,2016-20r17,2016-2017
19678.influenzacategory,Influenza_BVmictoria,Influenza_BVictoria
9487.season,203-2014,2013-2014
17950.season,20e16-2017,2016-2017
16451.influenzacategory,Influenza_oTtal,Influenza_Total
20687.region,Lwoer Southern,Lower Southern
11957.weekending,1o2/21/14,12/21/14
22612.season,2017-218,2017-2018
8461.weekending,06/23/1y3,06/23/13
1116.influenzacategory,Inpfluenza_AH1pdm09,Influenza_AH1pdm09
22106.weekending,03/18/81,03/18/18
6538.weekending,08/05/21,08/05/12
28871.weekending,05/v10/20,05/10/20
2957.weekending,12/12/01,12/12/10
12300.weekending,1/25/15,01/25/15
29611.influenzacategory,Influsenza_Total,Influenza_Total
28156.influenzacategory,Influenza_ANotSubtypexd,Influenza_ANotSubtyped
29233.weekending,06/q28/20,06/28/20
7823.weekending,w03/03/13,03/03/13
9269.region,Califonria,California
20624.region,LowerSouthern,Lower Southern
9280.region,LowerS outhern,Lower Southern
6592.season,011-2012,2011-2012
1594.season,209-2010,2009-2010
18628.weekending,20/05/17,02/05/17
7405.influenzacategory,Influenza_HA3,Influenza_AH3
18373.region,By Area,Bay Area
25196.region,Nortehrn,Northern
11821.influenzacategory,nfluenza_Total,Influenza_Total
3285.influenzacategory,Influnza_B,Influenza_B
17267.region,Lower Soutdhern,Lower Southern
10267.weekending,x04/20/14,04/20/14
16348.season,2f015-2016,2015-2016
117.weekending,1l0/18/09,10/18/09
13766.region,Calfiornia,California
20333.season,016-2017,2016-2017
29417.season,2019-2002,2019-2020
12412.region,Lower Sofuthern,Lower Southern
26152.region,Lower Sothern,Lower Southern
21770.influenzacategory,Influenaz_BNotLineageTyped,Influenza_BNotLineageTyped
9424.region,Uprper Southern,Upper Southern
19663.season,q2016-2017,2016-2017
14349.season,20142015,2014-2015
1518.weekending,05/0/10,05/09/10
14354.weekending,0/27/15,09/27/15
24951.season,2018-2091,2018-2019
25591.influenzacategory,Influenza_eTotal,Influenza_Total
25913.season,0218-2019,2018-2019
13943.region,Californai,California
18431.region,Upper Southercn,Upper Southern
11669.region,Cualifornia,California
15485.region,UpperS outhern,Upper Southern
4385.region,Upper Seouthern,Upper Southern
10979.influenzacategory,Iunfluenza_Total,Influenza_Total
22013.weekending,03/f04/18,03/04/18
16962.weekending,07/24/6,07/24/16
14928.season,2015-2061,2015-2016
23929.weekending,10/14/81,10/14/18
12899.weekending,4/05/15,04/05/15
4748.region,Lower outhern,Lower Southern
19126.weekending,04/0217,04/02/17
14155.region,Nzorthern,Northern
16386.region,Uper Southern,Upper Southern
16995.weekending,07/31/1s6,07/31/16
2605.region,Lower Southen,Lower Southern
1498.influenzacategory,Influenza_cAH3,Influenza_AH3
10801.season,20132014,2013-2014
6197.influenzacategory,Ifnluenza_B,Influenza_B
6611.season,2011d-2012,2011-2012
14791.season,2015-2061,2015-2016
17189.season,2015-201q6,2015-2016
26212.influenzacategory,Influenza_Tsted,Influenza_Tested
17575.weekending,100/2/16,10/02/16
11890.region,Uppr Southern,Upper Southern
1279.influenzacategory,Influenza_Toal,Influenza_Total
17731.season,201-62017,2016-2017
25949.region,aClifornia,California
20441.weekending,09/03k/17,09/03/17
3814.region,eCntral,Central
1344.region,UpperSouthern,Upper Southern
26119.weekending,06o/30/19,06/30/19
29203.influenzacategory,Infleunza_A,Influenza_A
15504.influenzacategory,Ixnfluenza_AH3,Influenza_AH3
17640.influenzacategory,Influenza_BNotLneageTyped,Influenza_BNotLineageTyped
20985.region,Lowecr Southern,Lower Southern
19047.region,Cahlifornia,California
28001.region,Cetral,Central
13525.influenzacategory,Influenza_AH1pd09,Influenza_AH1pdm09
