code,category,description,size,total_inventory,price,sale_price,sale_end_date
315535,AMERICAN RED,Goldeneye Ten Degrees Pinot Noir,750ML,5,115.99,NULL,NULL
42250,ITALY,Antinori Solaia Toscana IGT Cabernet Sauvignon,750ML,0,515.99,NULL,NULL
42250,KOSHER,Kedem Champagne White Blend,750ML,0,8.99,NULL,NULL
315535,GIN,Bombay Dry Gin,1L,111,31.99,NULL,NULL
322442,AMERICAN RED,Cannonball Wines Cabernet Sauvignon,750ML,0,19.99,NULL,NULL
301262,FRANCE,Georges Dub�uf Fleurie Gamay,750ML,6,25.99,NULL,NULL
42250,TEQUILA,CASA NOBLE JOVEN TEQUILA BARREL,750ML,5,38.99,NULL,NULL
60354,MISCELLANEOUS IMPORTED,DULCE VIDA BLANCO TEQUILA 750ML,750ML,0,32.99,NULL,NULL
21903,AMERICAN RED,St. Supery Vineyards & Winery Estate Bottled Cabernet Sauvignon,750ML,224,49.99,NULL,NULL
237188,AMERICAN WHITE,Far Niente Chardonnay,750ML,7,65.99,NULL,NULL
30171,AMERICAN RED,Fess Parker Syrah,750ML,0,36.99,NULL,NULL
244016,GIN,Bluecoat Gin For Seltzer,750ML,25,27.99,NULL,NULL
42691,FRANCE,Mas de Guiot Grenache,750ML,0,9.79,NULL,NULL
47664,CORDIALS,Rothman & Winter Creme de Violette Liqueur,750ML,1,25.99,NULL,NULL
42250,SPAIN/PORTUGAL,Codorniu Brut Reserva Blanc de Blancs Anna de Codorniu Cava Blend,187ML,0,5.99,NULL,NULL
355152,MIXERS,Rancho La Gloria Mango Margarita 1.5L,1.5L,6,20.99,NULL,NULL
418617,AMERICAN RED,Michael Pozzan Winery Annabella Special Selection Pinot Noir,750ML,1,23.99,NULL,NULL
42534,KOSHER,Borgo Reale Dry White Puglia IGT Pinot Grigio,750ML,0,18.49,NULL,NULL
42250,TEQUILA,1921 La Crema De Mexico Special Edition Tequila,750ML,0,38.99,NULL,NULL
123196,CANADIAN/BLENDED WHISKEY,Old Line Cask Strength Single Malt American Whiskey,750ML,126,54.99,48.99,11/30/2022
84550,AUSTRALIA,Fisheye Pinot Grigio,3L,8,18.99,NULL,NULL
83684,BOURBON/RYE,EZRA BROOKS BOURBON   99P,1.75L,305,44.99,NULL,NULL
357820,SPECIALTY,Sugarlands Maple Bacon Moonshine,750ML,64,18.99,NULL,NULL
70681,BOURBON/RYE,Jim Beam Single Barrel Kentucky Straight Bourbon Whiskey,750ML,0,39.99,NULL,NULL
315535,AMERICAN WHITE,DAOU CHARDONNAY RES,750ML,5,47.99,NULL,NULL
42250,AMERICAN WHITE,Flying Fish Riesling,750ML,0,12.99,NULL,NULL
42250,RUM,Clandestino Pineapple Pitorro Rum,750ML,126,36.99,32.99,11/30/2022
42534,SPECIALTY,Wigle Landlocked Spiced Rum,750ML,0,43.99,NULL,NULL
42250,BOURBON/RYE,MCCLINTOCK MATCHSTICK FIGGY PUDDING STRAIGHT BOURB WHISKEY   750ML,750ML,6,52.99,46.99,11/30/2022
42534,KOSHER,RASHI JOYVIN LIGHT WHITE,750ML,0,9.99,NULL,NULL
42250,AMERICAN RED,Louis M. Martini Cabernet Sauvignon,750ML,149,33.99,NULL,NULL
315535,CORDIALS,Argiolas Tremontis Mirto Herbal Liqueur,750ML,4,37.99,NULL,NULL
49590,ITALY,Fattoria La Lecciaia (Pacini) Brunello di Montalcino DOCG Sangiovese,750ML,8,49.99,NULL,NULL
42250,AMERICAN RED,Seaglass Pinot Noir,750ML,39,14.99,NULL,NULL
350707,TEQUILA,Volcan De Mi Tierra Cristalino Anejo Tequila,750ML,9,64.99,NULL,NULL
42250,BOURBON/RYE,Seagrass Rye Whiskey Finished In Matinique Rum Madeira & Apricot Brandy Barrels,750ML,100,89.99,NULL,NULL
26262,DOMESTIC BOTTLE,Devils Backbone Vienna Lager - 6 Pack,12.0Z,708,12.99,NULL,NULL
42250,GERMANY,Villa Wolf Rose Pinot Noir,750ML,0,16.99,NULL,NULL
43299,AMERICAN WHITE,Montevina Glass Falls Pinot Grigio,750ML,0,10.99,NULL,NULL
315535,SCOTCH,Bowmore 12 Year Old Islay Single Malt Scotch Whisky,750ML,165,61.99,NULL,NULL
42534,FRANCE,Mouton Cadet Heritage Merlot,750ML,13,20.99,NULL,NULL
67849,VODKA,Burnett's Citrus Vodka,1.75L,178,14.99,NULL,NULL
240594,AMERICAN TABLE,Folie a Deux Menage a Trois White Muscat,750ML,127,13.99,NULL,NULL
84550,CORDIALS,MR BOSTON BLACK RASPBERRY 1L,1LTR,0,7.99,NULL,NULL
350286,KOSHER,Herzog Lineage Rose Blend,750ML,0,19.99,NULL,NULL
84550,CANADIAN/BLENDED WHISKEY,Kopper Kettle Whiskey,750ML,0,32.99,NULL,NULL
334750,ITALY,Cavicchioli 1928 Extra Dry Prosecco Glera,750ML,27,16.99,NULL,NULL
244132,BOURBON/RYE,NEW RIFF 100% MALTED RYE 6YR   750ML,750ML,4,54.99,NULL,NULL
308354,CHAMPAGNE/SPARKLING,Tenuta Polvaro Prosecco Glera,750ML,0,16.99,NULL,NULL
53317,AMERICAN WHITE,Frey Organic Chardonnay,750ML,10,22.99,NULL,NULL
88539,AMERICAN TABLE,Carlo Rossi Blueberry Sangria Red Blend,3L,10,14.99,NULL,NULL
30953,AMERICAN RED,Alexander Valley Vineyards Cyrus Red Blend,750ML,0,46.99,NULL,NULL
44610,AUSTRALIA,Lindemans Bin 95 Sauvignon Blanc,750ML,0,8.99,NULL,NULL
330237,AMERICAN RED,LangeTwins Caricature Cabernet Sauvignon,750ML,0,12.99,NULL,NULL
106704,FRANCE,Chateau Le Bonnat Graves Bordeaux Blend,750ML,0,24.99,NULL,NULL
78524,VODKA,Pinnacle Kiwi Strawberry Vodka,750ML,0,10.99,NULL,NULL
82373,CHAMPAGNE/SPARKLING,Barefoot Cellars Bubbly Prosecco Glera,750ML,273,9.99,NULL,NULL
326333,ITALY,C.S. Viticultori Associati (Coop Canicatti) La Ferla Terre Siciliane IGP Nero d'Avola,750ML,0,6.99,NULL,NULL
42250,LIQ BASED RTD,MOM WATER VARIETY PACK 8PK 355ML - 8 Pack,355ML,1446,26.99,NULL,NULL
241152,RUM,Bacardi Gold Rum 100ML,100ML,96,3.99,NULL,NULL
84550,CORDIALS,Drambuie Liqueur,375ML,0,27.99,NULL,NULL
42250,BOURBON/RYE,Templeton Small Batch Rye Whiskey,750ML,1,42.99,NULL,NULL
335940,ARGENTINA,Terrazas de Los Andes Altos del Plata Cabernet Sauvignon,750ML,0,12.99,NULL,NULL
42250,ARGENTINA,RIO SECO MAL,750ML,0,5.99,NULL,NULL
315535,DOMESTIC CAN,TRUE RESPITE SEASONAL ALE 6/4 16OZ CANS - 4 Pack,16.0Z,877,14.99,NULL,NULL
376280,ITALY,BERTANI AMARONE VERTICAL,750ML,0,140.99,NULL,NULL
42250,AMERICAN WHITE,Washington Hills Late Harvest Riesling,750ML,0,13.99,NULL,NULL
312564,CHAMPAGNE/SPARKLING,Drappier Brut Nature Zero Dosage Champagne,750ML,2,69.99,NULL,NULL
86231,AMERICAN RED,Mogen David MD 20/20 Banana Red Blend,750ML,0,4.99,NULL,NULL
42250,PORT/SHERRY/DESSERT/VERMOUTH,Savory & James Cream Sherry Blend,750ML,7,16.49,NULL,NULL
42250,ITALY,It's A Head Snapper Extra Dry Prosecco DOC Glera,750ML,0,9.79,NULL,NULL
180661,CORDIALS,Bols Cacao Brown Liqueur,1L,6,11.99,NULL,NULL
329899,SPECIALTY,99 Brand Birthday Bucket Liqueur - 21 Pack,50ML,2772,19.99,NULL,NULL
42250,SPAIN/PORTUGAL,Volvoreta Tempranillo,750ML,1,36.99,NULL,NULL
315535,DOMESTIC BOTTLE,Dogfish Head Dragons & YumYums The Flaming Lips - 6 Pack,12.0Z,-48,12.99,NULL,NULL
306841,AMERICAN RED,Dante Reserve Pinot Noir,750ML,0,14.99,NULL,NULL
41158,BOURBON/RYE,High Wire New Southern Revival Rye Whiskey,750ML,3,60.99,NULL,NULL
70200,VODKA,Pearl Vodka,1.75L,-6,19.99,NULL,NULL
241826,VODKA,Svedka Pure Infusions Ginger Lime Vodka,750ML,82,12.99,NULL,NULL
315535,ITALY,Cavit Collection Delle Venezie IGT Pinot Grigio,750ML,394,9.99,NULL,NULL
84550,AMERICAN WHITE,Donati Family Vineyard Sisters Forever Un Oaked Chardonnay,750ML,3,18.99,NULL,NULL
42250,DOMESTIC BOTTLE,Michelob Ultra - 12 Pack,12.0Z,96,18.99,NULL,NULL
74011,VODKA,Ketel One Oranje Vodka,1.75L,0,46.99,NULL,NULL
84550,SPECIALTY,Fordham Lee Cherry Charm Cream Liqueur,750ML,152,24.99,21.99,11/30/2022
315535,SCOTCH,Ardbeg An Oa The Ultimate Islay Single Malt Scotch Whisky,750ML,3,63.99,NULL,NULL
315535,AMERICAN RED,Oregon Trails Wine Co. Pinot Noir,750ML,46,21.99,NULL,NULL
84550,AMERICAN RED,Duckhorn Vineyards Bordeaux Blend,750ML,0,94.99,NULL,NULL
344449,AMERICAN WHITE,FOXGLOVE CHARD,750ML,0,22.99,NULL,NULL
238918,AMERICAN RED,BROWNE CAB   750ML,750ML,18,39.99,NULL,NULL
310311,ITALY,Stella Pinot Grigio,750ML,0,11.39,NULL,NULL
329899,IMPORTED BOTTLE,Tsingtao Beer - 6 Pack,12.0Z,36,17.99,NULL,NULL
28886,ITALY,Bollini Trentino DOC Pinot Grigio,750ML,16,15.99,NULL,NULL
42250,PORT/SHERRY/DESSERT/VERMOUTH,Presidential 30 Year Old Tawny Red Port,750ML,0,80.99,NULL,NULL
42250,CHILE,La Playa Estate Series �Un Oaked� Estate Bottled Chardonnay,750ML,0,8.99,NULL,NULL
84550,MIXERS,Skinnygirl Margarita,750ML,37,12.49,NULL,NULL
329899,GIN,Hardshore Original Gin,750ML,102,41.99,NULL,NULL
42250,CHILE,Concha y Toro Frontera Sauvignon Blanc,750ML,338,5.99,NULL,NULL
315535,BOURBON/RYE,Wild Turkey Kentucky Spirit Single Barrel Kentucky Straight Bourbon Whiskey,750ML,24,58.99,NULL,NULL
29246,SCOTCH,J & B Rare Blended Scotch Whisky,1L,0,30.99,NULL,NULL
325898,ITALY,Kellerei Kaltern Caldaro Alto Adige   Sudtirol Moscato Giallo,750ML,0,16.49,NULL,NULL
314419,KOSHER,Shiloh Shor Barbera,750ML,0,34.99,NULL,NULL
42250,CORDIALS,IL Tramonto Limoncello Liqueur,750ML,0,16.99,NULL,NULL
42250,VODKA,Three Olives Whipped Cream Vodka,750ML,0,16.69,NULL,NULL
42250,SPAIN/PORTUGAL,VINA OTANO RES,750ML,0,17.99,NULL,NULL
42250,CORDIALS,Peshterska Muskat Grape Brandy,750ML,0,26.99,NULL,NULL
65390,CHAMPAGNE/SPARKLING,Piper Heidsieck Brut Champagne,375ML,0,27.99,NULL,NULL
329899,TEQUILA,Tanteo Chipotle Tequila,750ML,0,36.99,NULL,NULL
84550,FRANCE,Domaine de Chateau Pigoudet Cuvee Pigoudet Premiere Coteaux d'Aix en provence Rare White Blend,750ML,0,17.99,NULL,NULL
335940,AMERICAN WHITE,Fetzer Anthony's Hill Chardonnay,1.5L,82,14.99,NULL,NULL
308630,AMERICAN RED,Waterbrook Merlot,750ML,0,16.99,NULL,NULL
329899,NEW ZEALAND,The Ned Sauvignon Blanc,750ML,0,17.99,NULL,NULL
42250,AMERICAN RED,Battle Creek Cellars Unconditional Battle Creek Pinot Noir,750ML,0,21.99,NULL,NULL
319618,ITALY,CANTINE BORGO CHARD,1.5L,0,14.99,NULL,NULL
316678,FRANCE,Lionel Gosseaume Touraine Sauvignon Blanc,750ML,0,16.99,NULL,NULL
308390,KOSHER,Cantina Gabriele Chianti DOCG Sangiovese,750ML,0,16.99,NULL,NULL
315535,VODKA,New Amsterdam Vodka,1.75L,855,21.99,NULL,NULL
399361,FRANCE,Marcel Lapierre Morgon Gamay,750ML,0,15.49,NULL,NULL
315535,AMERICAN WHITE,ZACA MESA VIOGNIER,750ML,0,20.99,NULL,NULL
27413,SCOTCH,Dewar's White Label Blended Scotch Whisky,375ML,73,16.99,NULL,NULL
315535,AMERICAN BLUSH/ROSE,BOE RSE,750ML,0,16.99,NULL,NULL
329899,CORDIALS,CASK & KETTLE HOT BLOND POD 20,200ML,0,21.99,NULL,NULL
84550,SCOTCH,Tomintoul 10 Year Old Single Malt Scotch Whisky,750ML,2,45.99,NULL,NULL
42534,BOURBON/RYE,Penelope Toasted Series Barrel Strength Straight Bourbon Whiskey,750ML,134,59.99,NULL,NULL
42250,AMERICAN RED,Hahn Pinot Noir,750ML,214,16.99,NULL,NULL
36390,VODKA,Absolut Mandrin Vodka,1L,21,33.99,NULL,NULL
70709,MIXERS,Master of Mixes Classic Bloody Mary Mixer,1.75L,83,8.99,NULL,NULL
349678,IRISH WHISKEY,Lambay Small Batch Blend Irish Whiskey,750ML,0,36.99,NULL,NULL
232882,FRANCE,Henri Bourgeois Petit Bourgeois Rose Pinot Noir,750ML,0,16.99,NULL,NULL
49972,AMERICAN TABLE,Boordy Vineyards Sweetland Cellars Viva Sangria Red Blend,750ML,193,10.99,NULL,NULL
338476,ITALY,Rocca delle Mac�e Campo Maccione Morellino di Scansano Sangiovese,750ML,0,17.99,NULL,NULL
237990,SPAIN/PORTUGAL,Sierra Norte Fuenteseca Macabeo,3L,0,30.99,NULL,NULL
317465,CHILE,Papi Demi Sec Estate Bottled Cabernet Sauvignon,750ML,0,11.99,NULL,NULL
70758,RUM,Clement Canne Bleue Rum,750ML,0,42.99,NULL,NULL
43903,BOURBON/RYE,Larceny 1870 Very Special Small Batch Kentucky Straight Bourbon Whiskey,750ML,169,26.99,21.99,11/30/2022
368440,SPAIN/PORTUGAL,Cooperativa Agricola Reguengos de Monsaraz (CARMIM) Monsaraz The Castle of The Kings Portuguese Red Blend,750ML,0,8.99,NULL,NULL
150150,ARGENTINA,Familia Zuccardi Q Cabernet Sauvignon,750ML,0,22.99,NULL,NULL
70695,TEQUILA,Avion Espresso Liqueur,375ML,0,13.99,NULL,NULL
373148,BOURBON/RYE,COPPER AND CASK MK 441 WHISKEY,750ML,45,48.99,NULL,NULL
48010,AMERICAN WHITE,EGRET S/BLC MONTEREY,750ML,0,12.99,NULL,NULL
242109,AMERICAN WHITE,CAPRICCIO PASSION FRUIT SANGRIA 750ML,750ML,8,11.99,NULL,NULL
315535,AMERICAN WHITE,Vendange Wine Cellars Chardonnay,1.5L,16,12.99,NULL,NULL
329899,RUM,Flor de Cana 4 Year Old Extra Seco Rum,750ML,211,15.99,NULL,NULL
335882,SPAIN/PORTUGAL,Cellers Can Blau Blau Mazuelo,750ML,0,21.99,NULL,NULL
89351,ASIA,Sho Chiku Bai Nigori Silky Mild Sake,750ML,0,10.99,NULL,NULL
42250,ARGENTINA,Bodega Santa Julia Santa Julia [+] Viognier,750ML,0,11.99,NULL,NULL
360392,ARGENTINA,Las Perdices Malbec,750ML,0,12.99,NULL,NULL
69270,ITALY,Tropical Mango Moscato Muscat,375ML,0,7.99,NULL,NULL
397164,AUSTRALIA,Oxford Landing Pinot Grigio,750ML,0,13.99,NULL,NULL
42250,BOURBON/RYE,George Remus Straight Bourbon Whiskey,750ML,95,41.99,NULL,NULL
68110,PORT/SHERRY/DESSERT/VERMOUTH,Harveys Harveys Bristol Cream Sherry Blend,750ML,246,14.99,NULL,NULL
42080,CORDIALS,Bols Blue Curacao Liqueur,1L,0,11.99,NULL,NULL
304633,SPAIN/PORTUGAL,DE PRO CAVA BRUT,750ML,0,14.99,NULL,NULL
358408,GIN,Drumshanbo Gunpowder Irish Gin 750ML,750ML,122,36.99,NULL,NULL
42250,AMERICAN RED,Raymond Vineyard & Cellar Sommelier Selection Cabernet Sauvignon,750ML,0,29.99,NULL,NULL
50636,RUM,Clandestino Traditional Pitorro Rum 200ML,200ML,45,21.99,18.99,11/30/2022
349203,RUM,Parce 8 Year Old Straight Colombian Rum,750ML,0,40.99,NULL,NULL
42530,CHAMPAGNE/SPARKLING,Pierre Gimonnet & Fils Blanc de Blancs Cuis Premier Cru Brut Champagne,750ML,4,68.99,NULL,NULL
70349,CANADIAN/BLENDED WHISKEY,Jim Beam Kentucky Fire Kentucky Straight Bourbon Whiskey,750ML,214,15.99,NULL,NULL
328299,ITALY,Vis a Vie Terre Siciliane IGT Cabernet Sauvignon,750ML,0,8.49,NULL,NULL
238573,CHAMPAGNE/SPARKLING,Philippe Fontaine Tradition Brut Champagne,750ML,0,46.99,NULL,NULL
42250,RUM,PAPA'S PILAR RUM MASSIE #16,750ML,17,59.99,NULL,NULL
361950,AMERICAN WHITE,Sea Ridge Chardonnay,750ML,0,5.99,NULL,NULL
11746,BOURBON/RYE,Maker's Mark Kentucky Straight Bourbon Whisky,750ML,1718,23.99,NULL,NULL
371592,OTHER WINE,YW HWA RANG,375ML,1,9.99,NULL,NULL
18901,BOURBON/RYE,TOBACCO BARN MD BOURBON CREAM 750ML,750ML,-3,33.99,NULL,NULL
334380,AMERICAN RED,JLS Merlot,750ML,0,13.99,NULL,NULL
336738,CHILE,Emiliana Natura Merlot,750ML,0,12.99,NULL,NULL
47777,FRANCE,SANTA DUE CDR,750ML,0,13.69,NULL,NULL
86445,AMERICAN WHITE,Franzia Vintner Select White Blend,5L,177,18.99,NULL,NULL
78757,MISCELLANEOUS IMPORTED,Caravedo Mosto Verde Pisco,750ML,143,41.99,NULL,NULL
84125,GERMANY,Schmitt Sohne Relax Riesling,1.5L,166,21.99,NULL,NULL
63862,DOMESTIC BOTTLE,Mt. Defiance Farmhouse Style Cider,750ML,3,13.99,NULL,NULL
429759,FRANCE,Domaine Puech Cocut Pinot Noir,750ML,0,13.99,NULL,NULL
26387,AMERICAN RED,Fiore Dry Red Cabernet Sauvignon,750ML,0,29.99,NULL,NULL
329899,ITALY,Nifo Sarrapochiello Taburno Falanghina,750ML,0,14.99,NULL,NULL
243232,AMERICAN RED,Carmel Road Cabernet Sauvignon,750ML,191,12.99,NULL,NULL
41010,SPAIN/PORTUGAL,Encostas do Lima Souzao,750ML,0,10.99,NULL,NULL
76271,MIXERS,Jose Cuervo Golden Strawberry Margarita,1.75L,1,18.99,NULL,NULL
334091,AMERICAN WHITE,THREE THIEVES CHARD,750ML,0,10.99,NULL,NULL
28673,CANADIAN/BLENDED WHISKEY,Crown Royal Deluxe Blended Canadian Whisky,1L,38,39.99,NULL,NULL
365800,CANADIAN/BLENDED WHISKEY,Breckenridge A Blend Of Straight Bourbon Whiskey 1.75L,1.75L,682,89.99,NULL,NULL
331450,AMERICAN WHITE,Artesana Tannat,750ML,0,28.99,NULL,NULL
329899,PORT/SHERRY/DESSERT/VERMOUTH,Parini Rosso Classico Vermouth,1L,0,10.99,NULL,NULL
332160,SPAIN/PORTUGAL,D&N del Salento Salento IGT Primitivo,750ML,0,16.99,NULL,NULL
232128,AMERICAN RED,Faust Cabernet Sauvignon,750ML,216,55.99,NULL,NULL
47260,CORDIALS,Southern Comfort Original Liqueur,375ML,0,4.99,NULL,NULL
42930,ITALY,Azienda Agricola Bucci Superiore Verdicchio Dei Castelli di Jesi Classico,750ML,0,35.99,NULL,NULL
27014,SCOTCH,The Macallan 12 Year Old Sherry Oak Casks Highland Single Malt Scotch Whisky,750ML,439,88.99,NULL,NULL
329886,SPAIN/PORTUGAL,Castillo de Monjardin Clasico Tempranillo,750ML,0,10.99,NULL,NULL
337189,AMERICAN RED,Sutter Home Winery Sangria Zinfandel,750ML,0,7.99,NULL,NULL
329899,IRISH WHISKEY,Tyrconnell Single Malt Irish Whiskey,750ML,0,34.99,NULL,NULL
339671,SPAIN/PORTUGAL,Bodegas Riojanas Canchales Tempranillo,750ML,0,11.99,NULL,NULL
329899,AMERICAN RED,Julia James Pinot Noir,750ML,0,13.99,NULL,NULL
14673,RUM,Clandestino Almond Pitorro Rum,750ML,117,34.99,30.99,11/30/2022
49993,AMERICAN RED,Canyon Road Merlot,1.5L,2,12.69,NULL,NULL
331126,SPAIN/PORTUGAL,Vina Galana Tempranillo,750ML,0,12.49,NULL,NULL
11840,ITALY,Risata Sweet Red Moscato Muscat,750ML,-4,14.99,NULL,NULL
322555,AMERICAN RED,Sycamore Lane Vineyards Cabernet Sauvignon,750ML,0,6.99,NULL,NULL
78746,RUM,Captain Morgan Black Spiced Rum,1.75L,59,29.99,NULL,NULL
82687,BOURBON/RYE,Elijah Craig Kentucky Straight Rye Whiskey 1.75L,1.75L,55,57.99,NULL,NULL
327981,ITALY,Tortarossa Rosso Rare Red Blend,750ML,0,17.99,NULL,NULL
42250,AMERICAN RED,TEXTBOOK NAPA MER,750ML,290,28.99,NULL,NULL
318069,AMERICAN WHITE,Seaglass Pinot Grigio,750ML,80,12.99,NULL,NULL
332921,ARGENTINA,ANDELUNA MAL 2014,750ML,0,13.99,NULL,NULL
236640,GERMANY,Joh. Jos. Prum Spatlese Zeltinger Sonnenuhr Riesling,750ML,0,59.99,NULL,NULL
347630,FRANCE,Helfrich Riesling,750ML,0,16.49,NULL,NULL
319771,NULL,Angostura Aromatic Bitters,16.0Z,163,29.99,NULL,NULL
42250,AMERICAN WHITE,Beringer Vineyards Main & Vine Pinot Grigio,1.5L,116,14.99,NULL,NULL
42010,BOURBON/RYE,Jim Beam Peach Liqueur,750ML,257,15.99,NULL,NULL
302842,AMERICAN WHITE,PACIFIC EDGE CHARD,750ML,0,5.99,NULL,NULL
315623,SPAIN/PORTUGAL,Columna Albarino,750ML,0,24.99,NULL,NULL
88940,LIQ BASED RTD,The Finnish Cranberry - 6 Pack,12.0Z,771,16.99,NULL,NULL
46553,GIN,Catoctin Creek Organic Watershed Gin,750ML,1,36.99,NULL,NULL
57045,FRANCE,Famille Perrin / Perrin & Fils Reserve Cotes du Rhone Red Southern Rhone Blend,750ML,14,15.99,NULL,NULL
81033,SCOTCH,Auchentoshan American Oak Single Malt Scotch Whisky,750ML,136,43.99,NULL,NULL
70989,CANADIAN/BLENDED WHISKEY,Jack Daniel's Tennessee Honey Liqueur,50ML,17,2.39,NULL,NULL
88933,BOURBON/RYE,Nulu Reserve Straight Bourbon Whiskey 115 Proof,750ML,83,84.99,NULL,NULL
315535,BRANDY/COGNAC/GRAPPA,Jacopo Poli Moscato Grappa,375ML,5,77.99,NULL,NULL
167564,MISCELLANEOUS IMPORTED,CHUM CHURUM RICH 375ML,375ML,0,7.29,NULL,NULL
76104,SPAIN/PORTUGAL,Bodegas Lozano Rojo Mojo Shiraz,750ML,4,7.49,NULL,NULL
45020,BRANDY/COGNAC/GRAPPA,Hiram Walker Cherry Flavored Brandy,1L,0,16.99,NULL,NULL
418218,AMERICAN RED,Fox Brook Winery Cabernet Sauvignon,750ML,0,8.99,NULL,NULL
73447,VODKA,Burnett's Cherry Vodka,1.75L,10,14.99,NULL,NULL
80738,AMERICAN WHITE,Barefoot Cellars Sauvignon Blanc,750ML,106,8.79,NULL,NULL
236680,MEAD,ORCHID CELL CYSER MELUSINE   750ML,750ML,0,19.39,NULL,NULL
71866,VODKA,New Amsterdam Peach Vodka,1.75L,229,21.99,NULL,NULL
48382,AMERICAN WHITE,Cuvaison Estate Grown Chardonnay,750ML,0,38.99,NULL,NULL
425737,AMERICAN WHITE,Milbrandt Vineyards Traditions Pinot Gris,750ML,0,17.99,NULL,NULL
166854,AMERICAN TABLE,Sutter Home Winery Fruit Infusions Wild Berry Rose Blend,750ML,89,7.99,NULL,NULL
12976,DOMESTIC CAN,ATLAS DANCE OF DAYS 4/6 CAN - 6 Pack,12.0Z,788,11.99,NULL,NULL
71223,RUM,Captain Morgan Coconut Rum,750ML,0,16.99,NULL,NULL
349829,AMERICAN WHITE,UNSHACKLED S/BLANC   750ML,750ML,273,21.99,NULL,NULL
83623,AMERICAN RED,Wente Vineyards Southern Hills Estate Grown Cabernet Sauvignon,750ML,820,14.99,13.99,11/30/2022
361712,CANADIAN/BLENDED WHISKEY,LAWS ULITIMATE WHISKEY SAMPLER 4PK   100ML - 4 Pack,100ML,122,39.99,NULL,NULL
332883,GERMANY,Koster Wolf Trocken Riesling,1L,0,18.99,NULL,NULL
313879,GIN,Gin Lane 1751 Old Tom Small Batch Gin,750ML,-1,25.99,NULL,NULL
240547,VODKA,Hanson of Sonoma Organic Original Vodka,750ML,57,27.99,NULL,NULL
88433,GIN,Tanqueray Flor De Sevilla Gin,750ML,18,24.99,NULL,NULL
304164,AMERICAN RED,Murrieta's Well The Spur Bordeaux Blend,750ML,0,27.99,NULL,NULL
236572,FRANCE,Chateau Florie Aude Bordeaux Blend,750ML,0,11.39,NULL,NULL
305254,SOUTH AFRICA,Badenhorst Family Wines Secateurs Red Blend Cinsault,750ML,0,19.99,NULL,NULL
43684,ITALY,Caposaldo Delle Venezie IGT Pinot Grigio,750ML,0,10.99,NULL,NULL
316170,ITALY,Passa Tempo Montepulciano d'Abruzzo,1.5L,0,11.99,NULL,NULL
76112,SPAIN/PORTUGAL,El Burro Kickass Garnacha,750ML,0,10.49,NULL,NULL
313823,AMERICAN RED,Chateau Bianca Pinot Noir,750ML,0,20.99,NULL,NULL
296959,TEQUILA,DON JULIO TEQUILA   REPOSADO,50ML,12,4.99,NULL,NULL
309425,AMERICAN RED,Clayhouse Vineyard Casa de Arcilla Tempranillo,750ML,0,6.99,NULL,NULL
315535,SCOTCH,McClelland's Highland Single Malt Scotch Whisky,750ML,257,28.99,NULL,NULL
84420,CHAMPAGNE/SPARKLING,Domaine Chandon Methode Traditionelle Limited Edition Rose Rose Blend,750ML,310,25.99,NULL,NULL
30937,SPAIN/PORTUGAL,Codorniu Clasico Semi Seco Cava Blend,750ML,0,13.99,NULL,NULL
166909,BOURBON/RYE,WHISTLEPIG SB MARYLAND PIG 10YR,750ML,4,95.99,NULL,NULL
88571,TEQUILA,EL JIMADOR TEQUILA   BLANCO,1L,736,26.99,19.99,11/30/2022
18760,AMERICAN RED,BLACK ANKLE LEAFSTONE SYRAH 750ML,750ML,96,67.99,NULL,NULL
335858,ITALY,ZENI BARD CHIARETTO CLASS,750ML,0,18.99,NULL,NULL
41168,AMERICAN RED,Nickel & Nickel State Ranch Cabernet Sauvignon,750ML,0,119.99,NULL,NULL
241688,CHAMPAGNE/SPARKLING,Ruffino Prosecco D.O.C Glera,1.5L,0,28.99,NULL,NULL
21326,AUSTRALIA,Fisheye Chardonnay,750ML,0,5.99,NULL,NULL
27278,SCOTCH,Dewar's White Label Blended Scotch Whisky,1.75L,418,35.99,NULL,NULL
300202,SPAIN/PORTUGAL,Miguel Pons Brut Nature Cava Blend,750ML,1,13.99,NULL,NULL
84026,AMERICAN BLUSH/ROSE,Sutter Home Winery The Original White Zinfandel,750ML,87,7.99,NULL,NULL
326779,AMERICAN RED,Bread & Butter Pinot Noir,750ML,226,16.99,NULL,NULL
338183,SPAIN/PORTUGAL,Madai Origen Mencia,750ML,0,22.99,NULL,NULL
127469,NEW ZEALAND,Villa Maria Cellar Selection Sauvignon Blanc,750ML,8,21.99,NULL,NULL
80760,AMERICAN WHITE,Frei Brothers Reserve Sauvignon Blanc,750ML,255,17.99,NULL,NULL
237805,BOURBON/RYE,Redwood Empire Emerald Giant Rye Whiskey,750ML,90,42.99,NULL,NULL
167813,SCOTCH,GLENALLACHIE PX PUNCHEON 750ML,750ML,0,169.99,NULL,NULL
315535,AMERICAN RED,Chappellet Cabernet Sauvignon,750ML,2,119.99,NULL,NULL
43228,ARGENTINA,Mendoza Vineyards Reserva Agua de Piedra Malbec,750ML,0,12.99,NULL,NULL
47927,GERMANY,Heinz Eifel Auslese Riesling,750ML,0,14.49,NULL,NULL
69503,DOMESTIC CAN,CAPTAIN LAWRENCE PREMIUM LAGER 6/4 16OZ CANS - 4 Pack,16.0Z,0,9.99,NULL,NULL
