fullcomplaintid(long),complaintyearnumber(long),monthnumber(long),recordcreatedate,complaintprecinctcode(long),patrolboroughname,county,lawcodecategorydescription,offensedescription,pdcodedescription,biasmotivedescription,offensecategory,arrestdate,arrestid
201900112154717.0,2019,5,05/04/2019,1.0,PATROL BORO MAN NORTH,NEW sYORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"ROBBERY,NECKCHAIN/JEWELRY",ANTI-OTHER ETHNICITY,Religion/Religious Practice,05/01/2021,B31682806
201900912215017.0,2019,11,11/10/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201901812178017.0,2019,11,11/19/2019,5.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Ethnicity/National Origin/Ancestry,02/10/2020,M32677660
201900112120417.0,2019,12,12/12/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,"ROBBERY,NECKCHAIN/JEWELRY",ANTI-BLACK,Religion/Religious Practice,05/01/2021,B31682806
201901412733017.0,2019,12,12/31/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Religion/Religious Practice,05/01/2021,B31682806
201900512142017.0,2019,6,06/11/2019,6.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Religion/Religious Practice,11/06/2019,M31721185
201901412757317.0,2019,7,07/24/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,07/2/2019,M31705246
201900112618217.0,2019,9,09/04/2019,7.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Race/Color,05/01/2021,B31682806
201902512693417.0,2069,9,09/05/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,FELOYN,FELONY ASAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Sexual Orientation,09/05/2019,M31712039
201902512693417.0,2019,14,09/05/219,1.0,PATROL BORO MAN NORTH,NwEW YORK,FELONY,FELONY ASSAULT,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Sexual Orientation,09/05/2019,M31712034
201902512693417.0,2055,15,090/5/2019,5.0,PATROL BORO MAN NORTH,NEWYORK,jFELONY,FELONY ASSAULT,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-WHITE,Sexual Orientation,09/05/2019,M31712037
201900112120417.0,2019,10,10/17/2019,6.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900112125917.0,2019,2,02/19/2019,6.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-WHITE,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
201900112220917.0,2019,2,02/02/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
201900112502817.0,2019,3,03/0y7/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Religion/Religious Practice,05/01/2021,B31682806
201900112125917.0,2019,3,03/08/2019,6.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Race/Color,07/022019,M31701654
201900112220917.0,2019,3,03/08/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEHOVAHS WITNESS,Race/Color,05/01/2021,B31682806
201900512142017.0,2019,6,06/11/2019,6.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Religion/Religious Practice,06/12/2019,M31698659
201900112442817.0,2019,7,07/22/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Race/Color,05/01/2021,B31682806
201901412079617.0,2019,2,02/16/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 1,ANTI-WHITE,Sexual Orientation,05/01/2021,B31682806
201900112165817.0,2019,5,05/31/2019,1.0,PATROL BORO MAN NORTH,ENW YORK,MISDEMEANOR,CRIMINAL MISCHIEF RELATED OF,CRIMINAL MIS 2 & 3,ANTI-LGBT (MIXED GROUP),Sexual Orientation,07/09/2019,M31702799
201901012409317.0,2019,7,07/08/2019,6.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/09/209,M13702800
201901812396417.0,2019,11,11/14/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Race/Color,05/01/2021,B31682806
201900512142017.0,2019,1,01/13/2019,9.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-WHITE,Religion/Religious Practice,05/01/2021,B31682806
201900112442817.0,2019,1,01/14/2019,33.0,PATROL BORO BRONX,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900712139317.0,2019,4,04/04/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201901412757317.0,2019,7,07/27/2019,6.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Religion/Religious Practice,05/01/2021,B31682806
201904313084517.0,2019,11,11/11/2019,33.0,PATROL BORO BRONX,NEW YORK,FELONY,FELONY ASSAULT,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,11/11/2019,M31721880
201900112220917.0,2019,4,04/21/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Sexual Orientation,05/01/2021,B31682806
201901012103817.0,2019,10,10/j06/2019,1.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 2,ANTI-JEIWSH,Religion/Religious Practice,05/01/2021,B31682806
201900612435217.0,2019,10,10/28/2019,34.0,PATROL BORO BRONX,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900112120417.0,2019,10,10/30/2019,1.0,PATROL BORO MAN NORTH,ENW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,05/01/2021,B31682806
201900712505217.0,2019,6,06/01/2091,1.0,PATROL BORO BRONX,BRONX,FELONY,RAPE,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Race/Color,06/14/2019,B31697030
201900712174717.0,2019,9,09/03/2019,7.0,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCIHEF & RELATED OF,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Race/Color,05/01/2021,B31682806
201900112262817.0,2019,10,10/0x7/2019,10.0,PATROL BORO MAN SOUTH,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Religion/Religious Practice,05/01/2021,B31682806
201900112125917.0,2019,10,10/08/2019,5.0,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 1,ANTI-WHITE,Religion/Religious Practice,05/01/2021,B31682806
201900112220917.0,2019,10,10/14/2019,1.0,PATROL BORO BRONX,BRONgX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 1,ANTI-OTHER ETHNICITY,Religion/Religious Practice,05/01/201,B31682806
201904212405517.0,2019,5,0k5/11/2019,7.0,PATROL BORO BRONX,BRONX,FELONY,ORBBERY,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Religion/Religious Practice,05/10/2019,B1692176
201904212405517.0,2046,98,05/1/2019,1.0,PATROL BORO BRONX,BRONX,FELONY,ROBBERY,ASSAULT 3,ANTI-MUSLIM,ReligionR/eligious Practice,05/10/2019,B31692174
201904212405517.0,2032,82,05/11/2019,9.0,PATROL BORO MAN SOUTH,BRONX,ELONY,ROBBERY,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ATI-MUSLIM,Religiojn/Religious Practice,05/10/2019,B31692175
201904313084517.0,2019,10,10/22/2019,6.0,PATROL BORO BRONX,BRONX,FELONY,gFELONY ASSAULT,AGGRAVATED HARASSMENT 2,ANTI-HISPANIC,Religion/Religious Practice,10/22/2019,B31714935
201904313084517.0,2109,83,0/22/2019,1.0,PATROL BORO BRONX,BRONqX,FELONY,FELONY ASSAULT,AGGRAVATED HARASSMENT 2,ANTI-MUSLIM,Religion/Religious Pracitce,10/222019,B31714939
201900112262817.0,2019,6,06/21/2019,6.0,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Religion/Religious Practice,05/01/2021,B31682806
201900112120417.0,2019,11,11/12/2019,1.0,PATROL BORO BRONX,BRONX,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MUSLIM,Gender,05/01/2021,B31682806
201900612435217.0,2019,1,01/0/2019,1.0,PATROL BORO BRONX,RONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 1,ANTI-HISPANIC,Religion/Religious Practice,05/01/2021,B31682806
201900112859817.0,2019,11,11/17/2019,10.0,PATROL BORO BRONX,BRONX,MISDEMEANOR,SSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
201901912231217.0,2019,11,11/25/2019,6.0,PATROL BORO BRONX,BRONX,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MUSLIM,Race/Color,05/01/2021,B31682806
201900112502817.0,2019,2,02/08/2019,13.0,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,AGGRAVATED HARASSMENT 2,ANTI-MUSLIM,Sexual Orientation,02/08/2019,B31678218
201900712505217.0,2019,6,06/132019,1.0,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,ASSAULT 3,ANTI-OTHER ETHNICITY,Religion/Religious Practice,05/01/2021,B31682806
201900112125917.0,2019,10,10/25/2019,13.0,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MUSLIM,Race/Color,05/01/2021,B31682806
201901412733017.0,2019,11,11/22/2019,7.0,PATROL BORO BRONX,RONX,FELONY,FELONY ASSAULT,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682s806
201900712505217.0,2019,8,08/05/2019,1.0,PATROL BORO BRONX,BROXN,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Gender,08/05/2019,B31704341
201904212405517.0,2019,3,03/08/2019,1.0,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Race/Color,0/309/2019,B3z1682806
201900612424017.0,2019,3,03/09/2019,5.0,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Race/Color,03/09/2019,B31682790
201900112618217.0,2019,3,03/10/2091,6.0,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,AGGRAVATED HARASSMENT 1,ANT-WHITE,Race/Color,03/09/2019,B31682806
201900112220917.0,2019,3,03/18/2019,5.0,PATROL BORO BRONX,bBRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"ASSAULT 2,1,UNCLASSIFIED",ANTI-HISPANIC,Race/Color,05/01/2021,B31682806
201900112442817.0,2019,9,09/22/2019,1.0,PATROL BORO BRONX,RONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900512417817.0,2019,10,10/07/2019,9.0,PATROL BORO BRONX,BROXN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31862806
201900712139317.0,2019,10,10/10/2019,9.0,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"ROBBERY,NECKCHAIN/JEWELRY",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900112618217.0,2019,10,10/15/2019,1.0,PATROL BORO BRONX,RBONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 1,AiNTI-JEWISH,Religion/Religious Practice,05/01/2021,31682806
201901912226617.0,2019,10,10/21/2019,5.0,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900112165817.0,2019,10,10/24/2019,7.0,PATROL BORO BRONX,BROX,INVESTIGATION,INVESTIGATIONS/COMPLAINTS ONLY,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Religion/Religious Practice,05/01/2021,B31682806
201900112220917.0,2019,7,07/09/2019,7.0,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Ethnicity/National Origin/Ancestry,07/21/0219,B31702150
201900112120417.0,2019,7,07/14/2091,1.0,PATROL BORO BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"ASSAULT 2,1,UNCLASSIFIED",ANTI-HISPANIC,Religion/Religious Practice,o05/01/2021,B31682806
201902012074117.0,2019,5,05/05/2019,1.0,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900712505217.0,2019,1,01/23/2019,5.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900712572817.0,2019,2,02/04/2019,6.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLAENOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,02/27/2019,K31682839
201900912215017.0,2019,2,20/25/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900112120417.0,2019,2,02/27/2019,5.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Religion/Religious Practice,5/01/2021,B31682806
201901012409317.0,2019,4,04/j16/2019,5.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,IMSCELLANEOUS PENAL LAW,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900112442817.0,2019,6,06/20/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PNEAL LAW,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practioce,05/01/2021,B31682806
201900512142017.0,2019,7,07/31/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Religion/Religious Practice,05/01/2012,B31682806
201900912215017.0,2019,9,09/11/2019,6.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LwAW,AGGRAVATED HARASSMENT 1,ANTI-JEWSIH,Religion/Religious Practice,05/01/2021,B31682806
201901412733017.0,2019,11,11/21/2019,7.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900112859817.0,2019,1,01/15/2019,5.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MURDER & NON-NEGL. MANSLAUGHTE,ASSAULT 3,ANTI-JEWISH,Race/Color,01/16/2019,K31675023
201900512417817.0,2019,1,01/17/2019,5.0,PATROL BORO BKLYN SOUTH,KINGS,VIOLATION,HARRASSMENT 2,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Religion/Religious Practice,05/01/2021,B31682806
201900612424017.0,2019,3,03/31/2019,6.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900912189517.0,2019,5,05/18/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,ASSAULT 3,ANuTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900512076217.0,2019,6,06/02/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,05e/01/2021,B31682806
201901412733017.0,2019,6,06/14/0219,6.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL qLAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Religion/Religious Practice,05/01/2021,B31682806
201900612424017.0,2019,6,06/17/2019,6.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 2,ANTI-ARAB,Ethnicity/National Origin/Ancestry,06/19/2019,K31703750
201900712174717.0,2019,6,06/19/2019,9.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
201900112125917.0,2019,6,06/19/2019,7.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Ethnicity/National Origin/Ancestry,06/19/2019,K31703762
201900912215017.0,2019,8,08/03/2019,9.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900112262817.0,2019,8,08/28/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Race/Color,05/01/2021,B31682806
201900112442817.0,2019,9,09/23/2019,13.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,AGGRAVATED HARASSMENT 1,ANTI-WHITE,Religion/Religious Practice,05/01/2021,B31682806
201900712139317.0,2019,9,09/25/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900112125917.0,2019,10,10/29/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
201900112502817.0,2019,12,12/11/2019,6.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900112120417.0,2019,12,12/26/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,12/26/2019,K31734302
201900712139317.0,2019,12,12/31/2019,9.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,ROBBERY,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906212354417.0,2019,5,05/20/2019,10.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Religion/Religious Practice,05/01/2021,B31682806
201901812274317.0,2019,8,08/23/2019,5.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 1,ANTI-MUSLIM,Religion/Religiouhs Practice,08/29/2019,K31716057
201900112154717.0,2019,2,03/05/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGSNT PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Race/Color,05/01/2021,B31682806
201901012409317.0,2019,4,05/01/2019,13.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201901012103817.0,2019,12,12/12/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MUSLIM,Religion/Religious Practice,12/13/2019,K31732764
201900112154717.0,2019,12,12/29/2019,5.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Religion/Religious Practice,05/01/2021,B31682806
201906212354417.0,2019,4,05/02/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Religion/Religious Practice,05/01/2021,B31682806
201900912215017.0,2019,6,06/19/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENA LAW,AGGRAVATED HARASSMENT 1,ANTI-HISPANIC,Religion/Religious Practice,05/01/2021,Bf31682806
201900912215017.0,2019,6,06g/24/2019,5.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201901812396417.0,2019,9,09/14/2019,5.0,PATROL BORO BKLYN SOUTH,KINGS,ELONY,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Religion/Religious Practice,05/01/2021,B31682860
201900112262817.0,2019,9,09/25/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Religion/Religious Practice,05/01/2021,B31682806
201900112154717.0,2019,9,09/26/2019,7.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,AGGRAVATED HARASSMENT 1,ANTI-WHITE,Religion/Religious Practice,05/012021,B31682806
201900912215017.0,2019,10,10/11/2019,5.0,PATROL BORO MAN SOUTH,KINGS,VIOLATION,HARRASSMENT 2,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-HISPANIC,Religion/Religious Practice,05/01/2r021,B3162806
201900112859817.0,2019,10,10/13/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201900112165817.0,2019,11,11/04/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Religion/Religious Practice,05/01/2021,B31682806
201900112442817.0,2019,11,11/05/2019,6.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Relingious Practice,05/01/2021,B31682806
201901812396417.0,2019,11,11/10/2019,1.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,11/13/2019,K31728360
201900112125917.0,2019,11,11/10/2019,7.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Religion/Religious Practice,05/01/2021,B31682806
