OBJECTID,PLY_FEATYPE_CODE,PLY_FEATYPE_TEXT,PLY_DWW_FEATYPE_CODE,PLY_DWW_FEATYPE_TEXT,PLY_DESC_TEXT,PLY_MXM_DESC_TEXT,PLY_FEA_KEY,PLY_DWW_FEATURE_KEY,PLY_DWW_FEATURE_EQNUM_ID,PLY_DWW_ROLE_CODE,PLY_DWW_ROLE_TEXT,PLY_OWNER_CODE,PLY_OWNER_NAME,PLY_LIFECYCLE_CODE,PLY_LIFECYCLE_STAT,PLY_DWW_GEOMTR_TYPE,PLY_AREA_SQFT_NBR,PLY_AREA_ACRES_NBR,PLY_LENGTH_FT_NBR,PLY_MXM_ADRS_TEXT,PLY_WIDTH_FT_NBR,PLY_HEIGHT_FT_NBR,SHAPE_Length,SHAPE_Area
31725,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,,7733692,7323643,985051,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,72.93,0,0,,0,0,30.2731689246637,72.9263380728773
31733,PNT,Point Representations,MH,Maintenance Hole,Structure - MH (Metro KC),,8266009,8265022,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,50.92,0,,,,,27.7469657873525,50.9241097505269
31738,PNT,Point Representations,OF,Overflow MH,Structure - Overflow and Diversion Structure,"OVERFLOW STRUCTURE - 111C, 056-365 - NPDES111 - CS",7776135,1571408,707910,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,275.26,0.01,,"111C, 056-365 - NPDES111 - CSO 35",,,85.670244990785,275.256893104948
31769,PNT,Point Representations,MST,Misc Structures,Structure - Access Structure (Metro KC),,3991726,1261653,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,121.29,0,,,,,44.1106394923962,121.292134126086
31808,PNT,Point Representations,MST,Misc Structures,Structure - Tunnel Access Structure (Metro KC),,3991482,1208102,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,158.13,0,,,,,50.6327545189194,158.126820966049
31834,PNT,Point Representations,MST,Misc Structures,Other - Wier,DRAINAGE MAINTENANCE HOLE - D007-182,4276504,4276498,942584,ENDPT,Mainline End Point,UNK,Unknown,C,Connected,PNT,9.37,0,,MAP 007 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,,,10.8525025044525,9.37238079502189
31886,PNT,Point Representations,FCM,Flow Control MH,Structure - Overflow ,FLOW CONTROL MH - 306-459,3995414,1999176,706500,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,170.52,0,,9855 RAINIER AVE S,,,53.7964644941878,170.516262171428
31917,PNT,Point Representations,MST,Misc Structures,Structure - Regulator (Metro KC),,3994489,1849297,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,196.27,0,,,,,57.5240789194441,196.270887945012
32088,PNT,Point Representations,MST,Misc Structures,Structure - Wet Well,WASTEWATER MAINTENANCE HOLE - 060W-021,7620645,1594142,697694,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,70.3,0,0,4645 LAKE WASHINGT BLVD S,0,0,29.721909760042,70.298095199678
32122,PNT,Point Representations,FCM,Flow Control MH,Structure - Flow Control MH,FLOW CONTROL MH - D225-165,7819305,7420327,982291,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,112.52,0,,1700 N NORTHGATE WAY,,,37.6022395603783,112.516848607062
32159,PNT,Point Representations,OF,Overflow MH,Structure - Drop MH,OVERFLOW STRUCTURE - NPDES 152B - 011-189,8181298,660248,786217,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,70.16,0,,2804 NW MARKET ST,,,29.6917866672931,70.1556736268652
32167,PNT,Point Representations,MH,Maintenance Hole,"Structure - MH 96"" Diameter ",WASTEWATER MAINTENANCE HOLE - 011-374,8206499,7722597,1032065,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,51.68,0,,E/S 2425 NW 54TH ST,,,25.4848073339938,51.6836105492364
32181,PNT,Point Representations,MST,Misc Structures,Structure - Regulator (Metro KC),,8267756,1652317,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,127.13,0,,,,,46.5751368275769,127.126613168167
32183,PNT,Point Representations,MST,Misc Structures,West Portal and Shoring (KC),,8293785,8292992,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,688.58,0.02,,,,,106.584973536762,688.578215686635
32184,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D219-131,8311908,70726,590491,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,62.05,0,,150 N 136TH ST,,,27.9237458555685,62.0493788423103
32202,PNT,Point Representations,FCM,Flow Control MH,Structure - Flow Splitter,FLOW CONTROL MH - D227-275,7874455,7874421,1064830,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,35.21,0,,DETENTION SITE 279 - 10533 35TH AVE NE - MS4,,,21.0338290578372,35.2068213178946
32214,PNT,Point Representations,MST,Misc Structures,Structure - Overflow Chamber w/ Wier,FLOW CONTROL STRUCTURE - NPDES 69 - 039-522,8165276,1232292,786599,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,51.98,0,,2505 ALASKAN WAY,,,29.8759137048775,51.9822284955961
32216,PNT,Point Representations,MST,Misc Structures,Structure - Outlet,OUTLET STRUCTURE - THORNTON CRK WTR QUALITY CHANNE,4098410,4098403,951228,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,178.49,0,,THORNTON CRK WTR QUALITY CHANNEL,,,53.4431810525918,178.493215127742
32273,PNT,Point Representations,DMH,Drop MH,Structure - Drop MH,DRAINAGE MAINTENANCE HOLE - D011-013,8265992,730648,709879,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,62.39,0,,5100 SHILSHOLE AVE NW,,,28.000443227799,62.3907128806416
32356,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D044-618,8272060,7460182,989804,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,64.37,0,,DETENTION SITE 316 - S MAIN ST/BOREN AVE N,,,28.4413134413059,64.3708780435216
