HCPCS_Cd,RBCS_ID,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Assignment_Eff_Dt
0066U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,10/01/2018,12/31/9999,01/01/2017
00670,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0067U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2018,12/31/9999,01/01/2016
0068U,TM011N,T,Test,TM,Molecular Testing,011,Infectious Agent Detection by DNA/RNA,N,10/01/2018,12/31/9999,01/01/2016
0069U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2018,12/31/9999,01/01/2017
00700,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00702,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0070U,TM000N,T,Test,TM,Molecular Testing,000,No RBCS Family,N,10/01/2018,12/31/9999,01/01/2014
0070U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2018,12/31/9999,01/01/2016
0071A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,10/29/2021,12/31/9999,01/01/2017
0071T,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/2005,12/31/9999,01/01/2014
0071U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2018,12/31/9999,01/01/2017
0072A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,10/29/2021,12/31/9999,01/01/2017
0072T,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/2005,12/31/9999,01/01/2017
0072U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2018,12/31/9999,01/01/2017
00730,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00731,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/2018,12/31/9999,01/01/2014
00732,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/2018,12/31/9999,01/01/2014
0073A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,01/03/2022,12/31/9999,01/01/2017
0073T,RR007N,R,Treatment,RR,Radiation Oncology,007,Intensity Modulated Radiation Therapy,N,01/01/2005,12/31/2014,01/01/2014
0073U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2018,12/31/9999,01/01/2017
00740,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/2017,01/01/2014
0074A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,05/17/2022,12/31/9999,01/01/2017
0074U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2018,12/31/9999,01/01/2017
00750,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00752,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00754,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00756,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0075T,PV000O,P,Procedure,PV,Vascular,000,No RBCS Family,O,01/01/2005,12/31/9999,01/01/2014
0075U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2018,12/31/9999,01/01/2017
0076T,PV000O,P,Procedure,PV,Vascular,000,No RBCS Family,O,01/01/2005,12/31/9999,01/01/2014
0076U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2018,12/31/9999,01/01/2017
00770,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0077U,TM000N,T,Test,TM,Molecular Testing,000,No RBCS Family,N,10/01/2018,12/31/9999,01/01/2014
0077U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2018,12/31/9999,01/01/2016
0078U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2018,12/31/9999,01/01/2016
00790,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00792,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00794,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00796,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00797,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/2002,12/31/9999,01/01/2014
00800,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00802,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0080U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,01/01/2019,12/31/9999,01/01/2015
00810,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/2017,01/01/2014
00811,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/2018,12/31/9999,01/01/2014
00812,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/2018,12/31/9999,01/01/2014
00813,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/2018,12/31/9999,01/01/2014
0081A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,06/17/2022,12/31/9999,01/01/2017
0081U,TM000N,T,Test,TM,Molecular Testing,000,No RBCS Family,N,01/01/2019,12/31/2019,01/01/2015
0081U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,01/01/2019,12/31/2019,01/01/2016
00820,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0082A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,06/17/2022,12/31/9999,01/01/2017
0082U,TL005N,T,Test,TL,General Laboratory,005,Drug Tests,N,01/01/2019,12/31/9999,01/01/2017
00830,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00832,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00834,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/2003,12/31/9999,01/01/2014
00836,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/2003,12/31/9999,01/01/2014
0083A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,06/17/2022,12/31/9999,01/01/2017
0083U,IX000N,I,Imaging,IX,Imaging - Miscellaneous,000,No RBCS Family,N,01/01/2019,12/31/9999,01/01/2017
00840,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00842,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00844,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00846,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00848,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0084U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,07/01/2019,12/31/9999,01/01/2016
00851,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/2002,12/31/9999,01/01/2014
0085U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,07/01/2019,12/31/2019,01/01/2017
00860,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00862,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00864,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00865,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1996,12/31/9999,01/01/2014
00866,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00868,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0086U,TM000N,T,Test,TM,Molecular Testing,000,No RBCS Family,N,07/01/2019,12/31/9999,01/01/2015
0086U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,07/01/2019,12/31/9999,01/01/2016
00870,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00872,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00873,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1991,12/31/9999,01/01/2014
0087U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,07/01/2019,12/31/9999,01/01/2017
00880,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00882,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0088U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,07/01/2019,12/31/9999,01/01/2017
0089U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,07/01/2019,12/31/9999,01/01/2016
00902,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00904,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00906,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00908,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0090U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,07/01/2019,12/31/9999,01/01/2016
0090U,TM000N,T,Test,TM,Molecular Testing,000,No RBCS Family,N,07/01/2019,12/31/9999,01/01/2015
00910,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00912,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00914,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00916,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00918,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1990,12/31/9999,01/01/2014
0091A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,06/17/2022,12/31/9999,01/01/2017
00920,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00921,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/2003,12/31/9999,01/01/2014
00922,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00924,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00926,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00928,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0092A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,06/17/2022,12/31/9999,01/01/2017
0092T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2006,12/31/2014,01/01/2014
0092U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,07/01/2019,12/31/9999,01/01/2017
00930,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00932,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00934,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00936,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00938,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0093A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,06/17/2022,12/31/9999,01/01/2017
0093U,TL005N,T,Test,TL,General Laboratory,005,Drug Tests,N,07/01/2019,12/31/9999,01/01/2017
00940,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00942,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00944,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00948,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0094A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,03/29/2022,12/31/9999,01/01/2017
0094U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,07/01/2019,12/31/9999,01/01/2017
00950,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
00952,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0095T,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2006,12/31/9999,01/01/2016
0095U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,07/01/2019,12/31/9999,01/01/2017
0096U,TM000N,T,Test,TM,Molecular Testing,000,No RBCS Family,N,07/01/2019,12/31/9999,01/01/2015
0096U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,07/01/2019,12/31/9999,01/01/2016
0097U,TM011N,T,Test,TM,Molecular Testing,011,Infectious Agent Detection by DNA/RNA,N,07/01/2019,03/31/2022,01/01/2015
0098T,PM020M,P,Procedure,PM,Musculoskeletal,020,Arthrodesis - Spine,M,01/01/2006,12/31/9999,01/01/2014
0098U,TM011N,T,Test,TM,Molecular Testing,011,Infectious Agent Detection by DNA/RNA,N,07/01/2019,03/31/2021,01/01/2015
0099T,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2006,12/31/2015,01/01/2014
0099U,TM011N,T,Test,TM,Molecular Testing,011,Infectious Agent Detection by DNA/RNA,N,07/01/2019,03/31/2021,01/01/2015
0100T,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2006,12/31/9999,01/01/2014
0100U,TM011N,T,Test,TM,Molecular Testing,011,Infectious Agent Detection by DNA/RNA,N,07/01/2019,03/31/2021,01/01/2015
0101T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2006,12/31/9999,01/01/2014
0101U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,07/01/2019,12/31/9999,01/01/2017
0102T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2006,12/31/9999,01/01/2014
0102U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,07/01/2019,12/31/9999,01/01/2017
0103U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,07/01/2019,12/31/9999,01/01/2017
0105U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,10/01/2019,12/31/9999,01/01/2017
0106T,TN008N,T,Test,TN,Neurologic,008,Electrical Nerve Conductivity,N,01/01/2006,12/31/9999,01/01/2015
0106U,TX000N,T,Test,TX,Test - Miscellaneous,000,No RBCS Family,N,10/01/2019,12/31/9999,01/01/2016
0107T,TN008N,T,Test,TN,Neurologic,008,Electrical Nerve Conductivity,N,01/01/2006,12/31/9999,01/01/2015
0107U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,10/01/2019,12/31/9999,01/01/2015
0108T,TN008N,T,Test,TN,Neurologic,008,Electrical Nerve Conductivity,N,01/01/2006,12/31/9999,01/01/2015
0108U,TA002N,T,Test,TA,Anatomic Pathology,002,Surgical Pathology Examination,N,10/01/2019,12/31/9999,01/01/2015
0109T,TN008N,T,Test,TN,Neurologic,008,Electrical Nerve Conductivity,N,01/01/2006,12/31/9999,01/01/2015
0109U,TM011N,T,Test,TM,Molecular Testing,011,Infectious Agent Detection by DNA/RNA,N,10/01/2019,12/31/9999,01/01/2016
0110T,TN008N,T,Test,TN,Neurologic,008,Electrical Nerve Conductivity,N,01/01/2006,12/31/9999,01/01/2014
0110U,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,10/01/2019,12/31/9999,01/01/2017
01112,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/2001,12/31/9999,01/01/2014
0111A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,06/17/2022,12/31/9999,01/01/2017
0111T,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,01/01/2006,12/31/2020,01/01/2014
0111U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2017
01120,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0112A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,06/17/2022,12/31/9999,01/01/2017
0112U,TM011N,T,Test,TM,Molecular Testing,011,Infectious Agent Detection by DNA/RNA,N,10/01/2019,12/31/9999,01/01/2015
01130,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0113A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,06/17/2022,12/31/9999,01/01/2017
0113U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2017
01140,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0114U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2017
01150,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0115U,TM011N,T,Test,TM,Molecular Testing,011,Infectious Agent Detection by DNA/RNA,N,10/01/2019,12/31/9999,01/01/2015
01160,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0116U,TL005N,T,Test,TL,General Laboratory,005,Drug Tests,N,10/01/2019,12/31/9999,01/01/2016
01170,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01173,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/2004,12/31/9999,01/01/2014
0117U,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,10/01/2019,12/31/9999,01/01/2017
01180,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/2017,01/01/2014
0118U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2016
01190,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/2017,01/01/2014
0119U,TL001N,T,Test,TL,General Laboratory,001,Clinical Chemistry,N,10/01/2019,12/31/9999,01/01/2015
01200,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01202,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0120U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2017
01210,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01212,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01214,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01215,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/2001,12/31/9999,01/01/2014
0121U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,10/01/2019,12/31/9999,01/01/2017
01220,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0122U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,10/01/2019,12/31/9999,01/01/2017
01230,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01232,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01234,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0123T,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2006,12/31/2015,01/01/2014
0123U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,10/01/2019,12/31/9999,01/01/2017
0124A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,08/31/2022,12/31/9999,01/01/2017
0124U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,10/01/2019,06/30/2020,01/01/2017
01250,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0125U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,10/01/2019,06/30/2020,01/01/2017
01260,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0126T,IS000N,I,Imaging,IS,Standard X-ray,000,No RBCS Family,N,01/01/2006,12/31/2020,01/01/2014
0126U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,10/01/2019,06/30/2020,01/01/2017
01270,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01272,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01274,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0127U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,10/01/2019,06/30/2020,01/01/2017
0128U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,06/30/2020,01/01/2017
0129U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2017
0130U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2017
0131U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2017
01320,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0132U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2017
0133U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2017
01340,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0134A,RI035N,R,Treatment,RI,Injections and Infusions (nononcologic),035,COVID-19 Vaccine Administration,N,08/31/2022,12/31/9999,01/01/2017
0134U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2016
0135U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2017
01360,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0136U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2017
0137U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2017
01380,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01382,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0138U,TM014N,T,Test,TM,Molecular Testing,014,Genetic Analysis,N,10/01/2019,12/31/9999,01/01/2017
01390,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01392,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0139U,TL006N,T,Test,TL,General Laboratory,006,Immunoassay,N,01/01/2020,09/30/2021,01/01/2017
01400,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01402,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01404,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0140U,TM011N,T,Test,TM,Molecular Testing,011,Infectious Agent Detection by DNA/RNA,N,01/01/2020,12/31/9999,01/01/2016
0141U,TM011N,T,Test,TM,Molecular Testing,011,Infectious Agent Detection by DNA/RNA,N,01/01/2020,12/31/9999,01/01/2016
01420,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0142U,TM011N,T,Test,TM,Molecular Testing,011,Infectious Agent Detection by DNA/RNA,N,01/01/2020,12/31/9999,01/01/2016
01430,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
01432,AA000N,A,Anesthesia,AA,Anesthesia,000,No RBCS Family,N,01/01/1989,12/31/9999,01/01/2014
0143U,TL005N,T,Test,TL,General Laboratory,005,Drug Tests,N,01/01/2020,12/31/9999,01/01/2016
